op_latency,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
237,1.78,0.201,0.752,4.066,0.005,0.241,0.058,0,0.475,0.003,0.002,0.695,1.755,0.711,0.299,0.136,0,0.003,0.232,0.003,0.289,0.269,0.328,0.786,3.125,0.335,0.538,1.057,1.29,0.019,0.424,1.1,2.103,0.96,0.087,0.493,1.694,0.824,0.007,0.294
238,0.354,0.486,0.191,0,0.007,0.012,0.046,2.032,0,0.206,0.331,0.911,3.056,0.641,0.141,0.005,2.067,0.382,0.097,0.608,0.143,0.452,0.009,0.066,3.51,0.107,0.571,0.006,0.339,0.126,0.077,0.306,0.146,0.392,0.131,0.091,0.523,0.561,0.451,0.08
239,0.098,0.105,0.324,2.229,0.863,0.004,0,1.041,2.44,0.208,0.038,0.315,0,0.005,0.021,0.19,0.597,0.063,0.004,0.401,0.096,0.057,0.006,0.002,1.398,0.054,0.04,0.133,0.006,0.851,0.074,0.528,0.006,0.397,2.479,0.246,0.552,0,0.375,2.249
240,0.093,3.343,0.006,0,2.058,0.079,0.605,0.253,0,0.061,0.041,0.315,0,0.276,0.077,0.006,0.0,0.153,0.009,0.544,0.004,0.004,0.005,0.943,0.002,0.003,0.374,0.016,0.003,0.247,0.026,0.048,1.567,0,0.564,0.005,0.149,0,0.116,0.768
241,0,0.344,0.003,0.149,0,0.111,0.016,0,3.462,0.0,0.132,0.785,0,0.002,0.004,0.007,0.649,0.004,0.005,0.011,0.545,0.838,0.537,0.159,1.521,0.812,0.33,0.837,0.589,0.127,2.141,1.378,1.269,0,0.005,0.355,0.004,0,1.368,0.013
242,0.077,0.005,0.007,0.471,0,0.236,0.996,1.189,2.039,0.566,0.473,1.068,5.393,0.3,0.124,0.788,0.362,0.168,0.262,0.346,0.439,2.603,0.216,0.939,0.626,0.04,0.038,0.039,0.124,0,0.247,0.444,0.005,0,0.288,0.033,1.25,3.896,0.661,0.754
243,0.122,0.008,0.065,1.152,2.43,1.945,1.302,0.229,0.511,0.032,0.037,0.271,0.827,0.025,0.169,0.013,1.619,0,0.816,0.011,1.24,1.182,0.441,0.699,1.366,0.351,0.659,0.225,0.428,0,0.016,0.003,0.398,4.503,0.006,0.377,0.032,0,0.005,0.004
244,0.42,0.006,0.19,1.969,0.004,0.205,0.005,0.711,0.382,0.228,0.004,0.641,1.712,1.226,0.74,0.682,2.056,3.155,0.139,0.968,0.91,0,0.005,0.114,2.256,1.642,0.384,1.605,1.045,0,0.276,0.293,0.004,4.859,0.086,0.005,0.004,0,0.402,0.005
245,2.397,0.005,1.465,0.139,1.247,0.155,0.249,1.345,0.108,1.251,0.793,0.005,1.78,0,0.171,0.004,1.317,1.611,0.204,0.703,0.034,1.618,0.2,0.654,0.45,0.741,0.371,0.233,0.478,6.195,0.005,0.005,0.116,0,2.539,0.137,0.005,6.588,0.016,0.405
246,0.787,0.344,0.006,0.295,0.004,0.003,0.001,0.251,0.174,0.163,0.038,0.991,0.784,0,0.348,0.064,0.427,0.773,0.005,0.398,0.005,0,0.103,0.003,1.248,0.154,0.75,0.416,0.888,0,0.005,0.016,0.857,6.549,0,0.046,0.006,3.384,1.145,0.004
247,0.39,0.003,0.175,0.005,1.445,0.687,0.006,0.205,0.004,0.237,0.005,0.004,0.969,2.901,1.384,0.004,0.133,0.9,0.332,0.3,0.003,0,0.144,0.273,0.003,0.055,0.004,0.115,0.005,2.06,1.366,0.664,0.004,0,0,0.072,0.164,1.823,0,0.051
248,0.52,0.162,0.049,1.088,0.025,0.832,0.004,0.003,0.14,0,0.004,0.488,0.191,2.085,0.004,0.371,0.841,0.256,0.464,0.088,0.807,2.064,1.841,0.003,1.174,0.539,0.299,0.938,0.068,0.004,0.003,0.002,0.197,0,0,0.131,0.042,0.004,0,0.227
249,1.369,1.711,0.567,0.004,0.905,0.444,0.207,0.498,0.002,0,0.776,0.108,3.108,0,0.799,0.026,0.104,0.944,0,0.779,0.003,0.081,0,0.228,0.002,0.42,0.004,0.003,0.004,1.461,0.086,0.005,0.466,4.001,2.381,0.005,0.149,0.235,0,0.005
250,0,0.393,0.002,0.116,0.774,3.323,0.019,0.004,0.42,0,0.006,0.112,0.004,5.007,0.323,0.38,0.087,0.589,0,0.003,0.856,0.822,0,0.031,1.098,0.622,0.184,1.126,0.855,1.391,0.472,0.178,0.372,0.807,1.177,0.245,0.001,0.004,6.208,0.496
251,1.159,0.029,0.683,0.036,0.969,0.844,0.442,0.517,0.012,0,0.912,0.007,0.165,1.289,0.187,0.009,0.286,0.519,0,0.15,0.635,0.407,0,0.007,0.194,0.269,0.177,0.242,0.061,1.163,0.158,0.196,0.196,3.371,1.158,0.109,0.168,0.074,0,0.31
252,0.005,0.383,0.036,0.137,0.239,0,0.517,0.006,0.256,1.817,0.814,0.506,0.091,0.392,0.5,0.004,0.171,0.021,3.421,0.529,0.193,0.131,4.077,0.478,0.03,0.079,1.283,0.246,0.609,0.757,0.5,0.054,0.149,2.014,0.006,0.142,0.842,0.018,0,0
253,0.512,0,0.075,0.062,0.003,0,0,0.791,0.007,0.232,0.337,0.233,0.174,0.077,0,0.564,0.057,0.424,1.645,0.432,0.005,0.782,0,0.157,0.567,0.51,1.117,0.692,0.318,0.028,0.005,0.054,0.787,0.065,0.12,0.851,0.065,0.05,3.33,3.438
254,1.004,0,0.484,0.224,0.197,3.56,1.593,0.375,1.28,0.427,0.139,0.044,0.007,0.056,0,0.005,0.341,0.046,2.261,0.072,0.174,0.024,2.833,0.522,0.238,0.155,0.136,0.107,0.228,0.892,0.227,0.005,0.831,1.702,1.312,0,0.042,0.095,1.008,2.575
255,0.125,0,0.122,0.054,0.006,1.602,0,0.829,0.227,1.366,0.074,1.404,0.552,1.051,3.795,0.461,0.281,0.463,0.003,1.222,1.19,0.243,0.939,0.235,0.473,0.208,0.185,0,0.508,0.045,0.446,0.255,0.339,0.005,0.23,3.899,0.218,0.078,1.272,1.91
256,0.177,6.164,0.053,0.005,0.289,1.6,0,0.008,0.665,0.008,0.427,0,0.572,0.884,0,0.125,0.004,0.231,0.376,0.564,0.541,0.073,1.89,1.14,0.366,0.63,0.336,0,0.994,0.602,0.192,0.406,0.004,0.204,0.456,0,0.133,0.134,2.667,0.476
257,0.005,1.918,0.136,0.14,0.003,0.976,1.447,0.406,0.345,0.036,0.104,0,0.177,0.005,0,0.39,0.509,0.004,0.048,0,0.733,0.447,1.934,0.891,0.609,0.29,0.62,0,0.938,0.297,0.48,0,0.544,0.371,0.207,2.217,0.674,0.224,0.252,0.363
258,0.379,0.022,0.492,0.194,1.034,0.945,0.091,0.12,0.008,0.53,0.433,5.027,0.005,0.394,4.946,0.003,0.136,0.546,0.052,0,0.009,0.272,0.083,0,0.417,0.113,0.271,0,0.337,0.306,0.393,0,0.36,0.43,0.098,0.525,0.451,0.061,2.203,0.555
259,0.132,0.521,0,0.794,0.005,0.114,0.002,0.166,0.182,0.028,0.083,2.19,0.082,0.321,1.038,1.153,0.477,0.105,0.002,2.837,0.316,0.21,0.371,0,0.218,0.285,0.377,0,0.005,0.003,0.21,0,0.153,0.189,0.003,0.03,0,0.004,0.347,0.647
260,0.069,0.003,2.027,0.719,0.093,1.266,0.204,0.271,0.004,0.128,0.005,0.754,0.294,0.397,1.263,0.324,0.005,0.311,2.306,1.334,0,1.045,0.146,1.21,0.004,0.002,0.003,0,0.004,0.005,0.1,2.098,0.524,0.133,0.745,0.002,1.42,0.182,0.149,0.308
261,0.003,0.538,0,1.007,0.08,0.256,0.712,0.002,0.748,1.272,0.002,0.96,0.004,0.106,0.112,0.364,1.235,0.002,0.007,0.002,0.31,0.132,0.389,0.576,0.138,0.005,0.133,7.749,0.505,0.225,1.331,0.002,0.003,0.442,0.004,0.034,0,0.004,0.003,0.005
262,0.121,0.562,0,0,0.532,0.154,0.148,1.351,0.551,0.76,0.236,0.327,0.826,0.03,1.908,0.275,0.349,0.906,0.444,0.494,0.586,0.074,0.129,0.266,0,0.034,0.135,2.389,0.296,0.436,0.824,0.451,0,0.796,0.205,0.005,0,0.065,0.237,0.526
263,0.004,0.16,0,2.857,0.137,0.52,0.632,0,0.134,0.771,0.521,0.24,0.223,0.122,0.961,0.798,0.856,0.288,0.119,0.131,0,0.431,0.504,0.037,0,0.664,0.587,1.484,0.743,0.021,0.005,1.096,4.357,0.264,0.56,0.4,2.357,0.004,0.199,0.489
264,0.426,0.291,2.272,0,0.013,0.007,0.268,1.32,0.465,0.342,0.059,0.304,0.878,0.5,0.373,0.329,0,0.461,0.003,0.515,2.213,0.225,0.159,0.004,3.978,0.039,0.262,0.198,0,0.005,0.299,0.273,2.006,0.244,0.004,0.389,0.411,0.336,0.257,0.006
265,0.259,0.059,0.22,0,0.007,0.047,0.409,0.576,0.537,0.451,0.593,0.012,1.732,0.126,0.288,0.114,0,0.147,0.311,0.149,2.524,0,0.005,0.504,0,0.056,0.029,0.004,3.153,0.633,0.268,0.345,1.538,0.413,0.838,0.158,1.054,0.18,0.102,0.814
266,0.043,0.263,1.056,3.885,0.454,0.419,0.292,0.366,0.18,0.34,0.816,0.112,0,0.004,0.321,0.194,3.963,0.006,0.015,0.89,1.383,0.452,0.009,0.039,0,0.258,0.55,0.838,3.119,0.19,0.006,0.004,1.097,0.457,0.708,0.946,1.512,2.123,0.004,0.574
267,0.151,0.016,0.222,1.065,0,0.532,0.267,0.363,0,0.09,0.365,0.354,0,0.548,0.386,0.174,0,0.819,0.055,0.458,0.007,0.246,0.18,0.777,5.903,0.125,0.066,0.014,1.443,0.159,0.224,0.43,0.694,0.928,1.187,0.029,0.299,1.077,0.821,0.592
268,0.006,0.228,0.009,1.003,1.296,0.007,0.011,0.254,4.755,0.407,0.469,0.128,1.994,0.126,0.112,0.004,4.041,0.093,0.005,0.025,0.816,0.299,0.047,0.657,3.809,2.949,0.797,0.048,0.526,0.007,0.244,0.268,0.005,0,0.077,0.064,0.717,0,0.111,0.198
269,0.131,0.009,0.815,0.009,0.046,0.003,0.113,1.617,2.277,0.329,0.324,0.715,0.286,0.362,0.186,0.417,1.766,0.079,0.324,0.008,0.004,0,0.371,0.005,0.653,0,0.379,0.091,0.009,0,0.082,0.064,0.005,3.826,0.183,0.48,1.267,0,0.376,0.169
270,0.006,0.297,0.013,0.406,0.281,0.71,0.524,0.008,0.004,0.007,0.361,0.012,0.57,0.208,0.358,0.073,0.005,0.055,1.181,0.164,0.004,1.461,0.006,0.643,0.004,0,0.007,0.005,0.008,0,0.07,0.184,0.158,0,0.068,0.616,0.283,0,0.175,0.081
271,0.306,0.008,0.116,2.354,0.367,0.439,0.51,0.256,0.27,0.701,0.292,0.929,0.006,0.13,0.246,0.339,1.322,0.066,0.212,0.168,1.533,0.469,0.093,0.013,2.087,0,0.897,1.071,1.826,0,0.005,0.008,0.011,0,0.007,0.093,0.133,0,0.07,0.007
272,1.173,0.007,1.431,0.759,0.007,0.007,0.641,0.945,0.236,0.193,0.098,0.523,1.939,0.98,0.865,0.121,0.341,1.862,0.898,0.83,0.116,0.007,0.008,0.025,0.839,0,0.178,0.372,1.292,0,0.075,0.103,0.011,5.812,0.661,0.115,0.194,6.819,0.094,0.351
273,0.443,0.439,0.443,0.028,0.223,0.043,0.587,0.653,0.824,0.362,0.003,0.683,0.013,0.018,0.011,0.007,0.007,0,0.315,0.433,0.008,0.006,0.006,0.005,0.035,2.601,0.109,0.037,0.029,2.611,0.036,0.254,0.173,0,0.476,0.032,0.194,2.149,0.02,0.005
274,0.401,0.326,0.387,0.406,0.007,0.724,0.005,0.006,2.041,0,1.008,0.121,0.33,0.474,0.743,0.205,0.743,1.24,0.428,1.209,0.006,0.035,0.06,0.095,0.005,0.005,0.006,0.082,0.006,0.841,0.005,0.354,0.601,0,0,0.234,0.006,1.432,1.094,0.006
275,1.437,0.04,0.808,0.256,0.188,1.598,0.004,0.158,0.011,0,0.484,0.272,0.252,0.036,0.74,0.139,0.807,0.005,0.123,0.283,0.714,0.242,0.334,0.082,1.854,0.169,0.133,0.602,0.129,0.288,0.243,0.004,0.007,0,0.953,0.006,0.764,0.501,2.379,0.09
276,0,0.006,0.252,0.006,0.434,1.115,0.006,0.802,0.005,0,0.007,0.043,0.469,0.397,0.259,0.07,0.215,0.756,1.134,0.152,0.309,0.257,0.214,0.265,0.348,0.126,0.008,0.261,0.217,1.073,0.021,0.006,0.007,3.312,0.704,0.093,0.006,0.006,0,0.756
277,0,0.006,0.416,0.012,0.029,0.163,0.005,0.079,0.006,0,0.233,0.126,0.121,0.165,0.286,1.85,0.656,0.362,0.261,0.119,1.476,0.47,1.287,0.005,0.722,0.895,0.571,0.955,0.18,0.631,0.004,0.005,1.02,0.627,0.166,0.888,0.003,0.005,0,0.229
278,0,0.004,0.007,0.075,0.55,0.435,0.006,0.271,0.006,6.423,1.456,0.099,0.239,0.727,0.479,0.564,0.238,0.556,0,0.808,0.915,0.005,0,0.634,0.409,1.131,0.169,0.461,0.051,2.841,0,0.45,0.448,1.935,0.005,0.618,1.358,0.555,5.614,0
279,4.741,1.267,0.177,0.406,0.295,0.2,0.441,0.022,0.385,2.753,0.765,0.138,0.247,0.039,0.154,0.109,1.259,0.157,3.73,0.097,0.044,0.11,3.413,0.255,0.064,0.848,0,2.711,0.567,1.233,0.517,0.029,0.587,1.204,1.869,0.662,0.174,0.206,0,0
280,5.042,0,0.036,0.007,0.046,0.504,0.609,1.145,0.138,0.457,0.777,0.26,1.24,0.515,0.945,0.393,0.179,1.316,0,1.282,0.13,0.101,0,0.067,0.075,0.475,0,0.318,0.547,0.047,0.934,0.032,0.019,4.5,0.634,0.042,0.104,0.383,7.09,0
281,1.445,0,0.02,0.233,0.236,0.626,0.362,0.044,0.52,0.571,0.365,0.022,0.243,0.154,0.02,0.192,0.325,0.041,2.005,0.333,0.051,0.044,2.28,0.76,0.02,0.081,0,0.101,0.072,0.892,0.008,0.005,0.122,0.022,0.308,0.369,0.006,0.028,3.249,1.616
282,0.849,1.573,0.2,0.222,0.42,0.182,0.378,0.644,0.541,1.392,0.005,0.005,0.369,0.393,1.709,0,0.328,0.364,1.473,0.275,0.271,0.375,0.868,0,0.12,0.328,4.997,0.576,0.291,0.169,0.451,0.025,0.612,0.059,0.039,0,0.103,0.006,0.92,0.21
283,1.916,0.324,0.148,0.526,0.584,1.223,0.007,0.174,0.202,0.694,0.814,0.321,0.487,0.568,2.195,2.383,0.108,0.769,0.005,0.74,0.027,0.03,0.013,0,0.021,0.092,1.522,0,0.082,0.076,0.585,0.333,0.028,0.268,0.48,2.381,0.588,0.581,2.152,0.288
284,0.012,2.414,0.004,0.253,0.034,0.203,2.125,0.294,0.007,0.089,0.007,0.005,0.106,0.018,0,2.285,0.005,0.114,1.032,0,0.155,0.303,0.199,4.529,0.182,0.005,0.692,0,0.623,0.005,0.006,0.018,0.115,0.036,0.119,0,0.203,0.304,1.281,0.004
285,0.438,0.081,0,0.289,0.006,0.354,0.139,0.007,0.003,1.669,0.005,1.086,0.009,0.005,0,0.006,1.217,0.006,0.005,1.483,0.209,0.798,0.714,0,0.376,0.313,0.231,0,1.069,0.004,0.005,0.224,0.006,0.092,0.087,2.344,0.27,0.129,0.392,0.003
286,0.004,0.952,0,0.548,1.249,0.03,0.067,0.268,0.36,0.005,1.325,0,0.523,0.299,0,1.079,0.004,0.818,0.788,0.004,1.124,0.004,0.71,2.395,0.004,0.554,0.91,0,0.004,0.007,0.004,0.187,0.004,0.127,0.147,1.748,0.262,0.089,0.205,0.255
287,0.393,0.075,0,0.03,0.005,0.275,0.12,0.629,0.006,0.011,0.004,1.54,0.005,0.004,0,0,0.684,0.005,0.042,0.008,0.372,0.147,0.402,0.643,0.227,0.241,0.773,0,0.321,0.092,0.188,1.198,0.264,0.069,0.139,1.097,0.792,0.32,1.279,0.093
288,0.058,0.007,1.59,0.385,0.005,0.853,0.082,0,0.394,0.006,0.084,0.218,0.078,0.455,2.98,1.751,0.112,0.041,0.01,0.196,0.159,0.279,0.237,0.461,0.005,0.298,0.231,0,0.016,0.005,0.774,0.537,0.212,0.762,0.57,0.835,0.405,0.517,0.44,0.313
289,0.009,0.176,0.02,2.065,0.015,0.758,0.984,0,0.646,0.284,0.004,0.057,0.203,0.188,0.466,0.046,1.499,0.129,1.579,0.29,0.22,0.342,0.376,0.719,0.063,0.005,0.294,8.332,0.443,0.037,0.068,0.315,0.079,0.099,0.546,0.004,0,0.318,0.103,0.259
290,0.093,0.567,0.443,0,0.725,0.603,0.364,4.732,0.73,0.39,0.381,0.005,0.405,0.005,0.799,0.007,1.049,0.3,0.144,0.005,0,0.015,0.08,1.242,0.006,0.193,0.25,2.439,0.232,0.008,0.769,0.004,0.157,0.999,0.679,0.149,0,0.005,0.004,0.216
291,0.093,0.588,1.36,2.16,0.2,0.003,1.627,0,0.442,0.663,0.248,0.174,0.904,0.156,1.991,1.563,0,0.764,0.005,0.311,3.246,0.084,0.004,0.005,0,0.05,0.005,0.155,1.551,0.048,0.377,0.746,0,0.409,0.004,0.351,2.248,0.172,0.182,0.054
292,0.22,0.307,0.326,2.951,0.3,0.168,0.796,0,0.001,0.09,0.531,0.211,1.142,0.264,0.077,1.107,0.771,0.171,0.522,0.068,0,0.85,0.005,0.007,0,0.172,0.166,0.01,0,0.007,0.488,0.117,0,0.53,0.404,0.359,0.617,0.199,0.077,0.098
293,0.011,0.062,0.006,0,0,0.125,0.379,6.221,0.989,0,0.003,0.006,0,0.003,0.006,0.005,0.421,0.005,0.529,0.009,0,0.948,0.008,0.031,2.388,0.226,1.87,1.66,0,0.205,0.006,0.002,0,0.003,0.125,1.183,0.216,0.227,0.158,0.46
294,0.3,0.334,0.04,0,2.048,0.388,0.213,2.519,0.332,0.318,0.415,0.605,0,0.611,0.446,0.281,0.83,0.71,0.023,1.62,2.051,0.412,0.6,0.268,0.169,0.481,0.231,1.062,2.924,0.006,0.096,1.03,4.302,0.509,0.208,0.406,2.045,2.072,0.548,0.069
295,0.414,0.007,0.382,2.494,0,0.138,0.006,1.064,2.717,0.538,0.15,0.323,0,0.348,0.274,0.069,0.012,0.246,0.348,0.581,1.552,0.151,0.458,0.383,0.636,0.005,0.184,0.188,0.855,0.273,0.471,0.027,0.866,0.264,0.216,0.012,0.573,0,0.153,0.311
296,0.297,0.082,0.107,0.492,0,0.696,0.22,1.388,0.964,0.231,0.023,0.366,2.035,0.028,0.006,0.155,0,0.017,0.444,0.007,0.893,0.663,0.035,0.126,0.348,0,0.106,0.238,0.259,0.083,0.069,0.166,0.007,0,0.406,0.342,0.652,0,0.229,0.285
297,0.212,0.035,0.117,0.897,0,0.006,0.004,0.308,0,0.053,0.095,0.183,0.83,0.397,0.057,0.041,1.192,0.377,0.292,0.38,0.275,0,0.006,0.373,0.274,3.557,0.552,0.006,0.09,0.901,0.025,0.175,0.47,0,0.234,0.267,0.107,1.472,0.236,0.071
298,0.538,0.006,0.43,0.007,0,0,0,0.474,1.072,0.153,0.278,1.63,0.521,0.005,0.324,0.38,0.314,0.006,0.006,0.34,0.81,0,0.098,0.006,0.668,1.279,0.527,0.303,0.468,0,0.004,0.27,0.098,0,0.283,0.167,0.093,0,0.437,0.074
299,0,0.0,0.005,0.0,3.539,0.363,0.721,0.006,0.0,0,0.051,0.531,1.793,1.94,0.454,0.007,0.661,0.771,0.318,0.269,0.0,0,0.005,0.705,0.004,0.004,0.004,0.006,0.197,0,0.116,0.149,0.005,1.823,0.006,0.005,0.104,0,0.041,0.007
300,0,0.155,0,0.782,1.408,0.206,0.391,0,0.832,0,0.01,0.23,0.005,0,0.128,0.1,0.005,0,0.827,0.02,0.535,0,0.322,0.159,0.005,2.057,0.383,0.991,0.457,0,0.005,0.009,0.186,1.217,0.457,0.656,0.086,0,0.101,0.381
301,2.058,0.371,0.584,0.045,1.276,0,0.127,0.854,0.4,0,0.394,0.63,0.929,5.189,1.032,0.477,1.433,2.391,0.288,0.493,0.379,2.682,0.005,0.373,0.204,0.533,0.637,0.465,0.625,1.825,0.005,0.004,0.35,2.701,0.905,0.896,0.004,5.908,0.006,0.005
302,0,0.16,0.502,0.013,2.372,1.574,0.051,0.201,0.405,4.955,0.939,0.699,0.532,0,1.116,0.139,0.259,3.475,0.339,0.335,0.24,0.156,0.297,0.596,0.275,0.829,0.179,0.279,0.45,1.068,0.005,0.197,0.708,0.477,1.042,0.119,0.352,1.805,1.083,0.524
303,0,0.072,0.008,0.064,0.006,0,0.004,0.079,0.007,0,0.006,0.004,0.069,2.192,0.387,0.154,1.039,1.073,0,0.23,0.006,0.626,0.242,0.039,1.278,0.094,1.58,0.967,0.145,0.763,0.443,0.415,0.368,1.004,0.626,0.324,0.45,0.112,0,0.489
304,0,0.186,0.119,0.012,0.006,0,0.136,0.028,0.03,6.805,0.056,0.005,0.166,0,0.723,0.007,0.68,0.807,1.402,0.088,1.548,1.241,1.172,0.19,1.097,0.9,0.005,0.599,0.004,0.307,1.218,0.941,0.314,1.471,0.005,0.994,0.402,1.046,4.585,0.208
305,0,1.48,0.301,0.33,0.005,0,0.16,0.062,1.199,0,1.419,0.621,0.679,0,0.458,0.686,0.004,0.022,0.001,0.378,0.004,0.466,0.136,0.682,0.137,0.034,0.427,0.236,0.403,1.484,0,0.004,0.004,1.474,0.9,0.24,0.968,0.676,1.786,0.006
306,0,0,1.195,0.007,0.477,0,0.006,0.302,0.005,0,0.003,0.016,0.004,0,0.005,0.005,0.005,0.004,0,0.004,0.61,0.507,0.791,0.31,0.791,0.569,1.294,0.888,1.222,2.589,2.085,0.004,0.349,0.071,0.015,0.005,0.004,0.124,1.15,0.115
307,6.047,0,0.006,0.005,0.6,3.419,0.005,0.005,0.197,7.961,0.004,0.008,0.543,6.235,1.222,0.426,1.093,0.279,0,0.004,1.989,0.41,0,0.126,0.445,1.121,0.55,2.545,0.005,0.508,1.775,0.993,0.502,0.854,2.097,1.446,0.264,0.007,0.005,0.006
308,0.364,0,0.006,0.006,0.507,1.728,0.006,0.006,0.051,3.41,1.045,0.1,1.458,0,0,0.22,0.012,1.272,0,1.334,0.017,0.005,0,0.588,0.03,0.188,0.047,0.427,0.276,2.674,0.386,0.066,0.004,1.902,1.474,0.01,0.067,0.874,0.457,0.673
309,0.047,5.375,0.025,0.335,0.05,0.37,0.769,0.005,0.077,0.035,0.008,0.812,0.006,2.786,0,0.006,0.565,0.008,0,0.006,0.945,0.106,0,0.479,0.205,0.213,0.69,0.596,0.371,0.574,0.366,0.334,0.261,0.133,0.306,0,0.13,0.008,0.034,0.18
310,0.212,0,0.358,0.099,0,0.362,0.02,0.006,0.928,0.174,0.162,0.347,0.273,0.852,0,0.414,0.195,0.01,0,1.634,0.403,0.355,0,0.0,0.422,0.368,0.276,0.182,0.654,0.006,1.254,0.503,0.49,0.701,0.007,1.171,0.312,0.426,1.64,1.445
311,0.743,2.38,0.086,0.151,0.122,0.355,0.047,0.565,0.006,1.378,0.172,0,0.056,0.965,4.23,0,0.306,0.414,2.306,0.005,0.189,0.047,2.693,0,0.15,0.032,0.006,0.007,0.045,0.842,0.893,0.041,0.568,0.308,0.121,0,0.92,0.229,0.413,0.049
312,1.4,0.316,0.602,0.242,0.02,0.0,1.931,0.574,0.229,1.207,0.005,0,0.585,1.141,1.957,0,0.283,0.112,0.35,2.399,0.296,0.473,0.977,0,0.558,0.71,0.658,1.403,0.179,0.209,0.937,0.108,0.388,0.411,0.251,1.203,0.17,0.361,0.281,0.426
313,0.007,0.001,1.449,0.0,0.005,0.281,0.495,0.171,0.991,0.12,0.04,2.261,0.103,0.41,2.779,1.423,0.143,0.663,0,0,0.051,0.27,0.798,0,0.131,0.081,0.087,0.546,0.169,0.0,0.287,0.718,0.152,0.112,0.02,0.047,0.72,0.071,0.417,0.007
314,0.0,1.024,0,0.659,0.108,0.064,0.125,0.004,0.149,0.654,0.042,0.639,0.077,0.012,0.463,0.09,0.004,0.156,0.547,2.17,0.003,0.0,0.004,3.533,0.498,0.003,0,0.003,0.003,0.05,0.044,0.22,0.368,0.082,0.288,0.944,0,0.077,0.063,0.307
315,0.593,0.004,0,0.032,0.425,0.142,0.293,0.465,0.079,0.25,0.002,0,0.0,0.0,0.003,0.357,0.416,0.003,0.007,0,0.274,0.142,0.329,1.904,0.188,0.089,0.17,0.204,0.217,0.101,0.53,0.639,0.21,0.184,0.21,0.176,2.279,0.637,0.836,0.082
316,0.173,0.19,0,0.298,0.004,0.007,0.324,0,0.162,0.093,0.206,1.693,0.091,0.248,0.642,0.087,0.076,0.148,0.009,3.34,1.125,0.044,0.03,1.125,0.058,0.005,0.062,0.012,0.267,0.706,0.238,0.104,0,0.542,0.483,0.135,2.366,0.091,0.268,0.573
317,0.246,0.007,6.726,0.113,0.347,0.265,0.789,0,0.36,0.1,0.006,0.814,0.006,0.088,0.045,0.983,0.363,0.048,0.058,1.628,0,0.195,0.356,1.14,0,0.312,0.005,0.005,0.009,0.444,0.122,0.004,0,0.291,0.226,0.308,1.262,0.338,0.07,0.386
318,0.153,1.007,2.919,0,0.35,0.003,0.124,0,0.478,0.337,0.369,0.004,0.246,0.257,0.405,0.062,0.83,0.245,0.713,0.954,2.14,0.708,0.738,0.006,0,0.505,0.172,0.007,0.445,0.228,0.319,0.541,3.906,0.43,0.296,0.674,1.516,0.508,0.283,0.152
319,0.994,0.003,3.175,0,0.011,0.961,0.785,4.127,0.004,0.774,0.045,0.058,0.426,0.59,0.325,0.653,0,0.257,0.009,0.871,2.772,0.886,1.22,0.005,0,1.231,0.805,1.237,0.881,0.095,0.705,1.06,3.646,0.445,0.003,0.715,0.445,0.642,0.086,0
320,0.003,0.147,0.004,0,0,0.388,0.781,0,0.519,0.006,0.309,0.99,0,0.445,0.212,0.835,0,0.437,0.26,2.655,2.264,0.004,0.009,0.214,0,0.007,0.169,0.557,0.692,0.006,0.144,0.493,0,0.007,0.586,0.131,0.12,0,0.117,0.58
321,0.178,0.152,0.415,1.877,0,0.341,0.249,0,0.398,0.508,0.003,0.577,0,0.003,0.003,0.925,0,0.009,0.546,0.003,0,0.612,0.221,0.298,5.566,0.197,0.455,0.6,0.184,0.276,0.003,0.001,2.617,0.002,0.095,0.872,0.002,0,0.003,0.451
