%sys,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
313,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.97,0.0,1.0,1.0,16.16,10.2,0.0,0.99,1.0,0.0,1.01,0.0,0.0,0.99,0.0,2.0,1.01,22.22,0.0,0.99,1.0,0.0,1.98,0.0,0.0,8.6,0.0,0.0,0.0,0.99,2.0,1.0,0.99,1.98,0.0,2.5,0.98,1.01,1.98,1.01,19.05,0.99,0.0,8.0,0.0,0.0,2.02,0.99,0.0,1.0,0.0,1.98,0.0,0.0,0.0,1.0,1.01,1.98,0.99,1.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.99,0.99,2.0,2.02,0.99,1.0,0.0,2.97,1.02,1.0,1.0,1.0,2.02,1.0,11.0,0.0,2.0,1.01,0.0,1.0,0.0,1.01,1.01,10.89,0.0,1.0,2.97,2.02,1.01,1.96,0.99,1.0,1.0,0.99,1.98,0.99,0.99,10.89,1.01,3.19,0.0,0.99,9.18,1.01,1.0,6.12,0.0,0.0,1.01,0.0,11.0,0.0,1.01,10.2,1.96,0.0,17.39,0.99,3.45,2.0,1.0,1.0,1.0,0.0,1.0
314,0.0,3.0,1.02,3.03,2.97,3.03,9.0,2.97,2.02,1.98,1.01,1.01,0.0,0.0,0.0,0.0,1.01,2.0,0.99,1.98,1.96,0.0,1.0,12.12,6.0,0.0,0.99,1.01,1.0,11.22,2.13,2.02,1.01,0.0,2.0,0.0,0.0,1.0,0.0,1.01,2.02,0.0,0.0,9.0,1.01,0.99,0.99,1.01,0.0,1.0,2.0,0.0,1.01,1.98,7.07,1.0,0.0,0.0,0.0,0.0,0.99,2.02,3.0,1.98,1.01,2.0,3.03,4.9,2.02,3.0,4.0,3.03,4.04,0.0,2.0,1.0,1.02,12.87,9.9,13.13,12.75,13.0,14.14,13.0,14.0,12.24,12.12,9.0,11.0,1.01,11.22,10.89,12.12,13.13,10.1,10.1,13.0,12.12,1.01,13.0,11.0,11.11,11.11,11.11,12.0,12.62,9.09,11.11,10.2,11.11,15.31,1.01,0.0,0.0,24.0,0.99,0.0,1.61,1.01,1.01,22.86,14.0,2.0,0.99,1.0,1.0,1.0,5.77,0.99,0.0,1.01,1.01,1.0,1.0,13.79,1.0,0.0,1.01,2.0,1.0
315,2.0,13.13,11.0,15.0,11.11,14.85,1.94,13.0,11.76,12.0,12.0,2.0,1.01,0.0,2.02,1.0,1.98,1.0,2.0,0.0,14.14,1.01,0.0,1.01,9.09,1.0,5.15,0.0,0.0,0.0,10.64,16.0,0.99,1.0,2.02,2.0,1.98,0.0,13.0,0.0,0.0,2.0,13.0,2.0,0.0,1.01,16.67,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.99,11.11,11.0,9.09,13.73,13.0,9.0,16.0,8.0,12.12,11.88,10.0,10.0,10.1,11.0,13.27,9.09,10.0,11.0,4.0,8.91,7.92,17.0,0.0,1.0,1.0,2.02,0.0,0.99,1.94,1.0,0.99,0.0,1.01,0.0,0.0,1.0,1.0,0.99,1.01,1.0,2.0,0.0,1.01,1.0,1.01,0.0,1.0,0.99,1.01,2.0,0.0,0.0,1.98,0.0,1.01,1.96,1.0,2.0,1.0,1.61,0.0,14.85,0.0,2.0,1.01,0.99,1.0,1.0,2.0,0.99,1.0,1.01,10.89,0.0,0.99,2.78,1.96,1.0,1.01,17.02,0.0,1.98,0.0,1.0,1.0
316,11.76,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.01,2.0,2.0,1.01,0.0,0.0,0.0,1.01,1.98,0.0,0.0,1.0,1.0,1.0,0.0,1.0,11.11,16.0,12.87,1.0,0.0,1.0,1.01,1.01,9.9,0.99,0.0,1.01,0.0,2.0,2.0,2.02,0.0,0.0,1.0,1.01,1.0,1.96,1.01,1.02,2.0,1.0,11.11,0.0,1.01,0.0,1.0,1.0,0.0,1.0,1.0,0.99,1.0,0.99,0.0,0.99,1.0,0.99,0.0,0.0,0.0,0.99,0.98,8.08,0.0,0.0,2.0,2.0,0.0,1.0,1.98,1.01,1.01,0.0,1.01,1.01,1.01,1.98,1.01,1.0,0.0,1.0,0.0,1.0,0.99,0.0,2.0,1.98,1.01,1.01,0.0,1.01,0.99,1.0,1.0,1.01,1.94,1.01,2.0,1.01,1.01,1.0,0.0,0.0,0.99,1.01,1.0,0.99,0.0,15.0,1.01,1.0,1.01,0.99,1.01,1.0,10.1,1.0,1.01,3.77,7.29,1.0,13.0,1.0,0.99,1.0,1.0,1.01,4.08,1.01
317,0.99,0.0,0.99,1.0,0.98,0.0,0.99,1.0,0.99,0.0,0.0,0.0,0.99,1.01,5.26,8.7,14.0,16.83,12.12,0.99,0.0,1.01,3.03,1.0,0.0,1.01,0.99,1.01,1.0,0.0,1.0,1.0,1.01,0.0,1.01,1.0,0.0,2.0,0.0,0.0,4.0,18.18,0.0,0.99,0.0,17.0,1.0,28.77,1.0,18.0,2.02,1.0,1.0,1.0,1.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,1.01,1.0,0.0,0.0,1.01,1.0,0.0,0.99,0.0,0.0,0.99,1.0,0.99,0.99,1.01,1.01,1.01,0.0,0.0,0.0,0.99,1.0,1.98,1.01,1.0,0.0,0.99,0.0,1.01,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.99,2.0,1.98,0.0,1.98,1.01,1.0,0.0,0.99,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.01,0.99,1.0,0.0,1.0,23.0,1.01,4.04,1.0,0.0,1.0,0.0,9.0,0.0,0.99,2.0,1.0,1.01,14.0,1.0,4.08,9.9,1.01
318,1.0,1.98,0.0,0.99,0.0,1.0,0.0,1.0,0.98,0.99,1.0,1.98,1.01,1.0,11.11,26.19,1.01,1.0,1.01,1.02,0.0,0.98,13.27,0.0,1.0,1.0,0.98,0.99,1.01,1.0,2.0,0.0,1.0,1.0,0.0,2.0,3.0,12.12,2.0,1.01,14.0,1.0,0.0,1.0,2.0,0.0,0.0,1.12,0.0,2.0,15.15,0.0,0.0,0.0,0.99,0.0,0.0,0.99,0.0,1.0,1.0,1.0,0.0,0.0,0.98,1.0,0.99,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,1.0,1.0,0.98,1.0,1.0,0.0,0.0,1.98,1.98,1.0,0.0,1.0,1.0,1.0,1.01,2.0,1.01,0.0,2.0,1.0,1.01,0.0,1.0,2.0,1.01,0.99,1.0,0.0,0.0,1.98,1.01,1.0,1.0,1.98,0.0,0.0,0.0,0.98,13.86,2.0,15.15,1.02,0.0,15.84,1.01,1.0,1.0,1.01,12.0,10.34,1.0,0.99,1.0,1.01,1.01,0.0,1.0,0.0,0.0,1.0,0.0,14.14,10.0,1.0,7.0
319,0.0,0.0,0.0,1.98,0.0,1.0,0.98,0.99,0.0,0.0,0.0,27.27,0.99,0.99,1.0,0.0,0.99,1.01,1.98,16.16,0.0,16.0,0.0,1.0,1.98,1.01,1.01,2.0,1.0,1.01,1.01,1.01,1.02,0.0,1.0,8.82,9.0,1.0,1.0,4.0,1.98,2.0,2.0,1.0,17.82,0.0,0.0,0.99,1.01,0.0,1.98,0.0,1.0,0.99,1.0,0.99,1.0,1.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,0.0,0.0,1.0,0.99,1.0,0.0,0.0,0.99,0.99,0.0,1.0,1.01,1.01,0.0,1.0,1.0,1.0,1.01,0.0,1.0,1.0,1.01,1.0,0.0,2.97,1.0,1.98,1.98,1.0,1.01,1.0,1.0,1.0,0.0,0.0,1.0,1.01,1.01,0.99,1.01,1.01,1.01,1.0,0.0,1.0,0.0,17.0,17.17,0.0,1.01,0.0,1.0,1.98,1.0,1.01,1.01,1.01,0.0,1.0,0.0,2.2,0.0,1.0,1.09,0.99,1.01,8.0,0.99,3.03,1.01,0.0,2.0,0.0,0.0,9.0
320,1.0,1.0,0.99,1.0,0.0,0.0,0.0,0.0,0.0,1.96,1.01,16.95,20.0,16.67,1.0,1.0,0.0,1.01,1.0,0.0,1.0,1.01,0.0,8.08,1.01,6.0,1.01,0.0,1.0,0.0,1.98,0.0,9.9,0.0,1.0,1.0,0.0,0.0,0.0,15.0,0.0,1.01,0.99,1.01,1.01,0.99,1.01,1.0,2.0,1.0,1.01,4.0,0.0,0.0,1.0,1.0,0.99,0.0,0.0,0.0,1.0,0.99,0.99,0.0,1.0,0.0,1.0,0.99,1.0,0.99,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.98,0.0,1.0,0.99,0.0,1.01,1.96,6.06,1.01,0.0,1.0,0.0,0.0,1.01,1.01,1.98,2.02,0.0,0.0,0.0,0.99,1.0,1.01,0.0,1.98,1.01,1.0,1.0,0.99,3.03,0.0,0.0,0.98,2.0,0.0,14.14,1.0,0.0,2.0,4.0,1.01,0.0,1.98,29.41,1.0,1.98,9.0,1.01,0.0,6.93,0.99,11.11,1.98,1.0,1.01,2.0,1.0,1.0
321,0.99,8.08,10.1,8.0,6.12,12.0,8.08,9.9,3.03,1.98,1.01,0.0,12.5,11.11,1.01,0.0,0.0,1.01,0.0,1.98,1.98,0.0,0.99,7.84,18.0,10.1,1.0,0.0,0.0,1.98,1.01,4.0,2.0,11.22,0.0,0.99,1.0,1.0,2.0,0.0,1.0,1.01,0.0,13.0,1.0,1.01,1.0,2.0,15.15,0.0,1.01,8.0,0.99,1.0,10.2,0.0,0.0,0.0,0.0,0.0,1.96,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.99,1.0,0.99,0.99,12.12,12.24,12.12,10.2,9.09,10.0,9.9,8.08,6.06,11.0,6.86,7.14,6.0,5.0,6.0,1.98,3.03,1.0,2.97,0.98,2.06,9.09,3.0,3.0,1.98,4.0,3.03,0.99,0.99,1.01,1.01,0.0,0.99,0.0,1.01,0.0,0.0,13.13,0.99,0.99,1.0,1.0,0.0,18.0,10.0,1.0,0.0,1.01,4.44,1.0,18.0,1.0,1.0,1.01,1.01,1.0,1.0,7.14,1.0,0.0,1.98,1.0,2.0
322,8.0,0.0,0.0,2.02,4.95,1.0,0.0,1.01,7.84,7.0,38.46,1.01,1.0,1.01,0.99,1.01,0.98,0.0,1.98,0.0,8.08,1.0,0.0,0.99,0.0,0.0,19.19,1.01,1.0,10.0,1.0,8.91,1.01,1.0,11.0,0.99,1.0,1.0,14.0,1.0,2.02,1.0,12.12,1.01,1.01,0.0,0.0,1.01,0.99,1.01,1.01,0.0,0.0,7.07,0.99,12.0,14.0,10.0,9.9,8.08,8.16,9.9,10.2,7.07,11.11,9.9,9.0,7.92,11.0,11.22,9.09,10.0,10.1,0.0,13.13,12.12,8.91,0.99,0.99,0.99,0.0,1.96,2.02,2.0,2.0,3.03,3.06,4.0,5.94,2.0,8.0,5.05,8.16,9.09,11.0,10.1,8.0,8.0,0.0,7.92,11.0,9.9,8.0,8.0,9.09,9.09,15.15,9.0,9.0,11.11,10.1,2.0,0.99,0.0,1.0,1.01,8.0,1.01,1.0,6.93,1.01,1.11,2.0,1.0,1.01,1.01,0.0,0.0,0.0,0.0,12.0,0.0,1.06,1.0,7.0,1.0,0.99,1.0,1.01,1.0
323,2.0,1.98,0.0,1.0,0.0,0.0,1.0,0.99,1.0,1.0,10.42,1.01,1.0,0.99,1.98,0.99,4.08,1.01,11.0,1.96,0.99,0.0,1.96,0.0,0.99,1.01,1.0,1.01,2.0,0.0,20.79,1.0,0.99,0.0,1.0,1.0,1.01,1.0,1.01,1.0,1.0,6.06,0.99,1.0,1.0,6.93,15.15,0.99,0.0,8.08,0.0,0.0,3.03,1.0,1.0,0.99,0.98,0.99,0.0,1.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.99,0.99,0.0,1.0,11.22,0.0,1.0,0.99,0.98,1.0,1.02,0.99,1.01,0.0,1.01,0.0,1.0,1.0,2.0,1.01,1.0,1.01,1.0,1.98,1.98,0.0,2.0,1.02,1.01,0.0,1.01,1.0,1.02,0.99,1.0,1.01,1.01,1.0,0.0,0.0,2.04,1.0,2.0,0.98,0.0,0.0,2.0,10.1,0.0,1.01,40.0,1.0,1.98,6.0,1.0,1.01,1.01,12.0,1.0,1.01,10.1,0.0,1.0,28.33,1.0,0.0,1.04,2.0,0.0,3.28,0.0
324,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.01,1.0,0.0,12.24,1.01,15.0,18.0,6.12,1.0,0.0,0.0,9.18,1.0,1.0,0.99,1.01,16.0,18.0,2.0,1.01,1.0,1.02,2.0,0.0,0.99,0.99,5.1,1.01,1.01,7.92,12.12,0.0,1.01,0.99,10.1,1.0,0.0,0.0,10.0,10.1,1.01,7.0,0.0,3.0,1.0,0.0,1.0,0.99,1.0,0.0,1.0,0.0,0.99,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.99,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.01,1.01,1.01,0.0,1.0,2.0,1.0,1.01,1.01,1.0,0.0,1.98,0.0,1.96,0.0,1.01,1.0,0.99,0.0,1.0,1.0,8.33,1.01,5.1,1.01,1.0,1.0,9.47,1.01,1.0,8.99,6.0,1.01,1.0,1.0,1.01,1.0,0.0,0.0,0.99,0.0,1.01,2.0,22.22,2.04,3.03,14.29,0.0
325,0.98,1.0,0.0,0.0,0.0,0.99,1.0,1.0,0.98,0.0,1.01,1.0,1.98,2.0,1.01,8.08,1.0,2.0,2.0,12.12,0.0,7.07,7.92,0.99,0.0,1.01,0.99,1.0,1.0,1.01,0.99,0.0,1.0,0.0,0.99,8.0,12.12,4.95,1.0,1.0,10.1,0.0,0.99,0.0,3.03,1.0,1.01,14.0,2.02,0.99,9.9,1.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.99,0.98,1.98,0.0,0.0,0.0,0.99,0.0,0.0,1.0,0.0,0.99,1.0,0.99,0.0,0.0,1.0,1.0,0.0,1.94,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,0.99,0.0,0.99,0.0,1.01,1.0,0.0,0.0,2.0,2.0,1.01,0.0,9.38,10.0,0.0,8.79,1.0,1.0,9.68,0.0,1.0,1.98,1.01,50.0,10.89,0.0,1.0,0.0,0.0,1.01,1.01,1.0,1.0,0.0,1.0,0.0,25.0,7.07,8.08,4.41
326,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.98,1.0,10.0,0.0,2.0,0.99,1.0,0.0,0.0,1.0,9.0,0.0,10.89,1.01,0.0,1.0,2.0,1.01,1.0,1.0,0.0,1.01,1.0,11.0,1.0,1.01,1.0,1.0,1.01,1.0,4.0,1.01,0.0,0.0,1.0,11.11,0.0,0.0,2.0,0.0,0.0,1.02,1.0,1.01,1.0,1.96,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,1.01,1.0,1.0,1.0,0.0,0.0,0.0,1.01,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.01,1.0,0.0,0.0,0.98,1.0,0.0,1.01,0.0,1.0,1.0,1.0,1.01,1.0,1.01,1.0,1.01,0.99,16.84,5.94,0.0,1.0,0.0,1.98,1.0,0.0,2.0,1.01,1.02,1.0,2.02,1.01,1.0,0.0,2.0,12.0,0.99,1.0,13.16,0.97,8.89,1.0,1.98,1.0,1.0,1.0,10.0
327,0.99,1.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.98,1.0,2.02,2.0,11.11,0.0,1.0,1.0,0.99,2.0,0.98,1.0,1.0,1.0,0.0,2.0,18.0,1.0,0.0,1.98,1.0,1.0,0.0,1.01,7.07,1.98,0.0,0.0,1.0,0.0,11.11,1.0,0.99,0.99,5.05,2.0,0.0,1.0,1.0,8.08,1.01,2.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.99,1.0,0.0,0.0,0.0,0.0,0.0,0.99,1.0,0.99,1.0,1.0,0.0,0.0,0.99,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.98,1.0,1.01,4.08,1.01,1.01,1.0,0.0,0.0,0.0,2.0,0.0,5.05,2.0,1.01,2.0,1.01,1.01,0.0,1.0,1.0,0.0,0.0,1.0,1.01,0.0,1.0,1.01,1.0,1.0,0.0,10.87,0.99,1.01,2.97,1.0,1.01,1.0,0.0,10.0,0.0,1.01,0.0,0.0,1.98,3.33,1.01,12.0,1.01,2.0,1.01,1.01,1.0,1.0
328,0.0,1.0,0.0,0.99,1.0,1.0,1.0,0.0,0.99,0.0,1.01,0.0,8.16,0.0,1.0,2.0,1.01,1.01,0.0,0.99,1.0,0.0,1.0,16.16,1.0,8.08,1.0,1.0,1.01,1.0,0.99,0.99,0.0,4.0,1.01,1.0,0.0,1.01,4.04,1.0,0.99,0.0,0.0,12.0,0.0,1.01,1.0,1.01,10.0,1.0,1.0,42.86,0.99,0.0,4.08,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.98,0.99,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.9,10.89,6.12,5.05,8.16,6.93,8.08,8.08,7.92,10.0,7.0,4.0,9.8,3.0,2.97,4.0,6.0,4.04,9.09,6.06,5.0,7.0,6.12,7.07,7.0,5.05,5.0,6.06,4.04,4.08,7.14,6.93,7.07,5.0,1.05,1.0,2.0,26.19,1.02,1.0,1.0,1.01,0.0,11.24,10.1,0.0,3.0,2.97,0.0,1.98,11.11,1.0,1.01,1.01,1.0,0.0,0.0,1.85,0.0,1.0,0.0,1.0,1.0
329,0.0,15.0,12.0,10.0,2.04,14.71,10.1,16.83,16.0,11.0,8.0,1.01,1.01,1.01,1.01,1.01,0.99,1.0,1.98,0.99,14.0,1.01,0.0,1.01,17.17,0.0,0.99,1.0,1.96,14.29,10.1,15.0,0.99,0.0,2.0,0.0,0.99,0.0,13.13,0.0,0.0,0.98,10.0,2.0,0.0,1.0,4.0,2.0,0.99,0.0,1.0,8.91,1.98,8.0,8.0,12.0,10.0,6.06,12.0,12.0,9.0,10.1,10.0,8.08,9.28,12.12,11.22,12.0,14.14,12.24,8.0,9.18,11.88,0.0,8.91,7.07,8.08,9.18,7.07,10.89,11.0,7.07,6.93,7.07,8.0,5.05,4.0,5.1,6.0,0.0,9.0,8.08,9.0,7.0,7.0,4.0,8.08,6.06,0.0,7.07,8.0,8.08,7.92,6.0,8.91,8.91,6.93,4.95,7.07,4.08,7.07,1.0,1.01,0.0,4.9,1.01,14.85,0.0,1.01,2.0,0.0,1.0,0.0,1.01,1.01,1.01,0.0,2.0,0.0,0.0,11.0,0.0,1.98,0.0,14.29,2.0,3.0,1.0,1.01,1.02
330,12.0,3.0,4.0,6.0,10.0,2.02,0.99,2.0,2.0,3.03,1.02,0.0,1.0,0.99,0.0,1.0,2.02,1.0,1.0,1.01,0.0,1.01,2.0,0.99,0.98,2.0,14.0,0.0,1.0,50.0,1.01,1.0,1.01,1.01,13.0,0.97,2.0,0.98,1.0,0.0,2.0,0.0,2.0,0.0,1.01,0.0,13.0,0.0,1.0,2.97,1.0,0.0,2.53,3.0,1.01,2.04,3.0,3.0,2.0,0.0,2.0,3.96,2.02,1.98,2.97,6.0,2.97,0.0,2.02,2.94,2.0,2.0,2.02,10.0,3.03,2.97,9.09,0.99,0.0,1.01,1.01,0.98,0.98,1.01,0.0,1.0,2.0,1.98,0.0,1.0,0.0,1.0,0.0,0.99,0.0,0.0,1.0,2.0,0.99,1.0,0.0,0.0,1.01,1.01,1.0,1.01,0.0,0.0,1.01,1.0,1.01,0.0,0.98,1.98,0.98,1.98,1.0,1.01,1.98,12.87,1.01,1.0,1.0,0.99,1.98,1.98,4.65,1.0,1.0,8.0,0.0,1.98,10.1,1.0,12.87,1.02,1.01,1.0,1.01,0.98
331,1.98,0.0,0.0,0.0,0.99,0.0,1.0,1.0,0.0,0.99,0.99,1.98,2.0,1.0,12.0,2.0,8.16,1.0,17.0,1.0,0.0,2.0,1.01,1.0,1.01,0.0,1.0,28.89,9.52,7.07,1.98,0.0,2.0,1.0,0.0,1.01,0.0,2.0,1.0,1.01,2.02,17.17,1.0,1.01,1.0,14.0,1.01,4.0,0.0,14.0,2.0,1.01,31.25,0.0,0.0,0.99,0.0,1.0,0.0,0.0,0.0,0.0,0.99,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.99,0.0,0.0,0.99,0.0,1.01,1.01,1.0,1.01,0.0,1.0,0.99,0.0,0.0,0.0,1.98,1.01,1.01,0.99,1.01,0.0,0.0,1.0,1.0,0.0,1.01,1.0,1.0,1.0,1.0,1.98,2.0,2.0,1.01,1.01,1.01,1.0,1.98,0.0,1.98,1.0,1.02,0.0,1.0,1.0,1.0,2.0,1.01,0.0,12.12,1.01,1.01,1.01,28.57,0.0,0.99,1.0,1.0,0.0,2.0,0.0,1.98,6.0,1.01,12.0,10.89,1.01
332,1.0,0.99,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.01,0.0,1.0,1.01,10.1,6.06,14.14,0.0,0.99,1.0,1.0,13.0,1.01,1.01,0.0,1.0,3.03,8.0,1.0,0.0,1.0,1.01,0.0,1.01,1.0,0.99,7.07,1.0,0.99,14.14,1.0,0.0,1.0,2.0,5.05,0.0,22.22,1.0,0.0,18.81,1.01,7.07,1.0,2.0,0.0,1.0,0.0,0.0,0.99,0.0,1.0,0.0,0.0,1.0,0.0,0.99,0.99,1.0,0.0,1.0,0.0,0.0,0.99,0.0,0.98,0.0,0.0,0.0,0.98,0.0,0.0,0.0,1.01,0.0,1.0,1.01,2.0,1.01,0.99,1.01,1.01,1.01,1.01,1.0,0.0,1.0,0.0,1.01,1.0,1.0,1.0,1.01,1.01,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.01,0.0,13.0,0.99,13.86,1.01,1.0,0.0,0.0,1.0,0.99,1.01,12.12,13.13,1.0,0.99,0.99,1.01,0.99,33.33,1.0,1.98,0.0,3.0,7.07,15.31,0.0,0.0,14.0
333,1.0,1.0,0.99,0.0,0.99,0.99,0.0,0.0,0.96,0.99,1.01,3.03,2.0,1.01,1.98,2.0,0.99,0.99,0.0,16.0,0.0,16.83,0.99,0.0,0.0,0.0,0.0,0.99,1.01,0.0,1.01,0.0,1.0,1.0,0.99,13.86,10.1,4.0,0.0,1.01,0.0,1.0,0.0,1.01,9.09,1.01,1.01,1.01,1.01,2.0,1.01,0.0,0.0,0.99,2.0,0.99,0.0,0.0,1.01,0.0,1.0,0.99,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.99,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.98,0.0,1.0,0.99,1.01,1.01,1.02,1.01,1.01,1.0,0.99,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.01,1.01,1.0,1.0,1.01,0.99,1.01,1.0,1.0,0.0,14.0,1.01,0.99,1.01,0.0,0.0,12.0,0.99,1.0,1.0,0.0,1.0,1.01,1.01,0.0,0.0,11.11,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.99,1.98,0.99
334,0.0,0.0,0.99,0.99,0.0,0.0,0.0,0.0,0.99,0.0,1.01,6.06,1.0,11.11,1.0,2.22,2.0,1.01,1.01,0.0,1.0,5.0,1.01,0.0,2.0,0.0,0.0,1.01,1.0,1.0,1.01,0.0,15.0,1.0,0.0,0.98,1.0,1.98,1.98,16.33,1.01,0.99,0.0,0.0,4.0,1.0,1.01,1.0,2.0,0.0,0.0,8.91,1.98,0.99,1.01,0.0,1.0,0.0,0.0,0.99,0.0,0.0,0.0,1.0,1.98,1.0,0.0,0.0,1.0,0.0,1.0,1.01,0.99,1.0,0.99,1.0,0.0,0.98,1.0,0.0,1.01,1.98,1.01,0.0,1.0,1.01,0.0,1.01,1.01,1.0,0.0,1.0,0.0,0.0,1.01,1.01,0.0,0.99,1.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.96,16.83,0.99,1.0,1.01,2.0,1.01,1.01,1.0,1.01,0.0,1.01,1.0,0.0,0.99,10.2,0.0,0.99,1.01,0.0,1.0,14.0,1.01,9.28,0.0,1.01,1.0,0.0,0.0,1.0
335,0.0,0.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.99,0.99,1.0,9.09,1.0,0.0,1.0,2.0,0.99,1.01,0.0,0.0,1.0,0.0,20.78,1.01,15.84,2.0,0.0,0.0,1.0,0.99,0.0,0.0,7.92,1.0,0.0,0.0,0.0,1.01,1.0,0.0,0.0,0.0,10.1,0.0,1.0,1.0,0.0,13.86,0.99,1.0,0.0,2.0,0.0,2.63,0.0,0.0,0.99,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.01,0.0,0.0,0.0,1.0,0.98,0.0,0.0,0.0,0.0,1.0,10.1,9.0,11.0,13.86,9.09,12.12,7.0,3.03,2.02,4.04,2.0,1.01,11.11,2.0,1.0,1.98,2.0,1.0,1.0,1.01,0.99,14.14,1.98,1.96,0.0,0.0,1.0,0.0,0.0,1.0,1.01,1.01,1.01,0.0,1.0,1.01,1.01,11.0,0.99,0.0,11.88,1.0,2.0,13.13,8.82,0.99,1.98,50.0,1.0,1.0,2.44,0.99,1.01,1.01,1.0,0.0,1.0,2.0,0.0,1.0,0.99,0.0,1.01
