%sys,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
86,1.0,17.17,18.63,20.2,15.15,16.0,9.9,14.85,14.14,12.75,1.01,11.0,1.33,40.0,18.18,2.25,1.01,0.0,14.14,1.0,13.0,2.0,0.0,1.0,1.96,1.01,0.99,1.01,0.99,1.98,0.0,14.0,9.09,3.96,2.0,3.03,1.0,2.0,1.98,0.0,16.0,9.0,11.0,1.0,1.0,11.0,1.0,0.0,0.0,1.01,1.0,0.99,1.0,11.0,10.1,10.0,11.76,12.0,9.09,13.0,10.0,12.0,16.0,15.84,11.11,17.0,15.0,13.0,16.33,14.85,12.0,13.0,12.12,1.0,9.0,13.13,15.15,0.0,1.98,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.01,1.0,0.0,1.0,1.0,1.01,1.0,0.99,0.99,1.0,1.0,1.01,1.0,1.01,1.01,0.0,0.0,1.0,1.98,1.0,0.0,1.98,1.98,2.97,0.0,0.99,1.96,0.0,1.01,10.89,12.12,1.0,2.0,1.0,0.0,0.0,0.98,1.98,6.74,1.0,1.0,1.01,5.15,0.0,1.01,2.02,2.0,1.01,0.0,0.99,1.98,1.01,1.01,1.01
87,14.0,0.99,0.0,1.0,0.0,0.99,0.0,0.0,0.0,1.0,7.14,1.0,18.03,2.0,7.0,11.0,1.01,10.0,0.0,0.0,0.0,1.0,0.99,1.0,1.0,7.0,6.0,1.0,1.01,0.0,2.0,0.0,0.0,10.1,8.0,7.0,9.0,1.0,0.0,1.98,1.0,9.0,0.98,0.99,0.0,1.0,0.0,1.01,2.0,14.14,2.04,1.02,1.0,0.0,1.98,0.0,0.0,0.0,0.0,0.99,0.99,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.98,10.0,0.0,0.99,1.0,1.01,0.0,1.01,0.0,1.0,0.0,0.0,0.99,0.99,0.99,1.01,1.98,1.01,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.01,1.0,1.0,1.01,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.99,0.0,0.99,7.14,0.0,12.0,3.03,0.98,0.0,9.89,4.12,7.37,0.0,3.03,1.0,0.0,54.55,1.0,0.99,1.0,4.3,1.98,0.99,11.11,1.01,0.99,2.0,1.0
88,1.98,0.98,0.97,1.0,0.99,1.01,0.0,1.0,0.99,1.0,12.9,0.0,0.0,1.0,1.0,1.0,14.0,9.0,0.0,1.01,1.0,1.01,8.08,1.0,1.0,12.12,11.22,0.0,1.0,0.99,0.0,0.0,1.98,1.0,1.01,1.0,1.01,9.18,1.96,0.0,2.0,1.01,1.0,1.01,4.0,1.01,1.0,0.99,6.06,2.0,17.0,8.91,13.13,1.0,1.0,1.0,0.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.99,1.0,0.0,1.0,1.0,1.98,0.0,1.0,1.01,0.0,0.0,1.01,1.01,0.99,0.0,1.0,1.98,0.99,0.0,0.0,1.01,0.0,0.0,0.99,1.0,1.0,1.98,0.99,0.0,1.0,2.0,1.0,1.0,1.01,1.01,1.01,0.0,16.16,1.01,1.01,0.0,1.0,1.98,0.0,9.57,1.01,0.99,1.01,7.78,3.0,0.0,26.67,1.69,1.0,0.0,1.0,1.01,2.0,14.06,2.0,0.0,15.52,0.0,1.0,3.64,2.0
89,0.0,0.0,0.0,0.0,0.0,0.99,1.0,0.99,0.0,0.0,2.0,2.02,1.98,0.0,0.99,1.0,1.0,1.01,0.0,9.18,1.0,1.02,13.86,0.0,7.07,0.0,0.99,1.0,0.99,1.0,0.0,1.0,0.0,0.99,1.0,1.0,0.0,0.0,3.0,1.01,1.14,1.0,0.0,1.01,10.2,0.0,2.02,1.02,11.0,1.0,1.0,0.99,1.0,0.0,0.0,0.99,0.0,0.0,0.99,1.0,1.0,0.0,0.0,0.0,0.99,0.0,0.0,1.0,0.99,1.01,1.0,1.0,0.0,0.99,0.0,0.0,1.0,0.0,1.02,0.0,0.0,0.98,1.0,0.0,2.0,0.98,1.0,1.0,0.0,1.01,1.01,0.0,1.0,1.01,2.0,1.0,0.99,1.0,1.0,1.0,1.01,0.0,1.01,0.0,0.99,1.0,0.0,1.0,1.0,1.0,1.0,1.05,11.88,6.12,1.96,1.0,1.01,1.06,0.0,8.91,0.98,1.0,1.54,1.0,1.0,1.01,19.35,1.0,1.0,1.0,0.99,1.0,0.0,17.86,6.45,0.0,4.05,3.85,9.0,2.22
90,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.99,1.01,0.0,1.0,1.0,1.01,1.94,0.0,2.0,9.0,0.0,16.0,0.0,1.01,11.65,0.0,0.0,1.01,14.29,1.98,9.0,0.99,0.0,0.0,0.99,0.0,1.0,1.0,17.17,9.09,1.01,1.01,0.0,18.37,1.0,0.99,16.16,9.0,0.0,1.0,0.0,0.99,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.98,0.99,1.0,1.98,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.99,1.98,1.01,0.0,1.01,0.0,2.0,0.0,0.0,1.01,0.99,1.98,0.0,1.0,1.01,1.01,0.0,0.0,0.0,1.01,0.99,0.99,2.0,0.98,1.98,1.01,2.0,0.0,1.01,2.0,2.0,1.01,2.0,1.0,0.0,2.02,6.93,9.09,1.01,2.0,0.0,0.99,1.02,12.36,1.0,0.0,0.0,1.01,1.0,1.01,1.67,0.99,5.71,4.41,4.3,1.0,11.86,66.67,1.0,21.05,41.18,1.01,37.5
91,1.0,0.99,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.02,1.0,0.0,1.96,0.99,1.01,0.0,0.99,0.0,1.0,0.0,7.0,2.02,0.98,1.0,0.0,0.99,2.0,0.0,0.0,1.0,0.0,1.96,9.9,1.0,1.0,1.0,0.99,0.0,1.01,1.0,11.0,0.99,1.01,1.01,1.01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.99,0.0,0.99,1.0,0.0,0.0,1.0,0.0,0.99,0.0,0.99,1.0,0.0,0.0,0.99,1.01,9.18,10.1,7.0,9.9,3.0,4.0,4.04,3.06,5.05,3.03,1.0,0.0,9.18,1.01,0.0,1.01,0.0,0.0,1.0,1.0,0.0,9.09,2.0,2.0,0.0,0.99,0.0,2.0,2.0,1.01,1.01,0.0,1.01,1.01,1.0,1.02,0.0,1.08,0.99,1.0,1.01,2.0,0.0,1.25,1.98,0.99,0.99,0.0,1.98,0.0,8.16,1.01,6.06,8.0,36.84,0.99,0.0,1.0,0.0,1.98,5.05,0.0,8.93
92,0.97,10.1,12.87,12.12,13.0,15.15,12.0,12.87,13.13,10.1,0.0,7.5,1.0,2.0,1.98,2.0,0.0,0.0,0.0,1.01,9.0,0.0,0.99,5.05,0.99,1.98,2.0,12.0,0.0,10.2,0.0,10.1,0.0,1.0,1.98,1.01,1.0,1.01,2.02,1.98,1.0,1.01,6.0,1.0,0.0,1.01,0.0,1.01,0.0,1.0,1.0,2.02,2.0,8.0,1.0,6.0,7.07,5.1,7.07,9.0,6.12,10.1,12.12,8.0,9.09,9.0,11.76,11.11,7.07,10.0,9.09,9.09,6.93,0.0,9.0,6.12,11.11,4.95,4.95,3.0,3.03,9.18,8.0,8.08,8.08,8.0,9.09,9.0,10.2,2.0,10.1,11.0,11.0,8.0,8.08,11.0,13.0,12.0,0.99,9.09,10.1,13.0,10.0,10.0,8.08,6.0,10.1,13.0,7.14,11.0,8.0,1.96,1.0,1.01,0.98,2.0,0.0,1.96,1.0,0.99,1.52,1.0,1.0,1.0,1.01,0.0,0.0,1.01,1.01,1.0,0.99,5.0,1.01,1.01,1.0,0.99,1.01,1.96,1.0,1.0
93,11.11,4.85,3.0,4.9,4.0,2.04,0.0,4.0,2.94,2.97,1.0,8.0,2.47,41.67,14.14,1.59,1.01,1.0,10.0,0.0,3.03,0.99,0.99,11.88,1.0,1.98,1.0,1.01,1.0,0.0,0.99,4.04,5.05,1.0,1.01,1.0,1.0,1.01,0.0,0.0,6.06,19.0,7.0,0.99,2.02,17.17,0.0,0.0,2.0,1.0,1.02,1.0,1.01,5.0,4.04,6.0,4.0,5.94,4.0,3.0,3.96,6.0,6.0,3.03,4.95,6.0,2.02,1.98,8.08,5.0,5.05,3.0,3.03,10.89,1.0,4.0,2.02,1.0,0.99,2.0,1.01,0.99,0.98,0.99,0.0,1.01,1.01,1.01,1.01,1.01,0.99,1.0,1.0,0.0,1.01,1.01,0.0,1.01,1.98,2.02,1.0,1.0,1.0,2.0,1.0,1.01,2.0,1.96,0.0,1.01,1.01,0.99,0.0,0.0,1.0,1.0,8.45,0.0,0.0,1.0,0.99,0.99,1.0,0.0,1.37,1.01,1.0,0.99,1.0,1.0,1.0,1.98,1.0,1.0,1.0,0.0,1.01,0.0,1.01,1.0
94,3.92,0.0,1.0,1.01,0.99,0.0,0.0,0.0,0.0,0.99,1.37,1.0,22.22,6.93,0.0,26.32,19.19,12.12,12.0,1.96,0.99,0.0,0.0,1.0,0.99,0.98,0.0,1.0,0.0,0.99,0.0,0.0,5.0,6.12,8.16,8.16,3.03,1.01,0.0,0.0,10.89,2.02,0.0,1.02,1.0,3.0,2.0,0.0,0.0,4.0,0.99,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,1.98,1.0,1.0,1.0,1.01,1.0,0.0,1.0,0.0,1.0,3.03,0.0,0.0,1.01,1.98,1.0,0.0,0.0,1.01,0.0,1.0,1.01,1.0,1.0,0.0,1.0,0.99,0.99,1.01,1.0,0.0,1.0,1.0,1.01,0.0,1.01,0.0,1.01,2.0,1.0,0.0,1.0,0.99,0.0,0.99,2.0,0.99,2.0,1.98,1.96,0.99,0.0,34.88,8.0,1.96,1.01,1.0,2.0,20.69,0.0,1.01,15.0,1.01,10.1,1.0,1.82,0.0,0.0,0.0,8.33,1.0,1.01,4.17,1.01,1.0,1.0,1.01
95,1.0,0.99,0.99,0.99,0.0,1.01,0.99,0.99,0.0,0.99,30.0,1.0,7.92,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.01,13.27,13.13,1.0,1.01,1.0,1.01,1.0,1.0,10.1,6.0,10.0,5.05,8.25,3.0,3.06,0.0,0.0,0.99,1.0,0.98,1.01,0.0,1.0,1.01,11.76,6.19,1.0,2.0,0.0,0.0,0.99,0.0,0.0,0.0,0.99,1.98,0.0,0.98,1.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.01,0.98,1.01,0.0,1.96,1.01,1.0,1.0,0.99,1.98,1.0,1.0,1.01,1.0,0.99,1.01,0.0,0.0,1.01,2.0,1.01,1.0,0.99,1.0,1.0,0.0,1.01,1.01,1.02,1.01,1.01,1.0,1.0,0.0,0.99,1.0,0.0,0.99,1.15,0.0,7.58,8.42,0.97,1.0,9.9,1.39,1.82,1.01,13.33,0.0,0.0,8.08,1.0,25.0,1.96,10.14,1.01,2.0,26.92,1.98,1.01,14.89,1.0
96,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.98,0.0,0.0,8.91,1.01,0.0,0.0,1.0,0.0,1.0,0.0,1.0,19.39,1.0,2.0,14.0,0.99,1.0,2.02,6.06,1.01,1.96,1.98,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99,1.0,2.0,0.0,2.0,1.01,1.01,19.19,0.0,0.0,2.0,12.87,2.0,11.0,14.29,8.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.96,0.99,1.0,0.0,0.0,0.99,1.0,1.0,0.0,0.98,0.0,0.99,0.0,2.0,0.0,1.0,0.0,1.98,1.01,0.99,1.01,1.01,1.01,1.0,1.01,0.99,2.0,0.0,1.01,1.0,1.98,1.01,0.0,1.01,1.01,0.99,1.0,1.0,0.0,2.0,1.0,1.0,0.99,1.0,1.01,0.0,1.01,1.0,7.14,1.0,1.94,1.01,0.0,0.0,41.18,8.24,1.0,0.0,0.0,15.12,11.63,1.01,13.33,2.02,1.0,1.96,1.01,0.0,0.0,1.0,6.1,1.0,2.27,2.82,0.0,8.0,2.0
97,0.99,0.99,1.98,1.0,0.0,0.99,0.98,0.0,1.0,0.0,1.0,1.0,1.0,0.99,0.0,2.02,1.0,0.0,1.0,1.0,0.0,3.03,3.0,0.0,9.18,0.98,0.99,1.0,0.0,1.0,8.08,0.0,2.0,1.0,0.99,0.0,0.0,1.0,1.01,0.99,1.01,1.01,0.0,4.0,0.0,2.02,4.0,1.0,7.0,0.0,0.99,1.01,0.0,0.98,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.98,1.0,0.0,0.0,0.0,0.99,1.0,0.0,0.0,0.0,0.99,1.98,0.98,1.98,0.0,0.0,0.0,0.0,1.01,1.0,0.0,1.96,1.01,0.0,2.0,1.01,1.01,1.98,1.0,0.0,1.98,0.99,1.0,0.0,1.01,1.0,1.01,1.01,0.0,0.0,2.0,2.0,0.99,1.01,1.0,9.89,3.23,4.44,0.0,1.98,1.98,0.0,1.09,3.51,1.98,1.96,0.0,0.0,1.0,0.0,1.98,10.89,1.01,11.11,10.89,1.0,1.0,57.14,17.78,0.0,20.0,15.56,1.0,2.9
98,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.01,12.0,0.0,0.0,9.09,0.99,1.98,2.02,0.0,1.01,1.0,14.0,0.0,0.99,7.92,1.0,1.01,1.01,18.0,1.0,9.0,1.0,1.0,1.0,0.0,2.0,2.02,1.01,16.16,17.53,1.0,0.0,0.0,12.87,1.98,0.0,13.86,11.11,1.01,2.0,0.0,1.01,1.98,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.99,1.0,0.98,0.99,0.99,0.99,0.0,0.0,0.99,0.0,0.0,0.0,1.0,0.99,1.0,0.0,1.0,0.0,2.02,1.98,1.0,1.01,1.01,0.98,1.98,1.0,1.01,1.01,1.0,1.01,1.0,1.01,1.01,2.0,0.0,0.0,1.01,1.01,0.99,1.01,1.01,1.0,1.0,0.0,1.98,1.02,1.01,1.0,1.0,1.01,0.99,7.07,16.95,13.48,0.99,2.08,0.0,1.01,12.05,6.12,0.0,1.0,1.01,1.0,1.0,1.0,0.0,1.01,1.0,0.99,3.08,1.01,1.0,0.99,2.0,4.95,18.52,0.0,22.22
99,1.0,0.0,1.0,0.0,0.0,0.0,0.99,1.0,0.0,1.98,0.0,0.98,0.99,11.11,0.0,2.04,0.0,1.0,1.01,1.98,0.0,1.01,0.0,1.0,1.01,1.02,0.0,8.08,0.0,1.96,0.99,0.0,0.0,1.01,1.0,0.0,0.0,1.01,1.0,1.01,2.0,1.0,1.0,1.01,1.01,1.01,0.0,5.05,1.01,1.98,0.99,0.0,1.01,1.0,2.0,0.0,1.01,0.0,1.0,0.0,1.0,0.99,0.0,0.0,1.0,1.0,1.01,1.0,0.0,0.0,0.0,1.98,1.98,0.0,0.0,0.0,1.0,1.01,1.0,0.0,0.0,0.0,1.0,1.0,1.01,0.0,0.99,0.0,1.01,11.11,1.0,2.0,1.0,1.01,1.01,1.01,0.0,1.01,12.24,0.0,1.0,0.0,1.0,1.0,1.01,0.0,0.98,0.99,0.0,1.0,1.0,0.0,1.0,0.0,3.33,0.0,0.0,1.96,1.0,0.0,45.0,1.01,1.01,1.0,0.0,2.97,1.0,0.0,1.0,1.0,1.01,11.24,0.0,1.01,0.99,0.0,1.01,1.0,1.0,6.0
100,0.0,12.12,10.89,11.11,10.1,16.0,10.78,16.0,17.82,16.0,1.0,1.01,7.14,0.99,1.0,6.06,0.98,2.0,1.01,1.02,11.0,0.0,1.94,7.07,1.01,2.0,1.98,10.0,1.98,12.37,1.0,15.0,1.0,0.0,1.01,1.0,2.0,1.0,0.0,0.0,1.01,1.02,11.0,1.0,2.97,0.99,0.99,0.99,1.0,1.0,1.98,1.0,1.96,9.0,1.98,10.0,12.12,11.0,7.0,11.88,11.0,12.24,14.14,15.0,14.14,15.31,14.0,15.15,8.91,11.11,11.11,8.91,12.12,0.99,9.0,9.0,1.01,12.0,10.0,8.91,13.86,9.8,10.1,12.0,12.87,13.0,12.12,13.13,13.27,1.0,12.24,10.0,11.0,8.0,12.0,9.0,11.0,13.0,1.0,7.14,8.08,8.91,10.0,13.13,8.0,8.0,9.18,11.22,12.0,9.09,14.0,1.0,0.98,2.0,1.0,0.99,17.17,0.0,1.0,0.99,2.97,0.0,0.0,1.0,8.91,0.0,1.0,0.0,1.0,0.0,0.0,1.01,1.0,1.01,1.01,2.0,1.98,0.0,1.96,1.0
101,13.0,0.98,1.0,7.0,5.94,0.0,0.0,0.0,1.0,0.98,1.01,1.0,6.06,1.02,0.0,0.99,0.0,1.01,10.0,1.0,0.0,2.04,0.0,12.0,0.99,1.0,1.0,1.0,0.0,1.96,0.99,0.0,7.92,2.0,0.0,1.0,1.01,2.0,2.0,1.0,7.0,15.0,0.0,1.01,0.0,15.84,1.01,1.0,1.01,2.0,1.01,0.99,1.01,1.0,5.05,1.01,0.99,0.0,0.0,0.0,0.0,0.0,0.99,1.01,0.99,0.0,1.0,0.0,1.0,0.0,0.99,1.0,0.0,11.11,1.0,1.0,12.75,1.01,0.0,1.0,0.0,0.0,1.0,0.0,1.01,0.0,0.99,1.01,0.99,1.0,0.99,0.0,1.0,1.0,0.0,0.0,0.0,1.02,1.0,0.0,1.0,1.98,1.0,2.0,0.0,1.0,1.0,1.0,1.02,1.02,1.02,1.01,1.0,1.01,1.0,21.0,0.0,0.0,11.11,0.99,1.98,13.13,3.85,1.0,0.99,9.0,18.18,1.0,9.18,1.0,0.0,1.0,0.0,1.98,0.0,10.0,0.0,1.01,10.2,1.0
102,0.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,1.01,1.01,19.61,18.18,5.94,0.99,1.0,1.98,0.0,1.01,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.98,8.0,8.08,11.0,9.0,10.0,1.01,2.0,2.02,9.0,2.02,1.01,1.0,1.01,1.0,1.01,1.0,1.0,5.1,0.0,1.0,0.99,1.0,6.93,1.0,0.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.98,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.99,0.0,1.0,0.0,0.0,1.01,0.99,1.0,1.98,2.0,0.0,1.96,1.01,1.01,1.01,1.98,0.0,1.01,0.99,1.0,0.98,0.99,0.99,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,0.99,1.0,1.0,0.0,1.01,0.99,0.0,1.98,0.98,0.0,0.0,1.0,1.0,1.08,1.0,1.0,1.0,3.06,1.0,0.0,2.0,1.0,1.98,13.0,1.01,1.0,1.96,0.0,0.0,1.0,0.0
103,0.0,0.0,0.0,0.0,1.0,0.0,0.99,1.98,0.0,0.98,1.0,1.0,1.0,1.01,1.98,1.0,0.0,1.98,1.01,2.0,0.0,0.0,1.96,0.99,0.0,16.33,16.16,1.98,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,2.02,12.0,1.0,1.0,1.01,0.99,0.99,1.01,0.99,0.0,1.0,1.0,1.0,11.0,6.0,9.0,7.14,0.99,1.0,0.0,0.0,0.0,0.0,0.99,0.0,0.99,1.0,0.0,1.98,0.99,1.0,0.0,0.0,0.0,0.99,0.99,0.0,1.0,1.0,0.0,0.0,0.99,0.0,0.98,1.0,0.0,0.0,1.01,1.0,0.0,0.99,0.0,1.01,1.0,1.98,2.0,1.0,1.98,1.01,0.0,1.0,1.0,1.01,1.0,2.0,1.0,0.0,0.99,1.0,1.01,1.0,1.0,1.0,1.0,0.0,1.01,0.99,0.0,0.0,1.01,0.0,17.0,13.0,1.0,1.0,0.0,11.22,12.12,1.01,0.99,0.0,0.0,1.0,0.0,0.0,1.0,1.01,15.0,1.01,2.0,1.98,1.98,1.02,0.99
104,1.0,1.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.01,0.0,0.99,1.01,1.01,1.96,0.0,1.0,15.31,0.0,1.98,18.0,0.0,0.98,1.0,1.01,1.0,0.0,1.0,1.0,0.99,1.98,1.0,0.0,0.99,2.0,0.0,0.99,1.98,1.96,1.01,0.0,0.0,14.29,0.0,1.01,0.0,13.13,1.0,9.0,0.99,0.0,0.0,1.0,0.0,0.0,1.98,0.0,1.0,0.0,0.0,0.0,0.98,0.0,0.0,0.99,0.0,0.99,0.0,0.0,0.99,1.0,0.0,1.0,0.0,1.01,1.0,1.01,1.0,0.0,1.01,1.01,1.01,1.01,1.01,1.01,2.0,1.0,0.0,1.01,0.0,0.99,1.01,1.01,0.99,1.0,1.0,1.01,0.99,0.0,1.01,1.96,1.0,1.0,1.0,1.01,0.99,0.99,1.01,1.96,14.14,12.12,1.0,0.0,1.0,1.01,0.0,0.99,0.98,0.0,1.01,1.0,1.0,0.0,1.01,1.0,5.26,1.01,0.0,19.15,0.0,1.01,0.0,2.0,0.0,10.1,0.0,0.0,0.0
105,0.0,1.0,0.98,1.0,0.99,0.0,1.0,1.96,1.0,1.0,1.01,0.0,1.0,1.01,1.28,2.0,0.0,0.0,1.02,1.01,0.99,10.1,1.01,1.0,20.0,2.0,1.0,1.01,27.87,0.99,12.0,0.0,1.01,1.0,2.0,0.0,0.0,2.0,0.0,0.99,2.02,0.0,0.0,6.0,1.0,1.0,3.06,2.0,1.01,0.0,1.01,1.0,0.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.01,0.0,0.0,1.0,0.99,0.0,1.98,0.0,0.0,0.0,0.0,1.98,1.0,1.96,1.94,0.0,1.0,0.0,0.0,0.99,1.0,0.0,1.01,1.0,1.98,0.0,2.0,1.98,1.98,1.01,0.0,1.0,0.0,1.0,1.01,0.0,1.0,0.0,1.0,1.0,1.0,1.01,0.0,1.98,1.01,1.0,0.98,18.18,1.94,1.01,1.0,0.99,1.01,20.0,1.01,1.98,1.01,2.0,1.0,1.01,0.0,15.25,1.0,17.17,1.01,0.99,0.98,1.0,10.0,1.0,0.99,14.29,1.98,11.11
106,0.0,0.0,0.99,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,14.0,1.0,2.56,19.0,0.0,0.99,1.98,0.99,2.0,1.0,10.1,1.0,1.0,0.97,1.01,1.0,13.7,1.01,2.0,1.01,1.0,0.0,0.0,1.0,1.98,1.0,1.0,16.16,17.0,0.0,1.01,1.0,9.0,0.0,0.0,10.0,17.0,0.99,1.0,0.0,1.0,1.0,0.0,1.01,0.0,0.0,0.0,1.01,1.0,0.0,1.0,0.99,0.98,0.99,1.0,0.99,1.0,1.0,0.0,0.99,0.0,0.0,0.0,1.0,0.0,1.98,0.0,1.0,1.01,1.01,1.0,1.0,1.0,0.99,1.01,1.0,2.02,1.0,9.0,0.0,2.0,1.0,1.0,1.01,0.0,2.0,1.0,13.13,1.01,1.0,0.99,1.98,1.98,0.0,0.99,1.0,1.01,0.0,1.0,1.0,1.0,0.0,1.0,13.4,1.0,1.0,1.01,1.0,1.0,11.11,0.0,0.98,0.0,0.99,0.98,1.0,0.0,0.0,0.99,1.01,13.13,0.0,0.0,1.01,0.99,1.01,1.0,0.0,0.99
107,1.0,1.0,0.0,0.0,0.97,0.98,0.0,0.0,0.0,0.0,1.0,1.01,0.0,28.85,1.0,10.0,0.99,0.99,1.0,2.02,0.0,1.0,1.0,14.86,0.0,1.0,2.0,2.97,1.0,10.0,1.0,1.0,1.98,0.0,1.01,0.0,1.0,1.01,1.01,0.0,1.98,7.0,1.0,1.01,0.0,1.0,1.01,1.01,0.0,0.0,1.0,1.0,1.01,0.99,0.0,1.0,1.0,0.0,0.98,0.99,0.99,1.0,0.0,0.0,1.0,0.99,1.0,1.0,1.0,1.0,0.0,0.0,0.99,0.0,0.0,0.0,1.0,15.0,14.14,14.0,13.86,9.18,16.16,13.73,13.13,12.12,13.13,12.12,13.27,0.0,9.0,11.11,12.0,11.88,11.22,10.1,14.14,13.13,0.0,13.13,12.12,10.1,12.0,10.2,12.0,10.1,12.0,11.11,13.0,11.0,10.2,0.98,0.0,0.0,1.0,1.01,13.24,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.01,0.0,0.0,0.0,1.98,1.0,1.01,0.0,0.0,1.01,0.0,1.01
108,0.0,14.0,17.0,13.0,19.39,19.19,10.89,20.2,14.71,15.53,1.0,0.99,26.67,1.0,1.98,1.0,8.16,6.12,18.99,0.98,13.86,2.0,0.99,3.0,1.0,1.0,1.01,0.0,1.0,7.0,1.0,10.78,11.49,1.0,1.0,0.0,0.0,1.0,0.0,1.01,19.54,17.95,14.0,2.0,1.0,17.86,0.99,0.99,1.0,1.01,1.0,0.0,1.0,13.86,4.26,12.12,11.11,9.0,7.07,11.11,12.12,14.14,12.0,13.13,12.87,18.0,13.13,11.11,16.0,11.11,15.0,12.0,12.12,1.0,9.9,10.1,15.69,1.0,0.0,1.01,1.96,0.0,1.0,1.01,0.0,1.0,2.0,1.01,0.99,1.0,0.99,0.0,0.0,0.0,0.0,1.01,1.0,1.01,1.01,1.01,0.99,0.0,1.02,1.0,1.01,0.0,0.0,1.0,1.0,1.0,1.98,1.98,1.01,1.98,0.0,14.71,0.99,1.98,2.0,0.0,1.98,7.14,0.99,1.01,15.15,0.0,11.0,0.0,5.0,1.01,1.0,1.98,0.0,1.01,0.0,17.31,1.0,0.0,0.0,0.0
