w/s,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
30,4.95,8.08,7.92,0.99,23.0,5.0,1.98,17.0,10.1,27.72,2.13,16.67,0.0,0.0,0.99,8.33,7.92,0.0,0.0,13.0,1.0,33.33,0.0,4.0,17.0,16.16,0.0,3.03,8.0,8.0,13.0,1.0,1.01,18.18,2.97,2.02,0.0,0.0,0.0,1.98,0.0,6.0,16.0,4.0,0.0,0.0,4.04,17.17,12.0,11.22,0.0,10.1,0.0,14.0,0.0,6.06,6.0,0.0,21.78,6.0,20.2,1.0,10.0,16.0,0.0,21.21,18.0,4.95,4.04,11.11,11.65,7.0,11.11,0.0,27.55,19.0,25.25,14.85,0.0,22.0,4.95,8.08,0.0,0.0,0.0,6.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,5.0,0.0,0.0,0.0,11.0,0.99,8.91,0.0,0.0,6.0,0.0,0.0,4.17,0.97,0.0,16.0,0.0,4.26,0.0,8.33,14.0,5.0,7.22,0.0,0.0,6.67,0.0,4.55,4.04,44.83,3.17,4.0,5.0,0.0,0.0,10.89,10.0,0.0,0.0,0.0,0.0
31,3.03,24.0,15.69,13.0,3.0,2.0,5.94,2.0,11.0,12.0,11.29,1.28,6.25,11.0,30.77,3.49,0.0,4.04,5.05,0.0,11.76,0.0,0.0,5.05,1.0,0.0,12.12,3.0,8.0,2.02,0.0,8.08,0.0,0.0,7.14,0.0,2.04,3.0,0.0,15.15,0.0,5.0,8.0,11.11,0.0,0.99,2.02,8.0,0.0,0.0,0.0,0.0,2.0,9.0,14.0,1.98,1.0,9.0,0.0,4.0,7.92,10.1,1.0,0.0,19.0,7.0,6.06,19.39,10.0,0.0,25.25,2.0,2.0,23.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,27.27,0.0,3.03,1.0,2.0,1.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,1.01,0.0,0.0,0.0,2.02,11.0,0.0,9.0,18.0,3.92,0.0,10.89,21.67,18.52,2.2,0.0,0.0,5.94,0.0,12.36,8.33,11.11,6.0,0.0,4.0,1.0,12.0,0.0,22.11,14.29,0.0,0.0,21.43,0.0,52.63,36.36
32,31.68,0.0,5.0,0.0,0.0,0.0,15.0,0.0,4.95,0.0,2.02,14.0,5.05,9.0,3.96,8.0,0.0,12.12,9.9,0.0,8.08,0.0,0.0,21.21,0.0,0.0,14.85,2.02,0.0,11.88,1.0,7.0,0.0,0.0,0.0,4.0,3.03,42.42,3.0,0.0,1.01,11.22,0.0,0.0,36.36,8.91,12.0,0.0,15.84,21.57,5.0,0.0,9.0,0.0,10.0,0.0,0.0,7.07,0.0,0.0,10.89,15.0,0.0,2.02,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.94,0.0,0.0,6.06,9.9,4.04,0.0,2.0,0.0,11.0,0.0,1.98,0.0,8.0,2.97,2.02,2.97,2.02,0.0,2.04,6.06,4.95,0.0,0.0,8.82,3.96,7.0,2.02,9.09,18.18,14.0,1.0,0.0,1.0,1.96,1.01,9.09,22.0,16.3,6.0,2.33,0.0,19.39,1.0,2.0,9.0,1.27,3.75,6.0,3.03,6.25,10.1,0.0,5.0,31.68,0.0,9.0,12.0,0.0,6.25,8.91,4.71,0.0,9.0,20.0,0.0,18.18
33,0.0,4.9,0.0,6.06,6.06,0.0,0.0,0.0,0.0,0.0,3.0,15.15,13.13,6.0,13.27,13.13,14.85,3.96,6.0,1.0,0.0,0.0,4.04,12.0,0.0,2.0,0.99,3.03,11.11,2.02,11.0,0.0,2.02,4.0,9.9,5.94,2.97,7.0,10.0,0.0,2.0,13.86,0.0,0.0,7.07,0.0,0.0,0.0,8.16,6.06,22.22,5.0,14.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,1.96,0.0,3.96,6.0,0.0,6.0,26.0,0.0,0.0,0.0,36.0,16.0,21.0,5.1,17.82,11.88,11.0,10.1,12.0,20.59,13.0,5.0,6.06,7.14,14.0,2.0,6.06,3.06,3.0,6.0,5.05,10.0,15.31,3.0,9.09,11.11,11.11,14.0,16.16,9.9,0.0,8.79,60.0,9.0,5.0,10.0,10.1,48.65,16.67,12.12,16.83,5.94,5.0,2.02,0.0,0.0,4.08,5.94,7.07,7.32,34.15,0.0,7.14,39.68,14.14,1.14,12.0,9.0
34,0.0,20.2,0.0,1.01,8.0,23.0,13.0,7.0,0.0,8.91,3.0,1.0,1.0,0.0,0.0,0.0,3.0,8.08,9.09,20.2,0.0,12.12,5.88,0.0,22.22,9.0,12.0,18.0,0.0,4.95,9.0,0.0,4.95,34.34,7.07,6.06,0.0,8.08,10.2,2.97,7.07,3.0,0.0,4.04,24.0,2.0,0.0,19.19,16.0,6.93,3.0,17.65,36.63,14.0,8.82,4.0,0.0,9.0,5.0,8.0,2.02,0.0,2.0,5.0,1.0,0.0,5.05,12.12,12.12,2.97,0.0,4.0,15.15,0.0,6.12,2.0,18.18,1.01,0.0,19.19,13.86,17.0,8.91,0.0,3.06,11.0,19.0,5.05,3.0,0.0,0.0,11.0,3.0,8.0,4.04,8.91,8.0,3.0,11.88,0.0,13.13,0.0,0.0,20.2,6.93,2.97,12.12,13.0,9.0,12.0,24.0,7.0,0.0,27.0,21.78,0.0,0.0,5.1,0.0,7.07,0.98,5.05,7.0,3.03,4.0,6.06,2.0,0.0,0.0,0.0,8.08,28.28,2.97,2.0,19.0,11.88,8.91,5.0,5.05,8.0
35,1.0,9.0,15.15,4.95,10.0,0.0,10.0,2.02,14.0,15.0,0.99,2.02,5.05,1.01,0.0,12.0,6.93,1.96,0.0,7.0,22.22,0.0,12.0,11.11,6.0,21.21,15.69,0.0,0.0,9.09,16.16,13.0,21.21,2.0,10.0,0.0,4.95,7.0,17.65,16.16,32.0,3.0,10.1,28.28,0.0,0.0,8.08,7.0,2.0,5.1,3.0,16.16,0.0,6.0,5.05,5.05,4.04,4.9,6.06,5.05,1.0,7.92,1.98,14.0,16.0,22.22,2.0,2.0,1.98,1.01,15.0,5.0,7.0,3.92,14.0,6.06,5.94,0.0,27.27,0.0,2.04,0.0,12.87,12.75,19.39,0.0,15.15,13.0,22.22,15.84,30.0,8.91,8.0,7.07,20.0,16.33,8.0,13.13,21.43,16.33,9.9,9.09,33.66,16.16,4.04,7.07,6.93,7.14,7.0,8.16,7.0,0.0,9.57,7.0,10.0,3.0,3.0,0.0,0.0,3.0,10.78,8.08,2.0,7.92,3.0,0.0,7.0,7.07,4.0,5.1,3.96,16.0,16.16,0.0,18.18,19.0,0.0,5.05,0.0,0.0
36,4.0,9.0,12.0,13.0,25.74,6.06,6.93,10.0,1.98,5.05,9.18,16.0,12.87,19.0,10.0,11.0,14.0,6.0,3.06,15.15,0.0,25.25,0.0,17.35,4.95,1.0,15.84,0.0,11.76,0.0,0.0,5.0,0.0,10.1,3.03,0.0,0.0,0.0,2.02,3.03,5.05,3.03,0.0,2.0,0.0,2.02,6.06,8.08,4.95,0.0,0.0,21.57,0.0,3.03,4.95,11.0,6.0,0.0,17.82,0.0,5.0,3.03,9.09,11.88,3.0,3.0,17.17,21.0,18.18,20.2,5.0,10.0,4.0,2.02,10.1,11.11,14.29,6.93,5.94,23.0,35.0,6.06,0.0,0.0,0.0,7.0,0.0,2.0,4.04,2.0,0.0,0.0,2.02,0.0,0.0,0.0,3.03,0.0,10.0,3.92,0.0,6.93,2.0,15.15,0.0,9.0,4.0,3.96,7.07,0.0,4.04,4.95,3.0,2.97,5.0,36.63,11.65,2.02,21.21,2.97,6.0,5.94,0.0,3.06,7.07,22.77,27.71,42.31,4.08,0.0,17.35,2.0,0.0,7.0,12.0,10.0,11.11,0.0,0.0,17.0
37,7.92,10.89,4.0,14.85,9.0,13.0,18.18,12.0,12.0,4.95,26.44,49.3,10.81,29.23,24.0,35.96,2.94,0.0,9.8,0.0,9.09,1.02,2.0,36.0,1.01,2.0,6.93,12.0,29.59,7.14,3.0,9.0,4.0,8.0,0.0,7.07,4.04,10.0,5.05,21.21,0.0,38.78,2.02,19.19,0.0,0.0,6.0,3.96,1.0,3.0,0.0,0.0,3.03,8.08,1.0,1.0,7.07,22.0,6.93,5.94,18.0,10.89,0.0,1.02,18.0,23.76,25.0,3.03,10.89,6.06,3.0,13.86,2.97,6.0,0.0,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.01,1.98,7.0,13.13,0.0,0.0,2.02,0.0,7.0,6.93,3.03,2.02,4.0,0.0,6.93,14.0,6.06,16.83,0.0,1.0,26.53,28.95,16.0,14.94,0.0,5.94,37.04,15.15,4.0,12.0,25.0,0.0,0.0,8.89,44.44,12.5,1.01,0.0,32.32,2.02,0.0,20.2,0.0,8.0,28.28
38,2.97,0.0,3.0,3.0,0.0,0.0,4.0,2.97,0.0,2.02,16.0,0.0,69.23,0.0,18.06,144.44,5.1,7.07,29.7,6.06,3.96,0.0,5.0,16.83,0.0,0.0,9.0,28.0,12.12,23.0,2.0,3.96,7.84,0.0,24.0,8.0,26.0,10.0,0.0,7.07,0.0,22.0,2.0,11.11,15.31,9.09,8.0,2.0,0.0,6.06,3.0,13.86,0.0,6.0,16.0,2.0,1.01,0.0,3.03,1.01,3.03,8.08,5.05,6.0,5.94,0.0,0.0,8.0,8.08,3.96,6.06,0.0,5.0,3.0,0.0,1.0,0.0,0.0,2.02,0.0,0.0,0.0,0.98,7.0,2.94,0.0,2.0,14.14,6.12,26.53,1.98,3.0,2.02,1.02,14.0,5.05,12.12,7.92,3.0,3.0,14.85,3.96,7.07,9.0,17.0,2.97,21.21,5.0,0.0,4.0,2.0,36.14,16.67,22.0,6.0,26.73,23.91,27.78,19.05,11.88,5.05,8.89,11.0,8.0,45.83,21.92,18.18,9.18,10.1,0.0,0.0,1.01,5.05,15.0,33.33,17.17,28.57,18.18,14.29,51.11
39,0.99,0.0,1.98,0.0,1.01,10.1,0.0,0.0,0.0,7.07,1.96,14.0,9.09,0.0,16.83,0.0,2.97,21.0,24.0,6.93,3.03,12.0,6.93,8.0,11.11,11.22,20.79,35.71,11.0,6.93,13.13,2.02,22.45,3.0,65.66,0.0,19.0,18.37,23.76,0.0,20.79,18.0,1.98,2.02,26.0,26.0,0.0,16.16,18.81,24.75,35.0,0.0,7.0,0.0,19.19,0.0,3.0,0.0,0.0,7.07,2.02,4.0,8.08,4.04,3.03,0.0,9.0,12.0,6.93,0.0,1.0,0.0,11.11,8.0,3.0,0.0,2.02,19.8,31.31,7.07,10.1,6.0,14.14,19.8,25.49,4.04,30.0,17.0,18.18,13.0,38.38,21.0,19.0,16.67,7.0,15.0,15.15,17.17,10.0,44.9,11.11,19.19,15.0,10.0,27.72,1.01,37.0,43.43,9.18,20.41,41.58,7.07,0.0,13.64,17.17,18.18,1.52,21.84,4.0,6.06,6.94,0.0,27.4,90.7,0.0,9.9,2.0,0.0,26.73,10.0,18.18,39.0,35.37,6.06,23.33,0.0,16.9,32.61,13.89,0.0
40,0.99,7.07,3.0,6.0,15.0,16.16,11.0,11.0,9.09,0.0,45.92,14.14,25.0,4.04,5.05,42.57,11.22,13.0,3.96,42.27,0.0,14.85,20.2,32.32,12.0,35.64,21.0,0.0,16.67,9.0,24.24,4.95,8.08,6.12,5.0,62.63,12.0,4.0,27.27,4.08,23.0,21.0,21.21,20.2,11.0,2.0,0.0,17.0,35.35,24.0,20.79,7.92,2.02,4.95,5.0,2.0,4.95,0.0,12.12,3.0,5.05,3.96,14.0,23.0,2.02,2.0,19.0,21.21,23.23,20.41,4.0,6.0,13.0,13.13,10.0,12.12,22.0,36.63,9.18,52.53,16.16,23.0,7.0,11.11,26.26,29.7,12.37,33.66,21.0,15.84,14.0,12.24,3.03,13.13,17.35,13.0,20.0,35.35,26.26,35.0,31.0,20.0,9.0,13.13,16.0,22.0,3.0,11.0,7.0,20.0,9.09,3.03,9.0,2.02,22.22,8.91,10.0,0.0,36.36,29.55,41.18,10.0,4.0,50.0,10.1,11.11,1.0,0.0,0.0,0.0,2.02,13.64,13.04,2.02,23.76,22.22,25.25,18.18,6.0,9.9
41,4.04,6.0,21.0,21.78,8.08,7.92,43.0,22.77,17.17,19.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,5.1,59.18,18.0,28.0,1.0,4.0,0.0,20.0,24.75,6.0,16.0,12.12,4.04,6.0,16.0,15.84,24.0,3.0,0.0,4.04,2.97,9.09,43.0,13.13,6.12,32.32,12.12,10.1,0.0,11.0,22.0,9.0,9.0,31.63,16.33,0.0,18.18,16.16,17.0,7.07,29.41,14.0,23.0,0.0,8.91,6.0,4.0,3.0,10.1,21.0,29.29,21.0,18.81,24.24,22.45,39.0,11.0,20.2,27.27,34.0,13.0,6.93,3.03,8.0,15.15,0.0,4.0,10.0,9.09,13.0,5.0,13.13,2.0,6.06,22.0,16.0,11.0,10.0,11.0,10.2,6.0,3.03,2.02,8.08,3.06,0.0,7.0,6.0,24.0,5.05,1.0,25.25,1.01,3.0,9.8,19.0,7.0,14.71,13.13,24.0,5.05,6.93,25.0,8.08,16.16,0.0,0.0,0.0,32.32,2.04,6.0,0.0,4.04,6.0,28.0,2.7,43.0,14.85,16.67,0.0,2.02,18.81,7.0
42,17.65,17.0,12.12,17.0,15.84,9.09,17.0,16.67,8.0,27.72,28.28,3.0,1.96,12.87,0.0,14.14,0.0,5.0,22.55,9.0,12.87,16.33,3.96,2.02,17.17,23.23,6.93,4.0,8.0,10.0,12.75,25.25,0.0,12.12,0.0,24.0,21.0,13.13,7.0,39.39,19.0,0.0,13.13,22.22,23.23,12.12,16.0,12.12,5.0,0.0,20.0,0.0,2.02,9.0,12.0,23.23,14.14,14.14,10.1,3.96,16.0,46.0,7.0,1.0,17.0,10.89,10.0,27.27,1.0,10.1,49.02,12.12,14.29,21.78,10.1,13.86,9.0,11.11,3.03,25.25,3.03,6.0,2.0,24.0,22.77,6.0,15.15,1.01,6.0,39.8,15.15,14.0,6.12,13.13,6.0,14.14,24.24,29.0,5.0,17.17,14.0,21.21,4.0,10.0,5.05,33.0,13.13,7.07,11.0,11.88,3.03,0.99,21.15,1.01,0.0,3.0,3.92,0.0,0.0,12.0,10.0,3.0,40.0,4.0,2.0,0.0,30.0,25.74,9.09,26.73,31.31,0.0,11.0,0.0,0.0,5.88,0.0,28.0,12.24,0.0
43,17.82,19.0,6.06,1.0,2.02,12.12,6.0,3.03,18.0,10.1,24.0,9.9,16.33,9.18,15.84,12.0,11.0,28.0,0.0,1.01,16.0,4.0,34.0,11.0,4.95,22.22,27.72,0.0,15.84,0.0,26.47,16.16,13.13,1.01,7.92,0.0,44.0,0.0,7.07,9.0,28.0,21.35,23.76,4.0,0.0,0.0,21.21,7.0,14.29,10.2,6.06,7.84,0.0,10.0,0.0,9.9,4.04,27.27,0.0,10.1,12.0,18.0,1.01,24.24,6.93,10.1,0.0,0.0,0.0,0.0,18.0,0.0,0.99,7.07,8.91,0.0,17.0,9.0,13.0,9.0,40.59,7.92,15.0,13.13,8.0,11.88,2.97,0.0,7.07,16.83,7.0,8.08,6.93,15.84,1.0,7.92,15.31,1.98,7.07,4.04,19.0,5.0,24.51,25.25,5.94,9.18,25.74,22.0,23.0,14.85,31.0,0.0,2.17,4.0,12.0,15.69,27.27,15.0,11.88,8.91,0.0,20.2,0.0,1.0,26.0,12.0,0.0,0.0,20.79,4.0,9.9,13.73,5.05,7.92,0.99,18.18,25.74,1.0,16.16,16.16
44,0.0,6.06,3.0,0.0,3.96,16.0,2.0,16.16,11.88,10.1,7.0,13.13,14.71,6.0,27.27,9.0,4.0,3.41,7.77,2.0,0.0,20.0,0.0,10.0,2.04,9.9,14.0,18.0,15.0,24.75,3.0,11.0,0.0,12.12,5.0,0.0,21.21,30.0,0.0,0.0,3.96,5.88,8.08,0.0,16.67,4.04,8.08,3.03,9.8,0.0,0.0,0.0,6.0,14.0,35.0,6.06,8.91,15.0,25.0,1.01,10.0,0.0,12.0,16.0,2.02,13.13,0.0,1.0,12.0,14.0,0.0,4.0,18.0,0.0,6.0,7.0,18.63,14.0,0.0,13.0,34.34,11.22,0.0,5.0,0.0,20.0,0.0,0.0,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.16,4.0,0.0,6.06,0.0,4.04,1.01,0.0,1.98,12.12,13.0,10.0,18.18,4.0,17.35,0.0,8.08,0.0,12.0,34.0,36.0,19.19,7.07,0.0,25.25,12.12,3.0,5.0,17.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,60.4,0.0,3.0,0.0,27.72,36.0
45,3.96,0.0,5.94,12.12,7.92,0.0,2.02,4.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,38.89,0.0,0.0,9.0,0.0,15.84,0.0,7.92,12.07,24.0,4.0,7.07,5.05,7.0,6.93,47.52,0.0,0.0,0.0,18.81,14.08,19.39,21.0,24.0,0.0,8.0,12.0,2.97,31.96,5.0,14.85,1.01,7.92,36.0,13.0,2.97,14.14,35.05,10.0,4.0,13.0,10.1,23.0,13.0,3.0,0.99,10.1,0.0,6.0,11.0,1.01,1.98,0.0,21.0,0.0,18.18,66.67,0.0,0.0,0.0,0.0,33.66,0.0,0.0,0.0,13.86,7.0,9.9,16.83,21.21,19.0,37.62,12.0,14.14,0.0,14.14,15.31,9.0,22.0,32.0,22.22,11.0,9.9,45.0,23.0,25.25,0.0,15.84,0.0,16.0,18.18,7.07,18.0,6.06,12.87,23.0,18.0,0.0,0.0,0.0,0.0,3.92,36.0,15.15,0.0,14.0,6.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.0,20.41,14.14,29.29,5.94,5.0,16.16,1.0,3.0
46,2.0,0.0,12.12,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,52.83,17.82,10.89,21.57,9.0,6.0,16.83,0.0,0.0,3.0,38.61,0.0,0.0,0.0,0.98,1.0,15.0,29.0,0.0,6.93,54.55,0.0,50.0,0.0,0.0,0.0,12.0,3.0,0.0,5.1,3.96,0.0,17.65,27.27,13.0,11.0,0.0,0.0,9.09,0.0,1.98,11.0,0.0,0.0,11.11,7.07,0.0,2.0,3.0,0.99,3.0,3.0,3.0,8.0,8.0,0.0,0.0,2.0,18.18,6.0,22.55,5.05,45.45,4.0,15.15,18.0,21.0,53.54,14.0,24.0,30.0,9.9,40.4,24.0,51.0,18.18,3.96,10.0,22.22,43.0,15.15,14.85,13.0,20.0,24.0,14.0,15.0,54.08,27.27,18.63,16.16,39.0,10.0,34.34,5.0,0.0,0.0,0.0,29.7,0.0,0.0,0.0,0.0,15.15,8.0,0.0,10.0,2.0,0.0,0.0,16.16,12.12,0.0,8.0,7.07,20.0,21.0,0.0,0.0,16.16,0.0,21.21,0.0,0.0
47,6.06,16.0,0.0,17.65,21.0,26.26,19.0,14.0,0.0,22.77,0.0,2.0,4.95,6.0,11.0,0.0,16.83,0.0,0.0,5.15,5.05,3.0,0.0,4.04,25.74,0.0,5.94,0.0,7.07,12.12,0.0,3.96,0.0,0.0,0.0,0.0,9.9,0.0,3.03,14.14,5.05,0.0,46.0,100.0,0.0,0.0,0.0,21.43,7.53,0.0,2.04,6.45,19.77,19.8,0.0,8.08,20.0,6.0,26.0,38.0,0.0,4.0,17.17,25.74,0.0,0.0,25.0,48.0,50.5,22.0,0.0,11.88,32.67,7.0,19.0,43.0,35.0,23.76,25.74,11.0,19.39,6.06,0.0,20.2,3.0,39.39,12.0,6.06,19.0,0.0,1.0,1.0,0.0,6.0,10.1,2.97,2.02,12.0,0.0,1.01,0.0,3.0,1.0,12.0,2.97,28.0,0.0,3.96,18.0,0.0,1.01,0.0,7.84,0.0,12.24,2.0,0.0,0.0,0.0,3.0,0.0,15.0,0.0,0.0,21.0,0.0,2.0,4.0,0.0,26.73,17.17,19.0,2.02,0.0,0.0,38.0,13.0,0.0,10.1,0.0
48,28.71,11.11,21.21,14.29,14.14,31.0,23.23,14.85,18.18,31.0,17.17,18.0,13.13,2.0,7.07,13.86,0.0,7.84,0.0,0.0,29.7,2.08,7.0,22.0,0.0,0.0,0.0,5.05,6.06,1.0,1.98,37.37,0.0,0.0,12.0,13.13,0.0,5.0,0.0,9.38,8.08,4.0,8.0,200.0,9.0,0.0,20.0,4.0,12.87,8.0,0.0,17.86,35.71,29.29,2.0,2.97,23.23,13.0,21.0,40.0,16.83,29.29,20.79,21.0,35.0,21.0,5.94,4.0,26.0,15.0,28.28,13.13,19.0,6.06,6.06,12.12,0.0,9.9,0.0,2.0,0.0,4.0,0.0,0.0,0.0,15.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,4.04,0.0,0.0,3.0,7.0,3.03,0.0,11.0,12.12,15.15,9.9,0.0,0.0,19.8,0.0,0.0,20.0,11.11,12.24,1.0,14.0,51.49,27.27,0.0,0.0,0.0,10.0,0.0,6.0,0.0,22.0,4.0
49,19.8,5.0,28.0,0.0,0.98,0.0,0.0,0.0,13.13,0.0,15.15,33.33,22.22,27.55,0.99,11.11,8.0,9.0,1.98,18.18,13.0,0.0,0.0,31.0,0.0,4.0,21.0,47.47,29.79,0.0,5.05,7.0,8.0,0.0,3.03,25.0,17.17,11.11,17.17,0.99,18.0,0.0,5.05,0.0,6.06,2.02,8.16,4.04,0.0,0.0,8.91,21.43,0.0,0.0,3.96,0.0,6.06,19.0,0.0,6.93,10.0,15.15,0.0,14.29,32.0,10.1,0.0,0.0,0.0,0.0,11.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,8.0,0.0,6.06,1.0,0.0,3.0,5.0,0.0,0.0,24.0,0.0,0.0,0.0,5.0,18.0,12.12,7.92,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,29.29,1.01,17.0,0.0,12.87,32.67,18.0,22.22,0.0,2.0,58.0,1.01,0.0,2.97,5.94,0.0,40.0,32.32,7.14,20.0,0.0,7.84,8.0,20.0,0.0,18.18,12.12,5.05,19.0
50,3.0,0.0,4.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,12.12,0.0,25.25,10.1,10.0,17.17,3.0,3.03,1.0,13.13,17.82,30.0,0.0,0.0,6.0,53.85,30.69,71.43,9.0,0.0,30.3,0.0,7.14,6.06,5.0,13.0,0.0,0.0,34.34,25.58,0.0,0.0,13.0,28.28,0.0,0.0,1.0,0.0,14.14,3.0,0.0,0.0,27.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.98,0.0,7.0,4.0,10.0,12.0,0.0,20.0,11.22,16.16,18.0,14.14,9.09,0.0,5.05,9.09,0.0,6.0,3.03,3.0,6.0,14.0,20.41,25.0,6.06,4.04,5.0,20.0,5.94,6.06,8.25,15.0,7.0,24.0,0.0,12.87,5.0,15.31,25.25,10.1,23.76,1.01,23.0,12.24,8.0,29.0,9.0,11.0,5.05,17.82,7.92,18.37,19.19,3.03,13.13,13.13,9.09,3.0,18.63,22.22,22.0,26.53
51,0.0,2.0,0.0,5.0,11.88,31.37,1.0,2.0,0.0,0.0,8.0,18.81,17.17,22.77,17.17,15.0,34.29,33.33,46.05,30.0,0.0,8.0,21.0,39.44,5.0,38.38,40.0,4.23,0.0,11.67,16.16,0.0,9.0,2.02,3.03,12.82,7.84,51.0,15.0,6.06,66.67,15.85,2.0,10.0,0.0,22.0,0.0,5.05,9.0,17.65,55.43,0.0,0.0,9.09,27.72,0.0,0.0,0.0,10.0,9.09,0.0,0.0,0.0,8.0,0.0,0.0,5.05,1.0,4.04,1.01,0.0,0.0,0.0,0.0,6.06,1.01,4.0,2.94,30.3,4.04,11.11,6.06,13.0,29.0,11.0,1.01,42.0,8.08,2.02,17.17,33.66,4.08,20.0,5.94,21.43,12.87,11.11,13.0,17.0,45.0,6.06,1.02,12.0,0.0,10.2,10.2,29.0,2.94,30.69,22.0,0.0,23.47,0.0,31.31,28.28,30.69,5.05,11.11,8.0,10.1,12.12,16.83,35.35,28.28,8.82,16.0,0.0,7.0,11.22,14.85,9.09,12.24,51.0,7.0,14.14,1.96,22.0,13.13,12.12,8.91
52,9.9,5.0,0.0,5.05,19.19,31.31,25.49,20.0,9.09,5.0,3.0,6.06,16.16,11.0,20.0,2.02,5.0,32.86,7.92,10.11,0.0,4.0,60.56,16.0,5.05,31.43,23.6,10.98,0.0,33.33,12.2,14.0,5.95,19.0,23.76,2.97,9.9,3.53,4.04,5.94,23.71,7.07,12.12,3.0,3.41,22.81,7.07,36.0,14.0,2.78,12.87,7.07,5.32,10.1,14.67,17.0,6.93,0.0,14.14,10.0,0.0,18.18,7.92,24.0,4.0,2.02,16.0,8.0,29.7,10.89,14.85,18.0,17.17,0.0,40.4,35.0,9.09,28.71,15.84,28.0,16.0,9.09,20.79,7.07,13.73,0.0,4.0,21.21,33.33,22.22,9.0,13.86,10.1,8.08,37.0,23.23,12.0,39.39,33.67,31.07,26.0,26.0,16.16,12.0,34.0,37.0,22.0,29.29,16.16,20.2,24.0,8.0,11.11,17.35,11.0,14.14,29.7,4.0,2.02,23.23,23.0,10.78,7.0,8.0,9.09,22.0,0.0,0.0,24.0,26.26,25.25,17.82,3.03,17.35,5.0,2.02,16.0,13.0,17.82,11.11
