rxpck/s,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
183,0.0,20.79,15.15,14.0,14.14,21.21,21.0,20.79,21.21,21.0,0.0,20.2,0.0,0.0,18.81,0.0,0.0,14.14,7.07,14.29,14.85,0.0,9.0,0.0,0.0,21.43,0.0,15.05,0.0,16.67,0.0,21.21,0.0,19.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.14,0.0,12.0,0.0,0.0,0.0,10.1,14.14,0.0,0.0,0.0,15.15,0.0,15.0,19.0,15.15,19.0,14.0,15.0,19.8,20.41,20.2,15.31,13.73,15.15,20.2,13.73,14.14,20.2,20.2,19.8,0.0,19.61,19.61,13.86,7.07,7.0,7.22,7.0,0.0,5.94,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.95,7.07,0.0,5.94,5.94,0.0,6.0,6.06,5.94,5.94,6.06,5.94,6.12,5.05,6.0,0.0,0.0,1.01,21.0,0.0,21.0,0.0,0.0,0.0,0.0,6.93,0.0,0.0,0.0,7.0,7.0,0.0,0.0,20.0,20.2,0.0,6.0,0.0,0.0,5.88,17.0,0.0,0.0,0.0,20.0,0.0,0.0
184,21.21,0.0,4.9,7.07,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,0.0,7.0,0.0,7.07,5.94,0.0,12.0,0.0,0.0,0.0,0.0,7.0,0.0,6.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.86,0.0,0.0,6.93,0.0,0.0,0.0,0.0,0.0,11.0,6.06,0.0,0.0,0.0,5.88,0.0,6.0,0.99,5.0,1.0,5.94,5.05,0.0,0.0,0.99,5.94,6.06,6.0,0.0,6.12,6.06,0.0,0.0,0.0,20.2,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.15,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.41,0.0,0.0,0.0,0.0,20.0
185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,9.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,14.0,14.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.86,0.0,20.0,0.0,14.29,6.0,0.0,0.0,7.0,0.0,0.0,0.0,14.14,0.0,0.0,0.0,0.0,0.0,0.0,8.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.43,0.0,8.11,0.0,0.0,11.43,0.0,0.0,0.0,14.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,5.88,0.0,12.12,0.0,42.86,11.88,20.2,0.0,0.0,0.0,6.06,6.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,1.0,0.0,6.86,0.0,0.0,21.0,0.0,21.43,0.0,0.0,7.0,21.43,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,0.0,0.0,0.0,11.69,0.0,3.19,0.0,0.0,7.0,0.0,64.71,0.0,0.0,36.0,0.0,21.43,0.0,7.0,0.0,0.0,0.0,15.05,3.33,0.0,0.0,5.94,0.0,0.0,17.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,16.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.03,0.0,21.43,0.0
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.92,8.08,12.24,0.0,17.35,2.97,0.0,0.0,0.0,7.14,2.94,0.0,6.93,0.0,0.0,0.0,0.0,0.0,18.0,0.0,6.06,17.17,16.67,15.91,0.0,0.0,11.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.14,5.94,0.0,0.0,0.0,0.0,0.0,0.0,16.16,15.84,0.0,0.0,0.0
189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.24,12.0,0.0,0.0,0.0,18.18,0.0,0.0,0.0,0.0,27.69,8.11,0.0,0.0,0.0,0.0,0.0,0.0,11.7,8.82,0.0,0.0,5.94,6.06,0.0,0.0,11.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,15.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.21,21.21,21.21,19.8,21.21,21.21,21.0,21.0,21.0,21.21,21.21,0.0,20.0,19.61,20.2,20.2,20.2,20.2,19.8,19.19,0.0,20.2,20.2,20.0,20.2,20.2,19.8,20.0,20.2,19.8,20.2,19.61,20.2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,14.14,0.0,0.0,0.0,14.0,14.14,0.0,0.0,0.0,7.0,0.0,20.0,20.2,0.0,14.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0
190,0.0,20.79,21.21,20.59,20.59,21.0,20.79,21.21,20.59,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,18.92,0.0,0.0,21.0,0.0,86.67,0.0,0.0,18.0,0.0,15.0,0.0,20.0,0.0,21.0,0.0,17.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.03,10.1,0.0,0.0,0.0,16.28,0.0,0.0,0.0,0.0,21.0,0.0,20.2,20.2,20.2,20.0,19.8,19.39,19.8,20.41,19.39,20.2,20.2,21.21,19.8,20.2,19.8,20.0,20.0,19.61,0.0,20.2,20.2,21.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.88,0.0,21.21,0.0,0.0,0.0,0.0,7.07,0.0,0.0,0.0,7.0,7.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,7.07,11.0,8.91,0.0,0.0,19.0,0.0,0.0
191,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,20.41,0.0,0.0,0.0,6.06,0.0,0.0,0.0,3.96,7.92,0.0,0.0,0.0,0.0,6.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.14,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,7.07,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.21,0.0,0.0,14.14,0.0,0.0,0.0,14.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,19.39
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,8.33,0.0,0.0,0.0,15.22,15.05,0.0,5.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,21.0,0.0,21.0,0.0,0.0,0.0,7.0,21.21,0.0,0.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,8.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.21,0.0,0.0,14.0,0.0,0.0,0.0,14.14,9.0,18.0,0.0,0.0,0.0,7.07,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.93,0.0,0.0,0.0,0.0,0.0,0.0,21.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,12.12,0.0,0.0,0.0,14.0,0.0,0.0,20.0,0.0
194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06,0.0,0.0,0.0,14.14,0.0,14.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,21.21,0.0,22.58,0.0,7.14,0.0,0.0,0.0,20.0,21.0,0.0,0.0,7.07,0.0,0.0,6.0,0.0,0.0,0.0,5.94,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19.8,14.0,0.0,0.0
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06,0.0,7.14,13.13,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.06,0.0,0.0,0.0,14.14,0.0,0.0,0.0,20.2,19.8,0.0,0.0,14.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.14,6.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,14.14,0.0,0.0,0.0,0.0,6.06,0.0,0.0
196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.21,21.21,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,13.27,13.86,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,15.31,0.0,0.0,0.0,0.0,6.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.43,21.21,21.21,20.2,21.0,21.43,21.0,21.21,21.21,21.21,20.0,0.0,20.2,19.8,20.2,20.0,20.41,20.0,20.41,20.0,0.0,20.2,20.0,20.2,20.41,20.2,19.8,21.0,20.41,20.0,20.0,20.0,20.41,15.56,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,6.0,0.0,20.2,20.2,0.0,6.0,20.2,0.0,0.0,0.0,0.0,0.0,14.29
197,0.0,21.0,19.8,20.79,20.79,20.79,20.2,21.21,21.21,21.21,0.0,20.2,0.0,0.0,0.0,0.0,0.0,20.2,0.0,0.0,21.21,0.0,13.59,0.0,0.0,7.07,0.0,25.93,0.0,27.45,0.0,21.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,13.0,5.94,0.0,0.0,0.0,13.86,0.0,0.0,0.0,0.0,19.8,0.0,21.21,19.61,20.0,21.0,20.0,20.2,20.41,18.81,21.0,20.0,20.2,20.2,20.0,20.0,19.8,20.2,19.61,19.8,0.0,20.0,19.19,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,20.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.14,0.0,0.0,0.0,0.0,6.0
198,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.21,0.0,0.0,0.0,6.06,0.0,0.0,0.0,0.0,7.07,0.0,0.0,0.0,0.0,0.0,15.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.79,0.0,14.14,0.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,0.0,14.14,0.0,0.0,0.0,0.0,0.0,0.0,6.12,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,0.0,0.0,0.0,0.0,6.86,0.0,6.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.13,14.29,0.0,0.0,0.0,14.0,14.0,0.0,5.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.93,0.0,21.0,0.0,0.0,20.79,0.0,21.21,0.0,0.0,6.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,22.73,0.0,0.0,0.0,26.42,6.12,6.0,0.0,0.0,0.0,6.06,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,14.14,0.0,0.0,20.2,0.0
201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06,0.0,0.0,0.0,23.6,0.0,20.29,0.0,0.0,0.0,0.0,35.9,0.0,0.0,26.42,0.0,20.79,0.0,0.0,0.0,0.0,0.0,22.73,23.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,22.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,5.94,21.21,14.29,0.0,0.0
202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19.72,0.0,0.0,0.0,6.93,15.56,0.0,5.94,0.0,0.0,0.0,0.0,0.0,23.86,0.0,0.0,5.94,25.93,25.93,0.0,0.0,22.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.91,0.0,0.0,7.84,7.92,9.0,4.0,0.0,9.0,0.0,0.0,20.2,0.0,0.0,0.0,0.0,0.0,4.0,9.0,3.0,17.35,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.21,0.0,0.0,0.0,0.0,14.14,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
203,0.0,8.91,9.09,9.0,9.0,14.0,14.0,13.73,14.0,8.82,0.0,0.0,0.0,0.0,19.19,19.8,0.0,7.84,0.0,6.12,9.0,0.0,0.0,0.0,9.09,21.21,0.0,0.0,0.0,0.0,0.0,8.91,0.0,23.33,0.0,0.0,5.94,6.0,0.0,0.0,0.0,0.0,0.0,0.0,24.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.18,9.09,9.09,9.09,8.08,13.86,13.27,0.0,0.0,9.0,8.91,9.0,0.0,0.0,0.0,9.0,12.12,12.0,21.0,20.39,12.12,13.13,12.0,16.33,21.0,12.24,20.79,21.43,0.0,20.0,20.0,20.2,20.2,20.2,15.0,10.89,17.0,0.0,20.2,20.41,20.41,20.2,17.17,20.41,20.2,19.8,19.8,11.0,20.2,20.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,20.79,0.0,0.0,0.0,0.0,21.21,0.0,0.0,3.12,6.06,0.0,20.0,20.0,0.0,6.12,20.2,0.0,0.0,0.0,0.0,0.0,0.0
204,9.0,11.88,11.88,11.76,11.88,7.07,6.8,7.07,7.07,10.78,0.0,20.41,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,12.24,0.0,50.0,0.0,0.0,5.94,0.0,21.0,0.0,20.0,0.0,12.0,0.0,6.93,0.0,0.0,0.0,0.0,0.0,14.14,0.0,0.0,20.0,22.22,0.0,0.0,0.0,0.0,21.35,7.14,0.0,0.0,0.0,21.21,0.0,20.0,20.2,20.0,20.0,20.2,20.2,11.88,11.0,11.88,11.0,10.89,6.06,7.0,19.61,18.81,11.0,11.11,10.89,9.0,18.81,20.0,11.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.11,0.0,0.0,0.0,0.0,14.14,0.0,0.0,14.14,0.0,0.0,0.0,0.0,20.2
205,10.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.72,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.79,0.0,14.14,0.0,0.0,21.21,0.0,0.0,21.0,0.0,0.0,0.0,14.14,0.0,6.06,0.0,0.0,0.0,0.0,5.88,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
