op_rw_latency,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
318,0,0,0.21,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.001,0.002,0,0.0,1.188,0.0,0,0,0,0,0.001,0,0.642,0.0,0.0,0.0,0,0,0.001,0,0.0,0.0,0.0,0.0
319,0.0,0,0,0,0,0,0,0,0.0,0.001,0.001,0.0,0,0.0,0,0.0,0,0.0,0.002,0,0,0,0,0.001,0,0.0,0,0,0,0.001,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0
320,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4.439,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0
321,0.0,0,0,3.721,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,3.678,0,0.0,0.0,0.0,0,0.0,0.0,0.465,0.0,0,0.0,0.0,0,0.0,0
322,0.0,0.0,0.0,0.0,0,0.0,0.001,5.588,0.0,0.001,0,0,2.356,0,0,0,0,0,0,0.0,1.151,0.0,0.0,0.001,0,0.0,0.001,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0
323,0.001,0,0,0.0,0,0.0,0,2.588,0,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,6.602,0,0.001,0,0.0,0,0,0.0,0.084,0.0,0.0,0.001,0.0,0,0.0,0.0
324,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.001,0.181,0.0,0,0,0,0,0,0.0,0.188,0,0,0,0,0,0,0.001,0.0,0.0,0,0.001,0,0,0.0,0
325,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.001,0,0,0.0,0.0,0,0,0.0,0,0,0.001,0,0.001,0,0.0,0
326,0.0,0.0,0,0.0,2.497,0.001,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.001,0.0,0,0.0,0.0,0.0,0,0.001,0.0,0,0,0,0.001,0,2.086,0.0,0
327,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.001,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
328,0.0,0,0,0,0,0,0,0,0.001,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,2.384,0,0.0,0.0,0,0.001,0.0,0.001,0.0,0.0,0
329,0,0,0,0,0,0,0,0.01,0,0,0.0,0,0.0,0,0.0,0,0,0,0.001,0,0.0,0,0,0,0.0,1.125,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0
330,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.001,0,0,0,0,0.0,0,0.0,0.001,0.103,0,0,0.0,0,0.0,0.001,0.0,0,0,0.0,0,0,0.001,0.0,0.0,0,0,0
331,0.99,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.001,0.0,0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0,1.559,0,0,0,0,0,0
332,1.148,0,0,0.001,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0,0.001
333,0,0,0,0,0,1.697,0,0.001,0.001,0.571,0.0,0.001,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.001,0,0,0,0.001,0,0.001,0,0.001,0,0.001,0.0,0.0,0,0
334,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.002,5.426,0.0,0,0,0.0,0,0.001,0.0,0,0,0,0.001,0.0,0,0.0,0.0,0,2.606,0.002,0.001,0.001,0.001,0.003,0,0,0.793,0
335,0.0,0.03,0,0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0,0,0.41,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.001,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0
336,0.0,0.0,0.001,0.0,0,0.0,0,0,0.001,0.0,0,0,0.003,0,0,0.001,0.0,0,0,0.001,0.0,0,0,0.0,0.0,0.0,0.001,0.001,0,0.001,0.0,0.0,0.0,0,0,0,0,0,0.0,0
337,0.0,0,0,0,0,0,1.183,0,0.0,0.0,0.001,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.001,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
338,0,0,0,0,0,0,0,0.0,0,0,0.766,0,0.0,0.0,0,0,0,0,1.128,0,0.001,0,0,0,0.0,0.01,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,1.512
339,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,3.046,0,0,0.0,0,0.0,0.001,0,4.298,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1.248,0.0,0,0.0,0
340,0.001,0.001,0,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0,0,0,0.093,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.001,0.0,0,0.016,0,0.0,0,0,0.0,0
341,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.001,0,0,0.0,0,0.001,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.001,0.0,0.0,0.0
342,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.001,0.0,0,0.0,0,0.0,0.001,0,0,0,0,0,0.0,0.0,0,0,0,0.003,0,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0
343,0.0,0,0,0,0,0,0,0.0,0,0,0,2.448,0.001,0.001,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
344,0.0,0.0,4.013,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0,0,0.0,0,0,0,0,0,1.137,0.0,0.0,0,2.373,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.001,0,0.0,0
345,0,0,0.046,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.193,0,0.001,0.0,0.0,0.0,0.001,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0
346,0.0,0,0,0,0,0,0,2.654,0.001,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0,0.0,0.0,0.001,1.018,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.29,0.0,0.0,0.0
347,0,0,0,2.201,0,0,0,0.157,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.001,0.0,0.0,0
348,0.001,0.0,0,0,0,0.0,0,0.001,0,0.002,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.056,0,0,0,0,0.001,0,2.304,0,0,0,0.0,0,0.0,0.003,0.002,0,0,0.0,0
349,0.0,0.0,0.001,0.0,0,0.0,0.0,0,0,0.001,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.114,0,0.0,0.001,0.365,0.0,0,0.0,0.0,0,0,0
350,0.0,0,0,0.0,0,0.001,0,0,0,0.0,0,0.0,0.0,0,0.001,0.0,0,0.0,0,0,0,0.001,0,0,2.247,0.0,0.0,0.001,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.002,0.0
351,0,0,0,0,2.861,0,0,0.0,0.833,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.001,0.0,0.0,0.0,0.0,0,0.0,0
352,0.0,0,0,0,0,0,0,0.001,0,0,0,0,0.0,0.0,0.0,0,3.707,0.0,0.0,0.0,0.001,0,0,0,0,0,0,0,0,0,0,0.0,0.001,0,0,0.0,0,0,0.0,0
353,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0,0.0,0.001,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.002,0,0,0.0,0,0,0.0,0.001,0.0,0,0.0,0
354,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.001,0.0,0,0.0,0.0,0.0,1.358,0.001,0.001,0.0,0,0.0,0.0,0,0,0,0,0,2.554,0.001,0
355,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0
356,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.001,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.001,0.001,0,0,0.001,0.001,0.0,0,0
357,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,1.03,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.179,0,0.0,0.0,0,0.001,0.0,0,0,0.0,0
358,0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0,0.0,0,0,0,0,0,0,0.031,0,0.0,0.0,0.947,0,0,0.0,0,0.0,0.001,0.0,0,0.001,0.0,0,0.11,0,0.0,0.001,0,0,0
359,0,0,0,0.0,0,0.0,0,0,0,5.006,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.001
360,1.935,0,0,0,0,0,0,0.001,0.0,0.732,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.001,0,0,0.0,0,0,0,0.001,0,0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0,0.0
361,0.002,0,0,0,0,0,0,0.0,0,0.569,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.001,0,0,0,0.0,0,0.0,0.001,0.0,0,0.0,0,0.0,0,0
362,0.001,0,0,0,0.0,0.0,0,0.001,0.001,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.001,0.0,0,0,0,0.0,0,0,0.0,0.0,0,3.473,0.001,0,0.001,0.0,0,0.0,0,0.075,0
363,0,0.355,0.0,0.0,0,0.079,0.775,0,0,0.002,0.001,0,0,4.585,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.001,0.0,0,0.001,0.0,0,0.325,0.0,0,0.0,0,0,0,0,0.001,0
364,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.088,0.0,0.001,0.0,0.0,0,0.0,0,0.0,0,0,0.002,0,0.556,0,0.0,0.0,0.0,0.0,0.001,0,0.0,0,0.0,0.0,0.0,0.0
365,0,0,0,0,0,0,0,0.0,0,0,0.095,0.0,0.001,0.001,0.0,0,0,0.0,5.779,0,0,0,0,0.002,0.0,0.0,0,0,0,0.002,0,0.0,0,0.0,0,0,0.0,0.001,0.0,0
366,0.0,0,0,0,0,0.001,0,0.001,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.089,0.0,0.0,0,0,0,0.001,0.0,0,0,0,0,0,0.0,0.0,0.0,0.001,1.512,0,0,0.0,0
367,0.001,0.0,0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0,0.0,0.0,0,0,0,0,0,0,0.001,0.001,4.536,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.001,0,0,0
368,0.002,0,0,0.0,0,0.0,0,0,0,0.001,0,0,0,0,0,3.682,0.0,0,0,0,0.0,0,0.0,0.034,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.001
369,0,0,0,0,0,0,0,0.352,0.0,0,0.0,0.0,0.0,0.001,0,0.0,0,0.0,0.0,0.955,0,0.0,0,0,0.002,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0
370,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.002,0,0,0,0.001,0,0.001,0,0.002,0,0.0,0,0.0,0.0,0
371,0.001,0.0,4.07,0,0.0,0.0,0.0,0,0.001,0.001,0.0,0,0.0,0.0,1.193,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0
372,0,0,0.002,0.0,0,0.0,0.0,0,0,0.001,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.001,0,0.0,0.0,0,0.0,0,0.001,0,0,0.0,0
373,0.001,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.001,0.0,0.495,0.0,0,0.0,0,0.0,0,0.156,0,0,0.0,1.017,0,0.0,0.0,0.0,0,0,0.001,0,0,0.0,0.0,0.0
374,0,0,0,0,0,0,0,0,0.001,0,0.001,0.001,0.0,0.001,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0.557,0,0.0,0,0.001,0,0.0,0,0.001,0,0.001,0.0,0
375,0.0,0,0,0,0,0,0,1.957,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,2.05,0,0,0.0,0,0.0,0.001,0.0,0,0,0.001,0
376,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0,0,0.001,0,0,0,0,0,0,3.787,0.0,0,0,1.735,0,0.0,0.0,0.0,0,0.0,0.0,2.488,0.001,0,0.0,1.918,0,0.0,0
377,0,0,0,0.0,0,0.0,0.0,0,0,0.001,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0,0,0,0,0.0,0
378,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.001,0.0,2.589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.0
379,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
380,0.0,0,0,0,0,0.001,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0
381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0
382,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
383,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
384,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
385,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0
386,0.0,0.0,0.001,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0
387,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
388,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
389,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0,0.0,0.0,0,0,0,0,0,0,0.0,0.001,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0
391,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
392,0.0,0,0,0,0,0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0
394,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.002,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0
395,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.002,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0
396,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.003,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0
397,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
398,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.003,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.003,0,0.0,0.0,0
399,0.002,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
400,0.0,0.0,0.0,0.0,0,0.001,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.001,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0
401,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
402,0,0,0,0,0,0,0,0.0,0,0,0.0,0.002,0.0,0.001,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.001,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
403,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.001,0.0,0,0,0.0,0.0,0
404,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0
405,0,0,0.0,0.0,0,0,0.0,0,0.003,0.001,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0
406,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0
407,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0
408,0.0,0,0,0,0.004,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.003,0.0,0.0,0,0,0,0.001,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0
409,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.003,0
410,0,0,0,0.002,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.004,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0
411,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.001,0,0.0,0,0,0.0,0,0.003,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0
413,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
414,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.001,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.003,0,0,0
415,0,0,0.004,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
416,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
417,0.0,0,0,0.004,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.002,0,0,0.0,0.0,0.0,0,0,0.0,0,0
418,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0
419,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0
420,0,0,0,0,0,0.0,0,0.003,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.001,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0
421,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0
422,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.003,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0
423,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.002,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0
424,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.003,0,0,0,0,0.0,0
425,0,0,0,0,0,0,0,0.001,0,0.0,0.0,0.0,0.004,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
