svctm,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
224,333.33,1000.0,0.0,250.0,0.0,1000.0,1000.0,125.0,18.52,100.0,500.0,0.0,0.0,200.0,76.92,111.11,50.0,38.46,166.67,38.46,0.0,0.0,58.82,250.0,142.86,76.92,111.11,71.43,0.0,0.0,0.0,200.0,166.67,250.0,500.0,333.33,200.8,0.0,185.43,116.0,58.82,200.0,142.86,333.33,50.0,38.46,582.0,62.5,100.0,333.33,1000.0,142.86,55.56,200.0,125.0,166.67,142.86,250.0,0.0,166.67,0.0,62.5,250.0,76.92,166.67,0.0,166.67,142.86,200.0,500.0,1000.0,71.43,100.0,0.0,1000.0,83.33,58.82,250.0,166.67,250.0,500.0,200.0,166.67,111.11,333.33,62.5,0.0,250.0,142.86,333.33,62.5,166.67,100.0,333.33,333.33,111.11,500.0,166.67,142.86,142.86,76.92,142.86,250.0,83.33,333.33,58.82,500.0,200.0,142.86,250.0,37.04,166.67,333.33,100.0,1000.0,100.0,77.23,0.0,70.93,0.0,0.0,0.0,0.0,96.25,0.0,0.0,31.25,333.33,0.0,500.0,166.67,200.0,200.0,125.0,47.27,147.0,25.0,333.33,166.67,0.0
225,333.33,58.82,333.33,50.0,41.67,58.82,47.62,35.71,333.33,41.67,41.67,500.0,62.75,90.91,125.0,500.0,62.5,0.0,500.0,125.0,125.0,0.0,83.33,166.67,52.63,250.0,166.67,166.67,71.43,76.92,33.33,200.0,1000.0,111.11,0.0,500.0,99.6,100.0,0.0,0.0,166.67,0.0,55.56,83.33,90.91,90.91,0.0,0.0,0.0,100.0,90.91,0.0,500.0,83.33,250.0,100.0,83.33,111.11,62.5,125.0,142.86,111.11,100.0,83.33,100.0,71.43,83.33,250.0,333.33,83.33,111.11,200.0,166.67,500.0,125.0,66.67,333.33,142.86,111.11,166.67,142.86,100.0,333.33,125.0,90.91,125.0,500.0,47.62,167.33,90.91,250.0,1000.0,200.0,76.92,250.0,1000.0,142.86,100.0,90.91,250.0,35.71,500.0,71.43,500.0,71.43,200.0,76.92,250.0,90.91,71.43,200.0,47.62,0.0,61.41,0.0,142.86,200.0,0.0,40.0,58.82,1000.0,76.92,0.0,40.0,100.0,142.86,333.33,0.0,0.0,500.0,333.33,0.0,60.55,108.47,1000.0,125.0,62.5,64.75,76.92,100.67
226,111.11,100.0,125.0,0.0,111.11,500.0,0.0,0.0,62.75,0.0,76.92,0.0,0.0,125.0,50.0,125.0,1000.0,0.0,47.62,71.43,31.25,1000.0,166.67,76.92,0.0,55.56,76.92,250.0,500.0,100.0,58.82,111.11,333.33,0.0,34.48,52.63,502.0,40.0,142.86,1000.0,200.0,40.0,1000.0,41.67,0.0,47.62,250.0,1000.0,76.92,45.45,58.82,333.33,0.0,1000.0,334.67,250.0,0.0,200.0,0.0,200.0,200.0,125.0,0.0,111.11,76.92,76.92,333.33,0.0,0.0,0.0,100.0,0.0,0.0,58.82,0.0,0.0,500.0,142.86,37.04,200.0,200.0,333.33,0.0,142.86,500.0,0.0,166.67,500.0,83.33,0.0,250.0,166.67,0.0,0.0,0.0,333.33,200.0,142.86,333.33,83.33,125.0,142.86,500.0,58.82,90.91,111.11,0.0,250.0,76.92,76.92,500.0,35.79,142.86,0.0,111.11,76.92,250.0,500.0,0.0,72.0,80.0,0.0,100.0,0.0,0.0,47.62,0.0,58.82,0.0,166.67,0.0,100.0,0.0,500.0,142.86,40.16,200.0,250.0,100.0,52.63
227,333.33,500.0,0.0,200.0,200.0,45.45,55.56,34.48,0.0,111.11,333.33,47.62,500.0,200.0,62.5,62.5,62.5,37.04,50.0,142.86,250.0,1000.0,66.67,90.91,0.0,0.0,38.46,200.0,100.0,90.91,333.33,0.0,83.33,0.0,142.86,500.0,125.0,40.0,250.0,125.0,40.0,1000.0,66.67,55.56,100.0,100.0,29.41,90.91,125.0,333.33,90.91,142.86,100.0,47.62,43.3,62.5,66.67,1000.0,71.43,71.43,200.0,0.0,83.33,100.0,500.0,166.67,71.43,40.0,55.56,76.92,0.0,166.67,100.0,0.0,111.11,142.86,0.0,142.86,125.0,66.67,166.67,111.11,83.33,166.67,66.67,142.86,166.67,40.16,41.67,50.0,250.0,55.56,111.11,83.33,200.0,62.5,100.0,500.0,83.33,83.33,43.48,66.67,45.45,142.86,250.0,500.0,333.33,66.67,83.33,100.0,0.0,0.0,47.62,500.0,0.0,333.33,166.67,333.33,200.0,201.33,55.78,200.0,508.0,333.33,166.67,1000.0,111.11,71.43,0.0,0.0,45.45,125.0,100.0,500.0,200.0,43.48,142.86,71.43,250.0,333.33
228,142.86,83.33,100.0,50.0,100.0,83.33,333.33,333.33,47.62,38.46,142.86,0.0,1000.0,55.56,50.0,30.3,0.0,125.0,142.86,0.0,166.67,100.0,77.23,83.33,1000.0,0.0,333.33,500.0,83.33,250.0,166.67,76.92,1000.0,125.0,47.62,250.0,0.0,76.92,71.43,26.32,76.92,1000.0,500.0,0.0,83.33,100.0,100.0,47.62,38.46,111.56,500.0,45.45,37.04,250.0,502.0,0.0,0.0,125.0,200.0,83.33,333.33,125.0,111.11,71.43,125.0,71.43,100.0,500.0,66.67,0.0,47.62,58.82,83.33,90.91,58.82,58.82,100.0,142.86,0.0,50.0,0.0,100.0,0.0,0.0,0.0,333.33,0.0,142.86,0.0,500.0,1000.0,0.0,500.0,142.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,200.0,37.04,200.0,125.0,272.0,200.0,29.53,250.0,0.0,248.0,333.33,0.0,142.86,217.33,0.0,0.0,166.67,200.0,85.0,200.0,250.0,1000.0,200.0,71.43,45.45,100.0,200.0
229,90.91,43.48,250.0,0.0,1000.0,250.0,0.0,1000.0,333.33,100.0,47.62,142.86,33.33,0.0,0.0,0.0,333.33,1000.0,333.33,58.82,125.0,47.62,199.2,500.0,58.82,45.45,62.5,500.0,52.63,52.63,55.56,0.0,111.11,166.67,500.0,100.0,333.33,333.33,0.0,90.91,76.92,250.0,83.33,62.5,125.0,142.86,1000.0,0.0,83.33,200.0,71.43,111.11,0.0,71.43,0.0,0.0,0.0,250.0,333.33,250.0,125.0,83.33,0.0,200.0,66.67,111.11,0.0,200.0,0.0,1000.0,500.0,0.0,0.0,90.91,0.0,1000.0,0.0,0.0,250.0,0.0,0.0,0.0,333.33,166.67,250.0,0.0,58.82,111.11,47.62,0.0,166.67,0.0,71.43,40.0,142.86,0.0,83.33,29.53,250.0,200.0,333.33,111.11,200.0,0.0,37.04,333.33,62.5,166.67,0.0,90.91,111.11,66.67,200.0,250.0,166.67,0.0,333.33,125.0,166.67,142.86,62.5,0.0,0.0,333.33,100.0,250.0,200.0,0.0,55.56,166.67,0.0,320.0,142.86,1000.0,111.11,1000.0,1000.0,100.0,1000.0,500.0
230,83.33,0.0,166.67,1000.0,0.0,90.91,1000.0,0.0,0.0,100.0,83.33,0.0,0.0,76.92,0.0,200.0,142.86,166.67,50.0,0.0,1000.0,0.0,251.0,111.56,500.0,91.27,0.0,40.0,200.0,90.91,250.0,142.86,45.45,166.67,47.62,90.91,0.0,47.62,0.0,0.0,125.0,76.92,1000.0,250.0,0.0,0.0,111.11,333.33,0.0,40.0,0.0,180.67,0.0,0.0,200.0,0.0,250.0,52.63,0.0,0.0,142.86,0.0,0.0,125.0,333.33,71.43,200.0,166.67,66.67,1000.0,0.0,83.33,0.0,0.0,1000.0,77.23,111.11,166.67,142.86,76.92,40.0,333.33,142.86,166.67,62.5,76.92,500.0,47.62,142.86,250.0,71.43,55.56,47.62,40.0,142.86,90.91,71.43,83.33,125.5,100.0,33.33,71.43,43.48,200.0,125.0,333.33,125.0,76.92,50.0,100.0,142.86,1000.0,200.0,500.0,142.86,111.11,0.0,83.33,1000.0,125.0,83.33,498.0,50.0,333.33,66.67,38.46,0.0,129.0,0.0,83.33,100.4,166.67,333.33,1000.0,1000.0,90.91,125.0,0.0,100.0,111.11
231,0.0,76.92,0.0,0.0,250.0,66.67,76.92,333.33,333.33,166.67,200.0,83.33,111.11,166.67,62.5,20.0,62.5,66.67,333.33,24.39,0.0,100.0,66.67,1000.0,333.33,200.0,500.0,62.5,1088.0,83.33,200.0,90.91,333.33,0.0,166.67,0.0,76.92,200.0,142.86,66.67,47.62,0.0,125.0,66.67,62.5,32.26,58.82,50.0,47.62,0.0,52.63,131.14,306.67,76.92,23.81,52.63,250.0,250.0,500.0,100.0,200.0,0.0,333.33,71.43,0.0,0.0,83.33,62.5,0.0,200.0,125.0,500.0,500.0,125.0,500.0,111.11,37.48,76.92,38.46,125.0,100.0,125.0,41.67,71.43,47.62,125.0,35.71,142.86,33.33,55.56,55.56,38.46,35.71,90.91,166.67,200.0,41.67,37.04,55.33,55.56,166.67,66.67,100.0,62.5,142.86,83.33,41.67,111.11,83.33,111.11,200.0,66.67,83.33,500.0,40.0,142.86,100.0,41.67,58.82,0.0,125.0,47.81,0.0,166.67,0.0,111.11,0.0,58.82,333.33,55.56,0.0,166.67,30.3,66.67,111.11,250.0,62.5,0.0,0.0,100.0
232,166.67,250.0,125.0,31.25,58.82,27.78,55.56,62.5,333.33,55.56,27.78,52.84,166.67,41.67,358.67,83.08,1000.0,0.0,76.92,1000.0,333.33,32.26,500.0,199.2,58.82,1000.0,90.91,100.0,528.0,200.0,500.0,62.5,250.0,200.0,55.56,142.86,0.0,125.0,200.0,333.33,500.0,62.5,76.92,333.33,0.0,125.0,166.67,1000.0,500.0,83.33,200.0,47.24,111.11,41.67,250.0,90.91,52.63,90.91,111.11,83.33,143.43,100.0,52.63,32.26,125.0,37.04,52.63,30.3,142.86,62.5,83.33,71.43,34.48,166.67,31.25,62.5,52.63,55.56,1000.0,55.56,83.33,58.82,47.62,125.0,125.0,41.67,200.0,333.33,142.86,166.67,111.11,500.0,0.0,66.67,0.0,111.11,0.0,0.0,502.0,250.0,166.67,166.67,0.0,35.71,1000.0,71.43,71.43,0.0,90.91,200.0,500.0,333.33,166.67,111.11,142.86,41.67,76.92,1000.0,250.0,500.0,250.0,200.0,71.43,500.0,0.0,0.0,100.0,200.0,0.0,0.0,52.63,500.0,0.0,500.0,200.0,90.91,37.04,71.71,200.0,200.0
233,76.92,76.92,125.0,90.91,66.67,83.33,100.0,62.5,76.92,111.11,37.04,0.0,76.92,500.0,62.5,333.33,166.67,90.91,200.0,100.0,22.22,200.0,0.0,71.71,250.0,200.0,31.25,0.0,83.67,424.0,37.04,166.67,90.91,0.0,125.0,142.86,142.86,250.0,125.0,90.91,45.45,111.11,66.67,58.82,47.62,41.67,83.33,200.0,90.91,200.0,27.78,0.0,83.33,62.5,0.0,142.86,71.43,142.86,58.82,200.0,166.67,83.33,111.11,111.11,76.92,83.33,90.91,250.0,250.0,58.82,50.0,166.67,142.86,71.43,52.63,0.0,0.0,47.62,0.0,200.0,58.82,500.0,111.11,0.0,500.0,1000.0,0.0,200.0,0.0,1000.0,333.33,333.33,0.0,100.0,125.0,62.5,0.0,0.0,43.48,76.92,500.0,90.91,1000.0,500.0,43.48,0.0,35.71,0.0,500.0,250.0,200.0,200.0,333.33,250.0,500.0,90.91,142.86,166.67,250.0,200.0,76.92,0.0,0.0,500.0,154.4,0.0,0.0,0.0,200.0,125.0,367.2,200.0,33.33,166.67,66.67,100.0,71.43,250.0,25.0,45.45
234,100.0,500.0,125.0,0.0,0.0,1000.0,83.33,142.86,83.33,0.0,0.0,125.0,83.33,0.0,0.0,0.0,100.0,1000.0,27.03,500.0,111.11,250.0,125.0,125.0,166.67,0.0,43.48,317.5,0.0,166.67,142.86,166.67,71.43,55.56,47.62,52.63,0.0,34.48,0.0,90.91,66.67,40.0,0.0,0.0,66.67,0.0,500.0,0.0,250.0,66.67,333.33,0.0,0.0,250.0,262.29,0.0,0.0,43.48,71.43,111.11,71.43,500.0,1000.0,142.86,32.26,43.48,333.33,0.0,111.11,83.33,111.11,125.0,166.67,30.3,83.33,0.0,500.0,0.0,166.67,1000.0,0.0,0.0,33.33,34.48,77.23,0.0,35.86,47.62,71.43,47.62,45.45,25.64,83.33,45.45,32.26,52.63,500.0,200.0,30.3,83.33,66.67,71.43,40.0,0.0,76.92,142.86,100.0,111.11,71.43,90.91,90.91,333.33,83.33,0.0,500.0,0.0,0.0,125.0,500.0,55.56,0.0,62.5,32.26,125.0,200.0,110.57,0.0,41.67,250.0,613.33,500.0,142.86,0.0,500.0,333.33,55.56,0.0,142.86,35.03,200.0
235,0.0,500.0,500.0,111.11,250.0,142.86,90.91,500.0,500.0,90.91,500.0,91.8,0.0,133.87,125.5,142.86,50.0,25.0,0.0,37.04,0.0,1000.0,25.0,0.0,200.0,125.0,219.2,71.43,0.0,250.0,100.0,125.0,0.0,125.5,250.0,500.0,29.41,0.0,55.56,47.62,41.67,0.0,100.0,66.67,62.5,333.33,71.43,500.0,45.45,83.33,368.0,66.67,250.0,333.33,90.91,250.0,500.0,62.5,500.0,125.5,0.0,0.0,1000.0,500.0,50.0,76.92,100.0,40.0,111.11,100.0,111.11,66.67,66.67,32.26,62.5,55.56,30.3,125.0,166.67,24.39,90.91,34.48,333.33,71.43,0.0,125.0,0.0,111.11,333.33,90.91,500.0,45.45,125.0,100.0,0.0,200.0,0.0,200.0,125.0,333.33,0.0,333.33,111.56,100.4,43.48,90.91,111.11,1000.0,66.67,500.0,0.0,47.62,500.0,142.86,55.56,76.92,1000.0,52.63,50.0,0.0,83.33,259.5,76.92,34.48,0.0,100.0,124.5,250.0,0.0,500.0,0.0,71.43,50.0,500.0,111.11,52.63,0.0,333.33,0.0,66.67
236,500.0,45.45,0.0,29.41,100.0,83.33,47.62,166.67,55.56,58.82,59.79,41.67,43.48,111.11,111.11,500.0,52.63,500.0,0.0,250.0,76.92,55.56,55.56,263.0,38.46,100.0,103.43,0.0,0.0,0.0,0.0,83.33,250.0,166.0,0.0,0.0,333.33,71.43,0.0,100.0,0.0,1000.0,62.5,500.0,333.33,58.82,1000.0,0.0,1000.0,0.0,87.33,53.26,125.5,47.62,23.26,76.92,76.92,50.0,90.91,66.67,1000.0,250.0,166.67,45.45,142.86,0.0,62.5,125.0,1000.0,250.0,166.67,55.56,50.0,62.5,41.67,125.0,1000.0,47.62,142.86,66.67,250.0,1000.0,500.0,166.67,200.0,250.0,111.11,500.0,142.86,27.78,250.0,200.0,55.56,200.0,66.67,50.0,52.63,55.56,200.0,41.67,250.0,83.33,125.0,99.6,333.33,333.33,166.67,38.46,100.0,55.56,166.67,100.0,0.0,52.63,0.0,71.43,50.0,62.5,71.43,500.0,76.92,500.0,0.0,100.0,0.0,125.0,143.43,0.0,66.67,71.43,142.86,250.0,142.86,66.67,166.67,0.0,24.39,31.25,90.91,50.0
237,66.67,1000.0,52.63,200.0,166.67,66.67,66.67,1000.0,55.56,142.86,52.57,0.0,378.67,200.0,111.11,250.0,0.0,0.0,306.0,34.48,200.0,100.0,0.0,0.0,200.0,66.67,34.5,0.0,52.63,90.91,30.3,90.91,142.86,0.0,122.67,204.0,0.0,1000.0,500.0,1000.0,250.0,160.92,142.86,40.0,0.0,0.0,500.0,250.0,55.56,220.0,66.67,125.0,0.0,66.67,125.0,66.67,333.33,55.56,250.0,0.0,83.33,90.91,200.0,47.62,50.0,58.82,45.45,76.92,200.0,200.0,45.45,111.11,142.86,91.27,111.11,166.67,43.48,125.0,66.67,0.0,200.0,143.43,0.0,500.0,0.0,83.33,0.0,0.0,100.0,62.5,1000.0,166.67,250.0,200.0,0.0,100.0,200.0,250.0,250.0,1000.0,333.33,0.0,200.0,167.33,250.0,38.46,83.33,500.0,333.33,71.43,111.11,47.62,83.33,77.23,143.43,46.96,536.0,38.46,0.0,100.0,125.0,0.0,0.0,250.0,250.0,0.0,166.67,200.0,333.33,250.0,83.33,71.43,0.0,0.0,0.0,100.0,540.0,45.45,45.45,0.0
238,333.33,200.0,90.91,166.67,1000.0,76.92,250.0,166.67,200.0,125.0,45.45,250.0,142.86,71.43,166.67,1000.0,100.0,386.0,200.8,500.0,166.67,250.0,521.33,125.0,1000.0,500.0,166.67,43.48,200.0,142.86,200.0,125.0,25.0,500.0,0.0,500.0,114.75,47.62,166.67,111.11,83.33,33.47,125.0,83.33,353.33,83.33,66.67,71.43,200.0,33.33,50.0,58.82,166.67,166.67,333.33,100.0,200.0,250.0,200.0,142.86,1000.0,43.48,200.0,250.0,71.43,62.5,90.91,200.0,250.0,66.67,111.11,1000.0,62.5,166.67,26.32,250.0,500.0,333.33,40.0,333.33,333.33,333.33,200.0,71.43,32.26,0.0,71.43,90.91,31.25,41.67,43.48,32.26,83.33,125.0,100.0,83.33,34.48,27.03,55.56,83.33,143.43,111.11,125.0,166.67,90.91,58.82,166.67,125.0,55.56,55.56,200.0,166.67,250.0,1000.0,0.0,40.0,41.67,34.48,0.0,66.67,0.0,0.0,228.5,502.0,0.0,166.67,333.33,333.33,166.67,125.0,1000.0,1000.0,0.0,100.0,111.11,83.33,90.91,0.0,153.14,500.0
239,83.33,250.0,125.5,43.48,333.33,500.0,90.91,66.67,166.67,35.71,0.0,200.0,111.11,83.33,100.0,250.0,83.33,166.67,166.67,108.8,111.11,250.0,20.83,0.0,597.0,362.67,0.0,0.0,200.0,0.0,500.0,125.0,1000.0,200.0,200.0,1000.0,167.33,125.0,35.71,66.67,90.91,66.4,83.33,0.0,36.44,37.04,29.41,33.47,27.03,333.33,1000.0,200.0,52.63,71.43,0.0,125.0,90.91,111.11,111.11,142.86,200.0,200.0,76.92,66.67,100.0,166.67,0.0,66.67,200.0,66.67,166.67,71.43,125.0,90.91,50.0,55.56,250.0,25.64,0.0,40.0,27.03,40.0,0.0,166.67,0.0,71.43,0.0,0.0,1000.0,200.0,333.33,83.33,0.0,333.33,0.0,1000.0,500.0,35.71,250.0,333.33,0.0,500.0,1000.0,66.67,111.11,166.67,1000.0,250.0,71.43,0.0,0.0,0.0,47.62,250.0,38.46,0.0,0.0,30.3,167.6,0.0,111.11,500.0,124.5,27.78,0.0,0.0,40.0,500.0,0.0,166.67,500.0,41.83,62.5,142.86,32.47,153.71,1000.0,55.56,58.82,22.43
240,32.26,83.33,250.0,58.82,250.0,83.33,83.33,0.0,76.92,500.0,55.56,0.0,0.0,333.33,200.0,333.33,41.67,1000.0,0.0,612.0,200.0,26.32,250.0,250.0,52.63,250.4,0.0,200.0,125.0,166.67,142.86,41.67,0.0,38.46,0.0,0.0,332.0,155.43,0.0,83.33,43.48,0.0,250.0,372.0,73.54,0.0,62.5,124.5,0.0,34.48,251.0,166.67,100.0,0.0,1000.0,125.0,142.86,125.0,200.0,250.0,166.67,83.33,333.33,500.0,55.56,43.48,0.0,333.33,76.92,90.91,500.0,0.0,333.33,76.92,333.33,71.43,0.0,0.0,250.0,0.0,0.0,333.33,333.33,76.92,76.92,142.86,500.0,45.45,250.0,76.92,250.0,100.0,200.0,76.92,76.92,200.0,62.5,200.0,1000.0,250.0,76.92,66.67,0.0,166.67,37.04,0.0,47.62,500.0,250.0,47.62,200.0,166.67,250.0,75.2,166.67,83.33,29.41,0.0,23.81,333.33,41.67,0.0,0.0,43.48,111.56,200.0,500.0,0.0,0.0,90.91,111.11,0.0,57.05,56.63,142.86,29.41,250.0,41.04,0.0,156.0
241,333.33,500.0,166.67,125.0,200.0,0.0,500.0,142.86,125.0,0.0,45.45,125.0,55.56,0.0,200.0,0.0,111.11,0.0,166.67,52.84,142.86,37.04,58.82,0.0,50.0,39.37,62.5,125.0,166.67,0.0,111.11,100.0,110.0,111.11,0.0,333.33,0.0,131.43,0.0,0.0,111.11,90.91,0.0,61.25,0.0,125.0,0.0,0.0,0.0,500.0,62.5,66.67,111.11,125.0,0.0,500.0,90.91,333.33,166.67,333.33,333.33,62.5,500.0,200.0,50.0,500.0,250.0,125.0,0.0,500.0,71.71,250.0,166.67,500.0,166.67,200.0,142.86,37.04,166.67,111.11,71.43,100.0,1000.0,500.0,55.56,111.11,125.0,500.0,1000.0,200.0,76.92,83.33,66.67,200.0,111.11,50.0,37.04,0.0,66.67,62.75,76.92,35.71,200.0,40.0,45.45,0.0,47.62,500.0,125.0,142.86,55.56,76.92,0.0,71.73,0.0,166.67,333.33,90.91,0.0,75.2,35.31,35.86,0.0,166.67,249.0,100.0,0.0,200.0,166.67,200.0,500.0,0.0,152.67,66.93,125.0,0.0,50.0,227.0,76.92,50.67
242,142.86,90.91,0.0,111.11,142.86,334.67,200.0,142.86,55.56,90.91,111.11,333.33,47.62,143.43,90.91,0.0,0.0,83.33,0.0,333.33,0.0,1116.0,1000.0,125.0,500.0,90.91,166.67,500.0,142.86,90.91,90.91,0.0,66.67,0.0,125.0,0.0,66.67,0.0,128.67,200.0,0.0,142.86,90.91,69.54,250.0,111.11,350.67,113.82,150.29,71.43,1000.0,90.91,500.0,333.33,500.0,62.5,142.86,0.0,66.67,200.0,1000.0,58.82,100.0,90.91,0.0,0.0,52.63,90.91,250.0,142.86,0.0,76.92,250.0,0.0,166.67,66.67,100.0,90.91,58.82,333.33,333.33,142.86,55.56,47.62,111.11,90.91,38.46,50.0,45.45,50.0,58.82,16.13,45.45,28.57,31.25,58.82,32.26,55.56,33.33,34.48,33.33,47.62,43.48,1000.0,28.57,250.0,62.5,35.71,502.0,35.71,62.5,59.06,50.0,79.6,142.86,71.43,500.0,45.45,0.0,217.6,500.0,249.0,1000.0,200.0,58.82,333.33,126.77,90.91,0.0,200.0,166.67,49.8,0.0,332.0,0.0,50.0,83.33,19.61,166.67,0.0
243,76.92,90.91,62.5,100.0,142.86,41.67,41.67,55.56,83.33,90.91,55.56,0.0,1000.0,0.0,1000.0,111.11,62.5,125.0,0.0,0.0,34.48,158.67,90.91,0.0,111.11,0.0,500.0,166.67,0.0,500.0,45.45,58.82,100.0,87.43,83.33,0.0,55.56,32.26,166.67,62.5,502.0,500.0,83.33,166.67,71.43,166.67,23.81,41.56,19.29,50.0,166.67,1000.0,83.33,43.48,200.0,47.62,100.0,1000.0,66.67,58.82,83.33,83.33,166.67,62.5,71.43,166.67,26.32,76.92,35.71,27.03,166.67,52.63,43.48,83.33,71.43,43.48,58.82,111.11,62.5,32.26,45.45,47.62,200.0,90.91,166.67,55.56,41.67,125.0,66.67,0.0,333.33,45.45,333.33,250.0,166.67,333.33,250.0,0.0,166.67,1000.0,1000.0,90.91,500.0,38.46,500.0,58.82,0.0,250.0,33.33,250.0,1000.0,0.0,90.91,500.0,197.6,500.0,250.0,60.0,29.41,40.0,0.0,0.0,0.0,125.0,0.0,125.0,500.0,0.0,500.0,166.67,200.0,58.11,90.91,200.8,66.67,83.33,71.43,0.0,43.48,0.0
244,58.82,23.81,166.67,38.46,142.86,41.67,45.45,58.82,90.91,71.43,90.91,250.0,0.0,500.0,66.67,500.0,0.0,500.0,0.0,58.82,58.82,552.0,500.0,0.0,0.0,200.0,71.43,0.0,125.0,0.0,0.0,111.11,62.5,47.62,83.33,250.0,1000.0,0.0,52.63,38.46,0.0,55.56,58.82,500.0,1000.0,0.0,83.33,35.71,160.67,125.0,500.0,146.29,0.0,33.33,0.0,62.5,38.46,100.0,47.62,29.41,111.11,38.46,55.56,66.67,34.48,50.0,23.35,52.63,71.43,28.57,100.0,71.43,34.48,43.48,38.46,34.48,0.0,125.0,0.0,500.0,200.0,83.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.67,0.0,0.0,0.0,0.0,0.0,0.0,333.33,0.0,500.0,1000.0,142.86,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,100.0,500.0,83.33,62.5,142.86,55.56,0.0,0.0,47.62,250.0,250.0,250.0,500.0,90.91,0.0,193.54,125.0,0.0,250.0,27.03,100.0,71.14,66.67,111.11,166.67,52.63,250.0,55.56
245,52.63,1000.0,58.82,333.33,500.0,0.0,0.0,0.0,30.3,0.0,333.33,1000.0,62.5,0.0,250.0,500.0,100.0,0.0,66.67,500.0,38.46,34.48,0.0,111.11,0.0,27.78,142.86,0.0,1000.0,200.0,50.0,45.45,0.0,0.0,0.0,90.91,333.33,0.0,502.0,125.0,333.33,125.0,125.0,24.39,1000.0,142.86,66.67,0.0,0.0,166.67,83.33,388.0,380.0,250.0,90.91,502.0,0.0,71.43,0.0,0.0,100.0,47.62,0.0,0.0,58.82,62.5,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,142.86,100.0,55.56,166.67,333.33,111.11,166.67,142.86,35.71,45.45,1000.0,91.27,142.86,58.82,71.43,250.0,66.67,47.62,35.71,90.91,166.67,500.0,58.82,1000.0,50.0,83.33,200.0,143.43,71.43,76.92,200.0,250.0,0.0,200.0,500.0,0.0,500.0,333.33,76.92,0.0,333.33,71.43,100.0,66.67,90.91,0.0,0.0,58.82,43.48,0.0,1000.0,37.04,90.91,111.11,76.92,111.11,83.33,0.0
246,250.0,0.0,500.0,500.0,0.0,1000.0,1000.0,333.33,0.0,500.0,250.0,83.33,62.5,250.0,370.67,280.0,166.67,0.0,142.86,1000.0,200.0,142.86,125.5,90.91,125.0,83.33,125.0,90.91,83.69,496.0,1000.0,0.0,100.0,0.0,111.11,200.0,500.0,40.0,1000.0,166.67,83.33,71.43,0.0,83.33,111.11,142.86,0.0,0.0,333.33,166.67,66.67,43.48,250.0,0.0,52.63,500.0,0.0,167.33,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,500.0,200.0,250.0,500.0,500.0,1000.0,0.0,166.67,142.86,250.0,125.0,25.64,58.82,250.0,45.45,40.0,76.92,40.0,111.11,22.22,71.43,52.63,55.56,250.0,333.33,100.0,100.0,76.92,66.67,50.0,55.56,52.63,90.91,62.5,55.56,37.04,58.82,76.92,83.67,41.67,52.63,142.86,37.04,43.48,100.0,0.0,0.0,0.0,0.0,333.33,83.33,125.0,100.0,66.67,66.93,83.33,71.43,43.48,333.33,333.33,200.0,0.0,0.0,333.33,0.0,100.0,100.4,111.11,0.0,142.86,200.0,333.33,500.0
