kbactive,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
95,112992.0,111132.0,112308.0,112344.0,112176.0,112532.0,112032.0,111456.0,113012.0,112572.0,115952.0,112712.0,112336.0,112532.0,112524.0,112736.0,112668.0,112140.0,112680.0,112284.0,112924.0,112316.0,112580.0,112344.0,112480.0,113940.0,113236.0,112376.0,112864.0,112132.0,112620.0,112912.0,112112.0,112888.0,112796.0,112820.0,113044.0,111100.0,112348.0,112468.0,112404.0,111116.0,112948.0,112008.0,110420.0,113056.0,111548.0,112488.0,113088.0,108172.0,120200.0,113244.0,112200.0,112048.0,112288.0,110840.0,111928.0,112224.0,112812.0,111976.0,112408.0,112592.0,113020.0,111760.0,112780.0,111892.0,112268.0,112680.0,112064.0,113048.0,112028.0,112640.0,111244.0,112816.0,112232.0,110148.0,112404.0,112540.0,112592.0,113220.0,112268.0,112580.0,110164.0,113016.0,111168.0,110348.0,112252.0,113140.0,112608.0,111180.0,112656.0,111132.0,112040.0,113204.0,112708.0,112384.0,112088.0,113160.0,109912.0,113216.0,112956.0,113520.0,110616.0,113252.0,113136.0,112656.0,112300.0,113060.0,112884.0,113676.0,112548.0,111740.0,112048.0,112280.0,110340.0,112584.0,112396.0,113496.0,118516.0,112180.0,112396.0,106456.0,112532.0,112852.0,112376.0,124124.0,112148.0,112696.0,113376.0,110912.0,111804.0,112192.0,113016.0,112028.0,112220.0,113260.0,112400.0,112088.0,113504.0,113296.0
96,113004.0,111144.0,112324.0,112344.0,112188.0,112544.0,112052.0,111476.0,113012.0,112572.0,111884.0,112712.0,112348.0,112536.0,112532.0,112732.0,112676.0,112148.0,112696.0,112308.0,112944.0,112316.0,113796.0,112352.0,112492.0,112400.0,112080.0,112384.0,112872.0,112144.0,112632.0,112924.0,112128.0,112888.0,112812.0,112820.0,113044.0,111120.0,112348.0,112468.0,112404.0,111116.0,112964.0,112024.0,110436.0,113056.0,111548.0,112500.0,114356.0,108180.0,110512.0,113268.0,112212.0,112048.0,112308.0,110860.0,111948.0,112244.0,112820.0,111984.0,112420.0,112604.0,113020.0,111760.0,112800.0,111892.0,112268.0,112700.0,112084.0,113068.0,112044.0,112648.0,111260.0,112836.0,112232.0,110168.0,112424.0,112556.0,112600.0,113220.0,112276.0,112592.0,110172.0,113024.0,111176.0,110348.0,112260.0,113148.0,112616.0,111188.0,112664.0,111132.0,112048.0,113204.0,112716.0,112396.0,112096.0,113168.0,109920.0,113232.0,112972.0,113528.0,110632.0,113272.0,113152.0,112676.0,112316.0,113068.0,112884.0,113684.0,112564.0,123636.0,112056.0,112292.0,110348.0,112584.0,112396.0,112320.0,106668.0,112200.0,112416.0,106468.0,112308.0,112280.0,112376.0,112264.0,112164.0,112696.0,113376.0,110928.0,111812.0,112200.0,113004.0,123932.0,112236.0,112028.0,113296.0,112088.0,112316.0,113308.0
97,113012.0,111152.0,112324.0,112360.0,112196.0,112552.0,112052.0,111476.0,113032.0,112588.0,111908.0,112728.0,112356.0,112548.0,112540.0,112744.0,112684.0,112148.0,112696.0,112304.0,112952.0,121544.0,112600.0,112360.0,113708.0,112412.0,112088.0,112384.0,112880.0,112152.0,124448.0,112932.0,112136.0,112904.0,112812.0,112840.0,113068.0,111120.0,112372.0,112484.0,112424.0,111140.0,112972.0,118352.0,110456.0,113076.0,120196.0,112508.0,113128.0,108192.0,110536.0,113260.0,112212.0,112064.0,112308.0,110860.0,111956.0,112252.0,112828.0,111996.0,112440.0,112616.0,113036.0,111776.0,112800.0,111912.0,112284.0,112708.0,112092.0,113068.0,112044.0,112656.0,111268.0,112844.0,112248.0,110176.0,112424.0,112556.0,112608.0,113228.0,112292.0,112596.0,110180.0,113032.0,111176.0,110364.0,112268.0,113156.0,112624.0,111196.0,112672.0,111140.0,112056.0,113220.0,112724.0,112408.0,112104.0,113176.0,109928.0,113232.0,112972.0,113536.0,110632.0,113284.0,113160.0,112676.0,112316.0,113076.0,112896.0,113692.0,112564.0,111760.0,112596.0,124172.0,110356.0,112592.0,112416.0,112312.0,106660.0,113012.0,112416.0,106468.0,112324.0,112288.0,112392.0,112276.0,112172.0,112716.0,113384.0,110928.0,111824.0,112208.0,113012.0,112872.0,113156.0,112016.0,124296.0,113300.0,112324.0,113860.0
98,113020.0,111164.0,112340.0,112360.0,112208.0,112560.0,112072.0,111492.0,113040.0,112588.0,111916.0,112736.0,112356.0,112560.0,112568.0,112744.0,112684.0,112180.0,112716.0,112316.0,112952.0,112332.0,112600.0,112360.0,112540.0,112420.0,112088.0,112400.0,112888.0,112160.0,112668.0,112940.0,112144.0,112904.0,112828.0,112848.0,113068.0,111132.0,112392.0,112512.0,112424.0,111140.0,112980.0,112044.0,110456.0,113084.0,111592.0,113776.0,113116.0,108200.0,110536.0,113260.0,112224.0,112064.0,112324.0,110876.0,111956.0,112252.0,112828.0,111996.0,112444.0,112624.0,113036.0,111784.0,112816.0,111912.0,112284.0,112716.0,112092.0,113084.0,112060.0,112664.0,111280.0,112852.0,112256.0,110184.0,112432.0,112572.0,112608.0,113244.0,112292.0,112604.0,110180.0,113032.0,111192.0,110364.0,112276.0,113164.0,112632.0,111204.0,112680.0,111156.0,112064.0,113228.0,112732.0,112416.0,112112.0,113184.0,109928.0,113248.0,112988.0,113544.0,110648.0,113284.0,113160.0,112692.0,112324.0,113084.0,112912.0,113700.0,112580.0,111768.0,112076.0,112308.0,110356.0,112600.0,112416.0,112324.0,106660.0,112228.0,115284.0,106476.0,112336.0,112288.0,112400.0,112276.0,112180.0,112716.0,113392.0,110940.0,111832.0,113092.0,113024.0,112048.0,112252.0,112028.0,112436.0,112124.0,112332.0,125200.0
99,113028.0,111168.0,112348.0,112376.0,112208.0,112568.0,112072.0,111500.0,113048.0,112604.0,111924.0,112748.0,112372.0,112580.0,112568.0,121528.0,112704.0,112188.0,112728.0,112328.0,112972.0,112348.0,112608.0,112376.0,112528.0,112428.0,112104.0,113556.0,112900.0,112168.0,112668.0,112956.0,112144.0,112924.0,112828.0,112856.0,113088.0,111148.0,112392.0,112508.0,112436.0,111160.0,112988.0,112044.0,110464.0,113084.0,111596.0,112528.0,113124.0,108208.0,110552.0,113280.0,112224.0,112080.0,112324.0,110884.0,111972.0,112268.0,112844.0,112008.0,112452.0,112624.0,113048.0,111784.0,112824.0,111928.0,112300.0,112716.0,112108.0,113092.0,112076.0,112672.0,111288.0,112860.0,112264.0,110192.0,112444.0,112584.0,112624.0,113256.0,112300.0,112616.0,110196.0,113048.0,111192.0,110380.0,112284.0,113172.0,112640.0,111236.0,112688.0,111156.0,112072.0,113236.0,112732.0,112416.0,112120.0,113196.0,109968.0,113248.0,112988.0,113556.0,110656.0,113300.0,113176.0,112700.0,112340.0,113096.0,112912.0,113708.0,112580.0,111780.0,112076.0,112320.0,110372.0,112608.0,112440.0,112332.0,106680.0,112228.0,113732.0,106492.0,112336.0,112300.0,112400.0,112296.0,112188.0,112740.0,113404.0,110956.0,111840.0,112224.0,113032.0,112072.0,112252.0,112040.0,112436.0,112124.0,112344.0,113336.0
100,113036.0,111180.0,112360.0,113580.0,113428.0,112580.0,112092.0,111524.0,113076.0,112616.0,111924.0,112756.0,113800.0,112580.0,112580.0,112796.0,112704.0,112188.0,112728.0,112336.0,112996.0,112356.0,112624.0,113524.0,112536.0,112436.0,112112.0,112408.0,112908.0,112168.0,112684.0,112976.0,112164.0,112928.0,112840.0,112868.0,113100.0,111156.0,112392.0,112508.0,112448.0,111184.0,113012.0,112064.0,110472.0,113100.0,111596.0,112540.0,113132.0,108216.0,110552.0,113280.0,112244.0,112108.0,112344.0,110924.0,111988.0,112268.0,112856.0,112020.0,112468.0,112656.0,113068.0,111796.0,112836.0,111936.0,112300.0,112736.0,112136.0,113124.0,112108.0,112696.0,111304.0,112868.0,112304.0,110220.0,113480.0,112584.0,112624.0,113256.0,112312.0,112616.0,110208.0,113072.0,111212.0,110380.0,112296.0,113204.0,112660.0,111228.0,112716.0,111168.0,112100.0,113236.0,112752.0,112432.0,112136.0,113228.0,109956.0,113268.0,113016.0,113576.0,110684.0,113312.0,113188.0,112712.0,112356.0,113104.0,112932.0,113720.0,112600.0,111780.0,112100.0,112324.0,110372.0,112620.0,112460.0,112344.0,106688.0,112228.0,112452.0,106500.0,112360.0,112308.0,112420.0,112304.0,112188.0,112748.0,113404.0,110956.0,111848.0,112240.0,113040.0,112072.0,112272.0,112040.0,112448.0,112140.0,112356.0,113336.0
101,113056.0,111188.0,112368.0,112408.0,112236.0,112596.0,112092.0,111524.0,113072.0,112628.0,111952.0,112768.0,112388.0,112600.0,112588.0,112784.0,112720.0,112204.0,114024.0,112348.0,112996.0,112368.0,112636.0,112400.0,112548.0,112448.0,112120.0,112432.0,112920.0,112180.0,112684.0,112984.0,125212.0,112940.0,112856.0,112868.0,113116.0,111164.0,112420.0,112528.0,124768.0,111184.0,113012.0,112064.0,110488.0,113120.0,111620.0,112540.0,113140.0,108224.0,110572.0,113300.0,112252.0,112108.0,120912.0,110908.0,111992.0,112292.0,112864.0,112028.0,112476.0,112656.0,113072.0,111816.0,112836.0,111952.0,112328.0,112744.0,112132.0,113124.0,112108.0,112692.0,111304.0,112868.0,112292.0,110212.0,112472.0,112600.0,112644.0,113276.0,112324.0,112636.0,110216.0,113072.0,111220.0,110404.0,112308.0,113192.0,112664.0,111240.0,112708.0,111184.0,112092.0,113264.0,112752.0,112448.0,112144.0,113212.0,109964.0,113276.0,113016.0,113576.0,110676.0,113312.0,113200.0,112712.0,112356.0,113116.0,112932.0,113728.0,112600.0,111796.0,112100.0,112336.0,110388.0,112636.0,112460.0,112356.0,106696.0,112248.0,112452.0,106512.0,112360.0,112316.0,112428.0,112304.0,113460.0,112748.0,113436.0,110968.0,111848.0,112248.0,113048.0,112092.0,112280.0,112048.0,112456.0,112148.0,112356.0,113360.0
102,113060.0,111196.0,112380.0,112408.0,112244.0,112604.0,112108.0,111532.0,113072.0,112628.0,111952.0,112776.0,112396.0,112600.0,112588.0,112796.0,112752.0,112216.0,112756.0,112364.0,112996.0,112376.0,112644.0,112412.0,112560.0,112456.0,112132.0,112440.0,112928.0,112196.0,112700.0,112984.0,112188.0,124740.0,112888.0,112892.0,114304.0,111164.0,112420.0,112528.0,112464.0,111208.0,113024.0,112080.0,110488.0,113120.0,111620.0,112556.0,113148.0,119632.0,110572.0,113840.0,112684.0,112108.0,112364.0,110908.0,112000.0,112300.0,112872.0,112036.0,112484.0,112656.0,113080.0,111816.0,112856.0,111952.0,112336.0,112744.0,112140.0,113120.0,112104.0,112692.0,111316.0,112888.0,112300.0,110220.0,112476.0,112612.0,112644.0,113276.0,112328.0,112636.0,110216.0,113088.0,111228.0,110412.0,112316.0,113204.0,112676.0,111248.0,112720.0,111184.0,112108.0,113272.0,112772.0,112448.0,112156.0,113224.0,109976.0,113276.0,113028.0,113588.0,110692.0,113328.0,113208.0,112732.0,112372.0,113132.0,112952.0,113744.0,112616.0,111796.0,112112.0,112344.0,110400.0,112648.0,112460.0,112356.0,106696.0,112256.0,112464.0,106524.0,112380.0,112332.0,112428.0,112324.0,112236.0,112764.0,113432.0,110984.0,111860.0,112248.0,113060.0,112092.0,112280.0,112060.0,112456.0,112148.0,112372.0,113360.0
103,113068.0,111204.0,112380.0,112428.0,112252.0,112612.0,112108.0,111540.0,113088.0,112648.0,111976.0,112788.0,112412.0,112612.0,112608.0,112804.0,112740.0,112216.0,112768.0,112376.0,113012.0,112376.0,112652.0,112412.0,112572.0,112472.0,112156.0,112440.0,112940.0,112204.0,112724.0,112992.0,112196.0,112964.0,112888.0,112892.0,113128.0,111188.0,112436.0,112548.0,112464.0,111208.0,113036.0,112080.0,110500.0,113132.0,111644.0,112564.0,113148.0,108252.0,122360.0,113308.0,112264.0,112124.0,112372.0,110924.0,112012.0,112308.0,112872.0,112048.0,112496.0,112672.0,113092.0,111828.0,112864.0,111968.0,112344.0,112760.0,112148.0,113120.0,112104.0,112712.0,111324.0,112896.0,112300.0,110228.0,112476.0,112620.0,112664.0,113288.0,112348.0,112656.0,110240.0,113088.0,111228.0,110424.0,112332.0,113212.0,112684.0,111256.0,112728.0,111204.0,112116.0,113284.0,112780.0,112464.0,112164.0,113232.0,109984.0,113296.0,113040.0,113596.0,110700.0,113344.0,113220.0,112732.0,112372.0,113140.0,112964.0,113752.0,112616.0,111816.0,112128.0,112356.0,110408.0,112664.0,112480.0,112388.0,106708.0,112264.0,112480.0,106528.0,112416.0,112348.0,112448.0,112332.0,112224.0,112776.0,113440.0,110984.0,111868.0,112268.0,113072.0,112132.0,112296.0,112072.0,112476.0,112164.0,112372.0,113380.0
104,113080.0,111220.0,112396.0,112428.0,112272.0,112624.0,112132.0,111552.0,113088.0,112648.0,111984.0,112800.0,112416.0,112620.0,112608.0,112816.0,112740.0,112232.0,112768.0,112412.0,113012.0,112396.0,112688.0,112428.0,112588.0,112472.0,112152.0,112460.0,112948.0,112216.0,112724.0,113004.0,112196.0,112964.0,112884.0,112904.0,113144.0,111188.0,112448.0,112552.0,112488.0,111232.0,113044.0,112096.0,110512.0,113140.0,111644.0,112576.0,113172.0,108260.0,110600.0,113324.0,112280.0,112136.0,112384.0,110936.0,112012.0,112308.0,112892.0,112056.0,112504.0,112680.0,113092.0,111844.0,112876.0,111968.0,112356.0,112776.0,112148.0,113140.0,112116.0,112720.0,111340.0,112904.0,112320.0,110240.0,112488.0,112628.0,112672.0,113304.0,112348.0,112656.0,110240.0,113100.0,111248.0,110424.0,112336.0,113220.0,112692.0,111264.0,112736.0,111208.0,112124.0,113292.0,112780.0,112476.0,112172.0,113240.0,109984.0,113296.0,113044.0,113604.0,110708.0,113356.0,113228.0,112752.0,112388.0,113148.0,112972.0,113760.0,112636.0,111836.0,112140.0,112368.0,110416.0,112672.0,112480.0,112388.0,106724.0,112276.0,112480.0,106548.0,112416.0,112356.0,112456.0,112332.0,112232.0,113000.0,113448.0,111220.0,113364.0,112268.0,113080.0,112132.0,112296.0,112088.0,112476.0,112164.0,112384.0,113380.0
105,113088.0,111224.0,112404.0,112444.0,112272.0,112632.0,112132.0,111552.0,113108.0,112668.0,111992.0,113036.0,112428.0,112628.0,113408.0,112824.0,112756.0,112244.0,112784.0,112396.0,113028.0,125144.0,112672.0,112436.0,112600.0,112476.0,112160.0,112468.0,112956.0,112224.0,113684.0,113020.0,112212.0,112980.0,112892.0,112904.0,113156.0,111204.0,112456.0,112564.0,112488.0,111244.0,113052.0,123800.0,110520.0,113140.0,123428.0,112584.0,113180.0,108268.0,110608.0,113336.0,112292.0,112144.0,112384.0,110936.0,112028.0,112328.0,112892.0,112068.0,112512.0,112680.0,113108.0,111852.0,112876.0,111988.0,112356.0,112776.0,112168.0,113140.0,112132.0,112728.0,111344.0,112916.0,112328.0,110248.0,112496.0,112636.0,112672.0,113304.0,112356.0,112668.0,110256.0,113108.0,111248.0,110440.0,112344.0,113228.0,112700.0,111272.0,112744.0,111220.0,112132.0,113300.0,112788.0,112476.0,112180.0,113248.0,110000.0,113312.0,113044.0,113612.0,110716.0,113356.0,113228.0,112760.0,112396.0,113160.0,112972.0,113768.0,112636.0,111836.0,112140.0,112388.0,110416.0,112672.0,112496.0,112388.0,106732.0,112276.0,112496.0,106548.0,112408.0,112364.0,112456.0,112348.0,112240.0,112820.0,113448.0,111020.0,111912.0,112292.0,113088.0,112120.0,112328.0,112088.0,112500.0,112200.0,112396.0,113408.0
106,113096.0,111232.0,112412.0,112444.0,112288.0,112640.0,112148.0,111568.0,113116.0,112676.0,112000.0,112836.0,112436.0,113452.0,112648.0,112840.0,112764.0,112244.0,112784.0,112404.0,113028.0,112416.0,112680.0,112436.0,112608.0,112492.0,112168.0,113724.0,112964.0,112232.0,112756.0,113020.0,112220.0,112980.0,112900.0,112920.0,113168.0,111212.0,112456.0,112564.0,112504.0,111260.0,113060.0,112120.0,110532.0,113156.0,111668.0,112592.0,113188.0,108276.0,110608.0,113344.0,112292.0,112144.0,112400.0,110952.0,112036.0,112328.0,112908.0,112068.0,112520.0,112692.0,113116.0,111860.0,112892.0,111996.0,112372.0,112792.0,112176.0,113156.0,112132.0,112736.0,111356.0,112924.0,112328.0,110260.0,112512.0,112636.0,112692.0,113312.0,112364.0,112676.0,110256.0,113108.0,111264.0,110448.0,112352.0,113236.0,112708.0,111280.0,112752.0,111228.0,112140.0,113308.0,112796.0,112488.0,112188.0,113256.0,110000.0,113320.0,113056.0,113620.0,110724.0,113368.0,113244.0,112768.0,112404.0,113172.0,112988.0,113776.0,112656.0,111844.0,112152.0,112396.0,110432.0,112696.0,112504.0,112404.0,106748.0,112292.0,112520.0,106568.0,112416.0,112372.0,112472.0,112356.0,112252.0,112820.0,113464.0,111016.0,111896.0,112324.0,113096.0,112136.0,112328.0,112100.0,112508.0,112188.0,112396.0,113408.0
107,113104.0,111240.0,112420.0,112460.0,112296.0,112648.0,112148.0,111568.0,113124.0,112684.0,112008.0,112832.0,112960.0,112648.0,112644.0,112856.0,112764.0,112260.0,112800.0,112412.0,113044.0,112424.0,112688.0,113632.0,112616.0,112492.0,112176.0,112484.0,112980.0,124104.0,112756.0,113028.0,112228.0,112992.0,112908.0,112920.0,113180.0,111212.0,112476.0,112580.0,112504.0,121788.0,113068.0,112132.0,110544.0,113164.0,111688.0,112604.0,113196.0,108276.0,110624.0,113352.0,112308.0,112160.0,112400.0,110952.0,112036.0,112344.0,112916.0,112080.0,112528.0,112700.0,113116.0,111868.0,112892.0,112004.0,112380.0,112792.0,112184.0,113156.0,112144.0,112736.0,111356.0,112924.0,112344.0,110260.0,112512.0,112668.0,112712.0,113328.0,112372.0,112692.0,110288.0,113124.0,111272.0,110456.0,112368.0,113252.0,112724.0,111288.0,112764.0,111236.0,112164.0,113316.0,112828.0,112500.0,112204.0,113268.0,110016.0,113320.0,113084.0,113632.0,110752.0,113368.0,113244.0,112768.0,112436.0,113196.0,112988.0,113788.0,112664.0,111844.0,112164.0,112400.0,110440.0,112696.0,112504.0,112404.0,106752.0,112300.0,112512.0,106576.0,112416.0,112380.0,112696.0,112364.0,112264.0,112820.0,113464.0,111024.0,111912.0,112316.0,113104.0,112136.0,112336.0,112112.0,112508.0,112200.0,112404.0,113408.0
108,113112.0,111248.0,112432.0,112460.0,112304.0,112668.0,112184.0,111592.0,113128.0,112692.0,112020.0,112840.0,112456.0,112656.0,112652.0,112856.0,122384.0,122640.0,113916.0,112420.0,113064.0,112432.0,112696.0,112464.0,112624.0,112500.0,112176.0,112496.0,112980.0,112252.0,112776.0,113036.0,112228.0,113000.0,112916.0,112936.0,113188.0,111220.0,112484.0,112580.0,112528.0,111284.0,113076.0,112140.0,110544.0,113164.0,111688.0,112612.0,113204.0,108284.0,110624.0,113352.0,112320.0,112160.0,112608.0,110968.0,112064.0,112352.0,112916.0,112096.0,112528.0,112736.0,113156.0,111896.0,112908.0,112012.0,112380.0,112808.0,112192.0,113172.0,112184.0,112764.0,111364.0,112940.0,112364.0,110284.0,112536.0,112660.0,112708.0,113328.0,112380.0,112692.0,110280.0,113132.0,111280.0,110456.0,112368.0,113252.0,112728.0,111296.0,112772.0,111236.0,112156.0,113324.0,112820.0,112500.0,112204.0,113276.0,110024.0,113344.0,113076.0,113636.0,110740.0,113384.0,113260.0,112784.0,112420.0,113188.0,113004.0,113796.0,112676.0,111868.0,112164.0,112408.0,110448.0,112732.0,112528.0,112420.0,106764.0,112300.0,112520.0,106836.0,112432.0,112388.0,112500.0,112588.0,112272.0,112820.0,113716.0,111036.0,111912.0,112328.0,113112.0,112148.0,112344.0,113412.0,112524.0,112200.0,113312.0,113428.0
109,113120.0,111260.0,112432.0,112476.0,112320.0,112664.0,112184.0,111592.0,113140.0,112700.0,116108.0,112852.0,112468.0,112668.0,112652.0,112880.0,112796.0,112280.0,112820.0,112432.0,113060.0,112432.0,112696.0,112464.0,112636.0,112508.0,112192.0,112496.0,113000.0,112264.0,112788.0,113052.0,112244.0,113008.0,112916.0,112936.0,113200.0,111972.0,112484.0,112592.0,112532.0,111284.0,113084.0,112140.0,110552.0,113172.0,111704.0,112620.0,113212.0,108316.0,110640.0,113376.0,112332.0,112180.0,112412.0,110968.0,112064.0,112364.0,112936.0,112100.0,112544.0,112720.0,113140.0,111884.0,112908.0,112020.0,112396.0,112816.0,112200.0,113184.0,112184.0,112760.0,111380.0,112940.0,112360.0,110280.0,112536.0,112668.0,112716.0,113344.0,112396.0,112708.0,110288.0,113132.0,111280.0,110472.0,112376.0,113260.0,112736.0,111296.0,112780.0,111252.0,112164.0,113332.0,112828.0,112508.0,112212.0,113284.0,110032.0,113344.0,113076.0,113644.0,110748.0,113392.0,113260.0,112792.0,112428.0,113196.0,113012.0,113796.0,112684.0,111884.0,112180.0,112416.0,110448.0,112728.0,112528.0,112420.0,106780.0,112324.0,112528.0,106612.0,112440.0,112396.0,112500.0,112388.0,112288.0,112836.0,113492.0,111044.0,111936.0,112328.0,114380.0,112168.0,112348.0,112144.0,112524.0,112216.0,112440.0,113436.0
110,113128.0,111268.0,112444.0,112476.0,112320.0,112672.0,112184.0,111600.0,113148.0,112700.0,112032.0,112864.0,112480.0,112676.0,112668.0,112892.0,112796.0,112280.0,112820.0,123476.0,113060.0,112452.0,112712.0,112480.0,112644.0,112524.0,113452.0,112512.0,113008.0,112272.0,112788.0,113060.0,112256.0,113020.0,112936.0,112952.0,113208.0,111244.0,112500.0,112600.0,112532.0,111284.0,113092.0,112156.0,120124.0,113188.0,111716.0,112628.0,113220.0,108308.0,110640.0,113384.0,112340.0,112180.0,112428.0,110992.0,112072.0,112364.0,112936.0,112112.0,112552.0,112728.0,113140.0,111892.0,112924.0,112020.0,112396.0,112824.0,112200.0,113192.0,112172.0,112768.0,111388.0,112960.0,112360.0,110288.0,112544.0,112676.0,112716.0,113352.0,112396.0,112708.0,110296.0,113148.0,111296.0,110472.0,112384.0,113268.0,112744.0,111316.0,112788.0,111256.0,112172.0,113340.0,112836.0,112524.0,112220.0,113292.0,110032.0,113360.0,113092.0,113652.0,110756.0,113392.0,113276.0,112792.0,112436.0,113204.0,113020.0,113808.0,112692.0,111884.0,112776.0,112424.0,110464.0,112728.0,112552.0,112456.0,106792.0,112332.0,112536.0,106612.0,112664.0,112620.0,112500.0,112392.0,112296.0,112836.0,113492.0,111052.0,111936.0,112352.0,113136.0,112192.0,112356.0,112152.0,112540.0,112216.0,112432.0,113436.0
111,113136.0,111272.0,112452.0,112492.0,112336.0,112680.0,112184.0,111600.0,113156.0,112716.0,112052.0,112864.0,112488.0,112676.0,112680.0,112908.0,112812.0,112296.0,112840.0,112448.0,113072.0,112464.0,112724.0,112492.0,112656.0,112532.0,112212.0,112524.0,113016.0,112272.0,112800.0,113068.0,112256.0,113020.0,112944.0,112952.0,113224.0,111244.0,112508.0,112608.0,112544.0,111304.0,113100.0,112156.0,110576.0,113188.0,111724.0,112636.0,113236.0,108316.0,110660.0,113392.0,112352.0,112196.0,112428.0,110992.0,112072.0,112380.0,112952.0,112112.0,112552.0,112728.0,113156.0,111892.0,112924.0,112036.0,112412.0,112824.0,112216.0,113192.0,112184.0,112776.0,111388.0,112968.0,112376.0,110296.0,112552.0,112676.0,112736.0,113352.0,112404.0,112716.0,110308.0,113148.0,111304.0,110492.0,112396.0,113280.0,112756.0,111324.0,112800.0,111272.0,112184.0,113340.0,112848.0,112524.0,112232.0,113304.0,110052.0,113368.0,113104.0,113664.0,110768.0,113408.0,113284.0,112808.0,112448.0,113216.0,113028.0,113824.0,112704.0,111896.0,112188.0,113020.0,110464.0,112744.0,112560.0,112448.0,106804.0,112344.0,112544.0,106624.0,112464.0,112428.0,112516.0,112408.0,112304.0,124640.0,113508.0,111064.0,111960.0,112360.0,113144.0,112184.0,113096.0,112164.0,113736.0,112228.0,112448.0,113452.0
112,113144.0,111280.0,112460.0,112492.0,112336.0,112688.0,112200.0,111620.0,113164.0,112724.0,112052.0,112884.0,112488.0,112692.0,112680.0,112916.0,112812.0,112296.0,112840.0,112452.0,113072.0,113888.0,112720.0,112492.0,112668.0,112532.0,112224.0,112524.0,124816.0,112292.0,112840.0,113080.0,112264.0,113040.0,112956.0,112968.0,113232.0,111264.0,115812.0,112620.0,112556.0,111312.0,113116.0,112192.0,110580.0,113212.0,111736.0,112644.0,113236.0,108316.0,110660.0,113400.0,112352.0,112196.0,112440.0,111008.0,112092.0,112380.0,112960.0,112128.0,112564.0,112740.0,113168.0,111908.0,112940.0,112044.0,112424.0,112844.0,112216.0,113212.0,112184.0,112788.0,111408.0,112976.0,112376.0,110308.0,112572.0,112696.0,112736.0,113364.0,112416.0,112728.0,110316.0,113168.0,111304.0,110504.0,112404.0,113292.0,112764.0,111332.0,112808.0,111280.0,112192.0,113360.0,112848.0,112540.0,112240.0,113312.0,110052.0,113380.0,113112.0,113672.0,110768.0,113420.0,113296.0,112820.0,112456.0,113224.0,113028.0,113832.0,112704.0,111916.0,112200.0,112464.0,111212.0,112744.0,112568.0,112456.0,106804.0,112376.0,112552.0,106624.0,112476.0,112428.0,112516.0,112416.0,112316.0,112852.0,113508.0,111076.0,111960.0,112372.0,113152.0,112200.0,112384.0,112172.0,112584.0,113024.0,112456.0,125324.0
