%iowait,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
292,76.0,92.08,89.11,92.08,89.9,97.0,98.0,95.05,96.04,93.0,99.0,76.0,95.06,30.95,98.0,98.0,97.06,98.0,97.03,98.0,93.07,95.96,98.0,97.03,98.99,0.0,97.98,98.0,98.99,98.0,98.02,94.12,98.0,96.12,99.0,97.06,99.0,99.0,98.0,86.0,98.0,98.99,88.0,97.96,98.99,98.0,98.0,98.99,98.0,97.0,99.0,98.99,97.03,92.93,98.0,91.92,92.93,91.0,90.91,93.07,93.0,91.92,92.86,89.11,89.22,89.22,90.1,96.97,89.11,87.88,94.0,94.95,92.0,75.0,93.94,94.0,80.81,98.99,100.0,97.06,98.02,98.99,96.08,98.99,98.0,98.0,97.0,100.0,98.99,98.99,98.99,98.99,97.03,98.99,98.99,98.0,97.03,98.99,100.0,97.03,98.0,98.0,98.99,98.99,98.99,96.97,96.0,97.0,97.0,98.0,97.98,100.0,96.12,98.0,78.79,98.99,98.0,98.0,98.99,98.0,76.77,88.89,97.98,98.0,98.0,98.99,97.03,98.99,78.82,99.0,100.0,99.0,97.98,98.98,98.99,98.02,99.0,98.99,98.99,98.0
293,90.0,98.02,100.0,99.0,100.0,100.0,100.0,98.99,97.06,99.0,81.25,98.98,77.0,98.0,98.0,97.98,97.03,98.0,100.0,98.0,99.0,98.0,99.0,98.0,63.0,91.92,63.0,98.99,98.99,98.99,98.0,100.0,98.0,98.89,77.0,99.0,100.0,98.99,56.67,97.03,98.99,98.99,99.01,58.24,97.03,98.0,97.0,97.03,96.08,100.0,97.98,98.0,98.0,100.0,99.0,99.0,99.01,99.0,99.01,99.01,99.0,99.0,98.02,100.0,98.99,100.0,98.99,99.0,98.99,98.02,98.0,99.01,98.02,97.96,98.02,100.0,98.0,99.0,98.99,98.99,98.99,98.0,98.0,98.99,98.99,98.99,98.99,98.0,98.0,98.0,99.0,98.0,100.0,97.03,97.03,98.99,98.0,98.0,98.02,98.99,98.0,98.02,99.0,98.99,100.0,96.08,99.0,98.02,98.99,98.0,99.0,98.0,98.0,98.99,97.03,98.0,74.0,98.99,96.08,73.0,98.0,99.01,98.0,98.99,99.0,98.99,98.0,68.69,90.82,99.0,98.02,98.99,98.0,100.0,75.0,97.03,98.0,99.0,98.99,98.0
294,100.0,100.0,99.0,100.0,99.0,100.0,100.0,99.01,97.06,100.0,65.28,97.03,97.98,98.99,98.99,100.0,100.0,81.63,62.0,98.99,99.0,99.0,98.0,100.0,97.98,98.0,97.03,98.0,98.0,74.0,73.63,99.01,99.0,97.06,98.0,98.99,98.0,98.02,98.92,98.0,97.03,63.0,100.0,100.0,100.0,64.0,0.0,99.0,97.98,65.0,97.03,98.99,78.79,99.0,98.99,100.0,100.0,99.0,99.0,98.02,99.0,97.06,100.0,99.01,100.0,98.02,99.01,99.0,99.01,98.02,99.01,100.0,99.0,100.0,98.02,99.0,99.0,98.99,99.0,98.99,98.0,98.0,97.03,98.0,98.99,98.99,99.0,100.0,99.0,100.0,98.0,98.99,97.03,98.99,99.0,98.0,100.0,100.0,98.0,98.02,98.02,98.0,98.98,97.03,98.0,98.99,98.0,98.99,98.99,98.99,98.99,100.0,98.99,98.02,98.99,98.0,97.89,98.0,97.03,99.0,98.99,100.0,76.0,98.99,100.0,97.03,100.0,98.0,98.99,98.99,69.7,98.99,74.19,99.0,98.0,98.0,100.0,97.0,98.02,98.99
295,99.0,100.0,99.0,100.0,99.01,99.0,99.0,99.0,99.0,98.02,97.03,98.99,98.0,99.0,75.0,97.98,63.0,79.8,98.0,98.0,99.0,100.0,65.0,98.0,99.0,99.0,98.0,65.66,65.66,98.0,99.0,100.0,97.03,97.03,98.0,98.99,99.0,98.99,97.92,97.03,63.27,97.0,100.0,98.95,97.0,97.0,98.99,59.55,98.99,95.96,64.65,98.0,98.0,100.0,98.0,99.0,99.0,99.0,100.0,100.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.99,99.0,100.0,99.0,100.0,99.0,98.0,98.0,96.08,97.0,97.03,98.0,98.02,98.0,99.0,98.99,98.0,98.99,98.99,98.02,98.0,98.99,100.0,98.0,98.99,100.0,98.0,97.03,100.0,97.98,96.04,98.0,98.0,99.0,97.03,99.0,98.0,98.99,98.0,98.0,98.99,98.99,97.0,98.0,98.99,72.0,100.0,97.03,99.0,100.0,99.0,98.0,98.0,98.0,98.0,98.0,59.52,98.02,98.0,75.76,98.0,98.99,90.11,97.98,98.0,70.0,98.02,99.0,41.67,99.0
296,98.02,99.0,99.0,100.0,98.99,100.0,99.0,99.0,97.06,99.0,98.99,100.0,98.0,98.0,98.99,77.0,98.0,97.03,98.99,63.64,100.0,98.02,98.99,98.99,98.0,97.03,99.0,98.99,98.99,99.0,98.0,100.0,98.0,98.0,99.0,77.0,75.76,76.77,98.99,98.0,98.0,98.0,98.02,97.98,60.0,99.0,98.0,100.0,97.03,97.03,98.99,98.0,98.99,100.0,98.99,99.01,100.0,99.01,99.0,100.0,100.0,99.0,98.02,99.0,99.0,100.0,99.0,99.0,99.0,100.0,99.01,99.0,99.0,98.02,99.0,100.0,98.0,98.99,98.99,98.0,98.0,98.99,98.0,99.0,98.99,98.02,98.99,98.99,97.03,98.99,98.0,99.0,98.02,99.0,99.0,98.0,98.99,98.99,98.0,98.0,96.08,98.0,97.03,98.0,98.99,98.0,98.99,98.99,98.99,99.0,98.02,96.04,98.99,98.0,98.0,98.0,96.08,97.98,74.26,98.02,97.0,98.0,99.0,76.77,91.84,97.03,88.64,98.0,99.0,98.02,98.99,98.99,100.0,98.02,98.99,26.67,22.73,91.67,85.86,100.0
297,98.02,98.02,100.0,100.0,99.01,99.0,99.0,99.0,98.02,99.0,98.0,98.0,99.0,98.99,97.03,98.99,98.99,98.99,98.99,98.0,100.0,64.65,98.99,98.0,97.98,98.99,98.0,98.0,98.02,98.02,98.0,99.0,76.53,98.99,98.99,98.99,98.02,98.99,98.99,62.38,98.0,98.99,99.0,98.0,97.03,98.0,99.0,97.85,97.03,98.99,99.0,98.99,98.0,100.0,98.0,99.0,100.0,98.02,99.0,98.02,100.0,100.0,99.0,98.02,100.0,98.02,100.0,100.0,99.0,97.03,99.0,99.0,99.0,99.0,100.0,99.0,98.99,98.02,98.02,99.0,98.99,99.0,100.0,98.99,98.99,100.0,98.0,98.0,98.99,98.99,99.0,98.99,98.0,98.99,98.0,97.06,98.0,98.99,98.99,99.0,98.0,98.99,99.0,100.0,97.98,98.0,98.02,98.0,98.99,98.0,98.0,69.79,98.0,71.0,98.99,100.0,98.0,99.0,98.99,98.99,98.0,98.0,98.99,98.0,81.37,97.03,99.0,100.0,98.99,98.0,98.0,77.27,98.0,97.98,98.99,99.0,85.9,75.25,97.03,55.0
298,100.0,99.0,99.0,98.02,100.0,99.0,100.0,99.0,99.0,99.01,98.0,72.73,98.99,98.0,98.99,98.99,98.02,98.0,97.0,98.99,99.0,98.99,98.02,98.0,97.03,64.65,98.0,100.0,100.0,98.0,98.0,99.0,97.03,74.75,98.02,100.0,100.0,100.0,97.03,97.98,98.99,97.0,99.0,98.02,100.0,98.99,98.99,98.0,62.63,98.0,97.98,29.51,98.0,100.0,98.0,99.0,99.0,99.0,99.0,99.0,98.02,100.0,99.0,99.0,99.0,100.0,99.0,99.01,98.02,100.0,100.0,100.0,99.0,99.01,99.0,100.0,98.99,99.0,100.0,98.0,99.0,98.99,98.02,98.02,99.0,98.0,98.99,98.99,99.0,75.0,98.0,100.0,98.99,98.0,98.0,100.0,99.0,98.02,75.0,98.98,97.06,97.06,98.99,98.99,98.02,99.0,98.0,98.0,98.02,99.0,98.99,99.0,70.0,99.0,99.0,98.0,98.0,72.73,99.0,97.03,99.0,98.99,98.99,98.02,98.99,74.51,100.0,97.03,100.0,97.03,98.02,46.43,98.0,9.68,98.0,98.99,97.03,98.99,98.99,76.84
299,98.99,79.8,79.0,80.81,85.15,74.26,86.14,74.0,73.27,78.0,98.99,97.98,74.0,73.0,98.99,98.99,98.0,98.99,98.99,98.0,78.79,98.0,98.99,59.6,97.98,98.99,100.0,98.0,97.03,98.0,99.0,79.0,100.0,98.0,98.99,98.99,97.03,97.03,97.03,98.99,97.98,100.0,85.86,98.99,98.99,98.0,98.99,98.99,96.04,98.99,98.99,98.99,98.0,85.86,77.23,85.71,87.88,98.0,99.0,98.02,98.0,95.0,97.06,98.99,99.0,99.0,98.99,98.0,100.0,98.0,93.0,94.0,95.0,100.0,98.02,98.02,97.06,74.75,74.75,74.0,73.74,74.0,73.74,76.29,74.75,75.76,72.55,75.76,74.26,98.99,75.76,75.76,75.25,75.76,76.0,75.76,74.0,74.75,98.0,73.0,76.53,75.51,75.0,75.76,74.0,75.76,76.53,76.0,73.0,75.0,76.0,98.99,98.95,98.99,64.13,98.99,98.99,95.19,96.08,98.0,75.51,73.74,98.0,97.98,98.0,97.03,99.0,97.03,76.53,100.0,98.0,98.99,98.0,96.97,97.98,98.99,98.99,100.0,97.03,96.04
300,80.81,93.07,95.0,92.16,88.89,99.0,99.0,97.06,98.02,94.95,71.58,96.08,98.0,97.03,98.0,98.0,98.0,97.03,98.0,97.98,94.12,98.99,98.0,98.0,98.0,98.99,98.99,98.98,98.99,40.98,75.0,96.0,98.99,98.99,98.99,97.03,99.0,98.99,92.0,98.0,98.0,98.0,90.0,60.4,98.0,98.0,62.63,98.0,98.02,98.99,99.0,98.02,99.0,89.0,98.99,90.91,86.14,76.24,76.24,76.77,77.0,79.0,76.53,75.0,73.0,75.0,74.26,75.76,75.0,75.76,80.2,80.2,79.21,98.02,76.77,74.75,73.0,97.98,98.0,98.0,98.0,98.98,96.08,97.03,98.0,98.99,100.0,98.99,98.99,98.0,97.98,98.99,98.99,99.0,98.0,98.99,97.98,98.99,98.0,96.08,95.1,98.0,98.98,98.99,98.99,98.99,98.0,97.0,98.99,97.03,98.99,97.98,96.12,96.08,98.0,98.0,93.07,98.99,97.0,98.99,98.0,98.0,98.0,98.0,98.99,96.08,97.03,50.98,98.02,98.02,98.99,98.99,98.02,98.0,16.13,100.0,98.02,97.03,99.0,99.0
301,94.06,99.01,99.0,100.0,99.0,100.0,99.0,100.0,99.0,99.01,98.0,98.99,98.99,98.0,98.99,99.0,98.0,99.0,98.99,98.99,100.0,98.99,98.0,99.0,58.59,98.02,63.27,93.9,89.41,98.02,98.99,99.0,97.03,98.99,74.0,99.0,98.0,100.0,69.7,97.03,98.99,99.0,100.0,97.98,98.99,98.99,98.0,98.0,98.98,98.0,98.0,98.0,68.83,99.01,98.99,99.01,99.01,100.0,98.0,99.0,100.0,100.0,99.0,98.02,100.0,100.0,99.0,100.0,99.0,99.0,100.0,100.0,99.0,77.55,99.0,100.0,98.0,98.0,98.0,98.99,98.99,99.0,98.0,100.0,97.03,96.08,98.0,98.0,98.0,98.99,99.0,99.0,98.0,100.0,98.99,98.0,98.0,97.03,98.99,97.98,98.0,98.0,98.0,98.0,98.0,98.0,98.99,97.03,98.99,98.99,98.0,98.0,96.08,99.0,100.0,98.99,75.76,97.03,98.0,66.32,100.0,98.0,98.99,98.0,98.99,98.99,98.99,99.0,97.98,98.99,68.12,97.03,98.99,98.0,93.94,99.0,98.99,100.0,98.99,98.0
302,99.0,100.0,99.0,100.0,100.0,100.0,98.0,99.0,98.02,100.0,98.99,99.0,98.99,98.02,98.02,98.0,98.99,60.61,62.63,98.0,100.0,98.02,99.0,99.0,97.0,98.0,98.0,57.33,66.67,100.0,98.02,100.0,98.0,98.02,99.0,98.99,98.99,98.99,98.99,98.0,97.03,54.55,99.0,99.0,98.99,59.6,98.99,63.64,98.0,60.61,97.98,98.99,98.99,98.02,97.03,99.0,100.0,99.0,99.01,100.0,99.0,100.0,99.0,99.0,99.0,99.0,100.0,98.02,99.0,100.0,99.0,99.0,100.0,100.0,99.0,99.0,98.99,97.03,98.02,99.0,98.02,97.03,98.02,98.0,100.0,98.99,98.0,98.0,98.99,98.0,98.0,98.0,99.0,99.0,99.0,97.03,98.99,99.0,98.0,99.0,97.06,97.06,100.0,98.99,98.99,98.99,98.99,99.0,98.99,98.0,98.99,98.0,98.0,98.99,99.0,97.06,99.0,98.99,99.0,99.0,97.98,98.0,71.72,97.03,98.99,98.02,91.92,99.0,98.99,54.9,98.02,98.99,67.0,98.0,98.0,98.99,98.02,97.06,65.66,98.99
303,99.0,99.0,99.0,100.0,99.0,100.0,99.01,99.0,97.06,98.02,98.0,98.0,99.0,100.0,33.33,97.59,56.44,94.0,97.0,98.02,98.04,98.0,63.27,100.0,97.03,100.0,99.0,98.0,99.0,98.99,98.99,99.01,98.0,98.99,98.0,98.99,98.02,98.99,98.02,98.02,61.62,97.98,99.0,98.0,98.99,98.0,100.0,98.99,97.03,97.03,62.63,97.06,98.02,100.0,98.99,99.0,99.01,98.02,100.0,99.01,100.0,99.0,99.0,100.0,98.02,99.01,98.02,98.02,100.0,99.0,99.0,98.04,99.0,98.02,99.0,100.0,97.03,98.99,98.0,98.0,97.03,98.99,98.0,99.0,98.0,98.99,98.99,99.0,98.99,98.99,98.0,100.0,97.03,98.0,98.99,98.99,98.99,98.99,98.99,100.0,99.0,100.0,98.0,98.99,98.0,98.02,98.99,98.98,98.99,98.0,98.99,98.99,96.08,98.0,97.03,71.43,96.94,97.03,88.12,98.0,98.99,99.0,99.0,90.91,96.0,97.03,80.0,99.0,99.0,97.03,100.0,98.0,98.0,100.0,98.0,71.0,86.0,70.41,97.03,98.0
304,100.0,99.0,97.06,100.0,99.01,100.0,99.0,100.0,99.01,98.02,98.0,98.0,98.0,98.02,81.82,78.79,98.0,99.0,98.99,62.0,99.0,98.99,98.0,97.03,97.03,98.99,99.0,100.0,98.0,98.02,98.0,98.99,98.0,98.0,99.0,73.74,74.49,74.0,98.99,97.03,97.0,98.99,100.0,98.99,61.0,100.0,97.0,98.0,97.98,98.0,98.99,100.0,98.0,100.0,97.98,99.0,99.0,99.0,99.0,98.99,100.0,99.0,99.0,99.0,100.0,100.0,99.0,99.0,99.0,100.0,99.0,99.0,99.0,99.0,100.0,98.04,98.99,99.0,99.0,98.99,100.0,98.0,98.99,98.99,98.0,98.02,98.0,98.99,99.0,98.99,98.99,98.0,98.02,98.0,98.99,98.0,98.02,98.0,99.0,96.08,98.0,98.99,98.0,98.0,98.02,98.99,98.0,98.02,98.0,98.99,99.0,80.81,98.99,83.84,98.99,98.99,98.99,100.0,78.22,98.0,98.0,98.0,98.98,74.47,71.76,98.99,98.02,98.0,98.0,99.0,98.02,95.96,99.0,97.03,98.99,98.0,81.82,99.0,98.99,70.71
305,99.0,100.0,98.02,99.01,98.0,100.0,99.0,98.02,97.03,98.04,98.0,92.31,97.03,98.0,98.0,97.0,98.0,98.99,97.03,98.98,99.0,62.63,99.0,95.79,98.98,98.02,98.0,97.03,99.0,97.03,98.02,99.01,75.51,99.0,98.99,100.0,98.0,100.0,98.98,58.59,98.99,98.0,100.0,98.0,98.99,98.0,98.99,98.99,98.0,98.99,98.0,97.03,98.99,99.0,99.0,99.0,100.0,100.0,99.0,99.01,99.0,100.0,99.0,99.01,99.0,100.0,99.0,100.0,99.0,100.0,99.0,100.0,99.01,99.0,98.02,100.0,97.03,98.0,98.0,97.03,96.08,99.0,97.03,98.99,98.0,98.0,99.0,98.99,98.99,75.25,98.0,98.99,98.99,98.99,98.0,98.0,98.99,98.99,76.0,99.0,98.0,98.0,98.99,98.0,98.99,98.0,98.99,98.0,99.0,98.0,98.99,86.87,85.15,84.21,100.0,98.02,97.98,88.0,98.99,98.99,98.0,97.03,99.0,98.99,100.0,98.15,99.0,98.99,98.02,99.0,98.99,69.47,97.98,68.69,98.0,97.03,99.0,98.99,98.02,97.06
306,98.02,99.0,99.0,98.0,100.0,100.0,100.0,99.01,99.01,100.0,98.0,74.0,92.45,93.75,98.99,98.99,98.02,98.99,98.0,98.99,100.0,98.99,98.0,60.27,97.03,63.27,98.99,98.02,98.99,100.0,98.0,99.0,98.99,73.74,98.0,98.0,99.0,98.99,98.99,97.03,98.99,97.0,100.0,98.99,98.99,98.0,97.03,98.0,55.56,97.03,98.99,77.55,100.0,99.0,64.56,100.0,100.0,99.01,99.0,99.0,99.0,99.0,98.02,99.0,100.0,100.0,99.0,99.0,100.0,99.0,99.0,98.02,98.99,100.0,99.0,98.04,98.0,71.72,74.0,74.75,73.74,74.75,75.0,74.75,73.27,75.0,74.75,75.0,75.76,98.0,74.75,74.0,76.0,75.25,75.25,73.27,74.26,76.53,98.98,75.25,74.26,75.76,75.76,74.49,75.25,75.0,75.0,76.77,75.76,75.0,75.0,97.03,82.0,97.03,87.0,98.0,98.99,80.81,97.03,98.0,72.73,92.11,98.0,98.0,98.99,72.94,98.99,99.0,65.0,98.99,98.99,98.0,100.0,98.99,99.0,100.0,98.99,98.99,100.0,100.0
307,98.02,69.7,67.33,68.0,67.0,63.37,79.0,64.29,60.78,69.0,95.52,97.0,73.27,79.8,98.02,98.99,98.99,98.0,96.04,96.08,70.0,98.0,98.0,99.0,35.0,98.0,95.74,100.0,100.0,78.0,98.0,70.71,98.99,98.99,94.79,97.06,98.02,100.0,99.0,99.0,97.0,98.99,74.0,98.0,98.02,98.0,98.98,98.0,98.99,98.99,97.98,98.0,98.99,74.0,99.0,72.73,75.0,75.51,76.77,75.76,72.0,67.68,66.0,67.68,64.65,65.66,63.0,68.0,61.62,63.64,66.67,69.7,69.31,100.0,75.25,76.53,72.0,98.99,98.99,96.08,98.0,98.0,98.0,98.0,98.0,98.99,98.0,98.99,98.99,98.99,98.0,98.02,98.0,98.02,98.99,98.0,98.0,96.08,98.02,98.98,98.0,97.03,97.03,97.03,98.98,97.03,98.02,98.0,100.0,100.0,98.99,97.0,98.02,100.0,79.21,98.99,95.05,97.03,98.99,100.0,99.0,0.0,98.0,98.02,98.99,99.0,98.99,74.75,89.11,99.0,98.99,98.0,99.0,98.0,67.33,98.99,98.0,98.0,98.0,98.99
308,66.34,98.99,100.0,99.0,99.0,100.0,99.0,98.02,98.99,98.99,19.05,98.0,96.0,98.0,100.0,100.0,97.03,97.98,94.79,98.98,97.06,100.0,98.02,98.0,100.0,100.0,44.83,98.02,98.0,96.97,75.51,98.02,99.0,99.0,77.17,98.0,98.0,97.98,72.73,96.08,98.0,95.83,100.0,62.24,98.99,97.73,57.0,98.0,99.0,93.75,98.99,100.0,97.94,99.0,98.0,99.0,99.0,99.0,98.99,98.99,98.99,99.0,98.02,99.0,99.01,98.02,99.0,98.02,100.0,99.0,100.0,99.0,98.99,76.53,98.99,98.02,98.99,98.0,98.0,98.0,100.0,98.99,97.0,98.0,98.99,98.0,98.99,98.99,99.0,100.0,98.0,97.98,98.99,98.99,98.99,98.99,98.0,98.99,98.99,98.99,98.0,98.0,100.0,99.0,97.06,100.0,98.99,98.99,96.04,98.0,100.0,99.0,98.0,96.15,98.02,98.99,65.93,98.99,98.0,73.02,97.98,86.0,98.0,98.0,97.03,98.99,100.0,96.97,100.0,98.99,94.0,96.08,98.0,99.0,99.0,98.99,100.0,97.03,100.0,98.99
309,98.99,99.01,100.0,99.0,98.02,98.02,99.0,100.0,99.0,100.0,89.11,98.99,98.0,99.0,97.06,98.99,100.0,45.21,16.28,100.0,99.0,98.0,94.74,98.02,99.0,98.02,100.0,78.57,77.78,100.0,98.0,100.0,97.98,98.99,99.0,98.0,98.0,98.02,83.33,98.0,95.79,53.25,100.0,98.99,98.0,53.33,97.03,99.0,98.0,51.9,95.79,98.0,65.0,99.0,97.98,98.02,99.0,100.0,100.0,99.01,100.0,100.0,99.01,100.0,98.99,100.0,99.0,99.0,99.0,99.0,98.99,99.0,100.0,99.0,100.0,100.0,98.0,98.02,98.99,98.0,97.03,98.02,98.99,99.0,100.0,97.03,98.99,98.0,98.99,98.0,100.0,98.02,98.0,98.0,98.0,98.02,98.0,100.0,96.08,100.0,99.0,98.99,98.02,98.99,98.99,98.0,98.99,98.99,99.0,98.99,98.0,97.0,98.0,97.03,97.0,98.0,96.77,98.99,98.0,88.0,99.0,98.0,94.23,98.0,98.02,99.0,89.04,98.99,97.03,75.0,65.66,100.0,94.59,98.99,98.0,97.06,98.0,98.0,61.4,97.03
310,100.0,98.02,99.0,100.0,100.0,100.0,99.0,100.0,98.02,98.0,98.0,98.99,98.0,98.99,76.0,74.75,66.67,92.75,98.0,93.68,99.0,98.0,17.95,98.99,97.06,98.0,98.99,85.0,85.0,98.02,100.0,98.0,98.0,98.99,99.0,94.85,94.79,97.73,100.0,97.03,52.5,99.0,100.0,98.99,98.94,98.99,98.99,61.62,97.98,98.0,70.83,98.0,98.0,98.04,98.0,99.0,100.0,98.04,100.0,100.0,99.0,99.0,98.99,98.02,100.0,100.0,99.0,99.0,100.0,99.0,100.0,98.02,98.99,100.0,98.02,99.0,98.02,98.0,98.02,98.0,98.0,98.99,97.06,97.03,97.0,98.99,98.0,98.99,98.99,98.98,97.03,98.99,98.02,98.99,98.99,98.99,98.99,97.03,100.0,97.03,97.03,99.0,98.0,98.0,98.0,98.02,97.03,98.0,98.0,98.0,98.99,98.0,97.03,98.0,98.99,65.71,98.0,98.0,98.92,99.0,97.98,98.99,0.0,97.87,98.99,97.98,81.82,99.0,98.99,96.0,99.0,98.0,74.75,98.0,98.99,30.3,97.87,69.23,75.0,98.99
311,99.0,100.0,99.0,99.0,98.02,99.01,100.0,99.0,97.09,98.04,98.0,98.99,98.98,99.0,100.0,99.0,98.0,98.0,100.0,20.45,99.0,37.31,99.0,98.02,98.0,98.0,97.06,98.02,98.0,98.99,98.0,98.04,95.83,98.0,97.03,76.6,76.6,79.8,98.0,94.79,100.0,98.99,98.02,98.99,50.63,98.02,98.99,97.98,98.0,98.99,99.0,99.0,98.99,100.0,98.99,99.0,100.0,99.0,99.0,99.0,98.02,100.0,99.01,100.0,98.99,100.0,100.0,100.0,100.0,100.0,99.0,99.01,99.01,100.0,99.0,100.0,97.98,97.03,100.0,98.99,98.0,98.99,98.99,98.0,97.06,98.0,99.0,99.0,98.0,97.06,100.0,98.99,98.98,98.0,98.99,98.0,97.03,98.0,98.99,98.02,100.0,98.99,98.99,100.0,98.02,98.0,98.99,98.99,100.0,98.0,98.0,86.14,98.99,96.55,98.99,94.95,100.0,98.99,43.4,98.99,98.0,98.99,83.17,73.26,72.73,98.02,98.99,98.99,98.02,98.99,98.0,96.08,98.0,98.0,98.0,94.95,17.86,72.73,98.0,91.89
312,99.0,99.0,99.0,99.0,100.0,99.0,99.0,97.06,100.0,98.99,98.0,71.43,98.0,98.99,97.06,100.0,100.0,97.06,97.03,100.0,100.0,98.0,99.0,98.99,100.0,96.81,98.0,100.0,100.0,99.0,97.0,99.0,75.79,97.92,98.0,97.03,98.02,98.99,97.03,50.0,98.0,98.99,99.0,98.0,98.0,98.99,97.98,99.0,96.84,98.99,97.03,98.0,100.0,100.0,98.0,98.02,100.0,99.0,99.0,100.0,100.0,99.0,99.0,98.02,99.01,100.0,100.0,98.04,99.01,100.0,100.0,98.99,100.0,98.04,98.02,99.0,98.99,98.0,98.0,98.99,100.0,98.0,98.99,99.0,97.03,98.02,98.99,98.0,98.99,98.99,99.0,98.0,98.02,98.99,99.0,97.03,98.0,98.02,97.98,98.0,98.99,98.0,98.0,99.0,98.0,98.99,98.0,99.0,98.0,98.99,98.0,83.13,83.78,78.0,95.19,99.0,98.0,94.79,99.0,100.0,98.99,98.0,98.98,100.0,97.0,98.99,98.02,98.02,99.0,98.99,98.99,61.11,98.99,58.33,100.0,98.99,93.94,98.0,100.0,57.14
313,99.0,99.0,99.0,100.0,99.0,99.0,99.0,100.0,97.09,100.0,99.0,98.0,64.65,77.55,98.99,97.03,98.0,98.0,98.99,98.99,100.0,98.02,98.99,95.0,98.99,46.3,98.99,98.02,98.0,98.99,98.02,100.0,98.99,75.27,100.0,98.0,100.0,98.02,98.0,98.0,98.02,98.02,99.01,97.5,97.06,98.99,97.03,98.99,61.9,98.02,100.0,75.0,98.99,99.0,97.98,99.01,100.0,99.0,99.0,98.02,100.0,100.0,100.0,99.0,98.99,98.02,99.01,98.99,100.0,100.0,100.0,100.0,99.0,99.0,99.01,98.02,97.03,96.0,96.97,97.03,97.0,97.98,96.04,98.98,98.0,97.0,97.0,97.98,98.0,74.0,98.99,98.0,98.99,99.0,98.0,98.99,97.98,97.98,71.29,98.98,97.0,96.04,97.98,97.98,95.1,97.03,98.0,97.0,98.02,97.03,98.02,98.02,84.16,98.99,93.62,98.0,97.03,73.47,98.99,98.0,89.8,100.0,100.0,98.99,100.0,73.0,98.99,98.99,73.47,97.06,98.99,54.35,96.04,93.1,98.0,98.0,98.0,99.0,98.99,99.0
314,99.0,94.0,95.92,95.96,95.05,85.86,85.0,85.15,87.88,92.08,98.99,98.99,98.99,98.99,100.0,100.0,97.98,98.0,98.02,98.02,92.16,99.0,98.0,66.67,77.0,98.02,98.02,98.99,99.0,75.51,95.74,93.94,98.99,98.99,98.0,99.0,100.0,98.0,99.0,98.99,97.98,98.99,100.0,78.0,98.99,98.02,98.02,97.98,100.0,98.0,98.0,100.0,98.99,97.03,77.78,98.0,98.02,98.99,100.0,98.0,98.02,96.97,94.0,95.05,97.98,95.0,91.92,90.2,94.95,94.0,93.0,93.94,93.94,100.0,96.0,98.0,97.96,71.29,72.28,70.71,69.61,73.0,71.72,72.0,72.0,75.51,74.75,75.0,76.0,98.99,75.51,75.25,75.76,74.75,75.76,76.77,69.0,71.72,98.99,72.0,72.0,71.72,72.73,72.73,73.0,72.82,75.76,75.76,77.55,76.77,73.47,98.99,100.0,98.99,46.0,98.02,98.99,98.39,98.99,98.99,31.43,64.0,98.0,98.02,98.0,98.0,99.0,94.23,98.02,100.0,98.99,98.99,99.0,99.0,62.07,99.0,98.99,98.99,98.0,98.0
