stat_bytes_used,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
119,304604618752,305253486592,296979070976,283633315840,301780180992,327119532032,230390206464,325779681280,294847696896,334582738944,256911831040,290103390208,282677735424,335685910528,353782943744,267459239936,290714816512,263173808128,342012321792,301173899264,285257834496,287507132416,322218676224,330233548800,289293963264,270974599168,296931479552,377328582656,276357394432,317346062336,269532000256,274423185408,301303345152,318074789888,307480084480,294184202240,287016800256,346436648960,342332936192,264127107072
120,304604618752,305253486592,296979070976,283633315840,301780180992,327119532032,230390206464,325779681280,294847696896,334582738944,256911831040,290103390208,282677735424,335685910528,353782943744,267459239936,290714816512,263173808128,342012321792,301173899264,285257834496,287507132416,322208071680,330233548800,289293963264,270974599168,296931479552,377322749952,276357394432,317346062336,269532000256,274423185408,301303345152,318074789888,307480084480,294184202240,287016800256,346436648960,342332936192,264116191232
121,304604618752,305253486592,296979070976,283633315840,301780180992,327119532032,230390206464,325779681280,294847696896,334582738944,256911831040,290105487360,282679832576,335685910528,353782943744,267459215360,290714816512,263173808128,342012321792,301173899264,285259960320,287507132416,322208071680,330233548800,289293963264,270974599168,296931479552,377322749952,276357394432,317346062336,269532000256,274423185408,301303345152,318074789888,307480084480,294184202240,287016800256,346436648960,342332936192,264116191232
122,304605646848,305253486592,296979070976,283633315840,301780180992,327120560128,230390206464,325779681280,294847696896,334584864768,256911831040,290105487360,282679832576,335686582272,353782943744,267459215360,290716942336,263173808128,342012321792,301173899264,285259960320,287507132416,322208071680,330234597376,289293963264,270974599168,296931479552,377322749952,276359491584,317346062336,269532000256,274423185408,301303345152,318074789888,307480084480,294184202240,287016800256,346436648960,342332936192,264116191232
123,304605646848,305257717760,296979070976,283633315840,301780180992,327120560128,230390206464,325779652608,294847696896,334584864768,256911831040,290105487360,282679832576,335686582272,353782943744,267459215360,290716942336,263173808128,342012321792,301176025088,285259960320,287507132416,322208071680,330234597376,289293963264,270974599168,296931479552,377322749952,276359491584,317346062336,269532000256,274423185408,301303345152,318074789888,307480084480,294184202240,287016800256,346436648960,342332936192,264116191232
124,304605646848,305257717760,296979070976,283626659840,301780180992,327120560128,230390206464,325779652608,294841057280,334584864768,256911831040,290105487360,282679832576,335686582272,353782943744,267459215360,290716942336,263173808128,342012321792,301175996416,285259960320,287507132416,322208555008,330234597376,289287057408,270974599168,296931479552,377324822528,276359491584,317346062336,269532000256,274427379712,301303345152,318074789888,307480059904,294184202240,287017283584,346436648960,342332936192,264116191232
125,304605646848,305257717760,296983265280,283626659840,301780180992,327120560128,230390206464,325779652608,294841057280,334584864768,256911831040,290105487360,282679832576,335686582272,353782943744,267461341184,290716913664,263173808128,342012321792,301175996416,285259960320,287508185088,322208555008,330234597376,289287057408,270974599168,296931479552,377324822528,276359491584,317346062336,269532000256,274427379712,301303345152,318074789888,307480059904,294184202240,287017283584,346436648960,342332936192,264117223424
126,304605646848,305257717760,296983265280,283627204608,301780180992,327120560128,230390206464,325779652608,294841057280,334584864768,256911831040,290105487360,282679832576,335679254528,353782943744,267461341184,290716913664,263173808128,342012321792,301175996416,285259960320,287508185088,322208555008,330234597376,289287319552,270974599168,296931479552,377324822528,276359491584,317346062336,269532000256,274427379712,301303345152,318075842560,307480059904,294184202240,287017283584,346436648960,342332936192,264117223424
127,304605646848,305257717760,296983265280,283627204608,301780180992,327120560128,230390206464,325779652608,294841057280,334584864768,256911831040,290105487360,282679832576,335679254528,353782943744,267461341184,290716913664,263173808128,342012321792,301175996416,285259931648,287508185088,322208555008,330234597376,289287319552,270978793472,296931479552,377324822528,276359491584,317346062336,269532000256,274427379712,301303345152,318075842560,307480059904,294188396544,287018332160,346436648960,342332936192,264117223424
128,304605646848,305257717760,296983265280,283627204608,301782306816,327120560128,230390206464,325779652608,294841561088,334584836096,256911831040,290105487360,282679832576,335679254528,353782943744,267461341184,290716913664,263173808128,342012321792,301175996416,285259931648,287508185088,322209628160,330234597376,289287319552,270978793472,296931479552,377324822528,276359491584,317346062336,269532000256,274427379712,301303345152,318075842560,307482185728,294188396544,287018332160,346436648960,342332936192,264117223424
129,304605646848,305257717760,296983265280,283627204608,301782306816,327120560128,230394437632,325779652608,294841561088,334584836096,256912617472,290105487360,282679832576,335679254528,353782943744,267461312512,290716913664,263173808128,342012321792,301175996416,285259931648,287508160512,322209628160,330234597376,289287319552,270978793472,296931479552,377324822528,276359491584,317346062336,269532000256,274427379712,301303345152,318077915136,307482185728,294188396544,287018332160,346440880128,342332936192,264117223424
130,304605646848,305257717760,296983265280,283627204608,301782306816,327120560128,230394437632,325779652608,294841561088,334584836096,256912617472,290105487360,282679832576,335679254528,353782943744,267461312512,290716913664,263173808128,342012321792,301175996416,285259931648,287508160512,322209628160,330234597376,289287843840,270978793472,296931479552,377324822528,276359491584,317346062336,269533097984,274427379712,301303345152,318077915136,307482185728,294188396544,287018332160,346440880128,342332936192,264117223424
131,304607744000,305257717760,296983265280,283628257280,301782306816,327120560128,230394437632,325779652608,294841561088,334584836096,256912617472,290105487360,282679832576,335680851968,353782943744,267461312512,290716913664,263173808128,342012321792,301175996416,285259931648,287508160512,322209603584,330234597376,289287843840,270978793472,296931479552,377324822528,276359491584,317350256640,269533097984,274427379712,301303345152,318077915136,307482185728,294188396544,287018332160,346440843264,342333771776,264117223424
132,304607744000,305257717760,296983265280,283628257280,301782306816,327122685952,230394437632,325779652608,294841561088,334584836096,256912617472,290105487360,282679832576,335680851968,353784041472,267461312512,290716913664,263173808128,342012321792,301175996416,285259931648,287508160512,322209603584,330236723200,289287843840,270978793472,296931479552,377324822528,276359491584,317350256640,269533097984,274427379712,301303345152,318077915136,307482185728,294188396544,287018332160,346440843264,342333771776,264117223424
133,304607744000,305257680896,296983265280,283628257280,301782278144,327122685952,230394437632,325779652608,294841561088,334584836096,256906772480,290105487360,282679832576,335680851968,353784041472,267461312512,290716913664,263173808128,342012321792,301175996416,285259931648,287508160512,322209603584,330236723200,289287843840,270978793472,296931479552,377324822528,276359491584,317350256640,269525889024,274427379712,301304463360,318077915136,307482185728,294188396544,287020457984,346440843264,342333771776,264117198848
134,304607744000,305257680896,296983265280,283628257280,301782278144,327122685952,230394437632,325779652608,294842634240,334584836096,256906772480,290105487360,282679832576,335680851968,353784041472,267461312512,290716913664,263173808128,342012321792,301175996416,285259931648,287508160512,322211729408,330236694528,289288871936,270978793472,296931479552,377324822528,276359491584,317350256640,269525889024,274427379712,301304463360,318077915136,307482157056,294188396544,287020457984,346440843264,342333771776,264117198848
135,304607744000,305257680896,296983265280,283628257280,301782278144,327122685952,230394437632,325779652608,294842634240,334584836096,256906772480,290105487360,282679832576,335680851968,353776812032,267461312512,290716913664,263173808128,342012321792,301175996416,285259931648,287508160512,322211729408,330236694528,289288871936,270978793472,296931479552,377324822528,276359491584,317350256640,269525889024,274427379712,301304463360,318077915136,307482157056,294188396544,287020457984,346440843264,342327881728,264117198848
136,304607744000,305257680896,296983265280,283628257280,301782278144,327122685952,230394437632,325779652608,294842609664,334584836096,256906772480,290105487360,282679832576,335680827392,353777885184,267461312512,290716913664,263173808128,342006243328,301175996416,285264162816,287510257664,322211729408,330236694528,289288871936,270978793472,296932155392,377324822528,276363685888,317350256640,269525889024,274427379712,301304463360,318077915136,307482157056,294188396544,287020457984,346440843264,342327881728,264117198848
137,304607744000,305257680896,296983265280,283628232704,301782278144,327122685952,230394400768,325779652608,294842609664,334589067264,256906772480,290105487360,282679832576,335680827392,353777885184,267461312512,290716913664,263173808128,342006243328,301175996416,285264162816,287510257664,322211729408,330236694528,289288871936,270978793472,296932155392,377324822528,276363685888,317350256640,269525889024,274427379712,301297254400,318077915136,307482157056,294188396544,287020429312,346440843264,342327881728,264117198848
138,304607744000,305257680896,296983265280,283628232704,301782278144,327122685952,230394400768,325779652608,294842609664,334589067264,256906747904,290109718528,282679832576,335680827392,353777885184,267461312512,290716913664,263173808128,342007296000,301175996416,285264162816,287510257664,322211729408,330236694528,289288871936,270978793472,296932155392,377324822528,276363685888,317350256640,269525889024,274427379712,301297254400,318077915136,307482157056,294188396544,287020429312,346440843264,342327881728,264117198848
139,304607744000,305257680896,296983265280,283628232704,301782278144,327122685952,230394400768,325783883776,294842609664,334589067264,256906747904,290109718528,282684026880,335680827392,353777885184,267461312512,290716913664,263161643008,342007296000,301175996416,285264162816,287510257664,322211729408,330236694528,289288871936,270978793472,296920788992,377324822528,276363685888,317350256640,269525889024,274427379712,301297254400,318077915136,307482157056,294188396544,287020429312,346440843264,342327881728,264117198848
140,304607744000,305257680896,296983265280,283628232704,301782278144,327122685952,230394400768,325783883776,294842609664,334589067264,256906747904,290109718528,282684026880,335680827392,353777885184,267461312512,290716913664,263161643008,342007296000,301180227584,285264125952,287510257664,322211729408,330236694528,289288871936,270978793472,296920788992,377324822528,276363685888,317350256640,269525889024,274427379712,301297254400,318077915136,307482157056,294188396544,287020429312,346440843264,342327857152,264119296000
141,304607744000,305257680896,296983265280,283628232704,301782278144,327122685952,230394400768,325783883776,294844706816,334589067264,256908845056,290109718528,282684026880,335680827392,353777885184,267461312512,290716913664,263161643008,342007250944,301180227584,285264125952,287510257664,322211729408,330236694528,289288871936,270978793472,296920788992,377324822528,276363685888,317350256640,269526917120,274427379712,301297254400,318077915136,307482157056,294188396544,287020429312,346440843264,342327857152,264119296000
142,304607744000,305257680896,296983265280,283628232704,301786472448,327126888448,230394400768,325783883776,294844706816,334589030400,256908845056,290109681664,282684026880,335680827392,353777885184,267461312512,290716913664,263161643008,342007250944,301180227584,285264125952,287510257664,322211700736,330236694528,289290997760,270978793472,296922365952,377324822528,276363685888,317350256640,269526917120,274427379712,301297213440,318077915136,307482157056,294188396544,287020429312,346440843264,342327857152,264119296000
143,304611975168,305257680896,296983265280,283628232704,301786472448,327126888448,230394400768,325783883776,294844706816,334589030400,256908845056,290109681664,282684026880,335682924544,353779986432,267461312512,290716913664,263161643008,342007250944,301180190720,285264125952,287510257664,322211700736,330236694528,289290997760,270978793472,296922365952,377324822528,276363685888,317350256640,269526917120,274427379712,301297213440,318077915136,307486388224,294188396544,287020429312,346440843264,342329982976,264119296000
144,304611975168,305257680896,296983265280,283628232704,301786472448,327126888448,230394400768,325783846912,294844706816,334589030400,256908845056,290109681664,282684026880,335682924544,353779986432,267461312512,290721107968,263161643008,342007250944,301180190720,285264125952,287510257664,322211700736,330236694528,289290969088,270978793472,296922365952,377324822528,276363685888,317350256640,269526917120,274427379712,301297213440,318077915136,307486388224,294188396544,287020429312,346440843264,342329982976,264119296000
145,304611975168,305257680896,296983265280,283630329856,301786472448,327126888448,230394400768,325783846912,294844706816,334589030400,256908845056,290109681664,282684026880,335682924544,353779986432,267461312512,290721107968,263163219968,342007250944,301180190720,285264125952,287510257664,322211700736,330236694528,289290969088,270978793472,296922365952,377324822528,276363685888,317350256640,269526917120,274427379712,301297213440,318077915136,307486388224,294188396544,287020429312,346440843264,342329982976,264119296000
146,304611975168,305257680896,296972505088,283630329856,301786472448,327126888448,230394400768,325783846912,294844706816,334589030400,256908845056,290109681664,282684026880,335682924544,353779986432,267461312512,290721107968,263163219968,342009376768,301180190720,285264125952,287510257664,322211700736,330236694528,289290969088,270978793472,296922365952,377329053696,276363685888,317350256640,269529042944,274427379712,301300391936,318082109440,307486388224,294188396544,287020429312,346440843264,342329982976,264119296000
147,304611975168,305257680896,296972505088,283630329856,301786472448,327126888448,230394400768,325783846912,294844706816,334589030400,256908845056,290109681664,282684026880,335682924544,353779986432,267461312512,290721107968,263163219968,342009348096,301180190720,285264125952,287510257664,322211700736,330240888832,289290969088,270978793472,296922365952,377329053696,276363685888,317350256640,269529042944,274427379712,301300391936,318082109440,307486351360,294188396544,287020429312,346440843264,342329954304,264119296000
148,304611938304,305257680896,296972505088,283630329856,301786472448,327126851584,230394400768,325783846912,294844706816,334589030400,256908845056,290109681664,282684026880,335682924544,353779957760,267465506816,290721107968,263163219968,342009348096,301180190720,285264125952,287510257664,322215931904,330240888832,289290969088,270978793472,296922365952,377329053696,276363685888,317350256640,269529042944,274427379712,301300391936,318082109440,307486351360,294188396544,287020429312,346440843264,342329954304,264119296000
149,304611938304,305257680896,296972505088,283630329856,301786472448,327126851584,230394400768,325783846912,294844706816,334589030400,256908845056,290109681664,282684026880,335682924544,353779957760,267465506816,290721107968,263163219968,342009348096,301180190720,285264125952,287510257664,322215931904,330240888832,289290969088,270978793472,296922365952,377329053696,276363685888,317350256640,269529042944,274427379712,301300391936,318082109440,307486351360,294188396544,287020429312,346440843264,342329954304,264119296000
150,304611938304,305251573760,296973008896,283630329856,301786472448,327126851584,230394400768,325783846912,294844706816,334589030400,256908845056,290109681664,282684026880,335682924544,353779957760,267465506816,290721107968,263163219968,342009348096,301180190720,285264125952,287510257664,322215931904,330240888832,289290969088,270978793472,296922365952,377329053696,276363685888,317350264832,269529042944,274417164288,301300391936,318082109440,307486351360,294182285312,287024660480,346440843264,342329954304,264119296000
151,304611938304,305251573760,296973008896,283630329856,301786472448,327126851584,230394400768,325783846912,294844706816,334589030400,256908845056,290109681664,282684026880,335682924544,353779957760,267465506816,290721107968,263163219968,342009348096,301180190720,285264125952,287510257664,322215895040,330240888832,289290969088,270978793472,296922365952,377329852416,276363685888,317350264832,269529014272,274417164288,301300359168,318082109440,307486351360,294182285312,287024660480,346440843264,342329954304,264119296000
152,304611938304,305251573760,296973008896,283630329856,301786472448,327126851584,230394400768,325783846912,294844706816,334589030400,256908845056,290109681664,282684026880,335682924544,353779957760,267465506816,290721107968,263163195392,342009348096,301180190720,285264125952,287514488832,322215895040,330240888832,289290969088,270978793472,296924467200,377326510080,276363685888,317350264832,269529014272,274417164288,301300359168,318082109440,307486351360,294182285312,287024660480,346434707456,342329954304,264119296000
153,304611938304,305251553280,296973008896,283630329856,301786472448,327126851584,230394400768,325783846912,294844706816,334589030400,256908845056,290109681664,282684026880,335682924544,353779957760,267465506816,290721107968,263163195392,342009348096,301180190720,285264125952,287514451968,322215895040,330240888832,289290969088,270978793472,296924467200,377326510080,276363685888,317350264832,269529014272,274417164288,301300359168,318082109440,307486351360,294182285312,287024660480,346434707456,342329954304,264119296000
154,304611938304,305251553280,296974082048,283630329856,301786472448,327126851584,230394400768,325776777216,294844706816,334589030400,256908845056,290109681664,282684026880,335682924544,353779957760,267465506816,290721107968,263163195392,342009348096,301180190720,285264125952,287514451968,322215895040,330240888832,289290969088,270972149760,296924467200,377326510080,276363685888,317350264832,269529014272,274417164288,301300359168,318082109440,307486351360,294182285312,287024660480,346434707456,342329954304,264119296000
155,304611938304,305251553280,296974082048,283630329856,301786472448,327126851584,230394400768,325776945152,294844706816,334589030400,256908845056,290109681664,282684026880,335682924544,353779957760,267465506816,290721107968,263163195392,342009348096,301180190720,285264125952,287514451968,322215895040,330240888832,289290969088,270972149760,296924467200,377331376128,276363685888,317343621120,269529014272,274417143808,301300359168,318082109440,307486351360,294183337984,287024623616,346434707456,342329954304,264119296000
156,304611938304,305252626432,296974082048,283630329856,301786472448,327126851584,230394400768,325776945152,294844706816,334589030400,256908845056,290109681664,282684026880,335682924544,353779957760,267465506816,290721107968,263163195392,342009348096,301180190720,285264125952,287514451968,322215895040,330240888832,289290969088,270972149760,296924467200,377331376128,276363685888,317343621120,269529014272,274417143808,301300359168,318082109440,307486351360,294183337984,287024623616,346434707456,342329954304,264119296000
157,304611938304,305252626432,296974082048,283630329856,301786472448,327126851584,230387511296,325776945152,294848937984,334589030400,256908845056,290109681664,282684026880,335687155712,353779957760,267465506816,290721107968,263165321216,342009348096,301180190720,285264125952,287514451968,322215895040,330240888832,289290969088,270972674048,296924467200,377331376128,276363685888,317343621120,269529014272,274417143808,301300359168,318082109440,307486351360,294183337984,287024623616,346434707456,342329954304,264119296000
158,304611938304,305252626432,296974057472,283634524160,301786472448,327126851584,230387511296,325776945152,294848937984,334582132736,256908845056,290109681664,282684026880,335687155712,353779957760,267465506816,290721107968,263165321216,342009348096,301180190720,285264125952,287514451968,322215895040,330240888832,289290969088,270972674048,296924467200,377331376128,276356780032,317343621120,269529014272,274417143808,301300359168,318082109440,307486351360,294183337984,287024623616,346435756032,342329954304,264123527168
159,304611938304,305252626432,296974057472,283634524160,301786472448,327126851584,230387511296,325777731584,294848937984,334582132736,256908845056,290109681664,282684026880,335687155712,353779957760,267465506816,290721107968,263165321216,342009348096,301180190720,285264125952,287514451968,322215895040,330240888832,289295200256,270972674048,296924467200,377331376128,276356780032,317345198080,269529014272,274417143808,301300359168,318082109440,307486351360,294183337984,287024623616,346435756032,342334185472,264123527168
160,304611938304,305252626432,296974057472,283634524160,301786472448,327126851584,230387511296,325777731584,294848937984,334582394880,256908845056,290109681664,282684026880,335687155712,353784188928,267465506816,290714210304,263165321216,342009348096,301180190720,285264125952,287514451968,322215895040,330240888832,289295200256,270972674048,296924467200,377318674432,276356780032,317345198080,269529014272,274418192384,301300359168,318082109440,307486351360,294183313408,287024623616,346435756032,342334185472,264123527168
161,304611938304,305252626432,296974057472,283634524160,301786472448,327125684224,230387511296,325777731584,294848937984,334582394880,256908845056,290109681664,282684026880,335687155712,353784188928,267465506816,290714210304,263165321216,342009348096,301180190720,285264125952,287514451968,322215895040,330240888832,289295200256,270973726720,296924438528,377318674432,276356780032,317345173504,269529014272,274418192384,301300359168,318082109440,307486351360,294183313408,287024623616,346435756032,342334185472,264123527168
162,304611938304,305254731776,296974057472,283634524160,301786472448,327125684224,230388297728,325777731584,294848901120,334582394880,256908845056,290109480960,282677063680,335687118848,353784188928,267465506816,290714210304,263165292544,342009348096,301180190720,285251846144,287514451968,322215895040,330240888832,289295200256,270973726720,296924438528,377318674432,276357566464,317345173504,269529014272,274418192384,301300359168,318082109440,307486351360,294183313408,287024623616,346435756032,342334185472,264123527168
163,304611938304,305254731776,296976154624,283634524160,301786472448,327125684224,230388277248,325777731584,294848901120,334582394880,256908845056,290109480960,282677063680,335687118848,353784188928,267465506816,290714210304,263165292544,342009348096,301180190720,285251846144,287514451968,322215895040,330240888832,289295163392,270973726720,296924438528,377318674432,276357566464,317345173504,269529014272,274418192384,301300359168,318082109440,307486351360,294183313408,287024623616,346437881856,342334185472,264123490304
164,304611938304,305254731776,296976154624,283634524160,301779574784,327120211968,230388277248,325777731584,294848901120,334582394880,256908845056,290109480960,282677063680,335687118848,353784152064,267465506816,290714996736,263165292544,342009348096,301181300736,285252329472,287514451968,322215895040,330240888832,289295163392,270973726720,296924438528,377318674432,276357566464,317347299328,269533245440,274418192384,301304590336,318082109440,307486351360,294183313408,287024623616,346437881856,342334185472,264123490304
165,304611938304,305254731776,296976154624,283634524160,301779574784,327120211968,230388277248,325778784256,294848901120,334583971840,256908845056,290109480960,282677063680,335687118848,353784152064,267465506816,290714996736,263165292544,342009348096,301181300736,285252329472,287514451968,322215895040,330240888832,289295163392,270973726720,296924438528,377318674432,276357566464,317347299328,269533245440,274418192384,301304590336,318082109440,307486351360,294183313408,287024623616,346437881856,342334185472,264123490304
166,304611938304,305254699008,296976154624,283634524160,301779574784,327120211968,230388277248,325778784256,294848901120,334583971840,256913076224,290109480960,282677063680,335687118848,353784152064,267465506816,290714996736,263165292544,342013579264,301181804544,285252329472,287514451968,322215895040,330240888832,289295163392,270973726720,296924438528,377318674432,276357566464,317347299328,269533245440,274418192384,301304590336,318082109440,307486351360,294185410560,287024623616,346437881856,342334185472,264123490304
167,304611938304,305254699008,296976154624,283634524160,301779574784,327120211968,230389350400,325778784256,294848901120,334583971840,256913076224,290103484416,282677063680,335687118848,353784152064,267465506816,290714996736,263165292544,342013579264,301181804544,285252329472,287514451968,322215895040,330240888832,289295163392,270973726720,296924438528,377318674432,276357566464,317347299328,269533208576,274418192384,301304590336,318069809152,307475615744,294185410560,287024623616,346437881856,342334148608,264123490304
168,304605290496,305254699008,296976154624,283634524160,301779574784,327120715776,230389350400,325778784256,294848901120,334583971840,256913076224,290104557568,282677850112,335687118848,353784152064,267465506816,290714996736,263165292544,342013579264,301181804544,285252329472,287514451968,322215895040,330242519040,289295163392,270973726720,296924438528,377318674432,276358619136,317347299328,269533208576,274418192384,301304553472,318069809152,307475615744,294185410560,287024623616,346437881856,342334148608,264123490304
169,304605290496,305254699008,296976154624,283634524160,301780361216,327120715776,230389325824,325778759680,294848901120,334583971840,256913076224,290104557568,282677850112,335687118848,353784152064,267465506816,290714996736,263165292544,342013579264,301174063104,285252329472,287514451968,322215895040,330242519040,289295163392,270975827968,296924438528,377320771584,276358619136,317347270656,269533208576,274420318208,301304553472,318069809152,307475615744,294185410560,287024623616,346437853184,342334148608,264123490304
170,304605290496,305254699008,296976154624,283634524160,301780361216,327120715776,230389325824,325778759680,294848901120,334583947264,256913076224,290104557568,282677850112,335687118848,353784152064,267465506816,290714996736,263165292544,342013579264,301175136256,285252329472,287514451968,322215895040,330242519040,289295163392,270975799296,296928669696,377320771584,276358619136,317347270656,269533208576,274420318208,301304553472,318069809152,307476140032,294185410560,287024623616,346437853184,342334148608,264123490304
171,304605290496,305254699008,296976154624,283634524160,301780361216,327120715776,230389325824,325778759680,294848901120,334583947264,256913039360,290104557568,282677911552,335687118848,353784152064,267458609152,290714976256,263165292544,342013579264,301175136256,285252329472,287514451968,322215895040,330242519040,289295163392,270975799296,296928669696,377320771584,276358619136,317347270656,269533208576,274420318208,301304553472,318070333440,307476140032,294185410560,287024623616,346437853184,342334148608,264123490304
172,304606867456,305254699008,296976154624,283634524160,301780361216,327120715776,230389325824,325778759680,294848901120,334583947264,256913039360,290104557568,282677829632,335687118848,353784152064,267458609152,290714976256,263165292544,342013542400,301175136256,285253378048,287514451968,322215895040,330230558720,289295163392,270975799296,296928669696,377320771584,276358619136,317347270656,269533208576,274420318208,301304553472,318070333440,307477192704,294185410560,287024623616,346437853184,342334148608,264123490304
173,304606867456,305254699008,296976154624,283634524160,301780361216,327120715776,230389325824,325778759680,294848901120,334583947264,256913039360,290104532992,282677829632,335687790592,353784152064,267458609152,290714976256,263165292544,342013542400,301175136256,285253378048,287514451968,322215895040,330230558720,289295163392,270975799296,296928669696,377320771584,276358619136,317347270656,269533208576,274420318208,301304553472,318070333440,307477192704,294185410560,287024623616,346437853184,342334148608,264123490304
174,304606867456,305254699008,296976154624,283634524160,301780361216,327120715776,230389325824,325778759680,294848901120,334583947264,256913039360,290104532992,282677829632,335687790592,353784152064,267458609152,290714976256,263165292544,342013542400,301175111680,285253378048,287514451968,322215895040,330230558720,289295163392,270975799296,296928669696,377320771584,276358619136,317347270656,269533208576,274420289536,301304553472,318070333440,307477192704,294185410560,287024623616,346437853184,342334148608,264123490304
175,304606867456,305254699008,296976154624,283634524160,301780361216,327121764352,230389325824,325780856832,294848901120,334586044416,256913039360,290104532992,282677829632,335687790592,353784152064,267459375104,290716049408,263165292544,342013542400,301175111680,285253378048,287514451968,322215895040,330230558720,289295163392,270975799296,296928669696,377320771584,276358619136,317347270656,269533208576,274420289536,301304553472,318070333440,307477192704,294185410560,287024623616,346437853184,342334148608,264123490304
176,304606867456,305254699008,296976154624,283634524160,301781389312,327121764352,230389325824,325780856832,294848901120,334586044416,256913039360,290104532992,282677829632,335687790592,353784152064,267459375104,290716049408,263165292544,342013542400,301175111680,285253378048,287514451968,322210844672,330230558720,289295163392,270975799296,296928669696,377320771584,276358619136,317347270656,269533208576,274420289536,301304553472,318071341056,307477192704,294185410560,287024623616,346437853184,342334148608,264123490304
177,304606867456,305254699008,296980385792,283634524160,301781389312,327123890176,230389325824,325780856832,294848901120,334586044416,256913039360,290106630144,282678902784,335687790592,353784152064,267459375104,290716049408,263165292544,342013542400,301175111680,285253378048,287514451968,322210844672,330230558720,289295163392,270975799296,296928632832,377320771584,276360691712,317347270656,269533208576,274420289536,301304553472,318071341056,307477192704,294185410560,287018491904,346437853184,342334148608,264123490304
178,304606867456,305254699008,296980385792,283634524160,301781389312,327123890176,230389325824,325780856832,294848901120,334586044416,256913039360,290106630144,282678902784,335680516096,353784152064,267460448256,290716049408,263169523712,342013542400,301177237504,285253378048,287514451968,322210844672,330230558720,289295163392,270975799296,296928632832,377320771584,276360691712,317347270656,269533208576,274420289536,301304553472,318071341056,307477192704,294185410560,287018491904,346437853184,342323662848,264123490304
179,304606867456,305254699008,296980385792,283634524160,301781389312,327123890176,230389325824,325780856832,294848901120,334586044416,256913039360,290106630144,282678902784,335680516096,353772298240,267460448256,290718121984,263169523712,342013542400,301177237504,285255503872,287508336640,322210820096,330230558720,289295163392,270975799296,296928632832,377325002752,276360691712,317347270656,269533208576,274420289536,301304553472,318071341056,307477192704,294185410560,287018491904,346442084352,342323662848,264116588544
180,304606867456,305254699008,296980348928,283634524160,301781389312,327123890176,230391451648,325780856832,294848901120,334586044416,256913039360,290106630144,282678902784,335680516096,353772298240,267460448256,290718121984,263169523712,342013542400,301177237504,285255475200,287508336640,322210820096,330232684544,289295163392,270975799296,296928632832,377324965888,276360691712,317347270656,269533208576,274420289536,301304553472,318073466880,307477192704,294185410560,287018491904,346442084352,342323662848,264116588544
181,304606867456,305254699008,296980348928,283634524160,301781389312,327123890176,230391451648,325780856832,294848901120,334586044416,256913039360,290106630144,282678902784,335680516096,353772298240,267460448256,290718121984,263169523712,342013542400,301177237504,285255475200,287508336640,322210820096,330232684544,289295163392,270975799296,296928632832,377324965888,276360691712,317347270656,269533208576,274420289536,301304553472,318073466880,307477192704,294189641728,287018491904,346442084352,342323662848,264116588544
182,304606867456,305258930176,296980348928,283632365568,301781389312,327123861504,230391451648,325780856832,294838247424,334586044416,256913039360,290106630144,282680975360,335682048000,353772298240,267460448256,290718121984,263169523712,342013542400,301177208832,285255475200,287508336640,322210820096,330232684544,289295163392,270975799296,296928632832,377324965888,276360691712,317347270656,269533208576,274420289536,301304553472,318073466880,307477192704,294189641728,287019565056,346442084352,342323662848,264116588544
183,304606867456,305258930176,296980348928,283632365568,301781389312,327123861504,230391451648,325780856832,294838247424,334586044416,256913039360,290106630144,282680975360,335682048000,353772298240,267460448256,290718121984,263169523712,342003535872,301177208832,285255475200,287508336640,322210820096,330232655872,289288261632,270975799296,296928632832,377324965888,276360691712,317347270656,269533208576,274420289536,301304553472,318073466880,307479293952,294189641728,287019565056,346442084352,342323621888,264116588544
