stat_bytes_used,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
355,304608489472,305258426368,296984027136,283625533440,301783044096,327126413312,230398046208,325784682496,294842413056,334583341056,256906973184,290104659968,282676948992,335688093696,353783758848,267465031680,290716127232,263168925696,342010306560,301175652352,285257011200,287508996096,322211344384,330240466944,289287757824,270973251584,296932265984,377321746432,276356562944,317351194624,269532741632,274423951360,301297516544,318081232896,307482931200,294189256704,287018057728,346435452928,342335148032,264127107072
356,304608489472,305258426368,296983990272,283625533440,301783044096,327126413312,230398046208,325784682496,294843465728,334583341056,256906973184,290104659968,282676948992,335688093696,353783758848,267465031680,290716127232,263168925696,342014537728,301175652352,285259137024,287508996096,322211344384,330240466944,289287757824,270975377408,296932265984,377321746432,276356562944,317351194624,269532741632,274423951360,301297516544,318081232896,307482902528,294189256704,287018057728,346435452928,342335148032,264127107072
357,304612720640,305258426368,296983990272,283626340352,301783044096,327126413312,230398046208,325784682496,294843465728,334583341056,256906973184,290104659968,282676948992,335688093696,353783758848,267465031680,290716127232,263168925696,342014537728,301175652352,285259137024,287508996096,322211344384,330240466944,289287757824,270975377408,296932265984,377321693184,276356562944,317351194624,269532741632,274423922688,301298040832,318081232896,307482902528,294189256704,287018057728,346437550080,342335148032,264127107072
358,304612720640,305258426368,296983990272,283626340352,301783044096,327126413312,230398046208,325784682496,294843465728,334583865344,256906973184,290104659968,282676948992,335688093696,353783758848,267465031680,290716127232,263168925696,342014537728,301175652352,285259108352,287508996096,322215575552,330240466944,289288155136,270975377408,296932265984,377321693184,276356562944,317351194624,269532741632,274423922688,301298040832,318081232896,307482902528,294189256704,287018057728,346437550080,342335111168,264127107072
359,304612720640,305258426368,296983990272,283626319872,301783044096,327126413312,230398046208,325784682496,294843465728,334583865344,256906973184,290104659968,282676948992,335688093696,353783758848,267465031680,290716127232,263168925696,342014537728,301175652352,285259108352,287508996096,322215575552,330240466944,289288155136,270975377408,296932265984,377321693184,276358688768,317351194624,269532741632,274423922688,301298040832,318081232896,307482902528,294189256704,287018057728,346437550080,342335111168,264127107072
360,304612720640,305258426368,296983990272,283626319872,301783044096,327126413312,230398046208,325784682496,294843465728,334583865344,256911204352,290104659968,282679046144,335688093696,353783758848,267465031680,290716127232,263168925696,342014537728,301175652352,285259108352,287508996096,322215575552,330240466944,289288155136,270975377408,296932265984,377321693184,276358688768,317351194624,269532741632,274423922688,301298040832,318081232896,307487133696,294189256704,287018057728,346437550080,342335111168,264126255104
361,304612720640,305258426368,296983990272,283626319872,301787275264,327126413312,230398046208,325784682496,294843441152,334583865344,256911204352,290104659968,282679046144,335688093696,353783758848,267466661888,290716127232,263168925696,342014537728,301175652352,285259108352,287508971520,322215575552,330240466944,289288638464,270975348736,296932265984,377321693184,276358688768,317351194624,269532741632,274423922688,301299093504,318081232896,307487133696,294189256704,287018057728,346437550080,342335111168,264126255104
362,304612720640,305258426368,296983990272,283626319872,301787275264,327126413312,230398046208,325785522176,294843441152,334583865344,256911167488,290104659968,282679046144,335688093696,353783758848,267466661888,290716127232,263168925696,342014537728,301175652352,285259108352,287508971520,322215538688,330240466944,289288638464,270975348736,296921157632,377321693184,276358688768,317351194624,269532741632,274423922688,301299093504,318081232896,307487133696,294189256704,287018057728,346437550080,342335111168,264126255104
363,304612720640,305258426368,296983990272,283626319872,301787275264,327126413312,230398046208,325785522176,294843441152,334583844864,256911167488,290104659968,282679046144,335688093696,353783758848,267465826304,290716127232,263168925696,342014500864,301175652352,285259108352,287508971520,322215538688,330240466944,289288638464,270975348736,296921157632,377321693184,276358688768,317351194624,269532741632,274423922688,301299093504,318081232896,307487133696,294189256704,287018057728,346437550080,342335111168,264126255104
364,304612683776,305258426368,296983990272,283626319872,301787275264,327126413312,230398046208,325785522176,294843441152,334583844864,256911167488,290104659968,282679046144,335688093696,353783758848,267465826304,290716127232,263168925696,342014500864,301175652352,285259108352,287508971520,322215538688,330240466944,289288638464,270975348736,296921157632,377325924352,276358688768,317351194624,269532741632,274423922688,301299093504,318081232896,307487133696,294189256704,287018057728,346437550080,342335111168,264126255104
365,304612683776,305258426368,296983990272,283626319872,301787275264,327126413312,230398046208,325785522176,294843441152,334583844864,256911167488,290104659968,282679046144,335688093696,353783758848,267458908160,290716127232,263168925696,342014500864,301179883520,285259108352,287508971520,322215538688,330240466944,289288638464,270975348736,296921157632,377325924352,276358688768,317351194624,269532741632,274423922688,301299093504,318081232896,307487133696,294189256704,287019655168,346437550080,342335111168,264126255104
366,304612683776,305258426368,296983990272,283626319872,301787275264,327126413312,230398046208,325777793024,294843441152,334583844864,256911167488,290104659968,282679046144,335688093696,353783758848,267458908160,290716127232,263168925696,342014500864,301179883520,285259108352,287508971520,322215538688,330240466944,289288638464,270975348736,296921157632,377325924352,276358688768,317351194624,269532741632,274423922688,301299093504,318081232896,307487096832,294189256704,287019655168,346437550080,342335111168,264126255104
367,304612683776,305258426368,296983990272,283626319872,301787275264,327126413312,230398046208,325777793024,294843441152,334583844864,256911167488,290104659968,282679046144,335688093696,353783758848,267458908160,290716127232,263168925696,342014500864,301179883520,285259108352,287508971520,322215538688,330240466944,289288638464,270975348736,296921157632,377325924352,276358660096,317351194624,269532741632,274423922688,301299093504,318081232896,307487096832,294189219840,287019655168,346437550080,342335111168,264126255104
368,304612683776,305258426368,296983990272,283626319872,301787275264,327126413312,230398046208,325777772544,294843441152,334583844864,256911167488,290104659968,282679046144,335688093696,353783758848,267458908160,290716127232,263168925696,342014500864,301179883520,285259108352,287508971520,322215538688,330240466944,289288638464,270975348736,296921165824,377325924352,276358660096,317351194624,269532741632,274423922688,301299068928,318081232896,307487096832,294189219840,287019655168,346437550080,342335111168,264126255104
369,304612683776,305258426368,296983990272,283626319872,301787238400,327126413312,230398046208,325777772544,294843441152,334583844864,256911167488,290104659968,282679046144,335688093696,353783758848,267458908160,290716127232,263168925696,342014500864,301179883520,285259108352,287508971520,322215538688,330240466944,289288638464,270975348736,296921165824,377325924352,276358660096,317349769216,269532741632,274423922688,301299068928,318081232896,307487096832,294189219840,287019655168,346437550080,342335111168,264126255104
370,304612683776,305258426368,296983990272,283626319872,301787238400,327126413312,230398046208,325777772544,294843441152,334583844864,256911167488,290104659968,282679046144,335688093696,353783758848,267458908160,290716127232,263168925696,342014500864,301179883520,285259108352,287508971520,322215538688,330240466944,289288638464,270975348736,296921165824,377325924352,276358660096,317349769216,269532741632,274423922688,301299068928,318081232896,307487096832,294189219840,287019655168,346437550080,342335111168,264126255104
371,304612683776,305258426368,296983990272,283626319872,301787238400,327126413312,230398046208,325777772544,294843441152,334583844864,256911167488,290104659968,282679046144,335688093696,353783758848,267458908160,290716127232,263168925696,342014500864,301179846656,285259108352,287508971520,322215538688,330240466944,289288638464,270975348736,296921165824,377325887488,276358660096,317349769216,269532741632,274423922688,301299068928,318081232896,307487096832,294189219840,287019655168,346437550080,342335111168,264126255104
372,304612683776,305258426368,296983990272,283626319872,301787238400,327126413312,230398046208,325777772544,294843441152,334583844864,256911167488,290104659968,282679046144,335688093696,353783758848,267458908160,290716127232,263168925696,342014500864,301179846656,285259108352,287508971520,322215538688,330240466944,289288638464,270975348736,296921165824,377325887488,276358660096,317349769216,269532741632,274423922688,301299068928,318081232896,307487096832,294189219840,287019655168,346437550080,342335111168,264126255104
373,304612683776,305258426368,296983990272,283626319872,301787238400,327126413312,230398046208,325777772544,294843441152,334583844864,256911167488,290104659968,282679046144,335688093696,353783758848,267458908160,290716127232,263168925696,342014500864,301179846656,285259108352,287508971520,322215538688,330240466944,289288638464,270975348736,296921165824,377325887488,276358660096,317349769216,269532741632,274423922688,301299068928,318081232896,307487096832,294189219840,287019630592,346437550080,342335111168,264126255104
374,304612683776,305258426368,296983990272,283626319872,301787238400,327126413312,230398046208,325777772544,294843441152,334583844864,256911167488,290104659968,282679046144,335688093696,353783758848,267458908160,290716127232,263168925696,342014500864,301179846656,285259108352,287508971520,322215538688,330240466944,289288638464,270975348736,296921165824,377325887488,276358660096,317349769216,269532741632,274423922688,301299068928,318081232896,307487096832,294189219840,287019630592,346437550080,342335111168,264126255104
375,304612683776,305258426368,296983990272,283626319872,301787238400,327126413312,230398046208,325777772544,294843441152,334583844864,256911167488,290104659968,282679046144,335688093696,353783758848,267458908160,290716127232,263168925696,342014500864,301179846656,285259108352,287508971520,322215538688,330240466944,289288638464,270975348736,296921165824,377325887488,276358660096,317349769216,269532741632,274423922688,301299068928,318081232896,307487096832,294189219840,287019630592,346437550080,342335111168,264126255104
376,304612683776,305258426368,296983990272,283626319872,301787238400,327126413312,230398046208,325777772544,294843441152,334583844864,256911167488,290104659968,282679046144,335688093696,353783758848,267458908160,290715373568,263168925696,342014500864,301179846656,285259108352,287508971520,322215538688,330240466944,289288638464,270975348736,296921165824,377325887488,276358660096,317349769216,269532741632,274423922688,301299068928,318081232896,307487096832,294189219840,287019630592,346437550080,342335111168,264126255104
377,304612683776,305258426368,296983990272,283626319872,301787238400,327126413312,230398046208,325777772544,294843441152,334583844864,256911167488,290104659968,282679046144,335688093696,353783758848,267458908160,290715373568,263168925696,342014500864,301179846656,285259108352,287508971520,322215538688,330240466944,289288638464,270975348736,296921165824,377325887488,276358660096,317349769216,269532741632,274423922688,301298630656,318081232896,307487096832,294189219840,287019630592,346437550080,342335111168,264126255104
378,304612683776,305258426368,296983990272,283626319872,301787238400,327126413312,230398046208,325777772544,294843441152,334583844864,256911167488,290104659968,282679046144,335688093696,353783758848,267458908160,290715373568,263168925696,342014500864,301179846656,285259108352,287508971520,322215538688,330240466944,289288638464,270975348736,296921165824,377325887488,276358660096,317349769216,269532741632,274423922688,301298630656,318081232896,307487096832,294189219840,287019630592,346437550080,342335111168,264126255104
379,304612683776,305258426368,296983990272,283626319872,301787238400,327126413312,230398046208,325777772544,294843441152,334583844864,256911167488,290104659968,282679046144,335688093696,353783758848,267458908160,290715373568,263168925696,342014500864,301179846656,285259108352,287508971520,322215538688,330240466944,289288638464,270975348736,296921165824,377325887488,276358660096,317349769216,269532741632,274423922688,301298630656,318081232896,307487096832,294189219840,287019630592,346437550080,342335111168,264126255104
380,304612683776,305258426368,296983990272,283626319872,301787238400,327126413312,230398046208,325777772544,294843441152,334583844864,256911167488,290104659968,282679046144,335688093696,353783758848,267458908160,290715373568,263168925696,342014500864,301179846656,285259108352,287508971520,322215538688,330240466944,289288638464,270975348736,296921165824,377325887488,276358660096,317349769216,269532741632,274423922688,301298630656,318081232896,307487096832,294189219840,287019630592,346437550080,342335111168,264126255104
381,304612683776,305258426368,296983990272,283626319872,301787238400,327126413312,230398046208,325777772544,294843441152,334583844864,256911167488,290104659968,282679046144,335688093696,353783758848,267458908160,290715373568,263168925696,342014500864,301179846656,285259108352,287508971520,322215538688,330240466944,289288638464,270975348736,296921165824,377325887488,276358660096,317349769216,269532741632,274423922688,301298630656,318081232896,307487096832,294189219840,287019630592,346437550080,342335111168,264126255104
382,304612683776,305258426368,296983990272,283626319872,301787238400,327126413312,230398046208,325777772544,294843441152,334583844864,256911167488,290104659968,282679046144,335688093696,353783758848,267458908160,290715373568,263168925696,342014500864,301179846656,285259108352,287508971520,322215538688,330240466944,289288638464,270975348736,296921165824,377325887488,276358660096,317349769216,269532741632,274423922688,301298630656,318081232896,307487096832,294189219840,287019630592,346437550080,342335111168,264126255104
383,304612683776,305258426368,296983990272,283626319872,301787238400,327126413312,230398046208,325777772544,294843441152,334583844864,256911167488,290104659968,282679046144,335688093696,353783758848,267458908160,290715373568,263168925696,342014500864,301179846656,285259108352,287508971520,322215538688,330240466944,289288638464,270975348736,296921165824,377325887488,276358660096,317349769216,269532741632,274423922688,301298630656,318081232896,307487096832,294189219840,287019630592,346437550080,342335111168,264126255104
384,304612683776,305258426368,296983990272,283626319872,301787238400,327126413312,230398046208,325777666048,294843441152,334583844864,256911167488,290104659968,282677489664,335688093696,353783758848,267458908160,290715373568,263168925696,342014500864,301179846656,285259108352,287508971520,322215538688,330240466944,289288638464,270975348736,296921165824,377325887488,276358660096,317349769216,269532741632,274423922688,301298630656,318081232896,307487096832,294189219840,287019630592,346437550080,342335111168,264126255104
385,304612683776,305258426368,296983990272,283626319872,301787238400,327126413312,230398046208,325777666048,294843441152,334583844864,256911167488,290104659968,282677489664,335688093696,353783758848,267458908160,290715373568,263168925696,342014500864,301179846656,285259108352,287508971520,322215538688,330240466944,289288638464,270975348736,296921165824,377325887488,276358660096,317349769216,269532741632,274423922688,301298630656,318081232896,307487096832,294189219840,287019630592,346437550080,342335111168,264126255104
386,304612683776,305258426368,296983990272,283626319872,301787238400,327126413312,230398046208,325777666048,294843441152,334583844864,256911167488,290104659968,282677489664,335688093696,353783758848,267458908160,290715373568,263168925696,342014500864,301179846656,285259108352,287508971520,322212315136,330240466944,289288638464,270975348736,296921165824,377325887488,276358660096,317349769216,269532741632,274423922688,301298630656,318081232896,307487096832,294189219840,287019630592,346437550080,342335111168,264126255104
387,304612683776,305258426368,296983990272,283626319872,301787238400,327126413312,230398046208,325777666048,294843441152,334583844864,256911167488,290104659968,282677489664,335688093696,353783758848,267458908160,290715373568,263168925696,342014500864,301179846656,285259108352,287508971520,322212315136,330240466944,289288638464,270975348736,296921165824,377325887488,276358660096,317349769216,269532741632,274423922688,301298630656,318081232896,307487096832,294189219840,287019630592,346437550080,342335111168,264126255104
388,304612683776,305258426368,296983990272,283626319872,301787238400,327126413312,230398046208,325777666048,294843441152,334583844864,256911167488,290104659968,282677489664,335688093696,353783758848,267458908160,290715373568,263168925696,342014500864,301179846656,285259108352,287508971520,322212315136,330240466944,289288638464,270975348736,296921165824,377325887488,276358660096,317349769216,269532741632,274423922688,301298630656,318081232896,307487096832,294189219840,287019630592,346437550080,342335111168,264126255104
389,304612683776,305258426368,296983990272,283626319872,301787238400,327126413312,230395486208,325777666048,294843441152,334583844864,256911167488,290104659968,282677489664,335688093696,353783758848,267458908160,290715373568,263168925696,342014500864,301179846656,285259108352,287508971520,322212315136,330240466944,289288638464,270975348736,296921165824,377325887488,276358660096,317349769216,269532741632,274423922688,301298630656,318081232896,307487096832,294189219840,287019630592,346437550080,342335111168,264126255104
390,304612683776,305258426368,296983990272,283626319872,301787238400,327126413312,230395486208,325777666048,294843441152,334583844864,256911167488,290104659968,282677489664,335688093696,353783758848,267458908160,290715373568,263168925696,342014500864,301179846656,285258219520,287508971520,322212315136,330240466944,289288638464,270975348736,296921165824,377325887488,276358660096,317349769216,269532741632,274423922688,301298630656,318081232896,307487096832,294189219840,287019630592,346437550080,342335111168,264126255104
391,304608972800,305258426368,296983990272,283626319872,301787238400,327126413312,230395486208,325777666048,294843441152,334583844864,256911167488,290104659968,282677489664,335688093696,353783758848,267458908160,290717462528,263168925696,342014500864,301179846656,285258219520,287508971520,322212315136,330240466944,289288638464,270975348736,296921165824,377325887488,276358660096,317349769216,269532741632,274423922688,301298630656,318081232896,307483025408,294189219840,287019630592,346436665344,342335111168,264126255104
392,304608972800,305258426368,296983990272,283626319872,301787238400,327126413312,230395486208,325777666048,294843441152,334583844864,256911167488,290104659968,282677489664,335688093696,353783758848,267458908160,290717462528,263168925696,342014500864,301179846656,285258219520,287508971520,322212315136,330240466944,289288638464,270975348736,296921165824,377325887488,276358660096,317349769216,269532741632,274423922688,301298630656,318081232896,307483025408,294189219840,287019630592,346436665344,342335111168,264126255104
393,304608972800,305258426368,296983990272,283626319872,301787238400,327126413312,230395486208,325777666048,294843441152,334583844864,256911167488,290104659968,282677489664,335688093696,353783758848,267458908160,290717462528,263168925696,342014500864,301179846656,285258219520,287508971520,322212315136,330240466944,289288638464,270975348736,296921165824,377325887488,276358660096,317349769216,269532741632,274423922688,301298630656,318081232896,307483025408,294189219840,287019630592,346436665344,342335111168,264126255104
394,304608972800,305258426368,296983990272,283626319872,301787238400,327126413312,230395486208,325777666048,294843441152,334583844864,256911167488,290104659968,282677489664,335688093696,353783758848,267458908160,290717462528,263168925696,342014500864,301179846656,285258219520,287508971520,322212315136,330240466944,289288638464,270975348736,296921165824,377325887488,276358660096,317349769216,269532741632,274423922688,301298630656,318081232896,307483025408,294189219840,287019630592,346436665344,342335111168,264126255104
395,304608972800,305258426368,296983990272,283626319872,301787238400,327126413312,230395486208,325777666048,294842961920,334583844864,256907280384,290104659968,282677489664,335688093696,353783758848,267458908160,290717437952,263168925696,342014500864,301179846656,285258219520,287508971520,322212315136,330240466944,289288638464,270975348736,296921165824,377325887488,276358660096,317349769216,269532741632,274423922688,301298630656,318081232896,307483025408,294189219840,287019630592,346436665344,342335111168,264126255104
396,304608972800,305258426368,296983990272,283626319872,301787238400,327126413312,230395486208,325777666048,294842961920,334583844864,256907280384,290104659968,282677489664,335688093696,353783758848,267458908160,290717437952,263168925696,342014500864,301179846656,285258219520,287508971520,322212315136,330240466944,289288638464,270975348736,296921165824,377325887488,276358660096,317349769216,269532741632,274423922688,301298630656,318081232896,307483025408,294189219840,287019630592,346436665344,342335111168,264126255104
397,304608972800,305258426368,296983990272,283626319872,301787238400,327126413312,230395486208,325777666048,294842961920,334583844864,256907280384,290104659968,282677489664,335688093696,353781456896,267458908160,290717437952,263168925696,342014500864,301179846656,285258219520,287508971520,322212315136,330240466944,289288638464,270975348736,296921165824,377325887488,276358660096,317349769216,269532741632,274423922688,301298630656,318081232896,307483025408,294189219840,287019630592,346436665344,342335111168,264126255104
398,304608972800,305258426368,296983990272,283626319872,301787238400,327126413312,230395486208,325777666048,294842961920,334583844864,256907280384,290104659968,282677489664,335688093696,353781456896,267458908160,290717437952,263168925696,342014500864,301179846656,285258219520,287508971520,322212315136,330240466944,289288638464,270975348736,296921165824,377325887488,276358660096,317349769216,269532741632,274423922688,301298630656,318081232896,307483025408,294189219840,287019630592,346436665344,342335111168,264126255104
399,304608972800,305258426368,296983990272,283626319872,301787238400,327126413312,230395486208,325777666048,294842961920,334583844864,256907280384,290104659968,282677489664,335688093696,353781456896,267458908160,290717437952,263168925696,342014500864,301179846656,285258219520,287508971520,322212315136,330240466944,289288638464,270975348736,296921190400,377325887488,276358660096,317349769216,269532741632,274423922688,301298630656,318081232896,307483025408,294189219840,287019630592,346436665344,342335111168,264126255104
400,304608972800,305258426368,296983990272,283626319872,301787238400,327126413312,230395486208,325777666048,294842961920,334583844864,256907280384,290104659968,282677489664,335688093696,353781456896,267458908160,290717437952,263168925696,342014500864,301179846656,285258219520,287508971520,322212315136,330240466944,289288638464,270975348736,296921190400,377325887488,276358660096,317349769216,269532741632,274423922688,301298630656,318081232896,307483025408,294189219840,287019630592,346436665344,342335111168,264126255104
401,304608972800,305258426368,296983990272,283626319872,301787238400,327126413312,230395486208,325777666048,294842961920,334583844864,256907280384,290104659968,282677489664,335688093696,353781456896,267458908160,290717437952,263168925696,342014500864,301179846656,285258219520,287508971520,322212315136,330240466944,289288638464,270975348736,296921190400,377325887488,276358660096,317349769216,269532741632,274423922688,301298630656,318081232896,307483025408,294189219840,287019630592,346436665344,342335111168,264126255104
402,304608972800,305258426368,296983990272,283626319872,301787238400,327126413312,230395486208,325777666048,294842961920,334583844864,256907280384,290104659968,282677489664,335688093696,353781456896,267458908160,290717437952,263168925696,342014500864,301179846656,285258219520,287508971520,322212315136,330240466944,289288638464,270975348736,296921190400,377325887488,276358660096,317349769216,269532741632,274423922688,301298630656,318081232896,307483025408,294189219840,287019630592,346436665344,342335111168,264126255104
403,304608972800,305258426368,296981733376,283626319872,301787238400,327126413312,230395486208,325777666048,294842961920,334583844864,256907280384,290104659968,282677489664,335688093696,353781456896,267458908160,290717437952,263168925696,342014500864,301179846656,285258219520,287508971520,322212315136,330240466944,289288638464,270975348736,296921190400,377325887488,276358660096,317349769216,269532741632,274423922688,301298630656,318081232896,307483025408,294189219840,287019630592,346436665344,342335111168,264126255104
404,304608972800,305258426368,296981733376,283626319872,301787238400,327126413312,230395486208,325777666048,294842961920,334583844864,256907280384,290104659968,282677489664,335688093696,353781456896,267458908160,290717437952,263168925696,342014500864,301179846656,285258219520,287508971520,322212315136,330240466944,289288638464,270975348736,296921190400,377325887488,276358660096,317349769216,269532741632,274423922688,301298630656,318081232896,307483025408,294189219840,287019630592,346436665344,342335111168,264126255104
405,304608972800,305258426368,296981733376,283626319872,301787238400,327126413312,230395486208,325777666048,294842961920,334583844864,256907280384,290104659968,282677489664,335688093696,353781456896,267458908160,290717437952,263168925696,342014500864,301179846656,285258219520,287508971520,322212315136,330240466944,289288638464,270975348736,296921169920,377325887488,276358660096,317349769216,269532741632,274423922688,301298630656,318081232896,307483025408,294189219840,287019630592,346436665344,342335111168,264126255104
406,304608972800,305258426368,296981733376,283626319872,301787238400,327126413312,230395486208,325777666048,294842961920,334583844864,256907280384,290104659968,282677489664,335688093696,353781456896,267458908160,290717437952,263168925696,342014500864,301179846656,285258219520,287508971520,322212315136,330240466944,289288638464,270975348736,296921169920,377325887488,276358660096,317349769216,269532741632,274423922688,301299679232,318081232896,307483025408,294189219840,287019630592,346436665344,342335111168,264126255104
407,304608972800,305258426368,296981733376,283626319872,301787238400,327126413312,230395486208,325777666048,294842961920,334583844864,256907280384,290104659968,282677489664,335688093696,353781456896,267458908160,290717437952,263168925696,342014500864,301179846656,285258219520,287508971520,322212315136,330240466944,289288638464,270975348736,296921169920,377325887488,276358660096,317353984000,269532741632,274423922688,301299679232,318081232896,307483025408,294189219840,287019630592,346436665344,342335111168,264126255104
408,304608972800,305258426368,296981733376,283626319872,301787238400,327126413312,230395486208,325777666048,294842961920,334583844864,256907280384,290104659968,282677489664,335688093696,353781456896,267458908160,290717437952,263168925696,342014500864,301179846656,285258219520,287508971520,322212315136,330240466944,289288638464,270975348736,296921169920,377325887488,276358660096,317353984000,269532741632,274423922688,301299679232,318081232896,307483025408,294189219840,287019630592,346436665344,342335111168,264126255104
409,304608972800,305258426368,296981733376,283626319872,301787238400,327126413312,230395486208,325777666048,294842961920,334583844864,256907280384,290104659968,282677489664,335688093696,353781456896,267458908160,290717437952,263168925696,342014500864,301179846656,285258219520,287508971520,322212315136,330240466944,289288638464,270975348736,296921169920,377325887488,276358660096,317353984000,269532741632,274423922688,301299679232,318081232896,307483025408,294189219840,287019630592,346436665344,342335111168,264126255104
410,304608972800,305258426368,296981733376,283626319872,301787238400,327126413312,230395486208,325777666048,294842961920,334583844864,256907280384,290104659968,282677489664,335688093696,353781456896,267458908160,290717437952,263168925696,342014500864,301179846656,285258219520,287508971520,322212315136,330240466944,289288638464,270975348736,296921169920,377325887488,276358660096,317353947136,269532741632,274423414784,301299679232,318081232896,307483025408,294189219840,287019630592,346436665344,342335111168,264126255104
411,304608972800,305258426368,296981733376,283626319872,301787238400,327126413312,230395486208,325777666048,294842961920,334583844864,256907280384,290104659968,282678542336,335688093696,353781456896,267458908160,290717437952,263168925696,342014500864,301179846656,285258219520,287508971520,322212315136,330240466944,289288638464,270975348736,296921169920,377325887488,276358660096,317353947136,269532741632,274423414784,301299679232,318081232896,307483025408,294189219840,287019630592,346438758400,342335111168,264126255104
412,304608972800,305258426368,296981733376,283626319872,301787238400,327126413312,230395486208,325777666048,294842961920,334583844864,256907280384,290104659968,282678542336,335688093696,353781456896,267458908160,290717437952,263168925696,342014500864,301179846656,285258219520,287508971520,322212315136,330240466944,289288638464,270975348736,296921169920,377325887488,276358660096,317353947136,269532741632,274423414784,301299658752,318081232896,307483025408,294189219840,287019630592,346438758400,342335111168,264126255104
413,304608972800,305258426368,296981733376,283626319872,301787238400,327126413312,230395486208,325777666048,294842961920,334583844864,256907280384,290104659968,282678542336,335688093696,353781456896,267458908160,290717437952,263168925696,342014500864,301179846656,285258219520,287508971520,322212315136,330240466944,289288638464,270975348736,296921169920,377325887488,276358660096,317353947136,269532741632,274423414784,301299658752,318081232896,307483025408,294189219840,287019630592,346438758400,342335111168,264126255104
414,304608972800,305258426368,296981733376,283626319872,301787238400,327126413312,230395486208,325777793024,294842961920,334583844864,256907280384,290104659968,282678542336,335688093696,353781456896,267458908160,290717437952,263168925696,342014500864,301179846656,285258219520,287508971520,322212315136,330240466944,289288638464,270975348736,296921169920,377325887488,276358660096,317353947136,269532741632,274423414784,301299658752,318081232896,307483025408,294189219840,287019630592,346438758400,342335111168,264126255104
415,304608972800,305258426368,296981733376,283626319872,301787238400,327126413312,230397546496,325777793024,294842961920,334583844864,256907280384,290104659968,282678542336,335688093696,353781456896,267458908160,290717437952,263168925696,342014500864,301179846656,285258219520,287508971520,322212315136,330240466944,289288638464,270975348736,296921169920,377325887488,276358660096,317353947136,269532741632,274423414784,301299658752,318081232896,307483025408,294189219840,287019630592,346438758400,342335111168,264126255104
416,304608972800,305258426368,296981733376,283626319872,301787238400,327126413312,230397546496,325777793024,294842961920,334583844864,256907280384,290104659968,282678521856,335688093696,353781456896,267458908160,290717437952,263168925696,342014500864,301179846656,285258219520,287508971520,322212315136,330240466944,289288638464,270975348736,296921169920,377325887488,276358660096,317353947136,269532741632,274423414784,301299658752,318081232896,307483025408,294189219840,287019630592,346438733824,342335111168,264126255104
417,304608972800,305258426368,296981733376,283626319872,301787238400,327126413312,230397546496,325777772544,294842961920,334583844864,256907280384,290104659968,282678521856,335688093696,353781456896,267458908160,290717437952,263168925696,342014500864,301179846656,285258219520,287508971520,322213310464,330240466944,289288638464,270975348736,296921169920,377325887488,276358660096,317353947136,269532741632,274423414784,301299658752,318081232896,307483025408,294189219840,287019630592,346438733824,342335111168,264126255104
418,304608972800,305258426368,296981733376,283626319872,301787238400,327126413312,230397546496,325777772544,294842961920,334583844864,256907280384,290104659968,282678521856,335688093696,353781456896,267458908160,290717437952,263168925696,342014500864,301179846656,285258219520,287508971520,322213310464,330240466944,289288638464,270975348736,296921300992,377325887488,276358660096,317353947136,269532741632,274423414784,301299658752,318081232896,307483025408,294189219840,287019630592,346438733824,342335111168,264126255104
419,304608972800,305258426368,296981733376,283626319872,301787238400,327126413312,230397546496,325777772544,294842961920,334583844864,256907280384,290104659968,282678521856,335688093696,353783525376,267458908160,290717437952,263168925696,342014500864,301179846656,285258219520,287508971520,322213310464,330240466944,289288638464,270975348736,296921300992,377325887488,276358660096,317353947136,269532741632,274423414784,301299658752,318081232896,307483025408,294189219840,287019630592,346438733824,342335111168,264126255104
