kbcommit,client01,client02,client03,client04
64,48697248.0,42845168.0,52131108.0,43178216.0
65,48674904.0,42839288.0,52144108.0,43178216.0
66,48724928.0,42839288.0,52144108.0,43178216.0
67,48710640.0,42839288.0,52144108.0,43184656.0
68,48710640.0,42839288.0,52144108.0,43178000.0
69,48710640.0,42839288.0,52144108.0,43178000.0
70,48710640.0,42839288.0,52144108.0,43178000.0
71,48710640.0,42839288.0,52144108.0,43178000.0
72,48711980.0,42839288.0,52144108.0,43178000.0
73,48744796.0,42839288.0,52144108.0,43184496.0
74,48737636.0,42839288.0,52144108.0,43184496.0
75,48737636.0,42839288.0,52144108.0,43184496.0
76,48737636.0,42839288.0,52135912.0,43177856.0
77,48737636.0,42839288.0,52142408.0,43177856.0
78,48737636.0,42839288.0,52134212.0,43177856.0
79,48737636.0,42839288.0,52134212.0,43177856.0
80,48749316.0,42839288.0,52127780.0,43177856.0
81,48729204.0,42839288.0,52127780.0,43171192.0
82,48745132.0,42839288.0,52127556.0,43171192.0
83,48718300.0,42844912.0,52127556.0,43171192.0
84,48718300.0,42844912.0,52127556.0,43171192.0
85,48718300.0,42839020.0,52119360.0,43171192.0
86,48718300.0,42806260.0,52119360.0,43182844.0
87,48718300.0,42806260.0,52111164.0,43189284.0
88,48758236.0,42806260.0,52104012.0,43189284.0
89,48716744.0,42800300.0,52104012.0,43189284.0
90,48716744.0,42800300.0,52104012.0,43182576.0
91,48716744.0,42800300.0,52095816.0,43182576.0
92,48716744.0,42800300.0,52079392.0,43176932.0
93,48716744.0,42800300.0,52079392.0,43176932.0
94,48724432.0,42800300.0,52079392.0,43176932.0
95,48719112.0,42805988.0,52105404.0,43176932.0
96,48724520.0,42805988.0,52105404.0,43184684.0
97,48711552.0,42805988.0,52105404.0,43184684.0
98,48711552.0,42805988.0,52113596.0,43191132.0
99,48711552.0,42805988.0,52113596.0,43191132.0
100,48711552.0,42805988.0,52113596.0,43191132.0
101,48711552.0,42805988.0,52113596.0,43191132.0
102,48731648.0,42811628.0,52113596.0,43191132.0
103,48796960.0,42811628.0,52113596.0,43191132.0
104,48801336.0,42811628.0,52113596.0,43191132.0
105,48801012.0,42817312.0,52120108.0,43191132.0
106,48801012.0,42817312.0,52120108.0,43191132.0
107,48801012.0,42811440.0,52120108.0,43191132.0
108,48801012.0,42811440.0,52113356.0,43191132.0
109,48801012.0,42811440.0,52119904.0,43191132.0
110,48824404.0,42817144.0,52119904.0,43191132.0
111,48808708.0,42817144.0,52119904.0,43191132.0
112,48808708.0,42817144.0,52119904.0,43182988.0
113,48808708.0,42817144.0,52119904.0,43182988.0
114,48808708.0,42822768.0,52096908.0,43182988.0
115,48808708.0,42822768.0,52096908.0,43182988.0
116,48808708.0,42816804.0,52096908.0,43182988.0
117,48794556.0,42814216.0,52096908.0,43182988.0
118,48784640.0,42814216.0,52096908.0,43182988.0
119,48803708.0,42814216.0,52096908.0,43190668.0
120,48761748.0,42814216.0,52096908.0,43190668.0
121,48761748.0,42814216.0,52096908.0,43190668.0
122,48761748.0,42814216.0,52096908.0,43190668.0
123,48774628.0,42814216.0,52096908.0,43197140.0
124,48774628.0,42814216.0,52096908.0,43197140.0
125,48780744.0,42814216.0,52096908.0,43197140.0
126,48797244.0,42812432.0,52096908.0,43203620.0
127,48797244.0,42812432.0,52096908.0,43203620.0
128,48797244.0,42812432.0,52105784.0,43210164.0
129,48797244.0,42818064.0,52104032.0,43203440.0
130,48797244.0,42827296.0,52104032.0,43203440.0
131,48797244.0,42807284.0,52104032.0,43203440.0
132,48792808.0,42807284.0,52104032.0,43214648.0
133,48814992.0,42807284.0,52104032.0,43221140.0
134,48823408.0,42801352.0,52097300.0,43222180.0
135,48823408.0,42801352.0,52097300.0,43222180.0
136,48823408.0,42801352.0,52097300.0,43236672.0
137,48823408.0,42801352.0,52103744.0,43236672.0
138,48823408.0,42801112.0,52103744.0,43236672.0
139,48846736.0,42801112.0,52103744.0,43236672.0
140,48873256.0,42795184.0,52103744.0,43236672.0
141,48840020.0,42795184.0,52097012.0,43236672.0
142,48840020.0,42789496.0,52097012.0,43236672.0
143,48840020.0,42795200.0,52097012.0,43236672.0
144,48840020.0,42789400.0,52097012.0,43236672.0
145,48840020.0,42789400.0,52097012.0,43236672.0
146,48871064.0,42795024.0,52097012.0,43236672.0
147,48847552.0,42795024.0,52097012.0,43236672.0
148,48890684.0,42795024.0,52088812.0,43236672.0
149,48862648.0,42795024.0,52088812.0,43236672.0
150,48862648.0,42795024.0,52088812.0,43236672.0
151,48862648.0,42795024.0,52072420.0,43236672.0
152,48862648.0,42795024.0,52072420.0,43229920.0
153,48862648.0,42795024.0,52078980.0,43236352.0
154,48808168.0,42800724.0,52078980.0,43236352.0
155,48813744.0,42806352.0,52085472.0,43236352.0
156,48820660.0,42800340.0,52078796.0,43236352.0
157,48820660.0,42800340.0,52071992.0,43229628.0
158,48820660.0,42806040.0,52071992.0,43229628.0
159,48820660.0,42806040.0,52071992.0,43229628.0
160,48820660.0,42781688.0,52071992.0,43229628.0
161,48787404.0,42759000.0,52065244.0,43222888.0
162,48791472.0,42759000.0,52065244.0,43222888.0
163,48826284.0,42759000.0,52065244.0,43229392.0
164,48859396.0,42759000.0,52065244.0,43229392.0
165,48859396.0,42759000.0,52058504.0,43229392.0
166,48859396.0,42759000.0,52058504.0,43229392.0
167,48859396.0,42759000.0,52058504.0,43229392.0
168,48904900.0,42759000.0,52058504.0,43229392.0
169,48921292.0,42759000.0,52058504.0,43230804.0
170,48908960.0,42759000.0,52058504.0,43230804.0
171,48907156.0,42759000.0,52058504.0,43241484.0
172,48917344.0,42759000.0,52058504.0,43248008.0
173,48917344.0,42759000.0,52058504.0,43248008.0
174,48917344.0,42758660.0,52058504.0,43248008.0
175,48917344.0,42752692.0,52058504.0,43248008.0
176,48917344.0,42752692.0,52058504.0,43248008.0
177,48917900.0,42752692.0,52051776.0,43248008.0
178,48928052.0,42752688.0,52051776.0,43248008.0
179,48953856.0,42758420.0,52058220.0,43248008.0
180,48946332.0,42758420.0,52058220.0,43241012.0
181,48946332.0,42758420.0,52064656.0,43213920.0
182,48946332.0,42758420.0,52064656.0,43207128.0
183,48946332.0,42758420.0,52057856.0,43207128.0
184,48946332.0,42758420.0,52057856.0,43215720.0
185,48948904.0,42758420.0,52057856.0,43215720.0
186,48928780.0,42752772.0,52057856.0,43215720.0
187,48924660.0,42752772.0,52051132.0,43215720.0
188,48924660.0,42752772.0,52051132.0,43215720.0
189,48924660.0,42752772.0,52051132.0,43222160.0
190,48911656.0,42752772.0,52042948.0,43222160.0
191,48911656.0,42759368.0,52042948.0,43230352.0
192,48935600.0,42759368.0,52049444.0,43230352.0
193,48915844.0,42759368.0,52049444.0,43230352.0
194,48887528.0,42759368.0,52049444.0,43230352.0
195,48887528.0,42759368.0,52055892.0,43230352.0
196,48887528.0,42770648.0,52055892.0,43236800.0
197,48887528.0,42770648.0,52055892.0,43236800.0
198,48887528.0,42764648.0,52049444.0,43236800.0
199,48915872.0,42770276.0,52059596.0,43236800.0
200,48898844.0,42770276.0,52066092.0,43236800.0
201,48898844.0,42770276.0,52066092.0,43236800.0
202,48898844.0,42770276.0,52086180.0,43243272.0
203,48898844.0,42770276.0,52103364.0,43243272.0
204,48898844.0,42770276.0,52103364.0,43243272.0
205,48898844.0,42770276.0,52103364.0,43243272.0
206,48880584.0,42770276.0,52109808.0,43243272.0
207,48870868.0,42770276.0,52109808.0,43243272.0
208,48870868.0,42764276.0,52109808.0,43243272.0
209,48870868.0,42764276.0,52109808.0,43243272.0
210,48870868.0,42764276.0,52109808.0,43243272.0
211,48870868.0,42764276.0,52116284.0,43243272.0
212,48884496.0,42769916.0,52116284.0,43243272.0
213,48840048.0,42769916.0,52109484.0,43243272.0
214,48831072.0,42769916.0,52109484.0,43243328.0
215,48831072.0,42764264.0,52100840.0,43243328.0
216,48831072.0,42764264.0,52084444.0,43233780.0
217,48831072.0,42764264.0,52084444.0,43233780.0
218,48817828.0,42764264.0,52090964.0,43233780.0
219,48817828.0,42764264.0,52090964.0,43233780.0
220,48889448.0,42769888.0,52090964.0,43233780.0
221,48886296.0,42769888.0,52090964.0,43219436.0
222,48886296.0,42769888.0,52090964.0,43219436.0
223,48886296.0,42769888.0,52090964.0,43219436.0
224,48886296.0,42769888.0,52090964.0,43219436.0
225,48886296.0,42769888.0,52084376.0,43219436.0
226,48972020.0,42769888.0,52084376.0,43219436.0
227,48946260.0,42769888.0,52084376.0,43219068.0
228,48959208.0,42769888.0,52090808.0,43219068.0
229,48913948.0,42775516.0,52090808.0,43219068.0
230,48913948.0,42769500.0,52090808.0,43219068.0
231,48913948.0,42746712.0,52090808.0,43219068.0
232,48913948.0,42738516.0,52090808.0,43225516.0
233,48913948.0,42732508.0,52090808.0,43225516.0
234,48852804.0,42738136.0,52084372.0,43231976.0
235,48887392.0,42738136.0,52084372.0,43231976.0
236,48912680.0,42738136.0,52090828.0,43238532.0
237,48877628.0,42743868.0,52090828.0,43238532.0
238,48877628.0,42743868.0,52103724.0,43238532.0
239,48877628.0,42743868.0,52095528.0,43232068.0
240,48877628.0,42750396.0,52095528.0,43232068.0
241,48877628.0,42750396.0,52095528.0,43232068.0
242,48871308.0,42750396.0,52095528.0,43225632.0
243,48880268.0,42750396.0,52095528.0,43225632.0
244,48866484.0,42750396.0,52095528.0,43212640.0
245,48866484.0,42750396.0,52095528.0,43212640.0
246,48866484.0,42756020.0,52095528.0,43212640.0
247,48866484.0,42750360.0,52095528.0,43212640.0
248,48866484.0,42750360.0,52088956.0,43212640.0
249,48925620.0,42750360.0,52088956.0,43212640.0
250,48920392.0,42750360.0,52088956.0,43212640.0
251,48928908.0,42750360.0,52088956.0,43212640.0
252,48909408.0,42750360.0,52088956.0,43212640.0
253,48909408.0,42750360.0,52088956.0,43219100.0
254,48909408.0,42761636.0,52088956.0,43225540.0
255,48909408.0,42761636.0,52088708.0,43225540.0
256,48909408.0,42761636.0,52081984.0,43225540.0
257,48943696.0,42761636.0,52081984.0,43225540.0
258,48936952.0,42761636.0,52081984.0,43225540.0
259,48909996.0,42767288.0,52081984.0,43225540.0
260,48909996.0,42767288.0,52081984.0,43225540.0
261,48909996.0,42761632.0,52081700.0,43218148.0
262,48909996.0,42761632.0,52081700.0,43218148.0
263,48909996.0,42761632.0,52081700.0,43224612.0
264,48878360.0,42761632.0,52081700.0,43224612.0
265,48940080.0,42761632.0,52088136.0,43218132.0
266,48934804.0,42749960.0,52081696.0,43218132.0
267,48897616.0,42744068.0,52081696.0,43218132.0
268,48897616.0,42744068.0,52081696.0,43211672.0
269,48897616.0,42749700.0,52081696.0,43218148.0
270,48897616.0,42749700.0,52081696.0,43218148.0
271,48897616.0,42749700.0,52081696.0,43218148.0
272,48862348.0,42749700.0,52075232.0,43226336.0
273,48924716.0,42749700.0,52075232.0,43226336.0
274,48896668.0,42744072.0,52075232.0,43226336.0
275,48896668.0,42744072.0,52081664.0,43226336.0
276,48896668.0,42744072.0,52081664.0,43226336.0
277,48896668.0,42744072.0,52081664.0,43226336.0
278,48896668.0,42744072.0,52081664.0,43232776.0
279,48919696.0,42749756.0,52075228.0,43232776.0
280,48949708.0,42749756.0,52075228.0,43232776.0
281,48909444.0,42749756.0,52068732.0,43239240.0
282,48881284.0,42755388.0,52068732.0,43239240.0
283,48881284.0,42755388.0,52068732.0,43232772.0
284,48881284.0,42749736.0,52068672.0,43232772.0
285,48881284.0,42749760.0,52068672.0,43232772.0
286,48881284.0,42749760.0,52068672.0,43232772.0
287,48922956.0,42765008.0,52068672.0,43232772.0
288,48925268.0,42764920.0,52068672.0,43232772.0
289,48925268.0,42764920.0,52068672.0,43232772.0
290,48925268.0,42764920.0,52075120.0,43239224.0
291,48925268.0,42764920.0,52068344.0,43245696.0
292,48925268.0,42764920.0,52068344.0,43245696.0
293,48926260.0,42770600.0,52068344.0,43245696.0
294,48927616.0,42770600.0,52068344.0,43245696.0
295,48938552.0,42770600.0,52068344.0,43245696.0
296,48938040.0,42770600.0,52068344.0,43245696.0
297,48938040.0,42776276.0,52068344.0,43239256.0
298,48938040.0,42776276.0,52068344.0,43239256.0
299,48938040.0,42776276.0,52068344.0,43245768.0
300,48938040.0,42776276.0,52068344.0,43245768.0
301,48904072.0,42776276.0,52074808.0,43245768.0
302,48938172.0,42776276.0,52074808.0,43245768.0
303,48943608.0,42776276.0,52074808.0,43245768.0
304,48943608.0,42776276.0,52074808.0,43245768.0
305,48943608.0,42776276.0,52068288.0,43245768.0
306,48943608.0,42776276.0,52068288.0,43245768.0
307,48943608.0,42762828.0,52068288.0,43245768.0
308,48943608.0,42768488.0,52068288.0,43239120.0
309,48967980.0,42768488.0,52068288.0,43239120.0
310,48991064.0,42762840.0,52091480.0,43239120.0
311,48991064.0,42768464.0,52091480.0,43239172.0
312,48991064.0,42768464.0,52098044.0,43239172.0
313,48991064.0,42768464.0,52098044.0,43239172.0
314,48991064.0,42768464.0,52087008.0,43239172.0
315,48991064.0,42768464.0,52087008.0,43239172.0
316,49031196.0,42768464.0,52087008.0,43239172.0
317,49030540.0,42762740.0,52087008.0,43239172.0
318,49022220.0,42807152.0,52093504.0,43239172.0
319,49022220.0,42807136.0,52093504.0,43239172.0
320,49022220.0,42807136.0,52086920.0,43232600.0
321,49022220.0,42807136.0,52086920.0,43232600.0
322,49035108.0,42820892.0,52086920.0,43225912.0
323,49053344.0,42820892.0,52093364.0,43225912.0
324,49049816.0,42820892.0,52093364.0,43232440.0
325,49073396.0,42813508.0,52093364.0,43232440.0
326,49042852.0,42813508.0,52093364.0,43232440.0
327,49055732.0,42813508.0,52093364.0,43232440.0
328,49055732.0,42813508.0,52093364.0,43225936.0
329,49055732.0,42813508.0,52086788.0,43225936.0
330,49055732.0,42813508.0,52086788.0,43225936.0
331,49046668.0,42852736.0,52086788.0,43234720.0
332,49047388.0,42852736.0,52093220.0,43228212.0
333,49029156.0,42852736.0,52093220.0,43228212.0
334,49029156.0,42847024.0,52093220.0,43228212.0
335,49029156.0,42847024.0,52093220.0,43228212.0
336,49029156.0,42840052.0,52093220.0,43234736.0
337,49029156.0,42834340.0,52099708.0,43234736.0
338,49017924.0,42834340.0,52099708.0,43234736.0
339,49037056.0,42828640.0,52099708.0,43234736.0
340,49032628.0,42828640.0,52099708.0,43234736.0
341,49019312.0,42828640.0,52099708.0,43234736.0
342,49019312.0,42828640.0,52106212.0,43234736.0
343,49019312.0,42828640.0,52106212.0,43234736.0
344,49019312.0,42828640.0,52106212.0,43234748.0
345,49019312.0,42828640.0,52106212.0,43234748.0
346,48993848.0,42822944.0,52106212.0,43234748.0
347,49034516.0,42822944.0,52106212.0,43234748.0
348,49007996.0,42817256.0,52106212.0,43234748.0
349,49007996.0,42817256.0,52106212.0,43234748.0
350,49007996.0,42817256.0,52112740.0,43234748.0
351,49007996.0,42822968.0,52119264.0,43241256.0
352,49007996.0,42822968.0,52119264.0,43234752.0
353,48970084.0,42828696.0,52119264.0,43234752.0
354,49005720.0,42834388.0,52112752.0,43234752.0
355,49018636.0,42834388.0,52112752.0,43234752.0
356,49018636.0,42834388.0,52112716.0,43228192.0
357,49018636.0,42852836.0,52112716.0,43221668.0
358,49018636.0,42858552.0,52112716.0,43221668.0
359,49005588.0,42858552.0,52112716.0,43221668.0
360,48994612.0,42858532.0,52112716.0,43221668.0
361,48982192.0,42818788.0,52112716.0,43221668.0
362,49005052.0,42818788.0,52112716.0,43228100.0
363,48987108.0,42818592.0,52112716.0,43228100.0
364,48987108.0,42818592.0,52103704.0,43228100.0
365,48987108.0,42818592.0,52095504.0,43228100.0
366,48987108.0,42818592.0,52095504.0,43228100.0
367,48987108.0,42818592.0,52095504.0,43228100.0
368,49017668.0,42818592.0,52095504.0,43234532.0
369,48963380.0,42818592.0,52088940.0,43234532.0
370,49002156.0,42818592.0,52088940.0,43234532.0
371,48988404.0,42818592.0,52088940.0,43234532.0
372,48988404.0,42818592.0,52082288.0,43234532.0
373,48988404.0,42818592.0,52082288.0,43234532.0
374,48988404.0,42818592.0,52088724.0,43234532.0
375,48988404.0,42824228.0,52082124.0,43234532.0
376,49027504.0,42824228.0,52082124.0,43227956.0
377,48989448.0,42841992.0,52082124.0,43234404.0
378,49023864.0,42847616.0,52082124.0,43234404.0
379,49045544.0,42853240.0,52082124.0,43234404.0
380,49045544.0,42853240.0,52088684.0,43227812.0
381,49045544.0,42853240.0,52088684.0,43227812.0
382,49045544.0,42853240.0,52095120.0,43227812.0
383,49045544.0,42853240.0,52095120.0,43227812.0
384,49033844.0,42847480.0,52095120.0,43221244.0
385,49020640.0,42847480.0,52095120.0,43221244.0
386,49084608.0,42847480.0,52095120.0,43214652.0
387,49082176.0,42881560.0,52095120.0,43214652.0
388,49055096.0,42881560.0,52095120.0,43221144.0
389,49055096.0,42881560.0,52095120.0,43221144.0
390,49055096.0,42881560.0,52095120.0,43221144.0
391,49055096.0,42881560.0,52101608.0,43221144.0
392,49055096.0,42871844.0,52101608.0,43221144.0
393,49018432.0,42871844.0,52101608.0,43221144.0
394,49023096.0,42871844.0,52108160.0,43221144.0
395,49023096.0,42871844.0,52098864.0,43227672.0
396,49023096.0,42877552.0,52098864.0,43227672.0
397,49023096.0,42877552.0,52098864.0,43227672.0
398,49023096.0,42877552.0,52098864.0,43234132.0
399,49023096.0,42877552.0,52098864.0,43234132.0
