stat_bytes_avail,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
0,694901223424,694249910272,702537297920,715881926656,697725526016,672387502080,769117138944,673728688128,704670035968,664923975680,742597812224,709402857472,716823461888,663828832256,645727813632,732049874944,708782944256,736343216128,657498124288,698333192192,714247282688,711996182528,677299728384,669278957568,710216007680,728539537408,702587707392,622192435200,723152842752,682154258432,729978478592,725091680256,698211692544,681436114944,692027949056,705331826688,712486993920,653073625088,657187287040,735385436160
1,694900150272,694261350400,702535241728,715877695488,697724481536,672385376256,769115082752,673726562304,704669057024,664921849856,742591254528,709405298688,716821331968,663824687104,645723840512,732049068032,708793839616,736342212608,657502232576,698331119616,714256728064,711994056704,677298745344,669275254784,710213881856,728538464256,702584532992,622191890432,723150852096,682161020928,729977405440,725089648640,698209701888,681434017792,692026773504,705331281920,712483819520,653072621568,657186238464,735390035968
2,694900150272,694261350400,702535241728,715877695488,697723428864,672385376256,769115082752,673726562304,704669057024,664921878528,742591254528,709405298688,716821331968,663824687104,645723840512,732049068032,708793839616,736342212608,657502232576,698331119616,714256728064,711994056704,677298745344,669275254784,710213881856,728538464256,702584532992,622190837760,723150852096,682161020928,729977405440,725089648640,698209701888,681434017792,692026773504,705331281920,712483819520,653071568896,657184112640,735390035968
3,694896910336,694259277824,702535241728,715878584320,697723428864,672381173760,769115082752,673726562304,704669057024,664921878528,742591254528,709405298688,716821331968,663824687104,645723840512,732049068032,708793839616,736342212608,657494872064,698327883776,714254913536,711994056704,677298745344,669275254784,710213881856,728538464256,702584532992,622190837760,723150852096,682161020928,729977405440,725089648640,698207600640,681434017792,692026773504,705331281920,712483819520,653071568896,657184112640,735390035968
4,694896910336,694259277824,702533169152,715878584320,697721995264,672381173760,769115082752,673732759552,704665939968,664917647360,742591254528,709405298688,716821331968,663824687104,645723840512,732049068032,708791767040,736342212608,657494872064,698327883776,714254913536,711998881792,677298745344,669275254784,710213881856,728538464256,702584532992,622190837760,723150852096,682161020928,729977405440,725089648640,698207600640,681434017792,692026773504,705331281920,712489820160,653071568896,657184112640,735390035968
5,694897209344,694259277824,702533169152,715878584320,697721995264,672381173760,769113010176,673731182592,704665939968,664918028288,742606008320,709403226112,716832849920,663820455936,645723840512,732049068032,708791767040,736339087360,657494872064,698327883776,714252787712,711998881792,677298745344,669275287552,710212337664,728538464256,702584561664,622190837760,723148750848,682166661120,729974091776,725087522816,698207600640,681434017792,692025802752,705328156672,712488767488,653071568896,657179901952,735387934720
6,694897209344,694259277824,702533169152,715878584320,697721995264,672381173760,769113010176,673731182592,704665972736,664918028288,742606008320,709403226112,716832849920,663820455936,645734006784,732045942784,708791767040,736339087360,657494872064,698327883776,714252787712,711998906368,677295570944,669275287552,710212337664,728536391680,702584561664,622184534016,723148750848,682166661120,729974091776,725087522816,698207600640,681437958144,692032700416,705328156672,712488767488,653075345408,657179901952,735387934720
7,694897209344,694259277824,702533169152,715885555712,697719996416,672381173760,769113010176,673731182592,704665972736,664918028288,742606008320,709403226112,716832849920,663820455936,645734006784,732045942784,708791767040,736339087360,657494872064,698332708864,714252787712,711998906368,677295599616,669275287552,710212337664,728536391680,702584561664,622184534016,723148750848,682166661120,729980252160,725087522816,698207629312,681437958144,692032700416,705328156672,712488767488,653075345408,657179901952,735387934720
8,694897209344,694259277824,702533169152,715885555712,697719996416,672381173760,769113010176,673731207168,704671690752,664917831680,742606008320,709403226112,716832849920,663820455936,645734006784,732045942784,708791767040,736339087360,657500438528,698332708864,714252787712,711998906368,677295599616,669275287552,710212337664,728536391680,702584561664,622184534016,723148750848,682166661120,729980252160,725087522816,698207629312,681437958144,692032700416,705328156672,712488767488,653075345408,657179947008,735387934720
9,694897209344,694259277824,702533169152,715885555712,697724772352,672381173760,769113010176,673731207168,704671690752,664917831680,742606008320,709403226112,716832849920,663820455936,645734006784,732045942784,708791767040,736339087360,657500438528,698332708864,714252787712,711998906368,677295599616,669272211456,710219264000,728536391680,702580367360,622184534016,723148750848,682166661120,729980252160,725087551488,698207629312,681437958144,692032700416,705323925504,712488767488,653075345408,657179947008,735387963392
10,694904958976,694259277824,702528937984,715885576192,697724772352,672393220096,769118982144,673731207168,704671690752,664924741632,742603882496,709403226112,716832849920,663820455936,645734006784,732045942784,708791767040,736345083904,657500438528,698332708864,714252787712,711996809216,677295599616,669272211456,710219264000,728536391680,702580367360,622184534016,723148750848,682166661120,729980252160,725087551488,698207629312,681437958144,692032700416,705323925504,712488767488,653075345408,657179947008,735387963392
11,694904958976,694259277824,702528937984,715885576192,697724772352,672393220096,769118982144,673731207168,704671690752,664924741632,742603882496,709403226112,716832849920,663820455936,645734006784,732045942784,708791767040,736345083904,657500438528,698332737536,714252787712,711996809216,677295599616,669272211456,710219264000,728536391680,702580367360,622184570880,723148750848,682166693888,729980252160,725087551488,698207629312,681437958144,692032700416,705323925504,712488792064,653075365888,657179947008,735387963392
12,694904991744,694259277824,702528937984,715884503040,697724772352,672393220096,769118982144,673731145728,704671690752,664924741632,742603882496,709403226112,716832849920,663820455936,645729775616,732045942784,708791767040,736345083904,657500438528,698332737536,714252787712,711996809216,677295599616,669279981568,710219264000,728536391680,702580367360,622184570880,723148750848,682166693888,729980252160,725087551488,698203435008,681437958144,692032700416,705323925504,712488792064,653075365888,657179947008,735387963392
13,694904991744,694259277824,702528937984,715884503040,697724772352,672393220096,769119002624,673731145728,704671711232,664924741632,742603882496,709403226112,716832849920,663820455936,645729775616,732045942784,708791767040,736345083904,657500438528,698332737536,714252787712,711996809216,677300740096,669279981568,710218190848,728536391680,702580367360,622184570880,723148750848,682166693888,729985843200,725087551488,698203435008,681437958144,692032700416,705323925504,712488792064,653075365888,657179947008,735387963392
14,694904991744,694259277824,702528937984,715884503040,697724772352,672392192000,769119002624,673731207168,704671711232,664924741632,742603911168,709403226112,716832849920,663820455936,645729775616,732045942784,708791767040,736345083904,657500438528,698332737536,714252816384,711996809216,677300740096,669279174656,710218190848,728536391680,702580367360,622184570880,723148750848,682166693888,729985843200,725087551488,698203435008,681437958144,692032700416,705323925504,712488792064,653075365888,657179947008,735387963392
15,694904991744,694259277824,702528937984,715884503040,697724772352,672392192000,769119002624,673731207168,704671711232,664924741632,742603911168,709403226112,716832849920,663820492800,645729775616,732045942784,708791767040,736344035328,657500438528,698332737536,714252816384,711996809216,677300740096,669279174656,710218190848,728532160512,702580367360,622184570880,723144548352,682166693888,729985843200,725083320320,698203435008,681436930048,692032700416,705323925504,712486666240,653075365888,657179947008,735387963392
16,694904991744,694259277824,702528974848,715884503040,697724801024,672392192000,769119002624,673731207168,704671711232,664924741632,742603911168,709403226112,716832849920,663820492800,645729775616,732045942784,708791767040,736344035328,657500438528,698332737536,714252816384,711996809216,677300740096,669279174656,710218215424,728532160512,702580367360,622184570880,723144548352,682166693888,729985843200,725083320320,698203435008,681436930048,692032700416,705323962368,712486666240,653072187392,657179947008,735387963392
17,694904991744,694255083520,702528974848,715884527616,697724801024,672392192000,769119002624,673731207168,704671711232,664924741632,742603911168,709403226112,716832849920,663820492800,645729775616,732041711616,708791767040,736344035328,657500438528,698332737536,714252816384,711996809216,677300740096,669279174656,710218215424,728532160512,702580367360,622184570880,723144548352,682166693888,729985843200,725083320320,698203435008,681436930048,692032700416,705323962368,712486666240,653072187392,657179947008,735387963392
18,694904991744,694255083520,702528974848,715884527616,697724801024,672392192000,769119002624,673731207168,704670113792,664924741632,742603911168,709403226112,716832849920,663820492800,645729775616,732041711616,708791767040,736344035328,657500438528,698332737536,714248585216,711996809216,677300740096,669279174656,710218215424,728532197376,702580367360,622184570880,723144548352,682166693888,729983717376,725083320320,698203435008,681436930048,692032700416,705323962368,712486666240,653072187392,657179947008,735387963392
19,694904991744,694255083520,702528974848,715884527616,697724801024,672392192000,769119002624,673729081344,704670113792,664924741632,742603911168,709403226112,716832849920,663820492800,645729775616,732041711616,708791767040,736344035328,657500438528,698332737536,714248585216,711996809216,677300740096,669279174656,710218215424,728532197376,702580367360,622184570880,723144548352,682166693888,729983717376,725083320320,698203435008,681436930048,692032700416,705323962368,712486666240,653072187392,657179947008,735387963392
20,694904991744,694255083520,702528974848,715884527616,697724801024,672392192000,769119002624,673729081344,704670113792,664924741632,742603911168,709403226112,716828618752,663820492800,645729775616,732041748480,708791767040,736344035328,657500438528,698332737536,714248585216,711996809216,677300215808,669279195136,710218215424,728532197376,702580367360,622184570880,723144548352,682166693888,729983717376,725083357184,698203435008,681436930048,692032700416,705323962368,712486666240,653072187392,657179947008,735387963392
21,694904991744,694255083520,702528974848,715884527616,697724801024,672392192000,769119002624,673729081344,704670113792,664922615808,742603911168,709403226112,716828618752,663820492800,645729775616,732041748480,708791767040,736344035328,657500438528,698332737536,714248585216,711996809216,677300215808,669279195136,710218215424,728532197376,702580367360,622184570880,723144548352,682166693888,729983717376,725083357184,698203435008,681436930048,692032700416,705323962368,712486694912,653072220160,657179947008,735387963392
22,694904991744,694255083520,702528974848,715884527616,697724801024,672392192000,769119002624,673729110016,704670113792,664922615808,742603911168,709403226112,716828618752,663820492800,645729775616,732041748480,708791767040,736344035328,657500438528,698332737536,714248622080,711996809216,677300215808,669278121984,710218215424,728532197376,702580367360,622184570880,723144548352,682166693888,729983717376,725083357184,698203435008,681436930048,692030574592,705323962368,712486694912,653072220160,657179947008,735387963392
23,694904991744,694255083520,702528974848,715884527616,697724801024,672392192000,769117929472,673729110016,704670113792,664922615808,742603911168,709403226112,716828618752,663820492800,645729775616,732041748480,708787535872,736344035328,657500438528,698332737536,714248622080,711996809216,677300215808,669278121984,710218215424,728532197376,702580367360,622184570880,723144548352,682166693888,729983746048,725083357184,698211987456,681434804224,692030574592,705323962368,712486694912,653072220160,657179947008,735387963392
24,694904991744,694255083520,702528974848,715882401792,697724801024,672392192000,769117929472,673729110016,704670113792,664922615808,742603911168,709403226112,716828618752,663828168704,645729775616,732041748480,708787535872,736344035328,657500438528,698332737536,714248622080,711996809216,677300215808,669278146560,710218215424,728532197376,702580367360,622184570880,723144585216,682162462720,729983746048,725083357184,698211987456,681434804224,692030574592,705323962368,712486694912,653072220160,657179947008,735387963392
25,694904991744,694255083520,702528974848,715882401792,697724801024,672392192000,769117929472,673729110016,704670138368,664922615808,742603911168,709403226112,716828655616,663828168704,645729775616,732041748480,708787535872,736344035328,657500438528,698332737536,714248622080,711996809216,677300215808,669278146560,710218215424,728532197376,702580449280,622191063040,723144585216,682162462720,729983746048,725083357184,698211987456,681434804224,692030574592,705323962368,712486694912,653072220160,657179947008,735387963392
26,694904991744,694255083520,702528974848,715882401792,697724801024,672392192000,769117929472,673729110016,704670138368,664922615808,742603911168,709403226112,716828655616,663828168704,645729775616,732041748480,708787535872,736344035328,657500438528,698332737536,714248622080,711996809216,677300215808,669278146560,710218215424,728532197376,702580449280,622191063040,723144585216,682162462720,729983746048,725083357184,698211987456,681434804224,692030574592,705323962368,712486694912,653072220160,657179947008,735383732224
27,694904991744,694255083520,702528974848,715882430464,697724801024,672390094848,769117929472,673729110016,704670138368,664922644480,742603911168,709403226112,716828655616,663827664896,645729812480,732041748480,708787535872,736344035328,657500438528,698332737536,714248622080,711996809216,677300215808,669278146560,710216118272,728532197376,702580449280,622191063040,723144585216,682162462720,729983746048,725085372416,698211442688,681434804224,692030574592,705323962368,712486694912,653072220160,657179947008,735383732224
28,694904991744,694255083520,702528974848,715882430464,697724801024,672390094848,769117954048,673729110016,704670138368,664922644480,742603911168,709403226112,716828655616,663827664896,645729812480,732041748480,708787572736,736344035328,657500438528,698332737536,714248622080,711996809216,677300215808,669278146560,710216118272,728532197376,702587920384,622191063040,723144585216,682162462720,729983746048,725085372416,698211442688,681434804224,692030603264,705323962368,712486694912,653072220160,657179947008,735383732224
29,694904991744,694255083520,702528974848,715882430464,697724801024,672390094848,769117954048,673729110016,704670138368,664922644480,742603911168,709403226112,716828655616,663827664896,645729812480,732041748480,708787572736,736344035328,657500438528,698332737536,714248622080,711996809216,677299142656,669278146560,710216118272,728532197376,702587920384,622191063040,723144585216,682162499584,729983746048,725085372416,698211442688,681434832896,692030603264,705323962368,712486694912,653072220160,657179947008,735383732224
30,694904991744,694255083520,702528974848,715882430464,697724801024,672390094848,769117954048,673729110016,704670138368,664922644480,742603911168,709403226112,716828655616,663827664896,645729812480,732041748480,708787572736,736344035328,657500438528,698332737536,714248622080,711996809216,677299142656,669278146560,710216118272,728532197376,702587920384,622191083520,723144585216,682162499584,729983746048,725085372416,698211442688,681434832896,692030603264,705323962368,712486694912,653072220160,657186467840,735383732224
31,694904991744,694255083520,702528974848,715882430464,697724801024,672390094848,769117954048,673729110016,704668041216,664922644480,742603911168,709399031808,716828655616,663827664896,645729812480,732041748480,708787572736,736344035328,657500438528,698332737536,714248622080,711996809216,677299142656,669278146560,710216118272,728532197376,702587920384,622191083520,723144585216,682162499584,729983746048,725085372416,698211442688,681434832896,692030603264,705323962368,712486694912,653072220160,657186467840,735383769088
32,694904991744,694255083520,702528974848,715882430464,697724801024,672390094848,769117954048,673729110016,704668041216,664922644480,742603911168,709399031808,716828655616,663827664896,645729812480,732041748480,708787572736,736341938176,657500438528,698328543232,714248622080,711996809216,677299142656,669278146560,710216118272,728532197376,702587396096,622191083520,723144585216,682162499584,729983746048,725091495936,698211463168,681434832896,692030603264,705323962368,712486694912,653072220160,657186467840,735383769088
33,694904991744,694255083520,702528974848,715882430464,697724801024,672390094848,769117954048,673729110016,704668041216,664922644480,742599680000,709399031808,716828655616,663826591744,645729812480,732041748480,708787572736,736341938176,657500438528,698328543232,714248622080,711996809216,677299142656,669278146560,710216118272,728540798976,702587396096,622191083520,723144585216,682162499584,729983746048,725091495936,698211463168,681434832896,692030603264,705323962368,712486694912,653072220160,657186467840,735383769088
34,694904991744,694255083520,702528974848,715882430464,697724801024,672390094848,769117954048,673729110016,704668041216,664922644480,742599680000,709399031808,716828655616,663826591744,645729812480,732041748480,708787572736,736341938176,657500438528,698328543232,714248622080,711996809216,677299142656,669278146560,710216118272,728540798976,702587396096,622191083520,723144585216,682162499584,729983746048,725091495936,698211463168,681434832896,692030603264,705323962368,712486694912,653072220160,657185923072,735383769088
35,694904991744,694255083520,702528974848,715882430464,697724801024,672390094848,769117954048,673729110016,704668041216,664922644480,742599680000,709399031808,716828655616,663826591744,645729812480,732041748480,708787572736,736341938176,657500438528,698328543232,714248622080,711996809216,677299142656,669276049408,710216118272,728540798976,702587396096,622191083520,723144585216,682162499584,729983746048,725091495936,698211463168,681434832896,692030603264,705323962368,712486694912,653067988992,657185923072,735383769088
36,694900760576,694255083520,702528974848,715882430464,697720569856,672390094848,769115856896,673729110016,704668041216,664922644480,742599680000,709399031808,716828655616,663826616320,645736706048,732041748480,708787572736,736341938176,657500438528,698328543232,714248622080,711992578048,677299142656,669276049408,710216118272,728540012544,702587396096,622191083520,723144585216,682162499584,729983746048,725091495936,698210390016,681434832896,692030603264,705323962368,712486694912,653067988992,657185943552,735383769088
37,694900760576,694255083520,702536462336,715882430464,697720569856,672390094848,769115795456,673724915712,704668041216,664922644480,742599716864,709399031808,716828655616,663826616320,645736706048,732041748480,708787572736,736341938176,657500438528,698328543232,714248622080,711992578048,677299142656,669276049408,710216118272,728540012544,702587396096,622191083520,723144585216,682162499584,729983746048,725091495936,698210390016,681434832896,692026372096,705323962368,712486694912,653067988992,657185943552,735383769088
38,694900760576,694255083520,702536200192,715882430464,697720569856,672390094848,769115795456,673724915712,704668041216,664922644480,742599716864,709399031808,716828655616,663826616320,645736443904,732041748480,708787572736,736341938176,657506545664,698328543232,714248622080,711992614912,677297070080,669276049408,710216118272,728540012544,702587396096,622191083520,723144585216,682162499584,729983746048,725090443264,698210390016,681434832896,692026372096,705331253248,712486694912,653068025856,657185943552,735383769088
39,694900760576,694255083520,702536200192,715882430464,697720569856,672390094848,769115856896,673724915712,704668041216,664922644480,742599716864,709399031808,716828655616,663826616320,645736443904,732041748480,708787572736,736341938176,657506545664,698328543232,714248622080,711992614912,677297070080,669276049408,710216118272,728540012544,702587396096,622187905024,723144585216,682162499584,729983746048,725090443264,698210390016,681434832896,692026372096,705331253248,712486694912,653068025856,657185943552,735383769088
40,694900797440,694255083520,702536200192,715882430464,697720606720,672390094848,769115856896,673724915712,704668041216,664922644480,742599716864,709399031808,716828655616,663826616320,645734866944,732041748480,708787572736,736341938176,657506545664,698328543232,714248622080,711992614912,677297070080,669276049408,710216118272,728540012544,702586368000,622187905024,723144585216,682162499584,729983746048,725090443264,698208317440,681434832896,692026372096,705331253248,712482500608,653068025856,657185943552,735383769088
41,694900797440,694261690368,702536200192,715882430464,697720606720,672390094848,769115856896,673724915712,704668041216,664922644480,742599716864,709399031808,716828655616,663826616320,645734866944,732041748480,708787572736,736341938176,657506545664,698328543232,714248622080,711992614912,677297070080,669276049408,710216118272,728538984448,702586368000,622187905024,723151691776,682162499584,729979551744,725090443264,698208317440,681434832896,692026408960,705331253248,712482500608,653068025856,657184870400,735383769088
42,694900797440,694261166080,702536200192,715882430464,697720606720,672385863680,769115856896,673724915712,704668041216,664918450176,742599716864,709399031808,716828655616,663826616320,645734866944,732041748480,708787572736,736341938176,657506545664,698328543232,714248622080,711992614912,677297070080,669276049408,710216118272,728538984448,702586368000,622187905024,723151691776,682162499584,729979551744,725090443264,698208317440,681434832896,692026408960,705331253248,712482500608,653068025856,657184870400,735383769088
43,694900797440,694261166080,702536200192,715878199296,697720606720,672385863680,769115856896,673724915712,704668041216,664918450176,742599716864,709399031808,716828655616,663826616320,645734866944,732041748480,708787572736,736341938176,657505492992,698328543232,714248622080,711992614912,677297070080,669276049408,710216118272,728538984448,702586368000,622187937792,723151691776,682162499584,729979551744,725090467840,698208317440,681430601728,692026408960,705330487296,712482500608,653068025856,657184870400,735383769088
44,694900797440,694261166080,702534623232,715878199296,697720606720,672385863680,769115856896,673724915712,704663810048,664918450176,742599716864,709399031808,716828655616,663826616320,645734866944,732041748480,708787572736,736341938176,657505492992,698328543232,714247966720,711992614912,677297070080,669276049408,710211887104,728538984448,702586368000,622187937792,723151187968,682162499584,729979551744,725090467840,698208317440,681430601728,692026408960,705330487296,712482500608,653068025856,657184870400,735383769088
45,694900797440,694261166080,702534623232,715878236160,697720606720,672385863680,769115856896,673724915712,704663810048,664918450176,742599716864,709399031808,716835622912,663826616320,645734866944,732041748480,708787572736,736341938176,657505492992,698328543232,714247966720,711992614912,677297070080,669276049408,710211887104,728538984448,702584270848,622187937792,723151187968,682162499584,729979551744,725090467840,698208317440,681430601728,692026408960,705330487296,712482500608,653068025856,657184870400,735383769088
46,694900797440,694261207040,702534623232,715878236160,697720606720,672385863680,769115856896,673724915712,704663810048,664918450176,742599716864,709399031808,716835622912,663824519168,645734866944,732041748480,708787572736,736341938176,657505492992,698328543232,714247966720,711992614912,677297070080,669276049408,710211887104,728538984448,702584270848,622187937792,723151187968,682162499584,729979551744,725088342016,698208317440,681430601728,692026408960,705330487296,712482500608,653068025856,657182797824,735383769088
47,694900797440,694260133888,702534647808,715878236160,697720606720,672385863680,769115856896,673724915712,704663810048,664918450176,742599716864,709399031808,716835360768,663824519168,645734866944,732053905408,708794638336,736341938176,657505492992,698328543232,714254757888,711992614912,677297070080,669276049408,710211887104,728538984448,702584270848,622187937792,723151187968,682169135104,729979551744,725088342016,698208317440,681430601728,692026408960,705330487296,712482500608,653068025856,657182797824,735383769088
48,694900797440,694260133888,702534647808,715878236160,697720606720,672385863680,769115856896,673724915712,704663810048,664918450176,742599716864,709399031808,716835360768,663824519168,645732765696,732053905408,708794638336,736341938176,657505492992,698328543232,714254757888,711992614912,677297070080,669276049408,710211887104,728538984448,702584270848,622187937792,723151187968,682169135104,729979551744,725088342016,698208317440,681430638592,692026408960,705329438720,712482500608,653068025856,657182797824,735383769088
49,694900797440,694260133888,702532521984,715878236160,697720606720,672385900544,769115856896,673724915712,704663810048,664918450176,742599716864,709399031808,716834836480,663824519168,645732765696,732053360640,708794638336,736341938176,657503391744,698328543232,714254757888,711992614912,677297070080,669276049408,710211923968,728538984448,702584270848,622187937792,723151187968,682169135104,729979551744,725088342016,698208317440,681430638592,692026408960,705329438720,712482500608,653068025856,657182797824,735383769088
50,694900797440,694260133888,702532521984,715878236160,697720606720,672385900544,769115856896,673724915712,704663846912,664918450176,742599716864,709409226752,716834836480,663824519168,645732765696,732053360640,708794638336,736337707008,657503391744,698328543232,714254757888,711992614912,677297070080,669271818240,710211923968,728538984448,702584270848,622187937792,723150139392,682168631296,729979551744,725088342016,698208317440,681430638592,692026408960,705329438720,712482500608,653068025856,657182797824,735383769088
51,694900797440,694260133888,702532521984,715878236160,697720606720,672385900544,769115856896,673724915712,704663846912,664918450176,742599716864,709409226752,716834836480,663824519168,645732765696,732052307968,708794638336,736337707008,657503391744,698328543232,714254757888,711992614912,677297070080,669271818240,710211923968,728538984448,702584270848,622183706624,723150139392,682168631296,729979551744,725088342016,698208317440,681430638592,692026408960,705329438720,712482500608,653068025856,657182797824,735383769088
52,694900797440,694258028544,702532521984,715878236160,697720606720,672385900544,769111625728,673724915712,704663846912,664918450176,742599716864,709409226752,716834836480,663824519168,645732794368,732052307968,708794638336,736337707008,657503391744,698328543232,714254757888,711992614912,677292838912,669271818240,710211923968,728538984448,702584270848,622183706624,723150139392,682168631296,729979551744,725088370688,698208317440,681430638592,692026408960,705329438720,712482500608,653074153472,657182797824,735383769088
53,694899961856,694258028544,702532521984,715878236160,697720606720,672385900544,769111662592,673724915712,704663846912,664918450176,742599716864,709408219136,716833808384,663824519168,645732794368,732052307968,708796702720,736337707008,657503391744,698328543232,714254757888,711992614912,677292838912,669271818240,710211923968,728536858624,702584270848,622183706624,723150139392,682167582720,729979551744,725088370688,698204086272,681430638592,692026408960,705327312896,712482500608,653074153472,657182797824,735383769088
54,694899961856,694258028544,702532521984,715878236160,697720774656,672385900544,769111662592,673724915712,704663846912,664918450176,742599716864,709408219136,716833808384,663824519168,645732794368,732052307968,708796702720,736337707008,657503420416,698329362432,714254757888,711992614912,677292875776,669271818240,710211923968,728536858624,702584270848,622183706624,723150139392,682167582720,729979551744,725088370688,698204086272,681430638592,692026408960,705327312896,712482500608,653074153472,657182797824,735390416896
55,694899961856,694258028544,702532521984,715878236160,697720774656,672385900544,769111662592,673724915712,704663846912,664918450176,742599716864,709408219136,716833808384,663820324864,645732794368,732052307968,708796702720,736337743872,657503420416,698329362432,714253709312,711992614912,677292875776,669271818240,710211923968,728536858624,702584270848,622183706624,723148013568,682167582720,729979551744,725088370688,698204086272,681430638592,692033482752,705327312896,712482500608,653074153472,657182797824,735390416896
56,694899961856,694258028544,702532521984,715878236160,697732923392,672385900544,769111662592,673724915712,704663846912,664918450176,742599716864,709408219136,716833808384,663820324864,645732794368,732052307968,708796702720,736337743872,657503420416,698329362432,714253709312,711992614912,677292875776,669271855104,710211923968,728536887296,702584270848,622183706624,723148013568,682167582720,729979551744,725088370688,698204086272,681430638592,692033482752,705327312896,712482500608,653073100800,657182797824,735390416896
57,694906892288,694258028544,702532550656,715878236160,697732923392,672392962048,769111662592,673724915712,704663846912,664918450176,742599716864,709408219136,716833808384,663820324864,645732794368,732052307968,708796702720,736337743872,657503420416,698329362432,714253709312,711992614912,677292875776,669271855104,710211923968,728536887296,702584270848,622183706624,723148013568,682167582720,729979551744,725088370688,698204086272,681430638592,692033482752,705327312896,712482500608,653073100800,657182797824,735389913088
58,694906892288,694258028544,702532550656,715878236160,697732923392,672392962048,769111662592,673724915712,704663846912,664925089792,742599716864,709408219136,716833808384,663820324864,645732794368,732052332544,708796702720,736337743872,657503420416,698329362432,714253709312,711992614912,677292875776,669271855104,710211923968,728536887296,702580039680,622183706624,723148013568,682167582720,729979551744,725088370688,698204123136,681430638592,692033482752,705327312896,712481673216,653073100800,657178603520,735389913088
59,694906933248,694258061312,702532550656,715878236160,697732923392,672392962048,769111662592,673724915712,704663846912,664925089792,742599716864,709408219136,716833808384,663820324864,645732794368,732052332544,708796702720,736337743872,657503420416,698337550336,714253709312,711992614912,677292875776,669271855104,710211923968,728536887296,702580039680,622183706624,723148042240,682165485568,729979551744,725088370688,698204123136,681430638592,692032974848,705327312896,712481673216,653073100800,657178603520,735389913088
60,694906933248,694258061312,702532550656,715878236160,697731346432,672392822784,769111662592,673724915712,704663846912,664925089792,742605828096,709408219136,716833808384,663820324864,645732794368,732052332544,708796702720,736337743872,657503420416,698337550336,714253709312,711992614912,677292875776,669271855104,710211923968,728536887296,702580039680,622183743488,723148042240,682165485568,729979551744,725088370688,698204123136,681430638592,692032974848,705327312896,712481673216,653073100800,657178603520,735389913088
61,694906933248,694258061312,702532550656,715878236160,697731346432,672392822784,769111662592,673723289600,704663846912,664924565504,742605828096,709406093312,716833808384,663820324864,645732794368,732050206720,708796702720,736337743872,657503420416,698337550336,714253709312,711998730240,677292875776,669271855104,710211923968,728536887296,702580039680,622183743488,723148042240,682165485568,729979551744,725088370688,698204123136,681430638592,692032974848,705327312896,712481673216,653073100800,657178603520,735388864512
62,694906933248,694258061312,702532550656,715878236160,697731346432,672392015872,769111662592,673723289600,704663846912,664924565504,742605828096,709406093312,716833808384,663820324864,645732794368,732050206720,708796702720,736337743872,657503420416,698337550336,714253709312,711998730240,677292875776,669271855104,710211923968,728536887296,702580039680,622183743488,723148042240,682165485568,729979551744,725088370688,698204123136,681430638592,692032974848,705327341568,712481673216,653073125376,657178603520,735388864512
63,694906933248,694258061312,702532550656,715878236160,697731346432,672392015872,769111662592,673723289600,704663846912,664924565504,742605828096,709406093312,716833808384,663820324864,645728563200,732050206720,708796727296,736337743872,657503420416,698337550336,714253709312,711998730240,677292875776,669271855104,710211923968,728536887296,702580039680,622183743488,723148042240,682165485568,729979551744,725084139520,698204123136,681430638592,692032974848,705327341568,712488611840,653073125376,657178603520,735388864512
64,694905884672,694258061312,702532550656,715878236160,697731371008,672392015872,769111662592,673722601472,704663846912,664924565504,742605828096,709406093312,716831682560,663820324864,645728563200,732050206720,708796727296,736337743872,657499189248,698337574912,714253709312,711998730240,677292875776,669271855104,710211923968,728536887296,702580076544,622183743488,723148042240,682165485568,729979551744,725084139520,698204123136,681430736896,692032471040,705327341568,712488611840,653073125376,657178603520,735388864512
