stat_bytes_avail,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
111,694906445824,694256852992,702531239936,715877023744,697731731456,672384696320,769120133120,673734336512,704662642688,664928649216,742598508544,709407977472,716833632256,663824429056,645727358976,732046041088,708797075456,736340725760,657502212096,698330583040,714252505088,711991410688,677291663360,669270646784,710216376320,728537837568,702583054336,622182539264,723152945152,682166374400,729978339328,725087125504,698211188736,681429417984,692025131008,705328234496,712481292288,653075787776,657177366528,735382573056
112,694906445824,694256852992,702531239936,715877023744,697731731456,672384696320,769120133120,673734336512,704662642688,664928649216,742598508544,709407977472,716833632256,663824429056,645727395840,732046041088,708796551168,736340725760,657502212096,698330583040,714252505088,711991410688,677291663360,669270646784,710216376320,728537837568,702583054336,622182539264,723152945152,682166374400,729978339328,725087125504,698211188736,681436336128,692025131008,705328234496,712481292288,653075787776,657177403392,735382573056
113,694906445824,694256852992,702531239936,715877023744,697731731456,672384696320,769120133120,673734336512,704662642688,664928649216,742598508544,709407977472,716833632256,663824429056,645727395840,732046041088,708796551168,736336494592,657497980928,698330583040,714252505088,711991410688,677291663360,669270646784,710216376320,728537837568,702583054336,622182539264,723152945152,682166374400,729978339328,725087125504,698211188736,681436336128,692031832064,705326137344,712481292288,653075787776,657177403392,735382573056
114,694906445824,694256852992,702531239936,715877023744,697731731456,672384696320,769120133120,673734336512,704662642688,664928649216,742598508544,709406949376,716832579584,663824429056,645727395840,732044439552,708796551168,736336494592,657497980928,698330583040,714252505088,711991410688,677291663360,669269979136,710216376320,728535740416,702583054336,622182539264,723152945152,682166374400,729978339328,725087125504,698206957568,681436336128,692031832064,705326137344,712481292288,653075787776,657177403392,735382573056
115,694905720832,694256852992,702531239936,715877023744,697731731456,672390807552,769120133120,673734336512,704662642688,664927576064,742598508544,709406949376,716832579584,663824429056,645727395840,732044439552,708796551168,736336494592,657498017792,698336415744,714252505088,712003973120,677291663360,669269979136,710216376320,728535740416,702583054336,622181756928,723152945152,682164277248,729978339328,725087125504,698206957568,681436336128,692031328256,705326137344,712481292288,653075787776,657177403392,735382573056
116,694905720832,694256852992,702531268608,715877023744,697730134016,672390807552,769120133120,673732784128,704662642688,664927576064,742598508544,709406949376,716832579584,663824429056,645727395840,732051099648,708796551168,736336494592,657498017792,698336415744,714252505088,712003973120,677291663360,669277294592,710216376320,728535740416,702583054336,622181756928,723152945152,682164277248,729978339328,725087125504,698206957568,681436336128,692031328256,705326137344,712481292288,653073661952,657177403392,735383232512
117,694905720832,694256852992,702531268608,715877023744,697730134016,672390807552,769120133120,673732784128,704662642688,664927576064,742598508544,709406949376,716832579584,663824429056,645727395840,732051099648,708795523072,736336494592,657498017792,698336415744,714252505088,712003973120,677291663360,669277294592,710216376320,728535740416,702578823168,622181756928,723152945152,682164277248,729978339328,725087125504,698206994432,681436094464,692031328256,705326137344,712481292288,653073661952,657177403392,735383232512
118,694905720832,694256852992,702531268608,715877023744,697730158592,672390807552,769120133120,673730658304,704662642688,664927576064,742598508544,709406949376,716832604160,663824429056,645727395840,732051099648,708795523072,736336531456,657498017792,698336440320,714252505088,712003207168,677291663360,669277294592,710216376320,728535740416,702578860032,622181756928,723152945152,682164277248,729978339328,725087154176,698206994432,681436094464,692031328256,705326137344,712493539328,653073661952,657177403392,735383232512
119,694905720832,694256852992,702531268608,715877023744,697730158592,672390807552,769120133120,673730658304,704662642688,664927600640,742598508544,709406949376,716832604160,663824429056,645727395840,732051099648,708795523072,736336531456,657498017792,698336440320,714252505088,712003207168,677291663360,669276790784,710216376320,728535740416,702578860032,622181756928,723152945152,682164277248,729978339328,725087154176,698206994432,681435549696,692030255104,705326137344,712493539328,653073690624,657177403392,735383232512
120,694905720832,694256852992,702531268608,715877023744,697730158592,672390807552,769120133120,673730658304,704662642688,664927600640,742598508544,709406949376,716832604160,663824429056,645727395840,732051099648,708795523072,736336531456,657498017792,698336440320,714252505088,712003207168,677302267904,669276790784,710216376320,728535740416,702578860032,622187589632,723152945152,682164277248,729978339328,725087154176,698206994432,681435549696,692030255104,705326137344,712493539328,653073690624,657177403392,735394148352
121,694905720832,694256852992,702531268608,715877023744,697730158592,672390807552,769120133120,673730658304,704662642688,664927600640,742598508544,709404852224,716830507008,663824429056,645727395840,732051124224,708795523072,736336531456,657498017792,698336440320,714250379264,712003207168,677302267904,669276790784,710216376320,728535740416,702578860032,622187589632,723152945152,682164277248,729978339328,725087154176,698206994432,681435549696,692030255104,705326137344,712493539328,653073690624,657177403392,735394148352
122,694904692736,694256852992,702531268608,715877023744,697730158592,672389779456,769120133120,673730658304,704662642688,664925474816,742598508544,709404852224,716830507008,663823757312,645727395840,732051124224,708793397248,736336531456,657498017792,698336440320,714250379264,712003207168,677302267904,669275742208,710216376320,728535740416,702578860032,622187589632,723150848000,682164277248,729978339328,725087154176,698206994432,681435549696,692030255104,705326137344,712493539328,653073690624,657177403392,735394148352
123,694904692736,694252621824,702531268608,715877023744,697730158592,672389779456,769120133120,673730686976,704662642688,664925474816,742598508544,709404852224,716830507008,663823757312,645727395840,732051124224,708793397248,736336531456,657498017792,698334314496,714250379264,712003207168,677302267904,669275742208,710216376320,728535740416,702578860032,622187589632,723150848000,682164277248,729978339328,725087154176,698206994432,681435549696,692030255104,705326137344,712493539328,653073690624,657177403392,735394148352
124,694904692736,694252621824,702531268608,715883679744,697730158592,672389779456,769120133120,673730686976,704669282304,664925474816,742598508544,709404852224,716830507008,663823757312,645727395840,732051124224,708793397248,736336531456,657498017792,698334343168,714250379264,712003207168,677301784576,669275742208,710223282176,728535740416,702578860032,622185517056,723150848000,682164277248,729978339328,725082959872,698206994432,681435549696,692030279680,705326137344,712493056000,653073690624,657177403392,735394148352
125,694904692736,694252621824,702527074304,715883679744,697730158592,672389779456,769120133120,673730686976,704669282304,664925474816,742598508544,709404852224,716830507008,663823757312,645727395840,732048998400,708793425920,736336531456,657498017792,698334343168,714250379264,712002154496,677301784576,669275742208,710223282176,728535740416,702578860032,622185517056,723150848000,682164277248,729978339328,725082959872,698206994432,681435549696,692030279680,705326137344,712493056000,653073690624,657177403392,735393116160
126,694904692736,694252621824,702527074304,715883134976,697730158592,672389779456,769120133120,673730686976,704669282304,664925474816,742598508544,709404852224,716830507008,663831085056,645727395840,732048998400,708793425920,736336531456,657498017792,698334343168,714250379264,712002154496,677301784576,669275742208,710223020032,728535740416,702578860032,622185517056,723150848000,682164277248,729978339328,725082959872,698206994432,681434497024,692030279680,705326137344,712493056000,653073690624,657177403392,735393116160
127,694904692736,694252621824,702527074304,715883134976,697730158592,672389779456,769120133120,673730686976,704669282304,664925474816,742598508544,709404852224,716830507008,663831085056,645727395840,732048998400,708793425920,736336531456,657498017792,698334343168,714250407936,712002154496,677301784576,669275742208,710223020032,728531546112,702578860032,622185517056,723150848000,682164277248,729978339328,725082959872,698206994432,681434497024,692030279680,705321943040,712492007424,653073690624,657177403392,735393116160
128,694904692736,694252621824,702527074304,715883134976,697728032768,672389779456,769120133120,673730686976,704668778496,664925503488,742598508544,709404852224,716830507008,663831085056,645727395840,732048998400,708793425920,736336531456,657498017792,698334343168,714250407936,712002154496,677300711424,669275742208,710223020032,728531546112,702578860032,622185517056,723150848000,682164277248,729978339328,725082959872,698206994432,681434497024,692028153856,705321943040,712492007424,653073690624,657177403392,735393116160
129,694904692736,694252621824,702527074304,715883134976,697728032768,672389779456,769115901952,673730686976,704668778496,664925503488,742597722112,709404852224,716830507008,663831085056,645727395840,732049027072,708793425920,736336531456,657498017792,698334343168,714250407936,712002179072,677300711424,669275742208,710223020032,728531546112,702578860032,622185517056,723150848000,682164277248,729978339328,725082959872,698206994432,681432424448,692028153856,705321943040,712492007424,653069459456,657177403392,735393116160
130,694904692736,694252621824,702527074304,715883134976,697728032768,672389779456,769115901952,673730686976,704668778496,664925503488,742597722112,709404852224,716830507008,663831085056,645727395840,732049027072,708793425920,736336531456,657498017792,698334343168,714250407936,712002179072,677300711424,669275742208,710222495744,728531546112,702578860032,622185517056,723150848000,682164277248,729977241600,725082959872,698206994432,681432424448,692028153856,705321943040,712492007424,653069459456,657177403392,735393116160
131,694902595584,694252621824,702527074304,715882082304,697728032768,672389779456,769115901952,673730686976,704668778496,664925503488,742597722112,709404852224,716830507008,663829487616,645727395840,732049027072,708793425920,736336531456,657498017792,698334343168,714250407936,712002179072,677300736000,669275742208,710222495744,728531546112,702578860032,622185517056,723150848000,682160082944,729977241600,725082959872,698206994432,681432424448,692028153856,705321943040,712492007424,653069496320,657176567808,735393116160
132,694902595584,694252621824,702527074304,715882082304,697728032768,672387653632,769115901952,673730686976,704668778496,664925503488,742597722112,709404852224,716830507008,663829487616,645726298112,732049027072,708793425920,736336531456,657498017792,698334343168,714250407936,712002179072,677300736000,669273616384,710222495744,728531546112,702578860032,622185517056,723150848000,682160082944,729977241600,725082959872,698206994432,681432424448,692028153856,705321943040,712492007424,653069496320,657176567808,735393116160
133,694902595584,694252658688,702527074304,715882082304,697728061440,672387653632,769115901952,673730686976,704668778496,664925503488,742603567104,709404852224,716830507008,663829487616,645726298112,732049027072,708793425920,736336531456,657498017792,698334343168,714250407936,712002179072,677300736000,669273616384,710222495744,728531546112,702578860032,622185517056,723150848000,682160082944,729984450560,725082959872,698205876224,681432424448,692028153856,705321943040,712489881600,653069496320,657176567808,735393140736
134,694902595584,694252658688,702527074304,715882082304,697728061440,672387653632,769115901952,673730686976,704667705344,664925503488,742603567104,709404852224,716830507008,663829487616,645726298112,732049027072,708793425920,736336531456,657498017792,698334343168,714250407936,712002179072,677298610176,669273645056,710221467648,728531546112,702578860032,622185517056,723150848000,682160082944,729984450560,725082959872,698205876224,681432424448,692028182528,705321943040,712489881600,653069496320,657176567808,735393140736
135,694902595584,694252658688,702527074304,715882082304,697728061440,672387653632,769115901952,673730686976,704667705344,664925503488,742603567104,709404852224,716830507008,663829487616,645733527552,732049027072,708793425920,736336531456,657498017792,698334343168,714250407936,712002179072,677298610176,669273645056,710221467648,728531546112,702578860032,622185517056,723150848000,682160082944,729984450560,725082959872,698205876224,681432424448,692028182528,705321943040,712489881600,653069496320,657182457856,735393140736
136,694902595584,694252658688,702527074304,715882082304,697728061440,672387653632,769115901952,673730686976,704667729920,664925503488,742603567104,709404852224,716830507008,663829512192,645732454400,732049027072,708793425920,736336531456,657504096256,698334343168,714246176768,712000081920,677298610176,669273645056,710221467648,728531546112,702578184192,622185517056,723146653696,682160082944,729984450560,725082959872,698205876224,681432424448,692028182528,705321943040,712489881600,653069496320,657182457856,735393140736
137,694902595584,694252658688,702527074304,715882106880,697728061440,672387653632,769115938816,673730686976,704667729920,664921272320,742603567104,709404852224,716830507008,663829512192,645732454400,732049027072,708793425920,736336531456,657504096256,698334343168,714246176768,712000081920,677298610176,669273645056,710221467648,728531546112,702578184192,622185517056,723146653696,682160082944,729984450560,725082959872,698213085184,681432424448,692028182528,705321943040,712489910272,653069496320,657182457856,735393140736
138,694902595584,694252658688,702527074304,715882106880,697728061440,672387653632,769115938816,673730686976,704667729920,664921272320,742603591680,709400621056,716830507008,663829512192,645732454400,732049027072,708793425920,736336531456,657503043584,698334343168,714246176768,712000081920,677298610176,669273645056,710221467648,728531546112,702578184192,622185517056,723146653696,682160082944,729984450560,725082959872,698213085184,681432424448,692028182528,705321943040,712489910272,653069496320,657182457856,735393140736
139,694902595584,694252658688,702527074304,715882106880,697728061440,672387653632,769115938816,673726455808,704667729920,664921272320,742603591680,709400621056,716826312704,663829512192,645732454400,732049027072,708793425920,736348696576,657503043584,698334343168,714246176768,712000081920,677298610176,669273645056,710221467648,728531546112,702589550592,622185517056,723146653696,682160082944,729984450560,725082959872,698213085184,681432424448,692028182528,705321943040,712489910272,653069496320,657182457856,735393140736
140,694902595584,694252658688,702527074304,715882106880,697728061440,672387653632,769115938816,673726455808,704667729920,664921272320,742603591680,709400621056,716826312704,663829512192,645732454400,732049027072,708793425920,736348696576,657503043584,698330112000,714246213632,712000081920,677298610176,669273645056,710221467648,728531546112,702589550592,622185517056,723146653696,682160082944,729984450560,725082959872,698213085184,681432424448,692028182528,705321943040,712489910272,653069496320,657182482432,735391043584
141,694902595584,694252658688,702527074304,715882106880,697728061440,672387653632,769115938816,673726455808,704665632768,664921272320,742601494528,709400621056,716826312704,663829512192,645732454400,732049027072,708793425920,736348696576,657503088640,698330112000,714246213632,712000081920,677298610176,669273645056,710221467648,728531546112,702589550592,622185517056,723146653696,682160082944,729983422464,725082959872,698213085184,681432424448,692028182528,705321943040,712489910272,653069496320,657182482432,735391043584
142,694902595584,694252658688,702527074304,715882106880,697723867136,672383451136,769115938816,673726455808,704665632768,664921309184,742601494528,709400657920,716826312704,663829512192,645732454400,732049027072,708793425920,736348696576,657503088640,698330112000,714246213632,712000081920,677298638848,669273645056,710219341824,728531546112,702587973632,622185517056,723146653696,682160082944,729983422464,725082959872,698213126144,681432424448,692028182528,705321943040,712489910272,653069496320,657182482432,735391043584
143,694898364416,694252658688,702527074304,715882106880,697723867136,672383451136,769115938816,673726455808,704665632768,664921309184,742601494528,709400657920,716826312704,663827415040,645730353152,732049027072,708793425920,736348696576,657503088640,698330148864,714246213632,712000081920,677298638848,669273645056,710219341824,728531546112,702587973632,622185517056,723146653696,682160082944,729983422464,725082959872,698213126144,681432424448,692023951360,705321943040,712489910272,653069496320,657180356608,735391043584
144,694898364416,694252658688,702527074304,715882106880,697723867136,672383451136,769115938816,673726492672,704665632768,664921309184,742601494528,709400657920,716826312704,663827415040,645730353152,732049027072,708789231616,736348696576,657503088640,698330148864,714246213632,712000081920,677298638848,669273645056,710219370496,728531546112,702587973632,622185517056,723146653696,682160082944,729983422464,725082959872,698213126144,681432424448,692023951360,705321943040,712489910272,653069496320,657180356608,735391043584
145,694898364416,694252658688,702527074304,715880009728,697723867136,672383451136,769115938816,673726492672,704665632768,664921309184,742601494528,709400657920,716826312704,663827415040,645730353152,732049027072,708789231616,736347119616,657503088640,698330148864,714246213632,712000081920,677298638848,669273645056,710219370496,728531546112,702587973632,622185517056,723146653696,682160082944,729983422464,725082959872,698213126144,681432424448,692023951360,705321943040,712489910272,653069496320,657180356608,735391043584
146,694898364416,694252658688,702537834496,715880009728,697723867136,672383451136,769115938816,673726492672,704665632768,664921309184,742601494528,709400657920,716826312704,663827415040,645730353152,732049027072,708789231616,736347119616,657500962816,698330148864,714246213632,712000081920,677298638848,669273645056,710219370496,728531546112,702587973632,622181285888,723146653696,682160082944,729981296640,725082959872,698209947648,681428230144,692023951360,705321943040,712489910272,653069496320,657180356608,735391043584
147,694898364416,694252658688,702537834496,715880009728,697723867136,672383451136,769115938816,673726492672,704665632768,664921309184,742601494528,709400657920,716826312704,663827415040,645730353152,732049027072,708789231616,736347119616,657500991488,698330148864,714246213632,712000081920,677298638848,669269450752,710219370496,728531546112,702587973632,622181285888,723146653696,682160082944,729981296640,725082959872,698209947648,681428230144,692023988224,705321943040,712489910272,653069496320,657180385280,735391043584
148,694898401280,694252658688,702537834496,715880009728,697723867136,672383488000,769115938816,673726492672,704665632768,664921309184,742601494528,709400657920,716826312704,663827415040,645730381824,732044832768,708789231616,736347119616,657500991488,698330148864,714246213632,712000081920,677294407680,669269450752,710219370496,728531546112,702587973632,622181285888,723146653696,682160082944,729981296640,725082959872,698209947648,681428230144,692023988224,705321943040,712489910272,653069496320,657180385280,735391043584
149,694898401280,694252658688,702537834496,715880009728,697723867136,672383488000,769115938816,673726492672,704665632768,664921309184,742601494528,709400657920,716826312704,663827415040,645730381824,732044832768,708789231616,736347119616,657500991488,698330148864,714246213632,712000081920,677294407680,669269450752,710219370496,728531546112,702587973632,622181285888,723146653696,682160082944,729981296640,725082959872,698209947648,681428230144,692023988224,705321943040,712489910272,653069496320,657180385280,735391043584
150,694898401280,694258765824,702537330688,715880009728,697723867136,672383488000,769115938816,673726492672,704665632768,664921309184,742601494528,709400657920,716826312704,663827415040,645730381824,732044832768,708789231616,736347119616,657500991488,698330148864,714246213632,712000081920,677294407680,669269450752,710219370496,728531546112,702587973632,622181285888,723146653696,682160074752,729981296640,725093175296,698209947648,681428230144,692023988224,705328054272,712485679104,653069496320,657180385280,735391043584
151,694898401280,694258765824,702537330688,715880009728,697723867136,672383488000,769115938816,673726492672,704665632768,664921309184,742601494528,709400657920,716826312704,663827415040,645730381824,732044832768,708789231616,736347119616,657500991488,698330148864,714246213632,712000081920,677294444544,669269450752,710219370496,728531546112,702587973632,622180487168,723146653696,682160074752,729981325312,725093175296,698209980416,681428230144,692023988224,705328054272,712485679104,653069496320,657180385280,735391043584
152,694898401280,694258765824,702537330688,715880009728,697723867136,672383488000,769115938816,673726492672,704665632768,664921309184,742601494528,709400657920,716826312704,663827415040,645730381824,732044832768,708789231616,736347144192,657500991488,698330148864,714246213632,711995850752,677294444544,669269450752,710219370496,728531546112,702585872384,622183829504,723146653696,682160074752,729981325312,725093175296,698209980416,681428230144,692023988224,705328054272,712485679104,653075632128,657180385280,735391043584
153,694898401280,694258786304,702537330688,715880009728,697723867136,672383488000,769115938816,673726492672,704665632768,664921309184,742601494528,709400657920,716826312704,663827415040,645730381824,732044832768,708789231616,736347144192,657500991488,698330148864,714246213632,711995887616,677294444544,669269450752,710219370496,728531546112,702585872384,622183829504,723146653696,682160074752,729981325312,725093175296,698209980416,681428230144,692023988224,705328054272,712485679104,653075632128,657180385280,735391043584
154,694898401280,694258786304,702536257536,715880009728,697723867136,672383488000,769115938816,673733562368,704665632768,664921309184,742601494528,709400657920,716826312704,663827415040,645730381824,732044832768,708789231616,736347144192,657500991488,698330148864,714246213632,711995887616,677294444544,669269450752,710219370496,728538189824,702585872384,622183829504,723146653696,682160074752,729981325312,725093175296,698209980416,681428230144,692023988224,705328054272,712485679104,653075632128,657180385280,735391043584
155,694898401280,694258786304,702536257536,715880009728,697723867136,672383488000,769115938816,673733394432,704665632768,664921309184,742601494528,709400657920,716826312704,663827415040,645730381824,732044832768,708789231616,736347144192,657500991488,698330148864,714246213632,711995887616,677294444544,669269450752,710219370496,728538189824,702585872384,622178963456,723146653696,682166718464,729981325312,725093195776,698209980416,681428230144,692023988224,705327001600,712485715968,653075632128,657180385280,735391043584
156,694898401280,694257713152,702536257536,715880009728,697723867136,672383488000,769115938816,673733394432,704665632768,664921309184,742601494528,709400657920,716826312704,663827415040,645730381824,732044832768,708789231616,736347144192,657500991488,698330148864,714246213632,711995887616,677294444544,669269450752,710219370496,728538189824,702585872384,622178963456,723146653696,682166718464,729981325312,725093195776,698209980416,681428230144,692023988224,705327001600,712485715968,653075632128,657180385280,735391043584
157,694898401280,694257713152,702536257536,715880009728,697723867136,672383488000,769122828288,673733394432,704661401600,664921309184,742601494528,709400657920,716826312704,663823183872,645730381824,732044832768,708789231616,736345018368,657500991488,698330148864,714246213632,711995887616,677294444544,669269450752,710219370496,728537665536,702585872384,622178963456,723146653696,682166718464,729981325312,725093195776,698209980416,681428230144,692023988224,705327001600,712485715968,653075632128,657180385280,735391043584
158,694898401280,694257713152,702536282112,715875815424,697723867136,672383488000,769122828288,673733394432,704661401600,664928206848,742601494528,709400657920,716826312704,663823183872,645730381824,732044832768,708789231616,736345018368,657500991488,698330148864,714246213632,711995887616,677294444544,669269450752,710219370496,728537665536,702585872384,622178963456,723153559552,682166718464,729981325312,725093195776,698209980416,681428230144,692023988224,705327001600,712485715968,653074583552,657180385280,735386812416
159,694898401280,694257713152,702536282112,715875815424,697723867136,672383488000,769122828288,673732608000,704661401600,664928206848,742601494528,709400657920,716826312704,663823183872,645730381824,732044832768,708789231616,736345018368,657500991488,698330148864,714246213632,711995887616,677294444544,669269450752,710215139328,728537665536,702585872384,622178963456,723153559552,682165141504,729981325312,725093195776,698209980416,681428230144,692023988224,705327001600,712485715968,653074583552,657176154112,735386812416
160,694898401280,694257713152,702536282112,715875815424,697723867136,672383488000,769122828288,673732608000,704661401600,664927944704,742601494528,709400657920,716826312704,663823183872,645726150656,732044832768,708796129280,736345018368,657500991488,698330148864,714246213632,711995887616,677294444544,669269450752,710215139328,728537665536,702585872384,622191665152,723153559552,682165141504,729981325312,725092147200,698209980416,681428230144,692023988224,705327026176,712485715968,653074583552,657176154112,735386812416
161,694898401280,694257713152,702536282112,715875815424,697723867136,672384655360,769122828288,673732608000,704661401600,664927944704,742601494528,709400657920,716826312704,663823183872,645726150656,732044832768,708796129280,736345018368,657500991488,698330148864,714246213632,711995887616,677294444544,669269450752,710215139328,728536612864,702585901056,622191665152,723153559552,682165166080,729981325312,725092147200,698209980416,681428230144,692023988224,705327026176,712485715968,653074583552,657176154112,735386812416
162,694898401280,694255607808,702536282112,715875815424,697723867136,672384655360,769122041856,673732608000,704661438464,664927944704,742601494528,709400858624,716833275904,663823220736,645726150656,732044832768,708796129280,736345047040,657500991488,698330148864,714258493440,711995887616,677294444544,669269450752,710215139328,728536612864,702585901056,622191665152,723152773120,682165166080,729981325312,725092147200,698209980416,681428230144,692023988224,705327026176,712485715968,653074583552,657176154112,735386812416
163,694898401280,694255607808,702534184960,715875815424,697723867136,672384655360,769122062336,673732608000,704661438464,664927944704,742601494528,709400858624,716833275904,663823220736,645726150656,732044832768,708796129280,736345047040,657500991488,698330148864,714258493440,711995887616,677294444544,669269450752,710215176192,728536612864,702585901056,622191665152,723152773120,682165166080,729981325312,725092147200,698209980416,681428230144,692023988224,705327026176,712485715968,653072457728,657176154112,735386849280
164,694898401280,694255607808,702534184960,715875815424,697730764800,672390127616,769122062336,673732608000,704661438464,664927944704,742601494528,709400858624,716833275904,663823220736,645726187520,732044832768,708795342848,736345047040,657500991488,698329038848,714258010112,711995887616,677294444544,669269450752,710215176192,728536612864,702585901056,622191665152,723152773120,682163040256,729977094144,725092147200,698205749248,681428230144,692023988224,705327026176,712485715968,653072457728,657176154112,735386849280
165,694898401280,694255607808,702534184960,715875815424,697730764800,672390127616,769122062336,673731555328,704661438464,664926367744,742601494528,709400858624,716833275904,663823220736,645726187520,732044832768,708795342848,736345047040,657500991488,698329038848,714258010112,711995887616,677294444544,669269450752,710215176192,728536612864,702585901056,622191665152,723152773120,682163040256,729977094144,725092147200,698205749248,681428230144,692023988224,705327026176,712485715968,653072457728,657176154112,735386849280
166,694898401280,694255640576,702534184960,715875815424,697730764800,672390127616,769122062336,673731555328,704661438464,664926367744,742597263360,709400858624,716833275904,663823220736,645726187520,732044832768,708795342848,736345047040,657496760320,698328535040,714258010112,711995887616,677294444544,669269450752,710215176192,728536612864,702585901056,622191665152,723152773120,682163040256,729977094144,725092147200,698205749248,681428230144,692023988224,705324929024,712485715968,653072457728,657176154112,735386849280
167,694898401280,694255640576,702534184960,715875815424,697730764800,672390127616,769120989184,673731555328,704661438464,664926367744,742597263360,709406855168,716833275904,663823220736,645726187520,732044832768,708795342848,736345047040,657496760320,698328535040,714258010112,711995887616,677294444544,669269450752,710215176192,728536612864,702585901056,622191665152,723152773120,682163040256,729977131008,725092147200,698205749248,681440530432,692034723840,705324929024,712485715968,653072457728,657176190976,735386849280
168,694905049088,694255640576,702534184960,715875815424,697730764800,672389623808,769120989184,673731555328,704661438464,664926367744,742597263360,709405782016,716832489472,663823220736,645726187520,732044832768,708795342848,736345047040,657496760320,698328535040,714258010112,711995887616,677294444544,669267820544,710215176192,728536612864,702585901056,622191665152,723151720448,682163040256,729977131008,725092147200,698205786112,681440530432,692034723840,705324929024,712485715968,653072457728,657176190976,735386849280
169,694905049088,694255640576,702534184960,715875815424,697729978368,672389623808,769121013760,673731579904,704661438464,664926367744,742597263360,709405782016,716832489472,663823220736,645726187520,732044832768,708795342848,736345047040,657496760320,698336276480,714258010112,711995887616,677294444544,669267820544,710215176192,728534511616,702585901056,622189568000,723151720448,682163068928,729977131008,725090021376,698205786112,681440530432,692034723840,705324929024,712485715968,653072486400,657176190976,735386849280
170,694905049088,694255640576,702534184960,715875815424,697729978368,672389623808,769121013760,673731579904,704661438464,664926392320,742597263360,709405782016,716832489472,663823220736,645726187520,732044832768,708795342848,736345047040,657496760320,698335203328,714258010112,711995887616,677294444544,669267820544,710215176192,728534540288,702581669888,622189568000,723151720448,682163068928,729977131008,725090021376,698205786112,681440530432,692034199552,705324929024,712485715968,653072486400,657176190976,735386849280
171,694905049088,694255640576,702534184960,715875815424,697729978368,672389623808,769121013760,673731579904,704661438464,664926392320,742597300224,709405782016,716832428032,663823220736,645726187520,732051730432,708795363328,736345047040,657496760320,698335203328,714258010112,711995887616,677294444544,669267820544,710215176192,728534540288,702581669888,622189568000,723151720448,682163068928,729977131008,725090021376,698205786112,681440006144,692034199552,705324929024,712485715968,653072486400,657176190976,735386849280
172,694903472128,694255640576,702534184960,715875815424,697729978368,672389623808,769121013760,673731579904,704661438464,664926392320,742597300224,709405782016,716832509952,663823220736,645726187520,732051730432,708795363328,736345047040,657496797184,698335203328,714256961536,711995887616,677294444544,669279780864,710215176192,728534540288,702581669888,622189568000,723151720448,682163068928,729977131008,725090021376,698205786112,681440006144,692033146880,705324929024,712485715968,653072486400,657176190976,735386849280
173,694903472128,694255640576,702534184960,715875815424,697729978368,672389623808,769121013760,673731579904,704661438464,664926392320,742597300224,709405806592,716832509952,663822548992,645726187520,732051730432,708795363328,736345047040,657496797184,698335203328,714256961536,711995887616,677294444544,669279780864,710215176192,728534540288,702581669888,622189568000,723151720448,682163068928,729977131008,725090021376,698205786112,681440006144,692033146880,705324929024,712485715968,653072486400,657176190976,735386849280
174,694903472128,694255640576,702534184960,715875815424,697729978368,672389623808,769121013760,673731579904,704661438464,664926392320,742597300224,709405806592,716832509952,663822548992,645726187520,732051730432,708795363328,736345047040,657496797184,698335227904,714256961536,711995887616,677294444544,669279780864,710215176192,728534540288,702581669888,622189568000,723151720448,682163068928,729977131008,725090050048,698205786112,681440006144,692033146880,705324929024,712485715968,653072486400,657176190976,735386849280
175,694903472128,694255640576,702534184960,715875815424,697729978368,672388575232,769121013760,673729482752,704661438464,664924295168,742597300224,709405806592,716832509952,663822548992,645726187520,732050964480,708794290176,736345047040,657496797184,698335227904,714256961536,711995887616,677294444544,669279780864,710215176192,728534540288,702581669888,622189568000,723151720448,682163068928,729977131008,725090050048,698205786112,681440006144,692033146880,705324929024,712485715968,653072486400,657176190976,735386849280
