%usr,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
315,3.0,11.11,14.0,15.0,15.15,6.93,0.97,7.0,9.8,13.0,18.0,0.0,0.0,1.0,0.0,1.0,0.99,1.0,0.0,1.0,11.11,0.0,1.0,0.0,7.07,0.0,15.46,1.01,0.0,1.0,12.77,11.0,1.98,0.0,0.0,0.0,0.99,0.0,20.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,16.67,0.0,0.0,1.01,1.0,0.0,2.0,12.0,1.98,14.14,13.0,15.15,11.76,11.0,15.0,14.0,18.0,16.16,17.82,17.0,16.0,11.11,18.0,15.31,16.16,15.0,14.0,6.0,15.84,17.82,14.0,1.01,1.0,1.0,0.0,2.0,0.99,0.97,1.0,1.98,1.01,0.0,2.0,1.0,1.0,1.0,0.99,0.0,1.0,1.0,1.01,0.0,0.0,0.0,1.01,1.0,0.99,0.0,0.0,1.0,1.02,0.99,1.01,0.0,1.96,1.0,0.0,0.0,0.0,0.0,19.8,0.0,0.0,0.0,0.99,1.0,1.0,0.0,0.99,0.0,0.0,10.89,1.0,0.99,0.0,0.0,1.0,0.0,8.51,2.0,0.0,1.0,0.0,0.0
316,11.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,1.0,0.0,1.01,0.0,1.98,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.04,20.0,25.74,1.0,3.03,0.0,0.0,0.0,14.85,0.0,1.0,0.0,1.01,0.0,0.0,1.01,1.0,0.0,1.0,0.0,2.0,0.98,0.0,1.02,0.0,1.0,10.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.98,11.11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,1.0,1.01,1.0,1.01,1.0,0.99,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.99,0.0,1.0,0.0,0.97,0.0,0.0,0.0,0.0,1.0,1.0,1.01,0.99,0.0,0.0,0.99,1.01,19.0,0.0,1.0,0.0,0.99,0.0,1.0,18.18,1.0,0.0,1.89,14.58,0.0,20.0,0.0,0.99,1.0,1.0,0.0,8.16,0.0
317,0.0,1.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,1.0,1.01,0.99,0.0,5.26,8.7,24.0,22.77,20.2,0.99,0.0,0.0,2.02,1.0,1.01,0.0,0.0,0.0,1.0,1.01,0.0,0.0,0.0,1.01,0.0,1.0,0.0,0.0,0.0,0.0,1.0,19.19,0.0,0.0,1.01,21.0,0.0,17.81,1.0,17.0,1.01,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.99,1.01,0.0,0.99,0.0,0.0,0.99,0.0,0.0,0.0,1.01,0.0,1.01,0.0,0.0,0.0,0.0,0.0,1.0,0.99,1.01,0.0,0.0,1.0,1.0,1.0,1.0,1.01,2.0,1.0,0.0,0.99,0.0,0.99,1.01,0.99,0.0,1.0,1.01,0.99,1.0,0.0,1.01,1.0,1.01,0.99,1.0,0.0,0.0,1.0,1.01,1.0,25.0,0.0,9.09,0.0,1.0,0.0,1.01,12.0,1.01,0.0,1.0,1.0,0.0,19.0,1.0,11.22,8.91,0.0
318,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.98,0.0,1.0,0.0,0.0,0.0,12.12,30.95,1.01,1.0,1.01,3.06,0.0,1.96,19.39,0.0,0.0,0.0,0.98,0.99,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,12.12,0.0,0.0,22.0,1.0,0.99,1.0,0.0,0.0,1.01,1.12,1.01,0.0,18.18,0.0,1.0,1.0,1.98,0.0,0.0,0.99,0.0,0.0,0.0,0.0,1.0,0.0,0.98,0.0,0.99,0.0,0.0,0.99,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.98,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.01,0.0,1.0,1.0,1.01,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.99,1.0,1.01,1.01,0.0,0.0,1.0,0.0,0.0,1.01,1.0,0.0,1.96,17.82,0.0,19.19,0.0,2.0,20.79,0.0,1.0,1.0,0.0,20.0,4.6,0.0,0.99,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.01,17.17,6.0,1.0,6.0
319,0.99,0.0,0.0,0.0,0.98,0.0,0.0,0.99,0.0,0.99,0.0,36.36,0.99,0.99,1.0,0.0,0.99,0.0,0.99,17.17,0.0,19.0,1.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.02,1.01,1.0,12.75,13.0,1.0,1.0,1.0,0.99,0.0,0.0,1.0,18.81,1.01,0.0,0.99,0.0,1.01,0.99,1.01,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.99,0.99,0.0,0.0,0.0,0.0,1.01,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.99,0.99,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,15.15,1.0,0.0,1.01,1.0,0.0,0.0,0.0,0.0,1.01,1.01,1.0,1.0,3.3,2.0,0.0,0.0,0.99,0.0,17.0,0.99,1.01,0.0,0.0,0.0,0.0,0.0,10.0
320,0.0,0.0,0.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.25,60.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.01,0.99,20.2,0.0,15.0,0.0,0.0,0.0,1.01,0.99,0.0,12.87,2.0,1.0,0.0,0.0,1.0,1.01,20.0,1.01,0.0,0.0,0.0,1.01,0.99,0.0,1.0,2.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.99,0.99,0.0,0.0,1.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,1.0,0.99,1.0,0.0,0.98,11.11,0.0,1.01,0.0,1.0,0.0,0.0,0.0,0.99,5.05,0.0,1.01,1.01,0.99,0.0,0.0,1.01,0.99,0.0,0.0,1.0,0.99,2.02,1.98,1.01,1.96,0.0,0.0,21.21,0.0,0.99,0.0,11.0,0.0,1.01,0.0,70.59,0.0,0.0,13.0,0.0,1.0,5.94,0.99,18.18,0.99,1.0,0.0,0.0,1.0,0.0
321,0.0,15.15,12.12,12.0,12.24,12.0,4.04,12.87,9.09,2.97,1.01,1.01,10.0,13.13,0.0,1.01,2.0,0.0,1.01,0.0,3.96,0.0,0.99,2.94,20.0,6.06,1.0,1.0,0.0,0.99,0.0,2.0,1.0,13.27,0.0,0.0,0.0,1.0,0.0,1.01,1.0,0.0,1.98,25.0,0.0,0.0,0.0,0.0,22.22,2.0,0.0,4.0,0.99,1.0,11.22,1.01,0.0,1.0,0.0,0.0,0.98,1.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.99,0.0,0.0,0.0,0.99,0.0,0.0,0.0,11.11,13.27,11.11,13.27,15.15,13.0,11.88,13.13,14.14,13.0,12.75,11.22,4.0,11.0,12.0,0.99,1.01,1.0,1.98,4.9,3.09,9.09,3.0,0.0,2.97,2.0,3.03,0.99,0.99,0.0,0.0,1.01,0.99,0.0,0.0,1.0,0.0,18.18,0.99,0.99,1.0,1.0,0.0,20.0,4.44,1.0,0.0,0.0,2.22,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,12.24,0.0,2.0,0.99,0.0,0.0
322,14.0,1.98,2.0,3.03,1.98,0.0,1.0,1.01,3.92,12.0,23.08,0.0,0.0,0.0,0.0,0.0,1.96,1.01,0.99,0.0,12.12,0.0,0.0,1.98,0.0,1.98,18.18,0.0,1.0,16.0,4.0,13.86,0.0,1.0,16.0,0.99,1.0,1.0,24.0,1.0,0.0,1.0,12.12,0.0,0.0,0.0,1.01,0.0,1.98,0.0,0.0,1.01,0.0,16.16,0.99,13.0,9.0,13.0,13.86,15.15,15.31,13.86,12.24,17.17,13.13,15.84,15.0,16.83,14.0,14.29,15.15,13.0,13.13,0.0,11.11,12.12,14.85,0.99,0.99,0.99,1.01,0.98,1.01,2.0,2.0,1.01,1.02,4.0,1.98,0.0,2.0,3.03,14.29,11.11,12.0,11.11,10.0,12.0,1.0,12.87,11.0,11.88,13.0,12.0,14.14,14.14,10.1,15.0,15.0,12.12,13.13,0.0,0.99,1.0,1.0,0.0,12.0,0.0,0.0,10.89,1.01,1.11,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0,2.0,2.13,0.0,6.0,1.0,0.99,0.0,0.0,1.0
323,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.42,0.0,0.0,0.99,0.99,0.99,15.31,0.0,16.0,0.98,0.0,1.0,0.98,0.99,1.98,0.0,1.0,0.0,0.0,0.0,17.82,0.0,0.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,20.2,0.99,1.0,1.0,12.87,22.22,0.99,0.0,18.18,1.01,1.0,8.08,0.0,0.0,0.99,0.98,0.99,0.0,0.0,0.98,0.0,1.0,1.01,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.24,1.0,0.0,0.99,0.0,0.0,0.0,0.99,0.0,1.01,0.0,1.01,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.99,0.99,1.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.01,0.0,1.0,1.01,2.0,0.0,1.0,0.0,0.0,0.0,1.01,0.0,12.12,0.0,0.0,60.0,0.0,0.0,10.0,1.0,0.0,0.0,11.0,1.0,0.0,16.16,1.0,1.0,33.33,1.0,1.01,0.0,0.0,0.0,1.64,1.01
324,0.99,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.01,0.0,1.0,1.01,11.22,1.01,7.0,25.0,5.1,1.0,0.0,1.0,18.37,0.0,0.0,1.98,0.0,23.0,23.0,0.0,1.01,0.0,0.0,0.0,1.01,0.0,0.99,13.27,0.0,0.0,19.8,1.01,0.0,0.0,0.99,10.1,1.0,1.02,0.99,2.0,17.17,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.01,0.0,0.0,1.0,0.0,0.0,0.99,1.01,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.98,1.01,0.0,0.0,0.99,1.01,1.0,1.0,11.46,0.0,10.2,0.0,1.0,1.0,3.16,0.0,1.0,5.62,8.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.99,1.0,0.0,0.0,29.63,1.02,4.55,14.29,1.01
325,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,1.0,0.99,0.0,0.0,14.14,1.0,0.0,0.0,17.17,1.0,16.16,2.97,1.98,1.0,0.0,0.99,1.0,1.0,0.0,0.99,0.0,1.0,1.01,0.99,17.0,15.15,4.95,1.0,1.0,3.03,1.01,0.99,1.0,17.17,0.0,0.0,25.0,0.0,0.99,7.92,0.99,1.0,1.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.99,0.0,0.0,1.0,0.0,1.0,0.99,1.0,0.99,1.01,1.01,1.0,0.0,0.0,0.97,0.0,0.0,1.0,1.01,0.0,0.0,0.0,1.0,0.0,1.0,1.01,0.0,1.0,1.0,1.0,1.0,0.99,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.54,5.56,1.01,4.4,1.0,0.0,16.13,2.0,1.0,0.99,0.0,50.0,15.84,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,52.27,14.14,14.14,1.47
326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,0.0,0.0,0.99,1.0,1.01,1.01,1.0,8.0,0.0,4.95,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,23.0,0.0,0.0,0.0,1.0,9.09,1.98,0.0,0.0,1.0,1.01,0.0,0.0,0.0,0.0,1.96,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.99,0.0,0.0,1.0,1.01,0.0,1.0,1.01,1.01,1.01,1.01,0.0,1.0,0.0,0.0,0.98,1.0,0.0,0.0,1.01,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.99,15.79,1.98,0.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.03,0.0,1.0,0.0,0.0,14.0,0.99,0.0,21.05,1.94,13.33,0.0,0.0,0.0,0.0,0.0,16.0
327,0.0,0.0,0.0,0.0,0.98,0.0,1.0,0.0,0.0,0.98,1.0,3.03,2.0,13.13,1.01,1.0,0.0,0.99,0.0,0.98,0.0,0.0,0.0,1.0,0.0,28.0,0.0,1.01,0.0,1.0,0.0,0.0,0.0,14.14,0.99,1.0,0.0,0.0,1.01,3.03,1.0,0.99,0.99,13.13,0.0,1.01,0.0,1.0,19.19,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.01,1.0,1.0,0.0,1.0,1.96,0.0,0.99,1.0,0.0,10.2,0.0,0.0,0.0,1.01,0.0,1.01,0.0,0.0,17.17,0.0,0.0,0.0,0.0,0.0,1.01,1.0,0.0,1.98,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,15.22,0.99,0.0,10.89,1.0,0.0,0.0,1.01,16.0,1.01,0.0,1.01,0.0,0.99,5.0,0.0,5.33,0.0,0.0,0.0,0.0,1.0,1.0
328,0.98,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,12.24,1.01,0.0,0.0,0.0,0.0,1.01,0.99,0.0,1.01,0.0,23.23,0.0,2.02,1.0,1.0,1.01,0.0,0.99,0.99,1.01,2.0,0.0,0.0,0.99,0.0,13.13,1.0,0.99,0.0,0.0,11.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,57.14,0.99,0.99,4.08,0.99,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.98,0.99,0.0,0.0,1.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,1.01,11.88,11.88,13.27,14.14,12.24,13.86,12.12,12.12,10.89,11.0,11.0,12.0,3.92,12.0,8.91,7.0,9.0,10.1,10.1,16.16,16.0,3.0,13.27,11.11,14.0,14.14,15.0,10.1,10.1,12.24,8.16,9.9,11.11,10.0,0.0,0.0,0.0,26.19,0.0,0.0,0.0,0.0,0.0,4.49,19.19,1.0,0.0,0.0,1.01,0.0,11.11,0.0,0.0,0.0,0.0,0.99,0.0,1.85,1.01,0.0,1.01,1.0,1.0
329,0.0,15.0,16.0,16.0,15.31,20.59,7.07,18.81,18.0,18.0,22.0,0.0,0.0,0.0,1.01,0.0,0.99,0.0,0.99,0.0,15.0,0.0,2.0,1.01,22.22,1.01,0.99,0.0,0.0,39.29,15.15,13.0,0.99,1.0,1.0,1.02,0.99,1.0,11.11,0.0,1.01,0.98,12.0,0.0,1.01,1.0,15.0,0.0,0.99,1.01,1.0,5.94,0.99,14.0,8.0,12.0,13.0,15.15,11.0,12.0,14.0,18.18,20.0,21.21,18.56,17.17,22.45,18.0,19.19,18.37,20.0,18.37,12.87,0.0,12.87,11.11,13.13,2.04,3.03,4.95,2.0,4.04,3.96,2.02,2.0,4.04,2.0,3.06,5.0,0.0,3.0,6.06,7.0,5.0,8.0,2.0,6.06,6.06,1.0,6.06,6.0,4.04,4.95,6.0,4.95,5.94,3.96,5.94,5.05,3.06,4.04,0.0,0.0,0.0,0.98,0.0,18.81,0.0,0.0,0.0,0.0,1.0,1.01,0.0,0.0,0.0,0.0,0.0,1.01,2.0,12.0,0.0,0.0,2.0,28.57,0.0,0.0,1.0,0.0,0.0
330,16.0,1.0,1.0,3.0,8.0,0.0,0.0,1.0,2.0,1.01,0.0,1.0,1.0,1.98,0.0,1.0,0.0,1.0,1.0,1.01,2.02,0.0,0.0,0.99,1.96,0.0,25.0,1.01,1.0,50.0,0.0,2.0,1.01,0.0,24.0,0.97,0.0,0.98,1.0,0.0,0.0,1.01,2.0,1.01,0.0,0.0,9.0,1.0,1.0,0.0,1.0,1.01,1.27,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.99,1.01,2.97,1.98,2.0,0.99,0.0,2.02,3.92,2.0,1.0,1.01,13.0,1.01,2.97,5.05,0.99,0.99,0.0,0.0,1.96,0.98,0.0,2.0,0.0,0.0,0.99,0.0,1.0,1.01,1.0,0.0,1.98,0.0,0.0,0.0,0.0,1.98,0.0,0.0,1.01,0.0,0.0,1.0,0.0,1.01,1.01,0.0,1.0,0.0,2.0,0.98,0.99,1.96,0.99,1.0,0.0,0.99,17.82,0.0,1.0,1.0,0.99,0.99,0.0,4.65,1.0,1.0,15.0,1.01,0.0,24.24,1.0,10.89,0.0,0.0,1.0,0.0,0.98
331,1.98,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.99,0.99,0.0,1.0,16.0,0.0,23.47,1.0,21.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,40.0,23.81,4.04,0.99,0.0,1.0,0.0,1.01,0.0,0.0,1.0,0.0,0.0,0.0,21.21,0.0,0.0,1.0,20.0,0.0,4.0,0.0,25.0,0.0,0.0,68.75,0.0,1.01,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.01,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,1.0,1.0,1.01,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.14,0.0,0.0,0.0,34.29,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.99,17.0,0.0,15.0,15.84,1.01
332,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.01,1.0,0.0,12.12,4.04,25.25,1.0,1.98,0.0,0.0,26.0,0.0,0.0,1.0,0.0,1.01,12.0,0.0,1.01,1.0,0.0,2.0,0.0,0.0,0.99,24.24,1.0,0.99,25.25,1.0,1.0,0.0,0.0,4.04,1.0,23.23,0.0,2.0,21.78,0.0,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.98,1.01,1.98,1.01,0.0,0.0,1.0,0.0,0.0,1.01,1.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.01,1.0,1.0,1.01,1.0,0.0,0.0,0.0,0.0,19.0,0.99,15.84,0.0,0.0,1.03,1.01,1.0,0.99,0.0,15.15,20.2,1.0,0.99,0.99,0.0,0.99,0.0,0.0,0.99,1.01,0.0,4.04,16.33,1.0,0.0,16.0
333,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,1.92,0.0,0.0,6.06,0.0,0.0,0.99,1.0,0.99,1.98,1.01,22.0,0.0,19.8,0.99,1.0,0.0,0.0,0.0,1.98,0.0,1.01,0.0,0.99,1.0,1.0,0.99,16.83,17.17,3.0,2.0,1.01,1.98,0.0,0.0,0.0,24.24,0.0,0.0,0.0,0.0,0.0,0.0,1.01,1.01,0.0,0.0,0.0,1.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.01,0.0,1.0,0.98,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,1.0,0.99,1.01,1.01,1.0,1.0,1.0,1.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.99,0.0,0.0,1.0,0.99,17.0,0.0,0.99,0.0,0.0,1.0,16.0,0.99,1.0,1.0,1.01,1.0,1.01,0.0,1.01,1.01,13.13,0.0,0.0,0.0,0.99,0.0,1.0,1.0,1.0,0.99,0.99,1.98
334,0.99,1.0,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.08,0.0,13.13,0.0,0.0,1.0,0.0,0.0,1.01,0.0,0.0,0.0,1.01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,1.01,0.98,0.0,0.99,0.99,23.47,0.0,0.0,0.0,1.01,3.0,1.0,0.0,1.0,0.0,0.0,1.01,15.84,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.98,0.0,0.0,0.0,0.0,1.0,0.0,1.01,0.0,0.0,0.99,0.0,0.0,0.0,1.0,0.98,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.01,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.99,0.0,1.0,1.01,0.0,1.01,1.98,1.0,0.98,16.83,0.99,1.0,1.01,0.0,0.0,0.0,1.0,0.0,1.01,0.0,1.0,0.0,0.99,14.29,0.0,0.99,0.0,1.0,0.0,21.0,0.0,24.74,1.0,0.0,1.0,0.0,0.0,0.0
335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.0,17.17,1.0,0.0,0.0,0.0,0.99,0.0,0.0,1.0,1.0,1.0,25.97,0.0,23.76,0.0,0.0,1.0,1.0,0.99,0.0,1.01,17.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.21,2.0,0.0,1.0,0.0,25.74,0.99,1.0,0.0,0.0,1.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.98,0.0,0.0,0.0,1.0,0.0,14.14,16.0,13.0,12.87,15.15,12.12,11.0,13.13,7.07,4.04,2.0,1.01,12.12,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,14.14,0.0,0.98,1.01,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,17.0,0.99,0.0,16.83,1.0,0.0,17.17,16.67,0.99,0.99,0.0,2.0,0.0,2.44,0.99,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.98,1.01,0.0
336,0.0,15.0,12.75,12.87,14.85,20.0,5.05,15.84,18.0,15.84,15.0,1.72,1.0,0.0,0.0,0.0,1.01,1.01,1.0,0.0,13.86,0.0,2.0,1.37,32.0,1.01,0.0,0.0,0.0,14.0,0.0,17.65,1.0,1.0,1.01,0.0,0.0,0.0,22.0,1.01,1.0,0.99,16.0,4.0,0.0,1.01,0.0,0.0,2.0,1.0,1.0,1.0,1.0,16.16,45.45,13.0,13.0,12.24,16.16,16.0,13.27,19.19,16.33,18.0,18.81,18.63,18.0,14.71,17.65,17.82,21.21,18.0,20.0,0.0,13.13,14.85,12.12,0.0,0.99,1.0,0.0,1.0,0.0,4.0,2.97,9.09,10.0,12.12,11.0,1.01,13.13,14.14,16.16,15.0,12.12,12.87,17.17,15.0,1.0,13.0,15.15,14.0,15.15,13.86,15.0,17.0,14.14,12.12,12.12,12.24,13.0,0.0,1.0,0.99,0.0,0.0,14.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,0.0,0.0,4.26,0.0,0.99,0.99,22.22,0.0,0.0,0.0,0.0,0.0
337,16.0,0.99,0.0,0.99,0.0,0.0,0.0,0.99,0.0,1.0,0.0,0.0,1.64,0.0,1.02,1.01,0.0,0.99,0.99,1.0,0.0,0.98,0.0,1.01,1.0,0.0,44.44,21.21,19.8,1.0,18.0,1.0,1.0,0.0,25.53,0.99,0.0,1.01,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.99,22.22,0.0,0.0,0.0,0.0,1.0,14.14,0.99,11.11,0.0,0.0,0.99,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.01,1.0,0.0,1.0,0.0,1.0,0.0,14.0,0.99,0.0,0.99,0.99,1.0,1.01,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.01,0.0,1.0,1.0,1.98,0.0,0.99,0.0,0.0,1.0,1.01,0.0,1.0,0.0,0.0,1.01,1.0,1.0,0.99,1.0,1.01,0.0,0.0,0.0,0.99,0.0,1.98,1.0,0.0,15.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.01,0.0,27.03,63.16,0.0,15.15,0.0,0.99,1.0,0.0,1.01,0.0,1.0
