kbcommit,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
62,148564.0,146824.0,146764.0,146600.0,146532.0,146876.0,146644.0,146632.0,147160.0,146624.0,146436.0,146464.0,146596.0,146796.0,146996.0,146644.0,146544.0,146532.0,146716.0,146444.0,146876.0,146348.0,146528.0,146592.0,146448.0,146424.0,146504.0,146452.0,146824.0,146596.0,146596.0,146660.0,146444.0,146568.0,146504.0,146776.0,146776.0,146764.0,146596.0,146548.0,146452.0,146592.0,146992.0,146624.0,146596.0,146568.0,146448.0,146592.0,146748.0,146640.0,146596.0,146564.0,146624.0,146756.0,146600.0,146672.0,146640.0,146996.0,147180.0,146720.0,146588.0,146556.0,146572.0,146688.0,146896.0,146864.0,146448.0,146616.0,146848.0,146864.0,146640.0,146796.0,146636.0,146864.0,146524.0,146420.0,146572.0,146992.0,146596.0,147000.0,146684.0,146868.0,146896.0,146960.0,146996.0,146532.0,146540.0,146488.0,146784.0,146760.0,146632.0,147000.0,146976.0,146760.0,146356.0,146680.0,146996.0,146976.0,147120.0,146996.0,146436.0,146576.0,146444.0,147036.0,146676.0,146696.0,146640.0,146616.0,146652.0,146648.0,146804.0,146808.0,146484.0,146596.0,146864.0,146596.0,146468.0,146332.0,146332.0,162360.0,146500.0,146560.0,146596.0,146440.0,146784.0,146500.0,146556.0,147576.0,146800.0,150156.0,147356.0,146992.0,146664.0,146592.0,146544.0,146556.0,146336.0,146324.0,146480.0,146512.0
63,148564.0,146824.0,146764.0,146600.0,146536.0,146876.0,146644.0,146632.0,147160.0,146624.0,146436.0,147444.0,146596.0,146796.0,146996.0,146644.0,146544.0,146532.0,146716.0,146444.0,146876.0,146348.0,146528.0,146592.0,146448.0,146424.0,146504.0,146452.0,146824.0,146596.0,146596.0,146660.0,146444.0,146568.0,146504.0,146776.0,146776.0,146764.0,146596.0,146548.0,146452.0,146592.0,146992.0,146624.0,146596.0,146568.0,146448.0,146592.0,146748.0,146640.0,146596.0,146564.0,146624.0,146756.0,151884.0,146672.0,146636.0,146996.0,147180.0,146720.0,151876.0,146556.0,146572.0,146688.0,146896.0,150704.0,146448.0,146616.0,146848.0,146864.0,146640.0,146796.0,146636.0,146864.0,146524.0,146420.0,146572.0,146992.0,146596.0,147000.0,146684.0,146868.0,146896.0,146960.0,146996.0,146532.0,146540.0,146488.0,146784.0,146760.0,146632.0,147000.0,146976.0,146760.0,146356.0,146680.0,146996.0,146976.0,147120.0,146996.0,146436.0,146576.0,146444.0,147036.0,146676.0,146696.0,146640.0,146616.0,146652.0,146648.0,146804.0,146808.0,146484.0,146596.0,146864.0,146596.0,146468.0,146332.0,146332.0,146536.0,146500.0,146560.0,146596.0,146440.0,146784.0,146500.0,146556.0,151292.0,146800.0,151724.0,162960.0,146992.0,146664.0,146592.0,146544.0,146556.0,146336.0,146324.0,146480.0,146512.0
64,148564.0,146824.0,146764.0,146600.0,146536.0,146876.0,146644.0,146632.0,147160.0,146624.0,146436.0,151952.0,146596.0,146796.0,146996.0,146644.0,146544.0,146532.0,146716.0,146444.0,146876.0,146348.0,146528.0,146592.0,146448.0,146424.0,146504.0,146452.0,146824.0,146596.0,146596.0,146660.0,146444.0,146572.0,146508.0,146776.0,146772.0,146764.0,146596.0,146548.0,146452.0,146592.0,146992.0,146624.0,146596.0,146568.0,146448.0,146592.0,146748.0,146640.0,146596.0,146564.0,146624.0,146756.0,146600.0,146672.0,146636.0,146996.0,147180.0,146720.0,146588.0,146556.0,146572.0,146688.0,146896.0,146864.0,146448.0,146616.0,146848.0,146864.0,146640.0,146796.0,146636.0,146864.0,146524.0,146420.0,146572.0,146992.0,146596.0,147000.0,146684.0,146868.0,146896.0,146960.0,146996.0,146532.0,146540.0,146488.0,146784.0,146760.0,146632.0,147000.0,146976.0,146760.0,146356.0,146680.0,146996.0,146976.0,147120.0,146996.0,146436.0,146576.0,146444.0,147036.0,146676.0,146696.0,146640.0,146616.0,146652.0,146648.0,146804.0,146808.0,146484.0,146596.0,146864.0,146596.0,146468.0,146332.0,146332.0,146536.0,146500.0,146560.0,146596.0,146440.0,152072.0,146500.0,146556.0,146596.0,146800.0,146800.0,146612.0,146992.0,146664.0,146592.0,146544.0,146556.0,146336.0,146324.0,146480.0,146512.0
65,148564.0,146824.0,146764.0,146600.0,146536.0,146876.0,146644.0,146632.0,147160.0,146624.0,146436.0,146468.0,146596.0,151036.0,146996.0,146644.0,146544.0,146532.0,146716.0,146444.0,146876.0,146348.0,146528.0,146592.0,146448.0,146424.0,146504.0,146452.0,146824.0,146596.0,146596.0,146660.0,146444.0,146572.0,146508.0,146776.0,146772.0,146764.0,146596.0,146548.0,146452.0,146592.0,146992.0,146624.0,146596.0,146568.0,146448.0,146592.0,146748.0,146640.0,146600.0,146564.0,146624.0,146756.0,146600.0,146672.0,146636.0,146996.0,147180.0,146720.0,146588.0,146556.0,146572.0,146688.0,146896.0,146864.0,146448.0,146616.0,146848.0,146864.0,146640.0,146796.0,146636.0,146864.0,146524.0,146420.0,146572.0,146992.0,146596.0,147000.0,146684.0,146868.0,146896.0,146960.0,146996.0,146532.0,146540.0,146488.0,146784.0,146760.0,146632.0,147000.0,146976.0,146760.0,146356.0,146680.0,146996.0,146976.0,147120.0,146996.0,146436.0,146576.0,146444.0,147036.0,146676.0,146696.0,146640.0,146616.0,146652.0,146648.0,146804.0,146808.0,146484.0,146596.0,146864.0,155100.0,146472.0,147080.0,149688.0,146536.0,146500.0,150804.0,146596.0,146440.0,146788.0,146500.0,146556.0,146596.0,147548.0,146800.0,146612.0,146992.0,146664.0,146592.0,146544.0,146556.0,146336.0,146324.0,146480.0,146512.0
66,148564.0,146824.0,146764.0,146600.0,146536.0,146876.0,146644.0,146632.0,147160.0,146624.0,151496.0,146468.0,151832.0,151716.0,153044.0,146644.0,146544.0,146532.0,146716.0,146444.0,146876.0,146348.0,146528.0,146592.0,146448.0,146424.0,146504.0,146452.0,146824.0,146596.0,146596.0,146660.0,146444.0,146572.0,146508.0,146776.0,146772.0,146760.0,146596.0,146548.0,146452.0,146592.0,146992.0,146624.0,146596.0,146568.0,146448.0,146592.0,146748.0,146640.0,146600.0,146564.0,146624.0,146756.0,146600.0,146672.0,146636.0,146996.0,147180.0,146720.0,146588.0,146556.0,146572.0,146688.0,146896.0,146864.0,146448.0,146616.0,146848.0,146864.0,146640.0,146796.0,146636.0,146864.0,146524.0,146420.0,146572.0,146992.0,146596.0,147000.0,146684.0,146868.0,146896.0,146960.0,146996.0,146532.0,146540.0,146488.0,146784.0,146760.0,146632.0,147000.0,146976.0,146760.0,146356.0,146680.0,146996.0,146976.0,147120.0,146996.0,146436.0,146576.0,146444.0,147036.0,146676.0,146696.0,146640.0,146616.0,146652.0,146648.0,146804.0,147556.0,146484.0,146596.0,146864.0,146596.0,146472.0,146332.0,146332.0,146536.0,146500.0,146560.0,159036.0,150684.0,146788.0,162852.0,146556.0,146596.0,151496.0,146800.0,146612.0,146992.0,147640.0,147572.0,146544.0,147304.0,146336.0,146324.0,151536.0,146512.0
67,148564.0,146824.0,146764.0,146600.0,146536.0,146876.0,146644.0,146632.0,147160.0,146624.0,146440.0,146468.0,146600.0,146796.0,146996.0,151928.0,146544.0,146532.0,146716.0,146444.0,146876.0,146348.0,146528.0,146592.0,146448.0,146424.0,146504.0,146452.0,146824.0,146596.0,146596.0,146660.0,146444.0,146572.0,146508.0,146776.0,146772.0,146760.0,146596.0,146548.0,146452.0,146592.0,146992.0,146624.0,146596.0,146568.0,146448.0,146592.0,146748.0,146640.0,146600.0,162916.0,162976.0,146756.0,146600.0,146672.0,146636.0,146996.0,147180.0,146720.0,146588.0,146556.0,146572.0,146688.0,146896.0,146864.0,146448.0,146616.0,146848.0,146864.0,146640.0,146796.0,146636.0,146864.0,146524.0,146420.0,146572.0,146992.0,146596.0,147000.0,146684.0,146868.0,146896.0,146960.0,146996.0,146532.0,146540.0,146488.0,146784.0,146760.0,146632.0,147000.0,146976.0,146760.0,146356.0,146680.0,146996.0,146976.0,147120.0,146996.0,146436.0,146576.0,146444.0,147036.0,146676.0,146696.0,146640.0,146616.0,146652.0,146648.0,146804.0,146808.0,146484.0,147344.0,150352.0,146596.0,146472.0,146332.0,146332.0,146536.0,149856.0,146560.0,151892.0,151500.0,146788.0,146504.0,146556.0,146596.0,146804.0,146800.0,146612.0,146992.0,146660.0,146592.0,146544.0,146556.0,151632.0,147304.0,146480.0,151804.0
68,148564.0,146824.0,146764.0,146600.0,146536.0,146876.0,146644.0,146632.0,147160.0,146624.0,146440.0,146468.0,146600.0,146796.0,146996.0,146640.0,146544.0,146532.0,146716.0,146444.0,146876.0,146348.0,146528.0,146592.0,146448.0,146424.0,146504.0,146452.0,146824.0,146596.0,146596.0,146660.0,146444.0,146572.0,146508.0,146776.0,146772.0,146760.0,146596.0,146548.0,146452.0,146592.0,146992.0,146624.0,146596.0,146568.0,146448.0,146592.0,146748.0,146640.0,146600.0,146564.0,146628.0,146756.0,146600.0,146672.0,146636.0,146996.0,147180.0,146720.0,146588.0,146556.0,146572.0,146688.0,146896.0,146864.0,146448.0,146616.0,146848.0,146864.0,146640.0,146796.0,146636.0,146864.0,146524.0,146420.0,146572.0,146992.0,146596.0,147000.0,146684.0,146868.0,146896.0,146960.0,146996.0,146532.0,146540.0,146488.0,146784.0,146760.0,146632.0,147000.0,146976.0,146760.0,146356.0,146680.0,146996.0,146976.0,150604.0,146996.0,146436.0,146576.0,146444.0,147036.0,146676.0,146696.0,146640.0,146616.0,146652.0,146648.0,146804.0,146808.0,161748.0,146596.0,146864.0,146596.0,146472.0,146332.0,146332.0,151460.0,151196.0,146560.0,146596.0,146440.0,146788.0,146504.0,146556.0,146596.0,146804.0,146800.0,146612.0,146992.0,146660.0,146592.0,150788.0,146556.0,146336.0,146324.0,146480.0,146508.0
69,148564.0,146824.0,146764.0,146600.0,146536.0,146876.0,146644.0,146632.0,147160.0,146624.0,146440.0,146468.0,146600.0,146796.0,146996.0,146640.0,146544.0,146532.0,146716.0,146444.0,146876.0,146348.0,146528.0,146592.0,146448.0,146424.0,146504.0,146452.0,147228.0,146596.0,146596.0,146660.0,146444.0,146572.0,146508.0,146776.0,146772.0,146760.0,146596.0,146548.0,146452.0,146592.0,146992.0,146624.0,146596.0,146568.0,146448.0,146592.0,146748.0,146640.0,146600.0,146564.0,146628.0,146756.0,146600.0,146672.0,146636.0,146996.0,147180.0,146720.0,146588.0,146556.0,146572.0,146688.0,146896.0,146864.0,146448.0,146616.0,146848.0,146864.0,146640.0,146796.0,146636.0,146864.0,146524.0,146420.0,146572.0,152280.0,151528.0,152060.0,151980.0,151944.0,151956.0,150316.0,150352.0,146532.0,146540.0,146488.0,146784.0,146760.0,146632.0,147000.0,146976.0,147740.0,147336.0,150036.0,155500.0,152996.0,147116.0,146996.0,146436.0,146576.0,146444.0,147036.0,146676.0,146696.0,146640.0,146616.0,146652.0,146648.0,146804.0,146808.0,146484.0,146596.0,146864.0,146596.0,146472.0,146332.0,146332.0,146536.0,146500.0,146560.0,146596.0,146440.0,146788.0,146504.0,146556.0,146596.0,146804.0,146800.0,146612.0,151240.0,146660.0,146592.0,146944.0,146556.0,146336.0,146324.0,146480.0,146508.0
70,148564.0,146824.0,146764.0,146600.0,146532.0,146876.0,146644.0,146632.0,147160.0,146624.0,146440.0,146468.0,146600.0,146796.0,146996.0,146640.0,146544.0,146532.0,146716.0,146444.0,146876.0,146348.0,146528.0,146592.0,146448.0,146424.0,146504.0,146456.0,146824.0,146596.0,146596.0,146660.0,146444.0,146572.0,146508.0,146776.0,146772.0,146760.0,146596.0,146548.0,146452.0,146592.0,146992.0,146624.0,146596.0,146568.0,146448.0,146592.0,146748.0,146640.0,146600.0,146564.0,146628.0,146756.0,146600.0,146672.0,146636.0,146996.0,147180.0,146720.0,146588.0,146556.0,146572.0,146688.0,146896.0,146864.0,146448.0,146616.0,146848.0,146864.0,146640.0,146796.0,146636.0,146864.0,146524.0,146420.0,151860.0,146996.0,146596.0,147000.0,146684.0,146868.0,146896.0,146960.0,146996.0,146532.0,146540.0,146488.0,146784.0,146760.0,146632.0,147000.0,146976.0,146760.0,146356.0,146680.0,146996.0,146976.0,147116.0,146996.0,146436.0,146576.0,146444.0,147036.0,146676.0,146696.0,146640.0,146616.0,146652.0,146648.0,146804.0,146808.0,146484.0,146596.0,146864.0,146596.0,146472.0,146332.0,146332.0,146536.0,146500.0,146560.0,146596.0,146440.0,146788.0,146504.0,146556.0,146596.0,146804.0,146800.0,146608.0,152288.0,146660.0,146592.0,146544.0,146556.0,146336.0,146324.0,146480.0,146508.0
71,148564.0,146824.0,146764.0,146600.0,146532.0,146876.0,146644.0,146632.0,147160.0,146624.0,146440.0,146468.0,146600.0,146796.0,146996.0,146640.0,146544.0,146532.0,146716.0,146444.0,146876.0,146348.0,146528.0,146592.0,146448.0,146424.0,146504.0,146456.0,146824.0,151520.0,146596.0,146660.0,146444.0,146572.0,146508.0,146776.0,146772.0,146760.0,146596.0,146548.0,146452.0,146592.0,146992.0,146624.0,146596.0,146568.0,146448.0,146592.0,146748.0,146640.0,146600.0,146564.0,146628.0,146756.0,146600.0,146672.0,146636.0,146996.0,147180.0,146720.0,146588.0,146556.0,146572.0,146688.0,146896.0,146864.0,146448.0,146616.0,146848.0,146864.0,146640.0,146796.0,146636.0,146864.0,146524.0,146420.0,146572.0,146996.0,146596.0,147000.0,146684.0,146868.0,146896.0,146960.0,146996.0,146532.0,146540.0,146488.0,146784.0,146760.0,146632.0,147000.0,146976.0,146760.0,146356.0,146680.0,146996.0,146976.0,147116.0,146996.0,146436.0,146576.0,146444.0,147036.0,146676.0,146696.0,146640.0,146616.0,146652.0,146648.0,146804.0,146808.0,146484.0,146596.0,146864.0,146596.0,146472.0,146332.0,146332.0,146536.0,146500.0,146560.0,146596.0,146440.0,146788.0,146504.0,146556.0,146596.0,146804.0,146800.0,146608.0,146996.0,146660.0,146592.0,146544.0,146556.0,146336.0,146324.0,146480.0,146508.0
72,148564.0,146824.0,146764.0,146600.0,146532.0,146876.0,146644.0,146632.0,147160.0,146624.0,146440.0,146464.0,146600.0,146796.0,146996.0,146640.0,146544.0,146532.0,147696.0,146444.0,146876.0,146348.0,146528.0,146592.0,146448.0,146424.0,146504.0,146456.0,146824.0,146596.0,146596.0,146660.0,146444.0,146572.0,149860.0,150132.0,146772.0,146760.0,146596.0,146548.0,147432.0,154544.0,146992.0,146624.0,146596.0,146568.0,146448.0,146592.0,146748.0,146640.0,146600.0,146564.0,146628.0,146756.0,162948.0,146672.0,146636.0,146996.0,147180.0,146720.0,146588.0,146556.0,146572.0,146688.0,146896.0,146864.0,146448.0,146616.0,146848.0,146864.0,146640.0,146796.0,146636.0,146864.0,146524.0,146420.0,146572.0,146996.0,146596.0,147000.0,146684.0,146868.0,146896.0,146960.0,146996.0,146532.0,146540.0,146488.0,146784.0,146760.0,146632.0,147000.0,146976.0,146760.0,146356.0,146680.0,146996.0,146976.0,147116.0,146996.0,146436.0,146576.0,146444.0,147036.0,146676.0,146696.0,146640.0,146616.0,146652.0,146648.0,146804.0,146808.0,146484.0,146596.0,146864.0,146596.0,146472.0,146332.0,146332.0,146536.0,146500.0,146560.0,146596.0,146440.0,146784.0,146504.0,146556.0,146596.0,146804.0,146800.0,146608.0,146996.0,146660.0,146592.0,146544.0,146556.0,146336.0,146324.0,146480.0,146508.0
73,148564.0,146824.0,146764.0,146600.0,146532.0,146876.0,146644.0,146632.0,147160.0,146624.0,146440.0,146464.0,146596.0,146792.0,150832.0,146640.0,146544.0,153808.0,146716.0,146444.0,146876.0,146348.0,146528.0,146592.0,146448.0,146424.0,146504.0,146456.0,146824.0,146596.0,146596.0,146660.0,146444.0,146572.0,146504.0,146776.0,146772.0,146760.0,146596.0,146548.0,146452.0,146592.0,146992.0,146624.0,146596.0,146568.0,146448.0,146592.0,146748.0,146644.0,147576.0,146564.0,146628.0,146756.0,146600.0,146672.0,146636.0,146996.0,147180.0,146720.0,146588.0,146556.0,146572.0,146688.0,146896.0,146864.0,146448.0,146616.0,146848.0,146864.0,146640.0,146796.0,146636.0,146864.0,146524.0,146420.0,146572.0,146996.0,146596.0,147000.0,146684.0,146868.0,146896.0,146960.0,146996.0,146532.0,146540.0,146488.0,146784.0,146760.0,146632.0,147000.0,146976.0,146760.0,146356.0,146680.0,146996.0,146976.0,147116.0,146996.0,146436.0,146576.0,146444.0,147036.0,146676.0,146696.0,146640.0,146616.0,146652.0,146648.0,146804.0,146808.0,146484.0,146596.0,146864.0,146596.0,146468.0,146332.0,146332.0,146536.0,146500.0,146560.0,146596.0,146440.0,146784.0,146504.0,146556.0,146596.0,146800.0,146800.0,146608.0,146996.0,146660.0,146592.0,146544.0,146556.0,146336.0,146324.0,146480.0,146508.0
74,148564.0,146824.0,146764.0,146600.0,146532.0,146876.0,146644.0,146632.0,147160.0,146624.0,146440.0,146464.0,146596.0,146792.0,146992.0,151564.0,146544.0,146532.0,146716.0,146444.0,146876.0,146348.0,146528.0,146592.0,146448.0,150528.0,147484.0,146456.0,146824.0,146596.0,146596.0,146660.0,146444.0,146572.0,146504.0,146776.0,146772.0,146760.0,146596.0,146548.0,146452.0,146592.0,146992.0,146624.0,146596.0,146568.0,146448.0,146592.0,146748.0,146644.0,146596.0,146564.0,146628.0,146756.0,146600.0,146672.0,146636.0,146996.0,147180.0,146720.0,146588.0,146556.0,146572.0,146688.0,146896.0,146864.0,146448.0,146616.0,146848.0,146864.0,146640.0,146796.0,146636.0,146864.0,146524.0,146420.0,146572.0,146996.0,146596.0,147000.0,146684.0,146868.0,146896.0,146960.0,146996.0,146532.0,146540.0,146488.0,146784.0,146760.0,146632.0,147000.0,146976.0,146760.0,146356.0,146680.0,146996.0,146976.0,147116.0,146996.0,146436.0,146576.0,146444.0,147036.0,146676.0,146696.0,146640.0,146616.0,146652.0,146648.0,146804.0,146808.0,146484.0,146596.0,146864.0,151656.0,146468.0,146332.0,146332.0,146536.0,146500.0,146560.0,146596.0,146440.0,146784.0,146500.0,154512.0,146596.0,146800.0,146800.0,146608.0,146996.0,146660.0,146592.0,146544.0,151616.0,146336.0,146324.0,146480.0,146508.0
75,148564.0,146824.0,146764.0,146600.0,146532.0,146876.0,146644.0,146632.0,147160.0,146624.0,146440.0,146464.0,146596.0,146792.0,146992.0,146640.0,146544.0,146532.0,146716.0,149804.0,146876.0,146348.0,162880.0,146592.0,146448.0,146424.0,146504.0,146456.0,146824.0,146596.0,146596.0,146660.0,146444.0,146572.0,146504.0,146776.0,146772.0,146764.0,146596.0,146548.0,146452.0,146592.0,146992.0,146624.0,162948.0,146568.0,146448.0,146592.0,146748.0,146644.0,146596.0,146564.0,146628.0,146756.0,146600.0,146672.0,146636.0,146996.0,147180.0,146720.0,146588.0,146556.0,146572.0,146688.0,146896.0,146864.0,146448.0,146616.0,146848.0,146864.0,146640.0,146796.0,146636.0,146864.0,146524.0,146420.0,146572.0,146996.0,146596.0,147000.0,146684.0,146868.0,146896.0,146960.0,146996.0,146532.0,146540.0,146488.0,146784.0,146760.0,146632.0,147000.0,146976.0,146760.0,146356.0,146680.0,146996.0,146976.0,147116.0,146996.0,146436.0,146576.0,146444.0,147036.0,146676.0,146696.0,146640.0,146616.0,146652.0,146648.0,146804.0,146808.0,146484.0,146596.0,146864.0,146596.0,146468.0,146332.0,146332.0,146536.0,146500.0,146560.0,146596.0,146440.0,146784.0,146500.0,146556.0,146596.0,146800.0,146800.0,146608.0,146996.0,146660.0,151880.0,146544.0,146556.0,146336.0,146324.0,146476.0,146508.0
76,148564.0,146824.0,146764.0,146600.0,146532.0,146876.0,146644.0,146632.0,147160.0,146624.0,146440.0,146464.0,146596.0,146792.0,146992.0,146640.0,146544.0,146532.0,146716.0,146444.0,146876.0,146348.0,146528.0,146592.0,162800.0,146424.0,146504.0,146456.0,146824.0,146596.0,146596.0,146660.0,146444.0,146572.0,146504.0,146776.0,146772.0,146764.0,147576.0,155712.0,146452.0,146592.0,146992.0,146624.0,146596.0,146568.0,146448.0,146592.0,146748.0,146644.0,146596.0,146564.0,146628.0,146756.0,146600.0,146672.0,146636.0,146996.0,147180.0,146720.0,146588.0,146556.0,146572.0,146688.0,146896.0,146864.0,146448.0,146616.0,146848.0,146864.0,146640.0,146796.0,146636.0,146864.0,146524.0,146420.0,146572.0,146996.0,146596.0,147000.0,146684.0,146868.0,146896.0,146960.0,146996.0,146532.0,146540.0,146488.0,146784.0,146760.0,146632.0,147000.0,146976.0,146760.0,146356.0,146680.0,146996.0,146976.0,147116.0,146996.0,146436.0,146576.0,146444.0,147036.0,146676.0,146696.0,146640.0,146616.0,146652.0,146648.0,146804.0,146808.0,146484.0,146596.0,146864.0,146596.0,146468.0,146332.0,146332.0,146536.0,146500.0,146560.0,146596.0,146440.0,146784.0,146500.0,146556.0,153876.0,146800.0,154080.0,146608.0,146996.0,146660.0,146596.0,146544.0,146556.0,146336.0,151384.0,146476.0,146508.0
77,148564.0,146824.0,146764.0,146600.0,146532.0,146876.0,146644.0,146632.0,147160.0,146624.0,146440.0,146464.0,146596.0,146792.0,146992.0,146640.0,146544.0,146532.0,146716.0,146444.0,146876.0,146348.0,146528.0,146592.0,146448.0,146424.0,146504.0,146452.0,146824.0,146596.0,146596.0,146660.0,146444.0,146572.0,146504.0,146776.0,146772.0,146764.0,146596.0,146552.0,146452.0,146592.0,146992.0,146624.0,146596.0,146568.0,146448.0,150696.0,146748.0,146644.0,146596.0,146564.0,146628.0,146756.0,146600.0,146672.0,146636.0,146996.0,147180.0,146720.0,146588.0,146556.0,146572.0,146688.0,146896.0,146864.0,146448.0,146616.0,146848.0,146864.0,146640.0,146796.0,146636.0,146864.0,146524.0,146420.0,146572.0,146996.0,146596.0,147000.0,146684.0,146868.0,146896.0,146960.0,146996.0,146532.0,146540.0,146488.0,146784.0,146760.0,146632.0,147000.0,146976.0,146760.0,146356.0,146680.0,146996.0,146976.0,147120.0,146996.0,146436.0,146576.0,146444.0,147036.0,146676.0,146696.0,146640.0,146616.0,146652.0,146648.0,146804.0,146808.0,146484.0,146596.0,146864.0,146596.0,146468.0,146332.0,146332.0,146536.0,146500.0,146560.0,146596.0,146440.0,146784.0,146500.0,146556.0,146600.0,146800.0,146804.0,146608.0,146992.0,146660.0,146596.0,146544.0,146556.0,146336.0,146324.0,146476.0,146508.0
78,148564.0,146824.0,146764.0,146600.0,146532.0,151576.0,150484.0,151560.0,147160.0,146624.0,146440.0,155280.0,146596.0,146792.0,146992.0,146640.0,146544.0,146532.0,146716.0,146444.0,146876.0,146348.0,146528.0,146592.0,146448.0,146424.0,146504.0,146452.0,146824.0,146596.0,146596.0,146660.0,146444.0,146572.0,146504.0,146776.0,146772.0,146764.0,146596.0,146552.0,146452.0,146592.0,146992.0,146624.0,146596.0,146568.0,146448.0,146592.0,146748.0,146644.0,146596.0,146564.0,146628.0,146756.0,146600.0,146672.0,146636.0,146996.0,147180.0,146720.0,146588.0,146556.0,146572.0,146688.0,146896.0,146864.0,146448.0,146616.0,146848.0,146864.0,146640.0,146796.0,146636.0,146864.0,146524.0,146420.0,146572.0,146992.0,146596.0,147000.0,146684.0,146868.0,146896.0,146960.0,146996.0,146532.0,146540.0,146488.0,146784.0,146760.0,146632.0,147000.0,146976.0,146760.0,146356.0,146680.0,146996.0,146976.0,147120.0,146996.0,146436.0,146576.0,146444.0,147036.0,146676.0,146696.0,146640.0,146616.0,146652.0,146648.0,146804.0,146808.0,146484.0,146596.0,146864.0,146596.0,146468.0,146332.0,146332.0,146536.0,146500.0,146560.0,146596.0,146440.0,146784.0,146500.0,146556.0,146600.0,146800.0,146804.0,146608.0,146992.0,146660.0,146596.0,146544.0,146556.0,146336.0,146324.0,146476.0,146508.0
79,148564.0,146824.0,146764.0,146600.0,146532.0,146876.0,146644.0,146632.0,147160.0,146624.0,146440.0,146464.0,146596.0,146796.0,146996.0,146640.0,146544.0,146532.0,151640.0,146444.0,146876.0,146348.0,146528.0,146592.0,146448.0,146424.0,146504.0,146452.0,146824.0,146596.0,146596.0,146660.0,146444.0,146572.0,146504.0,146776.0,146772.0,146764.0,146596.0,146552.0,162668.0,146592.0,146992.0,146624.0,146596.0,146568.0,146448.0,146592.0,146748.0,146644.0,146596.0,146564.0,146628.0,146756.0,146596.0,146676.0,146636.0,146996.0,147180.0,146720.0,146588.0,146556.0,146572.0,146688.0,146896.0,146864.0,146448.0,146616.0,146848.0,146864.0,146640.0,146796.0,146636.0,146864.0,146524.0,146420.0,146572.0,146992.0,146596.0,147000.0,146684.0,146868.0,146896.0,146960.0,146996.0,146532.0,146540.0,146488.0,146784.0,146760.0,146632.0,147000.0,146976.0,146760.0,146356.0,146680.0,146996.0,146976.0,147120.0,146996.0,146436.0,146576.0,146444.0,147036.0,146676.0,146696.0,146640.0,146616.0,146652.0,146648.0,146804.0,146808.0,146484.0,146596.0,146864.0,158260.0,162684.0,146332.0,146332.0,146536.0,146500.0,146560.0,146596.0,146440.0,146784.0,146500.0,146556.0,146600.0,146800.0,146804.0,146608.0,146992.0,146660.0,146596.0,146544.0,146556.0,146336.0,146324.0,146476.0,146508.0
