subop_w_latency,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
338,0.004,0.002,0.003,0.003,0.003,0.004,0.004,0.002,0,0.019,0.002,0.002,0.003,0.002,0.002,0.002,0,0.002,0.002,0.002,0.002,0.003,0.006,0.005,2.011,0.003,0.002,0.002,1.246,0.005,0.002,0.002,0,0.003,0.002,0.002,0.002,0.002,0.003,0.001
339,0.002,0.003,0.003,0.002,0.003,0.005,0.002,0.002,1.388,0.003,0.002,0.004,0.003,0.004,0.004,0.003,0,0.003,0.004,0.002,0.002,0.002,0.003,0.004,1.507,0.002,0.002,0.002,0.003,0.002,0.003,0.003,1.72,0.009,0.006,0.003,0.003,0.004,0.007,0.002
340,0.003,0.003,0.002,0.002,0.003,0.003,0.002,0.002,0,0.003,0.002,0.003,0.002,0.003,0.004,0.002,2.075,0.002,0.002,0.003,0.003,0,0.002,0.009,0.005,0.767,0.002,0.003,0.005,0.002,0.001,0.002,0.01,0.002,0.001,0.001,0.002,0,0.002,0.002
341,0.004,0.003,0.004,0.005,0.003,0.007,0.002,0.004,1.443,0.01,0.002,0.002,0.002,0.003,0.002,0.002,0,0.002,0.002,0.002,0.002,0,0.002,0.002,0.002,0,0.002,0.002,0.002,0.001,0.002,0.001,0.002,1.559,0.001,0.002,0.002,0,0.003,0.002
342,0.002,0.002,0.002,0.002,0,0.002,0.002,0.002,0.062,0.002,0.002,0.002,0.003,0.003,0.003,0.003,2.161,0.002,0.002,0.002,0.002,0,0.002,0.002,0.002,0,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.002,0.001
343,0.002,0.002,0.002,0.002,0,0.002,0.002,0.002,0.002,1.307,0.002,0.003,0.002,0.002,0.005,0.003,0.002,0.002,0.003,0.002,0.002,1.878,0.002,0.003,0.003,0.62,0.002,0.003,0.002,1.091,0.002,0.002,0.002,0,0.002,0.002,0.003,1.834,0.002,0.002
344,0.001,0.002,0.003,0.002,1.773,0.002,0.002,0.002,0.002,1.285,0.001,0.002,0.002,0.309,0.002,0.002,0.001,1.109,0.002,0.002,0.001,0,0.004,0.002,0.002,0.002,0.002,0.002,0.002,1.235,0.001,0.001,0.002,0,0.002,0.001,0.001,0.079,0.002,0.001
345,0,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0,0.001,0.003,0.002,0,0.001,0.002,0.001,0,0.001,0.001,0.002,0,0.001,0.002,0.001,0.001,0.001,0.002,0.002,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001
346,1.814,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0,0.002,0.002,0.002,0,0.002,0.002,0.001,1.189,0.002,0.001,0.002,0,0.002,0.002,0.002,0.001,0.002,0.003,0.002,1.094,0.002,0.002,0.002,4.258,0.002,0.002,0.002,0.002,0.001,0.002
347,0,0.001,0,0.002,0.001,0.586,0.002,0,0.001,0,0.002,0.002,0.002,0,0.002,0.002,0.002,0.757,0.002,0.002,0.002,2.036,0.003,0.007,0.003,0.003,0.003,0.003,0.003,0.105,0.002,0.003,0.003,1.284,0.003,0.002,0.002,0.002,0.415,0.002
348,2.278,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,2.784,0.002,0.002,0.002,0,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0,0,0,0.002,0,0,0.001,0.001,0.001,0,0.001,0.002,0.006,0.002,0.002,0.003,0.02,0.409,0.002
349,2.875,0.003,0.006,0.004,0.003,0.004,0.005,0.003,0.003,0.587,0,0.001,0,0,0.001,0.002,0,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.002,0,0.005,0.003,0.003,0.003,0.001,0.004,0.007,0,0.003
350,0.13,0.003,0.003,0.003,0.002,0.003,0.003,0.002,0.003,0.071,0.001,0.002,0.002,0,0.002,0.001,0.001,0.002,0.002,0.001,0.004,0.004,0.016,0.007,0.004,0.005,0.003,0.006,0.004,0.003,0,0.001,0.002,0.002,0.448,0.002,0.002,0.005,0,0.002
351,0.002,0,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.003,0.004,0,0.003,0.002,0.002,0.002,0,0.002,0.002,0.002,0.06,0.003,0.003,0.002,0.055,0.002,0.002,0.002,1.709,0.002,0.003,0.004,0.002,0.002,0.002,0.003,1.02,0.002
352,0.002,1.329,0.002,0.003,0.002,0.886,0,0.003,0.002,0.003,0.002,0.003,0.002,3.81,0.346,0.002,0.002,0.002,0,0.002,0.002,0.001,0.704,0.002,0.002,0.002,0,0.002,0.002,0.003,0.301,0.002,0.002,0.003,0.002,0.002,0.003,0.004,0.006,0.209
353,0.005,0.441,0.002,0.002,0.003,0.003,0,0.003,0.002,0.003,0,0.002,0.003,0.07,0.384,0.002,0.002,0.004,0,0.002,0.002,0.003,1.219,0.004,0.002,0.002,0.994,0.002,0.002,0.002,0.002,0.001,0.003,0.003,0.001,1.604,0.002,0.002,0.002,0.153
354,0.008,0.022,0.033,0.004,0.006,0.168,0.971,0.024,0.003,0.016,0.629,0.002,0.002,0.002,0.002,0.002,0.001,0.002,4.88,0.002,0.002,0.002,0,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.318,0,0.002,0.003,0.002,0.001
355,0.002,0.002,0,0.002,0.002,0.074,0.003,0.006,0.002,0.002,0.002,0.002,0.001,0.001,0.002,0.002,0.002,0.002,0,0.002,0.002,0.003,0,0.003,0.009,0.003,0.003,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.002,0,0.002,0.002,0.002,0.495
356,0.002,0.002,0,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.133,0.003,0.003,0.005,0.005,0.003,0.003,0.003,3.331,0.004,0.002,0.002,1.692,0,0.002,0.002,0.002,0,0.002,0.002,0.002,0.002,0.005,0.007,0.003,1.65,0.004,0.005,0.006,0.002
357,0.003,0.002,1.251,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.001,0.213,0.002,0.002,0,0,0.001,0.002,0.02,0,0.002,0.002,0.003,1.792,0.003,0.002,0.002,0,0.002,0.002,0.001,0,0.001,0.001,0.001,0.002,0.002,0.001,0.002,0.002
358,0.003,0.003,0,0.003,0.002,0.003,0.002,0.373,0.002,0.003,0.002,1.213,0.002,0.002,0,0,0.002,0.002,0.002,1.367,0.002,0.002,0.003,1.205,0.003,0.002,0.002,3.163,0.002,0.003,0.002,0.259,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.002
359,0.002,0.001,0,0.001,0.001,0.002,0.002,0,0.001,0.001,0.002,1.302,0.004,0.003,0,2.655,0.002,0.002,0.004,0.002,0.002,0.002,0.002,0.093,0.002,0.001,0.002,0,0.002,0.002,0.001,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.001
360,0.004,0.002,2.161,0.002,0.003,0.004,0.002,0,0.003,0.004,0.002,0.005,0.003,0.003,2.138,2.007,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.002,0.001,0.002,0.002,0.002,0.001,0.002,0.001,0.002,0.002,0.002
361,0.002,0.003,0.003,0.003,0.002,0.002,0.002,1.244,0.002,0.003,0.002,0.004,0.002,0.002,0.003,0.002,0.002,0.001,0.002,0.422,0.169,0.002,0.003,0,0.004,0.004,0.002,3.923,0.004,0.002,0.001,0.002,0,0.002,0.002,0.001,1.407,0.001,0.001,0.001
362,0.002,0.002,0.003,0.003,0.002,0.004,0.002,0,0.002,0.003,0.002,0.003,0.003,0.003,0.004,0.003,0.003,0.002,0.002,0.003,0,0.002,0.002,2.09,0.002,0.002,0.002,2.252,0.002,0.002,0.002,0.002,0,0.003,0.002,0.002,0,0.002,0.003,0.002
363,0,0.001,0.001,0,0.001,0.001,0.001,3.213,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.117,0.002,0.002,0.002,0,0.002,0.001,0.02,0,0.001,0.002,0.667,0,0.001,0.001,0.001,0,0.002,0.002,0.002,0,0.002,0.003,0.002
364,0.002,0.001,0.001,0,0.002,0.002,0.002,2.599,0.002,0.002,0.002,0.002,0,0.002,0.002,0.002,0.333,0.002,0.001,0.002,3.55,0.001,0.001,0.001,0,0.001,0.001,0,1.693,0.001,0.001,0.002,0,0.002,0.002,0.001,2.654,0.002,0.002,0.002
365,0,0,0,0.001,0,0,0.002,0,0.002,0,0.001,0.001,1.648,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2.962,0.002,0.001,0.001,2.352,0.001,0.001,0.001,0.002,0.001,0.001,0,0,0.001,0.001,0.001,1.771,0.001,0.001,0
366,0.002,0.001,0.002,0.002,0,0.002,0,0.002,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0,0,0,0,0,0.001,0,0,0.001,0.0,4.079,0.001,0.001,0.001,0.001,0.001,0.001,0
367,0,0,0,0,0,0,0,0,0,0,0,0,2.176,0,0,0,0,0,0,0,2.811,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.001,0.001
368,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0.002,0,0.002,0.002,0.002,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0.001,0.002,0.002,0.001,0,0
369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0.002,0,0,0,0,0,0
384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0
390,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0.002,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0
395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.002
400,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0
403,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0,0,0,0,0
404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002
405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0
407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0
410,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0
412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0
413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0
417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0
418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0
419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0
421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0.002,0,0,0
422,0,0,0,0,0,0,0.002,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0
425,0,0,0,0.002,0.001,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,0,0,0,0,0.001,0,0,0,0,0.002,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0
429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0.001
432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,0.002,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0
444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0
445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0
446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,0,0,0,0.002,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0
449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0
451,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0
452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,0,0,0,0,0.002,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0
456,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,0,0,0,0,0,0,0,0.002,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0
460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0
466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0.002,0,0,0,0,0,0
469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0
