subop_w_in_bytes,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
245,160732430019,188411476158,163059297741,154818009130,186757986233,195841152561,133904846126,166424737290,173357691192,167828832816,159738476690,162244662700,144910988713,182116897176,186687549277,134496025571,160188392789,102957930397,201371260326,145248882948,160516147923,148023756927,172254392479,161743350135,125782328466,126299395100,188985817175,205182051462,138975788116,167032851841,138949468624,166509721059,157779101264,154854480783,172222867434,152181926714,159007508976,194702798134,135742153249,147636852429
246,160732498213,188411476158,163059424381,154818077322,186758127491,195841922161,133905045833,166424805484,173357793477,167828954587,159738564364,162244789346,144911090999,182117028688,186687549277,134496181441,160188475596,102957998589,201371440551,145249014465,160516196632,148023815379,172254450930,161743374490,125782406402,126299443806,188985890239,205182051462,138975836824,167032900548,138949614748,166509813608,157779213290,154854612298,172222989208,152181926714,159007694070,194702954002,135742260408,147637251847
247,160732542052,188411519995,163059516927,154818155253,186758205426,195842009838,133905045833,166424829839,173357876282,167829003297,159738642299,162244877024,144911164060,182117096880,186687729496,134496225279,160188529177,102958042426,201371557450,145249014465,160516454785,148024088152,172254718823,161743501136,125782654814,126299624033,188986187365,205182051462,138976065758,167033109994,138949663458,166509813608,157779261997,154854680492,172223042789,152181926714,159007752522,194703056287,135742318859,147637393105
248,160732790459,188412440595,163059663055,154818447509,186758458708,195842306961,133905045833,166425083127,173358212375,167829305296,159738803036,162244920860,144911354025,182117350159,186688538060,134496429859,160188879885,102958198289,201371966602,145249014465,160516596039,148024263505,172254884432,161743725201,125782815554,126299711711,188986343232,205182051462,138976182662,167033260985,138949926484,166509813608,157779466567,154854943523,172223427586,152182623242,159007927873,194703377761,135742547788,147637626911
249,160732887878,188412596463,163059663055,154818608249,186758663279,195842477434,133905406277,166425156189,173358339019,167829461166,159738919938,162244920860,144911500146,182117491415,186688732897,134496527279,160189016272,102958271353,201372127336,145249189816,160516747035,148024448599,172255103615,161743725201,125782951939,126299877325,188986606253,205182051462,138976304437,167033504526,138950028766,166509813608,157779598080,154855055554,172223588325,152182730400,159007927873,194703553112,135742640337,147637758428
250,160733087586,188412766943,163059857892,154818778730,186758901948,195842667398,133905552403,166425355895,173358519237,167829626776,159739090418,162244920860,144911636529,182117661893,186688947212,134496722119,160189157531,102958388256,201372317296,145249623330,160516766518,148024477825,172255123099,161743725201,125782961681,126299887067,188986630607,205182051462,138976323921,167033519139,138950179757,166510466316,157779744205,154855260130,172223744196,152182896007,159008030164,194703782046,135742820560,147637943526
251,160733102198,188412771814,163059857892,154818778730,186758906819,195842672269,133905557274,166425365637,173358543592,167829646258,159739109899,162244969568,144911660884,182117671635,186688956954,134496731861,160189177015,102958388256,201372331906,145249633072,160517039289,148024774950,172255493281,161744290230,125783127290,126300101377,188986961819,205183191222,138976582081,167033782158,138950199241,166510485799,157779788044,154855289356,172223768551,152182905748,159008030164,194703786917,135742830302,147637972751
252,160733394450,188413029974,163059857892,154819100206,186759291620,195843061939,133905722887,166425638407,173358894296,167829938512,159739411894,162245714818,144911977486,182117997985,186689336878,134497009497,160189527726,102958583091,201372658251,145249847392,160517083128,148024950305,172255654018,161744485066,125783127290,126300252375,188987215099,205183809827,138976689242,167034035427,138950398943,166510782926,157779831881,154855552381,172224158220,152183236964,159008030164,194704137614,135743068976,147638255268
253,160733715924,188413273520,163059857892,154819100206,186759598484,195843334696,133905903112,166425638407,173359171938,167830245382,159739601860,162245890162,144912147966,182118275626,186689580424,134497179980,160189644628,102958719478,201372945622,145250086066,160517083128,148025154884,172255843977,161744704258,125783127290,126300437470,188987414800,205184058232,138976791531,167034259487,138950574292,166510943666,157779831881,154855722860,172224343313,152183407444,159008858215,194704332446,135743297906,147638459849
254,160733930241,188413463486,163060861281,154819114818,186759832287,195843597719,133906054109,166426218043,173359405742,167830391510,159739806438,162246084997,144912162578,182118567875,186689858058,134497345594,160189795628,102958894826,201373184292,145250251678,160517463048,148025330240,172256033941,161744845512,125783409799,126300578725,188987595020,205184209229,138976791531,167034439706,138950847063,166511211570,157780450485,154855917692,172224581992,152183607153,159009101763,194704575990,135743526838,147638664428
255,160734022781,188413599868,163061036629,154819114818,186760022252,195843777940,133906195362,166426344686,173359537256,167830566860,159739976921,162246197023,144912284349,182118709128,186690038277,134497452756,160189795628,102959026339,201373422958,145250368580,160517628661,148025369206,172256058296,161744874738,125783409799,126300598209,188987619374,205184238455,138976825628,167034478669,138950895771,166511362571,157780718381,154856005369,172224689151,152183655862,159009247893,194704653923,135743648610,147638766718
256,160734061745,188413663190,163061085336,154819114818,186760051476,195843846130,133906205104,166426388525,173359571353,167830625309,159740030500,162246240861,144912284349,182118743225,186690072374,134497477111,160189795628,102959045823,201373442440,145250378322,160517896560,148025593270,172256355417,161745181607,125783409799,126300783306,188987843429,205184418675,138977239650,167034692981,138950939610,166511430765,157780781701,154856088175,172224708635,152183685085,159009257635,194704668536,135743658351,147638786202
257,160734388082,188414013894,163061324005,154819937995,186760304763,195844191960,133906434035,166426666168,173359693127,167830863981,159740278917,162246508758,144912284349,182119050092,186690301300,134497720652,160189858950,102959230917,201373690851,145250597514,160518091394,148025822204,172256642798,161745439760,125783692309,126300905077,188988121063,205184822942,138977492941,167034912161,138951144185,166511679183,157781064210,154856175851,172224888860,152183879916,159009442730,194704902333,135743799609,147638961558
258,160734500110,188414164892,163061523706,154820137704,186760519078,195844372178,133906604518,166426948676,173359693127,167831102650,159740464012,162246713335,144912907809,182119269280,186690578941,134497881390,160189858950,102959396528,201373949001,145250821573,160518369031,148025939106,172256910697,161745634598,125784242714,126300905077,188988335377,205185110321,138977639070,167035209275,138951353626,166511937345,157781346714,154856175851,172225142145,152184084492,159009661920,194704902333,135743979835,147639253808
259,160734709552,188414471757,163061655219,154820361766,186760713912,195844718004,133906799354,166427143512,173359761320,167831341327,159740785489,162246932522,144913078289,182119488467,186690856582,134497993422,160190657789,102959528042,201374304578,145250977442,160518549255,148025939106,172257115269,161745761239,125784369356,126300905077,188988608146,205185378213,138977794941,167035272594,138951553331,166512156534,157781590259,154856273269,172225483109,152184342640,159009924948,194704902333,135744164926,147639404806
260,160734884900,188414647107,163061796475,154820527377,186760772362,195844927454,133906887031,166427357831,173360423762,167831526421,159740955969,162247054295,144913239027,182119683306,186691066029,134498110324,160190901336,102959601106,201374509155,145251152794,160518607706,148026280069,172257173720,161745858658,125784413194,126300905077,188988661722,205185451274,138977833908,167035272594,138951718938,166512327017,157781789966,154856273269,172225663330,152184581308,159010119786,194704902333,135744359762,147639560676
261,160734933606,188414734784,163061854925,154820595571,186760772362,195845005387,133906940611,166427460118,173360521176,167831584870,159741048517,162247137101,144913297475,182119751499,186691129352,134498159034,160190984142,102959635202,201374548122,145251211245,160518768442,148026421325,172257339330,161746014527,125784505741,126300905077,188988807847,205185621753,138977921586,167035272594,138951767647,166512356243,157781897123,154856273269,172225721781,152184634887,159010178237,194704902333,135744418213,147639599644
262,160735089467,188414856552,163061966951,154820795278,186761308163,195845180736,133907033159,166427557537,173360638078,167831711516,159741311548,162247356293,144913482566,182119956071,186691387507,134498256453,160191096174,102959635202,201374669892,145251337890,160519021721,148026625906,172257495198,161746233720,125784715184,126300905077,188989095225,205185787363,138978092066,167035272594,138951991703,166512575436,157782043248,154856848032,172225911747,152184722561,159010343846,194705306614,135744520504,147639682451
263,160735182013,188415002677,163062132557,154820921920,186761498127,195845390182,133907169546,166427805951,173360964429,167831920964,159741404096,162247463448,144913633560,182120092455,186691601819,134498490258,160191300756,102959635202,201374971879,145251518115,160519211682,148026742809,172257665677,161746452912,125784802862,126301674677,188989304672,205186021165,138978228453,167035272594,138952181663,166512726435,157782296531,154856848032,172226121194,152184897911,159010538684,194706236944,135744603309,147639848062
264,160735406065,188415236479,163062390705,154821155717,186761707576,195845570391,133907335156,166428044625,173361169006,167831920964,159741574573,162247668019,144913823524,182120350611,186691840496,134498675353,160191466370,102959971289,201375200799,145251654500,160519333455,148026864584,172257821543,161746638009,125784910020,126301806194,188989470277,205186245219,138978355096,167036183422,138952357013,166512960242,157782467008,154856848032,172226330643,152185126832,159010704294,194706470749,135744603309,147639984447
265,160735454771,188415494637,163062663475,154821340811,186761907283,195845823676,133907588444,166428181012,173361354092,167831920964,159741764537,162247804404,144913935551,182120540572,186691981749,134498840966,160191651468,102960093058,201375478437,145251844462,160519576999,148026996099,172258089434,161746910783,125785114597,126302020515,188989782013,205186688467,138978618123,167036524378,138952483650,166513116113,157782603388,154856848032,172226486512,152185287570,159010884517,194706685064,135744671500,147640135445
266,160735454771,188415782021,163062950859,154821676904,186762267734,195845945446,133907831991,166428395333,173361617118,167831920964,159742012948,162248067429,144914179092,182120813342,186692366544,134499026056,160191972954,102960244056,201375780428,145252024686,160519625709,148027049680,172258167366,161746959493,125785153565,126302122806,188989850205,205186800498,138978700929,167036631536,138952624906,166513379144,157782803091,154857943986,172226486512,152185516498,159011181645,194706996798,135744671500,147640310796
267,160735454771,188415869697,163062994698,154821759710,186762350530,195846042862,133907856346,166428458653,173361660956,167831920964,159742076271,162248121010,144914237543,182120891276,186692463957,134499045540,160192011922,102960273280,201375897324,145252083137,160519723128,148027181195,172258274526,161747120235,125785241239,126302210484,188989996330,205186946620,138978812958,167036753298,138952649260,166513408370,157782871284,154858007308,172226807991,152185560336,159011259579,194707055248,135744671500,147640364377
268,160735454771,188416040180,163063126207,154821896091,186762457687,195846417914,133907953762,166428638877,173361758374,167832510348,159742212655,162248233042,144914330090,182121032533,186692590600,134499147831,160192104471,102960341472,201376023969,145252185425,160519888739,148027405256,172258274526,161747290720,125785367884,126302380967,188990176555,205187165808,138978963956,167036972488,138952649260,166513535016,157782988188,154858148564,172226963860,152185691848,159011469026,194707264696,135744832240,147640476408
269,160735552190,188416176567,163063238238,154822027605,186762691487,195846622487,133908075534,166428765522,173361967823,167833046148,159742256494,162248345070,144914471342,182121222497,186692746466,134499328056,160192274956,102960453502,201376228541,145252409488,160519995898,148027473448,172258274526,161747417362,125785416593,126302439417,188990176555,205187258353,138979095472,167037055290,138952941512,166513681144,157783168412,154858294690,172227100245,152185876937,159011678478,194707527724,135744832240,147640627409
270,160736448422,188416283729,163063360008,154822144507,186762925291,195846719904,133908138856,166428931130,173362060372,167833114342,159742495170,162248432745,144914524921,182121319913,186692858493,134499410861,160192357763,102960541180,201376228541,145252497165,160520293016,148027760829,172258274526,161747694997,125785582202,126302605031,188990176555,205187623673,138979280568,167037279349,138953019445,166513788306,157783280435,154858377497,172227124600,152185945127,159011756414,194707649495,135745036817,147640627409
271,160736643252,188416283729,163063613292,154822392921,186763178574,195847148536,133908450598,166429184414,173362352627,167833411469,159742772812,162248666545,144914875621,182121675490,186692931558,134499717732,160192742557,102960740885,201376355174,145252735841,160520448883,148027872861,172259044117,161747865479,125785694231,126302760903,188990176555,205187833114,138979455923,167037430342,138953189926,166514007498,157783514226,154858572334,172227236629,152186188662,159011946377,194708005069,135745835645,147640627409
272,160736847825,188416283729,163063793517,154822514695,186763319830,195847362859,133908567502,166429350026,173362562075,167833689109,159742948160,162248817543,144915050971,182121875196,186693038719,134499893087,160192903298,102960838304,201376355174,145252940414,160520746002,148028111539,172259394814,161747958027,125785879321,126302970345,188991028941,205188101009,138979616662,167037625176,138953340925,166514221818,157783699311,154858694107,172227577591,152186266593,159012082759,194708180417,135745981773,147640627409
273,160737130337,188417321229,163064168574,154822889749,186763733859,195847874302,133908932821,166429729955,173362961486,167834054428,159743289123,162249173116,144915338353,182122264866,186693442997,134500102536,160193176070,102960969815,201376764320,145253110897,160520814194,148028189474,172259589647,161747958027,125786064412,126303121341,188991477045,205188101009,138979889435,167037810271,138953574724,166514465366,157784015919,154858918168,172227811393,152186266593,159012301949,194708423957,135746176609,147641328825
274,160737183918,188417418645,163064173443,154822967682,186763811793,195847976590,133908996144,166429788406,173363039419,167834195681,159743391413,162249348472,144915508833,182122464572,186693442997,134500102536,160193458587,102961115942,201377538778,145253110897,160520906741,148028233312,172259677318,161747958027,125786122862,126303194406,188991550104,205188101009,138979962498,167037863847,138953720850,166514611494,157784166918,154859171459,172228084164,152186349396,159012603938,194708745433,135746444512,147641562631
275,160737295945,188417569644,163064173443,154823108939,186763870244,195848083750,133909044853,166429880952,173363185547,167834278488,159743425510,162249397182,144915542929,182122527894,186693442997,134500102536,160193502426,102961140297,201377621579,145253515181,160520979802,148028379438,172259779606,161747958027,125786210539,126303247985,188991652388,205188101009,138980006337,167037956394,138953774430,166514684558,157784274079,154859239650,172228132874,152186349396,159012662390,194708837979,135746498093,147641650309
276,160737339782,188417628096,163064173443,154823182002,186763933565,195848127588,133909083821,166429988113,173363268353,167834327197,159743537537,162249479989,144915615991,182122600955,186693442997,134500170729,160193609586,102961227966,201377738481,145253588246,160521052865,148028428147,172259842928,161747958027,125786254378,126303311306,188991715709,205188101009,138980074528,167038014842,138953813394,166514752752,157784308175,154859312715,172228220549,152187016691,159012711100,194708935395,135746566286,147641689277
277,160737666117,188417944702,163064173443,154823420679,186764289132,195848590313,133909463747,166430197562,173363633673,167834590230,159743595988,162249567667,144915659827,182122678888,186693442997,134500467856,160193629070,102961257190,201377811539,145253641827,160521354855,148028876274,172260164402,161748864021,125786468693,126303564593,188992076154,205188101009,138980342428,167038380152,138953842619,166514806333,157784352013,154859346811,172228279001,152187099496,159012750066,194709003587,135746619867,147641776955
278,160737826857,188418173633,163064952780,154823673967,186764571640,195848877698,133909566036,166430197562,173363794413,167834892227,159743912593,162249704052,144915913109,182123039327,186694514599,134500492211,160194009005,102961427670,201378181712,145253899984,160521569172,148029110080,172260339748,161749117307,125786639174,126303686367,188992344049,205188101009,138980556746,167038657776,138954061810,166515166784,157784624779,154859629325,172228619962,152187328425,159012798776,194709383509,135746878022,147642015634
279,160737938886,188418348985,163065074553,154823766516,186764664188,195848984856,133909682939,166430197562,173363916187,167834989644,159744117170,162249704052,144916142035,182123316967,186694738663,134500847789,160194223329,102961559182,201378571376,145254065598,160521690944,148029231854,172260442035,161749287786,125786697624,126303793523,188992431721,205188159458,138980600585,167038808767,138954334579,166515342140,157784912159,154859829032,172228824542,152187513517,159012798776,194709680636,135747033892,147642190986
280,160738450328,188418646109,163065308355,154824014931,186765044115,195849379391,133909897262,166430523913,173364281502,167835340349,159744229201,162250157052,144916234578,182123414376,186694840952,134500847789,160194349974,102961603021,201378654181,145254148403,160521690944,148029548464,172260758639,161749575168,125786795044,126304037062,188992879836,205189966534,138980620069,167039247130,138954412505,166515459041,157784994961,154859950803,172228956056,152187615805,159012798776,194709821886,135747136181,147642273792
281,160738518521,188418743525,163065459353,154824014931,186765195112,195849510902,133909994680,166430523913,173364388663,167835540059,159744696806,162250498013,144916468376,182123911206,186695206271,134501276434,160194608134,102961846565,201379073075,145254343240,160521690944,148029567948,172260826829,161749755395,125786795044,126304129609,188992996734,205190063948,138981004867,167039359155,138954821658,166515868200,157785004702,154860272275,172229423667,152187961636,159013724254,194710235913,135747501500,147642707306
282,160738581843,188418831202,163065561640,154824170800,186765326623,195849618061,133910077485,166430523913,173364490953,167835613122,159744760127,162250595432,144916478118,182124032979,186695337786,134501339755,160194608134,102961929370,201379170483,145254426046,160521690944,148029592303,172260846312,161749765137,125786795044,126304129609,188993030828,205190078560,138981004867,167039398123,138954889848,166515970491,157785004702,154860350210,172229535698,152188049310,159013841156,194710377169,135747584306,147642775500
283,160738635422,188418918878,163065581124,154824190284,186765385073,195849618061,133910092098,166430796679,173364505566,167835613122,159744779610,162250614916,144916478118,182124057333,186695342657,134501349497,160194754263,102961948854,201379194835,145254445530,160521690944,148029772525,172261084985,161749916136,125787316212,126304241641,188993162337,205190239301,138981004867,167039534506,138954894719,166515975362,157785004702,154860369694,172229545439,152188073664,159013850897,194710391782,135747589176,147642790112
284,160738874093,188419196521,163065931823,154824190284,186765828318,195850022334,133910350255,166431434772,173364822168,167836056374,159744984184,162250785397,144916478118,182124227811,186695542355,134501456659,160194812715,102962060883,201379418898,145254596527,160522903784,148030132976,172261508745,161750281457,125787554881,126304577733,188993498426,205190677679,138981316605,167039821884,138955040845,166516170202,157785004702,154860545046,172229784116,152188195435,159014040860,194710430748,135747754789,147642916757
285,160739210178,188419683605,163066302007,154824190284,186766222860,195850416869,133910686345,166431843926,173364895230,167836533722,159745208245,162251131228,144916478118,182124602859,186695927152,134501763524,160195236489,102962270330,201379847530,145254903396,160523059649,148030274232,172261664612,161750442199,125787632816,126304582604,188993790674,205190906601,138981633212,167040128735,138955318482,166516516039,157786129870,154860749622,172230149426,152188526654,159014342853,194710435618,135748003207,147643111595
286,160739531647,188420097634,163066706293,154825149849,186766373855,195850826016,133910968855,166432058240,173365323864,167836767526,159745373857,162251452703,144917306162,182124880493,186696165827,134501899912,160195329038,102962416452,201380183617,145255195649,160523478539,148030508038,172262122461,161750909805,125787968900,126304582604,188994370303,205191427771,138982056984,167040533003,138955523049,166516696265,157786290602,154860749622,172230329648,152188706876,159014547433,194710435618,135748227267,147643423332
287,160739658289,188420258375,163066828065,154825373908,186766373855,195851064689,133911110111,166432345623,173365684314,167836957493,159745753788,162251822891,144917671467,182125279899,186696589592,134502255495,160195329038,102962664862,201380753488,145255585325,160523619790,148030508038,172262244233,161751065675,125788090671,126305064827,188994535914,205191729763,138982188500,167040674252,138955883485,166517105424,157786665650,154860749622,172230733927,152189033216,159014888395,194711750743,135748500037,147643759426
288,160739804417,188420497049,163067066731,154825651549,186766602779,195851420260,133911261110,166432555070,173365684314,167837225391,159745846333,162251969020,144917807851,182125421153,186696735717,134502328560,160196084036,102962762278,201380894735,145255726579,160523902298,148030508038,172262512129,161751323833,125788324474,126305376569,188994789197,205192109689,138982417428,167040864211,138955980901,166517310000,157786816648,154860749622,172230860572,152189184211,159015073489,194711750743,135748670518,147643895813
289,160739804417,188420570111,163067144667,154825700258,186766602779,195851556642,133911339046,166432594038,173366083732,167837225391,159746109357,162252207694,144918007555,182125421153,186697052328,134502523393,160196371423,102962947371,201381196712,145255911672,160523902298,148030508038,172262536481,161751343316,125788324474,126305391182,188994876872,205192138912,138982451524,167040864211,138956175732,166517616870,157787089419,154861874797,172231079763,152189418009,159015326777,194711750743,135748841000,147644051681
290,160739804417,188420570111,163067144667,154825700258,186766602779,195851556642,133911339046,166432594038,173366083732,167837225391,159746138581,162252261274,144918022168,182125421153,186697115647,134502542877,160196420130,102962947371,201381230807,145255960382,160523955875,148030508038,172262590058,161751382284,125788368312,126305435020,188994930448,205192192492,138982505103,167040864211,138956185473,166517646094,157787128387,154861894281,172231157698,152189432622,159015365742,194711750743,135748870226,147644090649
291,160740091804,188420808783,163067339502,154825885355,186766602779,195851805051,133911451077,166432852198,173366351631,167837225391,159746206770,162252300242,144918036781,182125426024,186697149744,134502552619,160196449356,102962947371,201381274643,145255974995,160524087387,148031238683,172262677735,161751528414,125788460857,126305615246,188995139891,205192392193,138982651232,167040864211,138956243923,166517685061,157787162483,154861942990,172231191794,152189505685,159015399839,194711984543,135748904323,147644119875
292,160740091804,188421013359,163067568427,154826089925,186766602779,195851999882,133911582592,166433047036,173366600050,167837230261,159746406479,162252485337,144918270583,182125426024,186697407899,134502703619,160196683164,102962947371,201381484084,145256189314,160524262741,148031370199,172262901797,161751694027,125788631334,126305775983,188995344472,205192660090,138982841197,167041346420,138956380300,166517787352,157787342701,154862069635,172231440212,152189724874,159015570317,194712656728,135748933548,147644251389
293,160740091804,188421266645,163067811972,154826328599,186767762049,195851999882,133911850491,166433300315,173366921531,167837230261,159746693861,162252767850,144918397223,182126224847,186697666060,134502859488,160196897488,102963234748,201381786073,145256364666,160524462446,148031608878,172263155082,161751864509,125788806684,126305888015,188995500342,205192898759,138982943485,167041585085,138956550777,166517933481,157787479086,154862313179,172231654533,152189914830,159015770024,194712836951,135748933548,147644490066
294,160740091804,188421368934,163067914260,154826426018,186767888693,195852165489,133911923555,166433402603,173367038433,167837634549,159746869213,162252909106,144918587180,182126224847,186697860894,134503005616,160197024134,102963317553,201381888363,145256501048,160524564731,148031750134,172263267111,161751961927,125788899229,126305931853,188995665952,205192991306,138983006807,167041682500,138956638451,166518157545,157787659307,154862464179,172231825014,152190051216,159015901537,194713051272,135749293992,147644670290
295,160740091804,188421427384,163067958097,154826474728,186767947145,195852165489,133911938167,166433461054,173367101755,167837844000,159746952016,162252987038,144918713819,182126224847,186697972926,134503137132,160197165391,102963395488,201381888363,145256574112,160524623182,148031798844,172263320692,161752005766,125788938197,126305980563,188995719533,205193040015,138983026291,167041755564,138956638451,166518250093,157787776207,154862522630,172231937045,152190095054,159016023310,194713134074,135749367055,147644753095
296,160740091804,188421441997,163068011675,154826533177,186768039692,195852165489,133911996618,166433548731,173367184560,167837844000,159746990983,162253016263,144918738173,182126224847,186698050861,134503180971,160197214101,102963424713,201382200091,145256617949,160524667018,148031847554,172263349916,161752030121,125788991777,126306000047,188995787724,205193083852,138983133452,167041814014,138956877124,166518293931,157787815175,154862561597,172231995495,152190134019,159016057407,194713182783,135749435249,147644782321
297,160741022131,188421441997,163068138318,154826625724,186768171207,195852165489,133912113520,166433665633,173367281978,167838048581,159747049434,162253045487,144918777141,182126556062,186698075215,134503234550,160197277424,102963473421,201382200091,145256676399,160524861848,148031993683,172263349916,161752249310,125789133030,126306131561,188996002030,205193234847,138983269839,167041911429,138956906349,166518342641,157787839530,154862610307,172232044205,152190143760,159016086633,194713221750,135749459604,147644821289
298,160741192613,188421441997,163068284439,154826791333,186768370916,195852165489,133912288869,166433918919,173367471944,167838409028,159747210170,162253215966,144918962229,182126556062,186698075215,134503434260,160197413812,102963590322,201382200091,145256807915,160524993362,148032173906,172263349916,161752429536,125789245061,126306253335,188996153022,205193463771,138983435451,167042091652,138957067088,166518630029,157788165872,154862795403,172232287753,152190387297,159016242504,194713504263,135749664185,147644977159
299,160741304644,188421441997,163068406211,154826903363,186768497561,195853188371,133912425256,166434040689,173367627812,167838506447,159747312457,162253405927,144919064516,182126989568,186698075215,134503546292,160197618394,102963663385,201382200091,145256958914,160525168708,148032276196,172263349916,161752565922,125789352221,126306350750,188996435530,205193658605,138983625412,167042203680,138957140151,166518707965,157788234065,154862936658,172232331590,152190416522,159016286342,194713626035,135749708022,147645152510
300,160741489737,188421763479,163068557206,154827025137,186768711880,195853388073,133912542158,166434216039,173367739845,167838652576,159747487807,162253595894,144919181415,182127208756,186698075215,134503663194,160197759652,102963760802,201382200091,145257085560,160525368408,148032432063,172263349916,161752682825,125789439899,126306477391,188996596272,205193872922,138983786152,167042349808,138957354463,166518936900,157788414288,154863228909,172232618975,152190416522,159016549373,194713957250,135749897988,147645420412
301,160741689442,188421763479,163068781266,154827200491,186768911590,195853592641,133912717511,166434396260,173367954164,167838896121,159747648543,162253756633,144919312926,182127384108,186698630503,134503780094,160197915523,102963882576,201382200091,145257207335,160525568108,148032646386,172264280233,161752682825,125789571410,126306579681,188996732655,205194145692,138983971242,167042612829,138957412909,166519005092,157788506836,154863287360,172232687169,152190791573,159016666274,194714069281,135749966179,147645537313
302,160742045011,188422727912,163069005324,154827560939,186769257425,195854001789,133912936703,166434703127,173368178217,167839251696,159747926183,162254029404,144919532113,182127613041,186698951980,134503911609,160198071391,102964014090,201382200091,145257231690,160525913932,148033006832,172264645545,161752682825,125789873404,126306842709,188997122319,205194252850,138984253756,167042914810,138957870768,166519107383,157788857534,154863633199,172233033001,152190791573,159016948787,194714415109,135750346111,147645771116
303,160742254460,188422903262,163069117356,154827750901,186769574031,195854177136,133913185116,166435019735,173368446115,167839607272,159748164854,162254233978,144919765912,182127953988,186699078622,134504077222,160198358775,102964174827,201383900000,145257231690,160526103893,148033255251,172264796538,161752682825,125790097463,126307037549,188997438924,205194915270,138984424238,167043143736,138958143536,166519691897,157789164389,154863862134,172233325253,152191449124,159017002367,194714824261,135750711426,147646039016
304,160742259331,188422903262,163069117356,154827750901,186769578902,195854177136,133913185116,166435024606,173368450986,167839621885,159748403526,162254233978,144920014320,182128280337,186699609547,134504077222,160198655905,102964355048,201384206863,145257850288,160526103893,148033260122,172264801408,161752682825,125790102333,126307037549,188997448666,205194915270,138984424238,167043143736,138958245822,166519838024,157789286159,154864018002,172233427544,152191566018,159017002367,194715058063,135750823458,147646146178
305,160742736665,188423609540,163069117356,154828208760,186770216989,195854795734,133913550437,166435472724,173368811434,167840021297,159748403526,162254233978,144920019191,182128280337,186699614418,134504077222,160198655905,102964359919,201384211734,145257850288,160526493555,148033635183,172265269008,161753686236,125790453032,126307436961,188997945492,205195490033,138984774938,167043567491,138958314014,166519959796,157789354350,154864076452,172233534702,152191580631,159017026721,194715131125,135750857555,147646190017
306,160742946107,188423755669,163069117356,154828437691,186770411823,195855083107,133913735532,166435472724,173369128042,167840216135,159748992908,162255125336,144920496524,182128884327,186700140471,134504681220,160199113774,102964691141,201384815712,145257869770,160526600715,148033786179,172265478449,161753715462,125790574804,126307626922,188998257221,205195621544,138984935677,167043884088,138958616007,166520398180,157789593015,154864583017,172234158176,152192062839,159017825551,194715686401,135751295936,147646628402
307,160743131187,188423887184,163069297579,154828593559,186770548203,195855297426,133913818338,166435472724,173369240073,167840318426,159749124420,162255222754,144920637777,182128972004,186700335310,134504837091,160199230677,102964773948,201385059254,145258410438,160526600715,148033898210,172265600217,161754285358,125790574804,126307699987,188998403343,205195806635,138984935677,167043991247,138958679327,166520568664,157789593015,154864695046,172234265333,152192189483,159017854777,194715886105,135751403095,147646828110
308,160743321147,188424233019,163070422744,154828871199,186770825836,195855609161,133914091108,166435472724,173369512846,167840518129,159749226708,162255222754,144920759548,182129093776,186700432726,134504949122,160199357322,102964876235,201385185896,145258507857,160526956284,148034141757,172265848631,161754597098,125790574804,126307987369,188998715072,205196162203,138985266901,167044259140,138958737776,166520666084,157789593015,154864777851,172234367622,152192282028,159018161641,194715983520,135751451804,147646910916
309,160743399080,188424369405,163070520160,154828871199,186770894030,195855716322,133914212880,166435613980,173369571294,167840659383,159749479995,162255592944,144920832612,182129434735,186700783432,134505187797,160199508321,102965061320,201385517110,145258780627,160527238790,148034195336,172265950918,161754684774,125790574804,126308036079,188998758910,205196225525,138985300998,167044341945,138959205380,166520929117,157789617370,154864972689,172234703714,152192545051,159018439288,194716188096,135751675867,147647149594
