op_in_bytes,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
96,164824691056,138448769232,154568736888,148256723288,135651758232,154569598552,112658489552,181571338792,142489293280,189623239160,115305955744,147769491776,157183136336,177135800928,191368081736,151528423648,150464913544,178362257704,164162335032,177565819352,144441233688,159479083320,172283523192,191539286256,183886697056,163547615528,128851509528,198230135480,156744151352,172424073456,148978344320,126985179904,164067176712,185459733000,156630397168,162550894992,148065743280,175790154040,229953507952,134858469600
97,164824691056,138448908496,154568937592,148256891224,135652184216,154569791064,112658657488,181571609128,142490153440,189623284216,115306062240,147769696576,157183353424,177135800928,191368368456,151528599776,150465171592,178362396968,164162613560,177566163416,144441381144,159479341368,172283703416,191539658992,183886971488,163547615528,128851710232,198230352568,156744458552,172424360176,148978532736,126985347840,164067401992,185459769864,156630606064,162551153040,148066005424,175791456568,229953929840,134858727648
98,164824707440,138448924880,154568970360,148256923992,135652212888,154569807448,112658665680,181571678760,142490186208,189623284216,115306078624,147769717056,157183382096,177135850080,191368397128,151528632544,150465204360,178362569000,164162654520,177566208472,144441405720,159479374136,172283744376,191539712240,183887016544,163547615528,128851734808,198230405816,156744487224,172424384752,148978569600,126985396992,164067442952,185459769864,156630638832,162551181712,148066050480,175791530296,229953983088,134858752224
99,164824707440,138449101008,154569195640,148257108312,135652393112,154569922136,112658763984,181571863080,142490317280,189623284216,115306176928,147769839936,157183525456,177135850080,191368560968,151528755424,150465294472,178362818856,164162818360,177566351832,144441544984,159479501112,172283891832,191539831024,183887159904,163548242216,128851849496,198230516408,156744597816,172424446192,148978700672,126985483008,164067561736,185459802632,156630761712,162551271824,148066140592,175791776056,229954122352,134858907872
100,164824707440,138449170640,154569273464,148257214808,135652462744,154570090072,112658870480,181572006440,142490423776,189623288312,115306226080,147769942336,157183787600,177135850080,191368712520,151528812768,150465437832,178362958120,164162928952,177566523864,144441659672,159479664952,172284014712,191540015344,183887344224,163548348712,128851976472,198230598328,156744741176,172424675568,148978815360,126985589504,164067725576,185460765192,156630761712,162551394704,148066300336,175791927608,229954130544,134859071712
101,164824707440,138449264848,154569334904,148257255768,135652487320,154570131032,112658907344,181572022824,142490431968,189623288312,115306226080,147769946432,157183808080,177135854176,191368712520,151528812768,150465437832,178362958120,164162928952,177566523864,144441663768,159479677240,172284031096,191540019440,183887344224,163548348712,128851976472,198230598328,156744741176,172424675568,148978819456,126985589504,164067725576,185460765192,156630761712,162551394704,148066300336,175791927608,229954130544,134859071712
102,164824707440,138449264848,154569334904,148257268056,135652495512,154570143320,112658923728,181572080168,142490485216,189623288312,115306254752,147769983296,157183853136,177135907424,191368753480,151528861920,150465499272,178363003176,164162982200,177566573016,144441712920,159479726392,172284088440,191540134128,183887389280,163548418344,128852033816,198230713016,156744843576,172424745200,148978901376,126985650944,164067791112,185460847112,156630761712,162551439760,148066337200,175791972664,229954130544,134859129056
103,164824990064,138449592528,154569658488,148257546584,135652679832,154570352216,112659108048,181572354600,142490718688,189623321080,115306406304,147770241344,157184062032,177136075360,191369003336,151529099488,150465687688,178363216168,164163232056,177566786008,144441930008,159480009016,172284186744,191540437232,183887618656,163548655912,128852181272,198230991544,156745003320,172424970480,148979143040,126985863936,164068049160,185461137928,156631236848,162551693712,148066566576,175792185656,229954679408,134859325664
104,164825583984,138449592528,154569744504,148257694040,135652769944,154570352216,112659251408,181572567592,142490857952,189623939576,115306406304,147770405184,157184270928,177137021536,191369003336,151529263328,150465937544,178363420968,164163281208,177567027672,144442151192,159480205624,172284366968,191540625648,183887917664,163548873000,128852205848,198231294648,156745216312,172425179376,148979245440,126986064640,164068229384,185461387784,156631449840,162551857552,148066730416,175792451896,229954830960,134859366624
105,164825743728,138449592528,154569867384,148257780056,135652872344,154570368600,112659333328,181572665896,142490972640,189624566264,115306668448,147770528064,157184381520,177137164896,191369003336,151529386208,150466035848,178363531560,164163281208,177567138264,144442261784,159480283448,172284690552,191540744432,183888073312,163549012264,128852267288,198231483064,156745351480,172425265392,148979413376,126986162944,164068331784,185461518856,156631556336,162551857552,148066845104,175792582968,229954904688,134859366624
106,164825756016,138449592528,154569883768,148257812824,135652901016,154570368600,112659349712,181572690472,142491005408,189624590840,115306668448,147770556736,157184414288,177137189472,191369003336,151529394400,150466060424,178363560232,164163281208,177567191512,144442282264,159480295736,172284739704,191540773104,183888097888,163549036840,128852267288,198231491256,156745380152,172425273584,148979425664,126986179328,164068352264,185461543432,156631560432,162551869840,148066869680,175792619832,229955191408,134859366624
107,164825829744,138449592528,154569920632,148257861976,135652978840,154570368600,112659378384,181572756008,142491050464,189624697336,115306701216,147770609984,157184488016,177137357408,191369003336,151529427168,150466105480,178363638056,164163281208,177567252952,144442315032,159480332600,172284739704,191540814064,183888134752,163549061416,128852267288,198231577272,156745445688,172425330928,148979462528,126986191616,164068376840,185461572104,156631609584,162551878032,148066902448,175792652600,229955232368,134859596000
108,164826091888,138450030800,154570162296,148258062680,135653224600,154570393176,112659407056,181573059112,142491296224,189624959480,115306815904,147770814784,157184680528,177137578592,191369036104,151529603296,150466265224,178363838760,164163834168,177567355352,144442491160,159480525112,172284977272,191541018864,183888396896,163549266216,128852750616,198231708344,156745630008,172425568496,148979687808,126986326784,164068663560,185461821960,156631814384,162551878032,148067062192,175792914744,229955564144,134859804896
109,164826190192,138450108624,154570203256,148258140504,135653302424,154570831448,112659562704,181573141032,142491386336,189625119224,115306918304,147770958144,157184840272,177137795680,191369040200,151529603296,150466359432,178364006696,164163961144,177567355352,144442605848,159480656184,172285063288,191541235952,183888540256,163549442344,128852877592,198231708344,156745769272,172425756912,148979839360,126986355456,164068839688,185462026760,156631941360,162551984528,148067209648,175793058104,229955736176,134859944160
110,164826288496,138450194640,154570203256,148258234712,135653425304,154570970712,112659648720,181573251624,142491509216,189625262584,115307004320,147771044160,157184950864,177137926752,191369040200,151529619680,150466474120,178364096808,164164059448,177567355352,144442708248,159480721720,172285243512,191541334256,183888618080,163549499688,128852947224,198232031928,156745814328,172425838832,148979904896,126986388224,164068917512,185462104584,156631990512,162552013200,148067295664,175793123640,229955854960,134860013792
111,164826538352,138450383056,154570203256,148258398552,135653585048,154571249240,112659747024,181573505576,142491693536,189625557496,115307135392,147771220288,157185118800,177138094688,191369609544,151529619680,150466625672,178364260648,164164268344,177567498712,144442884376,159480963384,172285542520,191541506288,183888855648,163549720872,128853102872,198232134328,156746121528,172425994480,148980068736,126986388224,164069093640,185462342152,156632183024,162552701328,148067353008,175793369400,229956067952,134860218592
112,164826628464,138450493648,154570203256,148258509144,135653650584,154571314776,112659808464,181573587496,142491840992,189625643512,115307237792,147771244864,157185192528,177138270816,191370314056,151529619680,150466728072,178364408104,164164395320,177567891928,144442978584,159481053496,172285694072,191541506288,183888974432,163549892904,128853192984,198232138424,156746244408,172426150128,148980171136,126986658560,164069265672,185462452744,156632334576,162552840592,148067353008,175793504568,229956321904,134860325088
113,164826902896,138450739408,154570825848,148258816344,135653904536,154571507288,112660029648,181573648936,142491980256,189625881080,115307413920,147771257152,157185413712,177138545248,191370727752,151529857248,150466982024,178364715304,164164575544,177568346584,144443195672,159481327928,172285886584,191541506288,183889183328,163550183720,128853340440,198232519352,156746416440,172426408176,148980396416,126986953472,164069355784,185462764040,156632576240,162553069968,148067353008,175793779000,229956678256,134860501216
114,164826952048,138450817232,154570895480,148258890072,135653970072,154571679320,112660123856,181573648936,142492131808,189626024440,115307446688,147771601216,157185466960,177138635360,191370817864,151530131680,150467051656,178364809512,164164649272,177568465368,144443195672,159481454904,172286013560,191541547248,183889285728,163550241064,128853393688,198232851128,156746539320,172426539248,148980519296,126987043584,164069355784,185462907400,156632699120,162553131408,148067353008,175793938744,229956846192,134860632288
115,164827160944,138450927824,154570944632,148259004760,135654076568,154571802200,112660193488,181573648936,142492213728,189626118648,115307536800,147771707712,157185606224,177138799200,191371002184,151530291424,150467166344,178364924200,164164800824,177568637400,144443195672,159481545016,172286136440,191542038768,183889384032,163550359848,128853508376,198232986296,156746645816,172426670320,148980601216,126987105024,164069355784,185463091720,156632809712,162553287056,148067353008,175794110776,229957059184,134860714208
116,164827357552,138451202256,154571333752,148259127640,135654326424,154572011096,112660365520,181573726760,142492459488,189626413560,115307717024,147771994432,157185647184,177139061344,191371317576,151530569952,150467231880,178365219112,164165071160,177568936408,144443195672,159481815352,172286468216,191542415600,183889441376,163550658856,128853729560,198233322168,156746907960,172426961136,148980810112,126987313920,164069994760,185463345672,156633006320,162553487760,148067561904,175794381112,229957321328,134860841184
117,164827472240,138451341520,154571501688,148259180888,135654469784,154572207704,112660476112,181573747240,142492631520,189626601976,115307798944,147772113216,157185696336,177139257952,191371456840,151530733792,150467297416,178365362472,164165251384,177569104344,144443195672,159481954616,172286648440,191542730992,183889756768,163550798120,128853901592,198233522872,156746907960,172427112688,148980896128,126987444992,164070097160,185463517704,156633161968,162553565584,148068295088,175794479416,229957558896,134860935392
118,164827521392,138451378384,154571567224,148259180888,135654543512,154572281432,112660512976,181574173224,142492684768,189626683896,115307856288,147772170560,157185696336,177139339872,191371510088,151530864864,150467297416,178365415720,164165308728,177569194456,144443273496,159482016056,172286701688,191542800624,183889756768,163550884136,128853987608,198233617080,156746907960,172427170032,148980941184,126987580160,164070097160,185463591432,156633198832,162553676176,148068344240,175794549048,229957706352,134860988640
119,164827722096,138451505360,154571743352,148259205464,135654727832,154572437080,112660639952,181574185512,142492713440,189626946040,115307962784,147772297536,157185696336,177139540576,191371739464,151531086048,150467494024,178365579560,164165464376,177569337816,144443842840,159482204472,172286861432,191543070960,183890063968,163551015208,128854114584,198233752248,156747243832,172427280624,148981072256,126987686656,164070138120,185463771656,156633358576,162553844112,148068577712,175794585912,229957898864,134861095136
120,164827873648,138451648720,154571874424,148259664216,135654879384,154572576344,112660783312,181574361640,142492713440,189627105784,115308040608,147772428608,157185856080,177139708512,191371931976,151531258080,150467858568,178365759784,164165673272,177569546712,144443953432,159482339640,172286959736,191543251184,183890256480,163551150376,128854233368,198233989816,156747452728,172427505904,148981186944,126987862784,164070138120,185463771656,156633522416,162554040720,148068762032,175794598200,229958214256,134861275360
121,164828074352,138451869904,154572144760,148259914072,135655002264,154572818008,112660914384,181575262760,142492713440,189627421176,115308237216,147772633408,157186511440,177139929696,191372210504,151531466976,150468108424,178365993256,164165939512,177569804760,144444113176,159482532152,172287189112,191543460080,183890489952,163551441192,128854434072,198234321592,156747686200,172427747568,148981383552,126988075776,164070871304,185463771656,156633772272,162554319248,148069028272,175794598200,229958607472,134861471968
122,164828143984,138451927248,154572210296,148259938648,135655075992,154572891736,112660934864,181575336488,142492778976,189627503096,115308306848,147772682560,157186576976,177140003424,191372263752,151531536608,150468145288,178366046504,164166009144,177569858008,144444166424,159482552632,172287258744,191543558384,183890551392,163551510824,128854524184,198234399416,156747759928,172427833584,148981477760,126988145408,164070928648,185463771656,156633850096,162554397072,148069077424,175794598200,229958709872,134861517024
123,164828324208,138452111568,154572365944,148260094296,135655080088,154573088344,112661045456,181575643688,142493360608,189627716088,115308442016,147772850496,157186826832,177140253280,191372439880,151531692256,150468321416,178366259496,164166160696,177570050520,144444506392,159482552632,172287512696,191543795952,183890760288,163551625512,128854671640,198234632888,156747911480,172427878640,148981674368,126988260096,164071100680,185463919112,156634009840,162554605968,148069216688,175794598200,229958984304,134861672672
124,164828410224,138452197584,154572509304,148260237656,135655149720,154573248088,112661115088,181575811624,142493463008,189627826680,115308487072,147772969280,157186937424,177140257376,191372546376,151531811040,150468452488,178366365992,164166295864,177570157016,144444674328,159482552632,172287598712,191543931120,183890944608,163551838504,128854794520,198234792632,156748042552,172427878640,148981776768,126988342016,164071211272,185463919112,156634087664,162554696080,148069282224,175794659640,229959107184,134861754592
125,164828410224,138452246736,154572574840,148260331864,135655149720,154573268568,112661135568,181575885352,142493553120,189627875832,115308560800,147773047104,157187015248,177140347488,191372648776,151531897056,150468530312,178366398760,164166357304,177570193880,144444809496,159482552632,172287737976,191544090864,183891083872,163551940904,128854884632,198234972856,156748173624,172427940080,148981842304,126988395264,164071285000,185463919112,156634194160,162554737040,148069351856,175795118392,229959209584,134861832416
126,164828410224,138452320464,154572697720,148260450648,135655149720,154573399640,112661250256,181576057384,142493680096,189628035576,115308618144,147773129024,157187068496,177140585056,191372767560,151531978976,150468628616,178366460200,164166496568,177570283992,144444821784,159482597688,172287783032,191544119536,183891116640,163551957288,128854901016,198235038392,156748247352,172427940080,148981924224,126988460800,164071358728,185463919112,156634255600,162554823056,148069450160,175795679544,229959348848,134861926624
127,164828410224,138452484304,154572865656,148260589912,135655334040,154573493848,112661315792,181576221224,142493876704,189628121592,115308781984,147773346112,157187232336,177140785760,191372931400,151532155104,150468792456,178366718248,164166631736,177570443736,144445014296,159483273528,172288053368,191544414448,183891415648,163552170280,128855077144,198235247288,156748403000,172427940080,148982100352,126988591872,164071534856,185464103432,156634411248,162554970512,148069548464,175795798328,229959586416,134861963488
128,164828410224,138452590800,154573013112,148260794712,135655772312,154573575768,112661475536,181576401448,142494044640,189628121592,115308851616,147773464896,157187383888,177140871776,191373058376,151532261600,150468903048,178366951720,164166795576,177570583000,144445088024,159483359544,172288118904,191544541424,183891567200,163552264488,128855200024,198235411128,156748525880,172427940080,148982120832,126988751616,164071694600,185465270792,156634554608,162555138448,148069749168,175796072760,229959717488,134862151904
129,164828430704,138452693200,154573193336,148260942168,135655911576,154573579864,112661590224,181576557096,142494241248,189628285432,115308999072,147773587776,157187519056,177140871776,191373246792,151532359904,150469054600,178367074600,164166893880,177570775512,144445227288,159483466040,172288241784,191544688880,183891685984,163552395560,128855306520,198235554488,156748648760,172428570864,148982120832,126988849920,164071846152,185465504264,156634689776,162555322768,148069929392,175796232504,229959717488,134862246112
130,164829139312,138452766928,154573291640,148261073240,135656050840,154573608536,112661668048,181576704552,142494396896,189628715512,115309027744,147773792576,157187699280,177140912736,191373373768,151532499168,150469243016,178367308072,164166893880,177571008984,144445325592,159483568440,172288389240,191544787184,183891825248,163552543016,128855396632,198235849400,156748779832,172428742896,148982169984,126988944128,164071964936,185465750024,156634689776,162555539856,148070097328,175796429112,229959717488,134862360800
131,164829155696,138452779216,154573324408,148261081432,135656059032,154573608536,112661668048,181576720936,142494417376,189628731896,115309031840,147773817152,157187707472,177140912736,191373373768,151532515552,150469259400,178367340840,164166893880,177571029464,144445350168,159483609400,172288450680,191544848624,183891853920,163552559400,128855413016,198235878072,156748820792,172428775664,148982169984,126988960512,164071981320,185465778696,156634714352,162555568528,148070126000,175796453688,229959758448,134862393568
132,164829217136,138452779216,154573422712,148261159256,135656116376,154573608536,112661725392,181576831528,142494491104,189628846584,115309031840,147773894976,157187797584,177141260896,191373373768,151532589280,150469353608,178367426856,164166893880,177571086808,144445419800,159483674936,172288532600,191544930544,183891935840,163552657704,128855507224,198235972280,156748951864,172428890352,148982612352,126989030144,164072046856,185465868808,156634800368,162555621776,148070207920,175796535608,229959758448,134862393568
133,164829266288,138452832464,154573451384,148261171544,135656120472,154573608536,112661749968,181576843816,142494511584,189628871160,115309031840,147773915456,157187818064,177141305952,191373373768,151532622048,150469365896,178367451432,164166893880,177571111384,144445604120,159483838776,172288733304,191545135344,183892062816,163552764200,128855642392,198236185272,156749132088,172428984560,148982653312,126989054720,164072091912,185465893384,156634800368,162555650448,148070224304,175796568376,229959758448,134862393568
134,164829630832,138453065936,154573734008,148261437784,135656419480,154573608536,112661946576,181577241128,142494786016,189629239800,115309461920,147774177600,157188121168,177141645920,191373373768,151532994784,150469681288,178367828264,164166988088,177571467736,144445882648,159484019000,172288925816,191545516272,183892460128,163553050920,128855859480,198236443320,156749320504,172429431024,148983001472,126989280000,164072460552,185466274312,156635275504,162555965840,148070527408,175796924728,229960942192,134862561504
135,164829716848,138453065936,154573836408,148261560664,135656517784,154574354008,112661950672,181577409064,142494941664,189629436408,115309576608,147774320960,157188297296,177141781088,191373373768,151533093088,150469816456,178367914280,164166988088,177571623384,144445960472,159484117304,172289056888,191545610480,183892550240,163553161512,128855937304,198236443320,156749410616,172429553904,148983112064,126989292288,164072550664,185466462728,156635435248,162555986320,148070633904,175797047608,229961179760,134862729440
136,164829909360,138453123280,154574024824,148261658968,135656677528,154574472792,112661950672,181577527848,142495027680,189629575672,115309679008,147774394688,157188395600,177141928544,191373414728,151533170912,150469873800,178368000296,164167610680,177571643864,144446140696,159484256568,172289273976,191545753840,183892767328,163553333544,128856109336,198236480184,156749607224,172429766896,148983292288,126989292288,164072689928,185466610184,156635549936,162555986320,148070711728,175797145912,229961294448,134862909664
137,164829966704,138453496016,154574057592,148261712216,135656767640,154574628440,112661950672,181577683496,142495134176,189629690360,115309777312,147774394688,157188473424,177142051424,191374197064,151533269216,150469959816,178368123176,164167725368,177571643864,144446230808,159484457272,172289437816,191545753840,183892882016,163553444136,128856195352,198236488376,156749750584,172429906160,148983456128,126989292288,164072829192,185466790408,156635631856,162555986320,148070842800,175797334328,229961527920,134863028448
138,164830146928,138453643472,154574057592,148261867864,135656882328,154574808664,112662294736,181577802280,142495285728,189629841912,115309863328,147774394688,157188600400,177142223456,191374410056,151533371616,150470099080,178368348456,164167860536,177571643864,144446267672,159484477752,172289499256,191545807088,183892988512,163553550632,128856264984,198236488376,156749812024,172429975792,148983554432,126989349632,164072972552,185466876424,156635771120,162556608912,148071010736,175797494072,229961773680,134863089888
139,164830273904,138453762256,154574274680,148262019416,135656972440,154575001176,112662364368,181577912872,142495367648,189630009848,115309937056,147774443840,157188735568,177142329952,191374565704,151533498592,150470209672,178368471336,164167946552,177571684824,144446394648,159484707128,172289716344,191545807088,183893197408,163553730856,128856437016,198236488376,156750020920,172430160112,148983705984,126989349632,164073050376,185467019784,156635881712,162556690832,148071010736,175797596472,229961974384,134863155424
140,164830454128,138453954768,154574336120,148262252888,135657119896,154575205976,112662552784,181578035752,142495617504,189630214648,115310076320,147774468416,157188866640,177142551136,191374762312,151533633760,150470389896,178368696616,164168122680,177572422104,144446505240,159484887352,172289884280,191545893104,183893381728,163553915176,128856547608,198236488376,156750131512,172430360816,148983828864,126989935360,164073218312,185467208200,156636061936,162556862864,148071072176,175797797176,229962289776,134863380704
141,164830568816,138454065360,154574336120,148262363480,135657238680,154575275608,112662646992,181578035752,142495695328,189630337528,115310162336,147774873920,157188952656,177142665824,191374897480,151533736160,150470500488,178368815400,164168237368,177572549080,144446546200,159484940600,172289949816,191545893104,183893430880,163553952040,128856584472,198236488376,156750192952,172430422256,148983964032,126989992704,164073324808,185467318792,156636168432,162556957072,148071137712,175797870904,229962429040,134863491296
142,164830597488,138454069456,154574364792,148262375768,135657263256,154575287896,112662667472,181578035752,142495707616,189630341624,115310170528,147774906688,157188973136,177142690400,191374922056,151533744352,150470500488,178368827688,164168253752,177572553176,144446607640,159484997944,172290011256,191545987312,183893492320,163554058536,128856650008,198236488376,156750258488,172430479600,148983976320,126990004992,164073324808,185467335176,156636176624,162556969360,148071137712,175797887288,229962449520,134863524064
143,164830724464,138454155472,154574524536,148262498648,135657341080,154575394392,112662773968,181578035752,142495838688,189630493176,115310256544,147775095104,157189136976,177142841952,191375110472,151533850848,150470590600,178368954664,164168372536,177572667864,144446693656,159485272376,172290252920,191547015408,183893754464,163554337064,128856793368,198236791480,156750291256,172430819568,148984091008,126990058240,164073324808,185467470344,156636291312,162557116816,148071285168,175798001976,229962621552,134863610080
144,164830896496,138454393040,154575048824,148262646104,135657566360,154575783512,112662958288,181578035752,142496068064,189630861816,115310469536,147775373632,157189354064,177143149152,191375561032,151534199008,150470881416,178369274152,164168745272,177572930008,144446996760,159485419832,172290420856,191547232496,183893754464,163554537768,128856949016,198238175928,156750291256,172430995696,148984291712,126990275328,164073324808,185467818504,156636565744,162557395344,148071727536,175798255928,229963072112,134863802592
145,164831076720,138454487248,154575147128,148262666584,135657705624,154575930968,112663072976,181578916392,142496195040,189631050232,115310600608,147775541568,157189399120,177143341664,191375794504,151534387424,150470922376,178369454376,164168950072,177573143000,144447258904,159485698360,172290805880,191547588848,183893754464,163554820392,128857194776,198238593720,156750340408,172431266032,148984422784,126990463744,164073324808,185467982344,156636729584,162557616528,148071883184,175798448440,229963358832,134863941856
146,164831383920,138454765776,154575474808,148262666584,135657877656,154576094808,112663253200,181579325992,142496305632,189631369720,115310776736,147775766848,157189603920,177143652960,191376073032,151534670048,150470971528,178369708328,164169191736,177573335512,144447381784,159485935928,172290982008,191547797744,183894332000,163554947368,128857358616,198238757560,156750786872,172431540464,148984635776,126990648064,164074225928,185468260872,156636995824,162557858192,148072112560,175798448440,229963666032,134864097504
147,164831576432,138454946000,154575679608,148262666584,135658004632,154576270936,112663359696,181579616808,142496305632,189631615480,115310932384,147775959360,157189648976,177143870048,191376331080,151534821600,150471483528,178369945896,164169376056,177573540312,144447615256,159486181688,172291248248,191548068080,183894704736,163555176744,128857571608,198239167160,156751307064,172431868144,148984856960,126990844672,164074492168,185468527112,156637225200,162558083472,148072296880,175798448440,229963895408,134864277728
148,164831891824,138455257296,154575958136,148263637336,135658291352,154576557656,112663535824,181580026408,142496305632,189631959544,115311133088,147776258368,157190148688,177144238688,191376707912,151535104224,150471766152,178370265384,164169736504,177573917144,144447709464,159486316856,172291375224,191548211440,183894819424,163555176744,128857657624,198239331000,156751397176,172431970544,148985123200,126991012608,164074803464,185468637704,156637425904,162558456208,148072538544,175798448440,229964321392,134864556256
149,164832006512,138455355600,154576048248,148263711064,135658393752,154576643672,112663617744,181580120616,142496305632,189632078328,115311190432,147776336192,157190316624,177144398432,191376822600,151535223008,150471884936,178370384168,164169855288,177574031832,144447815960,159486316856,172291502200,191548330224,183894930016,163555176744,128857747736,198239482552,156751536440,172432031984,148985233792,126991065856,164074918152,185468637704,156637552880,162558513552,148072632752,175798497592,229964423792,134864642272
150,164832125296,138455417040,154576097400,148263784792,135658397848,154576709208,112663687376,181580223016,142496305632,189632180728,115311219104,147776393536,157190390352,177144431200,191376896328,151535259872,150471962760,178370482472,164169904440,177574093272,144447922456,159486341432,172291645560,191548481776,183895183968,163555176744,128857866520,198239699640,156751679800,172432031984,148985282944,126991127296,164074959112,185468674568,156637626608,162558542224,148072694192,175798673720,229964481136,134864736480
151,164832219504,138455507152,154576199800,148263940440,135658406040,154576811608,112663732432,181580358184,142496944608,189632303608,115311305120,147776504128,157190533712,177144558176,191376982344,151535354080,150472077448,178370634024,164169974072,177574216152,144448106776,159486341432,172291793016,191548686576,183895356000,163555176744,128857977112,198239933112,156751831352,172432031984,148985397632,126991221504,164075065608,185468707336,156637745392,162558693776,148072825264,175798673720,229964673648,134864875744
152,164832424304,138455621840,154576363640,148264149336,135658406040,154576983640,112663830736,181580579368,142497067488,189632459256,115311473056,147776659776,157190722128,177144644192,191377146184,151535481056,150472269960,178370724136,164170117432,177574457816,144448119064,159486341432,172291829880,191548723440,183895384672,163555176744,128857993496,198239974072,156751868216,172432105712,148985586048,126991332096,164075233544,185469280776,156637839600,162558849424,148072956336,175799517496,229964849776,134864974048
153,164832518512,138455699664,154576408696,148264202584,135658414232,154577065560,112663888080,181580718632,142497182176,189632573944,115311538592,147776721216,157190771280,177144664672,191377211720,151535538400,150472331400,178370724136,164170195256,177574511064,144448200984,159486837048,172291911800,191548834032,183895487072,163555176744,128858079512,198240064184,156751946040,172432105712,148985631104,126991389440,164075319560,185469280776,156637937904,162559005072,148073042352,175799673144,229964894832,134865002720
154,164832518512,138455810256,154576527480,148264300888,135658414232,154577163864,112663982288,181580837416,142497333728,189632586232,115311624608,147776827712,157190865488,177144681056,191377363272,151535640800,150472454280,178370879784,164170338616,177574658520,144448291096,159487004984,172292014200,191548936432,183895601760,163555709224,128858194200,198240150200,156752052536,172432105712,148985717120,126991483648,164075434248,185469420040,156638048496,162559082896,148073132464,175799861560,229964894832,134865182944
155,164832768368,138455883984,154576617592,148264415576,135658414232,154577233496,112664047824,181580923432,142497452512,189632586232,115311690144,147776885056,157190980176,177144681056,191377490248,151535718624,150472560776,178371195176,164170404152,177574756824,144448401688,159487152440,172292194424,191549108464,183895802464,163556135208,128858341656,198240314040,156752187704,172432105712,148985786752,126991553280,164075524360,185469673992,156638118128,162559197584,148073210288,175800009016,229964894832,134865285344
156,164832895344,138456010960,154576695416,148264546648,135658889368,154577311320,112664105168,181581062696,142497542624,189632602616,115311739296,147776966976,157191086672,177144681056,191377658184,151535845600,150472695944,178371334440,164170498360,177574891992,144448454936,159487185208,172292223096,191549161712,183895839328,163556184360,128858386712,198240375480,156752245048,172432105712,148985794944,126991647488,164075647240,185469833736,156638126320,162559299984,148073333168,175800156472,229964939888,134865375456
157,164833075568,138456137936,154576797816,148264669528,135659073688,154577446488,112664215760,181581181480,142497636832,189632602616,115311878560,147777130816,157191242320,177144889952,191377813832,151535976672,150472810632,178371465512,164170588472,177575010776,144448647448,159487332664,172292272248,191549485296,183896097376,163556516136,128858435864,198240563896,156752392504,172432105712,148985799040,126991778560,164075815176,185470030344,156638163184,162559410576,148073439664,175800275256,229965378160,134865445088
158,164833198448,138456182992,154576937080,148264833368,135659208856,154577548888,112664363216,181581337128,142497718752,189632803320,115311940000,147777315136,157191389776,177145492064,191378080072,151536136416,150473035912,178371604776,164170621240,177575199192,144448745752,159487451448,172292272248,191549604080,183896199776,163556651304,128858435864,198240707256,156752539960,172432974064,148985799040,126991934208,164076032264,185470202376,156638163184,162559598992,148073677232,175800488248,229965619824,134865555680
159,164833350000,138456182992,154577092728,148264927576,135659344024,154577548888,112664412368,181581472296,142497808864,189633290744,115311940000,147777413440,157191471696,177145647712,191378141512,151536238816,150473113736,178371715368,164170621240,177575281112,144448839960,159487586616,172292272248,191549702384,183896367712,163556778280,128858435864,198240842424,156752650552,172433129712,148985971072,126992007936,164076110088,185470300680,156638540016,162559660432,148073791920,175800574264,229965738608,134865608928
160,164833436016,138456182992,154577178744,148265001304,135659454616,154577548888,112664469712,181581546024,142497862112,189633430008,115312136608,147777487168,157191574096,177145733728,191378141512,151536337120,150473199752,178371797288,164170715448,177575338456,144448930072,159487676728,172292272248,191549796592,183896474208,163556876584,128858448152,198240940728,156752761144,172433277168,148986208640,126992081664,164076179720,185470403080,156638789872,162559738256,148073853360,175800672568,229965869680,134865711328
