op_in_bytes,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
247,164845420912,138465702096,154587746424,148275519832,135668986008,154588624472,112672370896,181594677800,142507753952,189647110648,115320209824,147787964736,157202608720,177158304352,191391060296,151547322592,150483697800,178384298280,164182507832,177588011480,144459333912,159499415864,172305100920,191563538672,183910204000,163568804136,128867881240,198254637752,156764102968,172445606128,148997099904,127001207552,164088013064,185484206600,156650008816,162570981776,148084486576,175812763960,229981934192,134875209952
248,164845695344,138466222288,154587881592,148275695960,135669174424,154588903000,112672370896,181594944040,142507921888,189647344120,115320406432,147787985216,157202776656,177158500960,191391375688,151547511008,150483886216,178384523560,164182749496,177588011480,144459403544,159499591992,172305231992,191563735280,183910294112,163568914728,128867934488,198254637752,156764234040,172445753584,148997284224,127001207552,164088254728,185484415496,156650217712,162571694480,148084658608,175813054776,229982319216,134875377888
249,164845777264,138466291920,154587881592,148275798360,135669272728,154588972632,112672710864,181595050536,142507991520,189647462904,115320471968,147787985216,157202891344,177158623840,191391990088,151547584736,150483972232,178384662824,164182872376,177588036056,144459522328,159499776312,172305424504,191563735280,183910457952,163569086760,128868081944,198254637752,156764344632,172445942000,148997374336,127001207552,164088381704,185484521992,156650344688,162571825552,148084658608,175813173560,229982499440,134875484384
250,164845904240,138466439376,154587930744,148275970392,135669403800,154589197912,112672837840,181595234856,142508118496,189647626744,115320553888,147787985216,157203071568,177158771296,191392272712,151547711712,150484086920,178384855336,164182991160,177588597208,144459522328,159499788600,172305449080,191563735280,183910466144,163569111336,128868106520,198254637752,156764361016,172445958384,148997513600,127001608960,164088504584,185484661256,156650471664,162571973008,148084695472,175813333304,229982683760,134875574496
251,164845928816,138466447568,154587930744,148275986776,135669407896,154589210200,112672841936,181595238952,142508130784,189647647224,115320562080,147788022080,157203096144,177158779488,191392285000,151547732192,150484095112,178384863528,164183003448,177588601304,144459718936,159500054840,172305711224,191564308720,183910634080,163569332520,128868299032,198254719672,156764696888,172446200048,148997534080,127001621248,164088549640,185484685832,156650479856,162571981200,148084695472,175813345592,229982704240,134875590880
252,164846207344,138466697424,154587930744,148276289880,135669674136,154589529688,112673001680,181595578920,142508364256,189647913464,115320734112,147788587328,157203403344,177159082592,191392694600,151548100832,150484340872,178385129768,164183286072,177588789720,144459759896,159500226872,172305846392,191564546288,183910634080,163569492264,128868417816,198255805112,156764827960,172446400752,148997828992,127001883392,164088561928,185485091336,156650746096,162572202384,148084695472,175813574968,229983093360,134875799776
253,164846350704,138466857168,154587930744,148276289880,135669825688,154589730392,112673132752,181595578920,142508507616,189648134648,115320828320,147788742976,157203542608,177159213664,191392952648,151548252384,150484504712,178385330472,164183433528,177588949464,144459759896,159500407096,172306063480,191564775664,183910634080,163569721640,128868585752,198256128696,156764856632,172446597360,148997968256,127001985792,164088561928,185485279752,156650942704,162572312976,148085268912,175813693752,229983367792,134875906272
254,164846567792,138467012816,154588799096,148276339032,135669977240,154589951576,112673218768,181595992616,142508634592,189648302584,115321020832,147788955968,157203583568,177159422560,191393149256,151548412128,150484586632,178385568040,164183675192,177589170648,144459886872,159500529976,172306182264,191564959984,183910699616,163569844520,128868741400,198256292536,156764856632,172446761200,148998242688,127002161920,164088619272,185485492744,156651118832,162572591504,148085428656,175813882168,229983634032,134876012768
255,164846686576,138467098832,154588909688,148276339032,135670083736,154590066264,112673288400,181596090920,142508806624,189648462328,115321098656,147789099328,157203620432,177159557728,191393345864,151548604640,150484586632,178385715496,164183761208,177589338584,144460058904,159500529976,172306210936,191564980464,183910699616,163569873192,128868765976,198256317112,156764885304,172446781680,148998295936,127002235648,164089049352,185485586952,156651192560,162572669328,148085551536,175813947704,229983851120,134876143840
256,164846735728,138467131600,154589016184,148276339032,135670116504,154590086744,112673304784,181596131880,142508814816,189648527864,115321106848,147789123904,157203620432,177159590496,191393370440,151548625120,150484586632,178385727784,164183777592,177589350872,144460407064,159500738872,172306432120,191565267184,183910699616,163570045224,128868901144,198256558776,156765069624,172446978288,148998312320,127002272512,164089176328,185485623816,156651221232,162572710288,148085588400,175813972280,229983863408,134876147936
257,164847034736,138467365072,154589225080,148276633944,135670321304,154590279256,112673444048,181596340776,142508925408,189648708088,115321229728,147789349184,157203620432,177159848544,191393599816,151548805344,150484656264,178385985832,164183937336,177589527000,144460525848,159500968248,172306657400,191565476080,183910736480,163570221352,128869024024,198256796344,156765499704,172447174896,148998488448,127002424064,164089540872,185485730312,156651438320,162572902800,148085785008,175814238520,229984068208,134876287200
258,164847169904,138467451088,154589331576,148277064024,135670489240,154590393944,112673583312,181596529192,142508925408,189648937464,115321340320,147789504832,157204279888,177160041056,191393804616,151548973280,150484656264,178386219304,164184133944,177589748184,144460685592,159501066552,172306870392,191565672688,183911469664,163570233640,128869200152,198257009336,156765729080,172447355120,148998672768,127002575616,164089819400,185485730312,156651626736,162573074832,148085961136,175814238520,229984350832,134876397792
259,164847399280,138467627216,154589532280,148277317976,135670575256,154590619224,112673689808,181596811816,142508962272,189649129976,115321500064,147789664576,157204488784,177160213088,191394120008,151549141216,150484856968,178386452776,164184301880,177589920216,144460759320,159501066552,172307042424,191565840624,183911866976,163570233640,128869290264,198257214136,156765851960,172447379696,148998852992,127002702592,164090003720,185485824520,156651856112,162573316496,148086129072,175814238520,229984617072,134876553440
260,164847522160,138467729616,154589630584,148277457240,135670587544,154590778968,112673792208,181596983848,142509375968,189649293816,115321627040,147789775168,157204644432,177160352352,191394255176,151549284576,150485467272,178386600232,164184437048,177590071768,144460792088,159501353272,172307083384,191565910256,183911895648,163570233640,128869318936,198257267384,156765905208,172447379696,148998979968,127002764032,164090171656,185485824520,156651966704,162573468048,148086264240,175814238520,229984858736,134876741856
261,164847571312,138467799248,154589687928,148277490008,135670587544,154590811736,112673816784,181597024808,142509408736,189649400312,115321668000,147789812032,157204669008,177160417888,191394333000,151549329632,150485508232,178386661672,164184478008,177590137304,144460935448,159501463864,172307279992,191566102768,183912161888,163570233640,128869433624,198257410744,156765995320,172447379696,148999053696,127002829568,164090241288,185485824520,156652007664,162573578640,148086305200,175814238520,229984973424,134876819680
262,164847743344,138467905744,154589806712,148277739864,135670902936,154590963288,112673882320,181597119016,142509543904,189649510904,115321790880,147789992256,157204882000,177160577632,191394537800,151549415648,150485680264,178386669864,164184592696,177590235608,144461033752,159501615416,172307456120,191566291184,183912366688,163570233640,128869572888,198257648312,156766187832,172447379696,148999209344,127002936064,164090388744,185485898248,156652191984,162573713808,148086440368,175814316344,229985174128,134876926176
263,164847919472,138468008144,154589978744,148277862744,135671021720,154591159896,112674009296,181597377064,142509695456,189649723896,115321827744,147790078272,157204988496,177160761952,191394689352,151549640928,150485868680,178386669864,164184727864,177590378968,144461168920,159501766968,172307570808,191566455024,183912579680,163571003688,128869703960,198257853112,156766355768,172447379696,148999336320,127003026176,164090581256,185485898248,156652331248,162573865360,148086538672,175815237944,229985256048,134877065440
264,164848062832,138468208848,154590163064,148277993816,135671181464,154591295064,112674132176,181597581864,142509855200,189649723896,115321991584,147790209344,157205140048,177160962656,191394906440,151549808864,150486007944,178387173672,164184879416,177590546904,144461271320,159501922616,172307730552,191566655728,183912739424,163571163432,128869789976,198257971896,156766495032,172448141552,148999442816,127003185920,164090786056,185485898248,156652466416,162574016912,148086657456,175815422264,229985260144,134877204704
265,164848116080,138468344016,154590326904,148278145368,135671320728,154591422040,112674267344,181597753896,142509982176,189649723896,115322114464,147790315840,157205242448,177161077344,191395139912,151549944032,150486184072,178387304744,164185022776,177590706648,144461480216,159502123320,172307927160,191566917872,183913009760,163571392808,128869970200,198258188984,156766691640,172448350448,148999586176,127003345664,164090966280,185485898248,156652638448,162574172560,148086874544,175815614776,229985284720,134877315296
266,164848116080,138468503760,154590572664,148278374744,135671451800,154591524440,112674382032,181598032424,142510195168,189649723896,115322257824,147790582080,157205504592,177161323104,191395348808,151550140640,150486462600,178387558696,164185166136,177590936024,144461541656,159502164280,172307964024,191566962928,183913095776,163571417384,128870007064,198258279096,156766769464,172448407792,148999786880,127003493120,164091175176,185487245832,156652638448,162574389648,148087026096,175815819576,229985284720,134877499616
267,164848116080,138468561104,154590625912,148278427992,135671496856,154591532632,112674410704,181598077480,142510232032,189649723896,115322339744,147790610752,157205553744,177161376352,191395414344,151550202080,150486499464,178387648808,164185211192,177591013848,144461693208,159502291256,172308066424,191567102192,183913263712,163571564840,128870056216,198258471608,156766867768,172448547056,148999819648,127003525888,164091228424,185487311368,156652929264,162574442896,148087058864,175815876920,229985284720,134877573344
268,164848116080,138468638928,154590728312,148278575448,135671578776,154591741528,112674484432,181598212648,142510309856,189649777144,115322433952,147790766400,157205664336,177161532000,191395574088,151550337248,150486605960,178387792168,164185317688,177591206360,144461844760,159502414136,172308066424,191567270128,183913452128,163571773736,128870154520,198258586296,156767011128,172448674032,148999819648,127003620096,164091347208,185487483400,156653072624,162574598544,148087173552,175816028472,229985297008,134877696224
269,164848157040,138468745424,154590883960,148278710616,135671652504,154591905368,112674562256,181598347816,142510371296,189650567672,115322446240,147790917952,157205774928,177161716320,191395705160,151550509280,150486732936,178387915048,164185420088,177591374296,144461926680,159502496056,172308078712,191567368432,183913546336,163571835176,128870154520,198258795192,156767105336,172448813296,149000049024,127003722496,164091515144,185487655432,156653228272,162574725520,148087341488,175816163640,229985297008,134877753568
270,164848415088,138468823248,154590982264,148278841688,135671771288,154592007768,112674603216,181598482984,142510428640,189650665976,115322585504,147790963008,157205885520,177161781856,191395815752,151550574816,150486818952,178388062504,164185420088,177591439832,144462106904,159502741816,172308078712,191567601904,183913816672,163572031784,128870154520,198259032760,156767342904,172449054960,149000147328,127003796224,164091601160,185487864328,156653236464,162574836112,148087411120,175816290616,229985321584,134877753568
271,164848955760,138468823248,154591142008,148279046488,135671861400,154592208472,112674754768,181598716456,142510629344,189650960888,115322765728,147791135040,157206082128,177161990752,191395905864,151550775520,150487011464,178388259112,164185506104,177591652824,144462225688,159502881080,172308705400,191567745264,183913927264,163572158760,128870154520,198259176120,156767568184,172449161456,149000302976,127003947776,164091732232,185488024072,156653244656,162574967184,148087562672,175816511800,229986521712,134877753568
272,164849119600,138468823248,154591289464,148279198040,135671984280,154592372312,112674894032,181598945832,142510780896,189651190264,115322827168,147791229248,157206200912,177162113632,191395946824,151550890208,150487142536,178388394280,164185506104,177591824856,144462475544,159503135032,172309028984,191567876336,183914234464,163572441384,128870244632,198259380920,156767699256,172449390832,149000425856,127004058368,164091826440,185488163336,156653633776,162575045008,148087693744,175816663352,229986890352,134877753568
273,164849598832,138469351632,154591662200,148279550296,135672254616,154592646744,112675041488,181599375912,142511145440,189651485176,115323036064,147791528256,157206405712,177162420832,191395955016,151551193312,150487335048,178388607272,164185563448,177591980504,144462590232,159503233336,172309143672,191567876336,183914414688,163572560168,128870830360,198259380920,156767961400,172449624304,149000679808,127004304128,164092170504,185488405000,156653908208,162575045008,148087910832,175816847672,229987349104,134878294240
274,164849652080,138469404880,154591670392,148279628120,135672320152,154592753240,112675102928,181599453736,142511206880,189651677688,115323122080,147791663424,157206540880,177162556000,191395955016,151551197408,150487449736,178388812072,164186259768,177591980504,144462643480,159503307064,172309201016,191567876336,183914496608,163572609320,128870854936,198259380920,156768055608,172449677552,149000757632,127004381952,164092293384,185488597512,156654092528,162575102352,148088119728,175817154872,229987750512,134878437600
275,164849701232,138469462224,154591670392,148279693656,135672377496,154592872024,112675143888,181599511080,142511231456,189651796472,115323146656,147791696192,157206577744,177162613344,191395955016,151551197408,150487478408,178388869416,164186288440,177592345048,144462709016,159503409464,172309291128,191567880432,183914627680,163572678952,128870904088,198259380920,156768170296,172449730800,149000802688,127004427008,164092346632,185488663048,156654141680,162575102352,148088168880,175817208120,229987820144,134878519520
276,164849729904,138469511376,154591670392,148279722328,135672414360,154592941656,112675184848,181599593000,142511276512,189651841528,115323240864,147791741248,157206655568,177162695264,191395955016,151551213792,150487543944,178388980008,164186386744,177592422872,144462741784,159503442232,172309352568,191567880432,183914709600,163572764968,128870953240,198259380920,156768231736,172449784048,149000839552,127004476160,164092399880,185488740872,156654219504,162575634832,148088234416,175817318712,229987902064,134878576864
277,164849992048,138469728464,154591670392,148279943512,135672602776,154593207896,112675324112,181599842856,142511526368,189652066808,115323290016,147791782208,157206708816,177162736224,191395955016,151551394016,150487589000,178389049640,164186435896,177592480216,144462930200,159503745336,172309602424,191568769264,183914988128,163573055784,128871125272,198259380920,156768493880,172450033904,149000884608,127004521216,164092453128,185488794120,156654264560,162575696272,148088287664,175817367864,229987955312,134878617824
278,164850229616,138469892304,154592333944,148280123736,135672787096,154593351256,112675430608,181599842856,142511694304,189652259320,115323466144,147791860032,157206889040,177163002464,191397032264,151551430880,150487806088,178389283112,164186681656,177592779224,144463098136,159503929656,172309856376,191569006832,183915176544,163573272872,128871297304,198259380920,156768624952,172450255088,149001179520,127004713728,164092670216,185489084936,156654514416,162576048528,148088345008,175817621816,229988385392,134878839008
279,164850348400,138469974224,154592370808,148280205656,135672864920,154593404504,112675479760,181599842856,142511772128,189652386296,115323535776,147791860032,157207089744,177163166304,191397257544,151551709408,150487978120,178389459240,164186829112,177593000408,144463204632,159504064824,172309983352,191569137904,183915315808,163573354792,128871375128,198259434168,156768776504,172450328816,149001302400,127004877568,164092965128,185489289736,156654690544,162576253328,148088345008,175817855288,229988659824,134878970080
280,164850622832,138470154448,154592620664,148280447320,135673143448,154593662552,112675684560,181599961640,142512005600,189652619768,115323601312,147792359744,157207220816,177163272800,191397310792,151551709408,150488051848,178389541160,164186915128,177593086424,144463204632,159504331064,172310339704,191569441008,183915438688,163573719336,128871575832,198260794040,156768780600,172450660592,149001417088,127004922624,164093038856,185489396232,156654764272,162576327056,148088345008,175817924920,229988766320,134879060192
281,164850717040,138470244560,154592727160,148280447320,135673196696,154593748568,112675770576,181599961640,142512062944,189652726264,115323802016,147792638272,157207462480,177163608672,191397855560,151552155872,150488354952,178389922088,164187304248,177593389528,144463233304,159504388408,172310392952,191569670384,183915438688,163573813544,128871629080,198260921016,156769079608,172450742512,149001720192,127005201152,164093051144,185489764872,156655210736,162576560528,148088885680,175818219832,229989257840,134879297760
282,164850770288,138470314192,154592821368,148280521048,135673249944,154593814104,112675803344,181599961640,142512157152,189652799992,115323900320,147792707904,157207482960,177163670112,191397941576,151552266464,150488354952,178390016296,164187410744,177593496024,144463233304,159504400696,172310401144,191569686768,183915438688,163573838120,128871637272,198260925112,156769079608,172450767088,149001810304,127005250304,164093051144,185489842696,156655276272,162576646544,148089070000,175818301752,229989356144,134879326432
283,164850823536,138470355152,154592833656,148280525144,135673262232,154593826392,112675807440,181600006696,142512161248,189652799992,115323904416,147792728384,157207482960,177163686496,191397970248,151552282848,150488473736,178390032680,164187431224,177593508312,144463233304,159504515384,172310556792,191569850608,183915889248,163574014248,128871739672,198261097144,156769079608,172450889968,149001826688,127005258496,164093051144,185489859080,156655309040,162576667024,148089098672,175818334520,229989388912,134879338720
284,164851003760,138470580432,154593071224,148280525144,135673467032,154594047576,112676032720,181601092136,142512452064,189653103096,115324027296,147792810304,157207482960,177163874912,191398138184,151552483552,150488502408,178390200616,164187582776,177593659864,144463896856,159504785720,172310925432,191570211056,183916294752,163574350120,128872018200,198261445304,156769149240,172451201264,149001961856,127005393664,164093051144,185489977864,156655448304,162576875920,148089295280,175818453304,229989536368,134879428832
285,164851298672,138470842576,154593341560,148280525144,135673729176,154594358872,112676278480,181601542696,142512533984,189653615096,115324240288,147793031488,157207482960,177164169824,191398605128,151552811232,150488838280,178390524200,164187836728,177594024408,144463991064,159504953656,172311163000,191570346224,183916474976,163574354216,128872202520,198261625528,156769628472,172451352816,149002260864,127005606656,164093432072,185490186760,156655751408,162577150352,148089573808,175818453304,229989818992,134879604960
286,164851700080,138471067856,154593681528,148281315672,135673913496,154594637400,112676511952,181601800744,142512579040,189653946872,115324359072,147793183040,157207949904,177164350048,191398768968,151552954592,150488887432,178390712616,164188021048,177594180056,144464306456,159505121592,172311507064,191570780400,183916790368,163574354216,128872411416,198262108856,156769988920,172451799280,149002436992,127005758208,164094083336,185490186760,156655964400,162577359248,148089762224,175818453304,229990134384,134879760608
287,164851777904,138471186640,154593759352,148281594200,135673913496,154594760280,112676618448,181602075176,142513050080,189654143480,115324580256,147793523008,157208379984,177164726880,191399072072,151553323232,150488887432,178391101736,164188344632,177594532312,144464408856,159505121592,172311621752,191570919664,183916925536,163574415656,128872501528,198262215352,156770152760,172451930352,149002752384,127006036736,164094345480,185490186760,156656296176,162577719696,148090036656,175819247928,229990654576,134880055520
288,164851872112,138471375056,154593964152,148281831768,135673938072,154594940504,112676749520,181602312744,142513050080,189654401528,115324662176,147793617216,157208486480,177164816992,191399203144,151553421536,150489387144,178391224616,164188479800,177594720728,144464650520,159505121592,172311859320,191571255536,183917195872,163575099688,128872669464,198262411960,156770324792,172452147440,149002842496,127006143232,164094492936,185490186760,156656451824,162577850768,148090184112,175819247928,229990863472,134880211168
289,164851872112,138471416016,154594005112,148281885016,135673938072,154595010136,112676839632,181602378280,142513365472,189654401528,115324871072,147793817920,157208793680,177164821088,191399436616,151553573088,150489583752,178391462184,164188660024,177594864088,144464650520,159505121592,172311871608,191571271920,183917208160,163575111976,128872689944,198262436536,156770369848,172452147440,149003039104,127006298880,164094656776,185491153416,156656615664,162578006416,148090311088,175819247928,229991117424,134880399584
290,164851872112,138471416016,154594005112,148281885016,135673938072,154595010136,112676839632,181602378280,142513365472,189654401528,115324887456,147793854784,157208801872,177164821088,191399465288,151553609952,150489637000,178391462184,164188684600,177594900952,144464699672,159505121592,172311953528,191571308784,183917245024,163575161128,128872710424,198262465208,156770394424,172452147440,149003043200,127006307072,164094681352,185491231240,156656644336,162578026896,148090335664,175819247928,229991187056,134880428256
291,164852011376,138471538896,154594164856,148282085720,135673938072,154595186264,112676950224,181602558504,142513504736,189654401528,115324912032,147793887552,157208846928,177164841568,191399510344,151553630432,150489649288,178391470376,164188713272,177594917336,144464797976,159505891640,172312096888,191571484912,183917421152,163575329064,128872780056,198262575800,156770558264,172452147440,149003100544,127006335744,164094726408,185491362312,156656673008,162578092432,148090364336,175819407672,229991223920,134880469216
292,164852011376,138471723216,154594324600,148282220888,135673938072,154595333720,112677040336,181602738728,142513656288,189654426104,115325026720,147793998144,157209006672,177164841568,191399702856,151553741024,150489817224,178391486760,164188864824,177595093464,144464937240,159506084152,172312244344,191571706096,183917617760,163575550248,128872911128,198262842040,156770799928,172452544752,149003227520,127006417664,164094918920,185491522056,156656804080,162578235792,148090495408,175820046648,229991264880,134880571616
293,164852011376,138471891152,154594427000,148282380632,135674753176,154595333720,112677228752,181602976296,142513873376,189654426104,115325116832,147794170176,157209145936,177165501024,191399928136,151553962208,150489993352,178391916840,164188999992,177595253208,144465039640,159506243896,172312371320,191571882224,183917765216,163575697704,128873111832,198262969016,156770947384,172452671728,149003411840,127006606080,164095123720,185491702280,156656935152,162578342288,148090655152,175820202296,229991264880,134880698592
294,164852011376,138471948496,154594508920,148282450264,135674818712,154595354200,112677277904,181603041832,142513938912,189654475256,115325243808,147794325824,157209277008,177165501024,191400210760,151554105568,150490149000,178392117544,164189094200,177595417048,144465203480,159506354488,172312445048,191571980528,183917884000,163575767336,128873160984,198263050936,156771000632,172452720880,149003481472,127006753536,164095320328,185491927560,156657082608,162578481552,148090798512,175820398904,229991400048,134880854240
295,164852011376,138472009936,154594533496,148282487128,135674876056,154595354200,112677290192,181603090984,142513996256,189654475256,115325350304,147794399552,157209363024,177165501024,191400321352,151554216160,150490222728,178392215848,164189094200,177595535832,144465252632,159506395448,172312494200,191572017392,183917941344,163575812392,128873214232,198263095992,156771045688,172452770032,149003481472,127006827264,164095410440,185492058632,156657160432,162578559376,148090888624,175820489016,229992018544,134880903392
296,164852011376,138472022224,154594615416,148282536280,135674986648,154595354200,112677318864,181603160616,142514020832,189654475256,115325362592,147794460992,157209391696,177165501024,191400374600,151554248928,150490263688,178392281384,164189294904,177595584984,144465289496,159506448696,172312518776,191572082928,183917970016,163575873832,128873255192,198263157432,156771115320,172452819184,149003608448,127006864128,164095451400,185492111880,156657189104,162578588048,148090905008,175820554552,229992120944,134880944352
297,164852588912,138472022224,154594709624,148282630488,135675060376,154595354200,112677408976,181603238440,142514082272,189654528504,115325387168,147794493760,157209428560,177165578848,191400399176,151554281696,150490300552,178392305960,164189294904,177595617752,144465420568,159506592056,172312518776,191572246768,183918056032,163576004904,128873365784,198263395000,156771221816,172452970736,149003714944,127006892800,164095488264,185492165128,156657234160,162578624912,148090958256,175820603704,229992178288,134880968928
298,164852973936,138472022224,154594840696,148282753368,135675175064,154595354200,112677486800,181603349032,142514209248,189655507448,115325489568,147794600256,157209600592,177165578848,191400399176,151554437344,150490411144,178392482088,164189294904,177595769304,144465482008,159506735416,172312518776,191572381936,183918183008,163576119592,128873427224,198263534264,156771344696,172453093616,149003854208,127007044352,164095607048,185492472328,156657352944,162578837904,148091130288,175820792120,229992358512,134881087712
299,164853076336,138472022224,154594984056,148282859864,135675302040,154595890776,112677576912,181603467816,142514319840,189655650808,115325542816,147794661696,157209764432,177166119520,191400399176,151554552032,150490513544,178392637736,164189294904,177595892184,144465633560,159506862392,172312518776,191572537584,183918309984,163576238376,128873550104,198263689912,156771488056,172453294320,149003903360,127007077120,164095643912,185492578824,156657402096,162578854288,148091212208,175820886328,229992473200,134881124576
300,164853178736,138472071376,154595151992,148282958168,135675433112,154596144728,112677667024,181603586600,142514471392,189655855608,115325624736,147794755904,157209932368,177166328416,191400399176,151554674912,150490710152,178392760616,164189294904,177596051928,144465748248,159506968888,172312518776,191572709616,183918477920,163576357160,128873693464,198263841464,156771692856,172453437680,149004075392,127007224576,164095824136,185492828680,156657647856,162578854288,148091429296,175821074744,229992796784,134881325280
301,164853318000,138472071376,154595258488,148283113816,135675605144,154596337240,112677806288,181603877416,142514659808,189656064504,115325727136,147794907456,157210075728,177166512736,191400497480,151554810080,150490824840,178392916264,164189294904,177596195288,144465862936,159507059000,172313231480,191572709616,183918649952,163576525096,128873791768,198264009400,156771819832,172453560560,149004132736,127007277824,164095922440,185492926984,156657742064,162579022224,148091486640,175821173048,229992931952,134881382624
302,164853805424,138472849616,154595451000,148283380056,135675871384,154596669016,112677953744,181604114984,142514823648,189656388088,115325804960,147795013952,157210251856,177166746208,191401177416,151554941152,150490964104,178393047336,164189294904,177596240344,144466157848,159507439928,172313682040,191572709616,183919014496,163576824104,128874037528,198264132280,156772077880,172453904624,149004464512,127007355648,164096205064,185493279240,156657942768,162579022224,148091654576,175821410616,229993402992,134881632480
303,164853932400,138472964304,154595491960,148283634008,135676076184,154596820568,112678109392,181604397608,142515081696,189656678904,115325981088,147795181888,157210514000,177167057504,191401226568,151555104992,150491144328,178393289000,164190314808,177596240344,144466293016,159507640632,172313919608,191572709616,183919182432,163577061672,128874213656,198264607416,156772331832,172454134000,149004657024,127007617792,164096438536,185493553672,156658229488,162579743120,148091736496,175821676856,229993755248,134881841376
304,164853932400,138472964304,154595491960,148283634008,135676076184,154596820568,112678117584,181604401704,142515085792,189656683000,115326140832,147795181888,157210710608,177167295072,191401812296,151555104992,150491345032,178393596200,164190613816,177596371416,144466297112,159507640632,172313923704,191572709616,183919194720,163577069864,128874213656,198264611512,156772344120,172454134000,149004743040,127007707904,164096536840,185493664264,156658327792,162579853712,148091736496,175821799736,229993935472,134881980640
305,164854411632,138473418960,154595491960,148283953496,135676367000,154597189208,112678453456,181604778536,142515372512,189657182712,115326149024,147795181888,157210710608,177167295072,191401816392,151555104992,150491349128,178393600296,164190613816,177596371416,144466665752,159508009272,172314423416,191573356784,183919632992,163577418024,128874533144,198265062072,156772688184,172454449392,149004845440,127007752960,164096622856,185493754376,156658446576,162579939728,148091761072,175821840696,229993988720,134882037984
306,164854501744,138473537744,154595491960,148284068184,135676473496,154597398104,112678613200,181604778536,142515536352,189657350648,115326493088,147795546432,157211095632,177167819360,191402348872,151555895520,150491705480,178394063144,164191047992,177596477912,144466690328,159508156728,172314546296,191573459184,183919805024,163577520424,128874639640,198265230008,156772901176,172454650096,149005205888,127008060160,164096897288,185494209032,156658856176,162580271504,148092096944,175822262584,229994615408,134882332896
307,164854645104,138473611472,154595516536,148284158296,135676543128,154597504600,112678695120,181604778536,142515622368,189657494008,115326570912,147795755328,157211218512,177167925856,191402500424,151556010208,150491787400,178394210600,164191174968,177597243864,144466690328,159508255032,172314648696,191574225136,183919805024,163577610536,128874721560,198265369272,156772905272,172454772976,149005291904,127008097024,164096897288,185494368776,156658934000,162580369808,148092264880,175822340408,229994836592,134882414816
308,164854870384,138473828560,154596536440,148284334424,135676711064,154597713496,112678826192,181604778536,142515810784,189657743864,115326620064,147795755328,157211304528,177168024160,191402643784,151556116704,150491922568,178394341672,164191293752,177597411800,144466731288,159508476216,172314910840,191574573296,183919805024,163577844008,128874860824,198265586360,156773265720,172455080176,149005349248,127008142080,164096897288,185494467080,156658999536,162580447632,148092633520,175822401848,229994930800,134882492640
309,164855001456,138473914576,154596659320,148284334424,135676805272,154597770840,112678883536,181604831784,142515896800,189657866744,115326779808,147796226368,157211357776,177168294496,191402967368,151556305120,150492049544,178394636584,164191531320,177597706712,144466919704,159508570424,172314996856,191574618352,183919805024,163577909544,128874918168,198265655992,156773294392,172455145712,149005590912,127008289536,164096950536,185494737416,156659204336,162580685200,148092858800,175822618936,229995283056,134882722016
310,164855005552,138473918672,154596663416,148284334424,135676813464,154597783128,112678895824,181604831784,142515909088,189657887224,115326828960,147796336960,157211357776,177168355936,191403024712,151556403424,150492049544,178394738984,164191613240,177597923800,144467022104,159508582712,172315009144,191574642928,183919805024,163577938216,128874950936,198265709240,156773323064,172455194864,149005656448,127008342784,164096987400,185494835720,156659245296,162580779408,148092944816,175822618936,229995332208,134882771168
311,164855128432,138474021072,154596790392,148284334424,135676903576,154597885528,112678990032,181604831784,142515986912,189658075640,115326841248,147796365632,157211357776,177168368224,191403041096,151556415712,150492049544,178394743080,164191666488,177597927896,144467022104,159508676920,172315152504,191574761712,183919854176,163578061096,128875036952,198265840312,156773458232,172455313648,149005668736,127008346880,164096987400,185494839816,156659253488,162580791696,148092948912,175822618936,229995348592,134882771168
