op_w_in_bytes,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
116,164827357184,138451202048,154571333632,148259127296,135654326272,154571993088,112660365312,181573726208,142492459008,189626413056,115307716608,147771994112,157185646592,177139060736,191371317248,151530569728,150467231744,178365218816,164165070848,177568935936,144443195392,159481815040,172286468096,191542415360,183889440768,163550658560,128853729280,198233321472,156746907648,172426960896,148980809728,126987313152,164069994496,185463345152,156633006080,162553487360,148067561472,175794380800,229957320704,134860840960
117,164827471872,138451341312,154571501568,148259180544,135654469632,154572189696,112660475904,181573746688,142492631040,189626601472,115307798528,147772112896,157185695744,177139257344,191371456512,151530733568,150467297280,178365362176,164165251072,177569103872,144443195392,159481954304,172286648320,191542730752,183889756160,163550797824,128853901312,198233522176,156746907648,172427112448,148980895744,126987444224,164070096896,185463517184,156633161728,162553565184,148068294656,175794479104,229957558272,134860935168
118,164827521024,138451378176,154571567104,148259180544,135654543360,154572263424,112660512768,181574172672,142492684288,189626683392,115307855872,147772170240,157185695744,177139339264,191371509760,151530864640,150467297280,178365415424,164165308416,177569193984,144443273216,159482015744,172286701568,191542800384,183889756160,163550883840,128853987328,198233616384,156746907648,172427169792,148980940800,126987579392,164070096896,185463590912,156633198592,162553675776,148068343808,175794548736,229957705728,134860988416
119,164827721728,138451505152,154571743232,148259205120,135654727680,154572419072,112660639744,181574184960,142492712960,189626945536,115307962368,147772297216,157185695744,177139539968,191371739136,151531085824,150467493888,178365579264,164165464064,177569337344,144443842560,159482204160,172286861312,191543070720,183890063360,163551014912,128854114304,198233751552,156747243520,172427280384,148981071872,126987685888,164070137856,185463771136,156633358336,162553843712,148068577280,175794585600,229957898240,134861094912
120,164827873280,138451648512,154571874304,148259663872,135654879232,154572558336,112660783104,181574361088,142492712960,189627105280,115308040192,147772428288,157185855488,177139707904,191371931648,151531257856,150467858432,178365759488,164165672960,177569546240,144443953152,159482339328,172286959616,191543250944,183890255872,163551150080,128854233088,198233989120,156747452416,172427505664,148981186560,126987862016,164070137856,185463771136,156633522176,162554040320,148068761600,175794597888,229958213632,134861275136
121,164828073984,138451869696,154572144640,148259913728,135655002112,154572800000,112660914176,181575262208,142492712960,189627420672,115308236800,147772633088,157186510848,177139929088,191372210176,151531466752,150468108288,178365992960,164165939200,177569804288,144444112896,159482531840,172287188992,191543459840,183890489344,163551440896,128854433792,198234320896,156747685888,172427747328,148981383168,126988075008,164070871040,185463771136,156633772032,162554318848,148069027840,175794597888,229958606848,134861471744
122,164828143616,138451927040,154572210176,148259938304,135655075840,154572873728,112660934656,181575335936,142492778496,189627502592,115308306432,147772682240,157186576384,177140002816,191372263424,151531536384,150468145152,178366046208,164166008832,177569857536,144444166144,159482552320,172287258624,191543558144,183890550784,163551510528,128854523904,198234398720,156747759616,172427833344,148981477376,126988144640,164070928384,185463771136,156633849856,162554396672,148069076992,175794597888,229958709248,134861516800
123,164828323840,138452111360,154572365824,148260093952,135655079936,154573070336,112661045248,181575643136,142493360128,189627715584,115308441600,147772850176,157186826240,177140252672,191372439552,151531692032,150468321280,178366259200,164166160384,177570050048,144444506112,159482552320,172287512576,191543795712,183890759680,163551625216,128854671360,198234632192,156747911168,172427878400,148981673984,126988259328,164071100416,185463918592,156634009600,162554605568,148069216256,175794597888,229958983680,134861672448
124,164828409856,138452197376,154572509184,148260237312,135655149568,154573230080,112661114880,181575811072,142493462528,189627826176,115308486656,147772968960,157186936832,177140256768,191372546048,151531810816,150468452352,178366365696,164166295552,177570156544,144444674048,159482552320,172287598592,191543930880,183890944000,163551838208,128854794240,198234791936,156748042240,172427878400,148981776384,126988341248,164071211008,185463918592,156634087424,162554695680,148069281792,175794659328,229959106560,134861754368
125,164828409856,138452246528,154572574720,148260331520,135655149568,154573250560,112661135360,181575884800,142493552640,189627875328,115308560384,147773046784,157187014656,177140346880,191372648448,151531896832,150468530176,178366398464,164166356992,177570193408,144444809216,159482552320,172287737856,191544090624,183891083264,163551940608,128854884352,198234972160,156748173312,172427939840,148981841920,126988394496,164071284736,185463918592,156634193920,162554736640,148069351424,175795118080,229959208960,134861832192
126,164828409856,138452320256,154572697600,148260450304,135655149568,154573381632,112661250048,181576056832,142493679616,189628035072,115308617728,147773128704,157187067904,177140584448,191372767232,151531978752,150468628480,178366459904,164166496256,177570283520,144444821504,159482597376,172287782912,191544119296,183891116032,163551956992,128854900736,198235037696,156748247040,172427939840,148981923840,126988460032,164071358464,185463918592,156634255360,162554822656,148069449728,175795679232,229959348224,134861926400
127,164828409856,138452484096,154572865536,148260589568,135655333888,154573475840,112661315584,181576220672,142493876224,189628121088,115308781568,147773345792,157187231744,177140785152,191372931072,151532154880,150468792320,178366717952,164166631424,177570443264,144445014016,159483273216,172288053248,191544414208,183891415040,163552169984,128855076864,198235246592,156748402688,172427939840,148982099968,126988591104,164071534592,185464102912,156634411008,162554970112,148069548032,175795798016,229959585792,134861963264
128,164828409856,138452590592,154573012992,148260794368,135655772160,154573557760,112661475328,181576400896,142494044160,189628121088,115308851200,147773464576,157187383296,177140871168,191373058048,151532261376,150468902912,178366951424,164166795264,177570582528,144445087744,159483359232,172288118784,191544541184,183891566592,163552264192,128855199744,198235410432,156748525568,172427939840,148982120448,126988750848,164071694336,185465270272,156634554368,162555138048,148069748736,175796072448,229959716864,134862151680
129,164828430336,138452692992,154573193216,148260941824,135655911424,154573561856,112661590016,181576556544,142494240768,189628284928,115308998656,147773587456,157187518464,177140871168,191373246464,151532359680,150469054464,178367074304,164166893568,177570775040,144445227008,159483465728,172288241664,191544688640,183891685376,163552395264,128855306240,198235553792,156748648448,172428570624,148982120448,126988849152,164071845888,185465503744,156634689536,162555322368,148069928960,175796232192,229959716864,134862245888
130,164829138944,138452766720,154573291520,148261072896,135656050688,154573590528,112661667840,181576704000,142494396416,189628715008,115309027328,147773792256,157187698688,177140912128,191373373440,151532498944,150469242880,178367307776,164166893568,177571008512,144445325312,159483568128,172288389120,191544786944,183891824640,163552542720,128855396352,198235848704,156748779520,172428742656,148982169600,126988943360,164071964672,185465749504,156634689536,162555539456,148070096896,175796428800,229959716864,134862360576
131,164829155328,138452779008,154573324288,148261081088,135656058880,154573590528,112661667840,181576720384,142494416896,189628731392,115309031424,147773816832,157187706880,177140912128,191373373440,151532515328,150469259264,178367340544,164166893568,177571028992,144445349888,159483609088,172288450560,191544848384,183891853312,163552559104,128855412736,198235877376,156748820480,172428775424,148982169600,126988959744,164071981056,185465778176,156634714112,162555568128,148070125568,175796453376,229959757824,134862393344
132,164829216768,138452779008,154573422592,148261158912,135656116224,154573590528,112661725184,181576830976,142494490624,189628846080,115309031424,147773894656,157187796992,177141260288,191373373440,151532589056,150469353472,178367426560,164166893568,177571086336,144445419520,159483674624,172288532480,191544930304,183891935232,163552657408,128855506944,198235971584,156748951552,172428890112,148982611968,126989029376,164072046592,185465868288,156634800128,162555621376,148070207488,175796535296,229959757824,134862393344
133,164829265920,138452832256,154573451264,148261171200,135656120320,154573590528,112661749760,181576843264,142494511104,189628870656,115309031424,147773915136,157187817472,177141305344,191373373440,151532621824,150469365760,178367451136,164166893568,177571110912,144445603840,159483838464,172288733184,191545135104,183892062208,163552763904,128855642112,198236184576,156749131776,172428984320,148982652928,126989053952,164072091648,185465892864,156634800128,162555650048,148070223872,175796568064,229959757824,134862393344
134,164829630464,138453065728,154573733888,148261437440,135656419328,154573590528,112661946368,181577240576,142494785536,189629239296,115309461504,147774177280,157188120576,177141645312,191373373440,151532994560,150469681152,178367827968,164166987776,177571467264,144445882368,159484018688,172288925696,191545516032,183892459520,163553050624,128855859200,198236442624,156749320192,172429430784,148983001088,126989279232,164072460288,185466273792,156635275264,162555965440,148070526976,175796924416,229960941568,134862561280
135,164829716480,138453065728,154573836288,148261560320,135656517632,154574336000,112661950464,181577408512,142494941184,189629435904,115309576192,147774320640,157188296704,177141780480,191373373440,151533092864,150469816320,178367913984,164166987776,177571622912,144445960192,159484116992,172289056768,191545610240,183892549632,163553161216,128855937024,198236442624,156749410304,172429553664,148983111680,126989291520,164072550400,185466462208,156635435008,162555985920,148070633472,175797047296,229961179136,134862729216
136,164829908992,138453123072,154574024704,148261658624,135656677376,154574454784,112661950464,181577527296,142495027200,189629575168,115309678592,147774394368,157188395008,177141927936,191373414400,151533170688,150469873664,178368000000,164167610368,177571643392,144446140416,159484256256,172289273856,191545753600,183892766720,163553333248,128856109056,198236479488,156749606912,172429766656,148983291904,126989291520,164072689664,185466609664,156635549696,162555985920,148070711296,175797145600,229961293824,134862909440
137,164829966336,138453495808,154574057472,148261711872,135656767488,154574610432,112661950464,181577682944,142495133696,189629689856,115309776896,147774394368,157188472832,177142050816,191374196736,151533268992,150469959680,178368122880,164167725056,177571643392,144446230528,159484456960,172289437696,191545753600,183892881408,163553443840,128856195072,198236487680,156749750272,172429905920,148983455744,126989291520,164072828928,185466789888,156635631616,162555985920,148070842368,175797334016,229961527296,134863028224
138,164830146560,138453643264,154574057472,148261867520,135656882176,154574790656,112662294528,181577801728,142495285248,189629841408,115309862912,147774394368,157188599808,177142222848,191374409728,151533371392,150470098944,178368348160,164167860224,177571643392,144446267392,159484477440,172289499136,191545806848,183892987904,163553550336,128856264704,198236487680,156749811712,172429975552,148983554048,126989348864,164072972288,185466875904,156635770880,162556608512,148071010304,175797493760,229961773056,134863089664
139,164830273536,138453762048,154574274560,148262019072,135656972288,154574983168,112662364160,181577912320,142495367168,189630009344,115309936640,147774443520,157188734976,177142329344,191374565376,151533498368,150470209536,178368471040,164167946240,177571684352,144446394368,159484706816,172289716224,191545806848,183893196800,163553730560,128856436736,198236487680,156750020608,172430159872,148983705600,126989348864,164073050112,185467019264,156635881472,162556690432,148071010304,175797596160,229961973760,134863155200
140,164830453760,138453954560,154574336000,148262252544,135657119744,154575187968,112662552576,181578035200,142495617024,189630214144,115310075904,147774468096,157188866048,177142550528,191374761984,151533633536,150470389760,178368696320,164168122368,177572421632,144446504960,159484887040,172289884160,191545892864,183893381120,163553914880,128856547328,198236487680,156750131200,172430360576,148983828480,126989934592,164073218048,185467207680,156636061696,162556862464,148071071744,175797796864,229962289152,134863380480
141,164830568448,138454065152,154574336000,148262363136,135657238528,154575257600,112662646784,181578035200,142495694848,189630337024,115310161920,147774873600,157188952064,177142665216,191374897152,151533735936,150470500352,178368815104,164168237056,177572548608,144446545920,159484940288,172289949696,191545892864,183893430272,163553951744,128856584192,198236487680,156750192640,172430422016,148983963648,126989991936,164073324544,185467318272,156636168192,162556956672,148071137280,175797870592,229962428416,134863491072
142,164830597120,138454069248,154574364672,148262375424,135657263104,154575269888,112662667264,181578035200,142495707136,189630341120,115310170112,147774906368,157188972544,177142689792,191374921728,151533744128,150470500352,178368827392,164168253440,177572552704,144446607360,159484997632,172290011136,191545987072,183893491712,163554058240,128856649728,198236487680,156750258176,172430479360,148983975936,126990004224,164073324544,185467334656,156636176384,162556968960,148071137280,175797886976,229962448896,134863523840
143,164830724096,138454155264,154574524416,148262498304,135657340928,154575376384,112662773760,181578035200,142495838208,189630492672,115310256128,147775094784,157189136384,177142841344,191375110144,151533850624,150470590464,178368954368,164168372224,177572667392,144446693376,159485272064,172290252800,191547015168,183893753856,163554336768,128856793088,198236790784,156750290944,172430819328,148984090624,126990057472,164073324544,185467469824,156636291072,162557116416,148071284736,175798001664,229962620928,134863609856
144,164830896128,138454392832,154575048704,148262645760,135657566208,154575765504,112662958080,181578035200,142496067584,189630861312,115310469120,147775373312,157189353472,177143148544,191375560704,151534198784,150470881280,178369273856,164168744960,177572929536,144446996480,159485419520,172290420736,191547232256,183893753856,163554537472,128856948736,198238175232,156750290944,172430995456,148984291328,126990274560,164073324544,185467817984,156636565504,162557394944,148071727104,175798255616,229963071488,134863802368
145,164831076352,138454487040,154575147008,148262666240,135657705472,154575912960,112663072768,181578915840,142496194560,189631049728,115310600192,147775541248,157189398528,177143341056,191375794176,151534387200,150470922240,178369454080,164168949760,177573142528,144447258624,159485698048,172290805760,191547588608,183893753856,163554820096,128857194496,198238593024,156750340096,172431265792,148984422400,126990462976,164073324544,185467981824,156636729344,162557616128,148071882752,175798448128,229963358208,134863941632
146,164831383552,138454765568,154575474688,148262666240,135657877504,154576076800,112663252992,181579325440,142496305152,189631369216,115310776320,147775766528,157189603328,177143652352,191376072704,151534669824,150470971392,178369708032,164169191424,177573335040,144447381504,159485935616,172290981888,191547797504,183894331392,163554947072,128857358336,198238756864,156750786560,172431540224,148984635392,126990647296,164074225664,185468260352,156636995584,162557857792,148072112128,175798448128,229963665408,134864097280
147,164831576064,138454945792,154575679488,148262666240,135658004480,154576252928,112663359488,181579616256,142496305152,189631614976,115310931968,147775959040,157189648384,177143869440,191376330752,151534821376,150471483392,178369945600,164169375744,177573539840,144447614976,159486181376,172291248128,191548067840,183894704128,163555176448,128857571328,198239166464,156751306752,172431867904,148984856576,126990843904,164074491904,185468526592,156637224960,162558083072,148072296448,175798448128,229963894784,134864277504
148,164831891456,138455257088,154575958016,148263636992,135658291200,154576539648,112663535616,181580025856,142496305152,189631959040,115311132672,147776258048,157190148096,177144238080,191376707584,151535104000,150471766016,178370265088,164169736192,177573916672,144447709184,159486316544,172291375104,191548211200,183894818816,163555176448,128857657344,198239330304,156751396864,172431970304,148985122816,126991011840,164074803200,185468637184,156637425664,162558455808,148072538112,175798448128,229964320768,134864556032
149,164832006144,138455355392,154576048128,148263710720,135658393600,154576625664,112663617536,181580120064,142496305152,189632077824,115311190016,147776335872,157190316032,177144397824,191376822272,151535222784,150471884800,178370383872,164169854976,177574031360,144447815680,159486316544,172291502080,191548329984,183894929408,163555176448,128857747456,198239481856,156751536128,172432031744,148985233408,126991065088,164074917888,185468637184,156637552640,162558513152,148072632320,175798497280,229964423168,134864642048
150,164832124928,138455416832,154576097280,148263784448,135658397696,154576691200,112663687168,181580222464,142496305152,189632180224,115311218688,147776393216,157190389760,177144430592,191376896000,151535259648,150471962624,178370482176,164169904128,177574092800,144447922176,159486341120,172291645440,191548481536,183895183360,163555176448,128857866240,198239698944,156751679488,172432031744,148985282560,126991126528,164074958848,185468674048,156637626368,162558541824,148072693760,175798673408,229964480512,134864736256
151,164832219136,138455506944,154576199680,148263940096,135658405888,154576793600,112663732224,181580357632,142496944128,189632303104,115311304704,147776503808,157190533120,177144557568,191376982016,151535353856,150472077312,178370633728,164169973760,177574215680,144448106496,159486341120,172291792896,191548686336,183895355392,163555176448,128857976832,198239932416,156751831040,172432031744,148985397248,126991220736,164075065344,185468706816,156637745152,162558693376,148072824832,175798673408,229964673024,134864875520
152,164832423936,138455621632,154576363520,148264148992,135658405888,154576965632,112663830528,181580578816,142497067008,189632458752,115311472640,147776659456,157190721536,177144643584,191377145856,151535480832,150472269824,178370723840,164170117120,177574457344,144448118784,159486341120,172291829760,191548723200,183895384064,163555176448,128857993216,198239973376,156751867904,172432105472,148985585664,126991331328,164075233280,185469280256,156637839360,162558849024,148072955904,175799517184,229964849152,134864973824
153,164832518144,138455699456,154576408576,148264202240,135658414080,154577047552,112663887872,181580718080,142497181696,189632573440,115311538176,147776720896,157190770688,177144664064,191377211392,151535538176,150472331264,178370723840,164170194944,177574510592,144448200704,159486836736,172291911680,191548833792,183895486464,163555176448,128858079232,198240063488,156751945728,172432105472,148985630720,126991388672,164075319296,185469280256,156637937664,162559004672,148073041920,175799672832,229964894208,134865002496
154,164832518144,138455810048,154576527360,148264300544,135658414080,154577145856,112663982080,181580836864,142497333248,189632585728,115311624192,147776827392,157190864896,177144680448,191377362944,151535640576,150472454144,178370879488,164170338304,177574658048,144448290816,159487004672,172292014080,191548936192,183895601152,163555708928,128858193920,198240149504,156752052224,172432105472,148985716736,126991482880,164075433984,185469419520,156638048256,162559082496,148073132032,175799861248,229964894208,134865182720
155,164832768000,138455883776,154576617472,148264415232,135658414080,154577215488,112664047616,181580922880,142497452032,189632585728,115311689728,147776884736,157190979584,177144680448,191377489920,151535718400,150472560640,178371194880,164170403840,177574756352,144448401408,159487152128,172292194304,191549108224,183895801856,163556134912,128858341376,198240313344,156752187392,172432105472,148985786368,126991552512,164075524096,185469673472,156638117888,162559197184,148073209856,175800008704,229964894208,134865285120
156,164832894976,138456010752,154576695296,148264546304,135658889216,154577293312,112664104960,181581062144,142497542144,189632602112,115311738880,147776966656,157191086080,177144680448,191377657856,151535845376,150472695808,178371334144,164170498048,177574891520,144448454656,159487184896,172292222976,191549161472,183895838720,163556184064,128858386432,198240374784,156752244736,172432105472,148985794560,126991646720,164075646976,185469833216,156638126080,162559299584,148073332736,175800156160,229964939264,134865375232
157,164833075200,138456137728,154576797696,148264669184,135659073536,154577428480,112664215552,181581180928,142497636352,189632602112,115311878144,147777130496,157191241728,177144889344,191377813504,151535976448,150472810496,178371465216,164170588160,177575010304,144448647168,159487332352,172292272128,191549485056,183896096768,163556515840,128858435584,198240563200,156752392192,172432105472,148985798656,126991777792,164075814912,185470029824,156638162944,162559410176,148073439232,175800274944,229965377536,134865444864
158,164833198080,138456182784,154576936960,148264833024,135659208704,154577530880,112664363008,181581336576,142497718272,189632802816,115311939584,147777314816,157191389184,177145491456,191378079744,151536136192,150473035776,178371604480,164170620928,177575198720,144448745472,159487451136,172292272128,191549603840,183896199168,163556651008,128858435584,198240706560,156752539648,172432973824,148985798656,126991933440,164076032000,185470201856,156638162944,162559598592,148073676800,175800487936,229965619200,134865555456
159,164833349632,138456182784,154577092608,148264927232,135659343872,154577530880,112664412160,181581471744,142497808384,189633290240,115311939584,147777413120,157191471104,177145647104,191378141184,151536238592,150473113600,178371715072,164170620928,177575280640,144448839680,159487586304,172292272128,191549702144,183896367104,163556777984,128858435584,198240841728,156752650240,172433129472,148985970688,126992007168,164076109824,185470300160,156638539776,162559660032,148073791488,175800573952,229965737984,134865608704
160,164833435648,138456182784,154577178624,148265000960,135659454464,154577530880,112664469504,181581545472,142497861632,189633429504,115312136192,147777486848,157191573504,177145733120,191378141184,151536336896,150473199616,178371796992,164170715136,177575337984,144448929792,159487676416,172292272128,191549796352,183896473600,163556876288,128858447872,198240940032,156752760832,172433276928,148986208256,126992080896,164076179456,185470402560,156638789632,162559737856,148073852928,175800672256,229965869056,134865711104
161,164833599488,138456215552,154577317888,148265156608,135659589632,154577530880,112664580096,181581737984,142498009088,189633683456,115312271360,147777572864,157191684096,177145880576,191378141184,151536484352,150473347072,178371919872,164170715136,177575526400,144448987136,159487770624,172292349952,191549874176,183896576000,163556937728,128858767360,198241075200,156752850944,172433395712,148986396672,126992187392,164076326912,185470574592,156638875648,162559795200,148073984000,175800860672,229966176256,134865772544
162,164833669120,138456215552,154577350656,148265164800,135659597824,154577530880,112664616960,181581762560,142498037760,189633740800,115312365568,147777638400,157191753728,177145933824,191378141184,151536508928,150473396224,178371964928,164170817536,177575559168,144449318912,159488012288,172293046272,191550111744,183896887296,163557191680,128859054080,198241280000,156753059840,172433801216,148986441728,126992220160,164076367872,185470627840,156638892032,162559856640,148074004480,175800893440,229966213120,134865772544
163,164833951744,138456629248,154577543168,148265349120,135659778048,154578051072,112664756224,181582028800,142498226176,189634084864,115312476160,147777802240,157191958528,177146187776,191378141184,151536738304,150473543680,178372276224,164170907648,177575759872,144449363968,159488106496,172293165056,191550111744,183896944640,163557265408,128859115520,198241316864,156753137664,172433907712,148986597376,126992220160,164076670976,185470939136,156639195136,162559905792,148074246144,175801139200,229966520320,134866034688
164,164834103296,138456788992,154577698816,148265484288,135659876352,154578313216,112664842240,181582172160,142498353152,189634220032,115312549888,147777871872,157192052736,177146388480,191378853888,151536832512,150473658368,178372440064,164170944512,177575759872,144449544192,159488352256,172293443584,191550210048,183897243648,163557511168,128859283456,198241349632,156753305600,172434112512,148986834944,126992220160,164076806144,185471152128,156639367168,162560012288,148074405888,175801278464,229966725120,134866190336
165,164834234368,138456891392,154577702912,148265598976,135659974656,154578489344,112664891392,181582311424,142498508800,189634375680,115312623616,147777871872,157192167424,177146507264,191379058688,151536852992,150473797632,178372595712,164171616256,177575759872,144449568768,159488385024,172293472256,191550353408,183897284608,163557527552,128859291648,198241349632,156753338368,172434132992,148986957824,126992220160,164076961792,185471287296,156639465472,162560393216,148074500096,175801413632,229966880768,134866309120
166,164834291712,138456928256,154577735680,148265644032,135660003328,154578518016,112664928256,181582364672,142498521088,189634424832,115312660480,147777871872,157192212480,177146576896,191379111936,151536852992,150473834496,178372644864,164171677696,177575759872,144449728512,159488536576,172293750784,191550353408,183897403392,163557736448,128859389952,198241349632,156753469440,172434264064,148986970112,126992228352,164076994560,185471340544,156639506432,162560442368,148074549248,175801442304,229966925824,134866337792
167,164834471936,138457096192,154577948672,148265771008,135660126208,154578722816,112665047040,181582618624,142498664448,189634625536,115312783360,147777871872,157192466432,177146765312,191379345408,151536852992,150474022912,178372878336,164171837440,177576083456,144449806336,159488659456,172293840896,191550353408,183897501696,163557810176,128859488256,198241349632,156753571840,172434407424,148987117568,126992769024,164077174784,185471524864,156639641600,162560630784,148074647552,175801622528,229967122432,134866542592
168,164834541568,138457120768,154578079744,148265811968,135660150784,154578771968,112665071616,181582618624,142498705408,189634695168,115312803840,147777871872,157192491008,177146810368,191379439616,151536852992,150474047488,178372911104,164171911168,177576427520,144449953792,159488892928,172294127616,191550455808,183897792512,163558014976,128859648000,198241492992,156753793024,172434616320,148987146240,126992785408,164077211648,185471561728,156639666176,162560671744,148074684416,175801688064,229967237120,134866583552
169,164834729984,138457317376,154578202624,148266004480,135660310528,154579009536,112665210880,181582618624,142498947072,189635055616,115312943104,147778387968,157192687616,177147047936,191379673088,151536852992,150474280960,178373185536,164172152832,177576607744,144449953792,159489142784,172294397952,191551012864,183897956352,163558268928,128859893760,198242308096,156753924096,172434911232,148987359232,126992945152,164077408256,185471819776,156639928320,162560843776,148075008000,175801864192,229967470592,134866817024
170,164834988032,138457534464,154578251776,148266201088,135660507136,154579243008,112665407488,181582643200,142499102720,189635325952,115313098752,147778670592,157192794112,177147326464,191379984384,151537627136,150474416128,178373398528,164172369920,177576861696,144449953792,159489175552,172294426624,191551295488,183897956352,163558289408,128859922432,198242463744,156753924096,172434952192,148987596800,126993211392,164077453312,185472098304,156640210944,162561097728,148075106304,175802073088,229967802368,134866980864
171,164835041280,138457583616,154578579456,148266213376,135660584960,154579316736,112665444352,181582643200,142499151872,189635387392,115313143808,147778748416,157192802304,177147383808,191380049920,151537664000,150474416128,178373468160,164172419072,177576902656,144449953792,159489236992,172294508544,191551475712,183897956352,163558408192,128860016640,198242570240,156753960960,172435062784,148987678720,126993272832,164077473792,185472172032,156640243712,162561142784,148075339776,175802130432,229967839232,134867034112
172,164835090432,138457640960,154578616320,148266213376,135660605440,154579365888,112665468928,181582688256,142499192832,189635444736,115313197056,147778797568,157192802304,177147457536,191380123648,151537721344,150474416128,178373533696,164172509184,177576988672,144450416640,159489425408,172294725632,191551676416,183897985024,163558617088,128860176384,198242848768,156754313216,172435275776,148987719680,126993301504,164077473792,185472229376,156640292864,162561187840,148075384832,175802187776,229967892480,134867075072
173,164835319808,138457767936,154578812928,148266213376,135660785664,154579599360,112665628672,181582688256,142499299328,189635743744,115313360896,147778990080,157192802304,177147609088,191380385792,151537954816,150474530816,178373713920,164172738560,177577152512,144450662400,159489671168,172295020544,191551930368,183898587136,163558842368,128860422144,198243172352,156754653184,172435488768,148987863040,126993428480,164077932544,185472376832,156640419840,162561335296,148075532288,175802335232,229968068608,134867247104
174,164835598336,138458054656,154578993152,148266655744,135660978176,154579841024,112665808896,181583491072,142499299328,189636038656,115313586176,147779260416,157192867840,177147924480,191380766720,151538311168,150474530816,178374012928,164173033472,177577451520,144450715648,159489740800,172295086080,191552040960,183898669056,163558899712,128860487680,198243278848,156754714624,172435554304,148988121088,126993686528,164078211072,185472561152,156640702464,162561638400,148075794432,175802343424,229968470016,134867410944
175,164835643392,138458075136,154579075072,148266672128,135661031424,154579902464,112665837568,181583781888,142499299328,189636136960,115313610752,147779305472,157192867840,177147965440,191380832256,151538364416,150474592256,178374090752,164173107200,177577558016,144450744320,159489761280,172295114752,191552094208,183898714112,163558924288,128860499968,198243344384,156754718720,172435574784,148988182528,126993747968,164078272512,185472561152,156640768000,162561716224,148075851776,175802462208,229968539648,134867460096
176,164835696640,138458140672,154579148800,148266708992,135661068288,154579922944,112665853952,181583859712,142499299328,189636161536,115313647616,147779354624,157192871936,177148030976,191380844544,151538405376,150474592256,178374123520,164173119488,177577603072,144451047424,159489888256,172295499776,191552622592,183899258880,163559235584,128860786688,198243770368,156755116032,172435644416,148988211200,126993752064,164078309376,185472561152,156640788480,162561765376,148075892736,175802462208,229968609280,134867464192
177,164836167680,138458402816,154579398656,148267044864,135661215744,154580262912,112666128384,181584347136,142499332096,189636591616,115313840128,147779649536,157193752576,177148411904,191381274624,151538720768,150475374592,178374397952,164173430784,177577996288,144451252224,159489888256,172295761920,191552851968,183899578368,163559563264,128860946432,198244118528,156755410944,172435656704,148988530688,126993969152,164078706688,185472614400,156641091584,162562084864,148076232704,175802789888,229969092608,134867767296
178,164836364288,138458583040,154579537920,148267257856,135661240320,154580451328,112666234880,181584584704,142500159488,189636812800,115314016256,147779846144,157194018816,177148542976,191381508096,151538925568,150475554816,178374397952,164173635584,177578299392,144451309568,159489888256,172295802880,191552933888,183899656192,163559616512,128860983296,198244171776,156755460096,172435656704,148988706816,126994112512,164078882816,185472671744,156641361920,162562297856,148076343296,175803322368,229969367040,134867972096
179,164836409344,138458607616,154579591168,148267294720,135661240320,154580496384,112666279936,181584662528,142500204544,189636886528,115314065408,147779891200,157194063872,177148542976,191381557248,151538995200,150475587584,178374770688,164173692928,177578369024,144451375104,159489974272,172295847936,191552999424,183899668480,163559669760,128861016064,198244225024,156755476480,172435726336,148988747776,126994202624,164078927872,185472671744,156641423360,162562338816,148076396544,175803396096,229969461248,134868017152
180,164836524032,138458726400,154579709952,148267450368,135661248512,154580586496,112666361856,181584818176,142500278272,189637013504,115314163712,147779993600,157194203136,177148542976,191381741568,151539085312,150475649024,178374868992,164173840384,177578459136,144451403776,159490183168,172295913472,191553105920,183899766784,163559739392,128861077504,198244331520,156755550208,172435726336,148988833792,126994305024,164079063040,185472733184,156641558528,162562433024,148076482560,175803551744,229969584128,134868070400
