op_r,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
109,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
110,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
111,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
112,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
113,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
114,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
115,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
116,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
117,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
118,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
119,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
120,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
121,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
122,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
123,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
124,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
125,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
126,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
127,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
128,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
129,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
130,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
131,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
132,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
133,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
134,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
135,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
136,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
137,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
138,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
139,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
140,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
141,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
142,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
143,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
144,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
145,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
146,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
147,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
148,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
149,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
150,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
151,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
152,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
153,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
154,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
155,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
156,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
157,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
158,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
159,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
160,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
161,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
162,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
163,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
164,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
165,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
166,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
167,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
168,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
169,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
170,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
171,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
172,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
173,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
174,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
175,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
176,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
177,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
178,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
179,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
180,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
181,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
182,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
183,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
184,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
185,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
186,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
187,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
188,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
189,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
190,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
191,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
192,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
193,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
194,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
195,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
196,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
197,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
198,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
199,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
200,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
201,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
202,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
203,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
204,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
205,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
206,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
207,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
208,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
209,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
210,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
211,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
212,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
213,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
214,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
215,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
216,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
