op_r,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
217,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
218,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
219,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
220,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
221,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
222,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
223,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
224,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
225,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
226,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
227,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
228,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
229,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
230,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
231,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
232,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
233,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
234,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
235,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
236,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
237,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
238,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
239,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
240,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
241,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
242,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
243,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
244,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
245,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
246,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
247,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
248,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
249,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
250,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
251,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
252,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
253,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
254,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
255,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
256,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
257,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
258,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
259,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
260,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
261,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
262,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
263,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
264,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
265,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
266,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
267,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
268,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
269,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
270,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
271,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
272,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
273,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
274,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
275,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
276,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
277,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
278,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
279,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
280,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
281,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
282,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
283,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
284,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
285,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
286,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
287,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
288,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
289,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
290,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
291,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
292,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
293,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
294,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
295,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
296,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
297,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
298,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
299,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
300,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
301,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
302,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
303,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
304,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
305,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
306,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
307,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
308,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
309,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
310,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
311,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
312,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
313,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
314,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
315,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
316,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
317,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
318,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
319,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
320,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
321,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
322,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
323,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
324,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
