bytes,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
117,326335441649,327612009207,318380525215,303794389714,323150050638,351223116618,247140595879,348832369705,316583577285,358314931065,275676519135,310745934051,302818862365,360104906358,378957036234,286715305359,311386516821,282032257611,366381407120,323602574948,305673497835,308241564940,345356888048,354140707851,310438612043,290558435130,318561292094,404367438381,296434119224,340268322428,288618965067,294171947928,322616624099,341143128972,329628037659,315488069462,307798011768,371364284987,366617509747,283160963156
118,326335635146,327612124872,318380727992,303794389714,323150224139,351223341525,247140779380,348833831954,316583844319,358315130270,275676718338,310746066142,302818862365,360105124837,378957286837,286715530992,311386516821,282032443959,366381606323,323602844839,305674114716,308241776998,345357132232,354140972032,310438612043,290558647182,318561511301,404367695416,296434119224,340268502352,288619106436,294172257099,322616624099,341143450270,329628236860,315488297943,307798217396,371364397803,366617876026,283161123805
119,326336188496,327612700355,318381226360,303794434695,323150789616,351223929855,247141136379,348833831954,316583908579,358315744310,275677068912,310746535230,302818862365,360105690311,378957923004,286715987230,311387268655,282032970875,366382120393,323603305382,305676107451,308242374605,345357639873,354141566788,310439296763,290559136994,318561951836,404368145226,296435289462,340268926459,288619476282,294172719765,322616784744,341143867957,329628844465,315488793463,307798677211,371364584154,366618332264,283161412967
120,326336648307,327613195147,318381766138,303796022613,323151297257,351224533883,247141515505,348834520972,316583908579,358316161990,275677505877,310747001469,302819723414,360106323626,378958520604,286716475595,311388149731,282033472818,366382705147,323603825879,305676570109,308242779436,345358166789,354142103718,310439875090,290559477562,318562460206,404369010584,296435890641,340269556202,288619913233,294173291676,322616784744,341143867957,329629329983,315489333234,307799291255,371364851190,366618942721,283161946313
121,326337451534,327613973406,318382569375,303796749463,323151824906,351225511341,247142132389,348836548690,316583908579,358317142302,275678267719,310747689027,302821234206,360107109034,378959529459,286717073205,311389052936,282034144664,366383627620,323604613416,305677154860,308243367772,345358932919,354142932654,310440489125,290560213685,318563157777,404370154384,296436630344,340270375858,288620685057,294173992104,322618758934,341143867957,329630137518,315490252120,307800158754,371364851190,366619993716,283162698862
122,326337647882,327614134055,318382787854,303796865128,323152111222,351225749099,247142209499,348836786447,316584351964,358317441466,275678473349,310747856101,302821407705,360107314661,378959738665,286717233851,311389207156,282034305309,366383871802,323604780492,305677370487,308243406328,345359132119,354143131858,310440627644,290560397182,318563395537,404370389289,296436816692,340270600763,288620864979,294174210586,322618929579,341143867957,329630336717,315490470595,307800364383,371364851190,366620180067,283162856661
123,326338229784,327614760942,318383309074,303797340649,323152166204,351226353132,247142556494,348837471157,316586431825,358318133332,275679019550,310748386596,302821931767,360107999371,378960404099,286717645109,311389696250,282034771546,366384462982,323605320263,305678071630,308243406328,345359896789,354143713765,310441177423,290560718473,318564056013,404371118987,296437266492,340270684300,288621337638,294174686104,322619591445,341145645086,329630850787,315491066071,307801026245,371364851190,366620906924,283163329326
124,326338416129,327615054411,318383636796,303797578408,323152864501,351226777963,247142794252,348837853853,316586714566,358318445350,275679222331,310748643631,302822211654,360108025074,378960735385,286717902147,311390036824,282035015727,366384832837,323605641554,305678463605,308243406328,345360218077,354144086468,310441550123,290561326081,318564383735,404371537394,296437584938,340270684300,288621707488,294174955993,322619922736,341145645086,329631107824,315491345954,307801351117,371366648293,366621206093,283163567084
125,326338416129,327615292896,318383893836,303797861874,323152864501,351226942185,247142839234,348838065908,316587026588,358318641705,275679485797,310748958497,302822532945,360108484886,378961005269,286718152759,311390261732,282035163520,366385039191,323605770071,305678959124,308243406328,345360687165,354144629822,310442035637,290561718788,318564837123,404372090020,296437922655,340271298339,288621887411,294175171626,322620157646,341145645086,329631377706,315491506596,307801486057,371367767123,366621450277,283163763438
126,326338416129,327615553507,318384250834,303798228149,323152864501,351227327734,247143083415,348838516448,316587540663,358319065813,275679692154,310749196254,302822725719,360108983248,378961365117,286718441929,311390640861,282035337020,366385469720,323606056387,305679036234,308243647666,345360809256,354144706930,310442112749,290561815177,318564933509,404372314928,296438225400,340271298339,288622119467,294175419389,322620386126,341145645086,329631635465,315491799334,307801852332,371368683900,366621829405,283164107587
127,326338416129,327616077580,318384803461,303798775071,323153777701,351227642603,247143353301,348839053371,316588097587,358319194331,275680300489,310749855257,302823329736,360109600129,378961988426,286719055972,311391289878,282035931762,366386083754,323606551907,305679630991,308245621868,345361578222,354145455908,310442810327,290562442056,318565511845,404373105308,296438692358,340271298339,288622620673,294175901326,322620887340,341146304102,329632117406,315492184883,307802177205,371368928083,366622334206,283164236103
128,326338416129,327616550250,318385369666,303799428390,323154922972,351227896789,247143841664,348839561016,316588702338,358319194331,275680673188,310750260087,302823689583,360109928576,378962608889,286719390119,311391807532,282036462260,366386819873,323607033848,305679926582,308245898184,345361893094,354145902872,310443183030,290562814760,318565968810,404373722197,296439126460,340271298339,288622733486,294176421821,322621491369,341148827374,329632657181,315492769634,307802948314,371369702759,366622655502,283164934401
129,326338422555,327617000067,318385947999,303799872508,323155427764,351227903215,247144134407,348840065810,316589177856,358320326020,275681078020,310750684199,302824130113,360109928576,378963043725,286719712140,311392232367,282036806411,366387260409,323607509361,305680286423,308246328722,345362378607,354146298428,310443552886,290563197457,318566495739,404374297673,296439621975,340273648807,288622733486,294176788819,322621912618,341149270760,329632952771,315493180885,307803343873,371370156143,366622655502,283165281400
130,326341103579,327617417748,318386298574,303800290190,323155849026,351228083137,247144369316,348840499916,316589627667,358321155678,275681174410,310751159711,302824512812,360110108501,378963320036,286720114124,311392717887,282037337633,366387260409,323608010582,305680761935,308246711423,345362857693,354146796791,310443944865,290563618712,318566971250,404374806044,296440052503,340274025085,288623251130,294177222930,322622394549,341149685593,329632952771,315493733502,307803780837,371370840858,366622655502,283165809051
131,326341180690,327617462730,318386356407,303800309468,323155910435,351228134544,247144382168,348840544896,316589679073,358321207084,275681180836,310751262527,302824538515,360110108501,378963320036,286720165531,311392753593,282037395466,366387260409,323608068415,305680903306,308246794959,345362966932,354147008845,310444047681,290563650840,318567035510,404374870302,296440129613,340274102196,288623251130,294177255060,322622439528,341149737001,329633209807,315493804187,307803870798,371370911543,366622899683,283165886162
132,326341431299,327617475582,318386709831,303800527948,323156238157,351228134544,247144601375,348840844066,316589971815,358321496244,275681180836,310751545262,302824837677,360111519347,378963320036,286720351884,311393010625,282037626799,366387260409,323608303321,305681051100,308246997740,345363172558,354147233751,310444272589,290563895026,318567298966,404375217297,296440503767,340274378510,288624347099,294177537799,322622632302,341150019744,329633551105,315494035517,307804124985,371371284967,366622899683,283165886162
133,326341566239,327617816152,318386774089,303800566502,323156295990,351228134544,247144704189,348840895474,316590087479,358321611908,275681180836,310751603093,302824889084,360111590033,378963320036,286720422570,311393062033,282037697485,366387260409,323608380431,305681667981,308247573949,345363956503,354147824934,310444619592,290564203469,318567739499,404375840601,296441024992,340274645547,288624404930,294177595632,322622702986,341150116133,329633551105,315494086924,307804182819,371371355652,366622899683,283165886162
134,326342473011,327618657944,318387876492,303801514686,323157308423,351228744998,247145421044,348842050003,316591083486,358322819968,275682753056,310752592674,302825837252,360112525357,378963320036,286721412893,311394104480,282038716348,366388073643,323609331471,305682368398,308248110875,345364641214,354148783113,310445570620,290564929591,318568529882,404376775930,296441596897,340275710124,288625253146,294178353893,322623798951,341151186416,329634898418,315495074378,307805208837,371372416648,366625921318,283166670853
135,326342797871,327618657944,318388229914,303801913820,323157671846,351231383928,247145427470,348842493381,316591552577,358323295485,275683157887,310753146025,302826235652,360112949463,378963320036,286721753469,311394561447,282038992657,366388073643,323609810564,305682696114,308248332931,345365101022,354149146536,310445766973,290565209477,318568857604,404376775930,296441879638,340275999288,288625670821,294178379595,322624143096,341151591248,329635371083,315495087229,307805745765,371373027104,366626384709,283167410561
136,326343244825,327618792890,318388625472,303802239415,323158086679,351231843745,247145427470,348842827527,316591906002,358323684617,275683550591,310753428766,302826541240,360113405697,378964663041,286721943397,311394828487,282039313950,366390185627,323609849120,305683178780,308248994805,345365711472,354149426426,310446422410,290565787812,318569583722,404376801634,296442465113,340276776818,288626030667,294178379595,322624483658,341151983230,329635740931,315495087229,307806025655,371373309838,366626818822,283167725431
137,326343482580,327620055930,318388753987,303802512878,323158562194,351232287127,247145427470,348843233077,316592314408,358324163711,275683849762,310753428766,302826840402,360113884773,378966372319,286722283974,311395243323,282039680227,366390686846,323609849120,305683570754,308249580285,345366174136,354149426426,310446728001,290566019146,318569917872,404376872320,296442792830,340277108110,288626496898,294178379595,322624882065,341152472327,329636181464,315495087229,307806501900,371373746799,366627323621,283167992468
138,326344090189,327620577151,318388753987,303802981967,323158951322,351232724090,247146713374,348843689318,316592867037,358324607825,275684171057,310753428766,302827270926,360114341007,378966896392,286722740218,311395696716,282040142875,366391105252,323609849120,305683706419,308249670249,345366392618,354149764152,310446972185,290566269756,318570200611,404377656273,296443091997,340277388002,288626873172,294179035765,322625261182,341152825756,329636570589,315496897918,307806961716,371374280147,366627824841,283168249506
139,326344460037,327620930577,318389557943,303803309687,323159253339,351233226032,247146925430,348843965625,316593072666,358324955546,275684393117,310753981393,302827602214,360114700853,378967317650,286723007259,311395992305,282040380624,366391375134,323610595255,305684144103,308250222872,345366971668,354149764152,310447556945,290566796674,318570741108,404377656273,296443638922,340277863518,288627284422,294179035765,322625576046,341153140629,329636914738,315497132825,307806961716,371374649999,366628278227,283168461562
140,326344984108,327621463931,318389979198,303804003687,323159896655,351233987858,247147488057,348844374030,316593728826,358325556727,275684959324,310754283411,302828174838,360115302034,378968024497,286723518484,311396512804,282040946094,366392095560,323612131770,305684556082,308250705539,345367476456,354150503132,310448066045,290567246485,318571313744,404377656273,296444040903,340278441846,288627714957,294180745787,322626245783,341153716111,329637496639,315497691873,307807360121,371375361153,366629002231,283169124157
141,326345244721,327621810931,318389979198,303804302857,323160343613,351234334855,247147738667,348844374030,316594101528,358325945854,275685197083,310755363683,302828534688,360115559069,378968326515,286723794797,311396828400,282041241682,366392461834,323612405230,305684697452,308250898318,345367643526,354150503132,310448188138,290567336443,318571480817,404377656273,296444156570,340278670329,288627959135,294181051382,322626496389,341154030984,329637817934,315497987463,307807623583,371375631039,366629368502,283169432600
142,326345308979,327621875190,318390030606,303804347838,323160427150,351234386261,247147802924,348844374030,316594143660,358325958705,275685219937,310755415089,302828573241,360115616902,378968377922,286723814075,311396834826,282041277388,366392519666,323612430933,305684925935,308251094669,345367836302,354150962949,310448365216,290567580622,318571725725,404377656273,296444355772,340278869529,288627984839,294181096364,322626496389,341154082392,329637830786,315498019593,307807623583,371375682447,366629400632,283169503285
143,326345745929,327622292873,318390753876,303804759088,323160812703,351234865351,247148156348,348844374030,316594664884,358326379963,275685570514,310755814220,302829010922,360116192379,378968953397,286724203205,311397252513,282041637233,366393024459,323612732948,305685137990,308251901486,345368652382,354152887852,310449095646,290568451684,318572536115,404380115246,296444465013,340279769150,288628408944,294181334124,322626496389,341154465101,329638197062,315498546502,307808041271,371376112981,366629899007,283169895995
144,326346899726,327623282462,318392161876,303805038975,323161548833,351235971330,247148901756,348844374030,316595555239,358327540197,275686425164,310756605319,302829512132,360117297625,378969972266,286725022875,311398008645,282042399780,366394159705,323613568318,305686257535,308252409137,345369356381,354153640409,310449095646,290568970050,318573153000,404382735604,296444465013,340280353912,288629057946,294182099535,322626496389,341155474688,329639223083,315499620347,307809192239,371377144695,366630901453,283170863461
145,326347436641,327623761555,318392634535,303805090383,323162098600,351236536806,247149258756,348847320659,316596043601,358328105674,275686929965,310757145816,302829714910,360117930930,378970666987,286725553374,311398192148,282042862440,366394806590,323614124518,305687144296,308253141691,345370388081,354154704260,310449095646,290569689743,318574063348,404383715909,296445419620,340281167146,288629449914,294182550071,322626496389,341156046593,329639814260,315500112291,307809762020,371377555950,366631624736,283171310423
146,326348220593,327624626187,318393476312,303805096809,323162703358,351237256507,247149894912,348848133885,316596384171,358328838212,275687524726,310757917633,302830608095,360118978346,378971660870,286726354495,311398616260,282043447192,366395690505,323614770681,305687677643,308253794284,345370895725,354155318294,310450828501,290570121003,318574622396,404384288536,296446393483,340282122473,288630150326,294183283349,322629431577,341156811276,329640743166,315500910536,307810488873,371377555950,366632364435,283171914457
147,326348811764,327625253072,318394116048,303805096809,323163324547,351237925523,247150325450,348848767204,316596384171,358329700008,275688161620,310758695890,302830810872,360119833714,378972451257,286726887849,311400174904,282044186153,366396288837,323615516078,305688394486,308254550418,345371856744,354156211493,310451808811,290570725035,318575429928,404385737914,296447679372,340283026392,288630802910,294183935944,322630183399,341157692357,329641562833,315501746608,307811096487,371377555950,366632933490,283172451382
148,326349904879,327626233378,318394951414,303808341880,323164343414,351239025074,247150948757,348849933867,316596384171,358330818836,275688955584,310759576230,302832626501,360120826867,378973445141,286727771779,311401113087,282044960830,366397449793,323616596354,305688706502,308254884566,345372371538,354156635600,310452078699,290570725035,318575757649,404386271252,296448000664,340283386965,288631638263,294184668500,322631131577,341157910836,329642378919,315502666951,307811938284,371377562375,366633910953,283173280316
149,326350181190,327626590381,318395192745,303808534653,323164632578,351239308537,247151180089,348850200903,316596384171,358331114426,275689212623,310759794711,302832941362,360121235271,378973894946,286728093077,311401460087,282045230715,366397791086,323616879092,305688899279,308254884566,345372764239,354156976172,310452406417,290570725035,318576037532,404386602546,296448309105,340283470501,288631933845,294184874128,322631520703,341157910836,329642732338,315502956115,307812305286,371379205263,366634252251,283173601610
150,326350386816,327626796011,318395366244,303808731005,323164639004,351239527016,247151327885,348850477216,316596384171,358331307202,275689309013,310759993912,302833063454,360121315957,378974100575,286728208741,311401640013,282045446345,366397971009,323617046165,305689291253,308254993807,345373278299,354157336023,310452843376,290570725035,318576525903,404387097327,296448675380,340283470501,288632130193,294185086184,322631655641,341158373502,329642937966,315503107484,307812540197,371379954235,366634477160,283173884344
151,326350705251,327627120880,318395739674,303809162261,323164683985,351239922571,247151584921,348850859915,316598749631,358331718459,275689633884,310760418021,302833333337,360121679376,378974457573,286728427223,311401964883,282045771202,366398257319,323617418868,305689738212,308255000233,345373689552,354157978613,310453312465,290570725035,318577129937,404387843452,296449154466,340283470501,288632455058,294185465314,322632021914,341158964686,329643323514,315503506613,307812938601,371379954235,366634939827,283174263474
152,326351289999,327627702787,318396401542,303809731320,323164683985,351240446644,247151874087,348851428971,316599321534,358332248962,275690218646,310760974947,302833748169,360121910709,378975039475,286728915595,311402649606,282045983255,366398874196,323618016473,305689828176,308255000233,345373766663,354158139260,310453402428,290570725035,318577271302,404387965545,296449282982,340283862474,288632946997,294185937977,322632535984,341160140633,329643799028,315504033525,307813433395,371381757055,366635457477,283174588344
153,326351508480,327627914840,318396523635,303809991932,323164825353,351240726536,247152041160,348851795249,316599565717,358332448165,275690366443,310761152023,302834005203,360122081355,378975341492,286729124802,311402893793,282045983255,366399121957,323618260658,305690088789,308256485347,345374075100,354158502684,310453685169,290570725035,318577554045,404388318967,296449540742,340283862474,288633094789,294186105051,322632786589,341160140633,329644133177,315504316992,307813664731,371382069076,366635563868,283174697585
154,326351508480,327628258990,318396877061,303810271820,323165390831,351241132079,247152330323,348852216509,316599926293,358332467443,275690656329,310761479739,302834323642,360122158467,378975749897,286729426819,311403272921,282046420215,366399526779,323618608379,305690368681,308256909455,345374422819,354158740444,310454061444,290572650665,318577866068,404388685240,296449926292,340283862474,288633441780,294186365663,322633178563,341160571170,329644409484,315504593303,307814111699,371382426079,366635563868,283175067435
155,326352202471,327628567433,318397201934,303810638091,323165609307,351241411965,247152584503,348852477123,316600328274,358332467443,275690926216,310761749624,302834670637,360122158467,378976129024,286729655302,311403681332,282047102076,366399835217,323618884693,305690828491,308257275734,345375095408,354159190249,310454569087,290573592410,318578309453,404389244288,296450273287,340283862474,288633695961,294186648401,322633499858,341161223763,329644782188,315504933868,307814368734,371382930879,366635563868,283175318047
156,326352694406,327628869450,318397462548,303810946534,323166997304,351241656148,247152790129,348852808419,316600623862,358332634515,275691228231,310762045209,302834953372,360122158467,378976572408,286730015156,311404019056,282047436218,366400320739,323619212417,305690982709,308257404253,345375223925,354159363750,310454662624,290573746629,318578444397,404389449914,296450459637,340284337979,288633728089,294186976122,322633854003,341161542211,329644782188,315505200903,307814735010,371383265028,366636084368,283175645769
157,326353163490,327629371394,318397838822,303811357794,323167611342,351242073821,247153163552,348853229677,316600925873,358332705201,275691636641,310762584980,302835428873,360123694974,378977032220,286730365734,311404526700,282047803222,366400680592,323619546563,305691599591,308257892623,345375317461,354160164138,310455290235,290574289979,318578579341,404390057518,296450903026,340284337979,288633734515,294187384532,322634265258,341162011305,329644814317,315505547896,307815092012,371383769822,366637106091,283175973489
158,326353755394,327629570598,318398414298,303811978250,323168112563,351242469374,247153741886,348853820859,316601434240,358334039657,275691967942,310763031937,302835949361,360124935161,378977655530,286730873385,311405143586,282048246600,366400828389,323620237710,305691997993,308258358862,345375317461,354160575395,310455656509,290574681956,318578585767,404390539457,296451352842,340287135426,288633734515,294187872901,322634760045,341162606069,329644814317,315506104089,307815581105,371384566634,366637832214,283176581100
159,326354105965,327629570598,318398735591,303812267416,323168411730,351242469374,247153992497,348854212840,316601768386,358334904299,275691967942,310763366080,302836219242,360125285735,378977764771,286731175405,311405394195,282048523636,366400828389,323620575433,305692329285,308258722289,345375317461,354160915967,310456107774,290575003254,318578585767,404390992836,296451654859,340287450298,288634689111,294188172071,322635152017,341162920940,329646335857,315506444661,307815905978,371384977891,366638211342,283176793883
160,326354338023,327629570598,318398941220,303812492320,323168739450,351242469374,247154227403,348854444171,316601967591,358335222741,275692517723,310763662394,302836521253,360125629885,378977764771,286731470997,311405644804,282048752110,366401657319,323620851746,305692599169,308258940771,345375317461,354161193005,310456339107,290575298842,318578927059,404391243442,296451982581,340287688057,288635406673,294188419831,322635376924,341163184401,329646894909,315506701692,307816140889,371385322040,366638551914,283177128029
161,326354800683,327630107528,318399423890,303812942134,323169131432,351242469374,247154535846,348854964669,316602363148,358335772516,275692887578,310763925857,302836923230,360126006166,378977764771,286731850128,311405998229,282049047700,366401657319,323621269428,305692879058,308259165679,345376156393,354161520727,310456680406,290575546592,318580447131,404391693252,296452284597,340288102892,288635772946,294188798961,322635798179,341163689201,329647222633,315506888041,307816558572,371385874672,366638988876,283177295101
162,326354909920,327630107528,318399520278,303812980690,323169182839,351242469374,247154612958,348855019651,316602414555,358335836776,275693164618,310764137913,302837148135,360126224647,378977764771,286731965794,311406171728,282049169792,366402139250,323621395093,305693680163,308259859678,345378023449,354162266860,310457484369,290576173480,318581311776,404392252298,296453072122,340288610537,288635856480,294188908201,322635894565,341163830573,329647303319,315507177206,307816635681,371385964634,366639110969,283177295101
163,326355780990,327631744728,318400207848,303813630430,323169893259,351244950480,247155146308,348855755775,316602996465,358336801389,275693640135,310764813360,302837803566,360127021449,378977764771,286732699076,311406747214,282049845234,366402537651,323621857759,305693834382,308260155271,345378319038,354162266860,310457683570,290576399106,318581536680,404392419368,296453335586,340288906124,288636573312,294188908201,322636691365,341164673097,329648088736,315507324998,307817484623,371386797863,366639866376,283178153328
164,326356343616,327632114580,318400619826,303814109514,323170426608,351245455270,247155554712,348856244870,316603424149,358337219068,275693997139,310765160353,302838189840,360127551947,378980284430,286733113912,311407123490,282050237207,366402856096,323621857759,305694448413,308261077752,345379109413,354162748805,310458487533,290577168089,318582157867,404393049095,296453868931,340289629398,288637074521,294188908201,322637109765,341165280710,329648584256,315507984016,307817963719,371387293380,366640341893,283178506747
165,326356748444,327632484430,318400619826,303814499367,323170770752,351245905086,247155837448,348856688255,316603925365,358337695307,275694260600,310765160353,302838523984,360127986060,378980814924,286733133190,311407541172,282050642752,366404486143,323621857759,305694538374,308261167715,345379225077,354163250021,310458583922,290577213069,318582209275,404393074798,296453971743,340289710081,288637524331,294188908201,322637560300,341165709123,329648934821,315508920061,307818339999,371387714646,366640885245,283178921579
166,326356851253,327632612947,318400709788,303814621459,323170892842,351246040030,247155927411,348856820349,316604053882,358337823824,275694382692,310765160353,302838665351,360128165984,378980930588,286733133190,311407656840,282050764841,366404621085,323621857759,305694904650,308261538294,345379749142,354163250021,310458956620,290577621476,318582536993,404393151909,296454328742,340290032100,288637585737,294188914627,322637656687,341165856919,329649076189,315509048575,307818442814,371387866020,366640962357,283179040823
167,326357452435,327633140595,318401697250,303815132675,323171455462,351246647635,247156355091,348857430803,316604610802,358338440706,275694864635,310765160353,302839340059,360128725757,378981548189,286733133190,311408264453,282051318186,366405165154,323623526368,305695238790,308261850317,345380012599,354163250021,310459239362,290577929922,318582864714,404393151909,296454660035,340290398374,288638126232,294191216553,322638183595,341166415973,329649583829,315509608344,307818761258,371388441498,366641490008,283179468506
168,326357597377,327633236984,318401947861,303815248341,323171551851,351246808280,247156487183,348857430803,316604739320,358338639908,275694967450,310765160353,302839430020,360128847848,378981779520,286733133190,311408418675,282051427427,366405338650,323624019035,305695760007,308262477205,345380800119,354163446374,310459978338,290578514673,318583513729,404394367845,296455116268,340291048113,288638261174,294191312941,322638292835,341166563769,329649725200,315509756137,307818947610,371388679254,366641773477,283179667710
169,326358160006,327633934556,318402404095,303815794541,323172114483,351247531557,247156991979,348857430803,316605471875,358339555952,275695459398,310767198807,302840057622,360129616103,378982470673,286733139616,311409026283,282052018604,366406039793,323624590932,305695760007,308263203331,345381558360,354165719746,310460534540,290579250791,318584404077,404396245650,296455431132,340291990599,288638843080,294191865574,322638890437,341167236368,329650419199,315510379439,307819860088,371389366823,366642438921,283180266042
170,326359137455,327634786347,318402911738,303816504962,323173004824,351248364065,247157486774,348857437229,316606349371,358340469147,275696160548,310767986328,302840450319,360130465044,378983393144,286735590082,311409386137,282052655490,366406940130,323625356339,305695760007,308263286869,345381648323,354166128155,310460534540,290579327900,318584513316,404396631197,296455431132,340292086988,288639611327,294192798058,322638990400,341168049608,329651360954,315511196253,307820152832,371390132220,366643261442,283181012174
171,326359317375,327634998404,318403747829,303816556370,323173287566,351248595396,247157621718,348857437229,316606516445,358340636217,275696346902,310768166253,302840456745,360130709226,378983615202,286735692897,311409386137,282052880398,366407126475,323625510561,305695760007,308263518203,345381924634,354166500859,310460534540,290579582081,318584815333,404396920364,296455797409,340292331167,288639861939,294192962280,322639122494,341168274518,329651515176,315511337624,307820895390,371390389255,366643434942,283181192102
172,326359445892,327635126918,318403824939,303816556370,323173368253,351248740343,247157705254,348858079815,316606638537,358340828995,275696436866,310768308348,302840456745,360130863445,378983817980,286735828568,311409386137,282052976785,366407319251,323625709766,305697358653,308264013728,345382525815,354167059914,310460759443,290580157559,318585412937,404397646477,296456646347,340292973755,288639987606,294193059393,322639122494,341168383759,329651650121,315511466141,307821030336,371390543478,366643608443,283181346324
173,326360037794,327635689548,318404349010,303816556370,323173997990,351249373655,247158213627,348858079815,316607014818,358341587974,275696973796,310768925961,302840456745,360131573870,378984511975,286736352645,311410019457,282053452297,366408029670,323626188861,305698139762,308264771988,345383576804,354167892432,310462485153,290580723018,318586219745,404398543244,296457585249,340293674186,288640421710,294193606323,322640671844,341168820721,329652302708,315511945227,307821486577,371391112522,366644151798,283181871126
174,326360983120,327636637720,318405130115,303818119314,323174894768,351250247572,247158881915,348860992908,316607014818,358342484742,275697877723,310769826313,302840967968,360132606305,378985572236,286737170192,311410019457,282054085593,366408981428,323626986401,305698326113,308264964763,345383805285,354168146616,310462697208,290580909368,318586386820,404398977350,296457720192,340293976200,288641225675,294194464548,322641539332,341169268407,329653144501,315512684199,307822424759,371391118948,366645144963,283182478739
175,326361115208,327636721256,318405335745,303818183573,323175081114,351250466052,247158978305,348861558380,316607014818,358342777481,275698031943,310770012657,302841327814,360132779804,378985762155,286737317989,311410325053,282054316924,366409334851,323627339825,305698396799,308265022596,345383882394,354168223727,310462774319,290580990056,318586454655,404399093016,296457752322,340294059737,288641360614,294194650900,322641783510,341169268407,329653360130,315512934806,307822649668,371391450242,366645350592,283182742204
176,326361314404,327636898331,318405509245,303818315665,323175209632,351250568865,247159029712,348861648339,316607014818,358342822460,275698211870,310770179729,302841539858,360133023987,378985813561,286737407952,311410627071,282054394034,366409379833,323627429787,305699473499,308265392450,345385084742,354169403240,310463873875,290581951092,318587477097,404400468145,296458793317,340294426010,288641482706,294194760140,322641889896,341169268407,329653430816,315513050472,307822733205,371391450242,366645444132,283182780759
177,326362471056,327637956482,318406508825,303819369510,323175807240,351251748370,247159946491,348862744307,316607943725,358344009122,275698990136,310771108635,302843722496,360134315575,378987102316,286738275457,311412783328,282055187984,366410527213,323628567895,305700225327,308265392450,345385875115,354170077963,310464603571,290582838596,318588336037,404401503434,296459574420,340294432436,288642440143,294195650495,322642964467,341170174458,329654465389,315514229973,307823799912,371393575076,366646605818,283183873153
178,326363068659,327638664047,318407000773,303819960693,323175852221,351252352396,247160389878,348863438304,316610143562,358344722391,275699520635,310771789777,302844365803,360134662575,378987973382,286738863792,311413316679,282055187984,366411179799,323629361850,305700389549,308265392450,345386003632,354170283591,310464783496,290582986391,318588528811,404401760466,296459696512,340294432436,288643015613,294196215977,322643639179,341170833476,329655233639,315514799025,307824475361,371394468272,366647361228,283184422934
179,326363261430,327638837549,318407219253,303820108487,323175852221,351252506610,247160531247,348863647507,316610323489,358344934443,275699674858,310771956852,302844513596,360134662575,378988172584,286738992311,311413451623,282056136160,366411353296,323629551776,305700582325,308266102881,345386171431,354170463515,310464815625,290583108482,318588638051,404401956820,296459780046,340294862958,288643201959,294196444461,322643816254,341170833476,329655432838,315514940394,307824629584,371394677478,366647560431,283184567879
180,326363579874,327639216672,318407527694,303820481190,323175990740,351252850756,247160769005,348864084469,316610586947,358345242883,275700015432,310772318878,302844835617,360134662575,378988587416,286739265778,311413718662,282056322512,366411819531,323629750980,305700717268,308266717646,345386383482,354170717700,310465108364,290583333388,318588914359,404402258836,296460040659,340294862958,288643491118,294196760056,322644160395,341171122642,329655854825,315515194579,307824912323,371395066605,366647869597,283184699974
181,326363579874,327639255227,318407611232,303820526172,323176608349,351252912164,247160839690,348864142303,316610715461,358345371400,275700098970,310772383136,302844893449,360134662575,378988664527,286739387872,311413827902,282056470307,366411990178,323629943755,305701449816,308267942151,345387300253,354171605205,310465883776,290583744640,318589569805,404403069224,296460618981,340295547674,288643600357,294196862871,322644237505,341171543906,329655989767,315515387356,307825092250,371395304363,366648113781,283184873474
