%util,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
62,99.01,101.01,99.01,100.0,101.01,101.01,99.01,98.04,101.01,98.43,141.41,101.01,123.96,101.01,247.06,107.96,99.01,101.01,100.0,94.81,100.0,99.01,101.01,99.01,99.01,100.0,384.62,100.0,99.01,101.01,99.01,101.01,101.01,230.71,100.0,100.0,99.01,128.6,200.0,1012.0,99.01,99.01,99.01,99.01,101.01,101.01,327.83,99.01,99.01,99.01,99.01,100.0,100.0,100.0,98.43,102.04,100.0,99.01,102.04,100.0,99.01,100.0,101.01,101.01,101.01,101.01,98.04,99.41,100.0,100.0,101.01,100.0,100.0,100.0,101.01,100.0,101.01,97.09,100.0,101.01,101.01,98.04,100.0,100.0,101.01,99.01,101.01,101.41,101.01,100.0,100.0,100.0,99.01,100.0,102.04,102.04,100.4,102.04,98.04,100.0,100.0,100.0,99.01,101.01,101.01,99.01,100.0,101.01,101.01,101.01,100.0,99.01,98.04,100.0,101.01,216.16,100.0,99.01,101.01,100.0,102.04,99.41,99.41,100.0,252.53,101.01,142.86,859.26,100.0,172.87,100.0,101.01,101.41,101.01,101.01,99.01,101.01,100.0,99.01,100.0
63,101.01,99.01,102.04,99.01,99.01,101.01,99.01,99.01,100.0,100.0,100.0,99.01,99.73,100.4,115.96,99.78,99.01,99.6,102.04,101.01,101.01,100.0,99.01,101.01,101.01,99.01,101.01,101.01,101.01,100.0,100.0,100.0,99.01,100.0,101.01,101.01,101.01,102.04,196.86,99.01,101.01,101.01,101.01,101.01,99.01,100.0,100.2,101.01,101.01,101.01,101.01,102.04,100.0,101.01,103.09,100.0,101.01,100.0,100.0,100.4,102.04,100.4,102.04,100.0,100.0,100.4,99.01,99.6,101.01,100.0,100.0,100.0,100.0,100.0,99.01,101.01,99.01,101.01,98.43,100.0,101.41,102.45,100.4,101.01,100.0,101.01,101.01,101.01,100.0,101.01,101.01,101.01,102.04,101.01,99.01,99.01,99.01,100.0,100.0,99.01,101.01,100.0,101.01,100.0,99.01,99.01,101.01,100.0,101.01,99.01,102.04,98.04,101.01,99.01,101.01,100.0,384.0,101.01,100.0,100.0,101.01,250.91,101.01,100.0,101.01,230.2,6640.0,99.01,101.01,909.09,252.41,101.01,101.01,200.0,104.8,101.01,100.0,101.01,101.01,101.01
64,96.15,101.01,100.0,99.01,99.01,100.0,100.0,100.0,98.04,99.01,111.11,289.41,136.99,100.0,127.82,166.67,99.01,101.41,101.01,100.0,98.04,101.01,99.01,100.0,99.01,100.0,98.04,100.0,99.01,101.01,102.04,100.0,101.01,100.0,100.0,101.01,100.0,98.04,99.01,100.0,100.0,100.0,99.01,100.0,102.45,101.01,100.0,100.0,99.01,104.17,100.0,101.01,101.01,100.0,99.01,100.0,100.0,101.01,100.0,100.0,98.04,99.01,100.0,101.01,101.01,98.04,100.0,99.41,101.01,100.0,102.04,100.0,101.01,101.01,100.0,100.0,101.01,100.0,102.04,101.01,98.04,99.01,102.04,100.0,100.0,101.01,101.01,99.01,99.01,99.01,100.0,100.0,99.01,100.0,101.01,100.0,100.0,101.01,102.04,100.0,100.0,100.4,101.01,101.01,98.04,101.01,100.0,99.01,101.01,101.01,100.0,101.01,100.0,101.01,101.01,130.22,282.0,104.8,100.0,101.01,99.01,101.01,108.4,242.35,129.64,101.01,101.01,102.04,102.04,1042.5,946.67,98.04,100.0,100.0,113.68,99.01,102.04,198.82,100.0,100.0
65,101.01,98.43,100.0,98.04,101.01,99.01,100.0,100.0,100.0,100.0,495.0,383.45,763.08,190.13,954.0,119.05,99.41,100.0,99.01,101.01,100.0,101.01,100.0,100.0,100.0,101.01,101.01,100.0,100.0,101.01,98.43,100.0,102.04,100.0,102.04,99.01,100.0,101.01,101.01,101.41,100.0,101.01,100.0,100.0,99.6,101.01,100.0,102.04,101.01,100.0,101.01,99.01,98.04,100.0,100.0,101.01,100.0,100.0,100.0,101.01,101.01,102.04,101.01,100.0,100.0,101.01,100.0,100.0,99.01,101.01,99.01,100.0,100.0,101.01,101.01,100.0,100.0,97.09,98.04,98.04,99.01,99.01,100.0,100.0,99.01,99.01,100.0,100.0,98.04,102.04,101.01,100.0,101.01,101.01,102.04,100.0,100.0,99.01,98.04,100.4,101.01,99.01,99.01,99.01,101.01,100.0,99.01,99.01,99.01,100.0,100.0,104.17,98.04,100.0,105.6,123.46,107.25,100.21,106.27,200.0,112.36,253.1,144.37,100.0,208.71,149.44,100.0,99.01,218.62,99.01,100.0,101.01,145.26,616.84,99.09,218.0,99.01,100.0,165.71,101.01
66,100.0,100.0,100.0,100.0,99.01,100.0,100.0,99.01,101.01,100.0,504.0,232.56,629.63,711.67,100.0,172.41,101.01,100.0,102.04,99.01,101.01,99.01,100.0,99.01,101.01,101.01,99.01,101.01,100.0,99.01,100.0,100.0,100.0,100.0,99.01,100.4,101.01,99.01,99.01,100.0,99.01,100.0,100.0,101.01,100.4,100.0,102.04,99.41,101.01,101.01,99.01,101.01,101.01,99.01,101.01,99.01,99.01,99.01,98.04,99.01,100.0,98.04,100.0,100.0,101.01,100.0,99.01,99.01,100.0,100.0,101.01,100.0,100.0,100.0,100.0,100.0,101.01,100.0,100.0,102.04,101.01,99.01,101.01,101.01,101.01,101.01,100.0,101.01,101.01,99.01,101.41,100.0,101.01,101.01,101.01,101.01,100.0,101.01,101.01,99.6,99.01,101.01,100.0,101.01,100.0,100.0,101.01,102.04,101.01,101.01,100.0,99.01,101.01,144.26,108.0,104.24,111.11,136.47,111.71,99.01,100.0,111.56,100.4,248.81,100.0,235.96,100.0,101.01,680.0,101.01,101.41,99.01,112.0,168.36,129.11,100.0,150.68,390.59,200.0,163.08
67,98.04,99.01,101.01,100.0,100.0,101.01,101.01,101.01,100.0,101.01,178.57,101.01,100.0,101.01,101.01,1301.54,101.01,101.01,100.0,100.0,101.01,100.0,100.0,101.01,101.01,101.01,100.0,99.01,101.41,102.04,100.0,101.01,99.01,100.97,102.04,99.01,101.01,102.04,100.0,99.01,101.01,100.0,101.01,101.01,101.01,100.0,101.01,101.01,101.01,100.0,100.0,100.0,102.04,100.0,100.0,100.0,99.01,100.0,100.0,99.01,100.0,101.01,101.01,98.04,100.0,100.0,100.0,99.01,100.0,101.01,100.0,100.0,100.0,99.01,99.01,100.0,99.01,101.01,99.01,100.0,100.0,101.01,100.0,101.01,100.0,100.0,100.0,101.01,100.0,101.01,100.0,102.04,100.0,102.04,100.0,100.0,101.01,99.01,99.01,101.41,100.0,99.01,100.0,101.01,100.0,102.04,98.04,100.0,100.0,100.0,101.01,666.67,277.24,112.36,99.01,99.01,99.01,126.67,100.78,154.29,183.24,111.11,249.49,588.97,101.01,100.0,101.01,101.01,101.01,101.01,100.0,100.0,314.51,100.23,217.5,244.17,117.65,175.62,110.1,125.0
68,101.01,101.01,100.0,100.0,101.01,100.0,101.01,100.0,98.04,100.0,99.01,100.0,101.01,100.0,99.01,101.01,99.01,101.01,101.01,100.0,100.0,102.04,99.01,101.01,100.0,100.0,99.01,101.41,100.0,98.04,101.01,101.01,99.01,101.01,100.0,100.0,101.01,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.09,101.01,101.01,100.0,101.01,102.04,100.0,222.64,168.57,101.01,100.0,101.01,101.01,101.01,101.01,100.0,100.0,101.01,100.0,102.04,101.01,100.0,101.01,102.04,101.01,99.01,101.01,99.01,100.0,101.01,101.01,101.01,101.01,98.04,100.0,99.01,100.0,100.0,101.01,100.0,100.0,101.01,100.0,100.0,100.0,99.01,99.01,101.01,101.01,100.0,100.0,101.01,99.01,101.01,100.0,98.04,100.0,100.0,100.0,100.0,101.01,99.01,101.01,100.4,100.0,101.01,101.01,125.71,101.01,118.0,127.39,100.0,100.0,101.01,108.0,230.33,117.65,101.01,587.59,100.0,100.0,101.01,99.01,100.0,100.0,99.01,100.0,99.01,338.55,106.38,2720.0,303.28,101.01,104.31,101.01,124.04
69,98.04,100.0,99.01,101.01,100.0,100.0,99.41,99.01,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.01,101.01,100.0,101.01,100.0,99.01,101.01,99.01,100.0,101.01,102.04,101.01,101.01,100.0,102.04,100.0,99.01,101.01,101.01,101.01,100.0,100.0,101.01,100.0,101.01,101.01,101.41,100.0,102.04,101.01,100.0,99.01,101.01,101.01,100.0,101.01,100.0,99.41,102.04,100.0,100.0,100.0,99.01,101.01,101.01,100.0,99.01,100.0,100.0,100.0,100.0,101.01,100.0,101.01,99.01,100.0,100.0,100.0,100.0,99.01,100.0,99.01,100.0,98.04,100.0,100.0,101.01,101.01,100.0,100.0,102.04,102.04,100.0,101.01,100.0,101.01,100.0,100.0,100.0,100.0,100.0,100.0,100.0,102.04,101.01,100.0,101.01,101.01,101.01,100.0,101.01,101.01,102.04,100.0,100.0,102.04,100.43,176.67,98.04,111.11,100.0,101.01,121.95,100.0,99.01,130.2,99.01,100.0,101.41,101.01,100.0,101.01,100.0,99.01,101.01,100.0,500.0,99.01,99.01,102.04,100.4,101.01,100.65,98.04,99.56
70,100.0,99.01,100.0,99.01,101.01,100.0,102.04,100.0,100.0,101.01,101.01,100.0,101.01,100.0,101.01,100.0,100.0,98.04,100.0,99.01,101.41,100.0,98.04,101.01,101.01,101.01,99.01,99.01,287.8,101.01,99.01,101.01,100.0,101.01,100.0,101.01,100.0,99.01,101.01,101.01,99.01,100.61,101.01,100.0,102.04,101.01,102.04,100.0,99.01,100.0,100.0,100.0,100.61,97.09,102.04,101.41,100.0,101.01,100.0,100.0,99.01,101.01,100.0,100.0,101.01,101.01,100.0,100.0,98.04,102.04,99.01,101.01,98.04,100.0,99.01,100.0,99.01,98.04,101.01,99.01,101.01,101.01,99.01,100.0,101.01,100.0,101.01,100.0,101.01,101.01,100.0,100.0,101.41,100.0,101.41,99.01,101.01,99.01,99.01,101.01,101.01,99.01,100.0,100.0,99.01,100.0,100.0,98.04,101.01,101.01,100.0,99.01,224.26,101.01,105.71,101.01,98.04,99.01,99.01,101.01,101.01,102.04,100.0,100.0,100.4,101.01,101.01,101.01,102.04,100.0,101.01,587.59,101.01,101.01,98.04,99.6,99.01,101.01,100.0,101.01
71,99.01,100.0,100.0,99.01,100.0,100.0,101.01,101.01,100.0,100.0,100.0,101.01,100.0,98.04,100.4,101.01,98.25,100.0,99.01,99.01,100.0,100.0,101.01,101.01,102.04,100.0,100.0,172.41,100.0,421.43,100.0,99.01,100.4,99.01,100.0,99.01,101.01,100.0,98.04,101.01,101.01,100.0,100.0,100.0,101.01,99.01,100.0,101.01,100.0,101.01,100.0,100.0,100.4,101.01,100.0,99.01,99.01,99.01,98.04,99.01,100.0,100.0,100.0,99.01,101.01,100.0,100.4,101.01,100.0,99.01,100.0,100.0,102.04,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,101.01,100.0,101.01,100.0,101.01,101.01,101.01,101.01,100.0,101.01,100.4,99.01,102.04,100.0,100.0,100.0,101.01,100.0,99.01,101.01,102.04,101.01,100.0,101.01,100.0,101.01,101.01,100.0,99.01,100.0,99.01,99.01,100.0,100.42,100.0,100.0,100.0,100.0,101.01,100.0,99.01,100.0,101.01,100.0,101.01,100.0,101.01,100.0,99.01,100.0,99.01,99.01,101.01,100.0,99.01,101.01,101.01,102.04,100.0
72,99.01,100.0,99.01,101.01,100.0,100.0,100.0,100.0,100.0,101.01,102.04,100.0,100.0,101.01,101.01,101.18,99.01,117.65,308.57,101.01,101.01,99.01,98.04,169.49,100.0,101.01,102.04,99.01,100.0,99.01,101.01,100.0,101.01,101.01,101.01,128.21,100.0,101.01,99.01,102.04,4186.67,112.36,100.0,100.0,101.01,323.23,101.01,100.0,100.0,101.01,101.01,101.01,99.6,99.01,167.43,99.01,100.0,100.0,100.0,100.0,101.01,99.01,101.01,100.0,100.0,100.0,99.01,100.0,100.0,101.01,100.0,101.01,100.0,100.0,99.01,100.0,102.04,101.01,101.01,101.01,98.04,100.0,101.01,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,101.01,99.01,101.01,98.04,100.0,100.0,102.04,101.01,101.01,101.01,100.0,101.01,101.01,100.0,101.01,101.01,100.0,101.01,101.01,100.0,102.04,101.01,99.01,98.04,101.01,100.0,100.0,102.04,101.01,101.01,101.41,99.01,102.04,100.0,99.01,99.01,102.0,101.01,101.01,100.0,101.01,101.01,100.0,101.01,101.01,100.0,100.0,100.0
73,100.0,101.01,100.0,99.01,99.01,100.0,100.0,101.01,100.0,100.0,100.0,100.0,102.04,101.01,101.01,100.2,166.82,277.78,222.22,101.01,99.01,100.0,100.0,100.4,102.04,99.01,100.0,101.01,102.04,101.01,100.0,101.01,99.01,99.01,126.58,100.0,129.87,101.01,102.04,100.0,185.19,250.0,100.0,101.01,98.04,100.4,100.0,100.0,101.39,126.58,101.01,100.0,99.41,101.01,101.01,100.0,101.01,101.01,100.0,100.0,100.0,101.01,99.01,101.01,101.01,101.41,101.01,101.01,101.01,101.01,100.0,100.0,100.0,99.01,100.0,101.01,99.01,100.0,99.01,98.04,99.01,101.01,101.01,100.0,101.01,101.01,101.01,101.01,101.01,101.01,102.04,100.0,100.0,102.04,101.01,101.41,102.04,101.01,100.0,101.01,101.01,98.04,100.0,100.0,99.01,100.0,100.0,100.0,102.04,101.01,101.01,101.01,98.43,100.0,102.04,102.04,100.0,100.0,100.0,99.01,101.01,100.0,100.0,100.0,100.0,101.01,101.01,124.36,98.4,100.4,101.01,102.04,100.0,101.01,101.01,99.01,100.0,102.04,101.01,101.01
74,100.0,98.04,100.0,101.01,100.0,100.4,99.01,100.0,100.0,100.0,101.01,102.04,101.01,99.01,101.01,103.09,112.36,98.04,101.01,101.01,100.0,99.01,412.41,99.6,99.41,1196.0,836.92,99.01,99.01,100.0,104.17,100.0,126.58,101.01,101.01,101.01,100.0,210.56,100.0,100.0,100.0,100.0,101.01,100.0,398.67,100.0,101.01,101.01,99.8,101.01,128.21,100.0,99.01,99.01,101.01,100.0,100.0,100.0,100.0,100.0,101.01,100.0,101.01,100.0,101.01,100.0,100.0,100.0,100.0,100.0,99.01,101.01,101.01,100.0,101.01,100.0,102.04,99.41,101.01,101.01,100.0,101.01,99.01,101.01,100.0,100.0,100.0,101.01,101.01,101.01,101.01,101.01,101.01,99.01,100.0,101.01,100.0,101.01,100.0,99.01,100.0,101.01,101.01,100.0,99.01,100.0,100.0,99.01,101.01,101.01,99.01,100.0,99.01,99.01,100.0,100.0,102.04,100.0,99.01,101.01,101.01,101.01,100.0,100.0,100.0,100.0,122.75,101.01,101.01,100.0,100.0,101.01,100.0,102.04,101.01,99.01,101.01,100.0,100.0,100.0
75,100.0,99.01,100.0,100.0,99.01,101.01,101.01,101.01,100.0,99.01,102.04,101.01,102.04,100.0,223.37,100.0,99.01,100.0,100.0,2000.0,101.01,102.04,99.01,100.0,100.61,102.04,100.0,100.0,100.0,100.0,100.0,100.0,100.0,123.46,98.04,101.01,101.01,192.31,308.33,100.0,99.01,101.01,99.01,149.25,100.0,100.0,121.95,101.01,101.01,100.0,101.01,100.0,101.01,99.01,99.01,101.01,100.0,100.0,100.0,100.0,100.0,101.01,98.43,100.0,100.0,99.01,101.01,99.01,101.01,101.01,101.01,101.01,100.0,101.01,100.0,100.0,99.01,101.01,100.0,98.04,100.0,100.0,100.0,99.01,100.0,101.01,100.0,99.01,100.0,100.0,101.01,100.0,100.0,101.01,101.01,98.04,100.0,98.04,101.01,101.01,100.0,100.0,101.01,101.01,102.04,102.04,101.01,101.01,100.0,102.04,101.01,101.01,100.0,100.0,101.01,101.01,100.0,101.01,100.0,101.01,100.0,100.8,102.04,101.01,100.0,99.01,102.04,100.0,101.01,126.46,110.3,100.0,101.01,100.0,101.01,101.01,100.0,100.0,101.01,101.01
76,100.0,100.0,100.0,98.04,99.01,98.04,101.01,100.0,101.01,101.01,101.01,100.0,100.0,99.01,99.01,101.01,100.0,100.0,101.01,243.9,100.0,100.0,100.0,100.4,424.29,98.04,100.4,100.0,101.01,100.0,102.0,100.0,100.0,100.0,101.01,99.01,100.0,100.0,113.64,101.01,101.01,101.01,100.0,101.01,100.0,101.01,100.0,1188.0,9580.0,101.01,100.0,100.0,101.01,100.0,100.0,99.01,100.0,99.01,100.0,100.0,99.01,99.01,99.01,101.01,100.0,99.01,99.01,99.01,100.0,100.0,100.0,100.0,100.0,101.01,100.0,100.0,100.0,98.04,101.01,100.2,100.0,101.01,101.01,102.04,100.0,99.01,101.01,100.0,100.0,100.4,100.0,101.01,101.01,100.0,99.01,101.01,101.01,100.0,100.0,100.0,100.0,100.0,101.01,100.0,99.01,101.01,100.0,100.0,100.0,99.01,100.0,99.01,98.04,100.0,100.0,254.65,101.01,101.01,99.01,100.0,100.0,99.6,100.0,100.0,126.94,100.0,99.01,100.0,100.0,100.8,101.2,100.4,101.01,101.01,100.0,98.04,100.0,102.04,100.0,100.0
77,99.01,101.01,100.0,100.0,101.01,100.0,101.01,100.0,100.0,100.0,100.0,100.0,6300.0,12560.0,102.04,229.69,99.01,101.01,100.0,101.01,101.01,166.67,97.48,99.01,100.0,100.0,99.01,102.04,100.0,102.22,99.39,100.0,101.01,102.04,100.0,100.0,100.0,100.0,101.01,111.11,101.01,100.0,101.01,101.01,100.0,100.0,100.0,100.0,100.0,101.01,101.01,100.0,100.0,101.01,101.41,99.01,100.0,101.41,101.01,101.01,99.41,100.0,99.01,100.0,100.0,100.0,100.0,101.01,100.0,100.0,100.0,100.0,100.0,99.01,100.0,101.01,101.01,98.04,100.0,97.09,100.59,100.0,101.01,100.0,101.01,101.01,101.01,101.01,101.01,100.0,101.01,100.0,102.04,101.01,101.01,100.0,100.0,101.01,101.01,101.01,101.01,101.01,100.0,101.01,100.0,99.01,102.04,100.0,101.01,102.04,100.0,102.04,100.0,99.01,101.01,101.22,99.01,100.0,100.0,101.01,100.0,101.01,101.01,100.0,100.0,126.46,101.01,100.0,111.11,100.2,98.22,101.01,101.01,100.0,99.01,100.4,100.0,100.0,101.01,100.0
78,98.04,99.01,100.0,101.01,100.0,101.01,101.01,99.01,100.0,101.01,101.01,100.0,100.0,101.01,103.09,100.0,101.01,100.2,101.01,100.0,100.0,100.0,101.01,101.01,101.01,100.0,100.0,99.01,99.01,99.8,100.0,100.0,100.0,100.0,101.01,100.0,101.01,100.0,100.4,113.64,101.01,102.45,101.01,100.0,100.0,100.0,100.0,99.01,101.01,100.0,101.01,100.0,102.04,101.01,99.6,101.01,101.01,99.01,99.01,99.01,100.0,101.01,100.0,100.0,99.01,99.01,101.01,100.0,101.01,100.0,99.01,100.0,102.04,100.0,99.01,99.01,100.0,99.01,100.0,100.0,100.0,101.01,101.01,100.0,98.04,101.01,101.01,100.0,99.01,101.01,101.01,101.01,99.01,100.0,100.0,100.0,101.01,98.04,101.01,101.01,100.0,100.0,101.01,100.0,103.09,101.01,100.0,101.01,100.0,101.01,101.01,100.0,100.0,101.01,100.0,100.61,100.0,101.01,182.75,99.01,101.01,100.0,100.0,109.9,100.0,101.01,100.0,101.01,98.9,99.01,101.01,99.01,99.01,110.0,101.01,225.05,120.4,101.01,100.0,108.8
79,101.01,101.01,102.04,98.04,98.04,100.0,101.01,100.0,100.0,100.0,101.01,100.0,99.01,100.0,100.0,102.04,100.0,99.8,100.0,99.01,101.01,99.01,100.39,100.0,101.01,101.01,100.0,101.01,101.01,101.01,101.01,100.0,101.01,100.0,99.01,100.0,100.0,99.01,101.01,97.09,101.01,99.6,100.0,100.0,101.01,102.04,100.0,101.01,101.01,100.0,100.0,101.01,99.01,100.0,101.01,101.01,98.04,100.0,101.01,102.04,101.01,99.01,100.0,100.0,102.04,100.0,101.01,102.04,100.0,99.01,100.0,101.01,101.01,100.0,100.0,99.01,100.0,102.04,100.0,102.04,100.0,101.01,98.04,99.01,100.0,101.01,100.0,101.01,101.41,100.0,100.0,100.0,101.01,101.01,101.01,101.01,99.01,102.04,99.01,100.0,100.0,102.04,101.01,100.0,99.01,101.01,102.04,100.0,100.0,99.01,101.01,192.89,98.04,106.93,100.0,100.0,99.01,142.72,104.62,109.6,99.01,99.01,125.2,99.01,101.01,99.01,100.0,100.0,99.01,100.0,99.01,101.01,111.02,109.76,124.36,97.48,100.4,164.04,100.0,101.33
80,98.04,100.0,100.0,100.0,100.0,101.01,100.0,101.01,100.0,99.01,101.01,98.04,100.0,101.01,100.0,101.01,101.01,101.01,99.01,100.0,99.01,102.04,98.8,101.01,101.01,101.01,101.01,99.01,100.0,100.0,101.01,101.41,102.04,101.01,101.01,102.04,101.01,101.01,100.0,100.0,100.0,100.0,100.0,102.04,100.0,101.01,102.04,100.0,101.01,101.01,100.0,101.01,101.01,99.01,98.04,100.0,100.0,102.04,101.01,99.01,101.01,101.01,98.04,100.0,97.09,98.04,100.0,99.01,101.01,102.04,101.01,101.01,99.01,102.04,101.01,101.01,100.0,100.0,100.0,99.01,99.01,100.0,100.0,101.01,100.0,98.04,100.0,100.0,100.0,102.04,101.01,100.0,100.0,101.01,101.01,100.0,102.04,97.09,100.0,101.01,101.01,99.01,100.0,100.0,99.01,100.0,98.43,100.0,101.01,102.04,100.0,100.0,101.01,101.1,101.01,100.0,102.04,232.56,101.01,100.2,743.53,101.01,102.04,100.0,99.01,101.01,101.01,100.0,102.04,101.01,100.0,100.0,98.04,99.01,100.0,100.0,100.0,101.01,100.0,109.13
81,100.0,100.0,100.0,101.01,100.0,99.01,100.0,99.01,99.01,100.0,100.0,101.01,101.01,100.0,100.0,101.01,100.0,101.01,101.01,101.41,101.01,101.01,100.0,99.01,100.0,100.0,100.0,101.01,101.01,100.0,102.04,99.01,101.01,100.0,101.01,100.0,100.0,101.01,99.01,102.04,101.01,100.0,101.01,100.0,101.01,100.0,100.0,100.0,100.0,100.0,102.04,100.0,102.04,100.0,101.01,100.0,101.01,100.0,100.4,100.0,99.01,100.0,99.01,101.01,101.01,100.0,99.01,100.0,101.01,99.01,99.01,100.0,101.01,100.0,100.0,101.01,101.01,101.01,100.0,99.01,100.0,99.01,99.01,100.0,100.0,100.4,100.0,101.01,101.01,99.01,101.01,101.01,101.01,99.01,100.0,101.01,99.01,102.04,101.01,101.01,100.0,101.01,102.04,100.0,102.04,100.0,101.01,101.01,100.0,100.0,101.01,100.0,109.49,100.0,107.53,100.0,99.01,100.0,100.0,98.8,100.0,102.04,100.0,101.01,100.0,101.01,99.01,100.0,99.01,99.01,100.0,109.2,100.0,101.01,101.01,99.01,99.6,100.0,99.01,100.0
82,98.04,100.0,99.01,98.04,99.01,100.0,101.01,100.0,100.0,100.0,101.01,101.01,101.01,101.01,100.0,99.01,100.0,101.01,101.01,101.01,100.0,101.01,101.01,99.01,100.0,100.0,100.0,101.01,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,101.01,101.01,102.04,99.01,100.0,101.01,101.01,100.0,100.0,100.0,101.01,101.01,102.04,99.01,101.01,101.41,99.01,100.0,100.0,100.0,100.0,100.0,99.01,100.0,100.0,101.01,100.0,101.01,100.0,101.01,101.01,100.0,101.01,101.01,100.0,100.0,100.0,100.0,100.0,99.01,99.01,100.0,99.01,101.01,101.01,100.0,99.01,100.0,100.0,100.61,100.0,101.01,98.04,100.0,100.0,100.0,100.0,101.01,101.01,100.0,101.01,101.01,101.01,99.01,101.01,100.0,100.0,100.0,100.0,100.0,100.0,99.01,100.0,101.01,101.01,100.0,100.0,101.01,101.01,101.01,101.01,100.0,101.01,100.0,98.04,101.01,101.01,101.01,100.0,99.01,101.01,212.13,100.0,101.01,101.01,100.0,99.01,101.01,101.01,100.0,102.45,102.04,100.0,100.0
83,100.0,100.0,100.0,100.0,101.01,100.0,101.01,100.0,100.0,101.01,100.0,101.01,99.01,101.01,100.0,101.01,101.01,100.0,98.43,101.01,100.0,100.0,100.0,101.01,100.0,102.04,101.01,100.0,102.04,101.01,99.01,100.0,101.01,98.04,100.0,101.01,101.01,100.0,100.0,101.01,101.01,100.0,99.01,101.01,99.01,100.0,101.01,99.01,100.0,102.04,100.0,97.65,101.01,100.0,101.01,100.0,100.0,101.01,100.0,100.0,100.0,101.01,100.0,101.01,99.01,99.01,101.01,100.0,100.0,99.01,100.0,101.01,101.01,99.01,100.0,101.01,101.01,100.0,100.0,100.0,100.0,101.01,100.0,101.01,100.0,99.41,100.0,99.01,102.04,100.0,101.01,100.0,101.01,102.04,100.0,101.01,100.0,98.04,100.0,101.01,101.01,100.0,101.01,100.0,100.0,100.0,99.01,101.01,101.01,101.01,99.01,101.01,100.0,99.01,101.01,101.01,100.0,101.01,100.0,100.0,100.0,99.01,100.0,101.01,100.0,101.01,217.01,100.0,100.0,101.01,101.01,100.0,100.0,100.0,101.01,100.0,100.0,100.0,100.0,102.04
84,99.01,99.01,101.01,100.0,99.01,100.0,100.0,101.01,100.0,100.0,101.41,99.01,101.01,100.0,167.06,102.04,100.0,98.04,101.01,101.01,100.0,100.0,101.01,99.01,99.01,100.0,99.01,101.01,99.01,100.0,102.04,100.0,101.01,100.0,99.01,99.01,100.0,101.01,102.04,100.0,99.01,101.01,100.0,100.0,100.0,101.01,101.01,101.01,101.01,100.0,100.0,144.95,146.0,99.01,100.0,99.01,100.0,99.01,100.0,101.01,101.01,101.01,99.01,100.0,101.01,100.0,100.0,100.0,99.01,101.01,99.01,99.41,100.0,102.04,101.01,100.0,99.01,98.04,99.01,101.01,100.0,99.01,101.01,101.01,102.04,100.0,100.0,102.04,100.0,101.01,99.01,102.04,100.0,98.04,102.04,100.0,100.0,98.04,101.01,99.01,101.01,100.0,100.0,100.0,101.01,100.0,101.01,100.0,100.0,100.0,101.01,100.0,101.01,101.01,99.01,100.0,100.0,101.01,100.0,99.01,99.01,102.04,101.01,101.01,102.04,100.0,99.01,101.01,101.01,214.55,215.16,99.01,102.04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
