journal_latency,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
183,0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.0,0.0,0.001,0.0,0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
184,0.001,0.001,0.001,0.001,0.001,0.002,0.0,0.001,0.001,0.001,0.0,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0,0.001,0,0,0.001,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
185,0,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.002,0.0,0.0,0.0,0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
186,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.002,0.0,0.0,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.0,0.002,0.001
187,0.001,0.0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.0,0,0.001,0.0,0.0,0,0.001,0.0,0.0,0,0.001,0.0,0.0,0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0,0.001,0.001,0.003,0.001
188,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.0
189,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0
190,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.0,0.001,0.0,0.0,0.001,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.001,0,0.0,0.0,0.001,0,0.0,0.001,0.001,0.0,0.0,0.001,0.0,0,0.001,0.0,0.0,0.001
191,0.0,0.0,0.0,0.0,0.001,0.001,0,0.002,0.002,0.003,0.0,0,0.0,0.0,0,0.001,0.0,0.0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
192,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0.0,0.0,0.0,0,0.001,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001
193,0.001,0.0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0,0.001,0.001,0.001
194,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0,0.001,0.0,0.0,0.0,0.001,0.001,0.0,0,0.0,0.0,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001
195,0.0,0.001,0.0,0.001,0.0,0.0,0.001,0.001,0.0,0.001,0.0,0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.001,0.001,0.001,0.0,0.0,0.0,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.0,0.0,0.001,0.001,0.001,0.001
196,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
197,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0,0.001,0.0,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
198,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.0,0.0,0.001,0.001,0.0,0.001,0.001,0.0,0,0.001,0.0,0.001,0.0,0.001,0.001,0.0
199,0.001,0.0,0.0,0.0,0.001,0.0,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.0,0.0,0,0,0.0,0.0,0.0
200,0.001,0.001,0.001,0,0.001,0.001,0.0,0.002,0.001,0.001,0.001,0.0,0.001,0.001,0.0,0.0,0,0.001,0.0,0.0,0.002,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.0,0.001,0.0,0.0,0.001,0.0,0.001,0.001,0.0,0.0,0.0,0.001
201,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001
202,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0,0.001,0.0
203,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.002,0.002,0.002,0.001,0.0,0.0,0.001,0.001,0.0,0.001,0.001,0,0.001,0.001
204,0.001,0.001,0.001,0.001,0,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.002,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001
205,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.002,0.001,0.002,0.001,0.001,0.003,0.0,0.0,0.0,0,0.0,0.001,0.001,0,0.001,0.001
206,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.002,0.001,0.002,0.001,0.0,0.001,0.003,0.003,0.001,0.001,0.0,0.001,0.001,0.001,0,0.0,0.001,0.001,0.001,0.0,0.001,0.001,0.0,0.001,0.0,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001
207,0.0,0.0,0.001,0.0,0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
208,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0,0.001,0.0,0.001,0,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0,0.0,0.001,0.0,0.0,0,0.0
209,0,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.0,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.001,0.001,0.001,0.0,0.0,0.001,0,0.0
210,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0,0.0,0.0,0.001,0,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.0,0.001,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
211,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.001,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0,0.0
212,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.0,0.001,0.001,0,0.001,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.001,0.001,0.0,0.001,0.0,0.001,0.001,0.001,0.0,0.001,0.0,0.001,0.0,0.0,0,0.0
213,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.0,0.0,0,0.0,0.001,0.001,0.001,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
214,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.0
215,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.0,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.001,0.001,0.001,0
216,0.001,0.002,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0,0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.002
217,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.0,0,0.0,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
218,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.0,0.0,0.001,0.001,0.001,0.0,0.0,0.0,0,0.0,0.001,0.0,0.001,0.001,0.001,0.0,0.0
219,0.001,0.0,0.0,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.0,0,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.001,0.0
220,0.001,0.002,0.002,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001
221,0.0,0.001,0,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0,0.001,0.001,0.001,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0,0.0,0.001,0.0,0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0,0,0.001
222,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
223,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.002,0.001,0.0,0.001,0.001,0.001,0.001,0.0,0,0.0,0.0,0.0
224,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0,0.0,0.001,0.001,0.001,0.0,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
225,0.001,0.0,0.0,0,0.0,0.0,0.0,0,0.001,0.001,0.0,0.0,0,0.001,0.001,0.001,0,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.001,0.001,0.001,0.002,0.001,0.001,0.001
226,0.0,0.0,0.001,0,0.0,0.0,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0,0.0,0.0,0.0,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001
227,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.002,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001
228,0.001,0.001,0.001,0,0.001,0.0,0.0,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001
229,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
230,0,0.001,0.0,0,0.001,0.001,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.0,0.001,0.002,0,0.002,0.001
231,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.001,0.0,0.0,0.002,0.0,0.0
232,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.003,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0
233,0.001,0.001,0.001,0.001,0.002,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.0,0.001,0.0,0.002,0.001,0.0,0.001,0,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0,0.001,0.0,0.0,0.001,0.0,0.001,0.0,0,0.0,0.0
234,0.0,0.001,0.001,0.001,0,0.001,0.0,0.001,0.001,0.001,0.0,0.001,0.0,0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.0,0.0
235,0.001,0.001,0.001,0.0,0,0.0,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0,0.0,0.001,0.001,0.001,0.0,0.0,0.001,0,0.001,0.0,0.001,0.001,0.0,0.001,0.001,0.003,0.001,0.0,0.001,0.0,0.0,0.001,0.001,0.001,0.001,0.001
236,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.002,0.0,0.001,0.001,0.001,0.001,0.001,0.0,0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
237,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0,0.001,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0,0,0.0,0.001,0.0,0,0.0
238,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0,0.001,0.001,0.001,0,0.001
239,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.001,0.001,0.001,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0,0.001,0.0,0.001,0.0,0.0,0.001,0.001,0.0,0.001,0.001,0.001,0,0.001,0.0,0.001,0.001,0.0
240,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.0,0.001,0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.001,0.002,0.001
241,0.001,0.001,0.001,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.001,0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0
242,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.001,0,0.0,0.0,0.001,0,0.0,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
243,0.001,0,0.0,0.0,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0
244,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
245,0.001,0,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.0,0.001,0.0,0.001,0,0.001,0.001,0.0,0.001,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.003
246,0.001,0.002,0.001,0.0,0.0,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.001,0,0.0,0.0,0.001,0.001
247,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.001,0,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0,0.001,0.0,0.001,0,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001
248,0.0,0.0,0,0.0,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0,0.0,0.0,0.001,0.001,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
249,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.0,0.0,0,0.001,0.0,0.0,0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.0
250,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
251,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.001,0.0,0,0.001,0.001,0.001,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0
252,0.001,0.0,0,0,0.001,0.0,0.0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.0,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0,0.0,0.001,0.001,0.001,0.001,0.001,0.0
253,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.0,0.001,0,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001
254,0.001,0.0,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.001,0.001,0.0,0.001,0,0.0,0.0,0.001,0.001,0.0,0.001,0.001,0,0.0,0.0,0.0,0.007,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001
255,0.0,0.001,0.001,0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.0,0,0.0,0.001,0.001,0,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.001,0.0,0.0,0.002
256,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.002,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
257,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0,0.002,0.001,0.001,0.002,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0,0.0,0.0,0.001,0,0.001,0.0
258,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.0,0,0.0,0.001,0.001,0,0.001,0.0,0.001,0.002,0.001,0.0,0.001,0.002,0.001,0.0,0.001,0,0.001,0.001
259,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.001,0.0,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0,0.001,0.0,0.0,0,0.0,0.0,0.001,0,0.0,0.0,0.0,0,0.001,0.001
260,0.001,0.0,0.001,0.0,0,0.001,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.001,0,0.0,0.0,0.0,0,0.001,0.001,0.0,0,0.0,0.0,0.001,0,0.0,0.0
261,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0,0.001,0.0,0.0,0.001,0.001,0.0,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.005,0.001,0.001,0.001,0.001,0.001,0.001
262,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.002,0.001,0.001
263,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.001,0,0.0,0.001,0.0,0.001,0.0,0.001
264,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0,0.001,0.001,0.0,0.0,0.001,0.001,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.0,0,0.0,0.0,0.0,0.0,0.001,0.0
265,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.0,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001
266,0,0.001,0.0,0.001,0.0,0.002,0.0,0.001,0.001,0,0.001,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0,0.001
267,0,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.001,0.0
