w_await,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
87,503.0,2082.0,370.53,1651.2,6344.0,2180.0,1001.23,1460.67,206.46,2372.57,788.16,0.0,0.0,178.4,854.86,2472.0,347.5,560.89,197.57,936.62,2320.0,445.09,420.57,2194.29,2798.67,598.0,4084.0,924.0,3572.0,282.0,895.11,435.33,984.0,747.0,698.4,5278.0,188.55,1444.0,1280.36,2401.14,332.0,386.67,1429.6,564.5,0.0,1648.89,278.55,1764.0,936.44,332.47,316.47,315.25,685.6,900.67,1989.0,1676.44,1076.0,279.35,424.0,2250.0,258.67,803.2,640.44,633.2,378.29,839.73,0.0,2150.0,3105.6,1182.8,521.6,3007.43,1763.25,369.71,1851.2,616.73,1290.57,721.67,496.0,1335.37,780.57,646.36,456.0,421.5,0.0,1251.64,412.0,0.0,0.0,1081.14,0.0,0.0,0.0,0.0,0.0,0.0,732.0,0.0,152.0,1392.0,1238.0,922.0,2484.0,1202.53,1596.0,2235.5,296.44,390.55,1330.95,168.0,0.0,100.0,521.82,144.8,0.0,0.0,0.0,385.5,989.82,1147.33,1253.14,803.38,2038.0,1377.14,484.4,3582.67,615.6,624.0,3340.57,1317.33,2127.43,911.79,700.8,1235.73,1361.33,490.0,769.33,244.0,518.0,1180.0
88,4280.0,2716.57,6344.0,784.44,1885.33,3040.0,861.33,499.0,4090.0,3481.0,8.8,747.2,0.0,0.0,746.82,545.75,1063.64,1225.67,798.0,574.67,1121.33,471.25,503.43,801.33,1068.5,1303.11,5758.0,0.0,590.0,0.0,927.64,0.0,539.05,1074.0,610.25,106.67,0.0,2271.33,115.43,296.57,2398.67,917.25,1710.86,1128.8,942.86,467.33,0.0,528.86,512.89,1767.67,463.4,1114.18,713.33,1387.5,491.0,101.33,1360.89,3188.0,1449.65,697.56,1277.0,600.0,1257.78,1235.33,1054.0,2757.0,4201.0,576.0,1428.0,25.2,1850.4,1711.0,1077.0,565.5,1668.0,2754.67,0.0,0.0,890.0,303.2,0.0,0.0,1298.67,427.83,534.17,406.0,1794.0,1995.0,1294.22,428.4,583.4,784.42,988.63,1092.0,370.43,622.12,914.22,1092.0,957.07,684.53,573.57,1125.6,837.9,0.0,409.0,0.0,696.0,860.0,1366.0,1107.33,1437.71,668.5,731.5,1119.43,372.25,0.0,0.0,738.22,742.95,720.0,168.5,465.6,546.67,1707.64,1400.0,4.0,648.0,727.5,0.0,3456.0,146.4,342.0,861.91,881.33,438.67,3927.0,920.47,1306.0,1075.03,1179.79
89,1542.86,0.0,1036.5,1519.0,5024.0,1508.0,480.33,1072.44,2607.5,468.0,0.0,772.67,2105.0,0.0,45.6,635.08,3978.67,621.85,0.0,595.73,2132.57,899.33,6880.0,0.0,712.7,929.85,848.0,1130.8,799.64,1756.0,411.88,2004.8,690.67,520.0,726.67,0.0,1056.0,117.47,914.0,1242.18,1364.0,0.0,0.0,470.0,1624.67,0.0,693.19,395.06,1714.29,758.0,657.67,263.03,418.17,6360.0,909.2,5492.0,0.0,780.92,0.0,1052.0,0.0,585.47,797.09,1005.5,1815.27,1538.0,709.78,1072.44,1610.4,430.32,870.4,0.0,272.67,1139.5,1940.0,1664.57,1088.0,926.82,604.75,883.6,1197.45,886.29,300.24,161.14,154.74,863.0,348.0,138.22,312.0,214.0,278.0,491.2,504.57,46.55,240.0,197.78,460.0,360.57,0.0,145.14,206.91,1416.0,353.78,660.57,422.67,571.45,792.0,338.0,615.71,390.67,0.0,2359.33,165.2,482.67,320.33,777.89,0.0,538.14,1660.67,1380.0,669.26,2180.0,1272.67,527.0,839.41,2438.0,689.33,288.36,0.0,0.0,1323.33,5488.0,311.0,177.6,2704.8,297.5,563.56,105.85,566.0,3916.0
90,900.8,586.95,1145.6,495.2,837.43,1031.43,945.5,351.82,756.0,764.0,1767.56,1534.0,416.0,978.25,433.57,0.0,0.0,1532.0,2925.33,439.43,1141.33,121.0,0.0,2624.0,115.27,395.69,0.0,1711.33,4136.0,225.6,0.0,0.0,394.0,1754.4,0.0,4596.0,0.0,777.5,829.68,300.31,571.43,3408.0,2376.0,1225.68,258.13,1466.67,819.33,191.0,220.41,0.0,726.67,0.0,355.33,812.47,1108.44,941.41,1504.0,912.0,534.96,700.15,0.0,3048.0,502.0,291.67,484.33,0.0,514.44,411.83,252.29,1293.71,865.14,662.67,1362.67,1035.43,481.43,810.11,112.42,382.0,470.0,425.5,2498.0,212.0,1357.33,428.36,527.25,0.0,662.96,1950.67,2110.67,1011.06,694.59,318.48,1600.0,721.52,1057.33,497.43,713.68,542.56,716.31,476.0,538.93,892.75,618.71,149.2,679.65,175.08,1092.17,506.4,353.09,688.83,624.87,330.67,535.58,984.0,533.68,145.43,2013.0,9.33,0.0,1218.0,1872.57,726.86,774.4,0.0,119.0,2250.5,0.0,0.0,2662.86,703.67,192.0,588.4,0.0,0.0,1700.0,720.0,2712.0,0.0,816.0,4.0
91,1120.0,146.0,717.2,700.0,436.0,381.0,240.0,62.46,0.0,1492.0,335.27,295.43,0.0,144.0,100.0,527.45,665.03,102.0,959.2,1068.0,681.6,1132.5,0.0,1882.86,594.0,0.0,3556.0,0.0,908.44,1479.0,0.0,2524.0,179.6,198.86,1501.14,949.87,1425.63,4.0,678.77,1873.33,1056.95,786.07,284.14,708.0,0.0,82.12,0.0,1271.38,736.67,1223.67,0.0,0.0,0.0,3660.0,0.0,171.11,0.0,756.0,872.8,397.71,310.37,923.2,1142.67,666.0,298.22,427.33,0.0,306.0,918.0,750.46,805.33,1205.33,159.0,542.0,1132.57,0.0,834.73,629.88,1041.43,455.33,486.62,621.58,580.0,973.33,1627.67,1344.17,487.64,675.0,770.77,555.58,645.33,1511.56,2124.0,739.04,1810.18,1807.0,1613.45,1575.2,412.52,2287.2,716.0,955.76,1540.0,1004.5,1305.71,389.33,483.29,97.33,1023.53,894.46,489.17,579.0,1329.75,720.0,1061.0,195.14,1906.67,1692.0,0.0,0.0,2552.0,523.33,4314.67,538.77,506.0,0.0,0.0,1763.33,679.16,112.0,210.0,3370.5,1784.27,2353.2,1548.67,633.65,835.86,623.11,554.8,0.0
92,2166.0,498.0,0.0,502.44,1221.89,549.33,1222.25,1029.2,401.6,386.8,0.0,441.0,2712.0,754.67,0.0,93.0,108.42,788.6,760.0,0.0,0.0,687.45,1268.7,0.0,440.67,889.26,818.59,298.43,94.0,220.67,1070.32,0.0,1272.67,594.67,733.33,302.0,14.67,4012.0,440.0,641.23,0.0,40.57,1445.82,0.0,926.71,984.8,0.0,424.8,319.0,495.25,1705.45,0.0,0.0,627.76,426.3,424.44,828.8,1453.45,492.89,319.06,78.29,488.0,285.45,583.07,1472.0,0.0,862.57,520.14,682.8,962.86,419.2,1011.0,573.8,1061.6,1312.0,211.5,653.0,520.38,1580.0,583.43,957.33,714.67,1237.6,125.75,70.29,522.74,349.14,0.0,508.4,196.8,4.0,351.33,412.0,44.5,889.0,178.67,633.33,8.0,217.71,0.0,71.48,12.0,0.0,524.17,0.0,945.18,634.0,0.0,0.0,188.0,327.0,781.82,0.0,1303.0,1484.0,399.52,322.0,1168.0,1878.0,1058.55,631.0,638.67,841.12,974.22,0.0,597.39,1435.0,242.89,2192.0,0.0,0.0,0.0,546.95,239.0,4684.0,359.47,29.08,750.86,0.0,1743.6
93,542.0,413.0,790.0,832.0,412.31,1445.33,1288.31,892.67,682.88,301.5,541.6,0.0,340.0,993.65,1916.92,0.0,733.78,197.55,1287.33,1218.57,1187.25,666.67,672.27,771.78,1872.0,663.67,538.67,464.0,0.0,125.5,711.5,1436.62,1286.67,937.41,0.0,0.0,0.0,429.54,621.5,726.86,575.0,761.33,658.67,854.15,61.25,384.15,1852.27,506.29,1489.33,0.0,637.33,1267.2,2862.22,508.95,366.91,1863.0,1238.67,532.0,534.93,553.78,580.63,360.85,1051.6,652.0,292.91,660.11,758.08,431.29,564.47,757.0,683.33,528.0,481.82,205.33,1680.0,1533.43,1738.0,323.76,0.0,168.5,1426.0,497.6,580.0,0.0,816.0,174.34,453.14,1978.0,377.5,0.0,367.0,0.0,0.0,0.0,1396.0,627.2,0.0,605.0,1162.18,1784.0,0.0,0.0,417.41,71.11,788.0,292.57,717.33,2400.0,815.33,2412.0,0.0,709.6,2408.0,1988.0,607.0,5.67,370.22,756.31,2372.0,214.09,1180.91,189.87,0.0,2476.0,0.0,112.0,2405.33,253.33,538.86,1021.53,1119.53,0.0,664.0,620.0,1022.67,4940.0,550.4,126.0,3120.5,929.71
94,1918.77,2196.0,188.41,478.0,1890.0,466.0,1000.0,0.0,637.56,0.0,298.77,0.0,0.0,0.0,1264.0,0.0,176.09,0.0,383.2,0.0,245.25,1300.0,1169.0,148.8,1022.57,788.0,704.4,0.0,0.0,0.0,908.22,1467.17,0.0,993.6,566.4,656.0,652.7,0.0,474.7,1397.33,54.87,672.62,712.5,4124.0,1832.0,204.0,142.75,1103.78,820.73,642.0,182.5,2736.0,310.0,520.0,0.0,620.0,329.0,1516.53,564.8,788.0,1324.86,1143.33,1525.0,1620.0,853.33,1347.25,151.27,253.11,857.78,634.67,1229.33,812.0,92.0,610.4,644.8,1166.5,816.0,0.0,830.67,869.33,0.0,1768.0,1436.0,412.18,1456.0,538.0,2610.4,1231.5,1133.33,1033.14,1151.38,2875.0,1150.93,1698.86,5100.0,1205.33,569.88,1070.77,938.4,2094.4,1795.56,609.45,1712.0,1226.0,1865.5,877.33,1090.0,2401.33,0.0,761.47,961.0,0.0,1748.89,176.8,861.33,0.0,0.0,53.78,343.11,3080.0,50.0,0.0,726.5,389.74,0.0,0.0,5116.8,1862.0,2788.0,495.43,255.2,1275.2,382.46,285.21,918.86,829.5,484.25,426.4,500.0,1076.57
95,329.6,0.0,262.4,0.0,12.0,0.0,0.0,0.0,168.57,0.0,0.0,1511.04,0.0,0.0,1625.5,1394.37,0.0,0.0,0.0,561.09,1984.0,976.7,459.27,0.0,1016.0,268.63,94.67,0.0,2221.82,0.0,322.0,968.0,437.26,976.0,0.0,920.0,233.33,182.48,0.0,0.0,0.0,0.0,0.0,2784.0,649.47,0.0,0.0,1708.0,731.0,246.29,670.4,232.67,0.0,2140.0,0.0,0.0,0.0,250.0,0.0,0.0,216.57,354.67,1204.0,0.0,0.0,0.0,0.0,0.0,356.0,0.0,140.0,0.0,0.0,444.67,0.0,0.0,1685.14,1040.0,1250.93,896.73,1444.5,1194.29,853.6,1433.23,784.6,877.0,491.37,655.33,391.37,1319.06,672.67,394.25,873.33,814.55,1200.2,600.0,533.57,688.19,701.82,489.6,351.31,776.92,827.33,597.67,1370.55,1995.33,506.75,721.69,1938.86,559.8,1143.2,557.93,1119.27,554.17,1282.77,0.0,0.0,384.25,343.41,240.49,502.0,0.0,248.55,0.0,1219.03,0.0,193.87,1248.0,0.0,1540.0,0.0,2058.67,258.86,0.0,812.38,494.0,4.0,192.0,0.0,317.57
96,0.0,1533.56,0.0,840.71,854.0,5800.0,716.86,1426.53,0.0,1370.82,0.0,128.8,1258.81,1114.56,0.0,1278.67,0.0,2025.0,0.0,473.14,0.0,103.53,232.0,0.0,2062.67,0.0,0.0,1632.0,416.0,1405.76,312.89,0.0,173.27,322.93,0.0,0.0,582.0,1238.0,637.2,1025.18,0.0,0.0,396.14,491.22,0.0,0.0,458.26,872.0,745.33,0.0,354.12,0.0,1097.5,950.5,1996.0,2548.36,2857.33,357.6,1898.0,1383.0,0.0,0.0,623.03,1056.44,0.0,0.0,823.08,3057.33,721.86,1229.87,0.0,1730.46,1365.25,0.0,604.44,794.15,1274.13,920.89,104.75,381.62,759.0,838.0,0.0,247.6,186.8,987.8,4.67,1540.0,0.0,132.0,0.0,3522.0,0.0,0.0,392.0,0.0,0.0,0.0,0.0,0.0,2260.0,0.0,0.0,741.29,0.0,348.0,0.0,678.0,1299.43,0.0,938.5,282.96,578.0,19.11,287.0,1438.12,0.0,279.89,1136.0,708.0,273.12,620.4,0.0,0.0,3716.0,1838.0,0.0,0.0,2223.75,926.18,1884.0,1190.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0
97,1327.62,718.33,1347.37,1107.2,671.33,1147.38,841.09,426.33,1180.0,1320.57,1106.94,1282.0,0.0,244.0,3824.0,631.58,4317.33,675.58,1958.0,0.0,1732.87,774.0,0.0,1402.29,288.32,0.0,0.0,519.7,3540.0,356.0,166.4,1416.0,0.0,201.82,0.0,3230.0,0.0,0.0,50.0,550.8,7638.0,6098.0,605.33,5.33,0.0,848.24,83.06,854.86,585.54,0.0,0.0,1171.25,937.25,772.0,1452.2,317.83,912.0,1040.0,1232.31,428.0,1194.22,1121.56,536.0,704.25,895.41,962.67,173.78,747.82,766.86,322.59,2242.33,0.0,484.5,1014.0,644.96,788.0,255.33,544.0,670.0,278.8,4.0,256.0,921.68,565.56,673.33,0.0,369.45,899.67,1280.86,705.0,550.35,532.52,382.51,817.75,458.48,371.08,1177.2,768.0,573.44,502.38,810.67,525.05,513.12,0.0,917.33,0.0,578.27,292.83,208.0,1126.67,485.33,0.0,319.28,0.0,421.82,248.0,752.83,0.0,0.0,0.0,25.6,790.5,0.0,0.0,0.0,1306.18,0.0,0.0,288.96,705.71,0.0,365.33,0.0,0.0,0.0,0.0,0.0,0.0,8444.0,0.0
98,362.13,7464.0,384.44,0.0,656.86,2050.4,1319.0,0.0,351.0,3920.0,503.0,0.0,2812.0,4740.0,0.0,778.8,1155.11,0.0,1407.27,0.0,384.8,599.22,0.0,827.26,374.91,0.0,0.0,0.0,1737.71,0.0,0.0,1207.47,0.0,0.0,3124.44,712.67,2929.14,0.0,0.0,581.57,883.0,1206.29,0.0,0.0,0.0,515.64,0.0,0.0,0.0,1220.5,0.0,0.0,0.0,0.0,133.71,0.0,1824.0,841.85,692.0,0.0,364.55,357.45,325.33,2510.0,426.6,379.38,832.5,1978.67,892.67,1572.8,357.33,840.89,582.0,307.04,0.0,1800.0,2726.0,1044.36,568.86,567.3,372.21,847.75,541.0,548.0,1470.0,1856.0,344.67,49.0,424.0,1045.33,624.4,501.8,512.0,160.12,124.73,109.44,615.33,1072.0,156.34,1534.67,87.48,182.91,41.82,323.46,334.91,623.57,125.69,98.33,518.81,262.0,12.0,0.0,374.29,0.0,294.93,4036.0,482.29,0.0,0.0,0.0,0.0,320.8,5306.0,2374.0,341.38,415.0,1112.0,0.0,103.69,0.0,0.0,226.0,829.38,1340.0,1559.14,576.0,989.06,2774.86,2358.0,0.0
99,0.0,341.6,472.31,521.82,608.15,278.33,554.91,694.0,3511.2,407.78,2206.0,1264.94,4.0,0.0,5080.0,0.0,0.0,568.25,1180.0,1050.15,105.14,0.0,1296.86,0.0,0.0,1908.44,2175.2,0.0,684.0,2360.0,3384.0,934.67,1334.15,0.0,876.29,0.0,521.33,0.0,0.0,117.19,256.71,1168.0,170.5,0.0,620.56,307.0,0.0,0.0,0.0,1578.67,885.33,1248.67,0.0,544.8,1604.0,537.0,498.93,460.0,1300.62,554.88,2380.0,2964.0,410.86,341.07,0.0,713.33,686.15,229.47,319.81,723.67,1676.57,335.3,504.4,327.76,620.25,284.31,269.1,634.55,0.0,169.11,360.36,519.64,0.0,313.33,0.0,1647.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,816.0,0.0,0.0,0.0,0.0,0.0,289.33,0.0,57.87,454.0,84.67,0.0,371.85,0.0,266.67,371.33,0.0,0.0,612.65,0.0,2024.73,84.73,276.8,4652.0,2700.0,1716.4,1300.52,0.0,317.33,1284.2,2831.0,1420.0,1796.0,3350.55,1554.94,488.0,0.0,907.2,0.0,673.14,1818.0,788.14,786.33,1185.67,2192.0,916.0,976.83
100,308.75,261.67,365.08,254.0,45.88,77.14,94.86,0.0,1891.0,0.0,5.78,0.0,0.0,538.29,1708.0,281.0,668.0,3574.67,620.21,4085.6,772.5,0.0,1592.0,0.0,0.0,1849.6,2065.14,1534.86,0.0,326.4,842.07,213.47,1157.91,2781.6,0.0,2600.8,0.0,1692.0,1696.44,0.0,1631.33,2872.0,152.5,1355.27,1042.0,1339.5,716.91,6284.0,0.0,0.0,1661.33,650.4,642.33,0.0,167.2,304.36,49.6,747.0,35.64,55.73,411.81,530.57,0.0,124.0,986.67,720.0,61.71,0.0,624.67,0.0,424.85,192.8,896.0,226.82,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1299.43,714.38,8.0,0.0,0.0,1591.2,694.62,871.67,514.8,883.5,606.0,220.0,0.0,0.0,0.0,712.0,374.0,187.0,0.0,0.0,0.0,462.46,1410.8,1188.0,7900.0,0.0,0.0,2960.0,2802.4
101,61.47,0.0,457.33,0.0,0.0,213.0,0.0,0.0,80.63,0.0,386.77,0.0,0.0,0.0,2892.0,0.0,619.03,0.0,8.0,740.0,0.0,0.0,0.0,2535.33,1775.56,0.0,0.0,0.0,0.0,0.0,485.33,99.27,0.0,648.6,304.89,1371.62,483.69,681.67,1081.71,0.0,290.71,354.91,0.0,1371.0,0.0,646.0,1157.5,1419.56,829.6,469.33,0.0,2323.67,2564.0,0.0,0.0,0.0,0.0,93.82,0.0,0.0,330.0,364.0,0.0,0.0,752.0,209.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0,113.33,0.0,0.0,0.0,0.0,2306.0,0.0,0.0,0.0,700.73,5928.0,1466.12,0.0,1886.55,1327.53,1463.24,3189.33,1196.36,1733.0,0.0,1305.43,1416.0,1648.27,2225.25,1806.15,1233.71,2698.0,2873.82,1060.0,882.44,0.0,1008.36,0.0,1101.14,1674.1,0.0,663.42,1114.06,0.0,1372.0,0.0,3363.2,0.0,0.0,158.8,5791.0,770.0,328.67,0.0,4294.67,243.38,0.0,0.0,1606.0,306.86,0.0,1642.89,3373.43,1526.4,899.43,16.0,1868.0,38.29,1484.67,1961.71,1277.33,2584.0
102,0.0,0.0,1628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972.0,3125.71,0.0,871.0,1598.6,98.86,5336.0,0.0,2057.33,0.0,917.41,1873.78,0.0,1080.0,348.57,216.82,792.53,0.0,396.0,0.0,0.0,723.0,278.0,527.5,0.0,4217.71,699.2,3149.33,0.0,0.0,632.0,0.0,398.0,1392.33,0.0,0.0,355.33,1240.0,1046.36,0.0,2087.2,2064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1240.16,1151.67,968.67,396.8,1712.0,1895.33,1135.26,1066.73,908.36,1239.8,1316.0,702.13,547.5,1190.86,709.94,1804.36,966.0,441.57,1236.6,952.27,575.64,1139.53,2028.47,1317.85,716.89,819.26,321.9,4424.0,328.38,913.45,1499.25,327.17,697.52,342.8,777.75,1294.22,184.0,946.0,758.53,518.2,2540.0,0.0,0.0,2026.67,316.0,0.0,748.8,0.0,0.0,0.0,0.0,1522.0,1289.14,655.0,8764.0,2290.0,1738.67,261.23,1153.33,0.0,0.0,415.29,0.0,6.0
103,0.0,1050.32,0.0,3302.0,1491.0,1192.47,1091.74,1656.0,0.0,1001.69,2234.4,1243.3,0.0,686.61,668.32,140.57,0.0,0.0,4520.0,2813.6,0.0,445.85,495.85,5148.0,0.0,1253.78,283.17,814.0,1664.17,0.0,903.0,0.0,310.0,0.0,0.0,504.0,0.0,3504.0,0.0,1012.12,0.0,326.57,1760.75,1584.0,87.0,2430.67,600.23,306.18,1448.0,0.0,1166.0,581.33,2048.0,1222.46,0.0,1494.77,1556.7,0.0,5314.4,934.22,0.0,0.0,1999.4,1212.3,0.0,0.0,1226.0,1113.33,1329.65,1081.14,0.0,6517.33,982.35,0.0,1891.13,1532.0,511.85,1250.56,1368.0,1060.36,1000.27,1525.33,0.0,357.45,346.67,344.46,403.0,162.5,389.33,1088.0,215.43,616.57,347.83,174.67,472.0,184.62,98.0,5500.0,353.6,0.0,0.0,0.0,1572.0,1920.0,942.29,1038.53,143.0,563.0,612.0,0.0,960.0,879.14,1023.2,462.0,2673.33,1517.14,0.0,2180.8,0.0,900.47,1883.33,1034.29,0.0,0.0,1919.58,2628.0,4512.0,4050.0,321.65,6112.0,620.0,1148.0,0.0,0.0,154.67,637.5,0.0,1989.0,0.0,1401.6
104,1296.0,839.37,2357.0,1122.67,1490.4,1242.67,978.93,300.67,1307.0,1213.2,291.73,0.0,1148.48,1276.67,2016.0,5742.0,0.0,811.0,0.0,0.0,1935.67,0.0,0.0,1745.33,604.91,0.0,0.0,979.17,1341.6,2028.25,0.0,2450.0,0.0,625.41,1143.0,544.0,0.0,2904.0,2036.5,504.29,0.0,0.0,1816.73,1125.23,0.0,1800.0,608.67,434.67,1733.33,949.0,0.0,4319.2,4306.4,544.16,1546.12,1887.56,495.24,1709.33,1325.5,1021.09,1181.18,1432.35,1600.0,473.41,1128.71,1094.32,504.27,487.2,978.4,208.36,517.37,2608.0,86.44,692.3,291.27,852.44,55.33,0.0,0.0,397.5,1273.6,0.0,1606.0,1216.5,733.0,431.0,1086.67,1057.33,919.33,771.2,0.0,797.33,2397.0,0.0,540.8,2528.0,1112.57,1021.0,441.0,480.36,495.67,1166.4,475.17,1002.0,189.71,0.0,893.11,481.75,185.0,1272.0,373.71,0.0,321.25,0.0,1620.0,831.0,1320.28,0.0,0.0,0.0,680.8,948.72,0.0,5476.0,1257.09,616.0,4256.0,931.78,1251.12,1607.33,1739.43,915.2,0.0,0.0,1027.2,3776.0,0.0,0.0,758.4,0.0
105,971.8,239.2,424.0,496.5,0.0,0.0,308.0,186.4,760.73,187.05,774.55,1000.8,0.0,385.5,3132.0,196.0,1065.6,3658.22,1653.14,472.73,2980.5,408.92,1282.5,593.26,1090.4,406.29,1512.0,2047.2,1416.0,1087.6,0.0,2399.56,0.0,0.0,1220.8,2416.89,0.0,0.0,549.71,0.0,1875.0,2123.43,285.78,0.0,669.67,1153.16,0.0,0.0,469.6,1288.0,285.71,894.0,2030.0,55.33,1565.6,230.0,532.0,2278.67,800.8,794.0,297.6,439.62,226.67,824.0,508.0,252.52,251.0,0.0,0.0,93.75,697.19,0.0,0.0,1217.0,602.67,202.86,761.14,533.33,2328.5,150.5,3226.0,593.0,965.0,1701.33,393.47,2564.67,1159.33,1458.29,1110.67,1297.6,3296.0,1921.0,169.78,2022.5,1910.0,1658.0,1289.33,968.0,454.0,1092.29,894.75,2062.4,832.62,898.44,1846.0,942.6,1696.0,776.36,0.0,2640.0,1597.0,0.0,0.0,1325.85,2535.0,436.0,1248.0,0.0,483.88,0.0,0.0,726.0,0.0,0.0,425.23,907.56,0.0,0.0,455.69,3959.0,2926.29,3516.0,1560.0,697.6,0.0,1342.82,3378.0,0.0,2365.25,1004.8
106,0.0,1668.0,445.33,0.0,662.4,202.47,229.33,399.76,900.0,2396.8,736.0,1516.0,4312.0,730.0,0.0,4659.43,2822.0,750.0,2343.69,0.0,0.0,953.78,185.0,4426.0,0.0,0.0,689.33,437.09,2040.0,340.44,612.0,0.0,0.0,0.0,1297.79,1052.0,1441.63,0.0,0.0,2710.0,1200.87,1251.71,2468.0,0.0,544.24,1254.4,5292.0,3503.0,0.0,619.57,0.0,91.2,502.0,546.4,802.29,1615.2,911.33,0.0,1121.23,1682.67,250.22,441.6,851.69,620.86,714.0,0.0,847.2,4770.0,0.0,1237.5,756.0,3664.0,2170.86,0.0,632.84,1023.56,278.97,0.0,420.0,1933.14,78.0,759.75,286.46,0.0,0.0,3175.0,0.0,274.0,0.0,0.0,470.67,60.17,0.0,52.4,223.2,584.0,0.0,108.0,4.0,226.67,1204.0,344.0,0.0,1765.71,0.0,608.44,0.0,0.0,6912.0,0.0,500.0,616.0,0.0,565.33,0.0,2632.0,689.33,0.0,866.3,1396.0,306.86,1224.0,1207.03,1807.4,832.0,0.0,2668.0,0.0,444.0,754.67,886.0,0.0,1685.92,1265.93,1453.65,464.0,3427.27,1497.5,506.67,1716.0
107,0.0,502.67,1445.0,462.88,279.71,856.35,847.11,0.0,320.0,370.78,698.55,4394.29,0.0,0.0,0.0,14.0,606.5,824.5,3552.0,563.21,941.33,0.0,1684.33,2045.14,1069.6,1342.47,862.53,0.0,2654.86,5628.67,2026.4,1042.67,2170.5,1181.33,1100.0,1071.73,0.0,618.55,0.0,1102.0,374.67,469.6,1704.57,1445.33,1400.19,391.76,3968.0,0.0,2314.0,649.5,2318.67,3720.0,7732.0,2590.67,3006.22,1526.86,117.45,4748.0,1704.0,406.71,1020.73,0.0,1104.0,340.42,0.0,659.11,1332.0,2396.0,1557.5,1007.27,964.0,7056.0,2096.0,2336.57,393.6,300.89,84.8,0.0,899.33,0.0,0.0,116.36,5176.0,0.0,2590.0,0.0,2672.0,1434.4,0.0,2420.0,761.0,688.57,0.0,5440.0,1622.67,2228.0,358.67,824.8,1344.0,0.0,2468.67,8016.0,0.0,0.0,810.0,744.0,912.57,465.0,0.0,1063.43,1048.0,1879.78,394.44,1702.32,4472.0,1804.0,0.0,2307.5,0.0,703.5,938.5,3668.0,2463.0,816.0,3361.14,2900.67,1407.27,2172.0,673.2,652.0,1648.0,727.2,624.67,0.0,1279.27,707.0,0.0,3099.0,612.8,1408.0
