op_w,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
225,207859,174376,194446,187413,170739,194867,141970,229104,179888,238849,145364,186307,197260,222840,240426,190518,188970,224527,205644,223689,181709,200614,216422,241372,231150,205746,162416,249435,197485,217080,187106,159900,206618,233779,197457,204855,186404,220746,289164,169399
226,207877,174385,194457,187413,170752,194885,141990,229104,179908,238870,145380,186316,197260,222856,240442,190543,188970,224553,205666,223713,181713,200615,216428,241376,231150,205751,162420,249443,197486,217085,187109,159901,206618,233785,197462,204863,186480,220759,289181,169411
227,207881,174387,194462,187413,170754,194890,141992,229104,179910,238878,145382,186321,197261,222860,240448,190547,188970,224558,205671,223717,181782,200681,216498,241469,231221,205824,162479,249540,197607,217143,187129,159919,206638,233806,197484,204874,186500,220781,289192,169425
228,207967,174459,194537,187436,170798,194966,142045,229332,179955,238933,145426,186376,197267,222936,240527,190616,188970,224621,205728,223778,181820,200729,216539,241530,231233,205871,162521,249591,197655,217191,187203,159985,206809,233908,197547,204958,186558,220856,289269,169472
229,208005,174495,194583,187436,170832,194997,142074,229421,179955,238984,145456,186419,197267,222979,240593,190658,189122,224683,205798,223863,181863,200769,216586,241587,231419,205923,162564,249641,197703,217243,187232,160010,206850,233951,197588,204999,186599,220856,289350,169505
230,208059,174529,194632,187608,170879,195041,142118,229464,179962,239045,145483,186473,197267,223044,240665,190715,189192,224737,205861,223939,181864,200773,216589,241589,231421,205924,162568,249651,197705,217248,187298,160052,206902,233951,197644,205053,186659,220856,289425,169555
231,208059,174530,194634,187608,170880,195044,142118,229464,179962,239045,145485,186477,197267,223046,240668,190719,189192,224745,205867,223956,181920,200852,216651,241661,231496,205989,162620,249718,197764,217307,187300,160056,206910,233951,197648,205055,186661,220856,289429,169558
232,208104,174567,194686,187650,170911,195085,142163,229537,179988,239108,145520,186534,197374,223108,240719,190769,189247,224790,205911,223998,181945,200854,216678,241700,231523,206028,162646,249764,197798,217341,187354,160105,206974,233951,197702,205106,186712,220870,289509,169613
233,208136,174592,194714,187680,170915,195119,142179,229568,180142,239143,145545,186557,197513,223147,240755,190805,189274,224790,205948,224037,181962,200878,216689,241714,231531,206033,162652,249781,197812,217341,187372,160119,206993,233964,197726,205137,186739,220870,289553,169643
234,208147,174598,194726,187696,170916,195127,142182,229588,180160,239160,145550,186571,197531,223151,240766,190817,189280,224801,205958,224047,181983,200878,216709,241747,231571,206060,162671,249820,197836,217341,187380,160130,207005,233966,197732,205154,186748,220870,289577,169654
235,208174,174613,194747,187733,170916,195153,142196,229611,180175,239192,145564,186585,197557,223151,240780,190841,189313,224865,205983,224068,182009,200930,216744,241774,231597,206096,162687,249850,197866,217341,187392,160148,207017,233966,197753,205172,186771,220885,289599,169669
236,208203,174630,194768,187771,170916,195172,142219,229648,180197,239223,145597,186609,197578,223151,240810,190865,189339,224893,206015,224103,182027,200930,216771,241823,231638,206119,162717,249881,197900,217360,187416,160176,207060,233970,197785,205198,186786,221108,289600,169701
237,208225,174667,194791,187795,171013,195206,142243,229679,180224,239250,145621,186626,197613,223172,240845,190912,189377,224922,206042,224128,182030,200930,216776,241827,231643,206133,162720,249895,197905,217360,187457,160210,207100,233970,197792,205231,186823,221146,289600,169725
238,208243,174670,194797,187803,171018,195209,142244,229684,180229,239250,145624,186631,197625,223234,240850,190920,189383,224925,206050,224135,182085,201023,216808,241887,231703,206179,162754,249933,197943,217491,187461,160215,207103,233970,197792,205240,186830,221153,289600,169727
239,208264,174708,194845,187877,171072,195245,142276,229738,180262,239250,145657,186681,197714,223234,240916,190972,189443,224986,206101,224204,182092,201035,216808,241891,231707,206187,162761,249937,197949,217497,187509,160250,207162,234243,197792,205301,186885,221214,289600,169773
240,208264,174716,194846,187881,171078,195263,142280,229742,180268,239250,145659,186688,197719,223252,240922,190974,189450,224992,206102,224213,182129,201080,216808,241940,231775,206224,162800,249998,197999,217548,187521,160258,207165,234266,197792,205309,186886,221225,289619,169777
241,208332,174752,194879,187914,171118,195288,142305,229787,180301,239250,145679,186734,197758,223340,240973,191017,189494,225045,206102,224259,182154,201114,216808,241969,231812,206251,162810,250035,198021,217574,187542,160285,207194,234339,197906,205347,186924,221255,289619,169797
242,208349,174762,194904,187932,171135,195289,142323,229812,180320,239399,145716,186760,197784,223373,241016,191039,189520,225070,206102,224288,182190,201164,216809,242011,231871,206301,162829,250086,198071,217628,187579,160304,207222,234381,197918,205369,186951,221283,289619,169808
243,208395,174776,194943,187974,171160,195324,142356,229850,180352,239450,145754,186798,197821,223426,241016,191082,189554,225122,206102,224335,182207,201191,216809,242039,231902,206340,162863,250111,198089,217657,187607,160329,207261,234420,197982,205380,186990,221325,289856,169839
244,208431,174776,194967,187991,171184,195324,142366,229880,180362,239480,145769,186821,197832,223448,241016,191104,189570,225147,206178,224350,182226,201233,217011,242064,231942,206364,162896,250144,198118,217688,187626,160349,207291,234455,198000,205384,187014,221348,289956,169839
245,208464,174776,195000,188031,171232,195324,142366,229944,180402,239529,145792,186848,197859,223491,241024,191135,189613,225183,206260,224391,182250,201261,217041,242102,231981,206405,162915,250144,198135,217728,187679,160368,207326,234494,198032,205384,187048,221398,290015,169852
246,208487,174776,195020,188054,171255,195353,142399,229973,180426,239560,145812,186885,197893,223529,241024,191156,189635,225205,206305,224433,182258,201277,217052,242119,232003,206421,162928,250144,198146,217743,187701,160386,207355,234537,198067,205386,187080,221425,290073,169882
247,208502,174802,195028,188062,171263,195418,142399,229987,180435,239573,145821,186901,197906,223541,241024,191162,189642,225213,206311,224433,182310,201340,217122,242152,232080,206474,162968,250144,198205,217801,187715,160386,207367,234557,198077,205386,187090,221440,290098,169948
248,208569,174929,195061,188105,171309,195486,142399,230052,180476,239630,145869,186906,197947,223589,241101,191208,189688,225268,206370,224433,182327,201383,217154,242200,232102,206501,162981,250144,198237,217837,187760,160386,207426,234608,198128,205560,187132,221511,290192,169989
249,208589,174946,195061,188130,171333,195503,142482,230078,180493,239659,145885,186906,197975,223619,241251,191226,189709,225302,206400,224439,182356,201428,217201,242200,232142,206543,163017,250144,198264,217883,187782,160386,207457,234634,198159,205592,187132,221540,290236,170015
250,208620,174982,195073,188172,171365,195558,142513,230123,180524,239699,145905,186906,198019,223655,241320,191257,189737,225349,206429,224576,182356,201431,217207,242200,232144,206549,163023,250144,198268,217887,187816,160484,207487,234668,198190,205628,187141,221579,290281,170037
251,208626,174984,195073,188176,171366,195561,142514,230124,180527,239704,145907,186915,198025,223657,241323,191262,189739,225351,206432,224577,182404,201496,217271,242340,232185,206603,163070,250164,198350,217946,187821,160487,207498,234674,198192,205630,187141,221582,290286,170041
252,208694,175045,195073,188250,171431,195639,142553,230207,180584,239769,145949,187053,198100,223731,241423,191352,189799,225416,206501,224623,182414,201538,217304,242398,232185,206642,163099,250429,198382,217995,187893,160551,207501,234773,198257,205684,187141,221638,290381,170092
253,208729,175084,195073,188250,171468,195688,142585,230207,180619,239823,145972,187091,198134,223763,241486,191389,189839,225465,206537,224662,182414,201582,217357,242454,232185,206698,163140,250508,198389,218043,187927,160576,207501,234819,198305,205711,187281,221667,290448,170118
254,208782,175122,195285,188262,171505,195742,142606,230308,180650,239864,146019,187143,198144,223814,241534,191428,189859,225523,206596,224716,182445,201612,217386,242499,232201,206728,163178,250548,198389,218083,187994,160619,207515,234871,198348,205779,187320,221713,290513,170144
255,208811,175143,195312,188262,171531,195770,142623,230332,180692,239903,146038,187178,198153,223847,241582,191475,189859,225559,206617,224757,182487,201612,217393,242504,232201,206735,163184,250554,198396,218088,188007,160637,207620,234894,198366,205798,187350,221729,290566,170176
256,208823,175151,195338,188262,171539,195775,142627,230342,180694,239919,146040,187184,198153,223855,241588,191480,189859,225562,206621,224760,182572,201663,217447,242574,232201,206777,163217,250613,198441,218136,188011,160646,207651,234903,198373,205808,187359,221735,290569,170177
257,208896,175208,195389,188334,171589,195822,142661,230393,180721,239963,146070,187239,198153,223918,241644,191524,189876,225625,206660,224803,182601,201719,217502,242625,232210,206820,163247,250671,198546,218184,188054,160683,207740,234929,198426,205855,187407,221800,290619,170211
258,208929,175229,195415,188439,171630,195850,142695,230439,180721,240019,146097,187277,198314,223965,241694,191565,189876,225682,206708,224857,182640,201743,217554,242673,232389,206823,163290,250723,198602,218228,188099,160720,207808,234929,198472,205897,187450,221800,290688,170238
259,208985,175272,195464,188501,171651,195905,142721,230508,180730,240066,146136,187316,198365,224007,241771,191606,189925,225739,206749,224899,182658,201743,217596,242714,232486,206823,163312,250773,198632,218234,188143,160751,207853,234952,198528,205956,187491,221800,290753,170276
260,209015,175297,195488,188535,171654,195944,142746,230550,180831,240106,146167,187343,198403,224041,241804,191641,190074,225775,206782,224936,182666,201813,217606,242731,232493,206823,163319,250786,198645,218234,188174,160766,207894,234952,198555,205993,187524,221800,290812,170322
261,209027,175314,195502,188543,171654,195952,142752,230560,180839,240132,146177,187352,198409,224057,241823,191652,190084,225790,206792,224952,182701,201840,217654,242778,232558,206823,163347,250821,198667,218234,188192,160782,207911,234952,198565,206020,187534,221800,290840,170341
262,209069,175340,195531,188604,171731,195989,142768,230583,180872,240159,146207,187396,198461,224096,241873,191673,190126,225792,206820,224976,182725,201877,217697,242824,232608,206823,163381,250879,198714,218234,188230,160808,207947,234970,198610,206053,187567,221819,290889,170367
263,209112,175365,195573,188634,171760,196037,142799,230646,180909,240211,146216,187417,198487,224141,241910,191728,190172,225792,206853,225011,182758,201914,217725,242864,232660,207011,163413,250929,198755,218234,188261,160830,207994,234970,198644,206090,187591,222044,290909,170401
264,209147,175414,195618,188666,171799,196070,142829,230696,180948,240211,146256,187449,198524,224190,241963,191769,190206,225915,206890,225052,182783,201952,217764,242913,232699,207050,163434,250958,198789,218420,188287,160869,208044,234970,198677,206127,187620,222089,290910,170435
265,209160,175447,195658,188703,171833,196101,142862,230738,180979,240211,146286,187475,198549,224218,242020,191802,190249,225947,206925,225091,182834,202001,217812,242977,232765,207106,163478,251011,198837,218471,188322,160908,208088,234970,198719,206165,187673,222136,290916,170462
266,209160,175486,195718,188759,171865,196126,142890,230806,181031,240211,146321,187540,198613,224278,242071,191850,190317,226009,206960,225147,182849,202011,217821,242988,232786,207112,163487,251033,198856,218485,188371,160944,208139,235299,198719,206218,187710,222186,290916,170507
267,209160,175500,195731,188772,171876,196128,142897,230817,181040,240211,146341,187547,198625,224291,242087,191865,190326,226031,206971,225166,182886,202042,217846,243022,232827,207148,163499,251080,198880,218519,188379,160952,208152,235315,198790,206231,187718,222200,290916,170525
268,209160,175519,195756,188808,171896,196179,142915,230850,181059,240224,146364,187585,198652,224329,242126,191898,190352,226066,206997,225213,182923,202072,217846,243063,232873,207199,163523,251108,198915,218550,188379,160975,208181,235357,198825,206269,187746,222237,290919,170555
269,209170,175545,195794,188841,171914,196219,142934,230883,181074,240417,146367,187622,198679,224374,242158,191940,190383,226096,207022,225254,182943,202092,217849,243087,232896,207214,163523,251159,198938,218584,188435,161000,208222,235399,198863,206300,187787,222270,290919,170569
270,209233,175564,195818,188873,171943,196244,142944,230916,181088,240441,146401,187633,198706,224390,242185,191956,190404,226132,207022,225270,182987,202152,217849,243144,232962,207262,163523,251217,198996,218643,188459,161018,208243,235450,198865,206327,187804,222301,290925,170569
271,209365,175564,195857,188923,171965,196293,142981,230973,181137,240513,146445,187675,198754,224441,242207,192005,190451,226180,207043,225322,183016,202186,218002,243179,232989,207293,163523,251252,199051,218669,188497,161055,208275,235489,198867,206359,187841,222355,291218,170569
272,209405,175564,195893,188960,171995,196333,143015,231029,181174,240569,146460,187698,198783,224471,242217,192033,190483,226213,207043,225364,183077,202248,218081,243211,233064,207362,163545,251302,199083,218725,188527,161082,208298,235523,198962,206378,187873,222392,291308,170569
273,209522,175693,195984,189046,172061,196400,143051,231134,181263,240641,146511,187771,198833,224546,242219,192107,190530,226265,207057,225402,183105,202272,218109,243211,233108,207391,163688,251302,199147,218782,188589,161142,208382,235582,199029,206378,187926,222437,291420,170701
274,209535,175706,195986,189065,172077,196426,143066,231153,181278,240688,146532,187804,198866,224579,242219,192108,190558,226315,207227,225402,183118,202290,218123,243211,233128,207403,163694,251302,199170,218795,188608,161161,208412,235629,199074,206392,187977,222512,291518,170736
275,209547,175720,195986,189081,172091,196455,143076,231167,181284,240717,146538,187812,198875,224593,242219,192108,190565,226329,207234,225491,183134,202315,218145,243212,233160,207420,163706,251302,199198,218808,188619,161172,208425,235645,199086,206392,187989,222525,291535,170756
276,209554,175732,195986,189088,172100,196472,143086,231187,181295,240728,146561,187823,198894,224613,242219,192112,190581,226356,207258,225510,183142,202323,218160,243212,233180,207441,163718,251302,199213,218821,188628,161184,208438,235664,199105,206522,188005,222552,291555,170770
277,209618,175785,195986,189142,172146,196537,143120,231248,181356,240783,146573,187833,198907,224623,242219,192156,190592,226373,207270,225524,183188,202397,218221,243429,233248,207512,163760,251302,199277,218882,188639,161195,208451,235677,199116,206537,188018,222564,291568,170780
278,209676,175825,196148,189186,172191,196572,143146,231248,181397,240830,146616,187852,198951,224688,242482,192165,190645,226430,207330,225597,183229,202442,218283,243487,233294,207565,163802,251302,199309,218936,188711,161242,208504,235748,199177,206623,188032,222626,291673,170834
279,209705,175845,196157,189206,172210,196585,143158,231248,181416,240861,146633,187852,199000,224728,242537,192233,190687,226473,207366,225651,183255,202475,218314,243519,233328,207585,163821,251315,199346,218954,188741,161282,208576,235798,199220,206673,188032,222683,291740,170866
280,209772,175889,196218,189265,172278,196648,143208,231277,181473,240918,146649,187974,199032,224754,242550,192233,190705,226493,207387,225672,183255,202540,218401,243593,233358,207674,163870,251647,199347,219035,188769,161293,208594,235824,199238,206691,188032,222700,291766,170888
281,209795,175911,196244,189265,172291,196669,143229,231277,181487,240944,146698,188042,199091,224836,242683,192342,190779,226586,207482,225746,183262,202554,218414,243649,233358,207697,163883,251678,199420,219055,188843,161361,208597,235914,199347,206748,188164,222772,291886,170946
282,209808,175928,196267,189283,172304,196685,143237,231277,181510,240962,146722,188059,199096,224851,242704,192369,190779,226609,207508,225772,183262,202557,218416,243653,233358,207703,163885,251679,199420,219061,188865,161373,208597,235933,199363,206769,188209,222792,291910,170953
283,209821,175938,196270,189284,172307,196688,143238,231288,181511,240962,146723,188064,199096,224855,242711,192373,190808,226613,207513,225775,183262,202585,218454,243693,233468,207746,163910,251721,199420,219091,188869,161375,208597,235937,199371,206774,188216,222800,291918,170956
284,209865,175993,196328,189284,172357,196742,143293,231553,181582,241036,146753,188084,199096,224901,242752,192422,190815,226654,207550,225812,183424,202651,218544,243781,233567,207828,163978,251806,199437,219167,188902,161408,208597,235966,199405,206825,188264,222829,291954,170978
285,209937,176057,196394,189284,172421,196818,143353,231663,181602,241161,146805,188138,199096,224973,242866,192502,190897,226733,207612,225901,183447,202692,218602,243814,233611,207829,164023,251850,199554,219204,188975,161460,208690,236017,199479,206892,188332,222829,292023,171021
286,210035,176112,196477,189477,172466,196886,143410,231726,181613,241242,146834,188175,199210,225017,242906,192537,190909,226779,207657,225939,183524,202733,218686,243920,233688,207829,164074,251968,199642,219313,189018,161497,208849,236017,199531,206943,188378,222829,292100,171059
287,210054,176141,196496,189545,172466,196916,143436,231793,181728,241290,146888,188258,199315,225109,242980,192627,190909,226874,207736,226025,183549,202733,218714,243954,233721,207844,164096,251994,199682,219345,189095,161565,208913,236017,199612,207031,188445,223023,292227,171131
288,210077,176187,196546,189603,172472,196960,143468,231851,181728,241353,146908,188281,199341,225131,243012,192651,191031,226904,207769,226071,183608,202733,218772,244036,233787,208011,164137,252042,199724,219398,189117,161591,208949,236017,199650,207063,188481,223023,292278,171169
289,210077,176197,196556,189616,172472,196977,143490,231867,181805,241353,146959,188330,199416,225132,243069,192688,191079,226962,207813,226106,183608,202733,218775,244040,233790,208014,164142,252048,199735,219398,189165,161629,208989,236253,199690,207101,188512,223023,292340,171215
290,210077,176197,196556,189616,172472,196977,143490,231867,181805,241353,146963,188339,199418,225132,243076,192697,191092,226962,207819,226115,183620,202733,218795,244049,233799,208026,164147,252055,199741,219398,189166,161631,208995,236272,199697,207106,188518,223023,292357,171222
291,210111,176227,196595,189665,172472,197020,143517,231911,181839,241353,146969,188347,199429,225137,243087,192702,191095,226964,207826,226119,183644,202921,218830,244092,233842,208067,164164,252082,199781,219398,189180,161638,209006,236304,199704,207122,188525,223062,292366,171232
292,210111,176272,196634,189698,172472,197056,143539,231955,181876,241359,146997,188374,199468,225137,243134,192729,191136,226968,207863,226162,183678,202968,218866,244146,233890,208121,164196,252147,199840,219495,189211,161658,209053,236343,199736,207157,188557,223218,292376,171257
293,210111,176313,196659,189737,172671,197056,143585,232013,181929,241359,147019,188416,199502,225298,243189,192783,191179,227073,207896,226201,183703,203007,218897,244189,233926,208157,164245,252178,199876,219526,189256,161704,209103,236387,199768,207183,188596,223256,292376,171288
294,210111,176327,196679,189754,172687,197061,143597,232029,181945,241371,147050,188454,199534,225298,243258,192818,191217,227122,207919,226241,183743,203034,218915,244213,233955,208174,164257,252198,199889,219538,189273,161740,209151,236442,199804,207217,188631,223304,292409,171326
295,210111,176342,196685,189763,172701,197061,143600,232041,181959,241371,147076,188472,199555,225298,243285,192845,191235,227146,207919,226270,183755,203044,218927,244222,233969,208185,164270,252209,199900,219550,189273,161758,209173,236474,199823,207236,188653,223326,292560,171338
296,210111,176345,196705,189775,172728,197061,143607,232058,181965,241371,147079,188487,199562,225298,243298,192853,191245,227162,207968,226282,183764,203057,218933,244238,233976,208200,164280,252224,199917,219562,189304,161767,209183,236487,199830,207243,188657,223342,292585,171348
297,210252,176345,196728,189798,172746,197061,143629,232077,181980,241384,147085,188495,199571,225317,243304,192861,191254,227168,207968,226290,183796,203092,218933,244278,233997,208232,164307,252282,199943,219599,189330,161774,209192,236500,199841,207252,188670,223354,292599,171354
298,210346,176345,196760,189828,172774,197061,143648,232104,182011,241623,147110,188521,199613,225317,243304,192899,191281,227211,207968,226327,183811,203127,218933,244311,234028,208260,164322,252316,199973,219629,189364,161811,209221,236575,199870,207304,188712,223400,292643,171383
299,210371,176345,196795,189854,172805,197192,143670,232133,182038,241658,147123,188536,199653,225449,243304,192927,191306,227249,207968,226357,183848,203158,218933,244349,234059,208289,164352,252354,200008,219678,189376,161819,209230,236601,199882,207308,188732,223423,292671,171392
300,210396,176357,196836,189878,172837,197254,143692,232162,182075,241708,147143,188559,199694,225500,243304,192957,191354,227279,207968,226396,183876,203184,218933,244391,234100,208318,164387,252391,200058,219713,189418,161855,209274,236662,199942,207308,188785,223469,292750,171441
301,210430,176357,196862,189916,172879,197301,143726,232233,182121,241759,147168,188596,199729,225545,243328,192990,191382,227317,207968,226431,183904,203206,219107,244391,234142,208359,164411,252432,200089,219743,189432,161868,209298,236686,199965,207349,188799,223493,292783,171455
302,210549,176547,196909,189981,172944,197382,143762,232291,182161,241838,147187,188622,199772,225602,243494,193022,191416,227349,207968,226442,183976,203299,219217,244391,234231,208432,164471,252462,200152,219827,189513,161887,209367,236772,200014,207349,188840,223551,292898,171516
303,210580,176575,196919,190043,172994,197419,143800,232360,182224,241909,147230,188663,199836,225678,243506,193062,191460,227408,208217,226442,184009,203348,219275,244391,234272,208490,164514,252578,200214,219883,189560,161951,209424,236839,200084,207525,188860,223616,292984,171567
304,210580,176575,196919,190043,172994,197419,143802,232361,182225,241910,147269,188663,199884,225736,243649,193062,191509,227483,208290,226474,184010,203348,219276,244391,234275,208492,164514,252579,200217,219883,189581,161973,209448,236866,200108,207552,188860,223646,293028,171601
305,210697,176686,196919,190121,173065,197509,143884,232453,182295,242032,147271,188663,199884,225736,243650,193062,191510,227484,208290,226474,184100,203438,219398,244549,234382,208577,164592,252689,200301,219960,189606,161984,209469,236888,200137,207573,188866,223656,293041,171615
306,210719,176715,196919,190149,173091,197560,143923,232453,182335,242073,147355,188752,199978,225864,243780,193255,191597,227597,208396,226500,184106,203474,219428,244574,234424,208602,164618,252730,200353,220009,189694,162059,209536,236999,200237,207654,188948,223759,293194,171687
307,210754,176733,196925,190171,173108,197586,143943,232453,182356,242108,147374,188803,200008,225890,243817,193283,191617,227633,208427,226687,184106,203498,219453,244761,234424,208624,164638,252764,200354,220039,189715,162068,209536,237038,200256,207678,188989,223778,293248,171707
308,210809,176786,197174,190214,173149,197637,143975,232453,182402,242169,147386,188803,200029,225914,243852,193309,191650,227665,208456,226728,184116,203552,219517,244846,234424,208681,164672,252817,200442,220114,189729,162079,209536,237062,200272,207697,189079,223793,293271,171726
309,210841,176807,197204,190214,173172,197651,143989,232466,182423,242199,147425,188918,200042,225980,243931,193355,191681,227737,208514,226800,184162,203575,219538,244857,234424,208697,164686,252834,200449,220130,189788,162115,209549,237128,200322,207755,189134,223846,293357,171782
310,210842,176808,197205,190214,173174,197654,143992,232466,182426,242204,147437,188945,200042,225995,243945,193379,191681,227762,208534,226853,184187,203578,219541,244863,234424,208704,164694,252847,200456,220142,189804,162128,209558,237152,200332,207778,189155,223846,293369,171794
311,210872,176833,197236,190214,173196,197679,144015,232466,182445,242250,147440,188952,200042,225998,243949,193382,191681,227763,208547,226854,184187,203601,219576,244892,234436,208734,164715,252879,200489,220171,189807,162129,209558,237153,200334,207781,189156,223846,293373,171794
312,210916,176867,197275,190293,173227,197717,144041,232466,182483,242295,147458,188980,200114,226031,243993,193406,191681,227798,208578,226891,184261,203639,219610,244932,234436,208775,164736,252930,200510,220211,189844,162157,209711,237189,200372,207803,189183,223846,293415,171821
313,210986,176920,197360,190341,173247,197770,144059,232700,182522,242344,147487,189016,200145,226070,244027,193434,191681,227831,208606,226945,184261,203677,219653,244971,234454,208783,164766,252986,200549,220252,189877,162189,209736,237226,200401,207850,189216,223857,293477,171857
314,211037,176956,197409,190385,173247,197825,144113,232810,182581,242411,147529,189060,200184,226125,244085,193485,191689,227888,208631,226998,184392,203677,219732,245075,234723,208797,164817,253080,200631,220312,189934,162244,209796,237308,200453,207919,189271,223857,293554,171910
315,211057,176974,197426,190411,173247,197854,144137,232857,182612,242454,147572,189115,200250,226187,244132,193540,191891,227933,208705,227064,184429,203677,219772,245116,234771,208797,164850,253135,200678,220312,189980,162269,209837,237358,200499,207970,189318,223863,293629,171958
316,211067,176983,197434,190426,173257,197867,144142,232867,182623,242470,147598,189153,200280,226221,244172,193583,191936,227972,208723,227099,184433,203677,219776,245120,234775,208797,164855,253139,200680,220312,190009,162303,209884,237358,200531,207992,189346,224050,293666,171988
317,211074,176984,197441,190430,173257,197870,144145,232873,182630,242476,147601,189156,200282,226221,244177,193589,191937,227977,208728,227105,184436,203677,219781,245133,234793,208808,164866,253149,200690,220312,190015,162313,209895,237358,200537,208000,189352,224108,293679,171993
318,211099,177010,197475,190455,173257,197899,144169,232900,182658,242513,147609,189168,200290,226224,244197,193600,191948,227995,208744,227114,184442,203677,219787,245138,234801,208808,164872,253157,200695,220319,190023,162323,209907,237358,200547,208008,189360,224127,293688,172000
319,211099,177035,197516,190498,173257,197939,144200,232975,182692,242549,147609,189170,200291,226224,244198,193603,191954,227996,208747,227114,184462,203685,219818,245169,234847,208996,164903,253192,200731,220420,190032,162330,209923,237368,200558,208026,189373,224139,293703,172008
320,211112,177076,197562,190554,173413,197987,144237,233028,182744,242549,147642,189221,200323,226224,244238,193648,191987,228034,208798,227167,184526,203916,219878,245264,234941,209074,164978,253270,200791,220420,190061,162348,209964,237368,200592,208062,189410,224185,293708,172049
321,211135,177106,197590,190590,173441,198012,144256,233067,182783,242623,147700,189282,200402,226246,244351,193722,192067,228116,208861,227229,184559,203957,219880,245295,234982,209105,165004,253328,200830,220510,190116,162400,210044,237550,200660,208147,189462,224283,293708,172104
322,211209,177133,197618,190602,173456,198022,144268,233092,182802,242626,147729,189317,200433,226246,244404,193764,192112,228180,208864,227286,184565,203974,219880,245312,234996,209119,165011,253345,200837,220528,190126,162424,210091,237602,200695,208185,189508,224320,293708,172129
323,211209,177155,197669,190668,173524,198030,144306,233159,182842,242734,147737,189321,200439,226246,244413,193769,192120,228189,208904,227299,184631,204045,219880,245382,235056,209185,165044,253400,200897,220613,190126,162430,210099,237607,200697,208190,189518,224326,293708,172137
324,211353,177155,197701,190710,173563,198030,144333,233202,182881,242791,147781,189377,200492,226370,244450,193823,192187,228244,208910,227353,184651,204083,219905,245422,235095,209225,165057,253450,200932,220648,190226,162481,210143,237681,200760,208222,189567,224400,293964,172161
325,211368,177155,197720,190732,173574,198132,144347,233234,182902,242813,147813,189415,200543,226489,244450,193854,192220,228302,208913,227409,184680,204109,219905,245461,235121,209253,165100,253485,200961,220680,190265,162509,210189,237723,200769,208270,189603,224449,294032,172217
326,211385,177227,197731,190740,173579,198140,144359,233245,182908,242825,147837,189440,200578,226525,244450,193872,192243,228326,208913,227435,184681,204111,219905,245462,235124,209254,165100,253485,200961,220682,190288,162535,210219,237761,200838,208278,189624,224483,294083,172228
327,211387,177227,197733,190746,173582,198144,144361,233248,182910,242827,147837,189441,200580,226526,244450,193872,192243,228328,208913,227436,184696,204125,219905,245476,235140,209272,165107,253502,200972,220697,190291,162540,210220,237763,200839,208278,189624,224485,294084,172228
328,211492,177335,197788,190820,173667,198232,144371,233352,182993,242939,147855,189455,200586,226545,244456,193893,192254,228363,208913,227450,184747,204180,219981,245528,235193,209329,165144,253549,201013,220751,190304,162560,210236,237776,200853,208278,189644,224499,294113,172231
329,211527,177354,197788,190843,173677,198272,144448,233384,183030,242989,147897,189483,200641,226592,244499,193931,192291,228422,208968,227468,184791,204251,220214,245528,235280,209416,165193,253549,201079,220833,190371,162593,210299,237826,200885,208278,189694,224533,294190,172231
330,211541,177368,197791,190858,173697,198287,144458,233401,183039,243006,147936,189483,200703,226679,244703,193979,192347,228498,209144,227486,184796,204259,220218,245543,235282,209421,165197,253549,201083,220834,190432,162648,210366,237903,200944,208434,189749,224624,294287,172344
331,211541,177368,197791,190858,173697,198287,144458,233401,183039,243007,147942,189483,200708,226681,244710,193989,192350,228502,209145,227486,184804,204270,220225,245543,235301,209430,165209,253563,201090,220845,190436,162652,210368,237905,200950,208437,189751,224630,294294,172345
332,211565,177396,197793,190880,173714,198318,144483,233444,183066,243043,147955,189483,200728,226695,244724,194003,192361,228516,209164,227486,184812,204277,220235,245543,235307,209437,165213,253572,201096,220857,190447,162666,210380,237922,200964,208452,189758,224641,294311,172356
