kbcached,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
54,220844.0,222524.0,224436.0,222752.0,221520.0,225128.0,224976.0,222816.0,225352.0,225120.0,221436.0,223692.0,221396.0,223336.0,223776.0,221160.0,223368.0,227316.0,223576.0,222544.0,224616.0,223428.0,222668.0,220664.0,218444.0,223636.0,220752.0,223192.0,222316.0,223264.0,223900.0,225992.0,223800.0,223536.0,223060.0,220812.0,223344.0,220028.0,220624.0,223656.0,220220.0,220836.0,225036.0,219700.0,219788.0,223672.0,221316.0,221984.0,221608.0,213608.0,220800.0,217976.0,224152.0,225416.0,220056.0,220324.0,221880.0,224112.0,225908.0,223752.0,222420.0,224156.0,225012.0,221316.0,220648.0,220552.0,224104.0,223832.0,221120.0,224712.0,220852.0,222816.0,221748.0,225180.0,224444.0,219544.0,221860.0,223136.0,221932.0,223792.0,222140.0,223412.0,218884.0,223800.0,220244.0,220960.0,223904.0,225288.0,221492.0,221008.0,224968.0,221604.0,223068.0,224320.0,225320.0,222620.0,223176.0,223636.0,217636.0,223504.0,223476.0,224040.0,219752.0,223732.0,224376.0,222404.0,223312.0,221388.0,223716.0,224808.0,223268.0,220456.0,221636.0,223220.0,218068.0,222876.0,225580.0,223440.0,206832.0,220944.0,220312.0,208308.0,222868.0,222736.0,220092.0,223436.0,220404.0,222512.0,223124.0,220808.0,220856.0,220152.0,223096.0,223688.0,222876.0,220724.0,223968.0,223228.0,223680.0,222856.0
55,220864.0,222544.0,224436.0,222768.0,221540.0,225148.0,224996.0,222840.0,225368.0,225144.0,221452.0,223732.0,221396.0,223332.0,223776.0,221180.0,223368.0,227356.0,223620.0,222544.0,224636.0,223448.0,222672.0,220684.0,218464.0,223656.0,220780.0,223236.0,222340.0,223264.0,223920.0,226032.0,223824.0,223576.0,223060.0,220820.0,223380.0,220040.0,220664.0,223696.0,220232.0,220844.0,225036.0,219736.0,219812.0,223672.0,221356.0,222032.0,221632.0,213640.0,220828.0,217976.0,224192.0,225456.0,220068.0,220348.0,221900.0,224140.0,225948.0,223752.0,222464.0,224180.0,225048.0,221336.0,220648.0,220552.0,224144.0,223856.0,221144.0,224736.0,220852.0,222852.0,221764.0,225192.0,224476.0,219544.0,221860.0,223164.0,221936.0,223816.0,222160.0,223452.0,218912.0,223824.0,220260.0,221000.0,223948.0,225308.0,221516.0,221032.0,225016.0,221644.0,223116.0,224340.0,225344.0,222680.0,223204.0,223676.0,217660.0,223520.0,223496.0,224080.0,219776.0,223748.0,224416.0,222444.0,223332.0,221440.0,223716.0,224808.0,223308.0,220456.0,221656.0,223232.0,218068.0,222892.0,225600.0,223480.0,206856.0,220972.0,220328.0,208328.0,222904.0,222780.0,220120.0,223456.0,220428.0,222528.0,223144.0,220828.0,220880.0,220184.0,223112.0,223688.0,222888.0,220744.0,223988.0,223264.0,223720.0,222856.0
56,220884.0,222560.0,224472.0,222796.0,221556.0,225168.0,225016.0,222864.0,225428.0,225164.0,221476.0,223724.0,221436.0,223372.0,223808.0,221192.0,223408.0,227360.0,223620.0,222564.0,224656.0,223468.0,222672.0,220716.0,218484.0,223656.0,220780.0,223236.0,222332.0,223300.0,223920.0,226032.0,223864.0,223584.0,223100.0,220836.0,223388.0,220064.0,220656.0,223696.0,220272.0,220844.0,225076.0,219736.0,219828.0,223700.0,221368.0,222044.0,221632.0,213668.0,220828.0,218016.0,224192.0,225472.0,220084.0,220364.0,221940.0,224180.0,225988.0,223796.0,222488.0,224200.0,225088.0,221376.0,220684.0,220588.0,224184.0,223872.0,221184.0,224752.0,220912.0,222892.0,221808.0,225216.0,224492.0,219596.0,221880.0,223176.0,221952.0,223852.0,222180.0,223484.0,218924.0,223832.0,220284.0,220992.0,223964.0,225328.0,221532.0,221048.0,225028.0,221644.0,223128.0,224360.0,225344.0,222684.0,223216.0,223676.0,217676.0,223544.0,223516.0,224100.0,219792.0,223788.0,224416.0,222444.0,223352.0,221452.0,223740.0,224848.0,223308.0,220492.0,221680.0,223256.0,218100.0,222892.0,225600.0,223480.0,206872.0,220980.0,220344.0,208344.0,222904.0,222780.0,220120.0,223476.0,220468.0,222560.0,223164.0,220848.0,220896.0,220192.0,223132.0,223724.0,222908.0,220764.0,224028.0,223272.0,223736.0,222896.0
57,220904.0,222580.0,224492.0,222808.0,221576.0,225192.0,225036.0,222880.0,225408.0,225184.0,221468.0,223772.0,221428.0,223372.0,223808.0,221192.0,223408.0,227372.0,223652.0,222576.0,224656.0,223500.0,222712.0,220724.0,218496.0,223688.0,220804.0,223268.0,222348.0,223340.0,223960.0,226064.0,223864.0,223584.0,223140.0,220876.0,223388.0,220064.0,220684.0,223716.0,220280.0,220888.0,225100.0,219764.0,219844.0,223716.0,221384.0,222064.0,221648.0,213668.0,220868.0,218056.0,224204.0,225496.0,220108.0,220388.0,221940.0,224180.0,225980.0,223812.0,222488.0,224200.0,225092.0,221380.0,220724.0,220616.0,224188.0,223904.0,221188.0,224780.0,220916.0,222896.0,221808.0,225236.0,224520.0,219608.0,221932.0,223192.0,221968.0,223884.0,222232.0,223472.0,218916.0,223872.0,220316.0,221008.0,223980.0,225344.0,221548.0,221068.0,225044.0,221664.0,223148.0,224372.0,225380.0,222716.0,223232.0,223708.0,217704.0,223552.0,223508.0,224116.0,219804.0,223772.0,224448.0,222444.0,223372.0,221468.0,223748.0,224864.0,223340.0,220516.0,221696.0,223276.0,218104.0,222932.0,225636.0,223520.0,206896.0,221012.0,220364.0,208344.0,222956.0,222820.0,220160.0,223476.0,220464.0,222568.0,223180.0,220880.0,220936.0,220212.0,223152.0,223724.0,222928.0,220780.0,224020.0,223272.0,223736.0,222888.0
58,220920.0,222600.0,224532.0,222828.0,221596.0,225192.0,225036.0,222880.0,225460.0,225184.0,221516.0,223792.0,221476.0,223412.0,223856.0,221240.0,223444.0,227400.0,223692.0,222600.0,224672.0,223504.0,222704.0,220724.0,218520.0,223712.0,220844.0,223268.0,222384.0,223340.0,223976.0,226056.0,223912.0,223624.0,223132.0,220868.0,223428.0,220104.0,220700.0,223708.0,220296.0,220920.0,225116.0,219804.0,219868.0,223748.0,221408.0,222096.0,221680.0,213704.0,220880.0,218060.0,224240.0,225488.0,220148.0,220404.0,221956.0,224172.0,226004.0,223804.0,222508.0,224232.0,225112.0,221416.0,220728.0,220616.0,224204.0,223900.0,221180.0,224788.0,220936.0,222928.0,221848.0,225256.0,224552.0,219628.0,221940.0,223216.0,222008.0,223872.0,222220.0,223508.0,218964.0,223880.0,220320.0,221032.0,224000.0,225344.0,221572.0,221068.0,225068.0,221684.0,223168.0,224396.0,225404.0,222704.0,223256.0,223716.0,217704.0,223580.0,223556.0,224140.0,219828.0,223812.0,224452.0,222484.0,223372.0,221492.0,223776.0,224884.0,223344.0,220516.0,221712.0,223292.0,218104.0,222952.0,225636.0,223520.0,206896.0,221028.0,220364.0,208388.0,222948.0,222820.0,220176.0,223516.0,220488.0,222608.0,223204.0,220888.0,220940.0,220212.0,223172.0,223764.0,222944.0,220804.0,224068.0,223312.0,223776.0,222936.0
59,220944.0,222624.0,224536.0,222856.0,221620.0,225232.0,225076.0,222916.0,225448.0,225228.0,221532.0,223812.0,221492.0,223444.0,223872.0,221240.0,223484.0,227416.0,223696.0,222624.0,224712.0,223528.0,222748.0,220768.0,218544.0,223752.0,220844.0,223308.0,222396.0,223372.0,224000.0,226096.0,223932.0,223640.0,223172.0,220908.0,223440.0,220128.0,220700.0,223760.0,220320.0,220928.0,225116.0,219808.0,219908.0,223788.0,221440.0,222100.0,221720.0,213736.0,220920.0,218100.0,224264.0,225532.0,220160.0,220404.0,221956.0,224212.0,226024.0,223852.0,222528.0,224272.0,225112.0,221440.0,220768.0,220656.0,224228.0,223936.0,221220.0,224816.0,220936.0,222936.0,221848.0,225288.0,224560.0,219648.0,221940.0,223236.0,222012.0,223912.0,222240.0,223528.0,218984.0,223900.0,220360.0,221052.0,224024.0,225388.0,221592.0,221112.0,225088.0,221704.0,223168.0,224420.0,225404.0,222724.0,223256.0,223716.0,217740.0,223620.0,223576.0,224160.0,219852.0,223812.0,224492.0,222504.0,223412.0,221512.0,223816.0,224908.0,223384.0,220560.0,221736.0,223316.0,218148.0,222952.0,225680.0,223564.0,206936.0,221048.0,220404.0,208420.0,222988.0,222856.0,220208.0,223532.0,220504.0,222608.0,223240.0,220912.0,220960.0,220252.0,223184.0,223764.0,222944.0,220808.0,224068.0,223312.0,223800.0,222952.0
60,220968.0,222644.0,224560.0,222856.0,221640.0,225252.0,225092.0,222940.0,225468.0,225228.0,221556.0,223812.0,221532.0,223452.0,223912.0,221288.0,223484.0,227440.0,223696.0,222664.0,224728.0,223544.0,222768.0,220784.0,218544.0,223756.0,220884.0,223332.0,222436.0,223380.0,224016.0,226136.0,223932.0,223664.0,223164.0,220916.0,223468.0,220136.0,220740.0,223760.0,220320.0,220944.0,225160.0,219808.0,219912.0,223780.0,221448.0,222120.0,221720.0,213748.0,220924.0,218100.0,224256.0,225532.0,220172.0,220448.0,222000.0,224232.0,226064.0,223872.0,222548.0,224272.0,225152.0,221440.0,220772.0,220656.0,224228.0,223956.0,221236.0,224856.0,220976.0,222936.0,221868.0,225296.0,224560.0,219648.0,221980.0,223256.0,222052.0,223912.0,222260.0,223548.0,219008.0,223920.0,220364.0,221076.0,224024.0,225388.0,221592.0,221112.0,225112.0,221728.0,223212.0,224440.0,225440.0,222744.0,223300.0,223760.0,217760.0,223624.0,223596.0,224184.0,219872.0,223852.0,224496.0,222544.0,223436.0,221512.0,223820.0,224928.0,223388.0,220576.0,221756.0,223328.0,218148.0,222996.0,225720.0,223588.0,206956.0,221072.0,220428.0,208428.0,223008.0,222872.0,220220.0,223572.0,220528.0,222632.0,223248.0,220924.0,220960.0,220272.0,223212.0,223804.0,222968.0,220848.0,224120.0,223352.0,223840.0,222992.0
61,220988.0,222664.0,224600.0,222896.0,221640.0,225272.0,225116.0,222960.0,225488.0,225264.0,221576.0,223852.0,221540.0,223492.0,223912.0,221292.0,223512.0,227464.0,223728.0,222676.0,224760.0,223592.0,222792.0,220816.0,218596.0,223776.0,220880.0,223372.0,222452.0,223380.0,224016.0,226140.0,223972.0,223688.0,223204.0,220916.0,223492.0,220168.0,220764.0,223824.0,220344.0,220964.0,225160.0,219868.0,219936.0,223812.0,221448.0,222140.0,221740.0,213772.0,220948.0,218120.0,224280.0,225576.0,220172.0,220448.0,222020.0,224260.0,226068.0,223872.0,222588.0,224304.0,225176.0,221460.0,220812.0,220696.0,224272.0,223980.0,221268.0,224860.0,220976.0,222980.0,221888.0,225312.0,224596.0,219692.0,221980.0,223276.0,222052.0,223952.0,222300.0,223564.0,219024.0,223936.0,220380.0,221092.0,224064.0,225428.0,221632.0,221152.0,225128.0,221744.0,223228.0,224460.0,225464.0,222784.0,223316.0,223760.0,217780.0,223624.0,223616.0,224184.0,219888.0,223872.0,224496.0,222544.0,223436.0,221552.0,223840.0,224944.0,223388.0,220608.0,221776.0,223360.0,218188.0,223016.0,225720.0,223604.0,206988.0,221084.0,220468.0,208448.0,223028.0,222904.0,220220.0,223580.0,220552.0,222652.0,223248.0,220948.0,220984.0,220272.0,223228.0,223844.0,223008.0,220864.0,224120.0,223376.0,223840.0,222992.0
62,221008.0,222684.0,224596.0,222916.0,221676.0,225292.0,225136.0,222984.0,225512.0,225284.0,221596.0,223852.0,221572.0,223500.0,223940.0,221320.0,223520.0,227472.0,223748.0,222692.0,224760.0,223588.0,222792.0,220832.0,218592.0,223796.0,220912.0,223376.0,222452.0,223424.0,224052.0,226140.0,223972.0,223704.0,223220.0,220960.0,223512.0,220168.0,220784.0,223828.0,220364.0,220964.0,225200.0,219868.0,219932.0,223828.0,221488.0,222184.0,221752.0,213772.0,220948.0,218120.0,224320.0,225576.0,220208.0,220488.0,222020.0,224260.0,226084.0,223912.0,222608.0,224320.0,225176.0,221500.0,220812.0,220696.0,224288.0,224004.0,221268.0,224876.0,221016.0,222980.0,221928.0,225332.0,224616.0,219692.0,221996.0,223308.0,222084.0,223984.0,222332.0,223600.0,219056.0,223972.0,220404.0,221136.0,224096.0,225448.0,221652.0,221168.0,225160.0,221772.0,223260.0,224492.0,225480.0,222812.0,223348.0,223804.0,217780.0,223656.0,223644.0,224228.0,219904.0,223884.0,224536.0,222576.0,223480.0,221584.0,223880.0,224976.0,223424.0,220616.0,221796.0,223376.0,218188.0,223032.0,225752.0,223628.0,206980.0,221108.0,220468.0,208468.0,223060.0,222912.0,220256.0,223596.0,220544.0,222672.0,223264.0,220968.0,221008.0,220316.0,223248.0,223848.0,223044.0,220884.0,224148.0,223416.0,223860.0,223016.0
63,221024.0,222704.0,224632.0,222956.0,221700.0,225300.0,225168.0,223016.0,225560.0,225324.0,221596.0,223892.0,221580.0,223500.0,223940.0,221320.0,223560.0,227504.0,223768.0,222712.0,224812.0,223588.0,222832.0,220844.0,218620.0,223816.0,220912.0,223396.0,222492.0,223440.0,224076.0,226200.0,224008.0,223728.0,223252.0,220960.0,223532.0,220208.0,220804.0,223844.0,220392.0,220996.0,225220.0,219868.0,219976.0,223828.0,221528.0,222180.0,221784.0,213788.0,220988.0,218160.0,224320.0,225604.0,220244.0,220520.0,222060.0,224324.0,226120.0,223944.0,222636.0,224348.0,225216.0,221532.0,220844.0,220756.0,224308.0,224040.0,221308.0,224908.0,221048.0,223028.0,221960.0,225352.0,224668.0,219740.0,222060.0,223316.0,222092.0,223984.0,222324.0,223588.0,219064.0,223976.0,220404.0,221132.0,224100.0,225468.0,221676.0,221192.0,225176.0,221772.0,223268.0,224500.0,225496.0,222812.0,223356.0,223816.0,217820.0,223696.0,223656.0,224240.0,219928.0,223908.0,224536.0,222584.0,223492.0,221592.0,223880.0,224984.0,223444.0,220616.0,221816.0,223396.0,218228.0,223052.0,225760.0,223644.0,207008.0,221140.0,220492.0,208484.0,223048.0,222936.0,220272.0,223636.0,220592.0,222712.0,223300.0,221008.0,221048.0,220336.0,223268.0,223880.0,223048.0,220904.0,224148.0,223416.0,223880.0,223028.0
64,221048.0,222724.0,224636.0,222952.0,221716.0,225332.0,225180.0,223016.0,225552.0,225320.0,221636.0,223932.0,221580.0,223540.0,223980.0,221360.0,223548.0,227504.0,223768.0,222732.0,224812.0,223628.0,222832.0,220844.0,218636.0,223816.0,220952.0,223396.0,222508.0,223460.0,224092.0,226200.0,224020.0,223760.0,223284.0,221004.0,223564.0,220224.0,220824.0,223860.0,220432.0,221036.0,225240.0,219908.0,219976.0,223868.0,221504.0,222180.0,221824.0,213840.0,221020.0,218160.0,224360.0,225632.0,220244.0,220524.0,222084.0,224316.0,226128.0,223952.0,222636.0,224348.0,225232.0,221540.0,220852.0,220756.0,224328.0,224036.0,221308.0,224916.0,221048.0,223036.0,221968.0,225376.0,224656.0,219748.0,222060.0,223336.0,222092.0,224012.0,222340.0,223604.0,219084.0,224000.0,220444.0,221152.0,224124.0,225488.0,221696.0,221192.0,225196.0,221804.0,223288.0,224524.0,225520.0,222844.0,223376.0,223836.0,217820.0,223704.0,223676.0,224260.0,219952.0,223932.0,224576.0,222604.0,223512.0,221612.0,223900.0,224984.0,223484.0,220652.0,221836.0,223408.0,218248.0,223052.0,225780.0,223644.0,207008.0,221148.0,220508.0,208508.0,223084.0,222952.0,220304.0,223632.0,220592.0,222736.0,223336.0,221004.0,221052.0,220352.0,223296.0,223888.0,223068.0,220928.0,224188.0,223436.0,223880.0,223052.0
65,221068.0,222748.0,224660.0,222972.0,221740.0,225352.0,225180.0,223040.0,225568.0,225348.0,221636.0,223956.0,221616.0,223560.0,223980.0,221360.0,223568.0,227560.0,223812.0,222752.0,224832.0,223648.0,222864.0,220884.0,218660.0,223852.0,220972.0,223436.0,222528.0,223492.0,224116.0,226220.0,224048.0,223768.0,223264.0,221020.0,223572.0,220224.0,220844.0,223860.0,220440.0,221048.0,225260.0,219908.0,220016.0,223908.0,221548.0,222220.0,221832.0,213832.0,221028.0,218200.0,224384.0,225660.0,220276.0,220544.0,222084.0,224356.0,226152.0,223976.0,222652.0,224360.0,225252.0,221560.0,220852.0,220776.0,224348.0,224056.0,221340.0,224956.0,221056.0,223056.0,221968.0,225396.0,224684.0,219748.0,222060.0,223352.0,222128.0,224032.0,222360.0,223644.0,219104.0,224016.0,220444.0,221172.0,224140.0,225504.0,221712.0,221228.0,225196.0,221824.0,223288.0,224540.0,225536.0,222844.0,223396.0,223836.0,217860.0,223720.0,223692.0,224276.0,219952.0,223932.0,224592.0,222604.0,223532.0,221632.0,223900.0,225008.0,223484.0,220652.0,221856.0,223424.0,218264.0,223084.0,225812.0,223684.0,207056.0,221172.0,220528.0,208548.0,223084.0,222988.0,220344.0,223668.0,220628.0,222732.0,223324.0,221032.0,221080.0,220372.0,223316.0,223908.0,223088.0,220948.0,224188.0,223436.0,223912.0,223072.0
66,221088.0,222764.0,224676.0,222972.0,221756.0,225368.0,225216.0,223056.0,225588.0,225360.0,221684.0,223932.0,221648.0,223584.0,224028.0,221392.0,223604.0,227560.0,223820.0,222772.0,224856.0,223648.0,222884.0,220892.0,218676.0,223848.0,221004.0,223452.0,222528.0,223496.0,224124.0,226236.0,224048.0,223788.0,223300.0,221020.0,223572.0,220264.0,220852.0,223900.0,220464.0,221068.0,225276.0,219948.0,220040.0,223908.0,221548.0,222236.0,221832.0,213852.0,221044.0,218220.0,224384.0,225660.0,220292.0,220568.0,222120.0,224356.0,226152.0,223992.0,222668.0,224392.0,225252.0,221580.0,220888.0,220776.0,224348.0,224076.0,221360.0,224956.0,221096.0,223056.0,221988.0,225416.0,224684.0,219788.0,222100.0,223376.0,222168.0,224032.0,222380.0,223644.0,219124.0,224040.0,220480.0,221192.0,224140.0,225504.0,221736.0,221260.0,225236.0,221824.0,223328.0,224560.0,225560.0,222884.0,223416.0,223876.0,217860.0,223760.0,223716.0,224276.0,219988.0,223972.0,224612.0,222644.0,223552.0,221652.0,223936.0,225044.0,223508.0,220692.0,221872.0,223448.0,218296.0,223116.0,225820.0,223700.0,207072.0,221180.0,220548.0,208552.0,223124.0,222996.0,220324.0,223676.0,220668.0,222756.0,223384.0,221032.0,221096.0,220392.0,223324.0,223916.0,223088.0,220968.0,224208.0,223456.0,223952.0,223088.0
67,221104.0,222788.0,224676.0,223016.0,221792.0,225392.0,225240.0,223080.0,225608.0,225380.0,221700.0,223980.0,221648.0,223592.0,224036.0,221432.0,223624.0,227592.0,223852.0,222792.0,224876.0,223688.0,222904.0,220924.0,218700.0,223896.0,221012.0,223452.0,222568.0,223512.0,224160.0,226256.0,224092.0,223808.0,223300.0,221060.0,223608.0,220292.0,220884.0,223932.0,220480.0,221108.0,225300.0,219980.0,220048.0,223928.0,221584.0,222260.0,221888.0,213872.0,221068.0,218244.0,224424.0,225692.0,220292.0,220568.0,222144.0,224376.0,226192.0,224016.0,222708.0,224420.0,225292.0,221580.0,220928.0,220816.0,224388.0,224096.0,221380.0,224996.0,221096.0,223096.0,222028.0,225428.0,224720.0,219788.0,222096.0,223392.0,222168.0,224084.0,222432.0,223684.0,219140.0,224032.0,220512.0,221212.0,224180.0,225544.0,221752.0,221272.0,225252.0,221836.0,223344.0,224580.0,225568.0,222900.0,223432.0,223868.0,217900.0,223752.0,223732.0,224316.0,220020.0,223972.0,224644.0,222676.0,223568.0,221644.0,223940.0,225076.0,223540.0,220732.0,221912.0,223476.0,218304.0,223132.0,225820.0,223732.0,207100.0,221192.0,220576.0,208552.0,223168.0,223036.0,220352.0,223696.0,220668.0,222772.0,223372.0,221080.0,221116.0,220412.0,223364.0,223956.0,223128.0,221008.0,224256.0,223496.0,223984.0,223128.0
68,221128.0,222804.0,224716.0,223016.0,221796.0,225408.0,225272.0,223100.0,225660.0,225404.0,221700.0,223996.0,221664.0,223624.0,224060.0,221440.0,223624.0,227580.0,223852.0,222808.0,224908.0,223704.0,222920.0,220944.0,218716.0,223896.0,221028.0,223492.0,222568.0,223536.0,224176.0,226260.0,224092.0,223808.0,223332.0,221076.0,223608.0,220292.0,220908.0,223936.0,220500.0,221104.0,225332.0,219984.0,220072.0,223944.0,221616.0,222292.0,221876.0,213896.0,221068.0,218260.0,224436.0,225692.0,220312.0,220584.0,222136.0,224408.0,226184.0,224008.0,222724.0,224436.0,225284.0,221616.0,220912.0,220816.0,224396.0,224112.0,221396.0,224988.0,221148.0,223128.0,222048.0,225452.0,224752.0,219824.0,222112.0,223424.0,222208.0,224096.0,222444.0,223724.0,219180.0,224084.0,220520.0,221232.0,224204.0,225584.0,221780.0,221296.0,225280.0,221892.0,223384.0,224620.0,225604.0,222924.0,223472.0,223924.0,217940.0,223784.0,223764.0,224348.0,220036.0,224012.0,224656.0,222680.0,223600.0,221696.0,223976.0,225104.0,223548.0,220728.0,221920.0,223496.0,218344.0,223152.0,225868.0,223752.0,207100.0,221232.0,220576.0,208584.0,223168.0,223036.0,220376.0,223704.0,220708.0,222812.0,223412.0,221096.0,221144.0,220452.0,223360.0,223968.0,223148.0,220996.0,224272.0,223536.0,223968.0,223152.0
69,221144.0,222832.0,224756.0,223064.0,221836.0,225436.0,225280.0,223140.0,225652.0,225444.0,221740.0,224016.0,221688.0,223624.0,224080.0,221464.0,223648.0,227620.0,223892.0,222836.0,224912.0,223732.0,222944.0,220972.0,218736.0,223920.0,221068.0,223520.0,222620.0,223552.0,224176.0,226312.0,224136.0,223848.0,223372.0,221100.0,223652.0,220332.0,220932.0,223968.0,220520.0,221144.0,225336.0,220012.0,220072.0,223972.0,221624.0,222300.0,221916.0,213916.0,221112.0,218284.0,224460.0,225736.0,220356.0,220628.0,222188.0,224420.0,226232.0,224060.0,222764.0,224468.0,225332.0,221656.0,220952.0,220856.0,224436.0,224152.0,221436.0,225028.0,221164.0,223144.0,222076.0,225452.0,224764.0,219864.0,222172.0,223440.0,222216.0,224120.0,222468.0,223740.0,219188.0,224084.0,220560.0,221256.0,224228.0,225592.0,221800.0,221316.0,225300.0,221892.0,223388.0,224628.0,225624.0,222944.0,223480.0,223940.0,217948.0,223808.0,223780.0,224364.0,220036.0,224036.0,224696.0,222708.0,223616.0,221716.0,224004.0,225112.0,223588.0,220740.0,221960.0,223520.0,218352.0,223180.0,225884.0,223768.0,207140.0,221260.0,220612.0,208624.0,223196.0,223076.0,220416.0,223744.0,220716.0,222832.0,223428.0,221120.0,221164.0,220456.0,223400.0,223992.0,223188.0,221032.0,224272.0,223536.0,224004.0,223168.0
70,221176.0,222852.0,224756.0,223064.0,221836.0,225464.0,225304.0,223152.0,225676.0,225448.0,221760.0,224048.0,221704.0,223656.0,224104.0,221484.0,223676.0,227640.0,223912.0,222852.0,224952.0,223752.0,222976.0,220972.0,218760.0,223960.0,221076.0,223560.0,222632.0,223580.0,224216.0,226328.0,224152.0,223872.0,223384.0,221124.0,223652.0,220332.0,220952.0,223984.0,220544.0,221152.0,225364.0,220028.0,220116.0,223972.0,221624.0,222340.0,221936.0,213956.0,221112.0,218308.0,224460.0,225756.0,220392.0,220648.0,222212.0,224460.0,226256.0,224100.0,222792.0,224468.0,225360.0,221664.0,220976.0,220880.0,224456.0,224168.0,221452.0,225056.0,221164.0,223144.0,222092.0,225504.0,224804.0,219872.0,222192.0,223460.0,222236.0,224132.0,222468.0,223740.0,219208.0,224124.0,220580.0,221288.0,224268.0,225632.0,221820.0,221332.0,225340.0,221912.0,223416.0,224668.0,225644.0,222964.0,223500.0,223980.0,217948.0,223836.0,223820.0,224384.0,220076.0,224056.0,224708.0,222732.0,223656.0,221736.0,224044.0,225152.0,223600.0,220772.0,221960.0,223540.0,218352.0,223192.0,225916.0,223792.0,207140.0,221260.0,220632.0,208624.0,223216.0,223072.0,220404.0,223744.0,220716.0,222860.0,223428.0,221152.0,221204.0,220496.0,223416.0,223992.0,223176.0,221056.0,224320.0,223560.0,224016.0,223168.0
71,221192.0,222872.0,224780.0,223096.0,221864.0,225476.0,225328.0,223164.0,225692.0,225468.0,221792.0,224036.0,221724.0,223684.0,224124.0,221504.0,223692.0,227680.0,223924.0,222880.0,224956.0,223772.0,222992.0,221012.0,218784.0,223992.0,221076.0,223564.0,222656.0,223604.0,224244.0,226328.0,224152.0,223896.0,223408.0,221124.0,223696.0,220376.0,220984.0,223984.0,220544.0,221172.0,225380.0,220068.0,220116.0,224016.0,221672.0,222348.0,221960.0,213988.0,221152.0,218328.0,224508.0,225780.0,220400.0,220672.0,222228.0,224464.0,226272.0,224100.0,222772.0,224508.0,225380.0,221684.0,220996.0,220900.0,224468.0,224184.0,221468.0,225064.0,221180.0,223184.0,222116.0,225544.0,224804.0,219872.0,222192.0,223480.0,222256.0,224152.0,222480.0,223772.0,219228.0,224144.0,220584.0,221296.0,224264.0,225632.0,221820.0,221364.0,225340.0,221948.0,223416.0,224664.0,225664.0,222984.0,223520.0,223984.0,217968.0,223848.0,223800.0,224384.0,220092.0,224076.0,224716.0,222748.0,223640.0,221748.0,224040.0,225132.0,223612.0,220812.0,221996.0,223564.0,218392.0,223216.0,225924.0,223808.0,207180.0,221304.0,220632.0,208648.0,223236.0,223092.0,220444.0,223784.0,220756.0,222856.0,223468.0,221156.0,221208.0,220492.0,223440.0,224024.0,223216.0,221072.0,224336.0,223592.0,224056.0,223220.0
