kbmemused,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
36,306732.0,305304.0,308304.0,306416.0,305692.0,308756.0,308456.0,306564.0,309160.0,308960.0,305816.0,309244.0,305192.0,308524.0,308748.0,305016.0,307744.0,309120.0,307880.0,306724.0,309148.0,307716.0,306724.0,305176.0,303980.0,308176.0,304432.0,308576.0,307332.0,307288.0,308760.0,309556.0,307080.0,308212.0,307664.0,306052.0,307592.0,304608.0,304996.0,307992.0,304920.0,304436.0,308280.0,305144.0,304316.0,307936.0,304724.0,306628.0,308184.0,297792.0,304900.0,304408.0,308824.0,309536.0,305256.0,304488.0,306348.0,308652.0,309796.0,307896.0,306376.0,307880.0,309268.0,305368.0,305756.0,304500.0,308212.0,308396.0,305288.0,309536.0,305356.0,307120.0,305708.0,309448.0,308152.0,303264.0,305436.0,307304.0,306240.0,307860.0,306288.0,307252.0,302916.0,308696.0,303812.0,304528.0,306776.0,309120.0,306236.0,305212.0,309496.0,306444.0,307332.0,307708.0,309268.0,307164.0,307152.0,307652.0,302980.0,307700.0,307316.0,308376.0,304116.0,307748.0,307832.0,306948.0,307852.0,304840.0,307140.0,309528.0,308020.0,305932.0,306320.0,307924.0,302748.0,307336.0,309536.0,307356.0,290964.0,305160.0,305052.0,291876.0,306980.0,307772.0,304436.0,307864.0,305124.0,306796.0,308196.0,305256.0,304984.0,305608.0,307920.0,307548.0,307728.0,304336.0,308444.0,307248.0,307332.0,308252.0
37,306732.0,305304.0,308304.0,306416.0,305692.0,308756.0,308456.0,306564.0,309160.0,308960.0,305816.0,308384.0,305192.0,312904.0,308748.0,305016.0,307744.0,309120.0,307880.0,306724.0,309148.0,307716.0,306724.0,305176.0,303980.0,308176.0,304432.0,307552.0,307308.0,307288.0,308760.0,309556.0,307080.0,308212.0,307788.0,306200.0,307592.0,304608.0,304996.0,307992.0,304920.0,304616.0,308280.0,305144.0,304316.0,307936.0,304724.0,306628.0,308184.0,297792.0,304900.0,304408.0,308824.0,309536.0,305636.0,304488.0,306348.0,308652.0,309796.0,307896.0,306376.0,307880.0,309268.0,305368.0,305756.0,304500.0,308212.0,308396.0,305288.0,309536.0,305356.0,307120.0,305708.0,309448.0,308152.0,303264.0,305436.0,307304.0,306240.0,307860.0,306288.0,307252.0,302916.0,308696.0,303812.0,304528.0,306776.0,309120.0,306236.0,305212.0,309496.0,306444.0,307332.0,307708.0,309268.0,307164.0,307152.0,307652.0,302980.0,307700.0,307316.0,308376.0,304116.0,307748.0,307832.0,306948.0,307852.0,304840.0,307140.0,309528.0,308020.0,305932.0,306320.0,307924.0,302748.0,307336.0,309536.0,309032.0,303536.0,305160.0,305052.0,292636.0,306980.0,307772.0,304436.0,307864.0,305108.0,307928.0,309872.0,305396.0,304976.0,305608.0,307920.0,307548.0,307728.0,304336.0,308444.0,307248.0,307332.0,308252.0
38,306732.0,305304.0,308304.0,306416.0,305692.0,308756.0,308456.0,306564.0,309160.0,308960.0,306948.0,308360.0,306868.0,308796.0,308748.0,305148.0,307744.0,310220.0,309300.0,306724.0,309148.0,307716.0,306724.0,305176.0,303980.0,308176.0,306224.0,307552.0,307308.0,308716.0,308760.0,309556.0,307196.0,308368.0,307788.0,306176.0,308848.0,304840.0,304996.0,307992.0,304920.0,304592.0,308280.0,305144.0,316764.0,308084.0,304724.0,306628.0,308184.0,297792.0,305536.0,304408.0,308824.0,309536.0,305504.0,304488.0,306348.0,308652.0,309796.0,307896.0,306376.0,307880.0,309268.0,305368.0,305756.0,304500.0,308212.0,308396.0,305288.0,309536.0,305356.0,307120.0,305708.0,309448.0,308152.0,303264.0,305436.0,307304.0,306240.0,307860.0,306288.0,307252.0,302916.0,308696.0,303812.0,304528.0,306776.0,309120.0,306236.0,305212.0,309496.0,306444.0,307332.0,307708.0,309268.0,307164.0,307152.0,307652.0,302980.0,307700.0,307316.0,308376.0,304116.0,307748.0,307832.0,306948.0,307852.0,304840.0,307140.0,309528.0,308020.0,306088.0,306320.0,307924.0,302748.0,307576.0,309708.0,307496.0,291212.0,305160.0,305052.0,292040.0,307228.0,307772.0,305568.0,308036.0,305108.0,306920.0,308320.0,305372.0,304976.0,305608.0,307920.0,307548.0,307728.0,304336.0,308444.0,307248.0,319904.0,308252.0
39,306732.0,305304.0,308304.0,306416.0,305692.0,308756.0,308456.0,306564.0,309160.0,308960.0,307492.0,308360.0,317764.0,308772.0,308880.0,306848.0,307744.0,309260.0,308136.0,308252.0,309148.0,307716.0,306724.0,305176.0,303980.0,308176.0,304556.0,307552.0,307308.0,307536.0,308760.0,309556.0,307172.0,308368.0,307788.0,306176.0,307716.0,304824.0,304996.0,307992.0,305804.0,304592.0,308280.0,305144.0,304464.0,308060.0,304724.0,306628.0,309852.0,297932.0,305024.0,304408.0,308824.0,309536.0,305504.0,304488.0,306348.0,308652.0,309796.0,307896.0,306376.0,307880.0,309268.0,305368.0,305756.0,304500.0,308212.0,308396.0,305288.0,309536.0,305356.0,307120.0,305708.0,309448.0,308152.0,303264.0,305436.0,307304.0,306240.0,307860.0,306288.0,307252.0,302916.0,308696.0,303812.0,304528.0,306776.0,309120.0,306236.0,305212.0,309496.0,306444.0,307332.0,307708.0,309268.0,307164.0,307152.0,307652.0,302980.0,307700.0,307316.0,308376.0,304116.0,307748.0,307832.0,306948.0,307852.0,304840.0,307140.0,309528.0,308020.0,306088.0,306320.0,307924.0,302920.0,307552.0,309692.0,307480.0,291212.0,305160.0,306844.0,292156.0,307228.0,309572.0,304708.0,308020.0,305108.0,306920.0,308320.0,305372.0,304976.0,305608.0,308052.0,309224.0,307728.0,304336.0,321016.0,307248.0,307464.0,312508.0
40,306732.0,305304.0,308304.0,306416.0,305692.0,308756.0,308456.0,306564.0,309160.0,308960.0,305908.0,308360.0,305316.0,308772.0,308872.0,305140.0,307876.0,309260.0,308128.0,306872.0,309148.0,307840.0,306864.0,305176.0,316552.0,320748.0,304556.0,307552.0,307308.0,307536.0,308860.0,309556.0,307172.0,308368.0,307788.0,306176.0,307716.0,304824.0,305088.0,308132.0,305136.0,304592.0,308280.0,316344.0,304440.0,308060.0,304724.0,319324.0,308308.0,297916.0,305024.0,304408.0,308972.0,309536.0,305504.0,304488.0,306348.0,308652.0,309796.0,307896.0,306376.0,307880.0,309268.0,305368.0,305756.0,304500.0,308212.0,308396.0,305288.0,309536.0,305356.0,307120.0,305708.0,309448.0,308152.0,303264.0,305436.0,319876.0,318812.0,308620.0,306924.0,308012.0,303676.0,308696.0,303812.0,304528.0,306776.0,309120.0,306236.0,305392.0,309496.0,306444.0,307332.0,307708.0,309268.0,307164.0,307152.0,307652.0,303096.0,307700.0,307316.0,308376.0,304116.0,307748.0,307832.0,306948.0,307852.0,304840.0,307140.0,309528.0,308020.0,306088.0,306320.0,309056.0,302904.0,307552.0,309692.0,307480.0,291212.0,305160.0,305176.0,292156.0,307228.0,308020.0,304684.0,308020.0,305108.0,306920.0,308320.0,305372.0,304976.0,307284.0,308192.0,307640.0,313968.0,306128.0,308584.0,307248.0,307440.0,308400.0
41,306732.0,305396.0,308444.0,306556.0,305956.0,308904.0,308588.0,306852.0,309268.0,309092.0,305908.0,308360.0,305316.0,308772.0,308872.0,305140.0,307868.0,309260.0,308128.0,306848.0,309404.0,307840.0,306848.0,305176.0,304104.0,308316.0,304556.0,307552.0,307308.0,307536.0,308852.0,309696.0,307172.0,308368.0,307788.0,306176.0,307716.0,304824.0,305088.0,308116.0,305136.0,304592.0,308404.0,305268.0,304440.0,308060.0,317296.0,306876.0,308308.0,297916.0,305024.0,304712.0,308948.0,309684.0,305504.0,304760.0,306528.0,308824.0,309920.0,307988.0,306500.0,308152.0,309440.0,305664.0,305896.0,304648.0,308320.0,308644.0,305436.0,309660.0,305496.0,307276.0,305832.0,309448.0,308284.0,303512.0,307260.0,307552.0,306520.0,307984.0,306444.0,307500.0,303132.0,308756.0,304132.0,304684.0,307024.0,309332.0,306540.0,305368.0,309744.0,306568.0,307604.0,307848.0,309360.0,307288.0,307276.0,307800.0,303088.0,307816.0,307596.0,308508.0,304208.0,308020.0,308012.0,307112.0,308124.0,305144.0,307444.0,309800.0,308160.0,306088.0,306492.0,308172.0,302904.0,307552.0,309692.0,307480.0,291212.0,305300.0,305176.0,292156.0,307228.0,308020.0,304684.0,308020.0,305108.0,306920.0,308320.0,305372.0,304976.0,305700.0,308168.0,307640.0,307876.0,304608.0,308584.0,308900.0,307440.0,308376.0
42,306824.0,305396.0,308428.0,306540.0,305940.0,308880.0,308580.0,306828.0,309252.0,309084.0,305908.0,308360.0,305316.0,308772.0,308872.0,305140.0,307868.0,309260.0,308128.0,306848.0,309396.0,307840.0,306848.0,305176.0,304104.0,308300.0,304556.0,307552.0,307308.0,307536.0,308852.0,309680.0,307172.0,308368.0,307788.0,306176.0,307716.0,304824.0,305088.0,308116.0,305136.0,304592.0,308404.0,305268.0,304440.0,308060.0,304972.0,306876.0,308308.0,297916.0,305024.0,304688.0,308948.0,309684.0,305504.0,304736.0,306504.0,308808.0,309920.0,307988.0,306500.0,308128.0,309424.0,305664.0,305880.0,304624.0,308304.0,308644.0,305412.0,309660.0,305480.0,307276.0,305832.0,309604.0,308276.0,303512.0,305700.0,307552.0,306520.0,307984.0,306444.0,307500.0,303132.0,308756.0,304108.0,304684.0,307024.0,309308.0,306516.0,305368.0,309744.0,306692.0,307580.0,307832.0,309360.0,307288.0,307276.0,307792.0,303088.0,307792.0,307596.0,308500.0,304208.0,307996.0,307988.0,307088.0,308100.0,305120.0,307420.0,309776.0,308144.0,306088.0,306476.0,308172.0,302904.0,307552.0,309692.0,307480.0,291212.0,305284.0,305176.0,292156.0,307228.0,308020.0,304684.0,308020.0,305044.0,306920.0,308320.0,305372.0,304976.0,305700.0,308168.0,307640.0,307852.0,304584.0,308584.0,307372.0,307440.0,308376.0
43,306824.0,305396.0,308428.0,306540.0,305940.0,308880.0,308580.0,306828.0,309252.0,309084.0,305908.0,319932.0,305316.0,308772.0,308872.0,305140.0,307868.0,309260.0,308128.0,306848.0,309396.0,307840.0,306848.0,305308.0,304104.0,308300.0,304556.0,307552.0,317020.0,307536.0,308852.0,309680.0,307172.0,308368.0,307788.0,306556.0,307716.0,304824.0,305088.0,308116.0,305136.0,304592.0,308404.0,305268.0,304440.0,308060.0,304972.0,306876.0,308308.0,297916.0,305024.0,304688.0,308948.0,309660.0,305504.0,304736.0,306504.0,308808.0,309920.0,307988.0,306500.0,308128.0,309424.0,305664.0,305880.0,304624.0,308304.0,308644.0,305412.0,309660.0,305480.0,307276.0,305832.0,309588.0,308276.0,303512.0,305700.0,307552.0,306520.0,307984.0,306444.0,307500.0,303132.0,308756.0,304108.0,304684.0,307024.0,309308.0,306516.0,305368.0,309744.0,306692.0,307580.0,307832.0,309360.0,307288.0,307276.0,307792.0,303088.0,307792.0,307596.0,308500.0,304208.0,307996.0,307988.0,307088.0,308100.0,305120.0,307420.0,309776.0,308144.0,306088.0,306476.0,308172.0,302904.0,307552.0,309692.0,307480.0,291212.0,305284.0,305176.0,292156.0,307228.0,308020.0,304684.0,308020.0,305168.0,306920.0,308320.0,305520.0,305068.0,305700.0,308168.0,307640.0,307852.0,304584.0,308584.0,307496.0,307440.0,308376.0
44,306824.0,305396.0,308428.0,306540.0,305940.0,308880.0,308580.0,306828.0,309252.0,309084.0,305908.0,308460.0,305316.0,315384.0,308872.0,305140.0,307868.0,309260.0,308128.0,306848.0,309396.0,307840.0,306848.0,305300.0,304104.0,308300.0,304556.0,307676.0,307572.0,307536.0,308852.0,309680.0,307552.0,308748.0,307912.0,306448.0,307716.0,304824.0,305088.0,308116.0,305136.0,304592.0,308404.0,305268.0,304440.0,308060.0,304972.0,306876.0,308308.0,297916.0,305024.0,304688.0,308948.0,309660.0,305504.0,304736.0,306504.0,308808.0,309920.0,307988.0,306500.0,308128.0,309424.0,305664.0,305880.0,304624.0,308304.0,308644.0,305412.0,309660.0,305480.0,307276.0,305832.0,309588.0,308276.0,303512.0,305700.0,307552.0,306520.0,307984.0,306444.0,307500.0,303132.0,308756.0,304108.0,304684.0,307024.0,309308.0,306516.0,305368.0,309744.0,306692.0,307580.0,307832.0,309360.0,307288.0,307276.0,307792.0,303088.0,307792.0,307596.0,308500.0,304208.0,307996.0,307988.0,307088.0,308100.0,305120.0,307420.0,309776.0,308144.0,306088.0,306476.0,308172.0,302904.0,307552.0,309692.0,307480.0,291212.0,305284.0,305176.0,292156.0,307228.0,308020.0,304684.0,308020.0,305168.0,307044.0,308592.0,305496.0,305068.0,305700.0,308168.0,307640.0,307852.0,304584.0,308584.0,307496.0,307440.0,308376.0
45,306824.0,305396.0,308428.0,306540.0,305940.0,308880.0,308580.0,306828.0,309252.0,309084.0,305908.0,308452.0,305316.0,308920.0,308872.0,305140.0,307868.0,309260.0,308384.0,306848.0,309396.0,307840.0,306848.0,305300.0,304104.0,308300.0,304556.0,307800.0,307556.0,307536.0,308852.0,309680.0,307328.0,308468.0,308036.0,306424.0,307716.0,304824.0,305088.0,308116.0,305268.0,304840.0,308404.0,305268.0,304440.0,308060.0,304972.0,306876.0,308308.0,297916.0,305024.0,304688.0,308948.0,309660.0,310876.0,304736.0,306504.0,308808.0,309920.0,307988.0,306500.0,308128.0,309424.0,305664.0,305880.0,304624.0,308304.0,308644.0,305412.0,309660.0,305480.0,307276.0,305832.0,309588.0,308276.0,303512.0,305700.0,307552.0,306520.0,307984.0,306444.0,307500.0,303132.0,308756.0,304108.0,304684.0,307024.0,309308.0,306516.0,305368.0,309744.0,306692.0,307580.0,307832.0,309360.0,307288.0,307276.0,307792.0,303088.0,307792.0,307596.0,308500.0,304208.0,307996.0,307988.0,307088.0,308100.0,305120.0,307420.0,309776.0,308144.0,306088.0,306476.0,308172.0,302904.0,307552.0,309692.0,307620.0,291196.0,305284.0,305176.0,292296.0,307228.0,308020.0,304800.0,308020.0,305168.0,307168.0,308568.0,305496.0,305068.0,305700.0,308168.0,307640.0,307852.0,304584.0,308584.0,307496.0,307620.0,308376.0
46,306824.0,305396.0,308428.0,306540.0,305940.0,308880.0,308580.0,306828.0,309252.0,309084.0,306032.0,308452.0,305440.0,308896.0,309052.0,305288.0,307868.0,310268.0,308252.0,306980.0,309396.0,307840.0,307104.0,305300.0,304104.0,308300.0,306356.0,307800.0,307556.0,307692.0,308852.0,309680.0,307328.0,308460.0,308036.0,306424.0,307964.0,304996.0,305088.0,308116.0,305276.0,304840.0,308404.0,305268.0,304564.0,308356.0,304972.0,306876.0,308308.0,298040.0,311668.0,304688.0,309328.0,309660.0,305628.0,304736.0,306504.0,308808.0,309920.0,307988.0,306500.0,308128.0,309424.0,305664.0,305880.0,304624.0,308304.0,308644.0,305412.0,309660.0,305480.0,307276.0,305832.0,309588.0,308276.0,303512.0,305700.0,307552.0,306520.0,307984.0,306444.0,307500.0,303132.0,308756.0,304108.0,304684.0,307024.0,309308.0,306516.0,305368.0,309744.0,306692.0,307580.0,307832.0,309360.0,307288.0,307276.0,307792.0,303088.0,307792.0,307596.0,308500.0,304208.0,307996.0,307988.0,307088.0,308100.0,305120.0,307420.0,309776.0,308144.0,306212.0,306476.0,308172.0,302904.0,307716.0,309840.0,307604.0,291304.0,305284.0,305176.0,292280.0,307360.0,308020.0,304776.0,308120.0,305168.0,307168.0,308568.0,305496.0,305068.0,305700.0,308168.0,307640.0,307852.0,304584.0,308708.0,307496.0,307596.0,310044.0
47,306824.0,305396.0,308428.0,306540.0,305940.0,308880.0,308580.0,306828.0,309252.0,309084.0,306032.0,308452.0,305564.0,308896.0,309152.0,305388.0,307868.0,309540.0,308252.0,308508.0,309396.0,307840.0,306996.0,305300.0,304360.0,308416.0,304804.0,307800.0,307556.0,307692.0,309000.0,309680.0,307328.0,308460.0,308036.0,306424.0,307964.0,304980.0,305088.0,308116.0,305260.0,304840.0,308404.0,305268.0,304564.0,308340.0,304972.0,306876.0,310132.0,298164.0,305272.0,304944.0,309088.0,309660.0,305628.0,304736.0,306504.0,308808.0,309920.0,307988.0,306500.0,308128.0,309424.0,305664.0,305880.0,304624.0,308304.0,308644.0,305412.0,309660.0,305480.0,307276.0,305832.0,309588.0,308276.0,303512.0,305700.0,307552.0,306520.0,307984.0,306444.0,307500.0,303132.0,308756.0,304108.0,304684.0,307024.0,309308.0,306516.0,305516.0,309744.0,306692.0,307580.0,307832.0,309360.0,307288.0,307276.0,307792.0,303268.0,307792.0,307596.0,308500.0,304208.0,307996.0,307988.0,307088.0,308100.0,305120.0,307420.0,309776.0,308144.0,306212.0,306476.0,308280.0,303120.0,307708.0,309816.0,307604.0,291304.0,305284.0,305276.0,292280.0,307352.0,308112.0,304776.0,308112.0,305168.0,307168.0,308568.0,305496.0,305068.0,305700.0,308192.0,307920.0,309632.0,304732.0,308708.0,307496.0,307596.0,308500.0
48,306824.0,305396.0,308428.0,306540.0,305940.0,308880.0,308580.0,306828.0,309252.0,309084.0,306032.0,308452.0,305564.0,308896.0,309152.0,305388.0,308140.0,309540.0,308252.0,306972.0,309396.0,307964.0,306972.0,305680.0,304268.0,308408.0,304804.0,307800.0,307556.0,307692.0,308976.0,309680.0,307328.0,308460.0,308036.0,306424.0,307964.0,304980.0,305228.0,308388.0,305260.0,304840.0,308404.0,305516.0,304564.0,308340.0,305352.0,308676.0,308432.0,298164.0,305272.0,304796.0,309072.0,309660.0,305628.0,304736.0,306504.0,308808.0,309920.0,307988.0,306500.0,308128.0,309424.0,305664.0,305880.0,304624.0,308304.0,308644.0,305412.0,309660.0,305480.0,307276.0,305832.0,309588.0,308276.0,303512.0,305700.0,307700.0,306620.0,308232.0,306568.0,307592.0,303272.0,309036.0,304216.0,304784.0,307148.0,309416.0,306616.0,305492.0,309892.0,306840.0,307728.0,307980.0,309452.0,307536.0,307392.0,307908.0,303368.0,307948.0,307704.0,308648.0,304364.0,308096.0,308096.0,307236.0,308224.0,305268.0,307568.0,309900.0,308292.0,306212.0,306476.0,308264.0,303120.0,307708.0,309816.0,307604.0,291304.0,305432.0,305268.0,292280.0,307352.0,308112.0,304776.0,308112.0,305168.0,307168.0,308568.0,305496.0,305068.0,305880.0,308292.0,307920.0,308032.0,304708.0,308708.0,307504.0,307596.0,308624.0
49,306824.0,305644.0,308552.0,306804.0,306064.0,309044.0,308836.0,306944.0,309400.0,309348.0,306032.0,308452.0,305564.0,308896.0,309152.0,305388.0,308116.0,309540.0,308252.0,306972.0,309520.0,307964.0,306972.0,305680.0,304260.0,308408.0,304804.0,307800.0,307736.0,307692.0,308976.0,309952.0,307328.0,308460.0,308036.0,306424.0,307964.0,304980.0,305212.0,308364.0,305260.0,304840.0,308660.0,305516.0,304564.0,308340.0,317536.0,307000.0,308432.0,298164.0,305272.0,304780.0,309072.0,309900.0,305628.0,304892.0,306572.0,308908.0,310136.0,308088.0,306592.0,308300.0,309672.0,305812.0,306160.0,304872.0,308600.0,308768.0,305676.0,309760.0,305760.0,307368.0,306104.0,309588.0,308580.0,303660.0,305824.0,307676.0,306612.0,308232.0,306568.0,307592.0,303256.0,309036.0,304200.0,304900.0,307148.0,309524.0,306608.0,305492.0,309868.0,306816.0,307704.0,307956.0,309452.0,307536.0,307368.0,308024.0,303368.0,307948.0,307704.0,308624.0,304364.0,308088.0,308220.0,307212.0,308224.0,305244.0,307544.0,309900.0,308268.0,306212.0,306692.0,308264.0,303120.0,307708.0,309816.0,307604.0,291304.0,305408.0,305268.0,292280.0,307352.0,308112.0,304776.0,308112.0,305380.0,307168.0,308568.0,305496.0,305068.0,305856.0,308292.0,307920.0,308008.0,304708.0,308708.0,307496.0,307596.0,308624.0
50,306980.0,305644.0,308552.0,306788.0,306064.0,309036.0,308828.0,306936.0,309376.0,309332.0,306032.0,321024.0,305564.0,308896.0,309152.0,305388.0,308116.0,309540.0,308252.0,306972.0,309520.0,307964.0,306972.0,305424.0,304260.0,308408.0,304804.0,315992.0,307712.0,307692.0,308976.0,309928.0,307328.0,308460.0,320608.0,318996.0,307964.0,304980.0,305212.0,308364.0,305260.0,304840.0,308652.0,305516.0,304564.0,308340.0,305128.0,307000.0,308432.0,298164.0,305272.0,304780.0,309072.0,309876.0,305628.0,304892.0,306564.0,308900.0,310136.0,308080.0,306592.0,308284.0,309672.0,305788.0,306160.0,304872.0,308584.0,308768.0,305660.0,309752.0,305760.0,307368.0,306080.0,309852.0,308556.0,303636.0,305824.0,307676.0,306612.0,308232.0,306568.0,307592.0,303256.0,309036.0,304200.0,304900.0,307148.0,309524.0,306608.0,305492.0,309868.0,306816.0,307704.0,307956.0,309452.0,307536.0,307368.0,308024.0,303368.0,307948.0,307704.0,308624.0,304364.0,308088.0,308220.0,307212.0,308224.0,305244.0,307544.0,309900.0,308268.0,306212.0,306692.0,308264.0,303120.0,307708.0,309816.0,307604.0,291304.0,305408.0,305268.0,292280.0,307352.0,308112.0,304776.0,308112.0,305356.0,307168.0,308568.0,305636.0,305192.0,305856.0,308292.0,307920.0,308008.0,304708.0,308708.0,307496.0,307596.0,308624.0
51,306980.0,305644.0,308552.0,306788.0,306064.0,309036.0,308828.0,306936.0,309376.0,309332.0,306032.0,308576.0,305564.0,315756.0,309152.0,305388.0,308116.0,309540.0,308252.0,306972.0,309520.0,307964.0,306972.0,305424.0,304260.0,308408.0,304804.0,307956.0,307712.0,308824.0,308976.0,309928.0,319900.0,321032.0,308160.0,306548.0,307964.0,304980.0,305212.0,308364.0,305260.0,317412.0,308652.0,305516.0,304564.0,308340.0,305128.0,307000.0,308432.0,298164.0,305528.0,304780.0,309072.0,309876.0,305628.0,304892.0,306564.0,308900.0,310136.0,308080.0,306592.0,308284.0,309672.0,305788.0,306160.0,304872.0,308584.0,308768.0,305660.0,309752.0,305760.0,307368.0,306080.0,309836.0,308556.0,303636.0,305824.0,307676.0,306612.0,308232.0,306568.0,307592.0,303256.0,309036.0,304200.0,304900.0,307148.0,309524.0,306608.0,305492.0,309868.0,306816.0,307704.0,307956.0,309452.0,307536.0,307368.0,308024.0,303368.0,307948.0,307704.0,308624.0,304364.0,308088.0,308220.0,307212.0,308224.0,305244.0,307544.0,309900.0,308268.0,306212.0,306692.0,308264.0,303120.0,307708.0,309816.0,307604.0,291304.0,305408.0,305268.0,292280.0,307352.0,308112.0,304776.0,308112.0,305356.0,307292.0,308716.0,305744.0,305316.0,305856.0,308292.0,307920.0,308008.0,304708.0,308708.0,307496.0,307596.0,308624.0
52,306980.0,305644.0,308552.0,306788.0,306064.0,309036.0,308828.0,306936.0,309376.0,309332.0,306032.0,308700.0,305564.0,308988.0,309152.0,305388.0,308116.0,309796.0,308400.0,306972.0,309520.0,307964.0,306972.0,305424.0,304260.0,308408.0,304804.0,307956.0,307712.0,307800.0,308976.0,309928.0,307436.0,308740.0,308160.0,306548.0,308112.0,317552.0,305212.0,308364.0,305260.0,304980.0,308652.0,305516.0,317136.0,308976.0,305128.0,307000.0,308432.0,310612.0,305396.0,305292.0,309204.0,309876.0,305776.0,304892.0,306564.0,308900.0,310136.0,308080.0,306592.0,308284.0,309672.0,305788.0,306160.0,304872.0,308584.0,308768.0,305660.0,309752.0,305760.0,307368.0,306080.0,309836.0,308556.0,303636.0,305824.0,307676.0,306612.0,308232.0,306568.0,307592.0,303256.0,309036.0,304200.0,304900.0,307148.0,309524.0,306608.0,305492.0,309868.0,306816.0,307704.0,307956.0,309452.0,307536.0,307368.0,308024.0,303368.0,307948.0,307704.0,308624.0,304364.0,308088.0,308220.0,307212.0,308224.0,305244.0,307544.0,309900.0,308268.0,306212.0,306692.0,308264.0,303120.0,307708.0,309816.0,307752.0,291484.0,305408.0,305268.0,292380.0,307732.0,308112.0,304932.0,308112.0,305356.0,307292.0,308692.0,305744.0,305316.0,305856.0,308292.0,307920.0,308008.0,304708.0,308708.0,307496.0,307852.0,308624.0
53,306980.0,305644.0,308552.0,306788.0,306064.0,309036.0,308828.0,306936.0,309376.0,309332.0,306304.0,308700.0,305564.0,308988.0,309120.0,305536.0,308296.0,309664.0,308376.0,306972.0,309520.0,308220.0,307128.0,305424.0,304260.0,308532.0,304944.0,307956.0,307712.0,307784.0,321548.0,309928.0,307420.0,308740.0,308160.0,306548.0,308088.0,305104.0,305212.0,308364.0,305440.0,304964.0,308652.0,305516.0,304704.0,308488.0,305128.0,307000.0,308432.0,298320.0,305396.0,304960.0,309196.0,309876.0,305752.0,304892.0,306564.0,308900.0,310136.0,308080.0,306592.0,308284.0,309672.0,305788.0,306160.0,304872.0,308584.0,308768.0,305660.0,309752.0,305760.0,307368.0,306080.0,309836.0,308556.0,303636.0,305824.0,307676.0,306612.0,308232.0,306568.0,307592.0,303256.0,309036.0,304200.0,304900.0,307148.0,309524.0,306608.0,305492.0,309868.0,306816.0,307704.0,307956.0,309452.0,307536.0,307368.0,308024.0,303368.0,307948.0,307704.0,308624.0,304364.0,308088.0,308220.0,307212.0,308224.0,305244.0,307544.0,309900.0,308268.0,306320.0,306692.0,308264.0,303120.0,307848.0,310072.0,307728.0,291460.0,305408.0,305268.0,292372.0,307600.0,308112.0,304932.0,308268.0,305356.0,307292.0,308692.0,305744.0,305316.0,305856.0,308292.0,307920.0,308008.0,304708.0,308832.0,307496.0,307844.0,321072.0
