kbinact,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
57,153508.0,154572.0,156104.0,154188.0,153804.0,156348.0,156776.0,155448.0,156228.0,156492.0,153804.0,155612.0,152656.0,155744.0,156148.0,152268.0,155192.0,157088.0,155332.0,154580.0,156340.0,155376.0,154228.0,152808.0,151648.0,155876.0,152508.0,155144.0,154388.0,155312.0,155876.0,157020.0,154832.0,155408.0,154832.0,153172.0,154620.0,153540.0,152604.0,155300.0,152668.0,153328.0,155724.0,153028.0,153860.0,155000.0,153348.0,154112.0,155080.0,149888.0,154404.0,151460.0,156364.0,157768.0,153020.0,153820.0,154512.0,156360.0,157056.0,155756.0,154392.0,155512.0,156268.0,153492.0,152932.0,152632.0,155764.0,155756.0,153080.0,156292.0,153268.0,154540.0,154480.0,156752.0,155936.0,153092.0,153048.0,154856.0,153848.0,154716.0,153880.0,154768.0,152840.0,155648.0,152776.0,154400.0,154812.0,155956.0,153468.0,153948.0,156668.0,155132.0,154968.0,154284.0,156500.0,154688.0,154744.0,154584.0,152824.0,154420.0,154216.0,154548.0,153480.0,154404.0,154896.0,154168.0,155436.0,151840.0,154156.0,155816.0,155344.0,153964.0,154272.0,155452.0,152252.0,154752.0,157336.0,154932.0,144628.0,153020.0,152620.0,145660.0,154708.0,155448.0,152160.0,155420.0,152816.0,154128.0,154792.0,154232.0,153024.0,152952.0,155020.0,155356.0,155436.0,152532.0,155968.0,155108.0,155008.0,154900.0
58,153524.0,154588.0,156104.0,154204.0,153820.0,156348.0,156776.0,155448.0,156240.0,156508.0,153836.0,155624.0,152688.0,155768.0,156180.0,152296.0,155220.0,157108.0,155344.0,154596.0,156352.0,155392.0,154228.0,152808.0,151664.0,155892.0,152516.0,155144.0,154412.0,155328.0,155888.0,157020.0,154856.0,155432.0,154856.0,153196.0,154644.0,153564.0,152612.0,155300.0,152684.0,153328.0,155740.0,153028.0,153876.0,155020.0,153364.0,154112.0,155104.0,149908.0,154412.0,151480.0,156380.0,157768.0,153020.0,153836.0,154528.0,156360.0,157072.0,155756.0,154404.0,155524.0,156288.0,153520.0,152964.0,152632.0,155764.0,155756.0,153080.0,156300.0,153288.0,154540.0,154512.0,156764.0,155936.0,153108.0,153080.0,154872.0,153848.0,154736.0,153900.0,154792.0,152872.0,155680.0,152800.0,154412.0,154824.0,155956.0,153484.0,153948.0,156684.0,155144.0,154980.0,154312.0,156512.0,154708.0,154760.0,154616.0,152824.0,154440.0,154248.0,154564.0,153500.0,154436.0,154924.0,154200.0,155436.0,151852.0,154180.0,155828.0,155372.0,153964.0,154280.0,155460.0,152252.0,154776.0,157336.0,154932.0,144628.0,153044.0,152620.0,145688.0,154708.0,155448.0,152168.0,155444.0,152828.0,154128.0,154808.0,154264.0,153052.0,152952.0,155044.0,155388.0,155444.0,152548.0,156000.0,155140.0,155036.0,154928.0
59,153540.0,154604.0,156116.0,154220.0,153816.0,156380.0,156804.0,155472.0,156260.0,156540.0,153844.0,155624.0,152696.0,155788.0,156188.0,152296.0,155220.0,157120.0,155368.0,154612.0,156380.0,155400.0,154256.0,152836.0,151680.0,155892.0,152516.0,155168.0,154424.0,155328.0,155900.0,157048.0,154872.0,155432.0,154856.0,153196.0,154656.0,153580.0,152612.0,155332.0,152700.0,153356.0,155740.0,153060.0,153876.0,155020.0,153364.0,154144.0,155104.0,149924.0,154412.0,151480.0,156392.0,157796.0,153056.0,153836.0,154528.0,156392.0,157084.0,155788.0,154416.0,155552.0,156288.0,153536.0,152964.0,152664.0,155796.0,155784.0,153108.0,156320.0,153288.0,154572.0,154512.0,156764.0,155968.0,153124.0,153080.0,154884.0,153876.0,154760.0,153912.0,154804.0,152884.0,155688.0,152800.0,154440.0,154840.0,155984.0,153496.0,153972.0,156696.0,155156.0,154980.0,154324.0,156512.0,154720.0,154760.0,154616.0,152848.0,154440.0,154260.0,154576.0,153516.0,154436.0,154924.0,154208.0,155460.0,151868.0,154180.0,155844.0,155372.0,153992.0,154304.0,155472.0,152280.0,154776.0,157364.0,154956.0,144648.0,153040.0,152644.0,145688.0,154728.0,155468.0,152168.0,155456.0,152840.0,154152.0,154808.0,154276.0,153068.0,152976.0,155052.0,155388.0,155444.0,152548.0,156000.0,155140.0,155052.0,154940.0
60,153556.0,154612.0,156148.0,154220.0,153844.0,156392.0,156816.0,155484.0,156272.0,156540.0,153860.0,155624.0,152720.0,155792.0,156188.0,152324.0,155240.0,157128.0,155368.0,154632.0,156392.0,155416.0,154268.0,152840.0,151680.0,155916.0,152544.0,155184.0,154424.0,155360.0,155912.0,157048.0,154872.0,155460.0,154876.0,153228.0,154672.0,153588.0,152636.0,155332.0,152700.0,153364.0,155768.0,153060.0,153900.0,155040.0,153396.0,154156.0,155124.0,149940.0,154436.0,151512.0,156392.0,157796.0,153068.0,153860.0,154556.0,156404.0,157084.0,155800.0,154432.0,155564.0,156312.0,153536.0,152992.0,152664.0,155796.0,155796.0,153116.0,156320.0,153312.0,154572.0,154524.0,156796.0,155968.0,153124.0,153104.0,154892.0,153876.0,154760.0,153924.0,154812.0,152896.0,155704.0,152828.0,154456.0,154840.0,155984.0,153496.0,153972.0,156708.0,155168.0,155000.0,154340.0,156536.0,154732.0,154784.0,154640.0,152852.0,154464.0,154268.0,154588.0,153524.0,154444.0,154948.0,154208.0,155472.0,151868.0,154192.0,155852.0,155396.0,153996.0,154316.0,155484.0,152280.0,154800.0,157364.0,154968.0,144660.0,153064.0,152668.0,145716.0,154740.0,155488.0,152204.0,155456.0,152860.0,154168.0,154840.0,154284.0,153068.0,152988.0,155072.0,155412.0,155460.0,152556.0,156032.0,155164.0,155052.0,154940.0
61,153568.0,154628.0,156148.0,154244.0,153844.0,156400.0,156832.0,155500.0,156284.0,156564.0,153868.0,155656.0,152720.0,155820.0,156212.0,152328.0,155260.0,157136.0,155396.0,154632.0,156408.0,155432.0,154284.0,152840.0,151688.0,155936.0,152532.0,155184.0,154452.0,155360.0,155912.0,157076.0,154896.0,155476.0,154900.0,153228.0,154688.0,153612.0,152660.0,155340.0,152716.0,153376.0,155768.0,153072.0,153916.0,155060.0,153396.0,154168.0,155136.0,149952.0,154448.0,151524.0,156408.0,157824.0,153068.0,153860.0,154564.0,156420.0,157112.0,155800.0,154456.0,155580.0,156324.0,153548.0,152992.0,152688.0,155820.0,155812.0,153132.0,156348.0,153312.0,154596.0,154532.0,156808.0,155988.0,153148.0,153104.0,154904.0,153896.0,154780.0,153944.0,154824.0,152904.0,155712.0,152820.0,154460.0,154856.0,156004.0,153516.0,154004.0,156716.0,155176.0,155012.0,154348.0,156548.0,154752.0,154792.0,154640.0,152872.0,154464.0,154280.0,154588.0,153532.0,154468.0,154948.0,154232.0,155472.0,151888.0,154216.0,155860.0,155396.0,153996.0,154324.0,155508.0,152308.0,154804.0,157384.0,154976.0,144660.0,153076.0,152668.0,145728.0,154752.0,155504.0,152204.0,155488.0,152872.0,154184.0,154840.0,154304.0,153080.0,152988.0,155076.0,155412.0,155488.0,152572.0,156032.0,155180.0,155072.0,154964.0
62,153576.0,154636.0,156168.0,154260.0,153868.0,156412.0,156840.0,155508.0,156296.0,156572.0,153888.0,155656.0,152720.0,155824.0,156232.0,152348.0,155264.0,157148.0,155404.0,154648.0,156408.0,155456.0,154284.0,152876.0,151712.0,155948.0,152564.0,155200.0,154452.0,155364.0,155940.0,157076.0,154896.0,155472.0,154904.0,153252.0,154692.0,153612.0,152668.0,155372.0,152724.0,153376.0,155788.0,153100.0,153916.0,155068.0,153420.0,154168.0,155136.0,149952.0,154448.0,151524.0,156424.0,157824.0,153084.0,153884.0,154564.0,156420.0,157120.0,155820.0,154468.0,155588.0,156324.0,153548.0,153012.0,152688.0,155828.0,155816.0,153132.0,156352.0,153332.0,154596.0,154552.0,156816.0,156000.0,153148.0,153116.0,154932.0,153896.0,154808.0,153944.0,154824.0,152904.0,155712.0,152836.0,154464.0,154856.0,156024.0,153536.0,154012.0,156716.0,155200.0,155040.0,154348.0,156564.0,154780.0,154792.0,154676.0,152872.0,154484.0,154304.0,154620.0,153548.0,154468.0,154980.0,154260.0,155504.0,151888.0,154216.0,155888.0,155408.0,154028.0,154336.0,155516.0,152308.0,154804.0,157384.0,155000.0,144676.0,153084.0,152688.0,145736.0,154752.0,155504.0,152220.0,155496.0,152872.0,154196.0,154848.0,154316.0,153100.0,153020.0,155088.0,155436.0,155488.0,152596.0,156052.0,155180.0,155088.0,154980.0
63,153588.0,154656.0,156168.0,154260.0,153888.0,156444.0,156868.0,155508.0,156332.0,156572.0,153888.0,155676.0,152752.0,155824.0,156232.0,152348.0,155264.0,157168.0,155416.0,154660.0,156416.0,155456.0,154312.0,152884.0,151732.0,155960.0,152564.0,155220.0,154468.0,155380.0,155952.0,157112.0,154916.0,155500.0,154904.0,153252.0,154704.0,153632.0,152676.0,155384.0,152744.0,153400.0,155808.0,153100.0,153944.0,155068.0,153420.0,154192.0,155160.0,149960.0,154464.0,151544.0,156424.0,157832.0,153104.0,153884.0,154596.0,156428.0,157120.0,155820.0,154492.0,155612.0,156352.0,153568.0,153040.0,152724.0,155848.0,155820.0,153144.0,156352.0,153360.0,154636.0,154580.0,156828.0,156000.0,153188.0,153132.0,154936.0,153924.0,154808.0,153968.0,154844.0,152936.0,155740.0,152864.0,154492.0,154884.0,156036.0,153548.0,154028.0,156748.0,155200.0,155044.0,154376.0,156576.0,154780.0,154824.0,154680.0,152896.0,154484.0,154312.0,154628.0,153564.0,154484.0,154980.0,154252.0,155512.0,151920.0,154244.0,155892.0,155436.0,154028.0,154348.0,155528.0,152332.0,154832.0,157416.0,155004.0,144696.0,153100.0,152704.0,145752.0,154772.0,155524.0,152232.0,155496.0,152904.0,154196.0,154872.0,154316.0,153100.0,153032.0,155108.0,155436.0,155512.0,152608.0,156052.0,155208.0,155104.0,154988.0
64,153608.0,154668.0,156180.0,154284.0,153896.0,156444.0,156876.0,155536.0,156328.0,156600.0,153912.0,155676.0,152752.0,155844.0,156256.0,152372.0,155280.0,157168.0,155416.0,154668.0,156444.0,155480.0,154312.0,152884.0,151740.0,155960.0,152588.0,155220.0,154472.0,155400.0,155960.0,157112.0,154928.0,155500.0,154928.0,153284.0,154704.0,153640.0,152688.0,155392.0,152772.0,153424.0,155820.0,153120.0,153944.0,155092.0,153428.0,154192.0,155160.0,149992.0,154464.0,151544.0,156448.0,157860.0,153104.0,153912.0,154608.0,156452.0,157148.0,155848.0,154492.0,155612.0,156364.0,153600.0,153044.0,152728.0,155856.0,155848.0,153172.0,156384.0,153360.0,154636.0,154584.0,156848.0,156024.0,153188.0,153156.0,154948.0,153924.0,154824.0,153976.0,154852.0,152948.0,155756.0,152880.0,154488.0,154900.0,156048.0,153560.0,154028.0,156760.0,155220.0,155056.0,154392.0,156592.0,154796.0,154836.0,154692.0,152896.0,154516.0,154324.0,154640.0,153580.0,154512.0,155004.0,154276.0,155524.0,151932.0,154260.0,155892.0,155436.0,154048.0,154368.0,155536.0,152344.0,154832.0,157428.0,155004.0,144696.0,153104.0,152712.0,145772.0,154792.0,155532.0,152252.0,155520.0,152904.0,154236.0,154872.0,154336.0,153128.0,153040.0,155124.0,155468.0,155524.0,152620.0,156076.0,155220.0,155104.0,155004.0
65,153620.0,154684.0,156188.0,154296.0,153892.0,156456.0,156876.0,155552.0,156336.0,156616.0,153912.0,155688.0,152760.0,155856.0,156256.0,152372.0,155292.0,157176.0,155444.0,154680.0,156444.0,155492.0,154332.0,152908.0,151756.0,155968.0,152600.0,155236.0,154488.0,155400.0,155976.0,157112.0,154948.0,155524.0,154932.0,153296.0,154736.0,153640.0,152700.0,155392.0,152776.0,153432.0,155832.0,153120.0,153968.0,155092.0,153460.0,154216.0,155188.0,149992.0,154496.0,151576.0,156472.0,157876.0,153124.0,153924.0,154608.0,156452.0,157164.0,155864.0,154496.0,155616.0,156376.0,153612.0,153044.0,152740.0,155872.0,155860.0,153184.0,156384.0,153364.0,154648.0,154584.0,156856.0,156044.0,153188.0,153156.0,154956.0,153944.0,154832.0,153988.0,154876.0,152960.0,155764.0,152880.0,154516.0,154908.0,156056.0,153568.0,154044.0,156760.0,155232.0,155056.0,154400.0,156600.0,154796.0,154848.0,154692.0,152920.0,154524.0,154332.0,154648.0,153580.0,154512.0,155008.0,154276.0,155536.0,151944.0,154260.0,155908.0,155460.0,154048.0,154380.0,155552.0,152352.0,154856.0,157428.0,155024.0,144716.0,153120.0,152732.0,145772.0,154792.0,155560.0,152252.0,155520.0,152924.0,154236.0,154892.0,154360.0,153144.0,153052.0,155132.0,155480.0,155536.0,152636.0,156076.0,155220.0,155128.0,155012.0
66,153632.0,154692.0,156216.0,154296.0,153920.0,156464.0,156896.0,155560.0,156348.0,156624.0,153920.0,155708.0,152772.0,155872.0,156292.0,152396.0,155308.0,157196.0,155452.0,154688.0,156472.0,155492.0,154344.0,152916.0,151764.0,155980.0,152600.0,155240.0,154488.0,155412.0,155984.0,157124.0,154948.0,155536.0,154960.0,153296.0,154736.0,153672.0,152708.0,155416.0,152788.0,153444.0,155840.0,153144.0,153980.0,155124.0,153460.0,154220.0,155188.0,150004.0,154500.0,151588.0,156472.0,157876.0,153132.0,153936.0,154628.0,156476.0,157164.0,155872.0,154512.0,155628.0,156376.0,153624.0,153064.0,152740.0,155872.0,155872.0,153196.0,156408.0,153388.0,154648.0,154596.0,156872.0,156044.0,153212.0,153180.0,154972.0,153944.0,154832.0,154000.0,154876.0,152972.0,155780.0,152900.0,154512.0,154908.0,156056.0,153584.0,154044.0,156784.0,155232.0,155080.0,154412.0,156616.0,154820.0,154860.0,154716.0,152920.0,154524.0,154348.0,154648.0,153600.0,154520.0,155020.0,154300.0,155548.0,151956.0,154264.0,155928.0,155476.0,154080.0,154388.0,155568.0,152380.0,154876.0,157456.0,155036.0,144732.0,153128.0,152744.0,145792.0,154816.0,155560.0,152264.0,155552.0,152924.0,154248.0,154904.0,154360.0,153144.0,153064.0,155144.0,155484.0,155536.0,152648.0,156088.0,155232.0,155128.0,155024.0
67,153640.0,154708.0,156216.0,154328.0,153920.0,156480.0,156912.0,155576.0,156360.0,156620.0,153948.0,155740.0,152784.0,155872.0,156288.0,152396.0,155324.0,157196.0,155476.0,154704.0,156484.0,155524.0,154356.0,152940.0,151780.0,156016.0,152632.0,155240.0,154508.0,155424.0,156008.0,157136.0,154976.0,155548.0,154960.0,153320.0,154748.0,153688.0,152732.0,155416.0,152796.0,153444.0,155856.0,153144.0,153992.0,155136.0,153480.0,154236.0,155196.0,150016.0,154512.0,151596.0,156472.0,157896.0,153132.0,153936.0,154644.0,156488.0,157188.0,155888.0,154536.0,155656.0,156400.0,153624.0,153064.0,152764.0,155896.0,155884.0,153208.0,156408.0,153388.0,154672.0,154620.0,156880.0,156068.0,153212.0,153180.0,154988.0,153976.0,154848.0,154012.0,154908.0,152988.0,155780.0,152900.0,154532.0,154940.0,156088.0,153600.0,154080.0,156800.0,155244.0,155096.0,154416.0,156624.0,154828.0,154872.0,154716.0,152952.0,154548.0,154364.0,154680.0,153600.0,154536.0,155020.0,154300.0,155564.0,151956.0,154284.0,155928.0,155476.0,154080.0,154392.0,155584.0,152384.0,154880.0,157456.0,155056.0,144752.0,153136.0,152756.0,145796.0,154852.0,155560.0,152280.0,155564.0,152948.0,154256.0,154920.0,154388.0,153168.0,153084.0,155144.0,155512.0,155568.0,152648.0,156124.0,155264.0,155148.0,155048.0
68,153656.0,154724.0,156248.0,154328.0,153952.0,156496.0,156912.0,155592.0,156372.0,156656.0,153948.0,155740.0,152788.0,155896.0,156304.0,152428.0,155324.0,157212.0,155476.0,154720.0,156484.0,155532.0,154372.0,152952.0,151796.0,156016.0,152640.0,155272.0,154508.0,155448.0,156016.0,157152.0,154976.0,155548.0,154984.0,153328.0,154748.0,153688.0,152744.0,155432.0,152808.0,153464.0,155856.0,153164.0,154004.0,155144.0,153480.0,154236.0,155204.0,150028.0,154512.0,151600.0,156500.0,157896.0,153144.0,153948.0,154644.0,156488.0,157188.0,155888.0,154552.0,155672.0,156400.0,153652.0,153080.0,152764.0,155896.0,155888.0,153208.0,156432.0,153400.0,154672.0,154640.0,156896.0,156068.0,153240.0,153192.0,155012.0,154004.0,154888.0,154052.0,154908.0,152988.0,155816.0,152932.0,154544.0,154952.0,156088.0,153620.0,154092.0,156820.0,155284.0,155096.0,154444.0,156652.0,154856.0,154872.0,154752.0,152952.0,154568.0,154388.0,154704.0,153640.0,154564.0,155052.0,154336.0,155588.0,151980.0,154312.0,155948.0,155508.0,154096.0,154424.0,155588.0,152384.0,154892.0,157488.0,155064.0,144752.0,153156.0,152756.0,145812.0,154848.0,155588.0,152296.0,155564.0,152948.0,154256.0,154952.0,154376.0,153164.0,153084.0,155160.0,155520.0,155580.0,152664.0,156132.0,155264.0,155164.0,155060.0
69,153672.0,154740.0,156248.0,154360.0,153952.0,156516.0,156944.0,155620.0,156396.0,156656.0,153952.0,155752.0,152808.0,155896.0,156320.0,152424.0,155340.0,157232.0,155500.0,154732.0,156528.0,155548.0,154388.0,152968.0,151808.0,156024.0,152640.0,155292.0,154536.0,155444.0,156016.0,157192.0,154996.0,155568.0,155012.0,153348.0,154776.0,153708.0,152752.0,155468.0,152824.0,153492.0,155888.0,153184.0,154004.0,155164.0,153512.0,154260.0,155232.0,150040.0,154548.0,151620.0,156516.0,157932.0,153176.0,153980.0,154680.0,156524.0,157220.0,155924.0,154552.0,155696.0,156436.0,153680.0,153108.0,152792.0,155936.0,155916.0,153236.0,156460.0,153440.0,154712.0,154660.0,156896.0,156104.0,153268.0,153208.0,155012.0,154008.0,154892.0,154056.0,154936.0,153016.0,155816.0,152932.0,154576.0,154956.0,156116.0,153632.0,154100.0,156824.0,155284.0,155124.0,154460.0,156656.0,154860.0,154896.0,154756.0,152972.0,154588.0,154388.0,154700.0,153640.0,154572.0,155052.0,154332.0,155592.0,151992.0,154332.0,155972.0,155508.0,154100.0,154424.0,155608.0,152408.0,154912.0,157488.0,155068.0,144752.0,153168.0,152784.0,145812.0,154844.0,155588.0,152296.0,155592.0,152980.0,154276.0,154952.0,154396.0,153184.0,153116.0,155176.0,155532.0,155580.0,152684.0,156132.0,155288.0,155176.0,155068.0
70,153696.0,154748.0,156260.0,154360.0,153976.0,156524.0,156956.0,155620.0,156408.0,156684.0,153980.0,155752.0,152812.0,155912.0,156332.0,152436.0,155356.0,157240.0,155512.0,154740.0,156528.0,155552.0,154400.0,152968.0,151824.0,156052.0,152664.0,155292.0,154548.0,155476.0,156036.0,157192.0,155012.0,155580.0,155012.0,153360.0,154776.0,153708.0,152768.0,155464.0,152836.0,153496.0,155904.0,153184.0,154032.0,155164.0,153512.0,154260.0,155240.0,150060.0,154548.0,151636.0,156516.0,157940.0,153176.0,153992.0,154688.0,156524.0,157228.0,155924.0,154572.0,155696.0,156444.0,153676.0,153124.0,152800.0,155940.0,155928.0,153256.0,156476.0,153440.0,154712.0,154660.0,156932.0,156104.0,153264.0,153240.0,155024.0,154012.0,154900.0,154056.0,154936.0,153024.0,155832.0,152960.0,154588.0,154956.0,156116.0,153636.0,154108.0,156824.0,155280.0,155136.0,154460.0,156668.0,154872.0,154908.0,154756.0,152972.0,154596.0,154388.0,154712.0,153656.0,154588.0,155076.0,154348.0,155592.0,152004.0,154332.0,155972.0,155532.0,154124.0,154440.0,155620.0,152408.0,154916.0,157488.0,155084.0,144768.0,153168.0,152800.0,145840.0,154864.0,155596.0,152312.0,155592.0,152980.0,154288.0,154952.0,154396.0,153184.0,153116.0,155188.0,155532.0,155596.0,152696.0,156156.0,155300.0,155188.0,155068.0
71,153696.0,154756.0,156268.0,154372.0,153972.0,156532.0,156960.0,155628.0,156412.0,156692.0,153980.0,155772.0,152828.0,155932.0,156344.0,152452.0,155368.0,157240.0,155520.0,154752.0,156520.0,155560.0,154416.0,152992.0,151836.0,156052.0,152664.0,155312.0,154560.0,155480.0,156060.0,157192.0,155012.0,155592.0,155028.0,153360.0,154796.0,153740.0,152768.0,155464.0,152836.0,153508.0,155908.0,153184.0,154032.0,155196.0,153544.0,154284.0,155252.0,150060.0,154564.0,151648.0,156544.0,157952.0,153200.0,154004.0,154696.0,156544.0,157240.0,155940.0,154576.0,155712.0,156452.0,153688.0,153116.0,152816.0,155948.0,155936.0,153264.0,156476.0,153440.0,154728.0,154676.0,156932.0,156120.0,153264.0,153240.0,155036.0,154024.0,154912.0,154064.0,154956.0,153036.0,155844.0,152960.0,154580.0,154968.0,156136.0,153636.0,154108.0,156848.0,155304.0,155136.0,154476.0,156676.0,154884.0,154920.0,154780.0,152984.0,154604.0,154400.0,154712.0,153664.0,154600.0,155080.0,154360.0,155604.0,152012.0,154344.0,155984.0,155536.0,154124.0,154460.0,155632.0,152440.0,154932.0,157520.0,155096.0,144800.0,153196.0,152800.0,145856.0,154876.0,155604.0,152312.0,155612.0,153004.0,154304.0,154976.0,154420.0,153212.0,153128.0,155204.0,155552.0,155620.0,152704.0,156164.0,155300.0,155188.0,155072.0
72,153708.0,154764.0,156292.0,154372.0,154000.0,156544.0,156972.0,155640.0,156428.0,156688.0,154012.0,155784.0,152844.0,155932.0,156356.0,152452.0,155384.0,157260.0,155544.0,154760.0,156548.0,155560.0,154420.0,153004.0,151840.0,156064.0,152692.0,155320.0,154560.0,155496.0,156060.0,157204.0,155040.0,155600.0,155036.0,153376.0,154800.0,153748.0,152784.0,155484.0,152860.0,153508.0,155916.0,153216.0,154052.0,155200.0,153544.0,154284.0,155260.0,150080.0,154576.0,151660.0,156544.0,157960.0,153200.0,154004.0,154696.0,156552.0,157248.0,155948.0,154588.0,155712.0,156464.0,153700.0,153144.0,152816.0,155956.0,155936.0,153272.0,156476.0,153464.0,154728.0,154684.0,156944.0,156132.0,153288.0,153256.0,155056.0,154052.0,154924.0,154088.0,154956.0,153056.0,155848.0,152964.0,154596.0,154996.0,156136.0,153668.0,154136.0,156848.0,155304.0,155160.0,154504.0,156692.0,154896.0,154940.0,154800.0,153012.0,154604.0,154432.0,154744.0,153680.0,154624.0,155088.0,154360.0,155612.0,152016.0,154348.0,156016.0,155540.0,154156.0,154460.0,155644.0,152440.0,154948.0,157532.0,155096.0,144808.0,153208.0,152816.0,145852.0,154876.0,155628.0,152316.0,155620.0,153012.0,154320.0,154984.0,154420.0,153220.0,153144.0,155216.0,155552.0,155620.0,152720.0,156164.0,155312.0,155216.0,155100.0
73,153720.0,154788.0,156320.0,154408.0,154000.0,156544.0,156972.0,155640.0,156432.0,156704.0,154012.0,155808.0,152856.0,155956.0,156368.0,152460.0,155384.0,157288.0,155544.0,154776.0,156568.0,155584.0,154440.0,153004.0,151864.0,156092.0,152704.0,155320.0,154576.0,155504.0,156072.0,157216.0,155048.0,155600.0,155036.0,153376.0,154800.0,153764.0,152808.0,155500.0,152860.0,153536.0,155940.0,153216.0,154072.0,155200.0,153556.0,154312.0,155260.0,150088.0,154588.0,151660.0,156564.0,157988.0,153212.0,154040.0,154728.0,156576.0,157272.0,155972.0,154620.0,155720.0,156464.0,153700.0,153144.0,152828.0,155960.0,155948.0,153300.0,156500.0,153464.0,154756.0,154704.0,156956.0,156132.0,153288.0,153256.0,155068.0,154056.0,154944.0,154108.0,154984.0,153068.0,155872.0,152992.0,154624.0,155000.0,156164.0,153668.0,154136.0,156880.0,155324.0,155168.0,154508.0,156708.0,154912.0,154940.0,154812.0,153028.0,154632.0,154440.0,154756.0,153680.0,154628.0,155116.0,154384.0,155640.0,152044.0,154364.0,156016.0,155568.0,154156.0,154488.0,155656.0,152464.0,154956.0,157532.0,155124.0,144808.0,153220.0,152816.0,145880.0,154908.0,155640.0,152344.0,155620.0,153040.0,154328.0,155008.0,154444.0,153244.0,153144.0,155220.0,155580.0,155636.0,152720.0,156184.0,155332.0,155216.0,155112.0
74,153740.0,154796.0,156324.0,154408.0,154028.0,156572.0,157000.0,155668.0,156452.0,156732.0,154040.0,155816.0,152864.0,155956.0,156380.0,152484.0,155400.0,157288.0,155560.0,154784.0,156568.0,155592.0,154452.0,153028.0,151872.0,156100.0,152716.0,155348.0,154576.0,155512.0,156080.0,157244.0,155048.0,155624.0,155068.0,153404.0,154824.0,153772.0,152816.0,155504.0,152884.0,153536.0,155952.0,153240.0,154072.0,155232.0,153556.0,154312.0,155272.0,150100.0,154616.0,151684.0,156580.0,157992.0,153232.0,154044.0,154728.0,156576.0,157280.0,155972.0,154632.0,155752.0,156492.0,153728.0,153172.0,152856.0,155988.0,155976.0,153300.0,156516.0,153484.0,154756.0,154716.0,156956.0,156160.0,153316.0,153284.0,155080.0,154056.0,154956.0,154120.0,154984.0,153068.0,155884.0,153004.0,154624.0,155012.0,156176.0,153688.0,154156.0,156880.0,155348.0,155184.0,154524.0,156724.0,154928.0,154964.0,154812.0,153036.0,154632.0,154456.0,154756.0,153712.0,154644.0,155124.0,154400.0,155640.0,152060.0,154392.0,156024.0,155584.0,154168.0,154488.0,155668.0,152464.0,154976.0,157556.0,155140.0,144824.0,153220.0,152836.0,145896.0,154908.0,155640.0,152352.0,155644.0,153048.0,154348.0,155016.0,154456.0,153244.0,153160.0,155232.0,155580.0,155636.0,152748.0,156208.0,155332.0,155228.0,155124.0
