commitcycle_latency,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,0,0,0,0,0,6.645,0,0,0,0,0,0,1.358,0,0,0,0,0,3.116,0,0,0,0,0,0,0,0,0,0,1.616,0,0,0,0,0,0,0,0,0,1.507
136,0,6.066,0,0,1.458,0,0,0,0,0,1.131,0,0,0,0,3.961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.243,0,1.332,0,0,0,0,0,0
137,1.533,0,0,0,0,0,2.593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.476,0,1.532,0,0,1.608,0,1.624,0,0,0,0,0,0,0,0,0,0,0,4.064,0
139,0,0,0,1.368,0,0,0,0,1.457,1.923,0,6.34,0,2.657,2.925,0,0,0,0,0,0,0,2.654,0,0,0,0,0,0,0,2.316,0,0,0,2.54,2.992,6.364,1.866,0,0
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.938,1.359,0,0,0,0,0,8.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.764,0,0,0,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,0,0,0,2.076,0,0,0,0,0,0,0,2.792,0,5.044,0,0,0,0,0,0,0,0,0,0,2.566,4.084,0,0,0,0,0,0,2.702
143,0,2.172,6.322,0,0,3.914,1.357,0,0,0,0,0,0,0,0,2.805,0,0,0,0,0,1.467,0,0,0,0,0,7.412,0,0,0,0,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,0,0,0,0,0,0,5.825,0,1.834,0,0,5.588,1.859,1.932,0,0,0,0,0,0,0,0,0,0,0,1.916,0,0,0,1.325,0,0,0,1.8,0,0,0,0,0
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.573,1.559,0,0,0,0,3.027,0,0,8.935,0,0,0,0,0,0,0,0,0,2.015,0,0,3.377,0
147,0,0,0,0,0,0,0,0,0,0,0,3.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.156,0,0,0,1.357,0,0,0,0,0,0,0
148,6.214,0,0,0,0,0,0,0,0,0,1.173,0,0,0,0,1.065,0,0,0,0,0,0,0,4.258,4.701,0,0,0,0,0,0,1.248,0,0,0,0,3.921,0,0,1.023
149,0,0,0,3.716,9.626,0,1.475,0,0,0,0,0,0,0,0,0,0,0,0,0,1.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0,2.241,0,0,0,2.992,0,0,0,0,0,0,0,0,0,0,0,0,0,1.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0,0,3.442,0,0,0,0,0,0,0,0,0,0,0,0,0,1.174,0,0,0,0,0,0,0,0,0,0,0,0,12.628,1.853,0,0,7.895,0,0,0,0,0,0
152,0,0,0,0,0,0,0,2.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0,6.219,0,0,1.523,3.396,0,0,0,0,0,0,0,0,0,0,0,0,2.471,0,0,1.291,0,0,0,0,0,0,0,1.339,6.088,0,0
154,2.635,0,0,0,0,0,0.849,0,0,0,0,0,0,0,0,1.133,0,0,0,0,0,0,0,1.263,1.289,0,0,7.008,0,0,0,1.375,0,0,0,0,0,0,0,0
155,0,0,0,1.171,0,0,0,0,0,0,0,0,0,0,0,0,0,4.062,8.793,0,1.484,5.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,0,0,1.007,0,2.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.723,0,0,0,0,0
157,0,0,0,0,0,0,0,0,0,0,4.108,0,0,0,0,0,1.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.872,0,7.1,0,0,6.27,0
158,0,0,0,0,0,0,0,1.533,1.445,9.555,0,1.283,1.207,0,0,0,0,0,0,0,0,0,0,0,0,1.15,5.402,0,0,0,0,0,0,0,0,0,0,0,0,3.184
159,0,0,0,0,0,0,0,0,0,0,0,0,0,10.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.472,0,0,7.457,0,0,0,1.292,0,0,0
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54,0,0,0,0,0,1.325,0,4.939,0,1.508,0,0,0,0,0,3.65,0,0,0,0,0,0,3.298,0,0
161,1.723,7.123,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.182,0,0,0,1.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0,0,0,0,1.355,7.368,0,0,0,0,0,0,0,0,0,0,0,0,0,4.966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,0,0,0,0,0,0,0,0,0,0,1.076,0,0,0,0,1.513,0,0,3.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.592,0,1.542,0,0,0,0
164,0,0,0,0,0,0,4.316,0,1.349,0,0,0,1.466,0,0,0,0,0,0,0,0,0,0,0,0,1.425,0,6.224,7.584,0,0,3.121,0,0,3.241,0,0,0,0,1.657
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.299,0,0,1.741,0,0,0,0,0,0,0,0,2.949,0
166,0,0,0,1.299,0,0,0,0,0,3.074,0,0,0,0,0,0,3.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.084,0,0,0,0,0,0,0
167,1.717,0,7.004,0,0,0,0,0,0,0,0,0,0,3.617,2.665,0,0,1.416,0,0,0,1.567,2.8,0,0,0,0,0,0,0,2.116,0,0,0,0,0,0,1.815,0,0
168,0,3.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.216,0,0,0,9.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,0,0,0,0,0,2.833,0,0,0,0,1.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.432,0,0,0,0
170,0,0,0,0,0,0,1.081,0,0,0,0,0,0,0,0,2.157,0,0,2.651,0,4.301,0,0,0,0,0,0,0,0,0,0,1.899,0,0,1.857,0,0,0,0,1.159
171,0,0,0,0,0,0,0,4.352,0,0,0,4.814,0,0,0,0,0,0,0,0,0,0,0,0,7.125,0,1.792,0,0,0,0,0,0,0,0,0,0,0,1.717,0
172,0,0,0,0,0,0,0,0,0,1.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,0,0,0,1.418,0,0,0,7.117,0,0,0
173,0,0,1.853,0,7.724,0,0,0,0,0,0,0,0,1.768,0,0,2.732,1.391,0,0,0,0,0,0,0,0,0,5.51,0,0,1.483,0,0,0,0,0,0,0,0,0
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.117,0,0,0,0,1.799,0,0,2.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0,1.564,0,0,0,1.808,0,0,0,0,1.291,0,0,0,0,1.366,0,0,0,0,0,0,0,0,0,5.752,0,0,0,0,0,0,0,0,0,1.442,0,0,0,1.233
176,0,0,0,3.936,0,0,1.491,0,0,0,0,0,4.625,0,0,0,0,0,0,0,1.808,0,0,0,0,0,0,0,0,0,0,1.467,0,0,1.534,0,0,0,0,0
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.746,0,0,0,0,1.107,4.705,0,0,0,7.789,0,0,0,0,0,0
178,0,0,0,0,0,0,0,0,5.429,0,0,2.007,0,0,0,0,0,0,0,0,0,7.659,0,0,0,0,0,0,0,0,0,0,1.391,0,0,0,0,0,0,0
179,0,0,1.356,0,0,0,0,3.474,0,0,0,0,0,0,0,0,1.184,0,0,0,0,0,0,0,3.716,0,0,0,0,0,1.657,0,0,0,0,0,2.69,7.195,0,0
180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0
181,4.535,1.6,0,0,3.442,0,0.899,0,0,0,0,0,0,0,0,1.124,0,0,0,0,0,0,0,0,0,1.247,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0
182,0,0,0,1.565,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,0,0,1.299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0,0,0,0,0,0,0,0,0,6.292,0,0,0,0,0,0,0,0,0,0,0,0,0,1.673,0,0,8.516,0,1.174,0,0,0,0,0,0,0,0,0,0,0
184,0,0,0,0,0,0,0,0,1.135,0,0,1.391,2.863,0,0,0,1.057,0,9.533,0,0,0,0,0,0,0,0,0,0,2.589,0,0,0,0,0,0,0,0,0,0
185,0,0,1.45,0,0,0,0,1.198,0,0,3.338,0,0,0,0,0,0,0,0,0,0,0,0,0,1.149,0,0,0,0,0,0,0,0,3.414,0,0,1.167,0,10.22,1.869
186,0,0,0,0,0,6.106,0,0,0,0,0,0,0,0,5.201,0,0,0,0,0,0,2.758,0,0,0,1.041,0,1.582,0,0,0,0,0,0,0,0,0,0,0,0
187,0,0,0,1.133,1.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.857,0,0,5.732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,1.787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.215,0,0,1.058,0,0,0,0,0,0,0,0,0,3.311,0,0,0,4.06,3.981,0,4.107,0,0
189,0,0,0,0,0,0,0,0,0,0,0,0,1.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.016,0,0,2.105,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0,0,1.025,2.749,0.807,0,0,7.458,0,2.771,0,0,0,0,0,0,0,0,1.241,0,2.099,0,0,0,0,0,0,0,0,0,0,0,0,1.083
191,0,0,0,0,0,0,1.013,0,0,0,0,0,0,0,0,0,0,0,3.259,0,0,0.958,0,0,0,0,0,0,0,0,0,2.813,0,1.117,0,0,0,0,0,0
192,0,6.745,0,0,0,1.866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0,0,0,1.34,1.358,0,0,0,0,0,0,0,0,0,3.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.375,0
194,1.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.251,1.091,0,0,0,0,2.883,0,0,0,0,0,6.541,0,1.256,0,0,0,1.655,1.481,0,1.647,0,0
195,0,0,0,0,0,0,0,0,0,0.999,0,7.191,0.941,0,0,0,0,0,0,3.423,0,0,0,5.9,0,0,1.417,0,0,1.651,0,0,0,0,0,0,0,0,0,0
196,0,0,0,0,0,0,0,0,1.382,0,1.142,0,0,1.983,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.355
197,0,0,0,0,0,0,1.399,8.642,0,0,0,0,0,0,0,0,0,0,0,0,3.196,1.325,0,0,0,0,0,0,0,0,0,1.425,3.415,0,0,0,8.659,0,0,0
198,0,0,0,0,0,1.565,0,0,0,0,0,0,0,0,0,0,0,0,2.025,0,0,0,0,0,0,0,0,4.461,0,0,0,0,0,0,0,0,0,0,0,0
199,0,2.577,4.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.784,0
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.225,0,1.255,1.258,0,0,0,0,1.942,0,0,0,0,0,2.166,0,1.375,0,0,0,1.634,1.542,0,0,0,0
201,0,0,0,0,0,0,0,0,0,1.702,1.19,1.417,0,0,0,0,0,0,0,1.224,0,0,0,0,0,4.455,1.474,0,0,0,0,0,0,0,0,0,0,0,0,1.007
202,0,0,0,2.978,0,0,1.359,0,0,0,0,0,0,1.693,0,1.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.239,0,0,4.639,3.905,0,0,0,0,0,0,1.483,1.524,6.567,0,0,0,0,0,0
204,0,0,0,0,0,1.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.192,0,0,0
205,0,1.759,2.007,0,0,0,0,3.497,3.835,0,0,0,4.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,8.235,0,0
206,9.177,0,0,0,5.174,0,0,0,0,0,0,0,0,0,0,0,1.425,0,0,0,0,0,0,0,0,0,0,0,1.241,4.796,0,0,0,0,0,0,0,0,0,0
207,0,0,0,0,0,0,0,0,0,0,0,1.557,0,0,0,1.15,0,0,0,1.818,0,0,0,0,0,1.399,0,4.958,0,0,0,0,0,0,0,0,0,0,0,0
208,0,0,0,0,0,0,0.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.074,0,0,0,0,0,0,0,0,0,1.258,0,0,0,0,0,0,0,0
209,0,0,0,2.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.408,0,0,1.54,2.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166,0,0,1.247
211,0,0,1.188,0,0,0,0,1.577,1.29,0,5.517,0,1.423,0,0,0,0,0,6.281,0,0,0,0,0,0,0,5.685,0,0,0,0,0,0,3.575,0,6.925,0,0,9.024,0
212,0,0,0,0,0,0,0,0,0,0,0,1.115,0,0,8.481,0,1.166,0,0,0,0,0,0,0,0,0,0,0,1.4,1.806,0,0,0,0,7.399,0,0,0,0,0
213,0,0,0,0,1.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.437,0,0,1.533,0,1.807,0,0,0,0,0,0,0,0,0,0,0,0
214,3.254,0,0,0,0,0,0,0,0,0,0,0,0,4.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.576,0,7.35,0,0,0,0,4.14,0,0
215,0,6.891,0,1.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.358,2.228,0,0,1.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.592,0,0,0
217,0,0,0,0,0,8.609,0,0,1.583,6.014,1.84,0,1.576,0,0,0,0,1.798,0,0,0,0,0,0,0,0,0,0,0,0,0,3.946,0,1.709,0,0,0,0,0,1.824
218,0,0,0,0,0,0,6.55,0,0,0,0,0,0,0,0,5.183,0,0,3.283,0,0,0,0,0,0,1.509,2.209,0,0,1.684,0,0,0,0,1.707,0,0,0,0,0
219,0,0,0,0,2.041,0,0,0,0,0,0,0,0,0,3.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.777,0
220,1.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.632,0,1.957,0,0
221,0,0,6.14,1.765,0,0,0,0,0,0,0,0,0,3.591,0,0,0,0,0,0,0,1.583,0,0,0,0,0,0,0,0,2.257,0,2.856,0,0,0,0,0,0,0
222,0,0,0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,5.902,1.199,0,0,0,0,4.796,5.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,0,2.849,0,0,0,0,0,0,2.259,2.247,1.7,0,1.416,0,0,0,0,0,0,2.525,0,0,0,0,0,0,0,0,5.128,0,0,0,0,0,0,0,0,0,0,1.634
224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.398,0,0,0,0,0,0,0,0,0,0,1.924,6.9,0,0,0,0,0,0,1.758,0,0,0,0,0
225,0,0,0,0,0,0,1.747,0,0,0,0,0,0,0,0,0,0,0,2.125,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0
226,0,0,0,0,0,4.201,0,0,0,0,0,0,0,0,2.247,0,0,0,0,0,5.23,0,0,0,7.092,0,0,0,0,0,0,0,0,0,0,1.874,4.168,0,2.434,0
227,0,0,0,0,0,0,0,0,0,0,0,4.463,0,0,0,0,0,0,0,0,0,1.626,0,0,0,0,0,0,0,0,1.392,0,1.407,0,0,0,0,0,0,0
228,0,0,2.953,0,0,0,0,0,0,0,0,0,0,2.108,0,0,1.298,1.979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.241
229,0,2.225,0,0,0,0,0,0,0,0,0.915,0,0,0,0,0,0,0,0,1.208,0,0,2.224,0,0,5.765,0,0,1.256,0,0,0,0,0,0,0,0,0,0,0
230,5.87,0,0,4.284,0,0,1.358,0,0,2.723,0,0,0,0,0,1.24,0,0,0,0,0,0,0,0,0,0,1.317,0,0,0,0,0,0,0,1.899,0,0,0,0,0
231,0,0,0,0,8.503,0,0,4.318,0,0,0,0,1.964,0,0,0,0,0,0,0,0,0,0,5.231,0,0,0,0,0,9.2,0,1.191,0,0,0,0,0,0,0,0
232,0,0,0,0,0,2.058,0,0,3.978,0,0,0,0,0,0,0,0,0,0,0,1.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.099,1.64,0,0,0
233,0,0,0,0,0,0,0,0,0,0,0,1.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.116,0,0,1.741,0,1.3,7.598,0,0,0,0,0,0
234,0,0,1.205,0,0,0,0,0,0,0,0,0,0,0,0,0,1.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,0,1.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.941,1.574,0,0,1.333,0,0,0,0,0,0,0,0,10.735,0,0
236,0,0,0,0,0,0,0.748,1.234,0,0,0,0,0,0,0,1.358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0
237,2.312,0,0,2.598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.082,0,1.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,0,0,0,0,0,0,0,0,1.873,0,0,0,2.29,0,0,0,0,3.402,0,0,1.459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.158,0,0,0
239,0,0,0,0,2.912,0,0,0,0,0,5.125,1.107,0,0,0,0,0,0,5.539,0,0,0,0,0,0,0,3.934,1.422,0,3.005,0,0,0,0,0,0,0,0,0,5.315
240,0,0,1.024,0,0,0,0,0,0,0,0,0,0,0,9.815,0,1.466,0,0,7.269,0,0,0,0,1.432,1.291,0,0,0,0,0,0,0,0,0,0,0,0,9.003,0
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.458,0,0,0,0,3.615,0,0,0,0,0,0
242,0,0,0,0,0,0,0,0,0,0,0,0,0,6.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,1.299,0,0,1.345,0,0,0,1.491,0,0,0,0,0,0,0,0,0,1.382,0,0,1.208,1.793,0,0,0,0,0,0,0,0,3.407,0,0,0,0,0,0,3.781,0,0
244,0,0,0,0,0,8.423,0,0,1.183,4.673,0,0,1.433,0,0,0,0,0,0,0,0,0,5.37,0,0,0,0,0,0,0,0,0,0,0,4.932,3.938,1.417,0,0,0
245,0,0,0,0,1.35,0,0,0,0,0,1.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.342,0,0,0,0,0,0,0,0,0,0
246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,0,0,2.947,1.884,0,0,0,0,1.525,1.607,1.607,0,0,0,0,0,5.885,0,0,0,0,0,0,1.991
247,0,7.328,0,0,0,0,4.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.876,0,2.067,0,0,0,0,0,0
248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,1.733,0,0,1.275,0,0,0,0,0,0,0,0,0,0,4.827,0,0,1.249,0,0,0,1.686,0,0,0,0,0,0,1.478,0,1.515,0,0,0,0,0,0,0,3.991,0
250,0,0,0,0,0,0,0,0,1.658,1.798,0,0,1.432,2.773,0,0,0,0,0,0,0,0,2.273,9.683,0,0,0,0,0,0,0,0,0,0,2.065,1.599,0,1.974,0,0
251,0,0,0,0,0,0,0,0,0,0,1.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,0,0,0,0,0,3.465,0,0,0,0,0,9.141,0,0,0,1.748,0,0,1.742,1.443,3.43,0,0,0,0,0,1.633,0,0,0,0,1.449,0,0,0,0,0,0,0,1.333
253,0,2.465,9.05,0,0,0,1.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.056,0,0,0,3.474,0,0,0
254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.878,0,0,0,0,0,0,0,0,0,0,0,0
255,0,0,0,0,0,0,0,6.516,0,0,0,0,0,0,2.231,0,0,1.509,0,0,0,1.559,0,0,0,1.468,0,0,1.931,0,1.517,0,0,0,0,0,0,0,2.008,0
256,0,0,0,0,7.667,0,0,0,0,1.801,1.291,0,0,1.85,0,0,3.157,0,0,0,0,0,0,0,0,0,0,0,0,7.815,0,0,0,0,1.449,1.758,0,0,0,0
257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.875,0,4.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.275
258,0,0,0,0,0,1.707,1.116,0,0,0,0,0,0,0,0,1.375,0,0,0,1.576,0,0,0,3.882,0,0,1.574,0,0,0,0,1.366,0,0,0,0,0,0,0,0
259,0,0,0,3.965,0,0,0,0,3.474,0,0,3.317,3.95,0,0,0,0,0,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,1.449,7.519,0,0,1.666,0,0,0
260,0,1.674,3.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,1.525,0,0,0,0,0,0,0,0,0
262,0,0,0,0,0,0,0,2.557,0,0,0,0,0,0,0,0,1.617,0,0,0,0,0,0,0,0,2.14,0,3.155,0,0,0,0,0,0,0,0,0,7.773,0,0
263,10.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,0,0,0,0,3.381,0,1.307,0,0,0,0,0,0,0,0,1.324,0,0,0,0,1.284,5.091,0,0,2.747,0,0,0,0,0,0,1.158,0,0,0,0,0,0,0,0
265,0,0,0,1.782,0,0,0,0,1.423,0,0,1.649,1.791,0,0,0,0,4.197,0,0,0,0,0,2.172,0,0,0,0,0,4.227,0,0,0,0,0,0,0,0,0,0
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.792,0,1.683,0,0,0
267,0,0,1.95,0,0,0,0,0,0,0,5.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,0,1.658,0,0,0,0,4.331,0,0,0,0,0,0
268,0,0,0,0,0,6.093,0,1.7,0,0,0,0,0,0,0,0,1.473,0,0,0,0,0,0,0,0,1.424,0,0,0,0,0,0,0,0,0,8.684,0,0,7.431,3.254
269,2.873,0,0,0,1.414,0,0,0,0,0,0,0,0,0,9.644,0,0,0,0,0,0,0,0,0,0,0,0,2.175,0,0,0,0,0,0,0,0,0,0,0,0
270,0,7.032,0,0,0,0,0,0,0,0,0,0,0,10.047,0,0,0,0,0,0,1.525,1.95,0,0,1.457,0,0,0,0,1.307,0,0,0,0,0,0,0,4.007,0,0
271,0,0,0,1.49,0,0,0,0,1.775,5.214,0,0,1.474,0,0,0,0,1.473,0,0,0,0,0,0,0,0,0,0,0,0,4.317,0,0,0,0,0,1.508,0,0,0
272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.402,0,0,0,0,0,0,0,0,0,9.551,0,0,0,0,0,0,0
273,0,0,0,0,0,0,0,0,0,0,1.498,0,0,0,0,4.883,0,0,0,8.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,0,0,0,0,0,0,4.509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.867,2.475,0,0,0,0,5.346,0,1.715,3.482,0,0,0,0,1.267
275,0,0,0,0,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,4.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,1.907,1.617,0,1.308,0,4.114,0,0,0,0,0,6.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.775,0,0,0,0,0,0,3.532,0,0,0,0
