loadavg,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
217,2365,2458,2458,2458,2365,2365,2365,2365,2365,2365,1985,1985,1985,1898,1985,1985,1985,1985,1985,1985,1720,1720,1705,1720,1705,1705,1705,1720,1705,1705,1560,1478,1560,1478,1478,1560,1478,1478,1478,1560
218,2365,2365,2458,2458,2365,2336,2365,2365,2365,2365,1985,1985,1985,1898,1898,1985,1985,1985,1985,1898,1720,1720,1705,1720,1720,1720,1720,1720,1720,1705,1560,1560,1560,1478,1478,1560,1478,1478,1478,1560
219,2365,2365,2458,2458,2365,2336,2365,2365,2365,2365,1985,1898,1985,1818,1898,1985,1985,1985,1898,1898,1695,1720,1720,1720,1720,1720,1720,1720,1720,1705,1560,1560,1560,1478,1478,1560,1560,1478,1478,1560
220,2365,2365,2458,2458,2336,2336,2365,2365,2365,2365,1985,1898,1985,1818,1898,1985,1985,1898,1898,1898,1695,1720,1720,1720,1720,1720,1720,1720,1720,1720,1515,1560,1560,1560,1478,1515,1560,1478,1478,1515
221,2365,2365,2458,2458,2336,2336,2365,2336,2336,2336,1985,1898,1985,1818,1898,1898,1898,1898,1898,1898,1695,1695,1720,1695,1720,1720,1720,1695,1720,1720,1515,1560,1560,1560,1560,1515,1560,1560,1560,1515
222,2365,2365,2365,2336,2336,2336,2365,2336,2336,2336,1898,1898,1898,1818,1898,1898,1898,1898,1898,1898,1695,1695,1720,1695,1695,1695,1720,1695,1695,1720,1515,1560,1560,1560,1560,1515,1560,1560,1560,1515
223,2336,2336,2365,2336,2336,2317,2365,2336,2336,2336,1898,1818,1898,1818,1898,1898,1898,1898,1898,1818,1695,1695,1695,1695,1695,1695,1720,1647,1695,1720,1515,1515,1515,1560,1560,1515,1515,1515,1560,1515
224,2336,2336,2365,2336,2336,2317,2336,2336,2336,2336,1898,1818,1898,1818,1898,1898,1898,1898,1818,1818,1695,1695,1695,1695,1647,1695,1695,1647,1695,1720,1515,1515,1515,1560,1515,1515,1515,1515,1560,1554
225,2336,2336,2365,2336,2336,2317,2336,2336,2317,2317,1898,1818,1898,1818,2017,1898,1898,1818,1818,1818,1695,1695,1695,1647,1647,1695,1695,1647,1695,1695,1554,1515,1515,1560,1515,1515,1515,1515,1560,1554
226,2336,2336,2365,2317,2317,2404,2336,2336,2317,2317,1898,1818,1818,2017,2017,1818,1818,1818,1818,1818,1695,1647,1695,1647,1647,1695,1695,1647,1695,1695,1554,1515,1515,1560,1515,1554,1515,1515,1515,1554
227,2317,2317,2336,2317,2317,2404,2317,2336,2317,2317,1818,1818,1818,2017,2017,1818,1818,2017,1818,1818,1647,1647,1695,1647,1647,1647,1647,1647,1647,1695,1554,1515,1515,1515,1515,1554,1515,1515,1554,1554
228,2317,2317,2336,2317,2317,2404,2317,2336,2317,2317,1818,1818,2017,2017,2017,1818,1818,2017,1818,2017,1647,1647,1695,1647,1647,1647,1647,1651,1647,1647,1554,1515,1554,1554,1515,1554,1515,1515,1554,1554
229,2317,2317,2336,2317,2317,2404,2317,2317,2404,2317,1818,2017,2017,2017,2017,1818,1818,2017,2017,2017,1651,1647,1695,1647,1651,1647,1647,1651,1647,1647,1554,1554,1554,1554,1515,1573,1515,1554,1554,1554
230,2317,2317,2317,2317,2404,2404,2317,2317,2404,2317,1818,2017,2017,2017,1960,1818,1818,2017,2017,2017,1651,1651,1651,1651,1651,1647,1647,1651,1647,1647,1573,1554,1554,1554,1554,1573,1554,1554,1554,1554
231,2404,2317,2317,2317,2404,2404,2317,2317,2404,2317,2017,2017,2017,1960,1960,1818,2017,2017,2017,2017,1651,1651,1651,1651,1651,1647,1651,1651,1647,1647,1573,1554,1554,1554,1554,1573,1554,1554,1554,1573
232,2404,2317,2317,2404,2404,2404,2317,2317,2404,2404,2017,1960,1960,1960,1960,1960,1960,1960,2017,1960,1651,1651,1651,1651,1651,1647,1651,1651,1651,1647,1573,1573,1554,1573,1554,1573,1573,1554,1554,1573
233,2404,2317,2317,2404,2404,2404,2404,2404,2403,2404,1960,1960,1960,1960,1960,1960,1960,1960,2017,1960,1651,1651,1651,1651,1651,1647,1651,1651,1651,1651,1672,1573,1573,1573,1554,1573,1573,1554,1554,1672
234,2404,2317,2317,2404,2403,2404,2404,2404,2403,2404,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1651,1651,1655,1655,1651,1651,1651,1651,1651,1651,1672,1573,1573,1573,1573,1573,1573,1554,1554,1672
235,2403,2317,2317,2403,2403,2331,2404,2403,2403,2404,1960,1995,1960,1995,1995,1960,1960,1960,1960,1960,1655,1655,1655,1655,1651,1651,1651,1651,1651,1651,1672,1573,1573,1573,1573,1672,1573,1554,1573,1672
236,2403,2404,2403,2403,2403,2331,2404,2403,2403,2404,1960,1995,1960,1995,1995,1960,1960,1960,1960,1960,1655,1655,1655,1655,1655,1651,1655,1655,1651,1655,1672,1672,1573,1573,1573,1672,1672,1573,1672,1672
237,2403,2404,2403,2403,2403,2331,2404,2403,2331,2403,1995,1995,1960,1995,1995,1960,1995,1995,1960,1995,1655,1655,1655,1655,1655,1651,1655,1655,1655,1655,1672,1672,1573,1573,1573,1672,1672,1672,1672,1672
238,2403,2404,2403,2403,2331,2331,2403,2403,2331,2403,1995,1995,1995,1930,1995,1960,1995,1995,1960,1995,1655,1655,1655,1655,1655,1651,1655,1655,1655,1655,1672,1672,1650,1573,1573,1650,1672,1672,1672,1650
239,2331,2404,2403,2331,2331,2331,2403,2403,2331,2403,1995,1995,1995,1930,1930,1960,1995,1995,1995,1995,1655,1779,1655,1655,1655,1651,1655,1655,1655,1655,1672,1672,1650,1672,1573,1650,1672,1672,1672,1650
240,2331,2403,2403,2331,2331,2248,2403,2403,2331,2403,1995,1995,1995,1930,1930,1960,1995,1995,1995,1995,1779,1779,1779,1655,1779,1779,1655,1655,1779,1655,1650,1672,1650,1672,1672,1650,1672,1672,1672,1650
241,2331,2403,2403,2331,2331,2248,2403,2331,2248,2331,1995,1930,1930,1930,1930,1930,1995,1995,1995,1995,1779,1779,1779,1779,1779,1779,1779,1655,1779,1779,1650,1672,1650,1672,1672,1650,1672,1650,1672,1650
242,2331,2331,2403,2331,2248,2248,2331,2331,2248,2331,1995,1930,1930,1930,1930,1930,1995,1930,1995,1930,1779,1779,1779,1779,1779,1779,1779,1748,1779,1779,1718,1672,1650,1672,1672,1650,1672,1650,1672,1650
243,2331,2331,2403,2331,2248,2248,2331,2331,2248,2331,1930,1930,1930,1930,1930,1930,1930,1930,1995,1930,1779,1748,1779,1779,1779,1779,1779,1748,1779,1779,1718,1650,1650,1650,1650,1650,1672,1650,1650,1650
244,2331,2331,2331,2331,2248,2248,2331,2331,2248,2248,1930,1930,1930,1913,1930,1930,1930,1930,1930,1930,1748,1748,1779,1779,1748,1779,1779,1748,1779,1779,1718,1650,1650,1650,1650,1718,1672,1650,1650,1650
245,2248,2248,2331,2331,2248,2181,2331,2248,2248,2248,1930,1913,1913,1913,1930,1930,1930,1930,1930,1930,1748,1748,1748,1779,1748,1748,1779,1748,1748,1779,1718,1650,1650,1650,1650,1718,1718,1650,1718,1650
246,2248,2248,2331,2331,2248,2181,2248,2248,2248,2248,1913,1913,1913,1913,1913,1930,1913,1913,1930,1930,1748,1748,1748,1748,1748,1748,1779,1705,1748,1748,1718,1718,1718,1718,1650,1780,1718,1650,1718,1650
247,2248,2248,2331,2331,2181,2181,2248,2248,2248,2248,1913,1913,1913,1913,1913,1930,1913,1913,1930,1913,1748,1748,1748,1748,1705,1748,1779,1705,1748,1748,1718,1718,1780,1718,1650,1780,1718,1650,1718,1780
248,2248,2248,2331,2248,2181,2181,2248,2248,2248,2248,1913,1913,1913,1864,1913,1930,1913,1913,1930,1913,1748,1748,1748,1748,1705,1748,1748,1705,1748,1748,1718,1718,1780,1718,1650,1780,1718,1718,1718,1780
249,2181,2248,2248,2181,2181,2134,2248,2181,2181,2181,1913,1864,1913,1864,1913,1913,1913,1913,1913,1913,1748,1705,1705,1748,1705,1748,1748,1705,1748,1748,1718,1718,1780,1718,1650,1780,1718,1718,1718,1780
250,2181,2181,2248,2181,2181,2134,2248,2181,2181,2181,1913,1864,1864,1864,1913,1913,1913,1913,1864,1913,1748,1705,1705,1748,1705,1748,1748,1705,1705,1748,1718,1718,1780,1718,1718,1780,1718,1718,1780,1780
251,2181,2181,2248,2181,2181,2134,2181,2181,2181,2181,1864,1864,1864,1851,1864,1913,1913,1913,1864,1913,1705,1705,1705,1705,1705,1705,1748,1664,1705,1748,1780,1718,1780,1718,1718,1780,1780,1718,1780,1780
252,2181,2181,2248,2181,2181,2134,2181,2134,2181,2181,1864,1864,1864,1851,1864,1864,1913,1913,1864,1913,1705,1705,1705,1705,1705,1705,1705,1664,1705,1748,1780,1780,1798,1718,1718,1780,1780,1780,1780,1780
253,2181,2181,2181,2181,2181,2067,2181,2134,2181,2181,1864,1851,1864,1851,1864,1864,1913,1864,1864,1864,1705,1664,1705,1705,1664,1705,1705,1664,1705,1705,1780,1780,1798,1780,1780,1780,1780,1780,1780,1798
254,2134,2181,2181,2134,2181,2067,2134,2134,2134,2134,1864,1851,1851,1851,1864,1864,1864,1864,1864,1864,1705,1664,1705,1705,1664,1705,1705,1664,1705,1705,1780,1780,1798,1780,1780,1798,1780,1780,1798,1798
255,2134,2134,2181,2134,2134,2067,2134,2134,2134,2134,1851,1851,1851,1851,1851,1864,1864,1864,1851,1851,1698,1664,1705,1705,1664,1664,1705,1664,1705,1705,1780,1780,1798,1780,1780,1798,1798,1798,1798,1798
256,2134,2134,2134,2134,2134,2067,2134,2134,2134,2134,1851,1851,1851,1814,1851,1864,1864,1864,1851,1851,1698,1664,1664,1664,1664,1664,1705,1698,1705,1705,1734,1798,1798,1798,1780,1798,1798,1798,1798,1798
257,2134,2134,2134,2134,2134,2067,2134,2134,2067,2067,1851,1851,1851,1814,1851,1864,1851,1864,1851,1851,1698,1664,1664,1664,1698,1664,1664,1698,1664,1705,1734,1798,1798,1798,1780,1798,1798,1798,1798,1734
258,2134,2134,2134,2134,2134,2142,2067,2067,2067,2067,1851,1851,1851,1814,1814,1864,1851,1851,1851,1851,1698,1698,1664,1664,1698,1664,1664,1698,1664,1705,1734,1798,1798,1798,1780,1798,1798,1798,1798,1734
259,2067,2134,2067,2134,2067,2142,2067,2067,2067,2067,1851,1851,1851,1814,1814,1851,1851,1851,1851,1851,1698,1698,1664,1664,1698,1698,1664,1698,1698,1698,1734,1798,1734,1798,1798,1798,1798,1798,1798,1734
260,2067,2134,2067,2134,2067,2142,2067,2067,2067,2067,1851,1851,1851,1814,1814,1851,1814,1851,1851,1814,1698,1698,1698,1698,1698,1698,1664,1698,1698,1698,1734,1734,1734,1734,1798,1798,1798,1798,1798,1734
261,2067,2067,2067,2134,2067,2142,2067,2067,2142,2067,1851,1814,1851,1814,1741,1851,1814,1851,1814,1814,1675,1698,1698,1698,1675,1698,1664,1698,1698,1698,1734,1734,1734,1734,1734,1667,1798,1798,1798,1734
262,2067,2067,2067,2142,2067,2058,2067,2067,2142,2067,1851,1814,1814,1814,1741,1814,1814,1814,1814,1814,1675,1698,1698,1698,1675,1698,1698,1698,1698,1698,1734,1734,1734,1734,1734,1667,1734,1734,1734,1734
263,2067,2067,2067,2142,2142,2058,2142,2142,2142,2067,1851,1814,1814,1814,1741,1814,1814,1814,1814,1814,1675,1675,1698,1698,1675,1675,1698,1675,1675,1698,1667,1734,1734,1734,1734,1667,1734,1734,1734,1667
264,2142,2142,2067,2142,2058,2058,2142,2142,2142,2142,1741,1814,1814,1741,1741,1814,1741,1814,1741,1814,1675,1675,1698,1698,1675,1675,1698,1675,1675,1675,1667,1734,1667,1734,1734,1667,1667,1734,1734,1667
265,2142,2142,2067,2142,2058,2058,2142,2142,2142,2142,1741,1814,1814,1741,1741,1814,1741,1741,1741,1741,1675,1675,1675,1698,1675,1675,1698,1675,1675,1675,1710,1734,1667,1667,1667,1667,1667,1667,1667,1667
266,2142,2142,2067,2142,2058,2058,2142,2142,2058,2142,1741,1741,1741,1741,1741,1741,1741,1741,1741,1741,1725,1675,1675,1725,1675,1675,1698,1675,1675,1675,1710,1667,1667,1667,1667,1710,1667,1667,1667,1710
267,2058,2142,2142,2142,2058,2058,2142,2142,2058,2142,1741,1741,1741,1741,1741,1741,1741,1741,1741,1741,1725,1675,1675,1725,1675,1675,1675,1725,1675,1675,1710,1667,1667,1667,1667,1710,1667,1667,1667,1710
268,2058,2142,2142,2058,2058,1998,2058,2058,2058,2058,1741,1705,1741,1741,1705,1741,1741,1705,1741,1741,1725,1725,1675,1725,1725,1675,1675,1725,1725,1675,1710,1667,1667,1667,1667,1710,1667,1667,1667,1710
269,2058,2058,2142,2058,1998,1998,2058,2058,2058,2058,1741,1705,1741,1705,1705,1741,1741,1705,1741,1741,1725,1725,1725,1725,1725,1725,1675,1627,1725,1675,1710,1710,1710,1667,1667,1710,1667,1710,1710,1710
270,2058,2058,2142,2058,1998,1998,2058,2058,1998,2058,1741,1705,1705,1705,1705,1705,1705,1705,1705,1705,1627,1725,1725,1725,1725,1725,1675,1627,1725,1725,1885,1710,1710,1667,1710,1710,1667,1710,1710,1885
271,2058,2058,2142,2058,1998,1989,2058,2058,1998,2058,1741,1705,1705,1632,1632,1705,1705,1705,1705,1705,1627,1725,1725,1627,1725,1725,1675,1627,1725,1725,1885,1710,1710,1667,1710,1885,1710,1710,1710,1885
272,2058,2058,2142,1998,1998,1989,2058,1998,1998,1998,1705,1632,1705,1632,1632,1705,1705,1705,1705,1705,1627,1725,1725,1627,1725,1725,1627,1627,1725,1725,1885,1710,1710,1667,1710,1885,1710,1710,1710,1885
273,1998,1998,2058,1998,1998,1989,1998,1998,1998,1998,1705,1632,1705,1632,1632,1705,1632,1705,1705,1705,1627,1725,1627,1627,1627,1725,1627,1627,1627,1725,1885,1885,1710,1710,1710,1885,1885,1710,1710,1885
274,1998,1998,2058,1998,1998,1989,1998,1998,1998,1998,1705,1632,1705,1632,1632,1632,1632,1705,1632,1632,1627,1627,1627,1627,1627,1627,1627,1627,1627,1725,1885,1885,1710,1710,1710,1885,1885,1885,1710,1927
275,1998,1998,2058,1998,1998,1989,1998,1998,1998,1998,1705,1632,1632,1623,1632,1632,1632,1632,1632,1632,1627,1593,1627,1627,1627,1627,1627,1627,1627,1725,1885,1885,1710,1710,1885,1885,1885,1885,1710,1927
276,1998,1998,1998,1998,1998,2111,1998,1989,1989,1989,1632,1632,1632,1623,1623,1632,1632,1632,1632,1632,1627,1593,1593,1593,1627,1627,1627,1627,1627,1627,1885,1885,1927,1710,1885,1927,1885,1885,1710,1927
277,1998,1998,1989,1998,1989,2111,1989,1989,1989,1989,1632,1623,1632,1623,1623,1632,1623,1632,1632,1632,1593,1593,1593,1593,1627,1627,1593,1593,1593,1627,1927,1885,1927,1710,1885,1927,1885,1885,1885,1927
278,1989,1989,1989,1989,1989,2111,1989,1989,2111,1989,1632,1623,1623,1623,1623,1623,1623,1623,1632,1632,1593,1593,1593,1593,1593,1627,1593,1593,1593,1627,1927,1885,1927,1710,1927,1927,1927,1885,1927,1927
279,1989,1989,1989,1989,1989,2111,1989,1989,2111,1989,1632,1623,1623,1623,1623,1623,1623,1623,1632,1632,1593,1593,1593,1593,1593,1627,1593,1593,1593,1627,1927,1927,1927,1927,1927,1927,1927,1885,1927,1927
280,1989,1989,1989,1989,1989,2111,1989,2111,2111,2111,1623,1623,1623,1653,1623,1623,1623,1623,1632,1632,1593,1593,1593,1593,1593,1593,1593,1593,1593,1593,1927,1927,1907,1927,1927,1927,1927,1885,1927,1907
281,1989,1989,1989,2111,2111,2022,2111,2111,2111,2111,1623,1653,1623,1653,1623,1623,1623,1623,1623,1623,1545,1545,1593,1545,1593,1593,1593,1593,1593,1593,1907,1927,1907,1927,1927,1907,1927,1885,1927,1907
282,1989,1989,2111,2111,2111,2022,2111,2111,2111,2111,1623,1653,1653,1653,1623,1623,1653,1623,1623,1623,1545,1545,1593,1545,1593,1593,1545,1545,1545,1593,1907,1907,1907,1927,1927,1907,1927,1885,1927,1907
283,2111,1989,2111,2111,2111,2022,2111,2111,2111,2111,1623,1653,1653,1653,1623,1653,1653,1653,1623,1623,1545,1545,1545,1545,1590,1593,1545,1545,1545,1593,1907,1907,1907,1907,1927,1907,1907,1927,1907,1907
284,2111,2111,2111,2111,2111,2022,2111,2022,2022,2111,1623,1653,1653,1745,1653,1653,1653,1653,1623,1623,1545,1545,1545,1545,1590,1593,1545,1590,1545,1593,1907,1907,1907,1907,1927,1907,1907,1927,1907,1907
285,2111,2111,2111,2111,2022,2022,2022,2022,2022,2111,1623,1653,1653,1745,1653,1653,1653,1653,1623,1623,1545,1545,1590,1545,1590,1545,1545,1590,1545,1545,1907,1907,1820,1907,1907,1907,1907,1927,1907,1907
286,2111,2111,2022,2022,2022,1939,2022,2022,2022,2022,1653,1653,1653,1745,1653,1653,1745,1653,1623,1745,1590,1590,1590,1545,1590,1545,1545,1590,1545,1545,1820,1820,1820,1907,1907,1907,1907,1927,1907,1820
287,2022,2022,2022,2022,2022,1939,2022,2022,2022,2022,1653,1653,1745,1745,1653,1653,1745,1653,1745,1745,1590,1590,1590,1590,1590,1545,1590,1590,1545,1590,1820,1820,1820,1907,1907,1820,1820,1927,1907,1820
288,2022,2022,2022,2022,1939,1939,2022,2022,1939,2022,1745,1745,1745,1745,1653,1653,1745,1653,1745,1745,1590,1590,1590,1590,1551,1545,1590,1590,1590,1590,1820,1820,1820,1820,1907,1820,1820,1820,1820,1820
289,2022,2022,2022,2022,1939,1939,1939,1939,1939,2022,1745,1745,1745,1745,1745,1745,1745,1653,1745,1745,1590,1590,1551,1590,1551,1545,1590,1590,1590,1590,1820,1820,1820,1820,1907,1810,1820,1820,1820,1820
290,2022,2022,1939,2022,1939,1939,1939,1939,1939,1939,1745,1745,1745,1789,1745,1745,1745,1653,1745,1745,1551,1590,1551,1590,1551,1590,1590,1551,1590,1590,1820,1820,1810,1820,1907,1810,1820,1820,1820,1810
291,1939,2022,1939,2022,1905,1905,1939,1939,1939,1939,1745,1789,1789,1789,1789,1745,1745,1789,1745,1745,1551,1551,1551,1590,1551,1551,1590,1551,1590,1590,1820,1810,1810,1820,1820,1810,1820,1820,1820,1810
292,1939,1939,1939,1939,1905,1905,1939,1939,1905,1939,1745,1789,1789,1789,1789,1745,1745,1789,1745,1745,1551,1551,1551,1590,1551,1551,1590,1551,1551,1551,1820,1810,1810,1810,1820,1810,1810,1810,1820,1810
293,1939,1939,1939,1939,1905,1905,1939,1905,1905,1939,1745,1789,1789,1789,1789,1745,1745,1789,1745,1789,1571,1551,1551,1590,1551,1551,1551,1551,1551,1551,1769,1810,1810,1810,1820,1810,1810,1810,1810,1810
294,1939,1939,1939,1939,1905,1848,1939,1905,1905,1939,1789,1789,1789,1854,1789,1789,1789,1789,1789,1789,1571,1551,1571,1571,1571,1551,1551,1551,1551,1551,1769,1810,1810,1810,1820,1769,1810,1810,1810,1769
295,1939,1939,1939,1905,1905,1848,1905,1905,1905,1905,1789,1854,1789,1854,1789,1789,1789,1789,1789,1789,1571,1571,1571,1571,1571,1551,1551,1551,1551,1551,1769,1810,1769,1810,1820,1769,1810,1810,1810,1769
296,1905,1939,1905,1905,1905,1848,1905,1905,1848,1905,1789,1854,1789,1854,1854,1789,1789,1854,1789,1854,1571,1571,1571,1571,1571,1571,1551,1571,1551,1551,1769,1769,1769,1810,1810,1769,1810,1810,1769,1769
297,1905,1905,1905,1905,1905,1848,1905,1905,1848,1905,1789,1854,1854,1854,1854,1789,1789,1854,1789,1854,1701,1571,1571,1571,1571,1571,1551,1571,1571,1571,1764,1769,1769,1810,1810,1769,1769,1769,1769,1769
298,1905,1905,1905,1905,1905,1848,1905,1848,1848,1905,1789,1854,1854,1826,1854,1789,1854,1854,1854,1854,1701,1571,1701,1571,1701,1571,1551,1701,1571,1571,1764,1769,1769,1810,1810,1769,1769,1769,1769,1769
299,1905,1905,1905,1848,1905,1836,1848,1848,1848,1905,1854,1854,1854,1826,1854,1854,1854,1854,1854,1854,1701,1571,1701,1701,1701,1571,1551,1701,1571,1571,1764,1769,1769,1769,1810,1764,1769,1769,1769,1769
300,1905,1905,1848,1848,1836,1836,1848,1848,1848,1848,1854,1826,1854,1826,1854,1854,1854,1854,1854,1854,1701,1571,1701,1701,1701,1571,1701,1701,1571,1571,1764,1769,1764,1769,1810,1764,1769,1769,1769,1764
301,1905,1848,1848,1848,1836,1836,1848,1848,1836,1848,1854,1826,1826,1826,1826,1854,1854,1854,1854,1854,1701,1571,1701,1701,1701,1701,1701,1701,1571,1701,1764,1769,1764,1769,1764,1764,1764,1769,1764,1764
302,1848,1848,1848,1848,1836,1836,1848,1848,1836,1836,1854,1826,1826,1826,1826,1826,1826,1826,1854,1854,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1735,1769,1764,1769,1764,1764,1764,1764,1764,1764
303,1848,1848,1848,1848,1836,1836,1848,1836,1836,1836,1826,1826,1826,1839,1826,1826,1826,1826,1826,1826,1701,1701,1701,1701,1637,1701,1701,1701,1701,1701,1735,1764,1764,1769,1764,1735,1764,1764,1764,1735
304,1848,1848,1836,1848,1836,1836,1836,1836,1836,1836,1826,1839,1826,1839,1839,1826,1826,1826,1826,1826,1637,1701,1701,1637,1637,1701,1701,1701,1637,1701,1735,1764,1764,1764,1764,1735,1764,1764,1764,1735
305,1836,1848,1836,1836,1836,1905,1836,1836,1836,1836,1826,1839,1839,1839,1839,1826,1826,1826,1826,1826,1637,1701,1701,1637,1637,1637,1637,1637,1637,1701,1735,1764,1735,1764,1764,1735,1764,1764,1764,1735
306,1836,1848,1836,1836,1905,1905,1836,1836,1905,1836,1839,1839,1839,1839,1839,1839,1826,1826,1826,1839,1610,1701,1637,1637,1637,1637,1637,1637,1637,1701,1735,1764,1735,1764,1764,1735,1735,1764,1764,1735
307,1836,1836,1836,1836,1905,1905,1836,1836,1905,1905,1839,1839,1839,1757,1839,1839,1839,1839,1839,1839,1610,1610,1637,1637,1637,1637,1637,1637,1637,1701,1755,1735,1735,1764,1764,1755,1735,1764,1764,1755
308,1836,1836,1836,1836,1905,1905,1836,1905,1905,1905,1839,1839,1839,1757,1839,1839,1839,1839,1839,1839,1610,1610,1637,1610,1610,1637,1637,1637,1637,1637,1755,1735,1735,1764,1735,1755,1735,1735,1764,1755
309,1836,1836,1905,1836,1880,1880,1836,1905,1905,1905,1839,1839,1839,1757,1839,1839,1839,1839,1839,1839,1610,1610,1637,1610,1610,1637,1637,1637,1637,1637,1755,1735,1735,1735,1735,1755,1735,1735,1755,1755
310,1905,1836,1905,1905,1880,1880,1905,1905,1905,1905,1839,1757,1757,1757,1839,1839,1757,1839,1839,1839,1689,1610,1610,1610,1610,1610,1610,1610,1637,1637,1755,1735,1755,1755,1735,1755,1755,1735,1755,1755
311,1905,1836,1905,1905,1880,1880,1905,1880,1905,1905,1839,1757,1757,1832,1757,1757,1757,1757,1757,1757,1689,1610,1610,1610,1689,1610,1610,1610,1610,1637,1755,1735,1755,1755,1735,1755,1755,1735,1755,1755
312,1905,1836,1905,1880,1880,1867,1905,1880,1880,1905,1839,1757,1757,1832,1757,1757,1757,1757,1757,1757,1689,1610,1610,1610,1689,1610,1610,1610,1610,1637,1695,1755,1755,1755,1735,1695,1755,1735,1755,1755
313,1880,1905,1905,1880,1880,1867,1880,1880,1880,1880,1757,1757,1757,1832,1832,1757,1757,1757,1757,1757,1689,1689,1689,1610,1689,1610,1610,1610,1610,1689,1695,1755,1755,1755,1735,1695,1755,1755,1755,1695
314,1880,1905,1905,1880,1880,1867,1880,1880,1880,1880,1757,1832,1832,1832,1832,1757,1757,1757,1757,1757,1689,1689,1689,1689,1689,1610,1689,1610,1610,1689,1695,1755,1755,1755,1695,1695,1755,1755,1695,1695
315,1880,1880,1880,1880,1867,1867,1880,1880,1867,1880,1757,1832,1832,1832,1832,1832,1832,1757,1832,1832,1689,1689,1689,1689,1689,1689,1689,1689,1610,1689,1695,1755,1695,1755,1695,1695,1755,1755,1695,1695
316,1880,1880,1880,1880,1867,1867,1867,1880,1867,1880,1757,1832,1832,1918,1832,1832,1832,1757,1832,1832,1722,1689,1689,1689,1722,1689,1689,1722,1689,1689,1695,1755,1695,1695,1695,1695,1755,1755,1695,1720
317,1867,1880,1880,1867,1867,1867,1867,1867,1867,1880,1757,1832,1832,1918,1832,1832,1832,1832,1832,1832,1722,1722,1689,1689,1722,1689,1689,1722,1689,1689,1720,1695,1695,1695,1695,1720,1695,1755,1695,1720
318,1867,1880,1880,1867,1869,1869,1867,1867,1867,1867,1832,1918,1832,1918,1832,1832,1832,1832,1832,1832,1722,1722,1722,1689,1722,1689,1689,1722,1689,1722,1720,1695,1695,1695,1695,1720,1695,1695,1695,1720
319,1867,1880,1880,1867,1869,1869,1867,1867,1869,1867,1832,1918,1832,1918,1918,1832,1918,1918,1832,1918,1722,1722,1722,1689,1722,1689,1689,1722,1689,1722,1720,1695,1695,1695,1695,1720,1720,1695,1720,1720
320,1867,1867,1880,1867,1869,1869,1867,1867,1869,1867,1832,1918,1918,1918,1918,1832,1918,1918,1832,1918,1722,1722,1722,1722,1722,1689,1689,1722,1689,1722,1720,1695,1695,1720,1695,1720,1720,1720,1720,1720
321,1867,1867,1880,1867,1869,1869,1867,1869,1869,1867,1832,1918,1918,1844,1918,1832,1918,1918,1832,1918,1722,1722,1722,1722,1680,1689,1722,1680,1689,1722,1720,1695,1678,1720,1695,1720,1720,1720,1720,1678
322,1869,1867,1869,1867,1869,1869,1869,1869,1869,1867,1832,1918,1918,1844,1918,1918,1918,1918,1832,1918,1722,1722,1722,1722,1680,1722,1722,1680,1689,1722,1678,1720,1678,1720,1720,1720,1720,1720,1720,1678
323,1869,1869,1869,1869,1823,1823,1869,1869,1869,1869,1832,1918,1918,1844,1844,1918,1844,1918,1918,1918,1680,1722,1680,1722,1680,1680,1722,1680,1680,1680,1678,1720,1678,1720,1720,1720,1720,1720,1720,1678
324,1869,1869,1869,1869,1823,1823,1869,1869,1869,1869,1844,1844,1844,1844,1844,1918,1844,1918,1918,1844,1680,1680,1680,1680,1680,1680,1722,1680,1680,1680,1678,1720,1678,1720,1720,1678,1720,1720,1678,1678
