loadavg,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
0,10,10,10,11,10,10,10,11,11,10,2,2,2,2,2,2,2,2,2,2,34,34,11,11,11,11,11,11,34,11,8,8,8,8,9,8,8,8,9,9
1,9,9,9,10,9,9,9,10,10,9,706,706,706,706,706,706,706,706,706,706,71,71,34,34,34,34,34,71,71,34,16,16,16,16,8,16,16,16,8,8
2,9,9,9,10,9,9,9,10,10,9,706,706,706,706,706,706,706,706,706,706,71,71,34,34,34,34,34,71,71,34,16,16,16,16,8,16,16,16,8,8
3,80,9,9,10,9,9,9,10,10,9,706,706,706,706,706,1314,1314,706,1314,706,71,71,34,34,34,34,34,71,71,34,16,16,14,16,8,16,16,16,8,8
4,80,9,9,10,9,80,9,10,10,80,1314,1314,1314,706,706,1314,1314,1314,1314,706,71,73,71,34,34,34,34,71,71,34,16,16,14,16,8,16,16,16,8,16
5,80,9,9,10,9,80,9,10,10,80,1314,1314,1314,1314,1314,1314,1314,1314,1314,706,71,73,71,34,34,71,34,71,71,34,14,16,14,16,16,14,16,16,8,16
6,80,80,9,10,9,786,9,10,10,786,1314,1314,1314,1314,1314,1834,1834,1834,1314,1834,73,73,71,34,34,71,71,73,73,34,14,16,14,16,16,14,16,14,8,16
7,786,80,80,10,80,786,80,10,9,786,1834,1834,1314,1314,1314,1834,1834,1834,1834,1834,73,73,71,71,34,71,71,73,73,73,14,16,14,14,16,566,16,14,8,16
8,786,786,80,9,80,786,786,9,9,786,1834,1834,1834,1314,1834,1834,1834,1834,1834,1834,73,884,71,71,73,71,71,73,73,73,14,14,14,14,16,566,14,14,14,14
9,786,786,80,9,80,786,786,9,9,1276,1834,1834,1834,1314,1834,1834,1834,1834,1834,1834,884,884,71,71,73,73,71,73,884,73,14,14,566,14,16,566,14,14,14,14
10,786,786,786,9,786,1276,786,9,9,1276,1834,1895,1895,1834,1834,1895,1895,1895,1895,1895,884,1022,73,71,73,73,73,884,884,73,566,566,566,14,14,566,14,14,14,14
11,1276,786,786,80,1276,1276,786,9,80,1276,1834,1895,1895,1834,1834,1895,1895,1895,1895,1895,884,1022,73,73,73,73,73,884,884,73,566,566,566,14,14,944,14,566,14,14
12,1276,786,1276,80,1276,1276,1276,80,80,1276,1834,1895,1895,1834,1895,1895,1895,1895,1895,1895,1022,1022,73,73,73,73,73,884,884,884,944,566,944,566,566,944,566,944,14,566
13,1276,1276,1276,80,1276,1276,1276,80,80,1734,2400,2400,2400,1895,1895,1895,2400,2400,2400,2400,1022,1022,884,73,884,884,884,1022,884,884,944,566,944,566,566,944,566,944,14,566
14,1276,1276,1276,80,1276,1734,1276,80,80,1734,2400,2400,2400,2400,1895,2400,2400,2400,2400,2400,1332,1332,884,884,884,884,884,1022,1022,884,944,944,1526,566,566,1526,944,944,566,566
15,1276,1734,1276,786,1276,1734,1276,786,786,2396,2400,2400,2400,2400,1895,2400,2784,2400,2400,2400,1332,1332,884,884,884,884,884,1022,1022,1022,944,944,1526,944,566,1526,944,944,566,944
16,1734,1734,1734,786,1734,2396,1734,786,786,2396,2784,2400,2400,2400,1895,2400,2784,2784,2400,2400,1332,1332,1022,1022,884,1022,884,1022,1332,1022,944,944,1526,1526,944,2156,1526,1526,566,944
17,1734,1734,1734,786,1734,2396,1734,786,786,2396,2784,2400,2784,2400,2400,2400,2784,2784,2400,2400,1332,2058,1022,1022,1022,1022,1022,1022,1332,1022,1526,944,2156,1526,944,2156,1526,1526,566,944
18,1734,1734,1734,1276,1734,2396,1734,1276,1276,2396,2784,2784,2784,2784,2400,2784,2784,3514,2784,2400,1332,2058,1022,1022,1022,1022,1022,1332,1332,1022,1526,944,2156,1526,1526,2156,1526,1526,944,944
19,2396,1734,1734,1276,2396,2396,2396,1276,1276,2396,2784,3514,3514,2784,2784,2784,3514,3514,2784,2784,2058,2058,1022,1022,1332,1022,1022,1332,2058,1022,1526,2156,2156,1526,1526,2156,2156,1526,944,944
20,2989,2396,2396,1276,2396,2396,2396,1276,1276,2989,2784,3514,3514,2784,2784,2784,3514,3514,2784,2784,2058,2550,1022,1022,1332,1022,1332,1332,2058,1332,2156,2156,2156,1526,1526,2560,2156,1526,944,944
21,2989,2396,2989,1734,2989,2396,2396,1276,1734,2989,2784,3514,3514,2784,2784,3514,3514,3514,3514,3514,2058,2550,1332,1332,1332,1022,1332,1332,2058,1332,2156,2156,2560,2156,1526,2560,2156,2156,1526,1526
22,2989,2396,2989,1734,2989,3470,2396,1734,1734,2989,3514,3514,3514,3514,2784,3514,3842,3842,3514,3514,2550,2550,1332,1332,1332,1332,1332,2058,2550,2058,2560,2156,2560,2156,1526,2560,2156,2156,1526,1526
23,2989,2989,2989,1734,2989,3470,2396,1734,1734,2989,3514,3514,3514,3514,3514,3514,3842,3842,3514,3514,2550,2550,1332,2058,1332,1332,2058,2058,2550,2058,2560,2560,2980,2156,1526,2560,2560,2156,2156,2156
24,3470,2989,2989,2396,2989,3470,2989,2396,1734,3470,3514,3842,3842,3514,3514,3842,3842,3842,3514,3514,2971,2550,1332,2058,2058,2058,2058,2058,2550,2058,2560,2560,2980,2560,2156,2560,2560,2560,2156,2156
25,3470,3470,2989,2396,2989,4001,2989,2396,1734,3470,3842,3842,3842,3514,3514,3842,3842,3902,3842,3514,2971,2550,2058,2058,2058,2058,2058,2550,2550,2550,2560,2560,2980,2560,2156,2980,2560,2560,2156,2560
26,3470,3470,2989,2396,4001,4001,3470,2396,1734,4001,3842,3842,3842,3514,3842,3842,3842,3902,3842,3902,2971,2971,2058,2550,2058,2058,2058,2550,2550,2550,2980,2560,3470,2980,2156,2980,2980,2560,2560,2560
27,4001,3470,4001,2989,4001,4001,3470,2396,2989,4001,3842,3842,3902,3514,3842,3902,3842,3902,3902,3902,3421,2971,2058,2550,2058,2058,2550,2971,2971,2550,2980,2560,3470,2980,2560,2980,2980,2560,2560,2560
28,4001,4001,4001,2989,4001,4514,4001,2396,2989,4001,3902,3902,3902,3902,3842,3902,3902,3902,3902,3902,3421,3421,2550,2550,2550,2550,2550,2971,2971,2550,2980,2980,3470,2980,2560,2980,2980,2980,2980,2560
29,4514,4001,4001,2989,4001,4514,4001,2989,2989,4514,3902,3902,3902,3902,3902,3902,4190,4190,3902,3902,3421,3421,2550,2971,2550,2550,2550,2971,2971,2550,3470,2980,3865,2980,2560,3470,3470,2980,2980,2980
30,4514,4001,4514,3470,4001,4514,4001,2989,3470,4514,3902,3902,4190,3902,3902,3902,4190,4190,3902,3902,3421,3421,2971,2971,2550,2550,2550,3421,2971,2550,3470,2980,3865,2980,2980,3865,3470,3470,2980,2980
31,4514,4514,4514,3470,4514,4849,4514,2989,3470,4849,3902,4190,4190,4190,3902,4190,4190,4190,4190,3902,3421,3421,2971,2971,2971,2971,2971,3421,3421,3421,3865,2980,3865,2980,2980,3865,3470,3470,2980,2980
32,4514,4514,4514,3470,4514,4849,4514,3470,3470,4849,4640,4190,4190,4190,4190,4190,4190,4640,4190,4190,3421,3421,2971,2971,2971,2971,2971,3421,3421,3421,3865,3470,3865,3865,3470,3865,3470,3865,2980,2980
33,4514,4514,4514,3470,4514,4849,4514,3470,3470,4849,4640,4640,4640,4190,4190,4640,4640,4640,4190,4190,3692,3869,2971,2971,3421,3421,2971,3421,3421,3421,3865,3865,3865,3865,3470,4340,3470,3865,2980,3470
34,4514,4849,4849,4001,4514,5438,4849,3470,4001,5438,4640,4640,4640,4190,4190,4640,4640,4640,4640,4190,3692,3869,3421,2971,3421,3421,2971,3692,3692,3421,3865,3865,4340,3865,3470,4340,4340,3865,3470,3470
35,5438,4849,4849,4001,4849,5438,4849,4001,4001,5438,4640,4640,4640,4640,4190,4640,4640,4640,4640,4640,3692,3869,3421,3421,3421,3421,3421,3692,3692,3692,3865,3865,4340,4340,3470,4340,4340,4340,3470,3865
36,5438,4849,5438,4001,4849,5438,4849,4001,4001,5438,4640,4640,4640,4640,4190,4640,4640,4893,4640,4640,3692,3869,3421,3421,3421,3421,3421,3869,3692,3692,3865,4340,4340,4340,3865,4340,4340,4340,3470,3865
37,5438,4849,5438,4514,4849,5811,5438,4001,4001,5438,4640,4640,4893,4640,4190,4640,4893,4893,4893,4640,3869,3869,3692,3421,3692,3421,3692,3869,3869,3692,4340,4340,4340,4340,3865,4729,4340,4340,4340,3865
38,5811,4849,5438,4514,5438,5811,5438,4514,4514,5811,4893,4893,4893,4640,4640,4893,4893,5125,4893,4640,4184,3869,3692,3692,3692,3421,3692,3869,3869,3692,4340,4340,4729,4340,4340,4729,4729,4340,4340,3865
39,5811,5438,5438,4849,5438,5811,5438,4514,4514,5811,4893,5125,4893,4893,4640,5125,5125,5125,4893,4893,4184,4184,3692,3692,3692,3421,3869,3869,3869,3692,4729,4729,4729,4340,4340,5015,4729,4340,4340,3865
40,5811,5438,5438,4849,5811,6050,5811,4849,4849,6050,4893,5125,5125,4893,4640,5125,5125,5125,4893,5125,4184,4184,3869,3692,3869,3869,3869,4184,4184,3869,5015,4729,5015,4729,4340,5015,4729,4340,4340,3865
41,5811,5438,5438,4849,5811,6050,5811,4849,4849,6050,5125,5125,5125,5125,5125,5125,5125,5332,4893,5125,4297,4184,3869,3869,3869,3869,3869,4184,4184,3869,5015,4729,5015,4729,4340,5015,4729,5015,4340,4729
42,5811,5811,5438,4849,5811,6050,5811,4849,4849,6050,5125,5125,5125,5125,5125,5125,5125,5332,5125,5125,4297,4297,3869,3869,3869,3869,3869,4184,4184,3869,5015,4729,5015,4729,4340,5015,4729,5015,4340,4729
43,6050,5811,5811,4849,5811,6050,5811,5438,4849,6279,5125,5125,5125,5125,5125,5125,5125,5332,5125,5332,4297,4297,3869,4184,4184,4184,4184,4184,4184,3869,5015,4729,5518,4729,4729,5015,5015,5015,4729,4729
44,6050,5811,5811,5438,5811,6279,6050,5438,4849,6279,5332,5332,5332,5125,5125,5332,5125,5332,5332,5332,4297,4297,3869,4184,4184,4184,4184,4184,4297,4297,5518,5015,5518,5015,5015,5518,5015,5518,4729,5015
45,6050,5811,6050,5811,6279,6279,6050,5438,5438,6279,5332,5332,5332,5332,5332,5332,5850,5850,5332,5332,4626,4626,4184,4184,4184,4184,4184,4184,4297,4297,5518,5015,5518,5015,5015,5518,5015,5518,4729,5015
46,6279,6279,6050,5811,6279,6440,6279,5438,5811,6279,5850,5332,5332,5332,5332,5332,5850,5850,5332,5332,4626,4626,4297,4184,4297,4184,4297,4297,4626,4297,5518,5015,6013,5518,5015,6013,5518,5518,5015,5015
47,6279,6279,6279,5811,6279,6440,6279,5811,5811,6440,5850,5850,5850,5332,5332,5850,5850,5850,5850,5332,4840,4840,4297,4297,4297,4297,4297,4297,4626,4297,5518,5518,6013,5518,5015,6013,5518,5518,5015,5015
48,6440,6279,6279,5811,6279,6440,6279,5811,5811,6440,5850,5850,5850,5332,5850,5850,6014,6014,5850,5850,4840,4840,4297,4297,4297,4297,4297,4297,4626,4626,5518,6013,6196,5518,5518,6013,6013,5518,5015,5518
49,6440,6279,6440,5811,6279,6440,6279,6050,5811,6440,6014,5850,5850,5332,5850,5850,6014,6014,5850,5850,4840,4840,4297,4297,4297,4626,4297,4626,4626,4626,6013,6013,6196,5518,5518,6196,6013,6013,5518,5518
50,6440,6279,6440,6050,6440,6461,6440,6050,6050,6440,6014,6014,5850,5850,5850,6014,6014,6014,6014,5850,4840,4840,4297,4626,4297,4626,4297,4626,4626,4626,6013,6013,6196,6013,5518,6196,6196,6013,5518,6013
51,6440,6279,6440,6050,6440,6461,6440,6050,6050,6461,6014,6014,6014,6014,6014,6014,6014,6189,6014,5850,4840,5333,4626,4626,4297,4626,4626,4840,4840,4626,6013,6196,6365,6013,6013,6196,6196,6013,5518,6013
52,6440,6440,6440,6050,6440,6461,6440,6050,6050,6461,6014,6189,6189,6014,6014,6189,6189,6189,6014,6014,5333,5333,4626,4626,4626,4840,4626,4840,4840,4840,6196,6196,6365,6196,6013,6365,6196,6013,6013,6013
53,6631,6440,6440,6279,6461,6461,6440,6050,6279,6461,6014,6189,6189,6014,6014,6189,6189,6189,6014,6014,5333,5333,4840,4626,4626,4840,4840,4840,5333,4840,6196,6196,6365,6196,6013,6365,6196,6196,6013,6196
54,6631,6440,6440,6279,6461,6631,6461,6279,6279,6631,6014,6189,6189,6189,6014,6189,6189,6189,6014,6189,5547,5333,4840,4626,4626,4840,4840,5333,5333,4840,6196,6365,6365,6196,6196,6365,6365,6196,6013,6196
55,6631,6461,6631,6279,6461,6631,6631,6279,6279,6631,6342,6189,6189,6189,6014,6189,6342,6189,6189,6342,5547,5547,4840,4840,4840,5333,4840,5333,5333,4840,6365,6365,6664,6196,6196,6664,6365,6365,6013,6196
56,6631,6461,6631,6440,6631,6926,6631,6440,6440,6926,6342,6189,6342,6189,6014,6342,6342,6342,6189,6342,5547,5547,5333,4840,4840,5333,5333,5333,5547,5333,6365,6365,6664,6365,6365,6664,6365,6365,6365,6365
57,6631,6461,6631,6461,6631,6926,6631,6440,6440,6926,6342,6342,6342,6189,6189,6342,6342,6342,6342,6342,5547,5547,5333,4840,5333,5333,5333,5547,5547,5333,6664,6365,6779,6365,6365,6664,6365,6365,6365,6365
58,6631,6631,6631,6461,6926,6926,6631,6440,6461,6926,6342,6342,6342,6189,6189,6342,6555,6555,6342,6342,5855,5547,5333,4840,5333,5333,5333,5547,5547,5333,6664,6664,6779,6365,6365,6779,6365,6664,6365,6365
59,6926,6926,6926,6461,6926,6926,6926,6461,6461,6926,6555,6342,6342,6189,6342,6342,6555,6555,6555,6555,5855,5855,5547,5547,5547,5547,5547,5547,5855,5547,6779,6664,6779,6664,6365,6779,6664,6664,6365,6365
60,6926,6926,6926,6461,6926,7131,6926,6461,6461,6926,6555,6555,6555,6555,6342,6555,6847,6555,6555,6555,5855,5855,5547,5547,5547,5547,5547,5855,5855,5547,6779,6664,6779,6664,6365,6779,6664,6664,6365,6664
61,7131,7131,6926,6461,7131,7131,6926,6461,6461,7131,6555,6555,6555,6555,6342,6555,6847,6847,6555,6555,6179,6179,5547,5547,5547,5547,5547,5855,5855,5855,6779,6779,6779,6664,6664,6779,6664,6664,6664,6664
62,7131,7131,7131,6631,7131,7354,7131,6631,6631,7131,6555,6555,6555,6555,6555,6555,6847,6847,6555,6847,6179,6179,5547,5855,5547,5547,5855,5855,5855,5855,6779,6779,6989,6779,6664,6989,6779,6664,6664,6664
63,7131,7131,7131,6631,7131,7354,7131,6631,6631,7131,6847,6555,6847,6555,6555,6555,6847,6847,6555,6847,6179,6179,5855,5855,5855,5855,5855,5855,5855,5855,6779,6779,6989,6779,6664,6989,6779,6989,6779,6779
64,7131,7131,7131,6631,7131,7354,7131,6631,6631,7354,6847,6847,6847,6847,6847,6847,7059,6847,6847,6847,6333,6333,5855,5855,5855,5855,5855,5855,6179,6179,6779,6779,7206,6989,6779,6989,6989,6989,6779,6779
65,7354,7131,7131,6926,7131,7354,7354,6926,6926,7354,7059,6847,7059,6847,6847,6847,7059,7059,6847,7059,6333,6333,5855,5855,5855,6179,5855,6179,6179,6179,6989,6989,7206,6989,6779,7206,6989,6989,6779,6779
66,7381,7131,7354,6926,7354,7381,7354,6926,6926,7381,7059,7059,7059,6847,6847,7059,7059,7059,6847,7059,6333,6545,5855,6179,6179,6179,6179,6333,6179,6179,7206,6989,7206,6989,6779,7206,6989,6989,6989,6989
67,7381,7354,7354,6926,7354,7381,7354,6926,6926,7381,7059,7059,7059,6847,6847,7059,7059,7059,6847,7059,6333,6545,6179,6179,6179,6179,6179,6333,6333,6333,7206,7206,7206,7206,6779,7206,7206,6989,6989,6989
68,7381,7381,7381,6926,7354,7381,7354,6926,6926,7381,7059,7059,7059,7059,7059,7059,7070,7070,6847,7059,6545,6545,6179,6333,6179,6333,6179,6333,6545,6333,7206,7206,7398,7206,6989,7206,7206,7206,6989,6989
69,7551,7381,7381,7131,7354,7381,7381,7131,7131,7551,7070,7070,7059,7059,7059,7070,7070,7070,7070,7070,6545,6545,6179,6333,6179,6333,6333,6333,6545,6333,7398,7206,7398,7206,6989,7398,7206,7206,6989,7206
70,7551,7381,7381,7131,7551,7551,7381,7131,7131,7551,7070,7070,7070,7059,7059,7070,7273,7070,7070,7070,6911,6911,6333,6333,6333,6333,6333,6545,6545,6333,7398,7206,7502,7206,7206,7398,7398,7398,7206,7206
71,7551,7551,7381,7354,7551,7551,7381,7354,7354,7551,7273,7070,7070,7070,7059,7070,7273,7070,7070,7070,6911,6911,6333,6333,6333,6333,6333,6545,6545,6545,7398,7398,7502,7206,7206,7502,7398,7398,7206,7206
72,7551,7551,7551,7354,7551,7634,7381,7354,7354,7634,7273,7070,7070,7070,7070,7070,7273,7070,7070,7273,6911,6911,6333,6333,6333,6545,6545,6545,6545,6545,7502,7398,7502,7398,7206,7502,7398,7398,7206,7206
73,7551,7551,7551,7354,7551,7634,7551,7354,7354,7634,7273,7070,7273,7070,7070,7070,7273,7273,7070,7273,6911,6950,6545,6333,6545,6545,6545,6911,6545,6545,7502,7398,7502,7398,7398,7502,7502,7502,7398,7398
74,7551,7634,7551,7381,7551,7634,7551,7354,7381,7634,7273,7273,7273,7273,7070,7273,7306,7273,7070,7273,6950,6950,6545,6545,6545,6545,6545,6911,6911,6911,7502,7398,7502,7398,7398,7550,7502,7502,7398,7398
75,7634,7634,7634,7381,7634,7634,7551,7381,7381,7634,7306,7306,7273,7273,7070,7306,7306,7306,7273,7306,6950,6950,6545,6545,6545,6545,6545,6911,6911,6911,7502,7502,7550,7398,7398,7550,7502,7502,7398,7398
76,7634,7634,7634,7551,7769,7769,7634,7381,7381,7769,7306,7306,7273,7273,7273,7306,7306,7306,7306,7306,6950,7227,6911,6545,6911,6911,6911,6950,6911,6911,7550,7550,7550,7550,7398,7550,7550,7550,7502,7502
77,7634,7634,7634,7551,7769,7769,7634,7381,7381,7769,7306,7306,7306,7306,7306,7306,7306,7306,7306,7306,6950,7227,6911,6545,6911,6911,6911,6950,6911,6911,7550,7550,7550,7550,7502,7550,7550,7550,7502,7502
78,7634,7769,7769,7551,7769,7769,7634,7551,7381,7769,7154,7154,7306,7306,7306,7154,7154,7306,7154,7306,7227,7227,6911,6911,6911,6911,6950,6950,7227,6950,7550,7550,7730,7550,7502,7730,7550,7550,7502,7502
79,8083,7769,7769,7551,7769,7769,7769,7551,7551,7769,7154,7154,7306,7306,7306,7154,7154,7154,7154,7154,7227,7393,6911,6950,6950,6950,6950,7227,7227,6950,7730,7550,7730,7550,7550,7730,7550,7730,7502,7502
80,8083,7769,7769,7634,8083,8083,7769,7551,7634,8083,7154,7154,7154,7306,7306,7154,7154,7154,7154,7154,7393,7393,6950,6950,6950,6950,6950,7227,7227,7227,7730,7730,7730,7550,7550,7730,7730,7730,7550,7550
81,8083,8083,7769,7634,8083,8083,7769,7634,7634,8083,7154,7150,7154,7306,7154,7154,7150,7154,7154,7154,7393,7393,6950,6950,6950,6950,6950,7227,7227,7227,7730,7730,7730,7730,7550,7730,7730,7730,7550,7550
82,8083,8083,8083,7634,8083,8083,8083,7634,7634,8133,7150,7150,7154,7154,7154,7154,7150,7154,7150,7154,7393,7656,7227,7227,7227,7227,7227,7227,7227,7227,7959,7730,7959,7730,7730,7959,7730,7730,7730,7550
83,8083,8083,8083,7769,8133,8133,8083,7769,7769,8133,7150,7150,7154,7154,7154,7154,7150,7150,7150,7150,7656,7656,7227,7227,7227,7227,7227,7393,7393,7393,7959,7730,7959,7959,7730,8179,7959,7959,7730,7730
84,8133,8133,8083,7769,8133,8133,8083,7769,7769,8133,7150,7150,7150,7150,7150,7150,7150,7150,7150,7150,7656,7656,7227,7393,7227,7227,7227,7393,7656,7393,7959,7730,7959,7959,7730,8179,7959,7959,7730,7730
85,8226,8133,8133,7769,8133,8133,8083,7769,7769,8226,7150,7554,7150,7150,7150,7554,7554,7150,7150,7554,7656,7656,7393,7393,7393,7393,7227,7393,7656,7393,7959,7959,8179,7959,7730,8179,7959,7959,7730,7730
86,8226,8133,8133,8083,8133,8226,8133,7769,8083,8226,7554,7554,7554,7150,7150,7554,7554,7554,7554,7554,7656,7684,7393,7393,7393,7393,7393,7656,7656,7656,8179,8179,8179,7959,7730,8179,8179,7959,7959,7959
87,8226,8133,8133,8083,8133,8328,8133,7769,8083,8226,7554,7554,7554,7150,7554,7554,7554,7554,7554,7554,7684,7684,7393,7393,7393,7393,7393,7656,7684,7656,8179,8179,8179,8179,7730,8179,8179,8179,7959,7959
88,8328,8226,8133,8083,8226,8328,8226,8083,8083,8328,7554,7554,7554,7554,7554,7554,7558,7554,7554,7554,7684,7684,7393,7656,7393,7393,7393,7656,7684,7656,8179,8179,8179,8179,7959,8317,8179,8179,7959,7959
89,8328,8226,8226,8083,8328,8328,8226,8083,8083,8328,7558,7554,7558,7554,7554,7554,7558,7558,7558,7558,7684,7684,7393,7656,7656,7656,7656,7656,7684,7656,8317,8179,8317,8179,8179,8317,8179,8317,7959,7959
90,8328,8226,8226,8133,8328,8534,8226,8083,8133,8328,7558,7558,7558,7554,7554,7554,7558,7890,7558,7558,7684,7758,7656,7656,7656,7656,7656,7684,7684,7656,8317,8179,8317,8317,8179,8548,8317,8317,8179,8179
91,8328,8328,8328,8133,8328,8534,8328,8133,8133,8534,7558,7558,7558,7554,7554,7558,7890,7890,7558,7890,7758,7754,7684,7656,7656,7656,7656,7684,7758,7684,8317,8179,8548,8317,8179,8548,8317,8317,8179,8179
92,8534,8328,8328,8226,8328,8534,8328,8133,8133,8534,7890,7558,7558,7558,7558,7558,7890,7890,7890,7890,7758,7754,7684,7684,7684,7684,7656,7758,7758,7684,8548,8317,8548,8317,8179,8548,8548,8317,8179,8179
93,8534,8328,8328,8226,8328,8534,8534,8133,8133,8534,7890,7890,7558,7558,7558,7558,7890,8067,7890,7890,7758,7754,7684,7684,7684,7684,7684,7758,7758,7684,8548,8317,8548,8548,8179,8548,8548,8548,8317,8317
94,8860,8534,8328,8226,8534,8534,8534,8133,8133,8534,7890,7890,8067,7558,7890,7890,7890,8067,7890,7890,7758,7754,7684,7684,7684,7684,7684,7758,7754,7758,8548,8317,8752,8548,8179,8548,8548,8548,8317,8317
