loadavg,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
183,9734,9928,9797,9895,9797,9734,9797,9756,9895,9797,8416,8416,8416,8400,8416,8447,8447,8447,8447,8416,8893,8893,8958,8953,8958,8958,8958,8953,8953,8953,9335,9243,9335,9243,9246,9335,9243,9243,9246,9246
184,9734,9797,9797,9895,9797,9734,9797,9895,9895,9797,8416,8447,8416,8400,8416,8447,8447,8447,8447,8447,8893,8973,8958,8953,8958,8958,8958,8953,8893,8953,9335,9243,9335,9243,9243,9335,9243,9243,9246,9243
185,9734,9797,9734,9895,9734,9734,9797,9895,9895,9734,8447,8447,8447,8447,8447,8447,8447,8447,8447,8447,8973,8973,8958,8953,8953,8953,8958,8953,8893,8953,9335,9243,9335,9335,9243,9335,9335,9335,9243,9243
186,9734,9734,9734,9928,9734,9555,9734,9895,9928,9734,8539,8447,8539,8447,8447,8447,8539,8539,8447,8539,8973,8973,8953,8953,8953,8953,8953,8953,8893,8953,9335,9335,9335,9335,9243,9388,9335,9335,9243,9243
187,9555,9734,9734,9928,9734,9555,9734,9895,9928,9734,8539,8447,8539,8447,8447,8539,8539,8539,8447,8539,8973,8973,8953,8953,8953,8953,8953,8973,8893,8953,9335,9335,9388,9335,9243,9388,9335,9335,9243,9335
188,9555,9734,9555,9797,9555,9555,9734,9928,9797,9555,8539,8539,8539,8539,8539,8539,8539,8539,8447,8539,9096,8973,8893,8953,8893,8893,8893,8973,8893,8893,9335,9335,9373,9335,9335,9388,9335,9388,9243,9335
189,9555,9734,9555,9797,9555,9510,9555,9797,9797,9555,8688,8539,8539,8539,8539,8539,8688,8688,8688,8539,9096,8973,8893,8893,8893,8893,8893,8973,8893,8893,9388,9388,9373,9388,9335,9373,9335,9373,9243,9335
190,9510,9555,9555,9734,9555,9510,9555,9797,9734,9510,8688,8539,8539,8539,8539,8539,8688,8688,8688,8539,9096,9096,8893,8893,8973,8893,8893,8973,9096,8893,9388,9373,9373,9388,9335,9424,9373,9373,9388,9388
191,9510,9555,9510,9734,9555,9726,9555,9734,9734,9510,8688,8688,8688,8688,8539,8539,8688,8688,8688,8688,9096,9136,8973,8973,8973,8973,8893,9096,9096,8973,9373,9373,9373,9388,9388,9424,9373,9373,9388,9388
192,9726,9555,9510,9734,9510,9726,9510,9734,9734,9726,8688,8688,8688,8688,8539,8688,8688,8897,8688,8688,9096,9136,8973,8973,8973,8973,8973,9096,9136,8973,9373,9373,9373,9373,9373,9424,9373,9373,9388,9388
193,9726,9510,9510,9734,9510,9726,9510,9734,9734,9726,8897,8897,8897,8688,8539,8688,8897,8897,8897,8897,9136,9421,8973,8973,8973,8973,8973,9096,9136,9096,9424,9373,9424,9373,9373,9424,9424,9424,9373,9388
194,9726,9726,9510,9734,9510,9726,9510,9734,9734,9726,8897,8897,8897,8688,8688,8897,8897,8897,8897,8897,9136,9421,9096,8973,9096,9096,8973,9096,9136,9096,9424,9373,9424,9373,9373,9424,9424,9424,9373,9373
195,9726,9726,9726,9734,9726,9726,9726,9555,9734,9780,8897,8897,8897,8897,8688,8897,8897,8897,8897,8897,9421,9421,9096,9096,9096,9096,9096,9136,9136,9136,9462,9373,9424,9373,9373,9424,9424,9424,9373,9373
196,9780,9726,9726,9555,9726,9726,9726,9555,9555,9780,8721,8897,8721,8897,8688,8721,8897,8721,8721,8721,9421,9421,9096,9096,9096,9096,9096,9136,9136,9136,9462,9424,9462,9424,9373,9462,9424,9462,9373,9424
197,9780,9726,9726,9510,9726,9780,9726,9555,9510,9780,8721,8897,8721,8897,8897,8721,8897,8721,8721,8721,9421,9421,9096,9136,9096,9136,9096,9136,9136,9136,9462,9462,9462,9424,9373,9417,9424,9462,9373,9424
198,9780,9726,9780,9510,9780,9780,9780,9510,9510,9780,8721,8897,8721,8721,8721,8721,8897,8721,8721,8721,9421,9421,9136,9136,9096,9136,9136,9421,9421,9421,9462,9462,9417,9424,9424,9417,9462,9462,9424,9424
199,9780,9726,9780,9510,9780,9780,9780,9510,9510,9733,8544,8721,8721,8721,8721,8721,8544,8544,8721,8721,9220,9220,9136,9136,9096,9136,9136,9421,9421,9421,9462,9462,9417,9462,9462,9417,9462,9462,9424,9424
200,9780,9780,9780,9510,9780,9733,9780,9510,9510,9733,8544,8544,8721,8721,8721,8721,8544,8544,8544,8544,9220,9220,9136,9136,9421,9136,9421,9421,9220,9421,9417,9417,9303,9462,9462,9417,9462,9417,9424,9462
201,9733,9733,9733,9510,9733,9733,9780,9726,9510,9733,8544,8544,8721,8721,8721,8544,8544,8544,8544,8544,9220,9290,9136,9136,9421,9421,9421,9220,9220,9421,9417,9417,9303,9417,9462,9417,9417,9417,9462,9462
202,9733,9733,9733,9726,9733,9733,9733,9726,9726,9723,8544,8544,8544,8544,8721,8544,8420,8544,8544,8544,9290,9290,9421,9421,9421,9421,9421,9220,9220,9220,9303,9417,9303,9417,9462,9303,9417,9417,9462,9462
203,9723,9733,9733,9726,9733,9723,9733,9726,9726,9723,8420,8544,8544,8544,8721,8420,8420,8544,8544,8544,9290,9290,9421,9421,9220,9421,9421,9220,9220,9220,9303,9417,9303,9417,9462,9303,9303,9417,9417,9417
204,9723,9733,9733,9780,9733,9723,9723,9726,9780,9723,8420,8544,8544,8544,8721,8420,8420,8420,8420,8544,9290,8906,9220,9421,9220,9220,9421,9220,9290,9220,9303,9417,9239,9417,9417,9303,9303,9417,9417,9417
205,9723,9733,9733,9780,9723,9723,9723,9780,9780,9723,8420,8420,8544,8544,8544,8420,8420,8420,8420,8420,9290,8906,9220,9220,9220,9220,9421,9220,9290,9290,9239,9303,9239,9417,9417,9303,9303,9239,9303,9417
206,9793,9723,9723,9733,9723,9723,9723,9780,9733,9793,8420,8420,8418,8420,8420,8420,8418,8420,8418,8420,8906,8906,9220,9220,9220,9220,9220,9290,9290,9290,9239,9303,9239,9417,9303,9239,9303,9239,9303,9303
207,9793,9723,9723,9733,9793,9793,9723,9780,9733,9793,8418,8420,8418,8420,8420,8420,8418,8418,8418,8420,8906,8890,9220,9290,9290,9220,9290,9290,9290,9290,9239,9239,9239,9239,9303,9239,9303,9239,9303,9303
208,9793,9793,9723,9733,9793,9793,9793,9733,9733,9793,8418,8418,8418,8420,8418,8420,8418,8418,8418,8420,8906,8890,9290,9290,9290,9290,9290,9290,9290,9290,9239,9239,9252,9239,9303,9239,9303,9239,9303,9303
209,9825,9793,9723,9733,9825,9825,9793,9733,9733,9825,8418,8418,8418,8418,8418,8705,8705,8418,8418,8418,8906,8890,9290,9290,9290,9290,9290,8906,8890,8906,9252,9239,9252,9239,9239,9252,9252,9252,9239,9303
210,9825,9793,9793,9733,9825,9825,9793,9733,9733,9825,8705,8705,8705,8418,8418,8705,8705,8418,8705,8705,8890,8890,9290,9290,8906,9290,9290,8906,8890,8906,9252,9252,9200,9252,9239,9200,9252,9252,9239,9239
211,9825,9825,9825,9733,9825,9825,9825,9723,9733,9825,8705,8705,8705,8418,8418,8705,8705,8418,8705,8705,8890,8890,8906,9290,8906,8906,9290,8906,8890,8906,9252,9252,9200,9252,9239,9200,9252,9252,9239,9239
212,9825,9825,9825,9793,9825,9825,9825,9723,9723,9823,8705,8721,8721,8705,8418,8705,8721,8721,8705,8705,9267,9267,8906,9290,8906,8906,9290,8906,8890,8906,9200,9252,9200,9252,9252,9200,9200,9200,9252,9252
213,9825,9823,9825,9793,9823,9823,9825,9723,9793,9823,8705,8721,8721,8705,8705,8721,8721,8721,8705,8721,9267,9267,8906,8906,8906,8906,8906,8890,8890,8890,9200,9200,9200,9252,9252,9240,9200,9200,9252,9252
214,9823,9823,9823,9793,9823,9823,9825,9723,9793,9823,8705,8721,8721,8705,8705,8721,8721,8721,8721,8721,9267,9267,8906,8906,8890,8906,8906,8890,8890,8890,9200,9200,9240,9252,9252,9240,9200,9200,9252,9252
215,9823,9823,9823,9793,9823,9823,9823,9793,9793,9974,8721,8721,8721,8705,8721,8721,8695,8721,8721,8721,9267,9267,8906,8906,8890,8890,8906,8890,9267,8890,9240,9200,9240,9200,9200,9240,9200,9200,9252,9252
216,9823,9823,9823,9825,9823,9823,9823,9793,9793,9974,8721,8695,8695,8705,8721,8721,8695,8695,8721,8721,9222,9222,8890,8906,8890,8890,8890,9267,9267,9267,9240,9200,9240,9240,9200,9240,9240,9240,9252,9252
217,9974,9974,9823,9825,9974,10008,9823,9825,9825,9974,8721,8695,8695,8721,8721,8721,8695,8695,8695,8695,9222,9222,8890,9267,8890,8890,8890,9222,9267,9267,9240,9200,9240,9240,9200,9240,9240,9240,9252,9200
218,9974,9974,9974,9825,9974,10008,9974,9825,9825,10008,8695,8695,8695,8721,8695,8721,8695,8695,8695,8695,9148,9222,8890,9267,9267,9267,8890,9222,9222,9267,9240,9240,9285,9240,9240,9285,9240,9240,9200,9200
219,10008,9974,9974,9825,9974,10008,9974,9823,9825,10008,8695,8695,8695,8721,8695,8720,8720,8695,8695,8695,9148,9222,9267,9267,9267,9267,9267,9222,9222,9267,9285,9240,9285,9240,9240,9285,9285,9285,9200,9200
220,10008,9974,9974,9823,10008,9927,9974,9823,9823,9927,8720,8720,8720,8721,8695,8720,8720,8720,8720,8720,9148,9222,9267,9267,9267,9267,9267,9222,9148,9222,9285,9240,9302,9285,9240,9285,9285,9285,9200,9240
221,9927,10008,10008,9823,10008,9927,9974,9823,9823,9927,8720,8720,8720,8695,8720,8720,8720,8720,8720,8720,9148,8976,9222,9222,9267,9267,9222,9222,9148,9222,9285,9240,9302,9285,9240,9302,9285,9285,9240,9240
222,9927,10008,10008,9823,10008,9927,9974,9823,9823,9927,8720,8720,8720,8720,8720,8720,8870,8720,8720,8720,9148,8976,9222,9222,9222,9222,9222,9222,9148,9148,9285,9285,9302,9285,9285,9302,9285,9302,9285,9240
223,9927,10008,10008,9823,10008,9837,10008,9823,9823,9927,8870,8720,8870,8720,8720,8870,8870,8720,8720,8720,8976,8976,9222,9222,9222,9222,9222,9148,8976,9148,9302,9302,9302,9302,9285,9454,9302,9302,9285,9240
224,9837,10008,9927,9823,10008,9837,10008,9823,9823,9927,8870,8870,8870,8720,8720,8870,8870,8870,8720,8870,8976,8976,9148,9148,9148,9148,9148,8976,8976,9148,9454,9302,9454,9302,9285,9454,9302,9302,9285,9240
225,9837,9927,9927,10008,9927,9837,10008,9974,9974,9927,8870,8870,8870,8870,8720,8870,8870,8808,8870,8870,8976,8770,9148,9148,9148,9148,9148,8976,8976,9148,9454,9302,9454,9302,9302,9454,9302,9454,9302,9302
226,9837,9927,9927,10008,9927,9837,9837,9974,9974,9837,8870,8870,8870,8870,8870,8808,8808,8808,8870,8870,8770,8770,9148,9148,9148,9148,9148,8976,8976,9148,9454,9454,9522,9302,9302,9522,9454,9454,9302,9302
227,9837,9927,9927,10008,9927,9930,9837,9974,9974,9837,8808,8870,8808,8870,8870,8808,8808,8808,8870,8808,8770,8770,9148,8976,9148,8976,9148,8976,8976,8976,9454,9454,9522,9302,9302,9522,9454,9454,9302,9302
228,9930,9927,9837,9927,9930,9930,9837,10008,9927,9837,8808,8870,8808,8870,8870,8808,8808,8808,8870,8808,8770,8692,8976,8976,9148,8976,8976,8976,8770,8976,9454,9454,9522,9454,9454,9522,9454,9454,9302,9454
229,9930,9930,9930,9927,9930,9930,9837,9927,9927,9930,8808,8784,8808,8808,8870,8784,8808,8808,8784,8784,8770,8692,8976,8976,8976,8976,8976,8770,8770,8976,9522,9454,9522,9454,9454,9522,9454,9522,9302,9454
230,9930,9930,9930,9927,9930,9930,9837,9927,9927,9856,8784,8784,8784,8808,8808,8784,8784,8808,8784,8784,8770,8692,8976,8770,8976,8976,8976,8770,8770,8770,9522,9522,9522,9454,9454,9576,9522,9522,9454,9454
231,9856,9930,9930,9837,9856,9856,9930,9927,9837,9856,8784,8784,8784,8808,8784,8784,8784,8784,8784,8784,8821,8821,8976,8770,8976,8770,8976,8770,8770,8770,9522,9522,9522,9522,9454,9576,9522,9522,9454,9454
232,9856,9930,9930,9837,9856,9856,9930,9927,9837,9856,8784,8784,8857,8784,8784,8784,8784,8784,8784,8784,8821,8821,8770,8770,8770,8770,8770,8770,8770,8770,9522,9522,9576,9576,9522,9576,9522,9576,9454,9454
233,9856,9856,9856,9837,9856,9856,9930,9837,9837,9755,8784,8857,8857,8784,8784,8857,8784,8784,8784,8784,8821,8821,8770,8770,8692,8770,8692,8692,8821,8770,9576,9576,9576,9576,9522,9626,9522,9576,9454,9522
234,9856,9856,9856,9837,9856,9755,9856,9837,9837,9755,8857,8857,8857,8784,8857,8857,8857,8965,8857,8857,8821,8821,8770,8692,8692,8770,8692,8692,8821,8692,9576,9576,9576,9576,9522,9626,9576,9576,9522,9522
235,9856,9856,9856,9930,9755,9755,9856,9837,9930,9755,8857,8965,8857,8784,8857,8857,8965,8965,8857,8857,8803,8803,8770,8692,8692,8770,8692,8692,8821,8692,9626,9576,9626,9576,9576,9626,9626,9576,9576,9522
236,9755,9755,9856,9930,9755,9755,9755,9837,9930,9755,8857,8965,8857,8857,8857,8965,8965,8965,8857,8857,8803,8803,8692,8692,8692,8692,8692,8821,8821,8692,9626,9576,9626,9626,9576,9626,9626,9576,9576,9522
237,9755,9755,9755,9930,9755,9647,9755,9837,9930,9755,8965,8965,8857,8857,8857,8965,8965,8965,8965,8965,8803,8643,8692,8692,8692,8692,8821,8803,8803,8692,9626,9626,9626,9626,9576,9584,9626,9626,9576,9576
238,9755,9755,9755,9930,9755,9647,9755,9930,9930,9755,9024,8965,8857,8857,8965,8965,8965,9024,8965,8965,8803,8643,8821,8821,8692,8692,8821,8803,8803,8821,9626,9626,9584,9626,9576,9584,9626,9626,9576,9626
239,9647,9755,9755,9856,9647,9851,9755,9930,9856,9851,9024,9024,9024,8965,8965,8965,9024,9024,9024,8965,8803,8643,8821,8821,8821,8692,8821,8803,8803,8821,9584,9626,9553,9626,9626,9584,9584,9626,9626,9626
240,9851,9647,9755,9856,9647,9851,9755,9930,9856,9851,9024,9024,9024,8965,8965,9024,9024,9024,9024,8965,8643,8643,8821,8821,8821,8821,8821,8643,8803,8803,9584,9626,9553,9584,9626,9584,9584,9626,9626,9626
241,9851,9647,9647,9755,9647,9851,9647,9930,9856,9851,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,8643,8639,8821,8803,8803,8803,8803,8643,8643,8803,9584,9584,9553,9584,9626,9553,9584,9584,9626,9626
242,9851,9647,9647,9755,9851,9831,9647,9755,9755,9851,9070,9024,9024,9024,9024,9024,9024,9024,9024,9024,8643,8639,8821,8803,8803,8803,8803,8643,8643,8803,9584,9553,9637,9584,9626,9637,9584,9553,9584,9626
243,9851,9851,9647,9755,9851,9831,9647,9755,9755,9831,9070,9070,9024,9024,9024,9024,9070,9070,9024,9070,8643,8639,8643,8803,8643,8803,8803,8643,8639,8803,9553,9553,9637,9553,9584,9637,9553,9553,9584,9626
244,9851,9851,9851,9647,9851,9831,9647,9755,9755,9831,9070,9070,9070,9024,9024,9070,8552,9070,9070,9070,8639,8612,8643,8643,8643,8803,8643,8643,8639,8643,9553,9553,9637,9553,9553,9637,9553,9553,9584,9584
245,9851,9831,9851,9647,9831,9831,9851,9647,9647,9831,9070,8552,8552,9024,9070,9070,8552,9070,9070,9070,8612,8612,8643,8643,8643,8803,8643,8639,8639,8643,9637,9553,9637,9553,9553,9637,9553,9637,9584,9584
246,9831,9831,9851,9647,9831,9831,9831,9647,9647,9812,8552,8552,8552,9070,9070,8552,8552,9070,9070,9070,8612,8612,8643,8643,8643,8639,8643,8639,8612,8643,9637,9553,9637,9637,9553,9637,9637,9637,9553,9584
247,9831,9831,9831,9647,9831,9812,9831,9647,9647,9812,8552,8552,8552,9070,9070,8552,8552,8552,9070,8552,8612,8612,8639,8643,8643,8639,8643,8639,8612,8643,9490,9637,9637,9637,9553,9637,9637,9637,9553,9637
248,9831,9831,9831,9851,9812,10108,9831,9647,9647,9812,8552,8552,8552,9070,9070,8612,8552,8552,8552,8552,8612,8507,8639,8643,8643,8639,8639,8639,8612,8612,9490,9637,9490,9637,9553,9637,9637,9637,9553,9637
249,10108,9812,9831,9851,9812,10108,9831,9851,9851,10108,8552,8612,8552,8552,8552,8612,8612,8552,8612,8552,8612,8507,8639,8639,8639,8639,8639,8612,8612,8612,9490,9637,9490,9637,9637,9403,9490,9490,9637,9637
250,10108,9812,9812,9851,9812,10108,9831,9851,9851,10108,8612,8612,8612,8552,8552,8612,8612,8612,8612,8612,8507,8507,8612,8639,8612,8612,8639,8507,8507,8612,9490,9490,9490,9490,9637,9403,9490,9490,9637,9490
251,10108,9812,9812,9831,10108,10108,9812,9851,9831,10108,8612,8612,8612,8552,8612,8612,8612,8611,8612,8612,8507,8819,8612,8639,8612,8612,8612,8507,8507,8507,9403,9490,9619,9490,9637,9403,9490,9490,9637,9490
252,10108,10108,9812,9831,10108,10043,9812,9851,9831,10108,8612,8611,8612,8552,8612,8611,8612,8611,8612,8612,8507,8819,8612,8639,8612,8612,8612,8507,8507,8507,9403,9490,9619,9403,9490,9619,9490,9403,9490,9490
253,10108,10108,10108,9831,10108,10043,9812,9831,9831,10043,8611,8611,8612,8612,8612,8611,8611,8611,8611,8612,8507,8819,8612,8507,8612,8612,8507,8507,8507,8507,9619,9403,9619,9403,9490,9619,9403,9403,9490,9490
254,10108,10108,10108,9812,10043,10043,10108,9831,9812,10144,8611,8611,8611,8611,8611,8611,8611,8611,8611,8611,8737,8737,8612,8507,8507,8612,8507,8819,8819,8507,9619,9403,9609,9619,9490,9619,9619,9403,9403,9490
255,10144,10043,10043,9812,10043,10144,10108,9831,9812,10144,8611,8611,8611,8611,8611,8482,8482,8611,8611,8611,8737,8737,8612,8507,8507,8507,8507,8819,8819,8819,9619,9619,9609,9619,9403,9609,9619,9619,9403,9490
256,10144,10043,10043,9812,10043,10144,10108,9812,9812,10144,8482,8482,8611,8611,8611,8482,8482,8611,8611,8482,8737,8737,8819,8507,8507,8507,8507,8819,8819,8819,9619,9619,9609,9619,9403,9609,9619,9619,9403,9403
257,10144,10043,10043,10108,10043,10144,10043,9812,9812,10144,8482,8482,8482,8611,8611,8482,8482,8482,8482,8482,8734,8734,8819,8819,8507,8507,8507,8737,8737,8819,9609,9619,9609,9619,9403,9609,9619,9619,9403,9403
258,10144,10144,10043,10108,10043,10144,10043,9812,9812,10144,8482,8482,8482,8611,8482,8611,8611,8611,8482,8482,8734,8734,8819,8819,8819,8819,8507,8737,8737,8737,9609,9619,9544,9619,9619,9609,9619,9619,9619,9403
259,10144,10144,10043,10108,10043,10144,10043,10108,10108,10144,8482,8611,8611,8482,8482,8611,8611,8611,8482,8482,8734,8734,8737,8819,8819,8819,8507,8737,8737,8737,9609,9609,9544,9609,9619,9544,9609,9609,9619,9619
260,10144,10144,10043,10043,10144,10144,10144,10108,10043,10144,8611,8611,8611,8482,8482,8611,8611,8611,8482,8482,8734,8734,8737,8819,8819,8819,8737,8734,8734,8737,9609,9609,9544,9609,9619,9544,9609,9544,9619,9619
261,10144,10144,10144,10043,10144,9548,10144,10108,10043,10144,8611,8611,8611,8482,8482,8611,8611,8611,8611,8611,8734,8659,8737,8737,8819,8737,8737,8734,8734,8737,9544,9609,9544,9609,9619,9544,9609,9544,9619,9619
262,10144,10144,10144,10043,9548,9548,10144,10043,10043,10144,8611,8611,8611,8482,8611,8611,8611,8611,8611,8611,8734,8659,8734,8737,8737,8737,8737,8734,8734,8737,9544,9544,9333,9544,9619,9333,9544,9544,9609,9609
263,9548,9548,10144,10144,9548,9548,9548,10043,10043,10144,8611,8210,8611,8611,8611,8611,8611,8611,8611,8611,8734,8623,8734,8734,8737,8734,8737,8734,8734,8734,9544,9544,9333,9544,9544,9333,9544,9544,9609,9544
264,9548,9548,9548,10144,9548,8991,9548,10144,10144,8991,8210,8210,8611,8611,8611,8210,8210,8210,8611,8210,8623,8623,8734,8734,8737,8734,8737,8659,8659,8734,9544,9544,9333,9544,9544,9333,9544,9333,9544,9544
265,9548,9548,9548,10144,9548,8991,9548,10144,10144,8991,8210,8210,8611,8611,8611,8210,8210,8210,8210,8210,8623,8623,8734,8734,8737,8734,8734,8659,8659,8734,9333,9544,9333,9544,9544,9333,9544,9333,9544,9544
266,9548,9548,9548,10144,9548,8991,9548,10144,10144,8991,8210,8210,8210,8611,8210,8210,8210,7753,8210,8210,8623,8623,8659,8734,8659,8734,8659,8659,8623,8734,9333,9544,9333,9333,9333,9333,9333,9333,9544,9544
267,9548,9548,9548,9548,8991,8991,9548,10144,10144,8991,8210,8210,8210,8611,8210,8210,8210,7753,8210,7753,8623,8623,8659,8734,8659,8659,8659,8659,8623,8659,9333,9333,9333,9333,9333,9333,9333,9333,9544,9544
268,8991,8991,8991,9548,8991,8487,8991,10144,9548,8991,7753,7753,8210,8210,8210,8210,8210,7753,8210,7753,8623,8701,8659,8659,8659,8659,8659,8623,8623,8659,9333,9333,9333,9333,9333,8809,9333,9333,9333,9544
269,8991,8991,8991,9548,8991,8487,8991,9548,9548,8991,7753,7753,7753,8210,8210,7753,7753,7753,8210,7753,8623,8701,8659,8659,8623,8623,8659,8623,8701,8659,9333,9333,8809,9333,9333,8809,9333,9333,9333,9333
270,8991,8991,8991,9548,8991,8487,8991,9548,9548,8487,7753,7753,7753,8210,7753,7753,7753,7331,7753,7753,8701,8276,8623,8659,8623,8623,8659,8701,8701,8623,9333,8809,8809,8809,9333,8809,8809,8809,9333,9333
271,8991,8991,8991,9548,8487,8487,8991,9548,9548,8487,7753,7753,7753,7753,7753,7753,7753,7331,7753,7753,8701,8276,8623,8659,8623,8623,8623,8701,8701,8701,8809,8809,8809,8809,9333,8304,8809,8809,9333,9333
272,8991,8487,8991,9548,8487,8487,8487,9548,9548,8487,7753,7753,7331,7753,7753,7753,7753,7331,7753,7331,8276,8276,8701,8623,8623,8623,8623,8701,8701,8701,8809,8809,8809,8809,8809,8304,8304,8809,9333,8809
273,8487,8487,8991,9548,8487,8487,8487,9548,9548,8487,7753,7331,7331,7753,7753,7753,7331,7331,7753,7331,8276,8276,8701,8701,8701,8701,8623,8701,8276,8701,8809,8809,8809,8809,8809,8304,8304,8809,9333,8809
274,8487,8487,8487,8991,8487,8008,8487,9548,9548,8008,7753,7331,7331,7753,7753,7331,7331,7331,7331,7331,8276,8276,8701,8701,8701,8701,8623,8701,8276,8276,8304,8809,8809,8809,8809,8304,8304,8809,9333,8809
275,8487,8487,8487,8991,8487,8008,8487,9548,8991,8008,7331,7331,7331,7753,7331,7331,7331,7331,7331,7331,8276,8276,8701,8701,8701,8701,8701,8701,8276,8276,8304,8809,8304,8304,8809,8304,8304,8304,9333,8809
276,8487,8008,8487,8487,8487,8008,8487,9548,8991,8008,7331,6953,6953,7753,7331,7331,7331,6953,7331,7331,8276,8276,8276,8701,8701,8701,8701,8701,8276,8276,8304,8809,8304,8304,8809,8304,8304,8304,8304,8809
277,8008,8008,8487,8487,8487,8008,8487,8991,8487,8008,7331,6953,6953,7753,7331,6953,7331,6953,6953,7331,8276,7830,8276,8701,8276,8276,8701,7830,8276,8276,8304,8304,8304,8304,8809,8304,8304,8304,8304,8809
278,8008,8008,8008,8487,8008,7567,8487,8487,8487,8008,6953,6953,6953,6953,7331,6953,6953,6953,6953,6953,7830,7830,8276,8276,8276,8276,8701,7830,7830,8276,8304,8304,7847,8304,8809,7847,7847,8304,8304,8304
279,7567,8008,8008,8487,8008,7567,8008,8487,8487,7567,6953,6953,6953,6953,7331,6953,6953,6953,6953,6953,7830,7403,8276,8276,8276,8276,8701,7830,7830,7830,8304,8304,7847,8304,8304,7847,7847,7847,8304,8304
280,7567,8008,8008,8487,8008,7567,8008,8487,8487,7567,6953,6953,6953,6953,6953,6953,6953,6620,6953,6953,7830,7403,8276,8276,8276,8276,8276,7830,7830,7830,8304,7847,7847,7847,8304,7847,7847,7847,7847,7847
281,7567,8008,7567,8487,7567,7567,7567,8487,8487,7567,6953,6953,6953,6953,6953,6953,6953,6620,6953,6953,7830,7403,7830,8276,8276,7830,8276,7830,7830,7830,7847,7847,7475,7847,8304,7475,7847,7847,7847,7847
282,7567,8008,7567,8487,7567,7567,7567,8487,8008,7567,6620,6953,6953,6953,6953,6953,6620,6620,6953,6620,7403,7403,7830,8276,7830,7830,7830,7403,7403,7830,7847,7847,7475,7847,7847,7475,7475,7847,7847,7847
283,7567,7567,7567,8008,7567,7567,7567,8487,8008,7567,6620,6620,6620,6620,6953,6953,6620,6620,6620,6620,7403,7403,7830,8276,7830,7830,7830,7403,7403,7830,7475,7475,7475,7847,7847,7475,7475,7847,7847,7847
284,7567,7567,7567,8008,7567,7169,7567,8008,8008,7169,6620,6620,6620,6620,6620,6620,6620,6620,6620,6620,7403,7018,7830,7830,7830,7830,7830,7403,7403,7403,7475,7475,7475,7475,7847,7475,7475,7475,7847,7847
285,7567,7567,7567,8008,7169,7169,7567,8008,8008,7169,6620,6620,6620,6620,6620,6620,6275,6275,6620,6620,7403,7018,7830,7830,7403,7830,7830,7403,7403,7403,7475,7475,7077,7475,7847,7475,7475,7475,7847,7475
286,7169,7169,7567,8008,7169,7169,7169,8008,8008,7169,6620,6275,6620,6620,6620,6620,6275,6275,6620,6620,7403,7018,7403,7830,7403,7830,7830,7403,7018,7403,7475,7475,7077,7475,7847,7475,7475,7475,7847,7475
287,7169,7169,7567,8008,7169,7169,7169,7567,8008,7169,6620,6275,6275,6620,6620,6275,6275,6275,6620,6275,7403,7018,7403,7830,7403,7403,7830,7018,7018,7403,7077,7475,7077,7475,7475,7077,7475,7475,7475,7475
288,7169,7169,7567,7567,7169,7169,7169,7567,7567,7169,6275,6275,6275,6275,6620,6275,6275,6275,6620,6275,7018,7018,7403,7830,7403,7403,7830,7018,7018,7403,7077,7077,7077,7475,7475,7077,7475,7077,7475,7475
289,7169,7169,7169,7567,7169,6803,7169,7567,7567,7169,6275,6275,6275,6275,6620,6275,6275,6275,6620,6275,7018,7018,7403,7403,7403,7403,7403,7018,7018,7018,7077,7077,7077,7475,7475,7077,7077,7077,7475,7475
290,7169,7169,7169,7567,7169,6803,7169,7567,7567,6803,6275,6275,6275,6275,6275,6275,6275,6275,5956,6275,6713,7018,7403,7403,7018,7403,7403,7018,7018,7018,7077,7077,6726,7475,7475,6726,7077,7077,7475,7475
