journal_bytes,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
189,117114644261,134876908222,131522378032,113934041467,137228637789,117286122072,120064841142,145039079979,132876257310,130922349244,120165995314,136102701857,112436424105,128489047790,141937378680,133815375998,127045673954,130068126722,111987855007,115569059054,138058673070,127134633232,125474274661,142731210865,123748360658,131221417758,127988104848,134988121371,126804229594,128366943886,118782040549,145674368764,129094096256,121100552982,124086451427,117907023254,127623975756,142129689881,138609790716,112613634442
190,117116757775,134879680173,131524988261,113936351790,137231393324,117288490403,120067442078,145040867849,132878957708,130924991687,120168124577,136105566151,112439137383,128491896313,141939807826,133818099332,127047889830,130070631004,111990936132,115571727266,138060806606,127136756060,125477090310,142733714441,123750439082,131223463985,127990543298,134991201086,126806471922,128369345124,118784227060,145676602487,129096319982,121102680085,124088504826,117908579231,127625895330,142131542124,138611869870,112616550281
191,117119100303,134882409875,131527307190,113939069352,137233739452,117291117086,120070383685,145043371425,132881213622,130928440003,120170709050,136108058994,112441885726,128494466411,141942292782,133820300163,127050593793,130072831833,111993381722,115573856520,138062746180,127139330505,125479465768,142736269521,123751995051,131225887417,127992686851,134992797126,126808669871,128371812921,118787730477,145679148306,129099561457,121105950189,124092302410,117911497201,127628794722,142134593203,138614727740,112618976568
192,117121746281,134884555585,131530034069,113941571477,137236398346,117293393084,120072274641,145045317453,132883291333,130930631541,120172652922,136110566160,112444563212,128497010042,141944331865,133822624114,127052937741,130075096359,111995815138,115576624200,138065366381,127141902093,125482398070,142738856833,123755203606,131228770323,127995210459,134995262053,126810809833,128374364471,118790236884,145681951793,129101975550,121108785851,124094279930,117913913449,127631791427,142136684504,138616773969,112621415754
193,117124565492,134886978261,131532389491,113944397118,137239162468,117296145737,120074398170,145047972764,132885691844,130933520885,120175190863,136113257277,112447267881,128499693952,141946977141,133825292307,127055753383,130077773830,111998928504,115579550773,138067144920,127144554554,125485038350,142741260922,123757179701,131230646192,127997920150,134998031158,126813107267,128376598221,118793453294,145684548431,129104713144,121112040214,124097514262,117917007496,127634516913,142140300972,138619368439,112624773921
194,117127333858,134889736617,131534784288,113946625127,137241614512,117298819673,120076786517,145050576522,132888296317,130936121070,120177262139,136115803108,112449555319,128502220404,141949210188,133828098672,127057863321,130079087883,112001309694,115581681477,138069346437,127146665219,125487525442,142743845365,123759834993,131232979424,128000376459,135000828179,126815275890,128379154065,118795782224,145686524534,129106921823,121114082864,124099433821,117919182568,127637471429,142142034435,138622121825,112626748595
195,117129186849,134891533050,131537246358,113949344833,137243860442,117300908845,120078532869,145052851777,132891637988,130939153560,120179650474,136118509970,112451940081,128505094018,141951785336,133830199288,127060235205,130082345104,112003861214,115584220131,138071265987,127149697702,125489887298,142746104156,123762055167,131235242520,128002621640,135002828603,126817402969,128381332009,118798034558,145689653694,129109466906,121116979371,124102030429,117921373366,127638866368,142143455110,138624391360,112629693784
196,117132067609,134893917797,131539665482,113952162599,137246724712,117303055282,120080823876,145054507950,132894219551,130941594880,120181794058,136120888308,112454392836,128507277653,141954182266,133833118723,127062184804,130084686193,112006412748,115586808886,138073836816,127151901400,125492130344,142749003505,123764439928,131237880667,128005444406,135005158957,126819690393,128383998077,118801057020,145691709259,129112444282,121119744179,124105032859,117923762419,127641787952,142146645007,138626457625,112632005571
197,117134664938,134896659677,131541972952,113954276103,137248838228,117305321917,120082915210,145057283496,132896912070,130945008147,120183906855,136123560795,112457158354,128509726826,141956396672,133835661670,127065123548,130086700938,112009425911,115588812170,138075732722,127154322662,125495126322,142751998074,123766557012,131240442922,128007390439,135007189445,126822755778,128386025692,118803740940,145694119794,129115002946,121122614894,124107356766,117926582342,127644172737,142148781402,138629267532,112635078864
198,117137058995,134899402276,131544722738,113957550475,137251780533,117307788280,120086122345,145059903021,132899326172,130947139550,120186159918,136126142368,112459858051,128511859657,141958797881,133837929786,127067237782,130088853086,112011137894,115591108870,138078217650,127156836254,125497329301,142754663381,123768623279,131242583633,128010178853,135009886252,126824624511,128388402589,118806087739,145696249053,129117213080,121124654669,124109244133,117928731624,127646285553,142151532571,138631458349,112637669760
199,117140316198,134901906546,131546829107,113960408336,137254453719,117310678359,120088191512,145062692136,132901959271,130950712407,120188135300,136128817005,112461972976,128514081945,141960605068,133840434092,127069418582,130090993069,112013696570,115593200197,138080283895,127159362748,125499539442,142756996617,123771442464,131244971975,128012529257,135012789186,126826602727,128391354940,118808748770,145699032488,129119977173,121128092259,124111507230,117931118540,127649644425,142153792067,138633476673,112639478387
200,117142683789,134904588318,131549520912,113962395867,137257034578,117312585758,120090284256,145064953795,132905152068,130953059220,120190175804,136131072251,112464258233,128516891809,141963063534,133842854644,127071764708,130093023541,112016125709,115596084543,138082101077,127161138439,125501992207,142759327704,123773375597,131247463375,128014816672,135014745233,126828742707,128393598695,118811916516,145701135991,129121958986,121130602991,124114727244,117933972836,127651710009,142157197412,138636118386,112642719876
201,117145659018,134907598594,131552612104,113965754731,137259925372,117315424310,120093368991,145067370779,132907421572,130956127481,120192050981,136133260191,112466262948,128518547962,141964871432,133844489343,127073898231,130094757004,112017814805,115597997658,138084504437,127163642728,125504002663,142762392415,123775988685,131249851711,128017097661,135017285301,126830624323,128396331284,118814290532,145703620982,129124794644,121133689876,124117365359,117935989726,127654541398,142158336088,138637558398,112644476248
202,117148038030,134910050638,131554954677,113968326995,137262725256,117318048127,120095818901,145069597388,132910215021,130959151353,120193986276,136135539035,112468741464,128521157457,141967155996,133846870556,127075561558,130096773880,112020077179,115600108996,138086940710,127166122699,125506164134,142765286045,123778173747,131252491247,128019633441,135019470384,126832602563,128399020923,118817131187,145705592798,129127162209,121135965138,124119505345,117938680110,127656596943,142161201797,138640009738,112646541828
203,117150857239,134912875545,131557707332,113971312929,137265470046,117320727059,120098622371,145072121006,132912209705,130962073642,120195800626,136137492936,112471083315,128523400485,141969263791,133849203802,127078339959,130098812950,112022497020,115602337027,138089417784,127168047959,125508449419,142768372200,123781306438,131255078553,128022266564,135021568146,126834632330,128402104243,118819402146,145707800063,129129997869,121138414324,124122387542,117940651913,127658365499,142163373965,138642577022,112649525672
204,117153609164,134915351190,131560491466,113974356817,137268402339,117323011641,120100879035,145074223080,132915953611,130965550599,120198078757,136139503390,112473718577,128525610590,141971690072,133851716701,127080499277,130101446064,112025010619,115604831301,138091189881,127170422725,125510691767,142770276725,123783208086,131256595877,128024235479,135023147012,126836855335,128403481291,118822463974,145710438238,129132152878,121141539856,124125203893,117943494045,127661317828,142165816682,138645383345,112652120141
205,117156060498,134918086662,131563038697,113976587680,137270857260,117325647624,120103521479,145077143208,132917101597,130968601720,120199976826,136141871720,112476167771,128527620300,141973885172,133854483675,127082426001,130103117963,112027230773,115606453118,138093689858,127172691563,125513093006,142772432460,123785464723,131259154565,128026884332,135025367171,126838741234,128406110846,118824986870,145712761461,129134486090,121144169391,124127477728,117946072787,127663976741,142168371771,138648126679,112655957847
206,117158061657,134920187271,131565024818,113979053293,137273445288,117328013076,120105780293,145079468595,132919940097,130970302979,120202362308,136144881307,112479075009,128530290628,141976657136,133856072575,127085235889,130105776845,112030011319,115609440511,138096477519,127175411295,125515290272,142775618105,123788216649,131262050344,128029416534,135027683950,126840665777,128408686702,118827767408,145714656686,129137016130,121147181842,124129579765,117947947273,127665904880,142170853113,138650188643,112657233967
207,117160646089,134922922744,131567676582,113981805221,137275427820,117330150218,120108351165,145081882011,132922891673,130973389143,120204914540,136147365588,112481945751,128533038985,141979029018,133859225313,127087944871,130107677774,112032773253,115612105130,138098519448,127177379528,125518007114,142778602652,123790739554,131264337770,128032281516,135029697956,126842959639,128411513055,118830741924,145717321309,129139087408,121149408440,124132250120,117951049190,127668540864,142173768928,138652902654,112660494056
208,117163377984,134925545121,131570005553,113984516345,137278156873,117333305825,120110790352,145084393465,132925636444,130976167536,120207269946,136149989388,112484739919,128535339275,141981775193,133861590766,127090626637,130110588559,112035297568,115614796217,138101014418,127179415757,125519968914,142781806194,123793242412,131266980904,128035204480,135032117076,126844776829,128414226358,118833387917,145719985942,129141097855,121152177516,124135119430,117953136942,127670913476,142175161694,138656255804,112662859503
209,117166109864,134928001433,131572676599,113986949035,137280296872,117335316269,120112895282,145086839799,132928356875,130979151339,120209847260,136152754925,112487229916,128537895798,141983888716,133864114390,127092876130,130114107022,112037995812,115617648356,138103170832,127182147654,125522608463,142784209563,123795282916,131269446529,128037992876,135034675764,126847277514,128416840159,118836071135,145721925546,129143771769,121154426292,124137478444,117955482350,127673136517,142178714477,138657438158,112665569917
210,117168925491,134930756212,131575264644,113989529912,137283041642,117338061070,120115851911,145089555244,132931241906,130981635586,120211713121,136155403800,112490245957,128540334965,141986562630,133867059600,127095215829,130115511965,112040361962,115619904286,138105426751,127184412182,125524999656,142786996552,123798022673,131271711767,128040432034,135036766383,126849471901,128419339466,118838704235,145724557234,129146365516,121156953497,124140259721,117957719682,127675244314,142180680514,138660106361,112667878111
211,117171320271,134932977037,131577372441,113992194533,137285364162,117340539603,120118600273,145091488396,132933733318,130984316647,120214314043,136158216583,112493207580,128543267257,141988573782,133869608282,127098225415,130117509523,112043027990,115622498031,138107843001,127186977323,125527612748,142790119220,123800345176,131274616130,128043270574,135038945014,126851846650,128421598989,118841620032,145726860425,129148441073,121159377598,124142096242,117959965606,127677950465,142182887011,138662138994,112670075374
212,117173901857,134935362490,131579550395,113994575713,137287952185,117342859258,120119889291,145094236746,132936588297,130987830080,120216892061,136161045825,112495715441,128546005586,141991424459,133872402455,127100194353,130119897854,112045734105,115625078192,138110079580,127189445122,125529623215,142793143104,123803294623,131276993752,128045745521,135040887452,126853077671,128424754591,118844475022,145729743342,129151087756,121162948265,124145012074,117962475625,127680228579,142185139333,138665715437,112673072092
213,117176293747,134937521093,131582115532,113997224567,137290421399,117345289123,120121855361,145095947312,132939730273,130989959347,120219384160,136163991730,112498908953,128548461237,141994115529,133874767936,127103178894,130122568899,112048637053,115628096354,138112470757,127192007406,125531730290,142796137660,123805884787,131279906727,128048110234,135043944983,126855416623,128427042748,118847501054,145732041519,129153326522,121166384391,124148066760,117965014254,127683102897,142188568996,138667381611,112675693804
214,117178571146,134940205722,131584164656,113999583574,137292828370,117347432688,120124484914,145098274820,132942034154,130992789281,120221446851,136166209049,112501039643,128551157338,141996061574,133877187798,127104973905,130125017356,112050928047,115630461796,138115014392,127193596299,125534482214,142799057778,123808865738,131282194152,128051205681,135045140934,126857424904,128429773206,118850159227,145734523616,129155925271,121168268867,124150487998,117967388297,127685552093,142190454883,138670026918,112678597480
215,117180912984,134942657748,131586671816,114002129359,137294926860,117350472343,120126824612,145100975913,132945325009,130995798164,120223874538,136168983901,112504017045,128553821942,141998608066,133879939750,127107068102,130126776586,112053385809,115632920291,138117162964,127195826468,125537385876,142801706641,123810872620,131284204601,128053541061,135047457006,126859680123,128432523693,118852704295,145736662195,129158254187,121170196277,124152733918,117969868970,127688774261,142192487511,138672789583,112680830565
216,117183494557,134945139115,131589252677,114004535596,137297765409,117352759791,120128554501,145102871132,132946577495,130997903062,120226037443,136171722236,112506990847,128556006998,142000899810,133882311659,127109342649,130129429013,112056466242,115635911280,138119651473,127198687893,125539815748,142804592409,123813865759,131287277148,128056096160,135050125200,126861928898,128434943537,118855223597,145739259546,129160812853,121173260965,124155080039,117972815561,127690549968,142194930232,138675034781,112683498045
217,117186158439,134947429390,131591250948,114007065615,137299672779,117354809604,120130902778,145105356813,132949693732,131001319906,120228395734,136174263759,112509368479,128558693784,142003467802,133884670700,127111657966,130132000572,112058944047,115638469275,138121810770,127201074815,125542198344,142807234112,123816088760,131289764978,128058877430,135052681733,126864317221,128437614618,118858282539,145741418161,129163700034,121175989968,124157980124,117975041440,127693069299,142197715069,138677161903,112686456118
218,117188537456,134950020998,131594143889,114009649293,137302569291,117357238033,120132981943,145107916204,132952614549,131003742609,120230512133,136176810292,112512561999,128561454302,142005903396,133887136351,127114193050,130134080414,112061071854,115640792489,138124129671,127203479600,125544333323,142810303089,123818825671,131292417409,128061197057,135055535286,126866750631,128440298573,118861034442,145743760716,129165898703,121178625255,124160631861,117977229370,127695257254,142199950247,138679477970,112689009095
219,117191863378,134952866656,131596905122,114012039800,137304856720,117359915562,120135785418,145110008229,132955397950,131007174458,120232574106,136179297402,112514941028,128563174153,142008364755,133889308543,127115990928,130135865408,112063391467,115642938215,138126532296,127206164247,125546720969,142813467271,123821370760,131294959640,128064132917,135057748990,126868735318,128442696231,118863796390,145746335840,129168423016,121181586186,124162265833,117979610550,127697500317,142202305641,138682307907,112691355925
220,117194126455,134955554158,131599380798,114015336362,137308471811,117362944499,120138499416,145112695747,132957464222,131009907062,120234729838,136182104446,112517477532,128565985468,142010537652,133891752006,127118774344,130138205057,112065965160,115645541276,138128285758,127208478176,125549134344,142815806942,123823625980,131296819064,128066491192,135059876798,126870749338,128445222721,118866428057,145748951789,129170749113,121184520630,124165023486,117982140613,127700420442,142205500558,138684631825,112694059185
221,117196911984,134957815808,131601545857,114017607340,137310892375,117365097383,120141048108,145114606005,132960212567,131011805142,120237269196,136184668843,112520648169,128568441066,142012612502,133894832469,127121105437,130140463849,112069258882,115648194439,138130711300,127210898026,125551970006,142818891679,123826027208,131299106502,128069014797,135062244406,126873179179,128448580884,118868983171,145751695838,129173244073,121186596188,124168175514,117984018659,127703282624,142207179610,138686149153,112696207799
222,117199026199,134960261380,131603952835,114020271234,137313423133,117367833583,120143053551,145117299964,132962426276,131014378840,120239409901,136187337760,112522581316,128570832949,142015132559,133896836493,127123312712,130143018939,112071694465,115650378805,138133115369,127213910497,125554810681,142822254104,123828720449,131302090342,128072128861,135064629162,126875492377,128450575597,118871815251,145753752104,129175771243,121189463343,124170217457,117986454236,127706237140,142209957270,138688633410,112698273370
223,117201867594,134962822191,131606725538,114023106888,137315884487,117369750287,120145640895,145119559490,132965268392,131017257439,120242023676,136189950851,112525545826,128573644246,142017774278,133899962048,127125995199,130145599790,112074266723,115653114991,138135422806,127216380439,125556866220,142824370483,123831001424,131304246093,128074383358,135066868640,126877454857,128452509468,118874241507,145755946510,129178468035,121192102890,124172737498,117988522625,127708740735,142212602546,138691591468,112701431129
224,117204290979,134965425970,131609400175,114026367665,137318778126,117372508676,120148282631,145122327170,132968275085,131020368692,120244349748,136192589701,112528568301,128576138513,142020548412,133902247350,127128676982,130148105511,112077033702,115656218360,138137749588,127218987078,125559282493,142827219738,123833521443,131306666627,128077070130,135069523219,126879676410,128455390226,118877219605,145758168836,129181154836,121194915648,124175215317,117991172206,127711121234,142215116134,138694278286,112703970496
225,117207483776,134968242996,131612180762,114029272755,137322019611,117375305689,120150287367,145124669708,132970233989,131023967283,120246911289,136195579235,112531451201,128578886848,142022843701,133904574156,127131468268,130150890350,112079781322,115658444961,138140424208,127221116338,125561763889,142830167026,123836070827,131309473671,128079344690,135071578750,126882012504,128457878767,118879426870,145760766919,129183845917,121196884596,124177448343,117992925007,127713983399,142217439341,138697195551,112706081865
226,117209729692,134970788071,131614340082,114031663943,137324146741,117377906624,120152822444,145127411637,132972536428,131027487889,120249053430,136197909606,112533828099,128581371809,142025576995,133907036257,127133488733,130153056085,112082356439,115660987200,138142486857,127223433834,125564183014,142832970483,123838497111,131311625837,128082412946,135074118838,126884245531,128460937743,118882120819,145762923383,129185882833,121200188330,124180482982,117995790028,127716385354,142219982247,138700031944,112708546804
227,117211766619,134973181435,131616581727,114034158202,137326753380,117379855540,120154936688,145128989805,132975452253,131028931490,120250869930,136200002343,112536325224,128583618423,142027608190,133909558474,127135764007,130155420814,112084656731,115663655399,138144959605,127226295296,125566854054,142835948571,123841103727,131314600342,128085180600,135075913858,126886331118,128463746940,118885040195,145765205078,129189041271,121203362534,124183183377,117998664332,127719101525,142222882309,138702865466,112711422569
228,117214552914,134975652058,131618350281,114036865029,137329804479,117382565954,120157587723,145131657973,132979180400,131032093514,120252877515,136202522394,112538616227,128585652463,142029208529,133911679141,127137949089,130157157140,112086636402,115665932832,138147203348,127229018616,125569258152,142838252447,123843321713,131316626541,128087185308,135078615666,126888457504,128466260532,118887527314,145767445266,129191474678,121205118173,124185430027,118001129967,127722089643,142225164705,138704425011,112714045675
229,117216705065,134977810670,131620637723,114038434587,137332120554,117383935841,120160072712,145133359940,132981328976,131034680824,120255200017,136205333010,112541179199,128588166038,142031847377,133914102541,127140230076,130159292858,112089429825,115668001270,138149311115,127231769820,125571304376,142841652817,123846503797,131318640566,128089921469,135081316052,126890305471,128468751239,118890069507,145769887316,129194147164,121208114166,124187553557,118003885459,127723949794,142227820703,138707241361,112716704564
230,117219238680,134980279871,131623429016,114041215845,137334418003,117387180199,120162457482,145135209355,132983558433,131037540816,120257381518,136208188012,112543950467,128590635240,142034235006,133917069896,127142289878,130161529452,112091991374,115670862707,138151911281,127233997121,125574253141,142844047587,123849764587,131321053977,128092941060,135083187649,126892700236,128471730798,118892394865,145771995116,129196579162,121210289939,124190105091,118005865123,127726402562,142229818961,138709193844,112718740785
231,117221677825,134982769838,131625782274,114043584863,137336850732,117389461898,120164873730,145137577673,132986406979,131039793164,120259715472,136210991472,112546879893,128593344218,142036777234,133919574185,127145126258,130164311424,112094939407,115673316180,138154247360,127236786980,125576434652,142847165238,123852004749,131323325650,128095422431,135085172303,126894436565,128474431226,118895015799,145774843661,129199162895,121212865779,124192360313,118008391597,127729560301,142232503611,138711768280,112721862054
232,117223465683,134984629268,131627886497,114045544491,137338310071,117391352827,120166097610,145139675434,132989094499,131042313922,120261781751,136213311844,112549538781,128595811288,142039020278,133921920319,127147081587,130166785664,112097243296,115676134684,138156547664,127239149555,125579176559,142849988014,123854251381,131326476225,128097777845,135088610594,126896683906,128477390010,118897225212,145777611361,129201840395,121215357184,124195064302,118010488663,127732009490,142234572731,138714065723,112723992761
233,117226420156,134987381894,131630661305,114048445260,137341594478,117394415368,120168898926,145142156112,132991869325,131044861887,120264268880,136215987197,112552025905,128598090113,142041578976,133924543449,127149921529,130169077375,112099600141,115678141559,138158747782,127241586564,125581880519,142852369914,123856480097,131328583301,128100597037,135089764321,126898959147,128479829911,118899798193,145779487253,129204250188,121218205019,124197516327,118012916367,127733936930,142236830785,138716259384,112726393276
234,117228948038,134990153839,131633495548,114051079817,137344276964,117396886743,120171299439,145144414212,132994863159,131048104060,120266347308,136218632484,112554565977,128600760447,142043970184,133927146554,127152087285,130171448529,112102049300,115680255075,138161230587,127244038596,125584219488,142855563429,123859372288,131331388167,128102955321,135092486925,126901494207,128482523158,118902540079,145782252793,129206802415,121220556878,124199662039,118014933964,127736446267,142239482515,138718667794,112728740107
235,117231262648,134992542865,131635808751,114053199768,137346490681,117398922964,120173339245,145147085276,132997898487,131050475945,120268450815,136221323581,112557498989,128603229654,142045612753,133928847824,127154439141,130173749550,112104529956,115683200240,138163525167,127246538594,125586534119,142858289578,123861926671,131334014131,128106208956,135095339053,126903992038,128485401092,118905811589,145784451468,129209032583,121223792620,124202804720,118017451829,127739643381,142242588668,138720700432,112732204914
236,117234278670,134995001346,131638210689,114055996061,137348845400,117401688514,120176097629,145149253898,133000067815,131053256492,120270913601,136224177885,112559999711,128605582198,142048912209,133931921840,127156951289,130176001904,112107342713,115685929250,138165432541,127249371396,125588740678,142861186074,123864113902,131336320885,128108113461,135097426797,126905783454,128488178102,118908544180,145786778265,129211923341,121226799343,124205007723,118020597395,127741554352,142244950505,138724309757,112734654124
237,117236931080,134997834122,131641224571,114058722191,137351646694,117404134134,120178424426,145151796128,133001913637,131056378437,120273304110,136226611329,112562483978,128607969813,142050873998,133934294441,127159084833,130178176238,112109840558,115687652684,138168117883,127251948695,125591486166,142864159180,123866054197,131338871705,128110423074,135099810862,126907829671,128491100410,118911229514,145789104355,129214988010,121229534814,124207908539,118022987902,127744306290,142247709558,138726421112,112737334504
238,117239705199,135000488706,131643876330,114061116247,137354323491,117406650596,120180947349,145155011837,133004971167,131059098163,120275569366,136229510725,112565167917,128610250085,142053610874,133937027782,127161722958,130180793584,112112137296,115690914912,138170391712,127254217499,125594054178,142866933311,123868635055,131341332334,128112846457,135101373283,126909933848,128492805247,118914108099,145791289443,129217024228,121231903122,124210493014,118025710485,127746319646,142249803716,138729116469,112739592615
239,117241925344,135002861284,131645201122,114063923270,137356562284,117408886507,120183002188,145156419658,133007049611,131061279662,120277970591,136232062975,112568086580,128613049948,142055798813,133939588640,127164217249,130182640125,112114035378,115693355499,138172699878,127256900746,125596325156,142869488444,123871220226,131343839497,128115606959,135103512557,126912048756,128495756135,118917366725,145793303476,129219640154,121235237646,124213363760,118028108144,127748945614,142252748133,138731516972,112742708869
240,117244542008,135005293272,131648165613,114066559239,137359234054,117411299201,120185070625,145158492381,133009697750,131064388035,120280535703,136234993819,112570911527,128615505542,142058805519,133942257564,127167555352,130185246777,112116870320,115695762444,138175284289,127259581101,125598975452,142872510216,123874016497,131346574985,128118217174,135106222266,126914697593,128498149498,118920140832,145795710435,129222082901,121238021780,124216118550,118030940941,127750614666,142255283190,138734069223,112745522370
241,117247447815,135008068793,131650995568,114069329766,137362156342,117414418325,120187352347,145160964483,133012016681,131067827060,120282507512,136237544636,112573190384,128618170840,142060967697,133944691026,127169069088,130187820476,112119890639,115698713347,138177762771,127262120472,125601353079,142874897831,123876240223,131349107906,128120955505,135108307864,126916463265,128501029556,118922904917,145797869050,129224544239,121240578313,124218898400,118033604833,127753396652,142257944905,138737003663,112748267161
242,117249909171,135010486458,131653417549,114071489053,137364405847,117416722931,120190099265,145163563973,133014278338,131070270509,120284395573,136240170613,112576273690,128620968551,142063952224,133947462295,127172100869,130190096419,112122313339,115700833279,138180080967,127264953994,125603994088,142877623298,123878285734,131351231429,128123559270,135110679032,126918866648,128503584672,118925758444,145800273153,129226993411,121243343151,124221650336,118035747692,127755942459,142261471931,138739220949,112751332596
243,117252407010,135013005750,131655882476,114074152921,137366851466,117419633739,120192650816,145166556400,133017261411,131072985213,120286416051,136242191795,112579019180,128623446354,142065566175,133949196469,127174238004,130192355218,112125391597,115703629593,138181915309,127267315866,125606327318,142880527673,123880850859,131353467316,128126030623,135112890587,126921228480,128506703068,118928392987,145803063745,129229459042,121246211774,124224307804,118038270587,127759042263,142262960609,138741270759,112755103010
244,117255380815,135015328960,131658476238,114077272691,137369185412,117421775893,120195042749,145168937581,133019213868,131076098554,120288525987,136244904385,112581091178,128625660065,142067764126,133951750893,127176646399,130194941824,112126976916,115705591383,138184657189,127269865253,125608463026,142883596628,123883373044,131355868538,128128601464,135115200934,126923361298,128508739286,118931527818,145805547998,129231762191,121249088945,124226982455,118040306803,127761847146,142265641650,138743682009,112756704802
245,117257926619,135018032910,131661029904,114079885045,137372361758,117424124874,120197659422,145171038217,133022081018,131079024401,120290482750,136246876900,112583707134,128628391946,142070483139,133954112759,127179141360,130196227249,112129718104,115708726943,138187237345,127272481208,125611112603,142886479551,123886169358,131358379975,128131465007,135117919939,126925564972,128512335774,118934461520,145807887681,129234010965,121252063452,124229901141,118043291332,127763812501,142267787341,138746801827,112759238433
246,117260820242,135020795567,131663869865,114082782251,137374492437,117427095113,120200369137,145173823071,133025183649,131081527953,120293295530,136249711840,112586658756,128630979965,142073006754,133957041494,127181508213,130198905456,112132271042,115711002900,138190017871,127274594716,125613834478,142889884921,123889072297,131360662399,128134294938,135119940393,126927701376,128514540189,118937600633,145810404864,129237082097,121255197538,124233056738,118046252261,127766432755,142270889944,138749258163,112762305998
247,117263604406,135023907475,131666392761,114085612881,137377567154,117429824879,120203195525,145176733882,133028324930,131085437203,120295386864,136252070829,112589330526,128633316071,142075258385,133959442033,127184295922,130201183569,112134803955,115713563758,138192369696,127277136248,125616389612,142892614627,123891614504,131363708480,128136722613,135122388840,126929701770,128517406648,118939936712,145813118170,129239696576,121257375466,124235077914,118048353609,127769404434,142272955484,138752020110,112764990655
248,117265944062,135026411740,131668776829,114088150046,137380090764,117432586133,120205890218,145178876730,133030264531,131088104681,120297445276,136254481348,112591521333,128635564096,142077627390,133961062422,127186958384,130202859762,112137381267,115715626440,138194715772,127279604050,125619438536,142895237003,123894605483,131366576355,128139757253,135124337739,126932227533,128520229449,118942788131,145816152805,129242013335,121260310618,124237177089,118050805661,127772011795,142275652251,138754457111,112767198645
249,117268849123,135028976875,131670903223,114090611381,137382987305,117434937979,120208426718,145181741029,133032519748,131090940334,120299525875,136256855398,112594369913,128638100572,142079769521,133963888785,127188492163,130205308220,112139777484,115718503615,138196664665,127282062544,125621603578,142898240842,123897169861,131368718500,128142421850,135126731094,126934283780,128522720165,118945608030,145818662150,129244729463,121262663885,124240214621,118053400149,127774992054,142278053448,138756800375,112769741589
250,117271194527,135031787472,131673609335,114093512878,137385648344,117437554644,120210997596,145183858818,133035313889,131094436579,120301922818,136259693927,112597171224,128640819576,142082363986,133967024352,127191231915,130207979991,112142694004,115721546127,138199039387,127284914674,125624200919,142900883979,123899962588,131371805374,128145540936,135129077918,126936484596,128525391931,118948550307,145820928107,129247316782,121265358530,124242560733,118055925916,127776523696,142280328686,138759587382,112771933827
251,117273960050,135034263108,131675672041,114095962039,137388124013,117440290127,120213470418,145186530593,133037685771,131097543530,120304349087,136262171756,112600164333,128643693149,142084851803,133969343991,127194076894,130210236617,112145078044,115724017510,138201404822,127287344530,125626179855,142904199188,123902346627,131373581047,128147882757,135132008052,126938389818,128527757378,118951929189,145823592729,129250279116,121269002953,124246096357,118058445254,127779304267,142283277419,138761954991,112774940575
252,117276145130,135036801031,131678713860,114098917200,137390695595,117442752905,120215896698,145189320492,133039967475,131100804331,120306350215,136264598743,112601772563,128646196704,142086914486,133971395976,127196571879,130212415233,112148444774,115726735802,138203818211,127289808026,125628555313,142906835163,123904835140,131376174778,128150874436,135133480286,126940194135,128530376201,118954729078,145826060531,129252509268,121270661978,124248491132,118060895134,127781678301,142286158108,138765332437,112777591609
253,117278958611,135039155745,131681215319,114101800840,137393499771,117445188523,120217990906,145191707429,133042911931,131103711531,120308654833,136267201806,112605097788,128648487730,142089121746,133974291041,127198372631,130215469894,112150668488,115728759139,138205832216,127291939415,125631272878,142909340163,123907216322,131378517321,128153255621,135135943066,126942708421,128533021508,118957032234,145828674348,129255133045,121273871251,124250940307,118063063750,127784501097,142288204338,138767362929,112779934162
