journal_queue_bytes,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6442,6441,6441,6442,6440,6442,6441,6441,6442,19325,6442,6441,45091,6442,6441,6441,6441,6441,6442,6442,6441,19325,6441,6441,6442,12882,6441,6441,6442,6441,6442,6442,6442,6441,6442,6440,29342,6441,19323,6442
2,0,0,6442,6442,0,0,6442,0,6442,0,0,19326,6442,0,6442,0,0,0,0,0,0,0,0,0,0,0,12883,0,0,6442,0,0,0,38650,6441,32208,6441,0,0,6441
3,6441,0,0,0,6441,0,0,0,6441,0,6441,0,6441,6441,0,0,0,0,0,0,6442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19326,0
4,6442,6441,6441,6441,0,0,0,0,0,0,6441,0,0,0,0,12881,0,6441,6442,6441,0,0,0,0,6439,6442,12883,0,0,6441,0,0,6442,0,0,0,6441,0,0,6442
5,6441,0,6441,0,0,0,0,0,0,6442,0,0,0,0,0,0,6441,6442,0,0,0,0,0,0,0,6442,0,0,0,6442,6442,6442,0,6442,0,6442,0,0,0,0
6,0,0,0,6442,6442,6441,0,0,0,0,0,0,0,6442,0,0,6442,0,0,6442,0,6442,0,0,6440,6441,0,0,0,6441,0,6442,6442,0,6441,0,0,0,0,0
7,0,19325,0,6441,6442,6441,0,0,0,0,0,0,0,6441,6441,0,6441,6441,6442,0,0,0,6442,0,0,0,0,0,0,0,0,0,0,0,0,6441,6441,0,0,0
8,0,6442,6441,0,0,0,0,0,0,6442,12882,0,6441,0,6441,0,0,0,0,0,0,0,6441,0,0,0,0,0,6441,6441,0,0,0,6442,0,0,0,6441,6441,0
9,6441,0,0,6442,0,6442,0,0,6441,6440,0,0,0,6441,0,0,0,6441,0,0,0,0,0,0,6442,0,6441,0,6441,0,0,6441,0,6442,6441,6442,0,6442,0,0
10,6442,6442,6441,0,0,0,6442,0,0,6442,0,0,0,6441,0,0,0,6442,0,0,0,6441,0,6441,6442,0,6442,0,0,6442,0,0,0,0,6441,0,19325,0,0,6442
11,0,6440,0,0,0,6441,6442,6441,6441,6442,0,0,6441,0,0,6441,0,0,6441,25767,0,6442,0,0,0,6441,0,0,6441,0,6442,6441,6441,0,0,0,6441,0,0,0
12,0,0,6442,0,0,0,0,0,6441,6442,6442,0,0,0,0,10018,6441,0,12883,0,0,0,0,6441,0,6441,0,0,6441,6442,6441,12884,0,0,19323,0,0,6441,0,6442
13,0,6441,0,12883,6441,6441,0,0,6441,0,6442,0,19324,0,0,0,6442,0,0,0,19324,0,6442,0,6442,0,6442,0,0,6442,0,6441,0,0,6442,0,0,0,0,0
14,0,0,0,0,32208,0,0,0,0,6441,6441,0,6441,6441,6441,0,6441,0,6441,6442,0,0,6441,0,0,6440,0,0,0,0,0,0,6441,0,0,6441,0,6442,0,6442
15,0,6442,0,0,0,0,0,0,12882,6441,6442,12883,0,0,0,0,0,0,0,0,0,6441,6442,0,0,0,6442,0,0,0,6441,0,0,0,0,6442,0,12883,0,0
16,0,0,0,0,0,0,0,0,6442,12884,0,0,0,0,6442,0,0,6441,0,6441,6441,6441,6441,0,0,6441,0,0,0,0,0,0,0,0,6441,0,25766,0,0,0
17,6441,0,10017,0,6442,6442,0,0,0,6441,0,0,0,0,0,0,0,6441,0,0,0,19326,0,0,6442,0,0,0,0,0,6442,6442,0,6442,6442,6442,6441,0,0,0
18,0,0,6442,0,6442,0,0,6441,0,0,0,0,0,0,6441,0,0,0,0,0,0,0,0,0,6442,0,0,0,0,0,0,0,6442,12884,0,0,6442,0,0,6441
19,0,0,0,0,0,0,0,6441,0,6441,0,0,0,0,6442,0,0,0,0,0,0,0,0,0,0,0,6442,0,0,0,0,0,0,0,0,6441,6442,0,0,12884
20,0,12882,32206,0,19323,0,6441,0,6442,6442,6442,6442,0,6441,0,6441,0,6441,12883,0,0,6441,6442,6442,6441,6441,6441,0,0,0,6442,6442,6442,0,6441,0,6442,0,0,0
21,6442,0,0,0,6440,0,6441,0,6442,6441,0,0,0,0,6441,0,0,0,6442,6441,0,0,6442,0,0,0,0,0,0,0,6441,0,0,0,6442,0,0,0,6442,12883
22,0,0,0,0,6442,0,0,0,6442,0,0,0,0,32206,0,0,0,6442,0,6442,0,0,6442,6441,6442,0,0,0,0,0,6441,0,0,0,0,0,6442,0,0,0
23,0,32206,0,6442,0,0,0,12883,6442,0,0,0,32207,0,6441,0,0,0,0,0,0,0,0,12883,0,0,0,0,0,6442,6442,6442,6441,0,0,6441,6442,0,6442,6441
24,0,6442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6441,6442,6441,0,0,6441,6441,0,0,0,0,0,0,6442,0,0,6442,6442,0,6441,0,6442,0,0
25,6442,0,6442,0,6442,0,0,0,0,0,0,0,12881,25765,12883,0,0,0,0,0,6442,6442,6441,6442,0,0,12883,0,0,6442,6442,32206,0,0,6442,0,6441,0,0,0
26,0,6441,19325,0,0,6441,6441,0,6442,6441,0,6442,0,0,0,0,0,6442,6441,0,12884,6442,0,0,0,0,0,0,6441,0,0,0,0,0,0,0,0,0,0,0
27,0,6441,6441,6442,6442,0,0,0,6442,6441,0,0,0,0,6442,6441,0,0,0,0,6442,0,0,6442,6441,0,6442,19325,0,6442,6441,0,0,0,0,6442,0,0,0,6441
28,0,0,0,0,0,0,0,0,0,0,0,0,6441,0,0,6441,0,0,0,0,0,0,0,0,0,0,0,0,0,6441,6441,6441,6441,0,0,0,0,0,0,6441
29,12884,0,0,0,0,0,6441,6442,6441,0,0,19325,6441,32209,0,0,0,0,6442,6441,0,0,0,0,0,0,0,0,6441,0,0,0,0,32206,6441,0,0,0,0,0
30,0,6442,0,6442,0,6441,0,0,6442,0,0,0,6442,6441,6442,0,0,0,0,6442,0,0,6441,0,0,6441,6441,0,0,6442,0,6441,0,6441,0,0,0,6441,0,6442
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6441,0,0,0,0,6441,12883,6442,0,0,0,0,6442,0,6442,0,0,0,6441,0,0,0,0,0
32,6442,6442,6442,0,0,0,0,0,0,0,6441,6442,12884,0,0,0,0,0,12883,0,0,25767,0,0,0,0,0,0,0,0,0,0,0,0,6442,0,0,6442,0,6442
33,0,0,6442,0,0,0,0,0,0,0,0,0,0,0,6441,0,0,6441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6441,0,0,0,0,0,0,6441
34,12884,6441,0,0,0,0,0,6441,19324,6442,6441,0,6442,6440,0,0,6442,0,6442,12883,0,0,0,57972,6442,0,12883,0,0,0,12883,6441,0,0,6442,0,0,0,0,6442
35,0,0,0,6441,6441,0,0,0,6441,0,0,0,0,6442,0,6442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6441,0,0,6441,6441,0,0,6441,0
36,6441,0,0,6442,0,6442,0,0,6441,0,0,0,0,6442,0,6442,0,6441,0,0,6441,0,0,0,0,6441,6442,0,0,0,6442,6441,12884,0,6441,45091,6442,0,0,0
37,0,0,6442,6441,6442,0,0,6442,10018,0,0,6442,6441,0,0,0,6442,0,0,0,0,6441,0,0,0,0,6442,0,0,0,0,6441,0,0,6441,0,0,0,0,25765
38,6441,0,32207,0,6442,0,0,0,0,6441,0,6441,6442,0,6442,32207,0,0,6442,0,0,0,6441,0,25764,6442,0,0,0,0,6442,6441,0,6442,0,0,0,0,0,6441
39,0,0,6441,0,6441,19326,0,0,0,6442,0,0,0,0,12883,0,6441,0,0,6441,0,0,0,0,0,0,10017,0,6439,6441,6441,0,0,6442,6441,0,0,0,0,6442
40,0,0,6441,6441,0,0,0,0,6441,6441,0,0,0,0,0,0,6442,0,0,0,0,0,0,6441,0,6441,0,0,0,12883,0,6442,0,6442,0,6442,0,6442,0,0
41,0,0,0,0,0,0,0,0,0,0,0,6442,10017,0,6442,0,0,0,0,0,6439,0,0,0,6441,0,0,0,0,6442,6441,6441,0,6441,6441,0,0,6441,0,6442
42,0,0,0,0,6442,0,12884,0,6442,0,6442,6442,0,0,0,0,0,0,0,0,0,6442,0,0,0,0,0,0,6442,6441,0,0,6441,0,0,0,0,6441,0,6441
43,6441,6442,6441,0,0,6441,6440,0,0,0,0,0,0,6441,0,0,6442,25766,6441,0,6441,6441,0,0,0,6442,0,0,0,12882,0,6441,0,6442,0,0,0,6442,0,0
44,6442,6441,0,0,0,0,0,12883,0,6442,25765,0,6442,0,0,6441,6441,0,0,0,0,0,6442,0,6441,6442,0,0,0,6441,6442,0,0,0,0,6441,0,0,0,0
45,0,0,0,6442,6441,10018,0,0,25765,0,0,6441,6442,0,0,19324,6441,6441,0,0,0,0,0,0,0,6442,0,0,0,6441,0,6442,0,0,0,0,6441,0,6441,0
46,0,0,12881,6441,6441,0,0,0,0,0,0,6441,0,0,6441,6441,0,0,0,0,0,0,0,0,6441,0,0,0,0,6442,0,0,6441,0,0,0,0,6442,0,0
47,12883,6442,0,0,0,0,0,0,0,6441,0,0,0,0,6441,0,0,0,0,6441,0,0,0,0,0,0,6441,6442,0,0,0,0,0,0,6441,6442,12883,0,0,0
48,0,0,6442,0,6442,0,0,0,0,6441,0,0,0,0,0,6442,0,0,0,12883,6442,0,6442,0,0,0,0,25766,0,6442,6442,0,0,6441,0,0,0,0,6441,0
49,6441,0,0,0,6442,6442,12884,0,6441,0,0,0,6441,0,0,83738,0,0,0,6442,19323,12882,0,0,0,0,0,0,0,0,0,0,25764,6441,6441,0,0,0,0,0
50,0,0,6442,0,6441,0,0,6442,0,0,0,0,0,6442,0,6441,0,0,6440,0,6441,0,6442,0,6440,0,6441,0,0,0,0,0,0,0,0,0,0,0,0,12883
51,0,0,0,0,6441,0,19325,0,0,6442,0,0,6441,0,0,0,0,6442,0,0,0,6442,0,0,0,6441,0,0,0,0,10017,0,6441,0,0,0,0,0,0,0
52,0,6442,0,0,6441,6441,6441,6441,0,0,0,0,0,0,6442,0,0,0,0,0,6441,0,0,6442,0,0,0,6441,0,6441,6441,0,0,0,0,0,0,0,6442,6441
53,0,0,6441,0,0,0,0,0,0,0,6442,0,12882,6441,6441,0,0,6442,0,0,0,0,0,6441,12883,6442,0,0,6442,0,0,0,0,0,0,6441,0,0,0,6442
54,0,6441,6442,0,0,0,6442,0,0,0,0,0,6441,6442,0,0,6442,0,6442,0,6441,12882,0,6441,0,0,0,0,0,0,0,0,19324,12883,0,0,6442,0,0,0
55,0,0,6441,0,6442,0,0,0,6442,0,0,0,0,6442,0,6442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6442,6442,0,0,0,0
56,0,6442,0,0,19324,25765,0,0,0,0,0,0,0,12882,0,0,0,10017,0,6441,0,0,0,0,6442,0,0,6441,0,0,0,0,6442,0,0,25767,0,0,6442,0
57,0,0,6441,6441,19324,0,6441,0,0,0,0,6442,6441,0,0,6441,0,0,6441,0,0,0,0,0,0,0,0,6441,0,0,0,0,0,6441,0,0,0,6441,0,0
58,0,6442,0,0,0,0,0,0,0,0,0,0,0,0,6442,0,0,0,0,0,6441,6442,0,6442,6441,25767,0,0,0,12883,0,0,0,0,6441,6442,0,0,0,6441
59,0,12883,6442,6441,0,0,0,0,6441,6442,0,0,0,0,6442,0,0,0,6441,0,0,0,0,0,6441,0,6442,0,0,0,0,0,0,6441,6442,0,0,0,0,6441
60,6442,0,6442,6441,0,0,6441,0,6441,0,0,12882,0,0,0,0,0,0,0,0,0,0,0,0,6442,0,0,6441,0,0,6442,6442,0,0,0,0,0,0,0,19324
61,0,0,6441,0,6442,12882,0,0,6441,12883,0,0,6442,0,0,0,0,6441,0,0,0,0,0,0,6441,0,6441,6442,0,0,6442,0,0,0,0,0,0,0,0,6441
62,0,6442,0,6441,0,0,0,0,0,6442,0,0,0,0,0,0,12884,6441,6442,0,0,0,12884,0,0,6442,0,0,0,0,6442,0,0,6441,6442,6441,0,0,0,0
63,6441,0,0,0,0,0,0,0,0,0,0,6442,6441,0,6442,0,6442,0,6441,6441,0,0,0,0,0,0,0,6442,0,6442,0,12884,6441,6442,6442,6441,0,6442,6442,0
64,0,0,0,0,6441,6442,6441,6441,0,6442,12883,0,19325,25766,6441,0,0,0,0,0,0,6442,0,0,0,0,6441,0,0,0,0,0,0,0,6441,6441,12884,0,6442,0
65,6442,0,6442,19325,0,6442,0,0,0,6442,0,0,0,0,0,0,32209,0,0,0,0,6441,6442,0,6442,0,0,0,0,0,0,6442,0,12883,0,0,0,0,0,0
66,6441,0,6442,0,0,0,0,0,6441,6442,0,0,0,19324,0,0,6442,0,0,6442,0,0,0,6442,6441,6441,6441,0,0,0,12883,6441,0,38649,6442,0,0,0,0,0
67,6441,6441,0,0,0,0,6441,6442,6442,0,0,0,0,0,0,0,0,0,0,0,6442,19325,6442,12883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,6441,0,0,0,0,6442,0,0,0,0,0,0,0,6442,0,0,25766,0,6441,6442,0,0,0,0,0,0,0,0,0,0,0,0,6441,6442,0,0,0
69,0,0,0,0,0,25765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12884,6441,0,0,0,6442,0,0,0,0,0,6441,6442,0,0,0,0,0,6441
70,0,0,0,6441,0,6442,12884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6442,0,6440,6442,0,0,0,0,6442,6442,0,0,12883,0,6442,0,0,6442,0
71,0,0,0,0,0,0,0,0,6442,6441,0,0,0,0,0,0,6441,0,6441,0,0,12883,0,6442,0,0,6442,0,0,0,0,0,0,6441,0,0,0,0,0,6441
72,0,0,0,6442,0,0,6441,0,0,0,0,0,6441,6441,0,6441,6441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6441,6442,29342,0,0,0,0,0
73,0,6440,0,0,6441,6441,12883,0,0,0,0,0,0,6442,0,6442,0,0,6441,6442,0,6441,0,0,6441,0,6441,0,19325,0,0,0,0,6442,0,0,0,0,0,6441
74,0,0,6442,0,6442,0,0,6441,0,6441,0,6442,0,6442,0,0,0,0,0,0,0,6442,6441,0,0,0,0,6441,0,6442,6441,6442,0,0,0,6441,0,0,0,0
75,6441,0,0,6441,6442,6442,6442,0,0,6442,6440,0,6442,0,0,0,0,6442,6441,0,6442,6442,0,0,0,0,0,0,0,0,0,6441,19325,6442,0,6442,0,6442,0,6441
76,0,0,0,0,6441,0,0,0,0,6440,0,0,6442,6442,6442,0,6442,6442,0,0,32206,0,6441,0,0,6442,6441,0,0,0,12882,0,6442,6442,0,0,6441,0,0,0
77,6442,0,0,0,0,0,0,0,0,6442,0,0,6441,0,6441,0,0,0,0,0,0,0,0,0,0,6442,0,0,6442,0,6442,6441,19326,0,6442,0,0,6442,6442,0
78,6442,0,6442,0,0,6442,0,0,0,0,0,0,0,0,6441,6441,6442,19326,0,32206,6442,6441,0,6442,0,6442,0,0,0,0,0,0,0,6441,6442,0,0,0,0,0
79,0,0,0,0,0,0,0,0,6442,0,0,0,0,0,0,0,0,0,0,6442,6441,6442,0,0,0,6441,0,0,0,0,6441,0,6442,0,6441,0,0,0,0,0
80,0,19326,6442,0,0,19325,0,0,0,6442,6441,0,0,0,0,35782,0,6441,0,0,0,0,0,0,0,0,6442,0,0,0,0,0,0,12882,0,6442,0,6441,0,0
81,6441,6441,0,6441,12883,6441,0,0,0,0,0,0,0,0,0,0,0,6442,0,0,0,0,0,6442,0,0,6441,0,0,0,0,0,6442,6441,25767,0,6441,0,6441,6441
82,0,0,0,6442,6441,0,6442,0,6441,0,0,0,0,0,0,0,0,6442,6440,0,6441,12883,0,0,0,0,0,0,0,0,0,0,0,0,6442,0,0,0,0,0
83,6442,0,12882,6441,6441,0,0,0,0,0,0,0,0,0,0,6441,0,6440,0,0,6441,6442,6442,0,0,0,0,0,0,0,0,6442,0,0,6441,0,0,0,6441,6442
84,0,0,0,22898,0,0,0,6442,0,0,12884,6442,0,0,0,19323,0,0,0,0,0,0,0,0,0,0,6442,0,0,6441,0,0,0,6442,6442,0,0,6442,0,6441
85,0,0,6441,0,6441,12883,0,6442,0,6442,0,57974,0,0,0,6441,6442,0,0,0,0,6442,0,0,6441,6442,0,0,0,0,0,0,0,6441,0,0,0,0,12883,6442
86,0,0,6442,6441,6441,0,0,0,0,0,0,0,6440,0,0,0,0,0,0,0,6441,0,0,0,0,6442,6440,0,6442,6442,0,0,0,6442,0,0,0,0,0,6442
87,6442,6441,0,6440,0,6442,0,0,0,0,0,0,6441,0,0,0,12883,0,6441,0,0,0,0,6441,0,6441,0,0,0,0,6442,6441,0,6441,6441,0,6440,6442,0,0
88,0,6442,0,6442,6442,6441,0,6442,0,0,0,0,6442,6441,6441,0,6441,0,0,0,0,0,0,0,6441,6441,0,0,0,6441,0,0,0,0,0,0,0,0,0,0
89,0,45090,0,6442,6441,0,0,6442,6441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19324,6442,0,0,6441,0,0,0,6441,6442,0,0,0,0,0,0,6442
90,6441,6440,0,0,0,0,0,0,6441,0,0,0,0,6442,6442,0,6441,0,6441,0,6441,0,6441,0,6441,0,0,6441,0,0,0,0,0,0,0,6440,0,0,0,0
91,0,0,6442,0,0,0,6441,0,0,0,0,0,12882,12883,0,6442,0,0,16458,0,0,0,6441,0,6442,0,6441,0,0,0,0,6441,0,6441,6442,0,0,0,0,6441
92,6440,0,6442,0,0,0,0,6441,0,0,0,0,0,0,0,0,0,6441,0,0,0,0,0,6442,0,0,0,0,0,0,0,0,0,0,0,0,6441,0,0,0
93,6442,6442,0,0,0,0,0,0,0,0,0,0,0,0,0,6442,6441,0,0,6442,0,0,6441,6442,0,6441,0,0,0,0,0,0,0,0,0,6442,0,0,6441,0
94,0,0,6441,6441,38649,12884,6442,0,0,6442,0,12883,0,0,0,0,0,0,0,0,0,0,0,6442,0,6441,0,0,0,6441,6442,6442,0,0,0,6441,0,0,0,0
95,0,6441,6442,0,0,0,6442,0,0,6442,6442,0,0,0,10017,0,0,0,0,0,0,0,6441,0,0,0,6441,0,0,6441,0,0,0,0,0,6442,0,12882,0,6441
96,0,0,0,0,6440,0,6442,0,0,0,0,6442,6441,0,12883,0,6442,6442,0,6442,6441,0,6441,0,6441,0,12883,0,0,6442,6441,6442,0,0,0,0,0,0,6441,0
97,6441,0,6442,0,0,12884,6441,0,6441,0,0,0,0,6440,0,0,0,6442,0,6441,0,0,6442,0,0,10017,0,0,6441,6442,0,0,0,6441,19324,0,0,0,0,0
98,0,12883,0,0,32207,6442,0,0,0,0,0,0,0,0,0,6442,6441,6441,0,0,0,0,0,6442,0,0,6441,6442,0,12884,6442,0,0,6441,0,0,0,0,0,0
99,0,0,0,0,19323,0,0,0,12883,6441,0,6442,0,0,6441,6441,6442,0,6441,6441,0,6442,0,0,0,0,0,0,6441,6442,0,0,6441,6441,0,6441,0,0,0,0
100,0,6441,0,6442,6442,0,0,0,6441,0,0,0,0,0,6442,0,0,6441,0,0,0,0,6442,0,0,0,6441,6441,0,0,6442,6441,12882,0,6441,0,0,0,6442,0
101,0,0,0,0,6442,0,0,0,0,0,0,19325,0,0,6441,0,0,6441,6442,6440,6442,0,0,0,0,0,0,0,0,0,6442,0,0,6442,6442,0,0,0,0,0
102,6441,6441,6441,0,6441,6442,0,0,0,0,0,0,0,6441,6442,19325,0,0,0,25764,0,0,0,6441,0,0,6441,6442,0,0,0,0,6442,25765,0,0,0,6442,0,0
103,0,0,6442,0,0,6441,0,0,0,6441,0,0,12882,0,0,0,0,0,0,0,0,0,0,6441,0,0,0,0,0,0,0,0,0,6442,0,6442,0,0,0,6442
104,6442,0,0,6441,0,6441,0,0,0,0,0,0,12884,0,6442,6441,6442,0,6442,6441,6441,6441,0,0,0,0,0,0,0,0,0,6441,6442,6442,12883,6441,0,0,0,6442
105,0,19324,6442,0,0,0,6441,0,6442,0,0,6442,0,0,0,0,0,6441,0,0,0,6441,6442,6441,6441,0,6441,0,0,0,0,6441,6442,6442,0,0,6441,0,0,6441
106,0,6441,6441,0,0,6442,0,0,0,0,0,0,0,0,0,6441,0,19326,6441,6441,0,0,6441,0,0,0,6441,12883,0,0,6442,6441,0,0,0,0,0,0,0,6442
107,0,0,6442,0,0,0,0,0,0,6442,0,0,6442,0,0,6441,19322,6442,6442,0,0,19322,0,6441,0,0,0,0,0,0,0,0,0,6442,0,0,0,0,0,0
108,6442,6442,6442,6442,0,6441,6442,0,6442,0,0,0,6442,0,0,6442,0,0,0,0,0,0,12884,0,0,0,6441,6442,0,6442,6441,12883,6442,0,0,0,0,0,6442,45090
109,0,0,0,0,0,6442,10018,0,0,0,0,0,0,0,0,0,6441,0,0,0,6441,6441,0,6441,0,6441,0,0,0,0,0,70857,0,0,0,0,0,0,6441,0
110,0,0,0,0,0,0,0,6441,6442,0,0,0,0,0,0,6442,0,0,0,6441,0,0,0,0,0,6440,0,0,0,0,0,0,6441,0,0,19324,0,0,0,0
111,6441,0,0,0,12883,0,0,0,6440,6442,0,6441,6442,0,6441,0,0,0,0,0,0,0,0,0,6440,6442,0,0,0,6442,19322,0,0,6441,0,0,0,0,0,6441
112,0,6442,6441,6441,0,6440,6442,0,6441,0,0,0,0,0,0,6442,6441,0,0,0,0,0,6441,0,0,0,6442,0,0,6442,6441,0,6442,0,6440,6442,0,6442,0,0
113,0,0,0,0,32207,0,0,0,0,0,0,0,0,0,0,6441,0,0,0,0,6441,6442,0,0,6441,6441,0,0,0,0,0,6442,0,0,0,0,0,6441,0,0
114,0,6441,0,6441,0,0,0,6441,0,6442,0,0,0,0,0,0,0,0,6442,6441,0,0,0,0,0,0,0,0,45090,57972,6441,0,0,0,0,0,6442,6442,0,6442
115,0,0,0,0,0,0,0,0,12883,0,0,0,0,6442,0,0,12884,0,0,0,0,0,0,0,10017,0,0,0,6441,6441,0,6442,0,0,0,0,6440,0,0,0
116,6440,0,0,0,6441,0,0,6442,6441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6442,0,6442,0,0,0,0,0,45091,6441,6441,0,0,0,0
117,0,0,0,6441,0,6442,6441,0,0,0,0,0,0,0,0,0,0,0,0,6441,6441,0,0,0,6442,0,0,6441,6441,0,6441,0,0,6441,0,6442,0,0,0,0
118,0,6442,0,0,0,0,6442,6442,0,6442,6442,0,6441,0,0,0,6442,6442,0,0,6442,0,0,0,0,0,0,0,6440,0,0,6441,0,6440,6442,0,0,0,6442,0
119,0,0,0,0,0,0,0,0,0,0,12883,0,0,0,6442,0,0,0,0,0,0,0,0,0,0,0,12883,0,0,0,0,6441,6441,0,0,6441,0,6441,6441,0
120,19324,12884,0,0,0,0,12883,0,0,6440,0,6441,0,0,6442,0,6442,0,0,10018,6441,0,6441,6441,0,0,0,0,0,6442,12884,6442,6441,0,6441,6441,29343,0,0,0
121,0,0,12884,0,6442,0,6441,0,6442,6441,0,0,0,0,0,0,0,0,0,0,0,0,0,19325,0,0,0,0,0,0,0,6442,0,0,0,0,0,6442,6441,0
122,0,0,0,0,6442,12882,0,0,0,12883,0,6440,6441,6442,0,0,6441,0,6442,6442,0,6440,51532,51532,0,6441,6441,0,6439,0,6442,0,0,0,0,6442,0,38649,0,0
123,6442,6441,0,0,0,0,6442,6441,0,0,6441,0,0,6441,0,0,12881,0,0,0,0,0,0,6442,6441,12882,6442,0,0,0,0,0,0,6441,0,0,6441,0,6442,0
124,6441,0,0,0,0,0,6441,0,6442,0,6442,0,0,0,6441,0,0,0,0,0,0,0,0,0,0,0,6442,0,0,6442,0,0,0,0,0,6441,0,0,0,6442
125,0,0,0,0,0,0,0,0,0,0,0,0,19326,0,0,0,0,0,0,0,0,0,0,6442,0,0,0,0,0,0,6441,0,6441,0,6442,0,6442,12883,0,0
126,0,6442,25767,0,6442,6442,19324,0,0,12882,0,6442,0,0,0,0,6441,0,0,0,0,0,0,0,6441,0,0,0,0,0,0,0,0,0,0,0,25766,0,0,6442
127,0,0,0,0,0,0,6442,6442,6441,0,0,6441,0,6441,0,0,0,6441,6442,0,0,0,0,0,6442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,6441,0,6442,10016,0,0,0,6441,6442,6441,0,0,0,0,6442,0,6441,0,0,12883,6441,12882,0,6441,0,0,0,0,12884,6442,10018,38651,6442,0,0,0,0,0,0,0
129,6441,6441,0,0,6442,0,0,25765,0,0,0,0,0,0,0,6442,6442,0,0,0,0,0,6442,0,0,0,6442,0,0,0,0,6442,0,0,6442,6442,6442,0,0,0
130,0,0,6442,6442,6441,0,12883,0,0,6441,0,0,6442,0,6440,0,0,0,0,0,0,0,0,0,0,0,0,6442,0,32207,0,0,0,0,0,0,6441,0,0,6441
131,0,12883,6440,6442,19325,0,6442,0,6442,12883,0,6442,19326,0,0,0,0,6442,12883,6442,0,0,6441,0,0,0,0,0,0,0,0,0,0,0,0,0,6441,0,0,0
132,6442,0,0,0,0,0,0,0,0,0,0,6441,0,0,19324,6442,0,0,0,0,0,0,0,0,6442,0,6442,0,0,0,12883,0,0,6442,0,0,6442,0,0,0
133,45090,6442,0,6440,0,0,0,0,0,6441,0,0,0,0,6441,6441,0,0,0,0,0,12882,6442,0,0,6441,6441,6442,0,0,6441,0,6441,0,0,0,0,0,12884,6441
