journal_latency,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
158,0.002,0.001,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.001,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.003,0.004,0.003,0.002,0.002,0.003
159,0.003,0.003,0.002,0.003,0.004,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.002,0.004,0.002,0.002,0.003,0.003,0.002,0.003,0.003,0.002,0.002,0.002,0.003,0.004,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.002
160,0.002,0.002,0.002,0.003,0.002,0.003,0.003,0.004,0.003,0.003,0.002,0.002,0.003,0.003,0.003,0.002,0.002,0.003,0.002,0.004,0.002,0.003,0.002,0.004,0.003,0.003,0.003,0.001,0.001,0.003,0.003,0.005,0.003,0.004,0.002,0.005,0.003,0.002,0.002,0.003
161,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.002,0.005,0.002,0.003,0.002,0.003,0.001,0.002,0.003,0.002,0.002,0.003,0.003,0.002,0.002,0.004,0.003,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.003
162,0.002,0.003,0.003,0.003,0.004,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.004,0.003,0.003,0.003,0.002,0.002,0.003,0.002,0.003,0.003
163,0.002,0.003,0.003,0.003,0.003,0.004,0.002,0.003,0.003,0.003,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.001,0.001,0.002,0.003,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.004,0.003
164,0.004,0.003,0.003,0.003,0.003,0.005,0.003,0.004,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.002,0.002,0.001,0.003,0.002,0.002,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.003
165,0.003,0.001,0.003,0.004,0.004,0.003,0.002,0.002,0.003,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.001,0.001,0.003,0.002,0.003,0.002,0.004,0.003,0.003,0.003,0.002,0.002,0.003
166,0.003,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.004,0.002,0.003,0.003,0.003,0.002,0.004,0.003,0.002,0.004,0.002,0.004,0.003,0.002,0.004,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.003,0.005,0.004,0.003,0.003,0.003,0.002,0.003
167,0.002,0.003,0.003,0.004,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.004,0.003,0.004,0.002,0.003,0.002,0.003,0.003,0.003
168,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.004,0.002,0.003,0.001,0.002,0.002,0.002,0.003,0.003,0.004,0.003,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.002
169,0.003,0.002,0.003,0.003,0.003,0.004,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.001,0.002,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.004,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.003
170,0.002,0.003,0.003,0.004,0.003,0.005,0.003,0.002,0.003,0.003,0.001,0.002,0.003,0.003,0.003,0.002,0.004,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.002,0.002,0.003,0.003,0.003,0.003,0.002,0.002,0.003
171,0.002,0.003,0.003,0.003,0.003,0.004,0.003,0.003,0.003,0.004,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.001,0.003,0.004,0.004,0.002,0.002,0.003,0.003,0.002,0.003,0.002,0.002
172,0.003,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.002,0.002,0.003,0.002,0.001,0.002,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.003
173,0.002,0.002,0.003,0.002,0.005,0.005,0.002,0.003,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.003,0.002,0.003,0.002,0.003,0.004,0.003,0.001,0.002,0.002,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.002,0.004
174,0.001,0.004,0.002,0.004,0.003,0.002,0.002,0.003,0.003,0.003,0.001,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.003,0.002,0.002,0.003,0.004,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.004,0.002,0.003,0.002,0.003,0.003,0.002,0.003,0.002,0.003
175,0.002,0.002,0.002,0.002,0.002,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.001,0.001,0.002,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003
176,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.004,0.003,0.003,0.002,0.003,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.003
177,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.002,0.003,0.005,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.005,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.003,0.001,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.003,0.003,0.003
178,0.002,0.004,0.003,0.004,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.004,0.002,0.003,0.004,0.003,0.002,0.004,0.002,0.002,0.002,0.005
179,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.002,0.004,0.003,0.002,0.003,0.003,0.002,0.002,0.002,0.004,0.003,0.003,0.004,0.003,0.002,0.004,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.004,0.004,0.003,0.003,0.003
180,0.002,0.003,0.003,0.004,0.004,0.002,0.003,0.004,0.002,0.003,0.002,0.003,0.003,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.002,0.003,0.003,0.004,0.002,0.003,0.002,0.001,0.003,0.002,0.002,0.001,0.003,0.003,0.002,0.002,0.002,0.003,0.002,0.003
181,0.002,0.002,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.004,0.003,0.002,0.003,0.004,0.002,0.003,0.003,0.004
182,0.003,0.002,0.004,0.004,0.003,0.003,0.003,0.002,0.003,0.003,0.002,0.003,0.004,0.002,0.002,0.003,0.003,0.002,0.005,0.004,0.004,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0.003,0.004,0.003,0.003,0.003,0.002,0.002,0.003,0.002,0.002,0.003,0.003
183,0.002,0.002,0.002,0.003,0.003,0.003,0.002,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.003,0.003,0.004,0.003,0.002,0.003,0.003,0.003,0.003,0.002,0.005,0.002,0.003,0.003,0.003,0.003,0.002,0.002,0.003,0.002,0.003
184,0.002,0.002,0.003,0.003,0.004,0.003,0.002,0.003,0.003,0.004,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.003,0.002,0.003,0.002,0.004,0.002,0.003,0.003,0.003,0.005,0.003,0.003,0.003
185,0.003,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.003,0.002,0.002,0.003,0.002,0.003,0.005,0.003,0.002,0.003,0.003,0.004,0.003,0.002,0.004,0.003
186,0.003,0.002,0.003,0.003,0.003,0.003,0.002,0.002,0.004,0.004,0.003,0.002,0.003,0.002,0.004,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.001,0.003,0.003,0.003,0.002,0.002,0.003,0.004,0.003,0.003,0.002,0.002,0.003
187,0.004,0.002,0.005,0.003,0.002,0.003,0.003,0.004,0.004,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.002,0.003,0.001,0.004,0.003,0.003,0.003,0.002,0.003,0.001,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.003
188,0.003,0.002,0.005,0.003,0.002,0.003,0.004,0.003,0.005,0.003,0.002,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.003,0.002,0.004,0.003,0.001,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0.003,0.002
189,0.006,0.004,0.005,0.002,0.002,0.003,0.002,0.004,0.003,0.002,0.003,0.003,0.003,0.003,0.002,0.003,0.003,0.002,0.002,0.002,0.001,0.004,0.004,0.002,0.002,0.003,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.004,0.003,0.002,0.003,0.003,0.002,0.002
190,0.004,0.002,0.003,0.003,0.004,0.003,0.003,0.003,0.004,0.003,0.002,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.004,0.004,0.001,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0.003,0.003,0.002,0.002,0.003,0.002,0.003
191,0.004,0.003,0.002,0.003,0.003,0.005,0.002,0.002,0.004,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.003
192,0.002,0.004,0.005,0.002,0.003,0.003,0.004,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.002,0.004,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.003,0.002,0.003,0.003,0.003,0.003
193,0.002,0.002,0.003,0.002,0.004,0.003,0.004,0.002,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.003,0.003,0.004,0.003,0.003,0.002,0.004,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.003,0.003,0.004,0.003,0.004,0.003,0.003,0.002,0.003,0.003,0.002
194,0.004,0.001,0.002,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.004,0.004,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.004,0.004,0.003,0.003,0.002,0.005,0.001,0.001,0.003
195,0.005,0.003,0.002,0.002,0.003,0.002,0.005,0.002,0.005,0.002,0.001,0.002,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.002,0.003,0.003,0.002,0.002,0.003,0.003,0.002,0.003,0.003,0.004,0.003,0.002,0.002,0.002,0.003
196,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.002,0.003,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.001,0.004,0.003,0.002,0.002,0.003,0.003,0.003,0.002,0.005,0.001,0.002,0.002
197,0.006,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.003,0.004,0.002,0.002,0.003,0.002,0.002,0.002,0.004,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.003,0.003,0.003,0.001,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.003
198,0.002,0.003,0.003,0.002,0.002,0.003,0.003,0.004,0.003,0.004,0.002,0.001,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.001,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.002,0.002,0.001,0.003
199,0.003,0.003,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.006,0.002,0.002,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.002,0.003,0.002,0.003
200,0.003,0.002,0.003,0.004,0.003,0.004,0.002,0.003,0.004,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.004,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.005
201,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.004,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.001,0.003,0.002,0.002,0.003,0.001,0.002,0.004,0.003,0.002,0.003,0.003,0.004,0.003,0.003,0.002,0.002,0.003
202,0.002,0.002,0.002,0.003,0.003,0.004,0.003,0.004,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.002,0.004,0.002,0.003,0.002,0.001,0.003,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.001,0.003,0.004
203,0.002,0.004,0.003,0.002,0.002,0.004,0.003,0.004,0.002,0.003,0.001,0.002,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.004,0.002,0.003,0.001,0.003,0.004,0.002,0.001,0.001,0.002,0.004,0.002,0.002,0.002,0.003,0.003,0.002,0.002,0.002,0.003
204,0.002,0.005,0.003,0.003,0.002,0.003,0.004,0.003,0.003,0.002,0.001,0.003,0.003,0.002,0.004,0.003,0.002,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.004,0.003,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002
205,0.003,0.003,0.006,0.002,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.004,0.001,0.002,0.003,0.002,0.003,0.002,0.002,0.003,0.002
206,0.003,0.003,0.004,0.003,0.003,0.003,0.002,0.002,0.003,0.002,0.002,0.001,0.002,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.003,0.004,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0.004,0.003
207,0.003,0.002,0.002,0.004,0.003,0.004,0.002,0.002,0.003,0.003,0.002,0.002,0.003,0.003,0.004,0.003,0.002,0.003,0.002,0.002,0.003,0.003,0.003,0.002,0.002,0.003,0.003,0.002,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.002
208,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.002,0.003,0.001,0.002,0.002,0.003,0.003,0.003,0.003,0.001,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.003,0.002,0.003
209,0.003,0.004,0.002,0.003,0.003,0.002,0.001,0.003,0.002,0.002,0.002,0.004,0.003,0.002,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.001,0.001,0.003,0.002,0.003,0.003,0.002,0.002,0.003,0.003,0.003,0.002,0.003
210,0.003,0.003,0.002,0.003,0.003,0.002,0.003,0.003,0.002,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.004,0.003,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.001,0.001,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.004
211,0.003,0.002,0.003,0.003,0.002,0.002,0.001,0.003,0.003,0.002,0.003,0.002,0.003,0.004,0.003,0.003,0.002,0.005,0.002,0.003,0.001,0.003,0.004,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.003,0.002,0.005
212,0.002,0.003,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.003,0.004,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.003,0.002,0.002,0.003,0.003,0.003,0.002,0.001,0.002,0.002,0.003,0.003,0.002,0.002,0.003,0.003,0.003,0.005,0.003
213,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.001,0.003,0.003,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.002,0.006,0.003,0.002,0.004,0.002
214,0.003,0.002,0.003,0.004,0.004,0.002,0.002,0.003,0.003,0.004,0.002,0.002,0.003,0.002,0.003,0.003,0.002,0.004,0.003,0.004,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.004,0.002,0.002,0.003,0.004,0.003,0.002
215,0.002,0.002,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.003,0.003,0.002,0.003,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.001,0.003,0.003,0.002,0.003,0.004,0.003,0.003,0.004,0.003,0.003,0.002
216,0.002,0.002,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.004,0.003,0.004,0.002,0.004,0.002,0.002,0.002,0.003,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.004,0.003,0.002,0.004,0.003,0.002,0.005
217,0.003,0.002,0.003,0.003,0.004,0.004,0.002,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.002,0.003,0.003,0.002,0.003
218,0.002,0.003,0.002,0.005,0.002,0.004,0.002,0.005,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.003,0.004,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.001,0.003
219,0.005,0.003,0.002,0.003,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.001,0.002,0.004,0.003,0.003,0.003,0.002,0.003,0.003,0.002,0.002,0.003,0.002
220,0.003,0.003,0.004,0.004,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.004,0.002,0.003,0.004,0.002,0.003,0.003,0.004,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0.004,0.002,0.002,0.002,0.002,0.003,0.001,0.003,0.003
221,0.003,0.002,0.004,0.004,0.002,0.003,0.004,0.002,0.003,0.004,0.002,0.003,0.003,0.003,0.004,0.004,0.003,0.002,0.003,0.004,0.001,0.002,0.002,0.003,0.002,0.002,0.002,0.001,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.003,0.003
222,0.002,0.003,0.002,0.004,0.002,0.005,0.005,0.002,0.003,0.003,0.002,0.004,0.005,0.004,0.003,0.003,0.003,0.003,0.005,0.003,0.003,0.002,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.003,0.002,0.003
223,0.002,0.003,0.003,0.003,0.002,0.002,0.003,0.004,0.004,0.002,0.002,0.003,0.004,0.004,0.004,0.003,0.003,0.002,0.003,0.002,0.001,0.002,0.002,0.003,0.002,0.002,0.002,0.001,0.001,0.003,0.003,0.002,0.003,0.004,0.003,0.003,0.004,0.002,0.003,0.004
224,0.003,0.003,0.003,0.003,0.003,0.002,0.005,0.004,0.003,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.003,0.003,0.003,0.002,0.002,0.001,0.002,0.002,0.004,0.002,0.002,0.004,0.003,0.003,0.003,0.002,0.002,0.002
225,0.002,0.003,0.004,0.003,0.003,0.002,0.005,0.003,0.003,0.002,0.002,0.001,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.003,0.002,0.003,0.003,0.001,0.002,0.002,0.006,0.002,0.003,0.002,0.002,0.003,0.004,0.002,0.002,0.003
226,0.002,0.002,0.002,0.004,0.003,0.002,0.004,0.002,0.003,0.003,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.001,0.002,0.003,0.003,0.002,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.004
227,0.002,0.002,0.007,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.004,0.003,0.004,0.003,0.003,0.003,0.002,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.004,0.002,0.001,0.004
228,0.001,0.002,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.004,0.004,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.003,0.003,0.002,0.001,0.001,0.002,0.004,0.002,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.004
229,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.003,0.002,0.002,0.001,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.001,0.002,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.002,0.003,0.002,0.002
230,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.004,0.002,0.004,0.003,0.005,0.001,0.001,0.003,0.004,0.004,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.003
231,0.003,0.002,0.002,0.003,0.003,0.003,0.001,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.002,0.003,0.003,0.004,0.002,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.002,0.004,0.002,0.002,0.004
232,0.002,0.003,0.002,0.003,0.004,0.003,0.003,0.002,0.003,0.002,0.002,0.002,0.005,0.003,0.004,0.003,0.004,0.002,0.004,0.002,0.001,0.003,0.003,0.003,0.003,0.002,0.003,0.001,0.002,0.003,0.003,0.004,0.002,0.003,0.002,0.002,0.003,0.002,0.003,0.003
233,0.002,0.002,0.002,0.002,0.004,0.004,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.001,0.002,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.004
234,0.003,0.002,0.003,0.004,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.004,0.003,0.002,0.003,0.002,0.002,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.003,0.002,0.003,0.003
235,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.004,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.002,0.003,0.003,0.001,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.004,0.002,0.003,0.003,0.002,0.003,0.003,0.004,0.003,0.003
236,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.004,0.001,0.002,0.003,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.003,0.003,0.004,0.002,0.003,0.002,0.003,0.002,0.002,0.003
237,0.002,0.004,0.004,0.004,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.004,0.002,0.003,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.004,0.003,0.002,0.003,0.002,0.003,0.002,0.003
238,0.002,0.002,0.003,0.004,0.004,0.004,0.002,0.002,0.004,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.002,0.001,0.003,0.002,0.001,0.003,0.003,0.002,0.003,0.002,0.002,0.001,0.004,0.002,0.003,0.002,0.005,0.004,0.002,0.002,0.003,0.004,0.002,0.005
