%sys,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
191,1.0,0.97,0.0,0.99,1.0,1.0,0.0,1.0,0.99,1.0,1.0,1.0,0.0,1.0,1.01,1.0,1.0,1.0,0.0,0.99,1.98,1.01,1.01,2.0,1.0,0.0,2.0,1.0,1.01,0.0,1.0,0.0,0.0,1.01,1.01,1.0,0.0,0.99,1.0,1.0,0.99,1.0,0.0,0.0,0.0,1.01,1.01,1.01,2.0,1.0,1.01,1.0,1.01,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.99,1.0,0.0,0.0,0.0,0.99,0.0,0.0,1.01,0.0,1.0,1.0,1.0,1.0,0.0,1.01,0.0,2.0,2.0,1.98,1.0,1.0,1.98,2.0,0.99,0.0,1.0,1.0,0.99,0.0,0.0,1.0,1.0,1.01,1.0,1.01,1.0,1.01,1.01,0.98,1.0,2.0,1.01,1.01,1.01,1.01,0.0,0.99,1.0,0.99,0.99,1.01,1.01,0.0,1.01,1.0,1.02,0.99,1.98,0.0,0.0,0.99,1.01,1.01,1.0,1.98,0.0,2.0,0.0,2.0,0.0,1.98,1.0,1.0,1.0,1.98,1.01,1.0,1.0
192,0.0,1.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,1.0,1.98,1.0,1.01,1.0,1.01,1.96,0.0,0.99,1.0,0.0,0.99,1.01,1.02,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,11.22,0.0,0.99,0.0,1.01,0.0,0.0,0.98,0.0,2.02,1.0,1.96,1.0,1.01,1.0,1.0,0.0,1.0,0.0,0.99,1.01,0.0,1.01,1.0,0.0,0.0,1.01,0.99,0.98,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.99,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.01,2.0,1.01,2.0,1.98,1.01,1.0,2.0,0.99,1.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.99,0.99,1.01,1.01,1.01,0.0,2.0,2.0,1.01,1.01,1.01,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1.98,2.0,0.0,1.0,1.0,2.0,2.0,0.0,1.01,1.01,1.0,1.0,0.0,1.0,0.0,1.01,1.01,1.0,1.01,1.01
193,0.99,10.78,0.99,1.0,12.0,17.35,15.0,17.0,1.01,19.8,15.31,1.01,1.01,1.01,1.01,1.0,18.18,2.0,15.31,0.0,0.0,1.0,0.99,16.0,1.02,1.98,19.19,13.0,0.0,1.01,0.0,0.0,1.0,8.08,0.0,9.0,0.0,0.99,0.0,11.22,1.0,13.13,14.14,15.15,15.31,14.0,1.98,12.0,1.98,2.0,13.27,0.0,5.0,11.11,0.98,11.88,0.0,0.0,9.0,8.08,0.0,0.0,10.89,0.99,0.0,0.0,13.0,12.24,13.86,1.0,1.0,0.0,0.0,0.99,7.07,0.99,1.01,1.0,15.15,0.99,1.01,1.0,19.0,11.22,17.0,14.0,11.22,12.12,12.0,1.0,0.99,0.0,1.01,9.0,0.0,0.0,1.0,1.0,0.0,1.01,2.0,2.0,0.0,8.82,11.88,1.01,0.0,0.99,1.01,1.0,10.0,0.98,0.0,9.09,1.01,13.86,1.0,7.22,0.0,0.0,12.12,10.1,2.0,0.0,0.0,9.09,2.0,0.0,9.0,0.99,1.0,1.0,2.0,2.0,8.08,0.0,2.0,11.11,0.0,1.01
194,15.0,0.0,14.71,13.13,0.0,0.0,1.0,0.0,12.87,0.0,1.01,8.08,12.0,8.08,9.09,9.09,1.0,14.0,0.0,12.0,16.0,13.13,16.0,1.0,16.16,14.14,0.0,0.0,13.0,9.0,8.16,18.0,1.0,2.0,7.92,1.0,8.08,10.2,15.15,0.0,14.14,0.99,0.0,1.0,1.0,0.0,16.0,0.0,15.15,13.0,0.99,9.0,1.01,1.0,5.21,1.01,11.88,10.0,0.0,0.0,9.0,9.09,1.0,12.24,12.12,13.0,1.98,0.99,0.0,10.0,13.13,10.1,10.1,10.89,0.0,10.0,14.0,14.0,0.99,16.16,17.0,14.14,1.0,2.02,1.01,0.0,1.98,1.0,1.0,11.0,11.22,8.0,9.0,1.01,9.0,9.18,9.0,11.88,9.18,12.0,11.34,11.0,9.18,0.0,1.01,9.09,10.1,8.08,10.0,6.06,1.01,13.13,10.89,1.0,14.0,0.0,10.31,0.99,10.89,12.12,1.01,0.0,11.11,11.0,10.0,0.99,9.0,8.08,0.99,8.0,8.82,10.89,10.2,10.0,1.01,10.31,11.11,1.01,11.88,9.0
195,0.0,1.0,0.99,0.0,0.0,0.98,1.0,0.99,1.01,1.01,1.01,1.0,1.01,1.0,0.0,0.99,1.0,0.99,0.0,0.98,0.0,1.0,1.0,0.0,0.0,1.01,0.98,0.99,1.0,1.01,0.99,0.99,1.0,1.0,2.0,1.01,1.01,1.0,0.0,1.0,1.01,2.0,1.0,0.0,1.0,0.0,0.0,1.01,1.01,1.02,0.0,1.0,0.0,1.0,0.99,0.0,0.0,0.0,1.0,1.0,0.0,0.99,0.0,0.0,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.99,0.0,1.0,1.0,1.0,1.02,1.02,0.0,0.0,1.0,1.01,0.99,0.0,0.0,1.01,1.01,1.0,2.0,1.0,0.0,1.98,1.01,1.01,1.02,0.0,0.0,1.0,1.02,1.0,0.99,0.0,0.0,1.96,1.0,1.01,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.01,1.01,0.0,1.0,1.0,0.0,1.01,1.0,1.01,1.0,0.99,0.0,0.0,1.0,2.02,1.0,1.98,0.0,1.01,1.01,1.98,1.01,2.0
196,0.0,0.98,0.0,0.0,0.0,0.98,1.0,1.0,1.0,0.0,1.98,1.01,1.01,1.01,0.0,0.0,2.0,0.0,1.0,1.0,1.01,1.01,1.01,1.0,1.98,1.98,1.96,1.01,1.01,1.0,1.0,0.0,1.0,1.0,1.01,1.01,1.01,2.0,1.0,0.0,0.0,1.98,0.0,1.01,2.97,1.0,1.98,0.0,0.0,1.01,0.0,0.0,1.0,1.0,0.0,1.01,1.0,0.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.02,1.01,1.01,1.01,0.0,1.01,0.99,0.99,2.0,0.99,1.01,1.98,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.01,0.0,1.0,2.02,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.01,1.0,0.98,1.01,0.99,0.0,0.99,2.0,0.0,1.01,1.01,0.0,0.99,0.99,1.01,1.01,0.0,1.01,1.01,1.0,1.01,1.98,1.0,1.0,2.0
197,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.98,1.01,0.0,1.0,0.0,1.0,1.01,1.96,1.01,1.0,0.0,1.0,1.0,0.0,0.0,0.99,0.0,1.01,1.0,0.0,1.01,1.0,1.01,1.01,1.0,0.0,1.01,1.0,0.0,0.0,1.0,1.01,0.0,0.0,1.0,0.0,1.0,0.0,0.99,2.94,1.01,1.01,1.0,0.0,2.0,0.98,1.0,1.01,1.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,1.0,0.0,0.99,0.0,1.96,0.99,1.01,1.98,0.0,1.01,0.0,2.02,1.0,1.0,1.01,0.0,1.0,1.0,2.0,1.0,0.99,1.0,0.0,1.98,1.01,1.01,2.0,1.98,1.01,1.01,2.0,1.01,1.01,1.98,0.0,1.98,0.0,1.01,1.01,1.01,1.98,0.0,0.0,0.0,1.0,1.0,0.99,0.0,1.96,2.0,0.99,2.0,0.0,0.0,0.99,0.0,0.99,1.0,1.98,1.01,0.0,0.99,1.0,1.0,2.02,1.01,1.01,0.99
198,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.01,1.01,0.99,2.0,0.99,2.0,0.98,2.0,1.01,0.0,1.0,2.02,1.0,2.0,2.0,1.96,0.99,0.0,1.01,1.01,0.99,10.1,1.0,0.0,1.01,1.01,1.0,1.98,0.0,0.0,1.01,0.98,0.0,1.0,1.01,1.01,1.01,1.02,1.01,1.01,1.01,0.99,0.0,0.0,1.01,0.0,0.99,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.01,0.0,1.0,0.0,1.0,0.0,1.0,0.99,0.0,1.0,1.02,1.0,0.0,0.0,1.01,0.99,2.0,0.0,1.01,1.0,1.01,0.0,0.99,0.98,1.0,1.0,0.0,0.0,1.01,1.01,1.0,1.01,1.0,0.99,0.0,0.0,1.01,0.99,0.99,0.0,1.0,0.0,0.99,1.0,2.0,0.0,1.0,0.0,1.0,0.99,0.0,1.0,0.0,0.99,2.0,1.01,0.0,0.98,1.0,1.0,1.01,1.01,1.0,1.01,0.0,0.0,2.0,1.01,2.0
199,1.0,1.0,1.0,0.0,0.0,2.02,0.0,1.0,1.0,0.0,1.96,1.0,1.0,1.01,0.0,1.01,11.0,1.98,0.99,2.0,1.0,1.0,0.0,1.02,1.01,0.0,0.0,1.01,1.01,0.99,1.01,0.0,1.0,10.1,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.01,0.0,1.0,1.98,1.01,2.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.98,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.98,1.0,1.0,1.0,0.0,0.0,0.0,0.99,0.0,1.0,1.0,0.0,1.01,0.0,0.99,1.0,1.01,2.0,0.0,1.0,0.99,1.98,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.01,1.0,1.0,0.99,0.99,1.0,1.01,1.0,0.99,1.0,0.99,1.0,0.0,0.0,0.0,2.0,1.98,0.0,0.0,1.01,1.01,1.98,1.01,0.99,1.0,0.0,1.0,1.01,0.0,1.0,0.0,1.0,1.01,1.98,1.01,1.01,1.0,1.0,1.0,1.96,0.0,1.01,2.0
200,0.0,12.12,0.99,1.98,12.87,13.0,16.0,15.15,0.98,16.83,8.08,1.0,0.0,1.01,2.0,0.0,7.92,0.0,11.11,1.02,0.0,2.02,1.02,13.13,1.01,0.98,13.86,13.0,1.98,1.01,10.1,0.99,1.01,0.0,1.0,7.14,1.01,0.0,1.01,13.73,1.01,11.0,14.0,13.86,15.31,14.0,1.0,13.0,1.0,1.98,11.88,1.01,7.0,13.0,1.0,8.16,0.0,0.0,7.0,8.91,0.99,0.0,10.78,0.0,0.99,0.99,12.12,9.9,15.15,0.0,0.0,0.0,0.0,1.0,10.0,1.0,1.01,1.0,13.86,0.0,1.0,0.0,15.0,14.85,15.15,16.16,12.24,11.11,10.0,0.0,0.0,0.0,0.0,7.0,0.99,0.0,0.0,1.0,1.01,0.0,0.0,2.0,1.0,12.12,9.09,1.02,2.0,0.0,0.0,1.01,8.0,1.0,0.0,13.27,1.01,9.8,0.0,8.91,1.01,0.0,12.12,10.0,1.01,1.01,0.99,7.07,0.0,0.99,8.08,0.0,0.0,1.01,1.0,1.0,12.0,1.01,0.0,11.0,1.01,2.0
201,17.0,0.99,14.29,11.88,1.0,0.99,0.0,0.0,16.83,0.0,1.01,13.0,7.0,9.09,6.93,10.0,0.0,15.38,0.0,12.12,14.29,14.85,12.87,1.01,13.0,12.87,0.0,1.01,11.0,8.08,0.0,13.0,0.0,0.0,8.08,0.99,8.91,8.08,13.0,0.98,11.88,0.0,0.0,1.01,1.0,1.0,14.14,1.01,13.73,11.11,0.0,6.12,1.01,1.98,8.0,1.01,12.24,12.75,0.99,0.99,9.28,10.1,0.0,14.14,11.76,8.0,1.01,0.0,0.0,9.09,10.89,9.09,8.0,9.0,0.0,6.0,15.69,13.86,1.02,15.31,18.18,16.0,1.01,2.02,1.0,0.0,0.0,2.02,0.0,12.0,9.0,10.0,10.2,0.0,9.09,9.0,12.12,8.91,10.2,11.0,11.88,12.12,7.0,1.01,0.0,11.0,12.0,9.9,9.09,9.0,0.0,8.08,8.0,0.0,12.0,1.0,11.0,1.0,15.0,6.93,1.01,0.98,10.78,9.0,10.2,1.0,7.07,9.0,0.98,7.92,9.0,10.0,10.1,11.0,2.02,11.0,13.13,1.01,11.11,8.16
202,0.99,1.0,0.99,1.98,1.0,1.0,1.0,0.0,0.0,0.99,2.0,0.0,1.98,2.0,0.0,0.0,2.0,1.01,1.0,1.0,0.0,2.97,0.0,1.01,1.01,1.0,1.0,2.0,0.0,1.0,1.01,0.0,1.01,1.01,1.0,1.01,1.01,0.99,0.0,0.0,1.0,1.0,1.0,1.0,1.96,1.0,1.0,0.0,2.0,1.01,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99,0.0,1.0,1.01,0.99,0.0,0.0,1.98,1.0,0.99,0.99,0.0,0.0,0.98,0.0,0.99,0.0,0.0,1.0,1.01,2.0,1.0,0.99,0.0,0.0,1.0,1.0,1.0,0.99,0.0,1.0,1.01,1.0,0.99,1.02,1.01,1.0,0.0,1.01,1.01,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.01,0.99,1.01,1.01,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.99,0.99,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.01,1.01,1.98,1.98,1.98,2.0
203,0.0,0.0,0.99,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.98,1.01,1.01,1.0,1.01,1.01,1.0,1.01,0.0,1.0,1.01,1.0,1.0,1.01,0.0,1.0,1.01,0.0,1.0,0.99,1.0,1.98,1.0,1.0,0.99,1.01,2.0,1.0,1.0,0.0,1.0,0.0,1.01,1.98,1.01,1.01,2.0,0.0,1.0,0.0,1.01,0.99,1.0,1.01,1.01,0.0,0.98,0.99,0.0,0.0,0.0,0.99,0.99,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.01,0.0,1.0,2.0,1.01,1.0,3.0,0.0,1.0,1.01,0.0,0.0,1.01,1.01,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.01,1.02,1.01,1.01,1.0,1.01,1.01,0.99,1.0,1.98,0.0,1.98,0.0,1.0,0.0,2.0,0.0,1.0,1.96,0.0,0.0,1.0,0.0,0.99,2.0,1.0,1.0,1.01,0.0,1.0,0.99,1.01,0.0,1.0,1.01,0.0,1.98,1.01,1.0,0.99,2.02,1.0,0.0,1.98
204,0.0,0.0,0.0,0.99,0.0,1.98,0.0,1.0,0.0,0.99,1.0,1.01,1.0,1.01,1.01,1.0,1.0,0.0,1.0,0.0,0.0,0.98,1.0,0.0,1.0,0.0,0.0,2.0,1.01,1.98,1.01,0.0,0.99,1.0,1.01,1.98,0.99,1.01,1.01,0.0,1.0,1.01,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.01,0.0,0.99,0.99,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.96,0.0,0.0,1.0,1.0,0.0,0.99,1.0,0.0,0.0,0.0,0.99,1.0,1.0,0.0,0.99,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.01,1.0,0.99,1.0,0.99,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.02,0.0,0.0,1.0,1.0,0.0,0.99,0.99,0.99,0.0,0.0,0.0,1.01,0.0,1.0,1.0,2.0,0.0,1.0,0.98,1.0,1.0,1.01,0.0,0.0,1.01,2.02,1.0,1.01,0.0,0.0
205,0.0,1.0,0.98,0.0,1.0,0.0,1.0,0.0,1.0,0.99,1.0,1.98,1.01,1.0,0.99,1.01,1.0,1.0,2.97,2.0,0.0,1.01,0.0,0.99,1.0,0.99,0.99,1.01,1.96,1.01,0.0,1.0,7.07,0.0,1.0,0.0,1.01,1.0,0.0,0.0,0.0,2.0,1.0,1.01,1.01,1.0,2.0,0.97,1.0,1.01,0.0,0.0,1.01,0.0,0.0,0.0,1.01,0.0,1.0,0.99,1.0,0.0,0.0,0.0,0.0,0.99,1.01,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.99,0.0,1.98,0.0,2.97,1.01,0.0,0.99,1.01,0.0,1.01,1.96,1.0,1.01,1.01,0.99,0.0,0.0,1.01,1.01,1.0,2.0,0.0,1.01,2.0,0.0,0.99,1.01,0.0,1.01,1.01,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.01,0.0,0.98,1.0,1.01,0.0,1.0,2.0,0.98,0.99,1.01,1.0,1.01,1.01,1.01,1.01,1.0,0.98,1.0,1.0,1.01,2.0,1.0,1.98,1.01,1.01,1.01,2.0
206,1.01,11.11,0.0,0.0,14.14,15.0,17.82,17.17,0.0,13.0,11.88,1.0,1.0,0.99,1.01,1.01,14.14,1.01,12.0,0.0,1.0,1.0,2.0,17.17,1.0,1.01,12.24,15.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,7.92,1.0,0.0,1.0,15.84,1.01,13.86,13.0,13.0,14.14,16.33,0.99,17.17,0.0,1.98,13.13,1.01,9.18,14.0,1.98,12.0,1.0,1.0,9.0,9.0,0.0,1.98,10.89,0.0,0.0,0.0,12.75,12.12,12.0,0.0,0.0,0.0,1.0,0.0,10.1,1.98,0.0,1.0,12.0,1.0,1.98,1.98,10.0,11.0,11.11,10.89,9.09,10.89,8.08,1.01,1.0,1.01,0.0,8.08,1.01,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,6.12,9.09,1.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,10.31,2.0,11.11,1.0,10.0,0.0,1.0,10.78,9.0,1.01,1.01,0.0,8.0,1.0,1.0,9.09,1.0,0.0,1.01,1.0,0.0,9.09,1.0,1.01,11.0,2.0,1.0
207,12.0,0.0,15.0,16.33,0.0,0.99,0.0,1.0,15.0,1.98,0.0,8.08,8.16,6.93,8.08,8.0,0.0,12.87,0.0,14.0,14.14,14.14,14.14,1.01,16.16,14.71,1.0,0.0,13.13,8.08,10.89,11.11,1.01,1.01,8.0,0.0,7.07,9.09,13.0,1.0,12.12,1.01,3.03,0.0,1.98,1.0,16.16,0.98,13.13,14.14,1.96,7.07,0.0,0.0,7.22,3.03,13.0,7.92,1.98,1.0,9.0,12.12,1.01,8.0,10.2,10.0,0.0,2.0,1.01,11.11,7.0,8.08,7.0,10.0,0.0,8.82,14.29,12.12,5.0,10.0,13.86,12.0,7.0,6.0,5.05,5.05,3.0,4.04,3.0,8.16,8.25,10.0,8.08,1.0,8.0,9.09,12.0,6.06,6.12,7.0,10.2,8.16,8.91,3.96,5.94,7.92,7.92,9.09,5.94,6.06,4.0,11.0,11.0,0.0,8.08,2.0,10.1,2.04,10.1,7.0,4.0,3.03,7.07,6.0,9.18,2.0,6.93,8.08,2.0,6.06,10.0,10.1,8.08,8.0,1.01,8.16,9.9,2.02,8.0,8.16
208,1.0,0.99,0.97,0.0,0.0,0.0,1.0,1.01,1.0,0.0,1.98,2.97,1.01,1.0,2.0,1.0,0.99,1.0,1.98,1.0,1.98,2.0,1.0,0.99,0.0,0.99,0.0,0.99,1.0,1.0,1.01,2.02,0.0,0.0,0.0,0.0,1.01,1.0,0.0,0.99,0.99,0.0,0.0,1.01,1.0,1.0,1.01,1.01,1.0,1.01,0.0,0.0,1.0,0.0,0.99,0.99,2.97,0.0,1.0,0.0,3.0,1.0,1.98,2.0,1.0,0.98,0.0,0.99,0.0,1.01,2.97,1.98,1.01,1.0,1.01,1.01,1.98,4.0,1.01,6.0,2.0,4.08,0.0,2.0,1.01,1.0,1.0,0.0,1.0,2.97,3.96,1.0,3.03,1.0,1.0,2.97,0.0,3.0,3.03,6.0,1.98,3.0,4.0,0.0,1.0,4.04,5.0,1.98,3.09,3.03,1.0,0.0,0.0,0.99,1.01,1.0,2.0,1.0,2.0,3.03,0.99,1.98,3.0,3.0,3.03,1.01,2.02,2.02,1.01,0.0,0.0,2.0,1.0,1.0,1.0,2.04,1.0,1.01,4.0,1.98
209,0.0,1.0,1.0,0.98,0.98,0.99,0.0,1.0,0.0,0.0,2.02,1.0,1.01,2.0,1.01,1.01,0.0,1.98,0.0,2.97,0.0,1.98,0.0,1.01,1.01,0.99,0.0,0.0,1.01,1.01,1.0,0.99,0.99,1.0,1.0,0.99,0.0,1.0,1.98,1.0,1.01,1.01,1.0,1.98,1.01,1.0,1.0,1.01,1.01,1.0,0.99,0.0,0.0,1.96,1.01,0.0,0.0,0.0,0.99,0.0,0.0,1.0,0.99,0.0,0.98,0.0,1.0,0.0,1.0,0.0,0.99,0.0,1.0,0.0,0.99,0.0,2.0,0.99,1.0,1.01,1.01,1.0,1.0,1.01,0.99,0.0,1.01,1.02,1.02,1.0,1.0,1.0,0.99,1.01,0.0,1.01,1.0,0.0,0.99,0.0,0.0,0.0,0.0,1.0,2.0,1.98,1.0,2.0,0.99,1.0,1.01,0.0,0.99,1.0,1.98,1.01,1.01,1.98,1.0,1.0,1.01,0.0,1.0,1.0,1.0,0.99,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.99,1.01,1.98,2.0,0.0,1.01,0.0
210,1.01,0.0,0.0,0.98,0.0,1.0,1.0,0.0,0.0,0.99,1.96,1.01,1.0,0.0,1.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,1.01,1.01,1.0,0.0,1.0,1.96,1.0,1.0,1.0,1.01,1.01,1.01,1.01,1.0,1.01,2.0,1.96,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.01,1.0,0.99,2.02,1.01,1.0,0.0,0.0,1.0,0.0,0.99,1.0,0.0,1.0,0.0,0.0,0.0,0.98,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,1.01,0.0,1.98,1.96,1.01,1.01,1.0,0.0,0.99,1.98,1.01,0.99,1.0,0.99,1.01,0.0,2.0,1.0,0.0,0.0,1.98,0.0,0.0,1.0,1.0,0.99,1.0,1.01,1.0,0.0,1.01,0.0,0.0,0.0,0.99,0.0,0.0,1.0,1.0,1.96,1.0,1.0,1.0,0.0,0.0,0.0,1.01,1.01,1.01,0.0,1.01,1.98,2.0,0.0,1.02,1.0,0.0,0.0,0.0,0.0,1.0,2.97,1.01
211,0.99,0.0,1.98,1.0,0.0,0.99,1.0,0.0,0.0,0.0,1.02,2.0,0.0,1.98,1.0,1.0,1.01,1.0,1.0,1.98,1.0,1.0,0.99,0.99,0.0,1.98,0.99,1.02,1.01,1.0,1.98,0.99,2.0,1.01,1.01,0.99,1.0,1.98,0.0,2.0,1.01,0.0,0.99,1.0,0.0,1.0,0.0,1.0,0.0,1.98,2.0,1.01,0.0,1.0,0.0,0.0,0.0,0.99,1.0,0.99,1.0,0.99,0.99,0.0,0.0,2.0,0.0,1.01,1.01,1.0,0.0,0.0,0.0,0.0,1.0,0.99,2.0,1.01,1.02,1.0,1.01,2.0,2.0,2.0,2.0,2.0,1.01,1.0,1.01,1.01,1.98,0.0,1.98,1.01,0.0,1.0,1.0,0.0,0.99,2.0,1.0,1.0,2.0,1.01,1.0,1.0,1.0,1.0,1.01,1.01,0.99,1.01,0.99,0.0,1.01,1.01,0.0,1.98,0.0,1.01,1.02,1.0,2.0,2.0,0.99,1.01,0.0,0.0,0.0,0.0,1.0,1.0,0.99,1.01,2.0,1.01,1.0,1.01,0.0,2.0
212,1.0,0.0,0.99,0.0,1.0,0.0,0.99,1.98,0.0,1.98,0.99,1.98,1.01,1.0,0.0,0.0,2.02,1.0,1.0,0.99,0.0,0.99,0.0,0.0,1.0,1.0,1.01,1.96,0.0,1.98,1.01,0.0,11.11,1.98,0.0,1.01,0.0,1.0,2.0,0.0,1.0,1.01,0.0,1.98,1.98,1.01,1.01,1.01,1.0,1.01,0.0,0.0,1.01,0.99,2.0,0.0,0.0,0.0,0.99,0.0,0.0,1.0,0.0,0.99,1.0,0.0,1.0,0.0,0.99,1.0,0.99,0.0,0.0,0.0,0.0,1.0,0.0,1.01,0.0,0.0,1.0,0.0,1.0,1.01,2.0,0.0,1.0,2.0,0.0,0.0,1.01,2.0,0.0,1.0,0.0,1.01,0.0,1.0,0.0,0.0,0.0,0.99,2.97,1.01,1.01,0.0,2.0,0.0,1.0,0.0,0.0,1.01,0.99,0.0,0.99,2.94,0.99,1.0,2.0,0.0,1.01,0.0,1.0,1.0,1.0,0.0,1.0,1.98,2.0,0.0,0.0,0.0,2.0,1.98,1.01,2.0,2.02,1.98,0.99,0.0
213,1.0,13.86,0.97,0.99,11.0,12.75,15.15,16.83,1.0,16.16,8.16,2.0,1.98,2.94,1.01,1.01,19.19,2.0,13.0,1.0,0.0,0.99,0.99,13.86,1.01,0.0,15.0,11.11,0.0,1.01,2.0,0.0,1.0,9.18,0.0,7.07,0.0,1.0,1.0,11.22,2.0,15.0,12.0,14.29,13.13,14.0,0.0,15.15,1.0,1.98,10.1,1.01,9.09,11.22,2.0,11.11,0.0,1.0,8.0,10.78,0.0,0.0,10.89,0.99,0.0,0.0,11.11,12.87,12.12,0.0,1.0,0.0,0.0,0.0,9.9,0.0,1.01,1.0,13.0,1.96,1.01,1.0,16.0,18.18,17.35,17.17,10.1,10.2,10.2,0.0,1.0,0.0,1.01,9.09,1.0,0.0,0.0,1.0,0.0,1.01,1.01,1.01,1.0,11.22,12.87,0.0,0.99,1.01,1.01,1.01,9.09,1.01,0.99,10.1,1.0,12.0,0.0,11.11,0.99,1.0,10.0,12.0,0.0,0.0,0.0,7.07,1.01,1.0,7.92,2.0,1.01,1.0,1.0,1.0,13.13,1.0,1.0,12.24,0.0,1.01
