op,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
72,700082,567717,646274,431690,459091,452844,465428,548223,790871,640035,675421,820345,606662,458582,738527,498120,477297,664852,406167,540058,501200,756039,710583,673350,525030,860498,532550,764790,822446,634570,440105,750330,801459,691044,897658,693928,287595,416457,1205411,604415
73,700321,567888,646467,431873,459258,452983,465597,548405,791107,640237,675592,820542,606860,458781,738749,498292,477514,665064,406391,540332,501385,756245,710797,673548,525255,860634,532745,764955,822607,634797,440354,750502,801715,691270,897915,694162,287836,416597,1205575,604627
74,700483,568126,646596,432078,459474,453206,465726,548524,791286,640408,675792,820790,607132,459006,739004,498525,477761,665261,406585,540513,501583,756532,711011,673805,525368,860809,532984,765188,822785,634969,440586,750650,801927,691546,898120,694338,288034,416786,1205807,604773
75,700705,568314,646894,432294,459707,453473,465934,548745,791544,640695,675971,820964,607387,459228,739160,498781,477937,665400,406791,540742,501736,756713,711176,674029,525598,861080,533156,765354,822952,635188,440801,750904,802059,691762,898298,694567,288252,416926,1205966,605063
76,700871,568481,647117,432545,459887,453623,466148,548940,791811,640820,676116,821126,607576,459406,739374,498975,478099,665592,406996,540979,501905,756920,711379,674262,525800,861287,533301,765555,823066,635380,441025,751130,802300,691984,898487,694733,288406,417150,1206125,605184
77,701085,568688,647206,432772,460023,453783,466346,549060,791946,641050,676281,821368,607765,459558,739535,499145,478252,665769,407223,541149,502037,757074,711551,674511,526047,861534,533504,765706,823219,635583,441221,751294,802509,692160,898671,694965,288608,417311,1206324,605377
78,701352,568879,647419,432966,460233,454008,466493,549233,792136,641264,676453,821541,607951,459750,739713,499333,478480,665933,407386,541313,502184,757334,711691,674734,526260,861657,533745,765910,823411,635837,441467,751478,802697,692389,898884,695146,288790,417509,1206587,605630
79,701560,569082,647664,433149,460460,454191,466658,549414,792350,641417,676630,821721,608129,459924,739879,499493,478636,666128,407498,541507,502376,757602,711937,674967,526457,861860,533922,766099,823540,636066,441691,751659,802889,692625,899069,695380,289000,417709,1206852,605838
80,701767,569305,647888,433357,460701,454402,466884,549576,792569,641685,676793,821961,608356,460199,740111,499672,478820,666275,407726,541711,502535,757761,712129,675235,526679,862024,534115,766274,823751,636329,441910,751853,803097,692813,899250,695584,289198,417883,1206986,606035
81,701989,569497,648057,433524,460851,454576,467037,549802,792796,641842,676990,822192,608560,460401,740309,499886,479023,666450,407889,541947,502697,758013,712329,675420,526878,862238,534304,766375,823936,636493,442086,752041,803260,693001,899445,695771,289346,418082,1207141,606260
82,702206,569674,648285,433695,461049,454802,467230,549963,793007,642045,677186,822380,608759,460625,740511,500050,479204,666644,408058,542134,502856,758275,712529,675671,527097,862373,534616,766682,824083,636723,442349,752239,803501,693240,899625,696006,289582,418250,1207295,606465
83,702386,569828,648468,433898,461308,455023,467337,550175,793244,642173,677395,822547,609022,460844,740711,500235,479450,666820,408307,542330,503027,758491,712707,675893,527253,862589,534822,766796,824239,636910,442541,752449,803663,693407,899808,696186,289724,418375,1207511,606619
84,702551,570023,648626,434087,461504,455178,467581,550279,793420,642309,677568,822766,609258,461036,740920,500400,479672,666972,408443,542604,503224,758715,712916,676167,527575,862747,535022,766991,824433,637124,442721,752638,803844,693648,899999,696362,289897,418623,1207720,606812
85,702757,570164,648862,434270,461668,455461,467699,550504,793659,642489,677749,822957,609465,461246,741110,500624,479806,667120,408660,542807,503367,758950,713140,676417,527788,862972,535217,767227,824618,637370,442887,752861,803968,693833,900206,696557,290007,418771,1207881,607013
86,702939,570378,649042,434416,461734,455593,467882,550651,793826,642703,677982,823183,609726,461459,741309,500786,480027,667373,408846,542978,503525,759139,713338,676658,528036,863226,535488,767385,824800,637636,443119,753067,804259,694033,900372,696813,290253,418936,1208118,607245
87,703124,570584,649262,434607,461980,455776,468043,550821,793952,642891,678166,823358,609934,461659,741504,500984,480210,667504,409102,543229,503688,759400,713581,676921,528174,863440,535677,767652,824944,637830,443331,753276,804456,694288,900589,696983,290456,419157,1208294,607456
88,703347,570807,649459,434823,462195,455962,468230,551023,794211,643194,678324,823582,610190,461828,741697,501196,480459,667722,409215,543421,503845,759528,713730,677069,528409,863642,535844,767781,825118,638030,443549,753442,804686,694570,900817,697188,290650,419296,1208487,607617
89,703549,571000,649665,435024,462397,456180,468417,551168,794382,643294,678529,823732,610396,462067,741893,501351,480578,667904,409477,543593,503997,759747,713967,677291,528663,863785,536091,767984,825293,638249,443738,753668,804840,694760,901055,697389,290821,419485,1208778,607897
90,703723,571208,649895,435266,462659,456362,468580,551401,794631,643452,678740,823983,610627,462352,742109,501534,480802,668086,409693,543777,504144,759989,714166,677511,528867,864001,536280,768157,825471,638500,443980,753879,805074,695017,901249,697574,291005,419714,1208944,608123
91,703937,571392,650093,435419,462853,456581,468797,551544,794805,643614,678903,824169,610895,462546,742337,501815,480959,668265,409869,544005,504291,760166,714367,677707,529059,864192,536506,768352,825634,638651,444197,754090,805277,695246,901450,697755,291231,419890,1209252,608351
92,704099,571591,650266,435662,463070,456808,468937,551720,795049,643956,679078,824354,611129,462760,742476,501988,481207,668440,410054,544258,504467,760362,714564,677921,529286,864432,536719,768512,825813,638893,444389,754283,805482,695447,901644,697953,291408,420029,1209326,608552
93,704353,571784,650493,435837,463190,457010,469127,551893,795234,644066,679261,824539,611311,462943,742665,502186,481401,668554,410257,544439,504665,760549,714706,678150,529465,864591,536943,768690,826004,639090,444633,754511,805673,695697,901900,698124,291578,420242,1209619,608729
94,704555,571976,650697,436060,463410,457219,469340,552066,795487,644215,679443,824701,611528,463147,742848,502383,481578,668728,410440,544636,504804,760733,714916,678374,529583,864772,537112,768847,826172,639301,444847,754715,805902,695863,902094,698283,291766,420391,1209744,608962
95,704754,572166,650869,436281,463617,457339,469528,552238,795665,644406,679639,824900,611784,463377,742980,502551,481750,668860,410648,544828,504993,760952,715081,678596,529909,864923,537286,769006,826342,639562,445057,754876,806092,696107,902371,698503,291923,420605,1209896,609216
96,704974,572375,651091,436480,463824,457606,469715,552406,795883,644590,679814,825088,612040,463603,743229,502737,481939,669031,410809,545000,505217,761165,715317,678836,530151,865096,537517,769181,826519,639773,445302,755106,806323,696303,902522,698713,292153,420787,1210078,609431
97,705196,572550,651284,436647,464019,457834,469862,552607,796054,644747,679980,825311,612233,463754,743435,502920,482191,669226,411040,545283,505360,761279,715535,679111,530376,865297,537738,769435,826703,639948,445533,755303,806515,696538,902817,698918,292329,420912,1210340,609680
98,705364,572746,651527,436872,464256,458000,470069,552760,796252,644936,680131,825482,612429,463893,743602,503141,482331,669379,411208,545444,505544,761488,715740,679325,530573,865492,537983,769598,826878,640138,445789,755485,806731,696698,902995,699126,292528,421135,1210531,609924
99,705605,572981,651727,437119,464443,458166,470255,552943,796440,645174,680285,825671,612645,464096,743780,503307,482521,669570,411408,545640,505695,761763,715918,679565,530815,865676,538230,769800,827061,640417,445974,755699,806911,696991,903155,699337,292690,421311,1210732,610138
100,705802,573185,651909,437291,464729,458424,470410,553146,796665,645366,680477,825891,612836,464341,743973,503490,482717,669779,411570,545858,505867,761992,716112,679773,531000,865848,538442,770017,827177,640580,446163,755930,807137,697165,903372,699524,292929,421485,1210941,610317
101,706025,573318,652136,437454,464908,458601,470604,553304,796953,645561,680674,826084,613095,464580,744230,503713,482879,670000,411773,546068,506004,762160,716285,680012,531189,866038,538592,770189,827361,640820,446382,756097,807294,697416,903623,699696,293184,421648,1211243,610521
102,706244,573570,652311,437646,465103,458811,470794,553526,797083,645763,680893,826305,613321,464789,744454,503938,483131,670160,411980,546279,506169,762392,716520,680221,531473,866193,538800,770380,827559,640995,446578,756295,807587,697654,903835,699923,293411,421839,1211339,610794
103,706468,573767,652524,437849,465263,459015,471010,553659,797309,646020,681067,826501,613588,464999,744663,504148,483384,670312,412237,546477,506350,762596,716688,680462,531615,866464,539042,770572,827714,641164,446796,756487,807823,697915,904032,700183,293554,422051,1211539,611020
104,706674,573968,652776,438007,465537,459236,471155,553875,797533,646149,681228,826709,613834,465202,744790,504391,483605,670533,412414,546696,506489,762776,716880,680669,531824,866625,539196,770704,827873,641449,447007,756684,807996,698084,904278,700365,293783,422262,1211775,611261
105,706851,574165,652961,438183,465680,459522,471393,554078,797753,646386,681401,826876,614027,465415,745031,504501,483779,670730,412596,546882,506650,762981,717077,680879,531985,866798,539404,770900,827997,641597,447257,756865,808217,698388,904468,700583,293960,422482,1212041,611478
106,707068,574337,653192,438376,465899,459681,471523,554249,797953,646550,681606,827120,614282,465667,745289,504757,484006,670904,412803,547090,506774,763146,717232,681071,532181,866972,539598,771058,828168,641777,447496,757057,808413,698597,904702,700724,294219,422663,1212163,611717
107,707248,574509,653404,438534,466090,459844,471695,554469,798204,646687,681829,827285,614524,465896,745512,504934,484196,671099,413008,547333,506928,763353,717415,681277,532407,867161,539808,771230,828356,641976,447743,757294,808634,698781,904900,700904,294411,422831,1212320,611908
108,707389,574692,653523,438757,466234,460049,471877,554658,798376,646843,682008,827528,614746,466087,745738,505150,484445,671244,413260,547520,507082,763566,717599,681527,532613,867328,540012,771410,828509,642154,447956,757457,808838,699000,905095,701157,294601,422977,1212568,612089
109,707585,574894,653705,438934,466390,460212,472052,554795,798515,647041,682168,827718,614998,466286,745943,505364,484632,671399,413437,547743,507217,763762,717746,681704,532794,867506,540192,771609,828688,642388,448152,757655,809032,699206,905239,701335,294829,423176,1212757,612336
110,707779,575068,653971,439100,466631,460432,472236,555002,798672,647203,682347,827923,615212,466503,746143,505517,484864,671557,413610,547938,507357,763958,717937,681906,532995,867793,540411,771768,828863,642595,448374,757844,809209,699369,905447,701562,294991,423339,1212985,612545
111,707973,575235,654121,439292,466817,460564,472434,555171,798857,647436,682531,828129,615385,466691,746292,505785,485092,671778,413825,548182,507527,764200,718126,682152,533162,868001,540541,771984,829063,642807,448565,758042,809389,699587,905702,701727,295176,423531,1213127,612717
112,708187,575414,654301,439506,467000,460767,472576,555386,799128,647551,682695,828328,615639,466912,746514,505975,485315,671885,414071,548326,507659,764403,718325,682326,533418,868166,540772,772132,829219,643026,448814,758205,809568,699816,905917,701915,295374,423709,1213341,612939
113,708394,575566,654523,439716,467270,460884,472723,555539,799233,647774,682872,828557,615853,467080,746673,506241,485528,672085,414200,548551,507859,764635,718589,682571,533603,868375,541061,772367,829383,643230,448983,758385,809770,700045,906136,702090,295536,423879,1213554,613153
114,708564,575751,654693,439896,467465,461047,472857,555732,799516,647955,683080,828702,616054,467332,746875,506354,485670,672276,414368,548719,507950,764826,718715,682806,533806,868512,541266,772537,829525,643436,449189,758610,809968,700254,906300,702297,295706,424053,1213725,613343
115,708742,575968,654853,440106,467624,461311,473059,555860,799716,648149,683261,828893,616283,467546,747120,506590,485907,672403,414574,548928,508146,765021,718946,683019,533998,868766,541447,772759,829695,643672,449379,758808,810156,700473,906553,702486,295908,424223,1214003,613548
116,708937,576171,655051,440238,467882,461477,473199,556039,799919,648342,683393,829068,616508,467707,747340,506784,486134,672547,414685,549198,508307,765250,719143,683221,534181,868974,541648,772925,829864,643871,449622,758974,810389,700683,906780,702667,296083,424462,1214189,613771
117,709117,576351,655233,440446,468069,461656,473439,556190,800089,648510,683629,829254,616689,467935,747537,506977,486249,672786,414916,549354,508441,765461,719323,683412,534422,869181,541827,773081,830065,644102,449858,759143,810574,700931,906974,702873,296333,424617,1214421,613934
118,709323,576563,655437,440599,468240,461859,473623,556422,800337,648714,683819,829441,616910,468137,747719,507264,486470,673002,415105,549539,508619,765697,719545,683681,534651,869362,542021,773273,830218,644326,450055,759324,810805,701124,907162,703168,296442,424783,1214723,614176
119,709518,576742,655619,440832,468420,462078,473773,556663,800537,648841,683989,829661,617167,468345,747958,507442,486718,673168,415309,549781,508783,765869,719724,683877,534888,869546,542269,773438,830378,644571,450222,759532,810992,701320,907394,703239,296623,424997,1214810,614384
120,709681,576932,655810,441037,468596,462268,473969,556808,800724,649063,684189,829874,617354,468555,748200,507619,486957,673355,415498,550023,508915,766091,719938,684103,535073,869760,542490,773648,830546,644721,450459,759740,811190,701543,907594,703468,296767,425145,1215051,614587
121,709870,577109,655966,441180,468783,462473,474138,556996,800938,649211,684345,830098,617618,468726,748397,507785,487141,673594,415699,550202,509089,766267,720110,684279,535292,869937,542678,773851,830697,644946,450661,759928,811380,701737,907824,703643,296951,425338,1215241,614822
122,710071,577273,656175,441417,469004,462675,474375,557155,801112,649447,684559,830301,617833,468951,748588,507982,487355,673716,415927,550437,509242,766460,720285,684511,535514,870119,542876,774030,830820,645147,450870,760167,811581,701956,908013,703846,297177,425489,1215414,614977
123,710309,577503,656373,441635,469250,462853,474583,557343,801347,649616,684727,830517,618070,469147,748771,508227,487572,673848,416081,550659,509405,766661,720466,684683,535716,870335,543097,774191,831034,645347,451037,760403,811726,702135,908199,704019,297333,425676,1215598,615123
124,710451,577673,656589,441871,469486,463013,474739,557553,801535,649823,684903,830704,618273,469326,748947,508407,487725,674059,416250,550807,509569,766884,720638,684974,535970,870549,543290,774365,831222,645597,451255,760538,811948,702397,908390,704213,297509,425815,1215780,615395
125,710688,577809,656791,442011,469622,463206,474930,557708,801785,650011,685109,830899,618470,469571,749208,508585,487908,674237,416508,551010,509784,767103,720843,685189,536141,870703,543534,774543,831406,645794,451438,760752,812130,702622,908616,704390,297684,426038,1216001,615607
126,710902,578083,657043,442196,469850,463355,475111,557865,801978,650123,685319,831163,618731,469811,749314,508793,488103,674380,416660,551234,509943,767348,720985,685416,536310,870900,543745,774721,831598,646022,451671,760976,812341,702874,908783,704561,297914,426226,1216208,615796
127,711139,578292,657261,442417,470118,463626,475284,558042,802244,650284,685482,831390,618998,469986,749575,509031,488331,674568,416822,551430,510099,767544,721231,685641,536549,871054,543943,774906,831696,646206,451856,761167,812544,703088,908981,704785,298121,426354,1216414,616003
128,711365,578464,657431,442620,470290,463853,475426,558251,802439,650482,685671,831584,619188,470215,749748,509199,488537,674774,417043,551637,510272,767767,721413,685802,536744,871191,544186,775091,831887,646415,452040,761390,812734,703337,909237,704980,298273,426556,1216617,616238
129,711563,578651,657603,442822,470474,464013,475571,558380,802623,650764,685875,831810,619408,470415,749938,509393,488728,674885,417229,551827,510435,767969,721607,686058,536979,871389,544379,775284,832084,646656,452260,761577,812952,703586,909383,705213,298476,426742,1216828,616442
130,711808,578824,657814,442999,470705,464233,475763,558560,802795,650947,686065,832027,619654,470632,750148,509636,488971,675127,417443,552057,510566,768184,721783,686355,537191,871612,544583,775464,832255,646885,452473,761805,813134,703738,909616,705371,298663,426892,1217045,616646
131,711982,579003,658005,443167,470995,464448,475982,558728,802960,651144,686256,832262,619858,470852,750340,509838,489172,675355,417706,552231,510740,768379,721980,686513,537355,871774,544720,775654,832433,647038,452713,762025,813357,703995,909815,705567,298838,427090,1217261,616818
132,712206,579196,658155,443352,471109,464564,476193,558931,803106,651286,686477,832463,620115,471066,750592,510028,489375,675541,417913,552458,510916,768586,722214,686750,537554,871960,544967,775795,832608,647264,452937,762215,813546,704212,910084,705785,299018,427261,1217446,617065
133,712392,579359,658383,443537,471318,464749,476278,559140,803308,651418,686683,832661,620355,471309,750820,510251,489547,675701,418090,552691,511083,768806,722392,686962,537833,872155,545188,776002,832777,647453,453184,762372,813785,704467,910249,705995,299250,427478,1217630,617302
134,712569,579542,658519,443711,471468,464909,476496,559260,803437,651656,686879,832843,620618,471562,750993,510440,489767,675913,418262,552916,511225,769056,722571,687176,538042,872340,545363,776166,832925,647643,453394,762583,814024,704649,910426,706233,299431,427635,1217853,617511
135,712769,579743,658656,443913,471702,465087,476680,559486,803626,651867,687070,833113,620864,471759,751208,510671,490061,676064,418465,553151,511374,769254,722729,687357,538241,872536,545502,776316,833113,647848,453614,762745,814177,704881,910696,706435,299640,427817,1218057,617745
136,712948,579921,658866,444056,471923,465293,476831,559626,803835,652050,687261,833282,621084,471940,751445,510839,490236,676228,418685,553380,511503,769451,722889,687624,538427,872718,545745,776521,833210,647976,453852,762954,814416,705110,910838,706668,299867,427992,1218253,617945
137,713121,580116,659093,444277,472086,465503,476934,559786,804105,652194,687419,833491,621279,472155,751665,511047,490413,676349,418867,553533,511630,769650,723051,687803,538605,872839,545934,776652,833377,648251,454056,763171,814585,705363,911083,706918,300022,428176,1218446,618213
138,713303,580349,659228,444481,472268,465631,477132,559999,804258,652391,687595,833678,621493,472316,751849,511221,490609,676519,419002,553732,511800,769861,723267,687997,538793,873081,546097,776789,833511,648370,454310,763358,814764,705504,911269,707021,300188,428367,1218668,618438
139,713477,580514,659443,444677,472474,465814,477345,560112,804474,652582,687780,833865,621664,472529,751994,511373,490777,676746,419184,553906,511940,770023,723413,688174,539013,873236,546294,776989,833670,648552,454536,763515,815008,705756,911566,707245,300401,428584,1218848,618710
140,713688,580715,659604,444920,472674,465999,477524,560251,804665,652811,687939,834068,621861,472667,752209,511604,490984,676900,419342,554111,512112,770284,723621,688370,539224,873422,546496,777194,833805,648776,454767,763751,815240,705981,911748,707486,300608,428810,1219086,618931
141,713895,580904,659814,445085,472836,466175,477763,560465,804893,653019,688102,834265,622073,472856,752350,511798,491171,677071,419573,554310,512253,770470,723777,688554,539435,873628,546666,777313,833928,648952,454999,763915,815438,706240,911985,707703,300862,429005,1219294,619177
142,714094,581081,660001,445268,473026,466398,477950,560666,805169,653215,688348,834454,622292,473079,752606,512012,491421,677237,419720,554511,512427,770658,723968,688770,539623,873839,546857,777487,834145,649125,455193,764081,815644,706473,912164,707908,301031,429178,1219508,619386
143,714315,581346,660236,445464,473224,466611,478117,560872,805350,653448,688486,834673,622534,473267,752860,512224,491584,677421,419911,554822,512554,770864,724138,688938,539815,874004,547016,777653,834272,649328,455370,764260,815775,706652,912393,708097,301240,429352,1219690,619627
144,714573,581519,660498,445671,473435,466822,478353,561053,805633,653636,688683,834874,622757,473493,753007,512424,491796,677595,420106,554952,512711,771067,724344,689159,540020,874138,547252,777838,834422,649560,455597,764467,816000,706843,912608,708340,301460,429520,1219918,619799
145,714725,581741,660652,445864,473637,467034,478498,561270,805869,653775,688866,835067,622997,473739,753214,512588,492006,677768,420300,555091,512854,771272,724513,689367,540183,874439,547383,778018,834588,649776,455827,764652,816165,707079,912794,708510,301625,429712,1220139,620061
146,714939,581926,660901,446019,473876,467195,478653,561434,806054,653991,689000,835241,623228,473893,753425,512847,492218,677941,420426,555362,513015,771491,724720,689551,540364,874599,547626,778172,834737,649943,456014,764841,816391,707257,913014,708657,301778,429986,1220384,620274
147,715170,582136,661059,446295,474086,467407,478846,561619,806234,654221,689173,835440,623436,474117,753601,513008,492337,678124,420616,555511,513124,771663,724878,689734,540576,874805,547763,778318,834881,650185,456283,765025,816541,707473,913259,708896,302070,430115,1220579,620461
148,715409,582288,661289,446471,474341,467654,479011,561765,806461,654356,689335,835641,623693,474289,753786,513212,492591,678259,420806,555717,513298,771890,725094,689990,540784,874996,547982,778537,835082,650406,456518,765238,816810,707668,913458,709087,302230,430272,1220806,620681
149,715580,582481,661488,446670,474539,467833,479206,561955,806617,654517,689529,835816,623853,474496,753999,513380,492748,678463,420959,555951,513465,772055,725294,690170,541044,875191,548142,778694,835193,650591,456742,765475,817053,707899,913665,709295,302391,430521,1220957,620933
150,715796,582692,661673,446871,474717,468000,479392,562164,806836,654779,689685,836035,624111,474717,754164,513561,492970,678635,421147,556236,513639,772323,725468,690408,541230,875378,548359,778853,835375,650785,456966,765664,817227,708149,913857,709502,302582,430692,1221147,621087
151,715995,582856,661778,447041,474906,468197,479630,562310,807024,655004,689866,836288,624344,474911,754401,513792,493170,678792,421404,556373,513804,772498,725626,690619,541476,875550,548578,779035,835562,651019,457123,765857,817402,708333,914030,709632,302811,430824,1221355,621277
152,716193,583079,661989,447291,475128,468443,479749,562556,807268,655141,690047,836471,624584,475139,754640,514033,493393,678944,421560,556549,513985,772695,725843,690852,541651,875758,548732,779244,835718,651255,457371,766080,817593,708520,914248,709818,302951,431020,1221534,621489
153,716393,583235,662169,447470,475323,468608,479898,562722,807438,655295,690216,836652,624768,475335,754810,514205,493542,679123,421761,556742,514151,772955,726017,691061,541857,875936,548972,779424,835852,651429,457558,766245,817781,708753,914463,710043,303147,431195,1221756,621694
154,716522,583430,662338,447665,475479,468806,480083,562823,807640,655479,690388,836872,624981,475554,754979,514393,493719,679358,421939,556949,514312,773193,726203,691272,542129,876108,549167,779599,836035,651675,457785,766423,818001,708981,914661,710262,303310,431393,1221950,621975
155,716729,583611,662494,447894,475657,469005,480247,563035,807864,655708,690553,837089,625219,475725,755193,514609,493941,679505,422142,557144,514479,773425,726404,691517,542314,876286,549353,779841,836182,651870,457974,766658,818208,709274,914868,710479,303537,431567,1222158,622142
156,716971,583746,662671,448079,475911,469179,480420,563230,808113,655857,690735,837295,625427,475950,755391,514786,494151,679716,422322,557389,514599,773617,726576,691700,542560,876495,549558,779966,836379,652110,458189,766908,818405,709451,915079,710731,303704,431751,1222362,622369
157,717161,583982,662874,448259,476094,469343,480592,563369,808289,656106,690958,837464,625648,476191,755602,515019,494316,679868,422492,557568,514801,773844,726840,691912,542791,876676,549766,780202,836528,652275,458389,767078,818569,709689,915309,710901,303872,431969,1222504,622665
158,717406,584177,663078,448464,476318,469579,480743,563567,808510,656304,691125,837649,625900,476390,755773,515208,494498,680052,422669,557808,514959,774060,727037,692090,542917,876831,549955,780359,836727,652520,458572,767243,818796,709875,915524,711062,304077,432132,1222685,622804
159,717598,584381,663236,448701,476610,469801,480942,563770,808730,656474,691319,837876,626106,476617,755949,515389,494732,680210,422870,558059,515137,774262,727231,692327,543153,877016,550159,780513,836868,652727,458781,767441,819002,710081,915661,711246,304292,432271,1222949,623005
160,717773,584577,663491,448863,476759,469976,481105,563976,808929,656698,691507,838081,626326,476857,756154,515611,494922,680376,423065,558232,515282,774472,727424,692591,543395,877198,550346,780692,837067,652966,459046,767644,819223,710297,915896,711450,304472,432534,1223095,623365
161,717987,584747,663670,449028,476950,470204,481276,564224,809062,656890,691664,838336,626500,477054,756390,515808,495197,680532,423288,558458,515448,774678,727603,692786,543618,877370,550550,780902,837193,653187,459303,767850,819433,710567,916101,711693,304723,432705,1223284,623553
162,718176,584991,663879,449269,477167,470377,481471,564347,809277,657073,691807,838503,626782,477237,756557,516004,495382,680738,423437,558651,515615,774876,727790,693013,543771,877574,550799,781065,837345,653385,459501,768020,819635,710736,916322,711880,304868,432888,1223452,623799
163,718393,585174,664094,449432,477375,470579,481664,564564,809526,657244,691977,838679,627005,477449,756763,516200,495553,680912,423646,558846,515746,775119,727988,693258,544009,877701,550976,781276,837492,653617,459731,768230,819850,710986,916531,712100,305154,433053,1223652,623998
164,718569,585372,664276,449628,477606,470761,481824,564693,809752,657399,692139,838888,627282,477643,756924,516374,495743,681087,423852,559065,515878,775303,728155,693453,544211,877881,551176,781407,837655,653775,459973,768477,820052,711221,916740,712337,305359,433239,1223868,624227
165,718697,585577,664437,449785,477797,470913,482035,564864,809911,657619,692319,839057,627485,477854,757131,516573,495913,681270,424063,559230,516034,775535,728332,693646,544438,878056,551347,781629,837802,653962,460200,768640,820288,711391,916931,712512,305470,433427,1224076,624556
166,719003,585745,664663,449989,478036,471153,482171,565151,810112,657784,692534,839261,627703,478048,757315,516762,496134,681428,424286,559448,516172,775760,728513,693888,544623,878265,551530,781785,837951,654167,460420,768936,820511,711623,917175,712735,305649,433629,1224287,624654
167,719176,585880,664834,450226,478174,471320,482287,565309,810297,657969,692709,839467,627973,478229,757552,516976,496377,681637,424458,559595,516312,775986,728712,694089,544828,878448,551747,781937,838089,654364,460670,769107,820689,711888,917371,712925,305878,433763,1224468,624863
168,719377,586105,664983,450367,478374,471511,482515,565522,810583,658165,692913,839667,628164,478438,757701,517139,496513,681758,424683,559805,516447,776185,728893,694271,545044,878604,551931,782126,838259,654597,460860,769304,820896,712067,917569,713109,306023,433960,1224681,625074
169,719597,586259,665180,450627,478625,471707,482712,565684,810721,658354,693052,839877,628444,478615,757915,517358,496763,681972,424875,560017,516601,776364,729069,694520,545251,878775,552093,782288,838419,654781,461051,769469,821024,712292,917803,713303,306180,434168,1224872,625297
170,719802,586477,665354,450837,478793,471883,482854,565845,810983,658525,693214,840032,628613,478794,758078,517546,496910,682160,425018,560214,516747,776595,729281,694717,545436,878978,552285,782448,838593,654957,461299,769652,821290,712560,917978,713545,306424,434340,1225041,625614
171,720012,586670,665529,451050,479044,472040,483036,565995,811113,658799,693417,840191,628834,479050,758278,517731,497095,682324,425228,560407,516915,776825,729452,694922,545631,879143,552470,782622,838738,655156,461432,769839,821431,712761,918174,713728,306605,434473,1225230,625723
172,720239,586878,665711,451223,479204,472282,483270,566176,811422,658938,693592,840404,629046,479215,758448,517903,497310,682500,425422,560615,517029,776987,729621,695135,545794,879334,552675,782820,838893,655358,461644,770007,821675,712958,918351,713961,306769,434723,1225460,625950
173,720430,587037,665868,451407,479440,472495,483469,566374,811637,659150,693748,840586,629291,479436,758685,518093,497478,682704,425571,560804,517160,777168,729762,695322,546038,879579,552831,782963,839047,655553,461865,770203,821860,713187,918568,714169,306973,434913,1225647,626181
174,720659,587262,666088,451623,479641,472745,483668,566580,811886,659335,693942,840787,629512,479622,758872,518289,497692,682822,425815,561004,517323,777403,729958,695545,546224,879767,553060,783142,839235,655793,462117,770370,822077,713402,918791,714336,307136,435072,1225942,626414
175,720829,587422,666298,451829,479828,472944,483791,566800,812049,659523,694120,841000,629701,479805,759060,518491,497862,683040,425959,561196,517501,777650,730165,695766,546471,880011,553280,783352,839401,656016,462372,770591,822227,713625,918993,714579,307325,435293,1226136,626674
176,720983,587586,666465,452007,480011,473147,483964,566964,812241,659733,694323,841184,629939,480024,759272,518679,498031,683266,426147,561379,517679,777853,730382,696016,546628,880173,553491,783567,839571,656238,462612,770801,822481,713884,919209,714785,307552,435490,1226302,626938
177,721150,587796,666676,452191,480226,473310,484164,567153,812454,659911,694510,841369,630153,480250,759454,518889,498196,683394,426341,561583,517811,778029,730557,696231,546798,880389,553743,783746,839706,656421,462799,771009,822688,714098,919391,715000,307800,435651,1226503,627095
178,721384,587977,666868,452438,480433,473521,484323,567326,812678,660124,694654,841559,630407,480421,759712,519100,498409,683639,426518,561858,517933,778220,730745,696395,546996,880614,553911,783874,839860,656597,462997,771213,822864,714263,919583,715149,307965,435887,1226704,627335
