op,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
286,738997,604202,684024,468686,498328,490275,499544,582929,830299,676371,712164,860703,652133,499916,779095,538241,517802,700178,445122,581953,533485,798781,749647,717597,567173,897227,574191,801324,855956,676731,481797,786579,840768,733730,937003,732459,324589,451884,1243804,646297
287,738998,604202,684024,468686,498330,490275,499544,582930,830300,676372,712165,860705,652134,499916,779096,538242,517804,700179,445123,581954,533486,798784,749649,717598,567173,897227,574192,801325,855957,676732,481798,786579,840768,733733,937004,732461,324593,451884,1243805,646298
288,738998,604202,684024,468686,498331,490275,499545,582930,830301,676374,712166,860707,652136,499920,779096,538243,517805,700179,445123,581956,533486,798786,749650,717600,567176,897227,574194,801327,855958,676733,481799,786579,840769,733734,937004,732462,324595,451885,1243805,646299
289,738998,604202,684024,468686,498331,490275,499545,582933,830306,676375,712167,860708,652138,499922,779096,538244,517805,700179,445124,581957,533487,798787,749650,717601,567177,897227,574194,801327,855959,676734,481799,786579,840769,733737,937005,732464,324596,451885,1243805,646300
290,738998,604202,684026,468687,498332,490276,499545,582935,830310,676376,712167,860710,652138,499923,779097,538244,517806,700179,445124,581959,533487,798788,749653,717606,567178,897227,574196,801330,855960,676734,481800,786579,840770,733738,937006,732467,324599,451885,1243805,646301
291,738999,604202,684026,468687,498333,490276,499546,582936,830310,676377,712169,860711,652139,499924,779098,538245,517809,700180,445125,581960,533489,798790,749654,717608,567178,897227,574199,801332,855960,676734,481800,786579,840770,733740,937006,732468,324600,451885,1243805,646301
292,739000,604202,684026,468687,498335,490276,499547,582937,830311,676377,712171,860712,652139,499924,779099,538246,517809,700180,445125,581963,533489,798793,749655,717608,567179,897227,574199,801332,855961,676735,481802,786579,840771,733742,937007,732469,324602,451886,1243806,646302
293,739000,604202,684026,468687,498336,490276,499547,582938,830312,676378,712171,860715,652140,499928,779099,538247,517810,700180,445126,581963,533489,798794,749655,717610,567181,897227,574201,801334,855962,676737,481802,786579,840771,733744,937007,732471,324604,451886,1243806,646303
294,739000,604202,684027,468687,498336,490276,499547,582941,830316,676378,712172,860715,652142,499929,779099,538247,517810,700180,445126,581965,533490,798796,749655,717613,567182,897227,574202,801335,855963,676738,481802,786579,840771,733745,937008,732473,324604,451886,1243806,646304
295,739001,604202,684028,468688,498337,490277,499548,582942,830319,676379,712173,860717,652142,499929,779101,538247,517812,700180,445126,581967,533492,798796,749657,717616,567183,897227,574204,801337,855964,676738,481803,786579,840772,733745,937009,732475,324607,451886,1243806,646305
296,739001,604202,684028,468688,498338,490277,499548,582944,830320,676380,712174,860718,652143,499930,779103,538248,517814,700181,445127,581968,533493,798800,749658,717618,567183,897227,574206,801339,855965,676738,481804,786579,840772,733748,937009,732477,324609,451886,1243806,646306
297,739002,604202,684028,468688,498341,490277,499549,582944,830320,676380,712176,860720,652144,499932,779103,538249,517814,700181,445127,581970,533493,798802,749658,717618,567185,897227,574207,801340,855965,676738,481805,786579,840773,733749,937010,732478,324610,451887,1243807,646306
298,739002,604202,684028,468688,498341,490277,499549,582947,830322,676380,712177,860722,652146,499935,779103,538250,517815,700181,445128,581970,533493,798803,749658,717620,567186,897227,574208,801341,855966,676740,481805,786579,840773,733752,937010,732480,324612,451887,1243807,646307
299,739002,604202,684029,468689,498341,490277,499549,582948,830326,676381,712177,860722,652146,499935,779103,538250,517815,700181,445128,581972,533493,798804,749659,717625,567188,897227,574210,801343,855968,676740,481805,786579,840774,733752,937011,732481,324612,451887,1243807,646308
300,739003,604202,684030,468689,498343,490278,499550,582950,830328,676382,712178,860724,652147,499935,779104,538250,517817,700181,445128,581974,533494,798805,749660,717627,567188,897227,574212,801345,855968,676740,481806,786579,840774,733752,937012,732483,324615,451887,1243807,646309
301,739004,604202,684030,468689,498344,490278,499550,582951,830329,676382,712180,860726,652147,499936,779105,538251,517819,700182,445129,581975,533496,798808,749661,717628,567188,897227,574213,801346,855969,676740,481807,786579,840774,733755,937013,732485,324617,451887,1243808,646310
302,739004,604202,684030,468689,498346,490278,499551,582951,830329,676382,712181,860729,652148,499940,779105,538252,517820,700182,445129,581977,533496,798811,749661,717630,567191,897227,574215,801348,855969,676741,481808,786579,840775,733757,937013,732486,324618,451888,1243808,646311
303,739004,604202,684030,468689,498346,490278,499551,582954,830332,676382,712182,860730,652150,499941,779105,538253,517820,700182,445130,581978,533496,798812,749661,717631,567192,897227,574215,801348,855970,676742,481808,786579,840775,733758,937013,732488,324620,451888,1243808,646311
304,739004,604202,684032,468690,498347,490279,499551,582956,830336,676383,712182,860731,652150,499941,779105,538253,517821,700182,445130,581980,533496,798813,749662,717635,567193,897227,574217,801351,855972,676742,481809,786579,840776,733758,937015,732490,324622,451888,1243808,646313
305,739005,604202,684032,468690,498348,490279,499552,582957,830337,676383,712184,860733,652151,499942,779106,538254,517824,700183,445130,581981,533497,798815,749663,717638,567193,897227,574220,801353,855972,676742,481809,786579,840776,733760,937015,732492,324624,451888,1243808,646314
306,739006,604202,684032,468690,498351,490279,499552,582958,830338,676383,712185,860734,652151,499942,779107,538255,517824,700183,445131,581983,533497,798817,749664,717638,567194,897227,574220,801353,855973,676742,481811,786579,840776,733762,937016,732493,324626,451888,1243809,646314
307,739006,604202,684032,468690,498351,490279,499553,582960,830339,676383,712186,860736,652152,499946,779107,538256,517825,700183,445132,581984,533497,798818,749664,717640,567195,897227,574222,801355,855974,676744,481811,786579,840777,733764,937016,732496,324628,451889,1243809,646315
308,739006,604202,684032,468690,498351,490279,499553,582961,830343,676383,712187,860736,652154,499947,779107,538256,517826,700183,445132,581986,533497,798820,749664,717641,567196,897227,574222,801355,855975,676744,481811,786579,840777,733764,937017,732497,324628,451889,1243809,646316
309,739006,604202,684034,468691,498353,490279,499554,582963,830346,676384,712187,860738,652154,499947,779108,538256,517826,700183,445132,581987,533498,798820,749666,717646,567197,897227,574224,801358,855976,676744,481812,786579,840778,733764,937018,732499,324631,451889,1243809,646317
310,739008,604202,684034,468691,498353,490279,499554,582964,830346,676384,712189,860739,652155,499948,779108,538257,517828,700184,445133,581988,533498,798823,749667,717648,567197,897227,574227,801360,855977,676744,481812,786579,840778,733765,937019,732501,324633,451889,1243810,646317
311,739008,604202,684034,468691,498355,490279,499555,582965,830347,676384,712191,860740,652155,499951,779109,538257,517828,700184,445133,581991,533498,798824,749667,717648,567199,897227,574227,801361,855977,676744,481814,786579,840779,733767,937019,732502,324634,451890,1243810,646317
312,739008,604202,684034,468691,498355,490279,499555,582967,830349,676384,712192,860742,652157,499953,779109,538258,517829,700184,445134,581991,533498,798825,749667,717650,567199,897227,574229,801362,855978,676745,481814,786579,840779,733769,937019,732503,324636,451890,1243810,646318
313,739008,604202,684036,468692,498355,490279,499556,582968,830352,676384,712192,860742,652158,499953,779109,538258,517829,700184,445134,581993,533498,798826,749668,717653,567201,897227,574230,801364,855980,676745,481814,786579,840779,733769,937020,732504,324636,451890,1243810,646319
314,739009,604202,684036,468692,498356,490279,499556,582969,830353,676385,712193,860744,652158,499953,779110,538259,517830,700184,445134,581995,533499,798826,749669,717657,567201,897227,574233,801366,855980,676745,481815,786579,840780,733770,937021,732506,324639,451890,1243810,646320
315,739009,604202,684036,468692,498357,490279,499556,582971,830354,676385,712194,860746,652159,499954,779111,538259,517831,700185,445135,581996,533499,798828,749670,717658,567201,897227,574234,801367,855980,676745,481816,786579,840780,733772,937021,732508,324641,451890,1243810,646320
316,739009,604202,684036,468692,498358,490279,499556,582971,830354,676385,712195,860746,652160,499956,779111,538259,517831,700185,445135,581998,533499,798829,749670,717659,567203,897227,574236,801369,855980,676746,481817,786579,840781,733773,937021,732509,324642,451891,1243810,646320
317,739009,604202,684037,468692,498358,490279,499556,582973,830357,676385,712196,860748,652162,499958,779111,538260,517832,700185,445136,581999,533499,798831,749670,717661,567204,897227,574236,801369,855981,676746,481817,786579,840781,733774,937021,732510,324644,451891,1243810,646321
318,739009,604202,684037,468692,498359,490279,499556,582975,830360,676386,712196,860749,652162,499958,779111,538260,517832,700185,445136,582000,533499,798831,749672,717665,567205,897227,574238,801371,855983,676746,481818,786579,840782,733774,937023,732512,324646,451891,1243810,646322
319,739010,604202,684037,468692,498359,490279,499556,582976,830360,676386,712198,860750,652163,499959,779112,538260,517834,700185,445136,582002,533500,798831,749672,717668,567205,897227,574241,801373,855983,676746,481819,786579,840782,733774,937023,732514,324648,451891,1243810,646323
320,739010,604202,684037,468692,498360,490279,499556,582977,830361,676386,712199,860752,652163,499959,779113,538260,517834,700186,445137,582003,533500,798833,749673,717668,567206,897227,574241,801373,855983,676746,481820,786579,840782,733775,937023,732515,324650,451891,1243810,646324
321,739010,604202,684037,468692,498360,490279,499556,582977,830361,676386,712199,860754,652164,499962,779113,538260,517835,700186,445138,582005,533500,798834,749673,717670,567207,897227,574242,801375,855984,676747,481820,786579,840783,733776,937023,732517,324652,451892,1243810,646324
322,739010,604202,684037,468692,498360,490279,499556,582979,830365,676386,712200,860754,652166,499963,779113,538261,517835,700186,445138,582007,533500,798835,749673,717671,567208,897227,574242,801375,855985,676747,481820,786579,840783,733777,937024,732518,324652,451892,1243810,646325
323,739010,604202,684037,468692,498361,490279,499556,582981,830367,676387,712200,860756,652166,499963,779113,538261,517835,700186,445138,582008,533501,798835,749674,717676,567209,897227,574244,801377,855986,676747,481820,786579,840784,733777,937025,732520,324655,451892,1243810,646326
324,739011,604202,684037,468692,498361,490279,499556,582982,830367,676387,712202,860757,652167,499964,779114,538261,517837,700187,445139,582010,533501,798837,749675,717678,567209,897227,574247,801379,855986,676747,481820,786579,840784,733777,937025,732521,324656,451892,1243810,646326
325,739011,604202,684037,468692,498362,490279,499556,582983,830368,676387,712203,860758,652167,499965,779115,538261,517837,700187,445139,582012,533501,798837,749675,717678,567211,897227,574247,801379,855986,676747,481821,786579,840785,733779,937025,732523,324658,451893,1243810,646326
326,739011,604202,684037,468692,498362,490279,499556,582984,830369,676387,712203,860760,652168,499967,779115,538262,517838,700187,445140,582012,533501,798839,749675,717680,567211,897227,574248,801381,855987,676748,481821,786579,840785,733780,937025,732524,324660,451893,1243810,646326
327,739011,604202,684037,468692,498362,490279,499556,582986,830373,676387,712204,860760,652170,499968,779115,538262,517838,700187,445140,582014,533501,798839,749675,717682,567212,897227,574249,801382,855988,676748,481821,786579,840785,733780,937026,732525,324660,451893,1243810,646327
328,739012,604202,684037,468692,498363,490279,499556,582987,830374,676388,712205,860762,652170,499968,779116,538262,517839,700187,445140,582016,533502,798840,749676,717686,567213,897227,574252,801384,855988,676748,481821,786579,840786,733780,937027,732527,324663,451893,1243810,646328
329,739012,604202,684037,468692,498363,490279,499556,582989,830375,676388,712206,860763,652171,499969,779117,538262,517840,700188,445141,582016,533502,798841,749677,717687,567213,897227,574253,801385,855988,676748,481822,786579,840787,733781,937027,732529,324665,451893,1243810,646328
330,739012,604202,684037,468692,498364,490279,499556,582989,830375,676388,712207,860764,652172,499971,779117,538262,517840,700188,445141,582018,533502,798842,749677,717688,567215,897227,574254,801387,855988,676748,481822,786579,840787,733781,937027,732530,324666,451894,1243810,646328
331,739012,604202,684037,468692,498364,490279,499556,582991,830377,676388,712208,860766,652173,499972,779117,538263,517841,700188,445142,582018,533502,798842,749677,717689,567215,897227,574254,801387,855989,676749,481822,786579,840787,733782,937027,732532,324668,451894,1243810,646330
332,739012,604202,684037,468692,498364,490279,499556,582992,830380,676389,712208,860766,652174,499972,779117,538263,517841,700188,445142,582020,533502,798842,749678,717693,567217,897227,574257,801389,855990,676749,481822,786579,840788,733782,937028,732533,324670,451894,1243810,646330
333,739013,604202,684037,468692,498365,490279,499556,582994,830381,676389,712209,860768,652174,499972,779118,538263,517842,700188,445142,582022,533503,798843,749678,717695,567217,897227,574258,801390,855990,676749,481822,786579,840788,733782,937029,732534,324671,451894,1243810,646330
334,739013,604202,684037,468692,498365,490279,499556,582995,830382,676389,712210,860770,652176,499973,779119,538263,517843,700189,445143,582022,533503,798843,749679,717696,567217,897227,574259,801391,855990,676749,481823,786579,840788,733783,937029,732536,324674,451894,1243810,646330
335,739013,604202,684037,468692,498366,490279,499556,582995,830382,676389,712210,860771,652177,499974,779119,538263,517844,700189,445143,582024,533503,798844,749679,717698,567219,897227,574260,801393,855991,676750,481823,786579,840788,733783,937029,732537,324675,451895,1243810,646330
336,739013,604202,684037,468692,498366,490279,499556,582997,830385,676389,712211,860772,652178,499975,779119,538264,517844,700189,445144,582025,533503,798844,749679,717699,567220,897227,574260,801393,855991,676750,481823,786579,840788,733784,937030,732538,324676,451895,1243810,646330
337,739013,604202,684037,468692,498367,490279,499556,582999,830388,676390,712211,860773,652178,499975,779120,538264,517844,700189,445144,582027,533503,798844,749680,717703,567221,897227,574262,801395,855992,676750,481823,786579,840789,733784,937031,732540,324679,451895,1243810,646330
338,739014,604202,684037,468692,498368,490279,499556,583000,830388,676390,712212,860775,652179,499976,779120,538264,517846,700190,445144,582029,533504,798844,749680,717705,567221,897227,574264,801397,855992,676750,481823,786579,840789,733784,937031,732541,324680,451895,1243810,646330
339,739014,604202,684037,468692,498368,490279,499556,583001,830389,676390,712213,860776,652179,499976,779121,538264,517846,700190,445145,582030,533504,798844,749681,717705,567222,897227,574264,801397,855992,676750,481824,786579,840789,733785,937031,732542,324682,451896,1243810,646330
340,739014,604202,684037,468692,498368,490279,499556,583002,830391,676391,712213,860778,652179,499977,779121,538265,517847,700190,445146,582030,533504,798845,749681,717707,567223,897227,574265,801399,855993,676751,481824,786579,840789,733786,937031,732544,324684,451896,1243810,646330
341,739014,604202,684037,468692,498368,490279,499556,583003,830393,676391,712214,860778,652180,499978,779121,538265,517847,700190,445146,582032,533504,798845,749681,717709,567224,897227,574266,801400,855993,676751,481824,786579,840789,733786,937032,732544,324684,451896,1243810,646330
342,739015,604202,684037,468692,498369,490279,499556,583005,830395,676391,712214,860781,652180,499978,779121,538265,517848,700190,445146,582033,533505,798845,749682,717711,567225,897227,574267,801401,855994,676751,481824,786579,840790,733786,937033,732546,324687,451896,1243810,646330
343,739015,604202,684037,468692,498369,490279,499556,583007,830396,676391,712215,860781,652181,499979,779122,538265,517849,700191,445147,582034,533505,798846,749683,717713,567225,897227,574269,801403,855994,676751,481825,786579,840790,733787,937033,732548,324689,451896,1243810,646330
344,739015,604202,684037,468692,498369,490279,499556,583007,830396,676391,712216,860783,652181,499980,779122,538265,517849,700191,445147,582035,533505,798846,749683,717713,567227,897227,574269,801404,855994,676751,481825,786579,840790,733788,937034,732549,324690,451897,1243810,646330
345,739015,604202,684037,468692,498369,490279,499556,583009,830398,676391,712217,860784,652181,499981,779122,538266,517850,700191,445148,582035,533505,798846,749683,717716,567227,897227,574270,801405,855995,676752,481825,786579,840790,733788,937035,732550,324692,451897,1243810,646330
346,739015,604202,684037,468692,498369,490279,499556,583010,830400,676391,712218,860784,652182,499981,779122,538266,517850,700191,445148,582037,533506,798846,749684,717719,567229,897227,574272,801407,855996,676752,481825,786579,840791,733788,937035,732550,324692,451897,1243810,646330
347,739016,604202,684037,468692,498370,490279,499556,583012,830401,676391,712218,860786,652182,499981,779122,538266,517851,700191,445148,582039,533506,798846,749685,717720,567229,897227,574273,801408,855996,676752,481825,786579,840791,733788,937035,732552,324696,451897,1243810,646330
348,739016,604202,684037,468692,498370,490279,499556,583013,830402,676391,712219,860787,652183,499983,779123,538266,517852,700192,445149,582039,533506,798846,749685,717721,567229,897227,574274,801409,855996,676752,481826,786579,840791,733789,937035,732554,324698,451897,1243810,646330
349,739016,604202,684037,468692,498370,490279,499556,583013,830403,676391,712219,860787,652183,499983,779123,538266,517853,700192,445149,582040,533506,798846,749685,717722,567231,897227,574275,801411,855996,676753,481826,786579,840791,733789,937035,732555,324698,451898,1243810,646330
350,739016,604202,684037,468692,498370,490279,499556,583015,830405,676391,712220,860788,652184,499984,779123,538267,517854,700192,445150,582041,533506,798846,749685,717723,567232,897227,574275,801411,855997,676753,481826,786579,840791,733789,937035,732556,324701,451898,1243810,646330
351,739016,604202,684037,468692,498371,490279,499556,583017,830407,676391,712220,860789,652184,499984,779123,538267,517854,700192,445150,582042,533506,798846,749686,717726,567233,897227,574277,801413,855998,676753,481826,786579,840792,733789,937035,732557,324702,451898,1243810,646330
352,739017,604202,684037,468692,498371,490279,499556,583018,830407,676391,712220,860790,652185,499985,779123,538267,517855,700192,445150,582044,533506,798846,749686,717728,567233,897227,574279,801415,855998,676753,481827,786579,840792,733789,937035,732560,324704,451899,1243810,646330
353,739017,604202,684037,468692,498371,490279,499556,583019,830408,676391,712221,860791,652185,499985,779124,538268,517855,700193,445151,582044,533506,798846,749686,717728,567234,897227,574279,801415,855998,676753,481827,786579,840792,733790,937035,732561,324705,451899,1243810,646330
354,739017,604202,684037,468692,498371,490279,499556,583020,830409,676391,712221,860792,652185,499985,779124,538268,517856,700193,445152,582045,533506,798846,749686,717730,567235,897227,574280,801417,855999,676754,481827,786579,840792,733790,937035,732562,324707,451899,1243810,646330
355,739017,604202,684037,468692,498371,490279,499556,583021,830410,676391,712222,860792,652186,499987,779124,538268,517856,700193,445152,582047,533506,798846,749686,717730,567236,897227,574280,801417,855999,676754,481827,786579,840792,733790,937035,732562,324707,451899,1243810,646330
356,739017,604202,684037,468692,498372,490279,499556,583023,830412,676391,712223,860794,652186,499987,779124,538268,517856,700193,445152,582048,533506,798846,749687,717733,567237,897227,574282,801419,856000,676754,481827,786579,840793,733790,937035,732564,324709,451899,1243810,646330
357,739018,604202,684037,468692,498372,490279,499556,583024,830412,676391,712223,860794,652187,499987,779124,538268,517857,700194,445153,582049,533506,798846,749687,717735,567237,897227,574284,801421,856000,676754,481827,786579,840793,733790,937035,732565,324710,451899,1243810,646330
358,739018,604202,684037,468692,498372,490279,499556,583025,830413,676391,712223,860795,652187,499987,779125,538268,517857,700194,445153,582050,533506,798846,749687,717735,567239,897227,574284,801421,856000,676754,481827,786579,840793,733791,937035,732566,324711,451899,1243810,646330
359,739018,604202,684037,468692,498373,490279,499556,583027,830415,676391,712223,860796,652187,499987,779125,538268,517858,700194,445154,582050,533506,798846,749687,717737,567239,897227,574285,801423,856001,676755,481827,786579,840794,733791,937035,732567,324713,451899,1243810,646330
360,739018,604202,684037,468692,498373,490279,499556,583028,830416,676391,712224,860796,652188,499988,779125,538268,517858,700194,445154,582052,533506,798846,749687,717738,567240,897227,574286,801424,856002,676755,481827,786579,840794,733791,937035,732567,324713,451899,1243810,646330
361,739019,604202,684037,468692,498373,490279,499556,583029,830417,676391,712224,860798,652188,499988,779125,538268,517858,700194,445154,582054,533506,798846,749688,717741,567241,897227,574288,801426,856002,676755,481827,786579,840794,733791,937035,732569,324715,451899,1243810,646330
362,739019,604202,684037,468692,498373,490279,499556,583031,830418,676391,712224,860798,652189,499988,779126,538268,517859,700195,445156,582054,533506,798846,749688,717742,567241,897227,574289,801427,856002,676756,481827,786579,840794,733792,937035,732571,324717,451899,1243810,646330
363,739019,604202,684037,468692,498373,490279,499556,583031,830418,676391,712224,860799,652189,499988,779126,538268,517859,700195,445156,582055,533506,798846,749688,717743,567243,897227,574290,801429,856002,676756,481827,786579,840794,733792,937035,732571,324717,451899,1243810,646330
364,739019,604202,684037,468692,498373,490279,499556,583033,830420,676391,712225,860800,652190,499989,779126,538268,517860,700195,445156,582055,533506,798846,749688,717744,567244,897227,574290,801429,856003,676756,481827,786579,840794,733792,937035,732572,324719,451899,1243810,646330
365,739019,604202,684037,468692,498373,490279,499556,583035,830422,676391,712225,860800,652190,499989,779126,538268,517861,700195,445156,582057,533506,798846,749689,717747,567245,897227,574292,801431,856004,676756,481827,786579,840794,733792,937035,732573,324720,451899,1243810,646330
366,739020,604202,684037,468692,498373,490279,499556,583036,830422,676391,712225,860802,652191,499989,779126,538268,517861,700195,445156,582059,533506,798846,749689,717748,567245,897227,574293,801433,856004,676756,481827,786579,840794,733792,937035,732575,324722,451899,1243810,646330
367,739020,604202,684037,468692,498373,490279,499556,583037,830423,676391,712226,860803,652191,499989,779127,538268,517862,700196,445157,582059,533506,798846,749689,717749,567245,897227,574294,801434,856004,676756,481827,786579,840794,733793,937035,732576,324723,451899,1243810,646330
368,739020,604202,684037,468692,498373,490279,499556,583037,830423,676391,712226,860803,652191,499989,779127,538268,517862,700196,445157,582060,533506,798846,749689,717751,567247,897227,574295,801435,856005,676756,481827,786579,840794,733793,937035,732577,324725,451899,1243810,646330
369,739021,604202,684037,468692,498373,490279,499556,583039,830425,676391,712226,860804,652192,499990,779127,538268,517862,700196,445157,582061,533506,798846,749689,717751,567248,897227,574295,801435,856005,676756,481827,Null,840794,733793,937035,732577,324725,451899,1243810,646330
370,739021,604202,684037,468692,498373,490279,499556,583041,830427,676391,712226,860805,652192,499990,779128,538268,517862,700197,445157,582063,533506,798846,749690,717754,567248,897227,574297,801437,856006,676756,481827,Null,840794,733793,937035,732579,324727,451899,1243810,646330
371,739021,604202,684037,468692,498373,490279,499556,583042,830427,676391,712226,860806,652193,499990,779128,538268,517862,700197,445158,582064,533506,798846,749690,717757,567248,897227,574299,801439,856006,676756,481827,Null,840794,733793,937035,732580,324729,451899,1243810,646330
372,739021,604202,684037,468692,498373,490279,499556,583043,830428,676391,712226,860807,652193,499990,779128,538268,517862,700197,445158,582065,533506,798846,749690,717757,567249,897227,574299,801439,856006,676756,481827,Null,840794,733794,937035,732581,324730,451899,1243810,646330
373,739021,604202,684037,468692,498373,490279,499556,583044,830429,676391,712226,860808,652193,499990,779128,538268,517862,700197,445158,582065,533506,798846,749690,717759,567250,897227,574300,801440,856008,676756,481827,Null,840794,733794,937035,732582,324731,451899,1243810,646330
374,739021,604202,684037,468692,498373,490279,499556,583047,830431,676391,712226,860808,652195,499991,779128,538268,517862,700197,445158,582067,533506,798846,749690,717760,567251,897227,574301,801441,856008,676756,481827,Null,840794,733794,937035,732582,324731,451899,1243810,646330
375,739021,604202,684037,468692,498373,490279,499556,583048,830432,676391,712226,860811,652195,499991,779128,538268,517862,700197,445158,582068,533506,798846,749691,717761,567252,897227,574302,801442,856008,676756,481827,Null,840794,733795,937035,732584,324733,451899,1243810,646330
376,739021,604202,684037,468692,498373,490279,499556,583049,830433,676391,712226,860811,652195,499991,779128,538268,517862,700197,445159,582069,533506,798846,749691,717763,567252,897227,574304,801444,856009,676756,481827,Null,840794,733795,937035,732586,324735,451899,1243810,646330
377,739021,604202,684037,468692,498373,490279,499556,583049,830433,676391,712226,860811,652195,499991,779128,538268,517862,700197,445159,582070,533506,798846,749691,717763,567254,897227,574304,801444,856009,676756,481827,Null,840794,733795,937035,732586,324735,451899,Null,646330
378,739021,604202,684037,468692,498373,490279,499556,583051,830435,676391,712226,860813,652195,499992,779128,538268,517862,700197,445159,582070,533506,798846,749691,717764,567254,897227,574305,801445,856009,676756,481827,Null,840794,733795,Null,732587,324736,Null,Null,Null
379,739021,604202,684037,468692,498373,490279,499556,583052,830436,676391,712226,860813,652196,499992,779128,538268,517862,700197,445159,582072,533506,798846,749692,717765,567254,897227,574306,801446,856009,676756,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
380,739021,604202,684037,468692,498373,490279,499556,583053,830437,676391,712226,860814,652196,499992,779128,538268,517862,700197,445159,582074,533506,798846,749692,717767,567255,897227,574308,801448,856009,676756,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
381,739021,604202,684037,468692,498373,490279,499556,583054,830438,676391,712226,860814,652196,499993,779128,538268,517862,700197,445160,582074,533506,798846,749692,717768,567255,897227,574309,801449,856009,676756,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
382,739021,604202,684037,468692,498373,490279,499556,583054,830438,676391,712226,860814,652197,499993,779128,538268,517862,700197,445160,582075,533506,798846,749692,717769,567255,897227,574310,801450,856009,676756,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
383,739021,604202,684037,468692,498373,490279,499556,583056,830440,676391,712226,860815,652197,499993,779128,538268,517862,700197,445160,582076,533506,798846,749692,717769,567255,897227,574310,801450,856009,676756,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
384,739021,604202,684037,468692,498373,490279,499556,583058,830442,676391,712226,860816,652197,499993,779128,538268,517862,700197,445161,582077,533506,798846,749693,717771,567255,897227,574312,801452,856009,676756,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
385,739021,604202,684037,468692,498373,490279,499556,583058,830442,676391,712226,860816,652197,499993,779128,538268,517862,700197,445161,582079,533506,798846,749693,717772,567255,897227,574313,801453,856009,676756,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
386,739021,604202,684037,468692,498373,490279,499556,583059,830443,676391,712226,860817,652197,499993,779128,538268,517862,700197,445161,582080,533506,798846,749693,717773,567255,897227,574314,801454,856009,676756,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
387,739021,604202,684037,468692,498373,490279,499556,583060,830444,676391,712226,860818,652197,499993,779128,538268,517862,700197,445161,582080,533506,798846,749694,717774,567255,897227,574315,801455,856009,676756,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
388,739021,604202,684037,468692,498373,490279,499556,583061,830445,676391,712226,860818,652197,499993,779128,538268,517862,700197,445161,582082,533506,798846,749694,717774,567255,897227,574315,801455,856009,676756,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
389,739021,604202,684037,468692,498373,490279,499556,583063,830447,676391,712226,860818,652197,499993,779128,538268,517862,700197,445161,582083,533506,798846,749694,717776,567255,897227,574317,801457,856009,676756,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
390,739021,604202,684037,468692,498373,490279,499556,583063,830447,676391,712226,860818,652197,499993,779128,538268,517862,700197,445161,582084,533506,798846,749694,717778,567255,897227,574319,801459,856009,676756,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
391,739021,604202,684037,Null,498373,490279,499556,583064,830448,676391,712226,860818,652197,499993,779128,538268,517862,700197,445161,582085,533506,798846,749694,717778,567255,897227,574319,801459,856009,676756,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
392,739021,604202,684037,Null,498373,490279,499556,583066,830450,676391,712226,860818,652197,499993,779128,538268,517862,700197,445161,582085,533506,798846,749694,717779,567255,897227,574320,801460,856009,676756,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
