op_rw_latency,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
202,0.0,0,0,0,0.024,1.184,0,0.154,0.374,0,0.135,0.004,0.001,0.121,0.001,0,0.12,0.001,0,0.021,0,0.003,0.002,0.002,0.001,0.001,0.001,0.004,0,0.049,0.305,0.002,0.046,0.017,0.102,0,0.004,0.0
203,0.0,0.0,0,0.001,0.642,0,0.001,0.001,0.413,0.398,0.001,0.018,0.004,0.003,0.0,0.009,0.0,0,0.037,0.16,0.004,0.013,0.002,0.075,0.01,0.009,0.001,0.0,0,0.102,0.001,0.004,0,0.002,0.04,0.006,0,0.183
204,0,0,0.01,0,1.357,0,0,0.476,0.375,0.603,0.0,0.002,0.08,0.002,0,0.068,0.001,0,0.0,0.002,0,0.004,0.001,0.001,0.001,0.002,0.001,0.001,0.007,0,0,0.006,0.027,0.0,0.001,0,0,0.007
205,0.0,0.004,0.006,0,0.049,0.001,0.548,0.002,0.352,0.184,0.0,0.003,0,0,0.0,0,0,0,0,0.004,0.0,0.007,0.006,0.029,0.003,0.005,0.001,0.008,0.0,0.03,0.0,0.019,1.108,0.005,0.002,0,0.002,0.536
206,0.0,0.0,0,0.1,0,0,0.0,0.002,0.358,0,0.003,0.004,0.006,0.0,0.014,0.0,0.162,0.0,0.0,0.014,0.012,0.001,0.0,0.003,0,0.058,0.006,0.007,0,0.146,0.122,0.004,0.001,0.003,0.091,0.002,0,0.002
207,0,0,0,0,0.342,0,0,0.006,0.386,0.724,0.001,0.002,0.001,0.047,0,0.0,0.001,0,0.0,0.014,0.0,0.008,0.0,0.005,0.037,0.099,0.006,0.007,0.002,0,0,0.002,0.039,0.002,0.001,0,0,0.009
208,0.003,0.0,0.0,0,0.001,0.505,0.042,0.021,0.428,0.107,0,0,0.007,0.026,0,0.039,0,0,0,0.004,0.002,0.024,0,0.012,0.004,0.001,0.001,0.005,0.036,0.223,0.043,0.001,0.587,0.076,0.001,0,0,0.0
209,0.001,0.008,0,0.001,0.026,0,0.025,0.151,0.261,0,0.001,0.001,0.001,0.0,0.039,0.0,0.001,0.003,0,0.064,0,0.0,0.016,0.04,0.0,0.0,0.001,0.0,0,0.074,0,0.002,0.006,0.002,0.046,0,0.014,0.002
210,0,0,0,0,0.105,0,0,0.012,0.092,1.957,0.001,0.001,0.002,0.011,0.006,0.009,0.002,0,0.001,0.01,0.003,0.104,0.0,0.001,0.001,0.001,0.001,0.0,0.005,0.151,0.023,0.003,0,0.004,0.014,0.0,0,0.07
211,0.001,0.0,0.0,0,0.0,0.003,0.005,0.002,0.046,0.04,0.001,0.009,0.001,0.002,0,0.002,0.006,0,0.023,0.006,0,0.13,0,0.002,0.007,0.019,0.001,0.001,0.011,0,0.026,0.001,0.113,0.005,0,0,0,0.013
212,0.017,0.007,0,0,0.023,0,0.001,0.021,0.366,0.0,0.001,0.001,0,0,0.001,0,0.003,0,0,0.011,0.001,0.041,0.002,0.003,0.002,0.004,0.001,0.023,0,0.283,0,0.002,0.004,0.001,0.001,0,0.0,0.264
213,0,0,0,0.0,0.016,0,0,0.167,0.166,3.382,0.001,0.001,0.002,0.013,0.002,0.006,0.006,0.009,0.021,0.003,0.0,0.001,0.482,0.002,0,0.002,0.003,0.001,0,0.439,0.0,0.001,0,0.006,0.024,0.004,0,0.058
214,0.002,0.002,0.139,0,0.0,0.0,0.0,0.085,0.208,0.866,0.003,0.007,0.008,0.108,0.538,0.005,0,0,0.002,0.016,0.125,0.001,0.0,0,0.183,0.04,0.001,0.001,0.129,0,0.09,0.004,0.008,0.001,0.197,0,0,0.0
215,0.0,0.005,0,0,0.02,0,0.001,0.067,0.338,0.068,0,0.009,0.01,0,0,0.019,0.288,0,0,0.014,0.006,0.058,0,0.002,0.003,0.018,0.001,0.001,0.019,0.216,0,0.009,0,0.002,0.01,0,0.002,0.01
216,0,0,0,0.007,0.436,0,0,0.006,0,0.348,0.002,0.0,0.003,0.443,0.003,0.002,0.002,0.001,0.005,0.003,0.0,0,0.06,0.157,0.1,0.005,0.006,0.001,0,0.391,0.001,0.003,0.039,0.041,0.029,0.004,0,0.001
217,0,0.0,0.006,0,0.002,0,0,0.051,0.45,0.352,0.005,0.014,0.008,0.004,0.007,0.007,0.002,0,0.004,0.115,0.001,0.002,0.002,0.005,0.009,0.034,0.003,0.002,0.007,0,0,0.103,0.002,0.094,0.224,0,0,0.134
218,0.0,0.002,0,0,0.0,0.495,0.0,0.002,0.495,0,0,0.001,0.004,0.093,0,0.151,0,0,0,0.035,0.001,0.14,0,0.003,0.003,0.045,0.006,0.0,0.0,0.228,0.001,0.031,0,0.007,0.036,0,0,0.427
219,0,0,0,0.007,0.439,0,0.004,0.003,0.533,0.005,0.0,0.001,0.001,0.003,0.003,0,0.051,0.005,0.068,0.015,0,0.001,0.011,0.098,0.004,0.001,0.0,0.0,0,0.055,0,0.002,0.0,0.001,0.039,0.001,0.005,0.0
220,0,0.004,0.036,0,0,0,0,0.003,0.501,1.799,0.108,0.005,0.001,0.001,0.208,0.002,0.0,0,0,0.198,0.014,0.016,0.003,0.031,0.004,0.006,0.003,0.0,0.005,0,0.564,0.0,0.102,0.001,0.043,0,0,0.255
221,0.0,0,0,0,0.001,0.307,0.0,0.042,0.749,0.236,0.0,0.359,0.006,0.004,0,0.005,0.012,0,0.014,0.021,0,0.16,0,0.003,0.012,0.005,0.0,0.0,0.017,0.007,0.004,0.615,0.269,0.184,0.012,0,0,0
222,0.001,0.05,0,0.0,0.006,0,0.002,0.001,0.619,0.066,0.003,0.03,0.001,0.335,0.099,0,0.001,0.039,0,0.159,0.002,0.001,0.001,0.006,0.003,0.0,0.001,0.0,0.0,0.016,0,0.003,0.241,0.001,0.08,0.001,0.078,1.044
223,0,0,0,0,0,0,0,0.002,0.504,0.212,0.001,0.0,0.001,0.027,0.082,0.011,0.001,0,0.0,0.162,0.002,0.008,0.095,0.003,0.001,0.016,0.0,0,0,0,0.134,0.031,0.0,0.024,0.113,0,0,0.0
224,0.002,0.001,0.483,0,0.005,0.008,0.001,0.034,0.471,0,0.01,0.005,0.003,0.001,0,0.043,0.0,0,0.029,0.082,0,0.002,0.001,0.004,0.002,0.007,0.0,0.0,0.078,0.0,0.003,0.0,0.0,0.001,0.006,0,0,0.584
225,0.0,0.0,0,0.0,0.042,0,0.004,0.081,0.45,0.377,0.0,0.0,1.264,0,0.0,0,0.036,0.008,0,0.002,0.001,0.003,0.002,0.011,0.007,0.005,0.001,0.001,0.012,0.042,0,0.042,0.109,0.001,0.001,0,0.0,0.001
226,0,0,0,0,0,0,0,0.001,0,0.887,0.0,0.001,0.0,0.642,0.006,0.079,0.003,0,0.0,0.173,0.0,0.027,0.001,0.015,0,0.036,0.0,0.138,0,0.224,0.216,0.1,0.034,0.005,0.045,0.037,0,0.163
227,0.003,0.085,0.177,0,0.0,0.003,0.092,0.005,0.366,0.166,0.004,0.009,0.007,0.002,0,0.022,0.004,0,0.0,0.0,0.006,0.006,0.005,0.023,0.001,0.001,0.006,0.0,0.008,0.003,0.003,0.084,0.028,0.001,0.003,0,0,0.094
228,0.0,0.013,0,0,0.023,0,0.001,0.029,0.258,0.504,0,0,0.003,0,0,0.0,0,0,0,0.004,0.096,0.139,0,0.001,0.001,0.001,0.0,0.003,0.002,0.002,0,0.003,0,0.008,0.003,0,0.494,0.0
229,0,0,0,0.0,0.446,0,0,0.001,0.234,0.004,0.001,0.001,0.002,0.161,0.0,0.003,0.004,0.001,0.004,0.024,0,0.002,0.009,0.05,0.001,0.034,0.001,0.0,0,0.122,1.1,0.004,0.334,0.003,0.124,0.002,0,0.032
230,0.003,0.001,0.096,0,0.016,0.0,0.0,0.019,0.131,0.387,0.014,0.012,0.003,0.011,0.0,0.0,0,0,0.009,0.012,0.09,0.008,0.001,0.002,0.002,0.001,0.001,0.004,0.002,0,0,0.001,0.002,0.005,0,0,0,0.0
231,0.255,0,0,0,0.009,0,0.001,0.13,0.085,0,0,0.041,0.009,0.0,0,0.005,0.008,0,0,0.015,0,0.011,0.301,0.027,0.111,0.004,0.001,0.0,0.186,0.167,0.265,0.014,0,0.005,0.033,0,0.002,0.049
232,0,0.525,0,0.001,0.415,0,0,0.001,0.001,0.453,0.001,0.091,0.065,0.0,0.004,0.002,0.038,0.27,0.005,0.06,0.006,0.154,0.027,0.01,0.0,0.0,0.001,0.001,0.007,0.16,0.0,0.001,0.008,0.086,0.044,0.002,0,0.047
233,0,0.026,0.016,0,0.009,0,0,0.022,0.016,1.183,0.006,0.021,0.002,0.002,0.0,0.0,0.005,0,0,0.005,0.0,0.002,0.001,0.415,0.008,0.006,0.001,0.0,0,0,0,0.125,0,0.012,0.123,0,0,0.209
234,0.049,0.238,0,0,0.037,1.23,0.374,0.097,0.026,0,0,0.001,0.04,0.011,0,0.029,0.211,0,0.002,0.0,0,0.001,0.0,0.003,0.006,0.002,0.004,0.0,0.001,0.127,0.0,0,0.707,0.0,0.001,0,0.0,0.002
235,0,0,0,0.004,0.359,0,0,0.039,0.001,0.005,0.0,0.001,0.019,0.063,0.007,0,0.004,0.003,0,0.064,0.002,0.002,0.008,0.018,0.0,0.013,0.0,0.003,0.003,0.186,0.24,0.001,0.016,0.055,0.05,0.001,0,0.002
236,0,0.001,0.001,0,0,0,0.003,0.002,0.022,0.024,0.0,0.0,0.014,0.031,0.0,0.005,0.0,0,0.003,0.002,0.0,0.007,0.002,0.075,0.487,0.073,0.0,0,0,0,0,0.01,0.017,0.03,0.006,0,0,0.364
237,0.003,0,0,0,0.002,0.005,0,0.003,0.006,3.397,0.011,0.0,0.007,0.026,0,0.001,0.0,0,0.003,0.024,0,0.024,0.007,0,0.103,0,0,0.0,0.002,0.307,0.062,0,0.0,0.002,0.018,0,0,0
238,0,0.009,0,0.01,0.001,0,0.001,0.009,0.01,0.341,0.0,0.001,0,0,0.004,0,0.007,0,0,0.086,0.0,0.02,0.031,0.039,0.093,0.001,0.0,0.014,0.003,0,0,0.01,0,0.003,0.065,0,0.001,0.001
239,0,0,0.007,0,0,0,0,0.03,0.023,0,0.003,0.005,0.002,0.0,0.006,0.001,0.013,0.0,0.0,0.003,0.0,0.021,0.038,0.164,0.004,0.153,0.004,0.48,0,0.404,0.0,0.003,0.748,0.005,0.0,0.074,0,0.665
240,0.0,0.0,0.002,0,0.003,0.461,0.0,0.424,0.237,0.008,0.007,0.002,0.001,0.002,0,0.001,0.0,0,0.001,0.001,0.001,0.002,0.014,0.004,0.001,0.121,0.01,0.0,0,0,0.03,0.106,0.097,0.012,0.013,0,0,0.015
241,0.006,0.0,0,0,0,0,0.0,0.244,0.004,0.017,0,0.004,0.129,0,0.012,0.001,0,0,0,0.006,0.001,0.149,0,0.0,0.016,0.007,0.0,0.0,0.7,0.639,0,0.001,0.003,0.002,0.012,0,0.0,0.01
242,0,0,0,0.002,0.485,0,0,0.17,0.003,0.311,0.024,0.001,0.002,0.002,0.007,0.0,0.009,0.002,0.001,0.003,0.0,0.001,0.006,0.003,0.058,0.002,0.0,0.001,0,0,0.004,0.008,0,0.002,0.047,0.05,0,0.03
243,0.004,0.014,0.038,0,0.123,0.153,0.007,0.005,0.015,0.003,0.001,0.001,0.001,0.004,0,0.002,0,0,0,0.02,0.003,0.043,0.0,0.001,0.062,0.005,0.0,0.001,0.002,0.604,0,0.003,0.012,0.004,0.019,0,0,0.0
244,0.002,0.003,0,0,0.06,0,0.0,0.0,0.007,0.007,0.0,0.008,0.001,0.034,0,0.004,0.121,0,0.0,0.003,0,0.002,0,0.182,0.007,0.0,0.001,0.001,0.0,0.458,0.003,0.002,0.089,0.016,0.108,0,0.0,0.037
245,0,0,0,0.0,0.137,0,0,0.0,0.013,0.162,0.002,0.005,0.008,0.002,0.096,0.0,0.09,0.004,0.007,0.042,0.0,0.004,0.001,0.004,0.002,0.011,0.001,0.0,0,0.523,0.032,0.005,0,0.087,0.036,0.001,0,0.003
246,0.004,0.002,0.05,0,0.112,0.081,0.001,0.021,0.025,0.0,0.008,0.002,0.012,0.013,0.003,0.007,0.013,0,0,0.001,0.0,0.003,0.0,0.006,0.09,0.0,0.002,0.001,0,0.609,0,0.005,0.001,0.001,0.004,0,0,0.221
247,0.0,0.008,0,0,0.016,0,0.002,0.01,0.131,0.684,0.002,0.123,0.182,0.036,0,0.002,0.018,0,0.076,0.193,0,0.002,0.0,0.0,0.0,0.001,0.001,0,0.025,0.546,0.002,0.0,0.002,0.016,0.009,0,0.004,0.036
248,0,0,0,0.09,0.4,0,0,0,0.002,0.012,0.001,0.004,0.003,0,0.002,0,0.001,0.007,0,0.005,0.001,0.029,0.02,0.023,0.055,0.171,0.0,0.001,0.001,0.478,0.174,0.003,0,0.003,0.136,0.013,0,0.008
249,0,0.0,0.341,0,0.612,0,0.003,0.002,0.008,0.941,0.101,0.005,0.0,1.169,0.011,0.0,0.015,0,0.001,0.052,0.021,0.001,0.0,0.255,0.16,0.026,0.041,0,0,0.487,0,0.009,0.016,0.002,0.004,0,0,0.725
250,0.0,0,0,0,0.013,0.176,0,0.928,0.07,0.007,0.0,0.004,0.143,0.292,0,0.0,0.0,0,0.0,0.081,0,0.004,0.002,0,0.007,0.0,0.001,0.0,0.206,0.268,0.002,0.001,0,0.005,0.11,0,0.001,0.082
251,0,0.005,0,0.001,0.11,0,0.001,0.612,0.083,0.047,0.0,0.0,0,0,0.002,0,0.242,0.0,0,0.003,0.008,0.017,0.005,0.064,0.002,0.005,0.002,0.007,0.037,0.274,0.349,0.036,0.006,0.01,0.011,0.006,0,0.075
252,0,0.002,0.103,0,0,0.02,0,0.05,0.265,0.0,0.001,0.002,0.0,0.005,0.014,0.0,0.007,0,0.0,0.143,0.001,0.0,0.007,0.016,0.172,0.02,0.0,0.003,0,0,0,0.04,0.001,0.001,0.01,0,0,0.001
253,0.081,0.001,0,0,0.013,0,0.239,0.013,0.441,0.001,0.029,0.012,0.001,0.003,0,0.003,0.004,0,0.004,0.015,0.066,0.033,0.027,0.003,0.019,0.035,0.001,0.002,0.481,0.17,0.003,0.0,0.001,0.038,0.046,0,0.059,0.08
254,0,0,0,0.0,0.46,0,0.003,0.0,0.415,0.092,0.004,0,0.497,0,0,0.235,0,0,0,0.001,0.082,0.018,0,0.078,0.075,0.039,0.0,0.015,0.007,0.211,0.054,0.004,0.0,0.001,0.09,0.001,0,0.011
255,0,0.101,0.005,0,0,0,0.014,0.033,0.394,0.239,0.004,0.003,0.055,0.001,0.139,0.002,0.085,0.0,0.003,0.005,0.005,0.144,0.371,0.01,0.017,0.019,0.001,0.205,0,0,0,0.012,0.214,0.002,0.01,0,0,0.003
256,0.002,0.0,0,0,0.0,0.479,0,0.179,0.394,0.751,0.002,0.003,0.005,0.002,0.0,0.001,0.001,0,0,0.075,0.453,0.056,0.043,0.004,0.082,0.272,0.001,1.158,0.213,0.0,0.163,0.003,0.001,0.015,0.0,0,0,0.01
257,0,0,0,0.0,0.221,0,0.036,0,0.079,0.004,0.0,0.005,0.001,0.0,0,0.0,0,0,0.0,0.003,0.001,0.001,0,0.0,0.003,0.001,0.002,0.001,0.0,0.005,0,0.016,0.005,0.001,0.02,0.042,0.002,0.007
258,0,0.068,0.008,0,1.284,0,0.002,0.061,0.01,0.001,0.0,0.004,0.017,0.004,0.006,0,0.0,0.009,0,0.028,0,0.041,0.024,0.024,0.056,0.003,0.007,0.001,0,0,0.251,0.051,0.0,0.012,0.004,0,0,0.012
259,0.06,0.001,0,0,1.7,0.511,0,0.002,0.005,0,0.003,0.002,0.0,0.016,0.015,0.03,0.024,0,0.0,0.01,0.002,0.027,0.022,0.0,0.001,0.223,0.001,0.001,0,0.001,0.0,0.0,0.0,0.002,0.174,0,0.0,0.081
260,0,0,0,0,0.038,0,0.0,0.112,0.237,0.012,0.004,0.001,0.038,0.001,0,0.0,0.005,0,0.138,0.006,0,0.038,0.0,0.065,0.003,0.036,0.007,0.108,0.054,0.001,0,0.005,0.006,0.002,0.013,0.003,0,0.001
261,0,0.0,0.016,0.0,1.695,0,0.141,0.018,0.15,1.888,0.005,0.008,0,0.053,0.003,0,0.01,0.039,0,0.017,0.007,0.353,0.269,0.087,0.013,0.032,0,0.014,0.001,0,0.545,0.08,0.007,0.002,0.224,0,0,0.76
262,0.0,0,0,0,0.01,0.004,0,0.01,0.278,0.001,0.012,0.001,0.186,0.101,0.077,0.001,0.014,0,0.001,0.002,0.0,0.033,0.233,0.004,0.001,0.169,0.005,0,0,0.001,0.046,0.042,0.164,0.012,1.017,0,0,0.008
263,0.006,0.0,0,0,0.007,0,0.0,0,0.343,0,0.0,0.038,0.0,0.009,0,0.005,0.012,0,0.192,0.117,0.0,0.005,0.006,0,0.008,0.0,0.0,0.009,0.155,0.021,0,0.001,0.081,0.291,0.133,0,0.0,0.754
264,0,0,0,0,0,0,0,0.0,0.001,0.0,0.0,0.0,0.089,0,0.001,0,0,0,0,0.095,0.001,0.088,0.031,0.025,0.018,0.0,0.0,0.0,0.053,0,0.016,0.006,0,0.263,0.135,0.164,0,0.261
265,0,0,0.0,0.0,0,0,0,0.001,0.001,0.0,0.001,0.023,0.001,0.112,0.008,0.008,0.042,0.095,0.013,0.056,0.001,0,0.005,0.1,0.101,0.016,0.001,0.0,0,0,0.0,0.002,0.0,0.029,0,0,0,0.0
266,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.285,0.035,0.022,0.025,0,0.029,0.0,0,0.003,0.027,0.0,0.003,0.002,0.007,0.003,0.114,0.011,0.0,0.001,0.0,0,0,0.0,0.003,0.0,0,0,0.0
267,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.002,0,0,0.011,0,0,0,0.005,0.005,0.0,0,0.033,0.044,0.002,0.004,0.0,0.002,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0
268,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.018,0.044,0.001,0.005,0,0.114,0.0,0.001,0.011,0,0.08,0.031,0.139,0.645,0.056,0.01,0.004,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
269,0,0,0,0,0,0,0,0.0,0.0,0.0,0.004,0.003,0.001,0.002,0.003,0.003,0.005,0,0,0.002,0.0,0.078,0.009,0.01,0.088,0.203,0.001,0.003,0,0,0,0.0,0,0.0,0.0,0,0,0.0
270,0,0,0.0,0.0,0.0,0.0,0,0.001,0.0,0.0,0.0,0.005,0.014,0.0,0,0.009,0,0,0.002,0,0,0.024,0,0.003,0.094,0.004,0.434,0.0,0.375,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
271,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.043,0.005,0,0.001,0.016,0,0.076,0,0,0.003,0.0,0.297,0.007,0.391,0.007,0,0.001,0.021,0.001,0.0,0,0.0,0,0.0,0.0,0,0,0.0
272,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0.005,0.001,0.0,0,0.002,0.007,0.006,0.001,0.001,0.006,0.008,0.008,0.0,0.24,0.006,0.159,0.0,0.001,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
273,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0,0.0,0.0,0,0.0,0.01,0,0.0,0.129,0.009,0.0,0.004,0.0,0,0.016,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
274,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.002,0.0,0,0.0,0,0,0,0.002,0.0,0.0,0.0,0.002,0.0,0.001,0.0,0.001,0.0,0,0,0.0,0.0,0.0,0,0.003,0,0.0
275,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.001,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0
276,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.002,0.0,0.0,0,0,0
277,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0
278,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0
279,0,0,0.0,0.0,0,0,0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.001
280,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0
281,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0
282,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.001,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0
283,0,0.002,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.001,0,0,0.0
284,0,0,0.0,0.0,0.0,0.0,0,0.001,0.0,0.0,0,0.0,0,0,0,0.002,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
285,0.0,0.001,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.001,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0
286,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0.0,0.001,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
287,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.001,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.001,0.0,0,0.0
288,0,0,0,0,0,0,0,0.0,0.001,0.002,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0
289,0,0,0.0,0.0,0.0,0.0,0,0.001,0.0,0.0,0,0.0,0,0.002,0.0,0,0.0,0,0,0.001,0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.002,0.0,0.0,0.0,0,0,0.0
290,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0
291,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,0,0,0,0,0.0,0,0,0.0,0.0,0.002,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.001,0,0,0.0,0,0.0,0.0,0,0,0.0
293,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0
294,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.001,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0
295,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0
296,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
297,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.001,0,0.0,0.0,0,0,0.0
298,0,0,0.0,0.0,0,0,0,0.001,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0
299,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.001,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0
300,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
301,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.001,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.001,0,0.0,0.001,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
