op_rw_latency,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
105,0,0,0,0.001,0.102,0,0,0.278,0.003,0.135,0.002,0.001,0.007,0.206,0.024,0.004,0.005,0,0.027,0.01,0,0.001,0,0.002,0.001,0.007,0.001,0.002,0.001,0.004,0.01,0.001,0,0.0,0.13,0.002,0,0.299
106,0,0.001,0.029,0,0.468,0,0,0.088,0.009,0.075,0.0,0.013,0.005,0.106,0,0.183,0.368,0,0.009,0.021,0.0,0.024,0.114,0.019,0.008,0.023,0.0,0.002,0.001,0.002,0.026,0.346,0.092,0.042,0,0,0,0.005
107,0.0,0,0,0,0.158,0.286,0.026,0.123,0.091,0,0.001,0.001,0,0,0.005,0,0.003,0,0,0.042,0.048,0.006,0.001,0.053,0.003,0.005,0.005,0,0,0.006,0,0.239,0.008,0.003,0.072,0,0.002,0.665
108,0.002,0.005,0,0.004,0.459,0,0.0,0.0,0.036,0.01,0.0,0.062,0.001,0.38,0.0,0.004,0.445,0.151,0.18,0.0,0,0.032,0.182,0,0.014,0,0.001,0.001,0.016,0.389,0.0,0.001,0,0.005,0.008,0.003,0,0.016
109,0,0,0.088,0,0,0,0,0.007,0.056,0.002,0.013,0.043,0.0,0.013,0,0.092,0.001,0,0.001,0.003,0.001,0.098,0.014,0.017,0.004,0.001,0.001,0.001,0.0,0,0,0.001,0.506,0.001,0.015,0,0,0.21
110,0.004,0.009,0.001,0,0.292,0.2,0.001,0.002,0.136,0.022,0.002,0.0,0,0,0.001,0,0.001,0,0,0.04,0.0,0,0.004,0.021,0,0.047,0.009,0.274,0,0.001,0.207,0.001,0.299,0.001,0.006,0,0,0.166
111,0.011,0.002,0,0,1.29,0,0.002,0.001,0.366,0,0.011,0.002,0.001,0.916,0.004,0.0,0.002,0.007,0.0,0.007,0.0,0.006,0.003,0.002,0.036,0.158,0.0,0.001,0.003,0.046,0.006,0.004,0.003,0.002,0.009,0.001,0.005,0.0
112,0,0,0,0.001,3.023,0,0,0.002,0,0.87,0.0,0.015,0.002,0.037,0,0.087,0.003,0,0.037,0.032,0.006,0.002,0,0.002,0.018,0.011,0.003,0.002,0.001,0,0,0.005,0.002,0.0,0.008,0,0,0.005
113,0.001,0.0,0.048,0,0.009,0,0.001,0.004,0.268,0.553,0,0,0.09,0.017,0,0,0,0,0,0.021,0,0.677,0.004,0.144,0.0,0.003,0.013,0.004,0,0.018,0.39,0.222,0.001,0.006,0.002,0,0,0.0
114,0.0,0.027,0,0,0.001,1.011,0,0.01,0.142,0.978,0.003,0.002,0.0,0.009,0.004,0.001,0.003,0.001,0.015,0.008,0.234,0.129,0.2,0.076,0.001,0.019,0.11,0.003,0.327,0.11,0,0.003,0.001,0.002,0.027,0,0.001,0.001
115,0,0,0,0.001,2.267,0,0.001,0,0,0.035,0.001,0.067,0.001,0.071,0.003,0.0,0.56,0,0,0.008,1.103,0.002,0,0.04,0.003,0.174,0.001,0.0,0.003,0.738,0.023,0.024,0.0,0.032,0.0,0.281,0,0.012
116,0,0.006,0.007,0,0.956,0,0.005,0.069,0.283,0.088,0.001,0.0,0.158,0.0,0,0.065,0.008,0,0.051,0,0.004,0.095,0.106,0.126,0.005,0.026,0.011,0.004,0.005,0.002,0.003,0.067,0.0,0.032,0.027,0,0,0.001
117,0.011,0,0,0,0.071,0.473,0,0.158,0.342,0.47,0.089,0.0,0,0.091,0.028,0.003,0.027,0.003,0,0.054,0.001,0.003,0.003,0.2,0.266,0.037,0.003,0.001,0,0.005,0,0.005,0.0,0.001,0.012,0,0.0,0.738
118,0,0.071,0,0.0,0.742,0,0.0,0.011,0.394,0.002,0.005,0.004,0.004,0,0.693,0.0,0.002,0,0.003,0.005,0,0.001,0.0,0.003,0.002,0.609,0.025,0.001,0.006,0,0.071,0.001,0,0.005,0.01,0.122,0,0.143
119,0,0.001,0.062,0,1.314,0,0,0.008,0.429,0.046,0.002,0.051,0.062,0.279,0,0.003,0.001,0,0.0,0.049,0.001,0.001,0.004,0.015,0.004,0.001,0,0.005,0.007,0.0,0.061,0.003,0.036,0.005,0,0,0,0.001
120,0.019,0,0.0,0,0.0,0.729,0.001,0.046,0.508,0,0.0,0.004,0,0,0.0,0,0.027,0.0,0,0.001,0.009,0.0,0.167,0.15,0.0,0.016,0.0,0,0,0,0,0.004,0.0,0.005,0.128,0,0.005,0.068
121,0.009,0.001,0,0.018,0.001,0,0.064,0.0,0.346,0.411,0.005,0.011,0.003,0.001,0.0,0.002,0.005,0,0.0,0.168,0,0.012,0.001,0,0.004,0.003,0.0,0.0,0.775,0.002,0.018,0.113,0,0.212,0.016,0.0,0,0.02
122,0,0,0,0,2.048,0,0,0.007,0.199,1.361,0.0,0.001,0.02,0.008,0,0.003,0.0,0,0.003,0.001,0.011,0.001,0,0.011,0.003,0.003,0.0,0.044,0.043,0,0,0.082,0.0,0.001,0.012,0,0,0.007
123,0.01,0.002,0.157,0,0.923,0,0.001,0.016,0.479,0.05,0,0.0,0.144,0,0,0,0,0,0,0.148,0.005,0.015,0.008,0.098,0.024,0.004,0.0,0.0,0,0.005,0.001,0.009,0.43,0.0,0.061,0,0,0.0
124,0.014,0.004,0,0,0.004,1.82,0.0,0.0,0.41,1.309,0.0,0.0,0.001,0.008,0.03,0.03,0.006,0.001,0.0,0.053,0.001,0.004,0.004,0.001,0.065,0.545,0.001,0.019,0.006,0.035,0.003,0.023,0.0,0.001,0.015,0.002,0.018,0.001
125,0,0,0,0.139,1.229,0,0,0.001,0.202,0.295,0.001,0.004,0.001,0.008,0,0.024,0.002,0,0.006,0.014,0.001,0.128,0,0.001,0.0,0.004,0.044,0.017,0.006,0,0,0.008,0.002,0.001,0.035,0,0,0.187
126,0.002,0.004,0.0,0,0.803,0.11,0.0,0.001,0.051,0.596,0,0.003,0.0,0,0,0.0,0.041,0,0,0.002,0.009,0.053,0.014,0.043,0.015,0.01,0.005,0.048,0,0.012,0.014,0.084,0.0,0.002,0.057,0,0,0.003
127,0.001,0.001,0,0,0.0,0,0.002,0.015,0.106,3.725,0.002,0.011,0.004,0.011,0.001,0,0.006,0.0,0.001,0.001,0.001,0.024,0.022,0.28,0.057,0.141,0.0,0.002,0.002,0.227,0,0.011,0.002,0.002,0.005,0,0.061,0.0
128,0,0,0,0.004,0,0,0,0.001,0.264,0.135,0.027,0.004,0.006,0.07,0.0,0.016,0.002,0,0,0.013,0,0.001,0,0.104,0.009,0.089,0.001,0.001,0.002,0,0.002,0.001,0,0.002,0.001,0.105,0,0.008
129,0.001,0.007,0.126,0,1.47,0.001,0.001,0.001,0.42,1.459,0.002,0.013,0.005,0.022,0,0.002,0.0,0,0.0,0.004,0.001,0.003,0.071,0.003,0.008,0.077,0.007,0.0,0,0.001,0.037,0.106,0.004,0.01,0.006,0,0,0.006
130,0.001,0.034,0,0,0.007,0,0.004,0.065,0.586,0,0.011,0.013,0.002,0.12,0.01,0,0.02,0.0,0.0,0.001,0.056,0.008,0.017,0.0,0,0.001,0.0,0.0,0,0.008,0,0.002,0.0,0.007,0.001,0,0.0,0.001
131,0,0,0,0.0,0,0,0,0.002,0.71,0.807,0.011,0.0,0.019,0.012,0.081,0.001,0.005,0,0,0.003,0,0.015,0.035,0.001,0.329,0.006,0.003,0.007,0.002,0.009,0.0,0.006,0.0,0.016,0.004,0.192,0,0.115
132,0.004,0.0,0.034,0,0.0,0.065,0.007,0.001,0.775,0,0.009,0.007,0.018,0.001,0,0.083,0.0,0,0.002,0.605,0.007,0.002,0.014,0.022,0.027,0.116,0.003,0.004,0.017,0.003,0,0.02,0.001,0.005,0.009,0,0,0.002
133,0.0,0,0,0,0.074,0,0,0.035,1.066,0.356,0.002,0.002,0,0.021,0.001,0,0.001,0.0,0,0.006,0.001,0.062,0.024,0.023,0.093,0.058,0.047,0,0,0.006,0.883,0.006,0.084,0.015,0.004,0,0.012,0.006
134,0,0.0,0,0.012,0.001,0,0.001,0.009,1.074,0.847,0.001,0.14,0.004,0.006,0.003,0.001,0.303,0,0.365,0.024,0.007,0.003,0.0,0,0.004,0.003,0.002,0.0,0.003,0.0,0.005,0.0,0.002,0.037,0.053,0.002,0,0.029
135,0,0.034,0.19,0,0.01,0,0,0.079,0.725,3.379,0.0,0.003,0.001,0.002,0,0.002,0.0,0,0.002,0.008,0.004,0.019,0,0.003,0.045,0.124,0.002,0.0,0.005,0.01,0.02,0.016,0.008,0.007,0.084,0,0,0.002
136,0.013,0,0,0,0.009,0.094,0.5,0.003,0.751,0,0.008,0.003,0,0,0.044,0,0,0,0,0.015,0,0.0,0.01,0.011,0.002,0.026,0.0,0.002,0,0.028,0,0.004,0.13,0.019,0.073,0,0.0,0.003
137,0.0,0.011,0,0.004,0.013,0,0.0,0.024,0.645,1.904,0.001,0.013,0.0,0.006,0.008,0.0,0.102,0.027,0.0,0.003,0.004,0.005,0.005,0.001,0.0,0.001,0.0,0.002,0.001,0.001,0.021,0.003,0,0.001,0.111,0.027,0,0.001
138,0,0,0.097,0,0,0,0,0.009,0.659,0.3,0.0,0.002,0.0,0.007,0,0.001,0.011,0,0.0,0.001,0,0.001,0,0.035,0.01,0.001,0.002,0.006,0.009,0.001,0.089,0.001,0.533,0.0,0.016,0,0,0.018
139,0.004,0.0,0.023,0,0.001,0.013,0.13,0.328,0.674,0.056,0,0.002,0.001,0,0,0.13,0,0,0,0.0,0.002,0.022,0.004,0.005,0.001,0,0.0,0.0,0.001,0.004,0,0.033,0.01,0.039,0.156,0,0.005,0.006
140,0.0,0.001,0,0.053,0.0,0,0.0,0.144,0.578,0.229,0.197,0.002,0.039,0.003,0.016,0.043,0.007,0.0,0.0,0.055,0.001,0.001,0.013,0.002,0,0.043,0.0,0,0,0.0,0.003,0.003,0,0.039,0.105,0.0,0,0.001
141,0,0,0,0,1.679,0,0,0.008,0.596,0.606,0.055,0.002,0.004,0.018,0.145,0.005,0.001,0,0,0.002,0.0,0.002,0.002,0.017,0.017,0.0,0.005,0.006,0.0,0.001,0.001,0.003,0.008,0.001,0,0,0,0.54
142,0.001,0.0,0.065,0,1.061,0.002,0.001,0.023,0.588,0.0,0.0,0.0,0.003,0.001,0,0.017,0,0,0.015,0.001,0.0,0.006,0,0.001,0.001,0.001,0.003,0.002,0.001,0,0,0.001,0.162,0.001,0.054,0,0.021,0.086
143,0.002,0.0,0,0.002,0.238,0,0.001,0.001,0.599,0.16,0.0,0.002,0.007,0.004,0.003,0,0.003,0.0,0,0.008,0.0,0.0,0.025,0.019,0.0,0.024,0.004,0.037,0,0.661,0.014,0.002,0,0.006,0.009,0.009,0,0.016
144,0,0,0,0,1.162,0,0,0.014,0.318,0,0.0,0.001,0.001,0.035,0.002,0.0,0.009,0,0.016,0.003,0.0,0.032,0.015,0.002,0.019,0.033,0.0,0.003,0.06,0,0,0.009,0.068,0.061,0,0,0,0.544
145,0.0,0.002,0.135,0,0.947,0.235,0.0,0.077,0.336,1.233,0.0,0.001,0.166,0.044,0,0.034,0.0,0,0.0,0.009,0,0.001,0,0.002,0.006,0.001,0.006,0.001,0.015,0.107,0.008,0.004,0.003,0.001,0.004,0,0.006,0.003
146,0.002,0.001,0,0.0,0.0,0,0.0,0.202,0.581,0.22,0.0,0.001,0,0,0.063,0,0,0,0,0.105,0.02,0.108,0.022,0.005,0.136,0,0,0.003,0.006,0.035,0,0.01,0.019,0.002,0.008,0.139,0,0.028
147,0,0,0,0,1.341,0,0,0.002,0.603,0.002,0.004,0.002,0.004,0.043,0.028,0.003,0.061,0.001,0.005,0.114,0.021,0.026,0.011,0.006,0.006,0.007,0.001,0.003,0,0,1.876,0.037,0.005,0.005,0,0,0,0.006
148,0.006,0.181,0.251,0,0.003,0.509,0.001,0.21,0.704,0.393,0.0,0.001,0.0,0.001,0,0.005,0.021,0,0.003,0.026,0,0.039,0.006,0,0.002,0.004,0.0,0,0.0,0.006,0.238,0.219,0.001,0.003,0.005,0,0,0.186
149,0.001,0.175,0,0,0.312,0,0.0,0.067,0.755,0.518,0,0,0.001,0,0,0.0,0,0,0,0.019,0.0,0.146,0.006,0.025,0.001,0.002,0.001,0.03,0.014,0.003,0.013,0.003,0.0,0.007,0.004,0.007,0.001,0.003
150,0,0,0,0.0,0.418,0,0,0.084,0.762,0.149,0.0,0.003,0.0,0.063,0.002,0.001,0.004,0.001,0.018,0.001,0.005,0,0.029,0.004,0.012,0.003,0.002,0.018,0,0,0,0.003,0.013,0.002,0.062,0,0,0.018
151,0.0,0.009,0.182,0,0.013,0.054,0.001,0.032,0.845,0.016,0.001,0.006,0.001,0.012,0.038,0.0,0.0,0,0,0.008,0.001,0.076,0.004,0.002,0.008,0.008,0.002,0.0,0.027,0.002,0.001,0,0.0,0.003,0.009,0,0,0.001
152,0.004,0.01,0,0,0.001,0,0,0.104,0.662,0.331,0.003,0.008,0.0,0.002,0,0.003,0,0,0.0,0.0,0.001,0.005,0,0.013,0.002,0.003,0.001,0.004,0.007,0.065,0,0.013,0.007,0.002,0.002,0,0.0,0.002
153,0,0,0,0.081,1.026,0,0.0,0,0.707,0.021,0.0,0.0,0.009,0.0,0.002,0,0.001,0.002,0,0.004,0.0,0.371,0.071,0.041,0.107,0.013,0.005,0.056,0,0,0.003,0.001,0.003,0.025,0.026,0.031,0,0.058
154,0,0.001,0.104,0,1.716,0.002,0.077,0.068,0.665,0.71,0.001,0.001,0.0,0.03,0.004,0.0,0.022,0,0.001,0.056,0.066,0.079,0.02,0.004,0.116,0.016,0.041,0.001,0.148,0.0,0.013,0.007,0.034,0.028,0.001,0,0,0
155,0.097,0,0,0,0.11,0,0,0.045,0.487,0,0.0,0.001,0.006,0.0,0,0.001,0.002,0,0.0,0.067,0,0.003,0,0.003,0.011,0.0,0.003,0.0,0.071,0.017,0,0.001,0.016,0.006,0.006,0,0.001,0.211
156,0,0.078,0,0.0,0.382,0,0.007,0.0,0.619,0.453,0.003,0.003,0,0.177,0.013,0,0.014,0.0,0,0.004,0.001,0.08,0.117,0.081,0.016,0.006,0.001,0.0,0,0,0.085,0.002,0.0,0.031,0.08,0.004,0,0.115
157,0,0.0,0.076,0,1.632,0,0,0.063,0.399,0.076,0.003,0.011,0.001,0.0,0.001,0.001,0.001,0,0.0,0.114,0.001,0.011,0.021,0.101,0.124,0.019,0.003,0.0,0,0.046,0,0.031,0.073,0.009,0.02,0,0,0.002
158,0.002,0,0,0,0.01,0.428,0.034,0.074,0.341,0.008,0.0,0.007,0.041,0.003,0,0.002,0.0,0,0.001,0.006,0,0.001,0,0.001,0.039,0.0,0.0,0.0,0.002,0,0.541,0.022,0.002,0.044,0.239,0,0.014,0.055
159,0,0.0,0,0.0,0.308,0,0.0,0.164,0.455,0.186,0.003,0.003,0.0,0,0.041,0.001,0,0,0,0.001,0.157,0.001,0.002,0.083,0.005,0,0.0,0.007,0.238,0.219,0.244,0.001,0,0.136,0.005,0.011,0,0.246
160,0,0.008,0.162,0,0,0,0,0.008,0.546,0.004,0.004,0.003,0.003,0.021,0.01,0.041,0.036,0.002,0.01,0.032,0.011,0.004,0.037,0.014,0.127,0.023,0.0,0,0,0.004,0,0.003,0.204,0.002,0.085,0,0,0.004
161,0.001,0,0,0,0.002,0.413,0.008,0.001,0.556,0.003,0.003,0.003,0.144,0.018,0,0.004,0.0,0,0.0,0.0,0,0.005,0.011,0.001,0.003,0.006,0.0,0.001,0.002,0.001,0.58,0.01,0.036,0.043,0.002,0,0.001,0.021
162,0.0,0.002,0,0.006,0.117,0,0.007,0.003,0.519,0.138,0,0,0.038,0,0,0.0,0,0,0,0.0,0.001,0.002,0.0,0.095,0.011,0,0.028,0.003,0.002,0.001,0.02,0.055,0,0.059,0.077,0.023,0,0.004
163,0,0.013,0.0,0,0.77,0,0,0.003,0.417,0,0.001,0.001,0.002,0.025,0.002,0.003,0.025,0.009,0.001,0.009,0.009,0,0.019,0.0,0,0.111,0.001,0.001,0,0,0,0.045,0.421,0.003,0.082,1.361,0,0.0
164,0.001,0,0.018,0,0.002,0.005,0.533,0.398,0.441,0.006,0.036,0.02,0.005,0.082,0.065,0.0,0.005,0,0,0.059,0.0,0.07,0.008,0.004,0.139,0.005,0.002,0.0,0.024,0.001,0.684,0.01,0,0.001,0.001,0,0.009,0.0
165,0.001,0.074,0,0.0,0.007,0,0.0,0.104,0.474,0.008,0.005,0.001,0.032,0.004,0,0.004,0.018,0,0.0,0.002,0.0,0.05,0,0.005,0.004,0.001,0.001,0.001,0.048,0.013,0.003,0.006,0.003,0.014,0.634,0.003,0,0.002
166,0,0,0.003,0,0,0,0,0.065,0.586,0.224,0.004,0.0,0.002,0.0,0.001,0,0.017,0.002,0,0.092,0,0.003,0.002,0.029,0.0,0.003,0.002,0.001,0,0,0,0.01,0.005,0.083,0.031,0,0,0.003
167,0.009,0.002,0.004,0,0.03,0.473,0.209,0.002,0.413,0.178,0.001,0.029,0.201,0.017,0.008,0.006,0.001,0,0.001,0.025,0.007,0.001,0.017,0.003,0.001,0.01,0.002,0.0,0.001,0.0,0.105,0,0.001,0.019,0.023,0,0.0,0.258
168,0.004,0.002,0,0.003,0.127,0,0.0,0.001,0.674,0.257,0.0,0.007,0.003,0.007,0,0.001,0.003,0,0.0,0.007,0,0.0,0,0.006,0.0,0.015,0.002,0.001,0.002,0.006,0,0.117,0.001,0.173,0.072,0.005,0,0.004
169,0,0,0,0,1.282,0,0,0.001,0.6,0.185,0.002,0.003,0,0,0.001,0,0.0,0,0,0.033,0.001,0.029,0.036,0.002,0.002,0,0,0.007,0.001,0,0.631,0.002,0.002,0.008,0.086,0,0,0.138
170,0.0,0.004,0.0,0,0.007,0.019,0.391,0.103,0.65,0.045,0.002,0.002,0.004,0.011,0.003,0.001,0.004,0.002,0.003,0.148,0.002,0.003,0.001,0.106,0.008,0.023,0.001,0,0,0.156,0.01,0,0.0,0.009,0.002,0,0,0.042
171,0.001,0.007,0,0,0.09,0,0.03,0.002,0.516,0,0.0,0.013,0.017,0.007,0,0.0,0.0,0,0.0,0.016,0,0.022,0.0,0,0.015,0.013,0.001,0.007,0.008,0.009,0,0.004,0.005,0.01,0.008,0.0,0.008,0.002
172,0,0,0,0.017,0.523,0,0,0.007,0.012,0.294,0,0,0.035,0.018,0,0.009,0,0,0,0.009,0.0,0.043,0,0.003,0.002,0.004,0.0,0.0,0.001,0,0.0,0.016,0.001,0.01,0.012,0.001,0,0.063
173,0.0,0.007,0.057,0,0.053,0.199,0.0,0.015,0.191,0.002,0.0,0.0,0.0,0.0,0.003,0.005,0.0,0.002,0.004,0.002,0.0,0.003,0.001,0.012,0.008,0.004,0.003,0.001,0,0.015,0.001,0.003,0.001,0.001,0.033,0,0,0.848
174,0.075,0.001,0,0,0.315,0,0.002,0.139,0.417,0.001,0.0,0.026,0.005,0.003,0.0,0.0,0.004,0,0,0.003,0.021,0.001,0.045,0.008,0.041,0.003,0.005,0.0,0.003,0.012,0,0.004,0.08,0.004,0.004,0,0.0,0.329
175,0,0,0,0.0,0.436,0,0,0.0,0.558,0.141,0.0,0.0,0.006,0.006,0,0.0,0.0,0,0.0,0.003,0.016,0.002,0,0.008,0.002,0.019,0.012,0.0,0.0,0,0.0,0.004,0.201,0.008,0.049,0.37,0,0.045
176,0.0,0.008,0.011,0,0.0,0.009,0.0,0.005,0.351,0.001,0.004,0.0,0.018,0.161,0.121,0,0.17,0.003,0,0.125,0,0.209,0.012,0.004,0.028,0.099,0.011,0.0,0,0.007,0.059,0.003,0.26,0.005,0.0,0,0,0.0
177,0.044,0.0,0,0,0.039,0,0.0,0.013,0.364,0.023,0.0,0.004,0.002,0.0,0.045,0.166,0.0,0,0.027,0.04,0.0,0.006,0.128,0.008,0.0,0.003,0.0,0.002,0,0.173,0,0.01,0.0,0.02,0.001,0,0.0,0.004
178,0,0,0,0.009,0.989,0,0,0.005,0.342,0.008,0.0,0.003,0.032,0.004,0,0.221,0.01,0,0.005,0,0.483,0.007,0.005,0.013,0.001,0.002,0.0,0.0,0.014,0.083,0.001,0.009,0,0.005,0.042,0.04,0,0.017
179,0,0.003,0.001,0,0.002,0,0.0,0.003,0.28,0.0,0.001,0.005,0,0,0.004,0,0,0,0,0.12,0.001,0.085,0.377,0.049,0.022,0.001,0.0,0.009,0.003,0.001,0.009,0.0,0.089,0.001,0.051,0,0,0.005
180,0.0,0.0,0,0,0.005,0.708,0,0.037,0.381,0.014,0.002,0.002,0.008,0.046,0.0,0.001,0.504,0.003,0.051,0.153,0.001,0.007,0.277,0.002,0.003,0.006,0.001,0.001,0,0,0,0.001,0.003,0.002,0.143,0,0.002,0.0
181,0,0,0,0.001,0.021,0,0.0,0,0.266,0.002,0.005,0.011,0.017,0.008,0,0.001,0.0,0,0.001,0.001,0,0.021,0.001,0,0.005,0.004,0.001,0,0.112,0.177,0.003,0.069,0,0.105,0.03,0.046,0,0.042
182,0,0.0,0.01,0,0.0,0,0,0.012,0.504,0.25,0,0,0.004,0,0,0.003,0,0,0,0.0,0.0,0.061,0,0.301,0.0,0.001,0.002,0.008,0.006,1.15,0,0.002,0.128,0.029,0,0,0,0.0
183,0.003,0,0,0,0.01,0.011,0.0,0.038,0.594,0.041,0.008,0.001,0.004,0.021,0.007,0.001,0.009,0.009,0.033,0.001,0.006,0,0.353,0.125,0.55,0.003,0.013,0.003,0,0.0,0.039,0.005,0,0.055,0.006,0,0.002,0.915
184,0.001,0.0,0,0,0.003,0,0.005,0.007,0.474,0,0.012,0.041,0.003,0.001,0.012,0.002,0.001,0,0,0.0,0.016,0.226,0.004,0.003,0.003,0.005,0.012,0.0,0.084,0.004,0.066,0.005,0.031,0.019,0.02,0.006,0,0.002
185,0,0,0,0.576,0.856,0,0,0.01,0.432,0.001,0,0.32,0.407,0.048,0,0.005,0,0,0.066,0.001,0.041,0.036,0.035,0.232,0.003,0.023,0.005,0.005,0.004,0,0,0.034,0.032,0.001,0.035,0,0,0.011
186,0.004,0.002,0.0,0,0.926,0.001,0.002,0.315,0.341,0.593,0.001,0.001,0.001,0.02,0.004,0,0.001,0.001,0,0.006,0.154,0.0,0.018,0.183,0.31,0.002,0.003,0.996,0,0.003,0.001,0.008,0.219,0.016,0.006,0,0.001,0.669
187,0.021,0.001,0,0.02,0.082,0,0.003,0.335,0.207,0.362,0.054,0.048,0.014,0.001,0.001,0.005,0.002,0,0.001,0.002,0.001,0.008,0.0,0.007,0.121,0.066,0.002,0.007,0.093,0.001,0.04,0.003,0.009,0.002,0.021,0.012,0,0.001
188,0,0,0,0,0.179,0,0,0.002,0.537,0.414,0.0,0.003,0.003,0.008,0,0.012,0.027,0,0.016,0.001,0,0,0,0.001,0.003,0.004,0.001,0.002,0.007,0,0,0.04,0.026,0.329,0.26,0.048,0,0.285
189,0.001,0.0,0.09,0,0.001,0.008,0.001,0.033,0.528,0.003,0.007,0.003,0,0,0.002,0,0.002,0.008,0,0.063,0.68,0.198,0.073,0.03,0.0,0.022,0.002,0.012,0,0.003,0.009,0.374,0.002,0.014,0.015,0,0,0
190,0.002,0.002,0,0,0.022,0,0.001,0.002,0.887,0.088,0.002,0.01,0.001,0.196,0.012,0.013,0.02,0,0.001,0.013,0.001,0.01,0.223,0.065,0.32,0.335,0.001,0.001,0.006,0.096,0.348,0.001,0.009,0.002,0.003,0.054,0.0,0.014
191,0,0,0,0.005,0,0,0,0.007,0.828,0.063,0.0,0.008,0.042,0.0,0,0.009,0.088,0,0.032,0.082,0,0.001,0,0.017,0.132,0.004,0.002,0.0,0.054,0,0,0.005,0.0,0.013,0.192,0,0,1.401
192,0.001,0.0,0.015,0,0.0,0.002,0.0,0.056,1.102,0.007,0.0,0.006,0,0,0.004,0,0,0,0,0.004,0.007,0.003,0.003,0.035,0.018,0.016,0.0,0.071,0,0.01,0.0,0.032,0.02,0.002,0.021,0,0.0,1.334
193,0.0,0.0,0,0,0.006,0,0.003,0.009,1.203,0.272,0.001,0.004,0.005,0.02,0.004,0.005,0.1,0.001,0.0,1.121,0.187,0.016,0.011,0.007,0.085,0.186,0.001,0.001,0,0.119,0,0.06,0.119,0.007,0.113,0.109,0,0.01
194,0,0,0,0.001,0.054,0,0,0.014,0.625,0.018,0.003,0.004,0.097,0.004,0,0.097,0.0,0,0.0,0.121,0,0.007,0,0.001,0.002,0.002,0.009,0.006,0.001,0,1.491,0.005,0.063,0.077,0.553,0,0,0.283
195,0,0.0,0.28,0,0.002,0,0.001,0.022,0.707,0.114,0.001,0.001,0.001,0,0,0.004,0,0,0,0.0,0.168,0.018,0.023,0.058,0.012,0.0,0.0,0.064,0.019,0.032,0.32,0.001,0.006,0.002,0.001,0,0,0.001
196,0.005,0.002,0,0,0.008,0.818,0,0.017,0.695,0.312,0.128,0.006,0.163,0.001,0.088,0.008,0.019,0.0,0.001,0.01,0.0,0.002,0.007,0.006,0.007,0.002,0.002,0,0,0.065,0,0.007,0.001,0.005,0.023,0.006,0.004,0.0
197,0,0,0,0.001,0.01,0,0.007,0.001,0.703,0.104,0.002,0.004,0.0,0.003,0,0.0,0.004,0,0.0,0.007,0,0.007,0.006,0.0,0.033,0.0,0.012,0.06,0.068,0,0.044,0.006,0,0.001,0.114,0.01,0,0.029
198,0,0.001,0.169,0,0.0,0.021,0.035,0.052,0.616,0.002,0,0,0.005,0.001,0,0.028,0,0,0,0.0,0.009,0.061,0,0.122,0.006,0.011,0.013,0.0,0.001,0.03,0.086,0.002,0.175,0.01,0.034,0,0,0.003
199,0.03,0,0,0,0.0,0,0,0.219,0.644,0.098,0.0,0.067,0.018,0.026,0.01,0.0,0.006,0.113,0.001,0.007,0.011,0,0.14,0.127,0,0.004,0.006,0,0,0,0,0.004,0.001,0.0,0.004,0,0.001,0.009
200,0,0.004,0,0.001,0.421,0,0.001,0.001,0.609,0.037,0.001,0.001,0.018,0.014,0.001,0.0,0.07,0,0,0.051,0.0,0.131,0.001,0.0,0.118,0.007,0.0,0.0,0.002,0.158,0.311,0.035,0,0.004,0.024,0.1,0,0.014
201,0,0.013,0.003,0,1.437,0,0.001,0.007,0.344,0.328,0.001,0.0,0.0,0.001,0,0.059,0.007,0,0.002,0.006,0.0,0.007,0,0.011,0.001,0.053,0.002,0.001,0.002,0,0,0.0,0.234,0.143,0,0,0,0.051
