rxkB/s,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
293,0.0,4.52,0.0,0.0,4.52,1.88,2.05,2.05,2.55,4.57,4.56,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.04,0.2,0.0,0.2,2.45,4.32,2.45,2.52,2.07,4.48,0.0,0.0,0.0,0.0,0.0,0.0,4.52,4.52,0.0,0.0,2.55,2.07,2.5,4.41,4.61,4.37,4.32,4.22,2.48,2.16,2.55,0.0,4.61,0.0,4.56,4.43,0.0,4.47,0.0,0.0,4.56,4.47,0.0,0.0,4.52,0.0,0.0,0.0,4.36,4.52,4.52,0.0,0.0,0.0,0.0,0.0,4.39,0.0,4.03,0.0,4.61,0.0,0.0,0.0,4.57,4.61,4.61,4.61,4.66,4.52,4.61,0.0,0.0,0.0,0.0,4.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43,4.56,0.0,0.0,0.0,0.0,0.0,4.52,0.0,0.0,4.52,0.0,4.57,0.0,4.61,0.0,0.0,4.52,4.57,0.0,0.0,0.0,4.57,0.0,0.0,4.61,0.0,0.0,0.0,0.0,0.0,4.52,0.0,0.0,4.56,0.0,0.0
294,4.52,0.0,4.47,4.48,0.0,0.0,0.0,0.0,2.03,0.0,0.0,4.52,4.52,4.56,4.56,4.47,0.0,4.36,0.0,4.4,4.52,4.27,2.13,0.0,2.08,2.0,0.0,0.0,4.66,4.52,0.0,4.47,0.0,0.0,0.0,0.0,4.56,4.61,2.05,0.0,2.05,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.03,4.57,0.0,4.61,0.0,0.0,4.47,0.0,4.61,4.47,0.0,0.0,4.52,4.57,0.0,4.52,4.52,4.52,0.0,0.0,0.0,4.52,4.52,4.47,4.52,4.52,0.0,4.52,0.57,4.52,0.0,4.57,4.66,4.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.52,4.66,4.47,4.56,0.0,4.56,4.52,4.57,4.47,4.47,4.56,4.61,4.52,4.52,0.0,0.0,4.56,4.56,4.61,4.56,4.56,0.0,4.61,4.66,0.0,4.57,0.0,4.57,0.0,4.61,4.61,0.0,0.0,4.66,4.66,4.61,0.0,4.52,4.56,0.0,4.47,4.56,4.52,4.66,4.52,0.0,4.43,4.52,0.0,4.56,4.66
295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36,8.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.49,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,0.0,3.95,0.0,0.0,3.99,4.61,4.52,4.61,0.0,4.61,4.03,0.0,0.0,0.0,0.0,0.0,0.74,0.0,4.57,0.0,0.0,0.0,0.0,4.09,0.0,0.0,4.57,4.61,0.0,0.0,0.86,0.0,0.0,0.0,0.0,4.52,0.0,0.0,0.0,4.61,0.0,4.61,4.21,4.66,4.52,4.47,0.0,4.61,0.0,0.0,4.56,0.0,3.99,4.51,0.0,4.26,0.0,0.0,4.52,4.52,0.0,0.0,3.95,0.0,0.0,0.0,3.99,3.99,3.99,0.0,0.0,0.0,0.0,0.0,4.07,0.0,0.0,0.0,4.52,0.0,0.0,0.0,4.03,3.99,3.95,3.99,4.03,4.07,4.03,0.0,0.0,0.0,0.0,3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99,4.07,0.0,0.0,0.0,0.0,0.0,4.03,0.0,0.0,4.52,0.0,4.61,0.0,4.56,0.0,0.0,4.61,4.47,0.0,0.0,0.0,4.03,0.0,0.0,3.99,0.0,0.0,0.0,0.0,0.0,3.99,0.0,0.0,3.99,0.0,0.0
300,4.61,0.58,3.99,4.03,0.57,0.0,0.0,0.0,4.61,0.0,0.52,3.95,4.07,4.03,4.03,4.03,0.0,4.07,0.0,3.99,4.57,3.95,4.17,0.4,4.21,4.57,0.0,0.0,4.66,4.52,0.0,4.57,0.0,0.0,11.17,0.0,4.61,4.47,4.52,0.0,4.66,0.0,0.4,0.0,0.0,0.05,4.66,0.0,4.61,4.57,0.0,4.56,0.57,0.0,4.03,0.3,4.52,4.03,0.0,0.0,4.21,4.52,0.57,4.03,4.03,3.94,0.53,0.52,0.53,3.95,3.99,3.95,4.03,3.95,0.52,3.95,4.57,4.47,0.0,4.56,4.13,3.99,0.57,0.57,0.58,0.57,0.57,0.57,0.59,4.07,4.03,4.03,4.03,0.53,3.99,3.95,4.61,4.03,3.95,4.03,4.56,4.03,4.07,0.53,0.52,4.03,3.99,3.95,3.99,3.95,0.53,3.99,4.07,0.0,4.52,0.0,4.56,0.0,4.61,3.99,0.0,0.05,4.03,3.99,4.07,0.52,3.99,3.99,0.52,3.95,4.07,3.99,4.03,3.99,0.53,4.03,4.03,0.53,3.99,4.03
301,0.0,0.0,0.59,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.53,0.52,0.53,0.52,0.0,0.57,0.0,0.52,0.0,0.53,0.41,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.52,0.0,0.0,0.35,0.0,0.0,0.53,0.52,0.53,0.0,0.0,0.0,0.52,0.52,0.52,0.52,0.52,0.0,0.53,0.0,0.0,0.0,0.0,0.4,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.57,0.52,0.53,0.0,0.52,0.52,0.0,0.52,0.53,0.53,0.0,0.52,0.52,0.0,0.0,0.53,0.53,0.53,0.59,0.53,0.0,0.53,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.51,0.52,0.52,0.0,0.53,0.52,0.0,0.52,0.52,0.52,0.53,0.53,0.0,0.52,0.53,0.0,0.53,0.52
302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,0.0,4.61,0.0,0.0,4.57,4.52,4.57,4.52,0.0,4.52,4.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.56,0.0,0.0,0.0,0.0,4.56,0.0,0.0,4.52,4.52,0.0,0.0,0.0,0.0,0.0,0.0,4.56,4.52,0.0,0.0,0.0,4.48,0.0,4.61,4.57,4.61,4.61,4.61,0.0,4.57,0.0,0.0,4.66,0.0,4.56,4.57,0.0,4.61,0.0,0.0,4.57,4.47,0.0,0.0,4.43,0.0,0.0,0.0,4.52,4.61,4.52,0.0,0.0,0.0,0.0,0.0,4.52,0.0,0.0,0.0,4.57,0.0,0.0,0.0,4.52,4.57,4.57,4.57,4.52,4.61,4.52,0.0,0.0,0.0,0.0,4.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.61,4.43,0.0,0.0,0.0,0.0,0.0,4.47,0.0,0.0,4.66,0.0,4.57,0.0,4.61,0.0,0.0,4.57,4.57,0.0,0.0,0.0,4.57,0.0,0.0,4.52,0.0,0.0,0.0,0.0,0.0,4.56,0.0,0.0,4.52,0.0,0.0
307,4.61,0.0,4.52,4.57,0.0,0.0,0.0,0.0,4.57,0.0,0.0,4.56,4.52,4.56,4.52,4.66,0.0,4.57,0.0,4.57,4.57,4.47,4.52,0.0,4.56,4.52,0.0,0.0,4.61,4.56,0.0,4.52,0.0,0.0,0.0,0.0,4.56,4.52,4.57,0.0,4.61,0.0,0.0,0.0,0.0,0.0,4.57,0.0,4.61,4.57,0.0,4.52,0.0,0.0,4.52,0.0,4.56,4.57,0.0,0.0,4.52,4.57,0.0,4.47,4.47,4.52,0.0,0.0,0.0,4.56,4.61,4.47,4.56,4.61,0.0,4.52,4.66,4.57,0.0,4.61,4.61,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57,4.56,4.56,4.56,0.0,4.43,4.52,4.61,4.47,4.56,4.52,4.52,4.52,4.47,0.0,0.0,4.56,4.66,4.52,4.52,4.52,0.0,4.61,4.66,0.0,4.52,0.0,4.57,0.0,4.61,4.57,0.0,0.0,4.57,4.71,4.57,0.0,4.56,4.52,0.0,4.61,4.56,4.56,4.61,4.56,0.0,4.52,4.56,0.0,4.56,4.61
308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,9.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,0.0,0.0,0.0,0.0,0.0,4.03,3.99,3.99,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,4.03,0.0,0.0,0.0,0.0,3.99,0.0,0.0,4.16,2.5,0.0,0.0,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,0.0,3.99,0.0,4.03,4.03,3.95,0.0,4.07,0.0,0.0,2.52,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,2.52,4.57,0.0,0.0,4.57,0.57,0.57,0.57,3.99,2.03,4.61,0.0,0.0,0.0,0.0,0.0,0.0,3.99,0.57,4.12,0.25,4.03,4.07,0.57,4.03,4.03,0.52,2.07,2.52,0.0,0.0,2.5,0.0,0.0,1.01,4.52,0.0,0.0,3.95,0.57,3.99,0.57,4.66,0.58,0.57,0.59,3.99,0.57,3.99,2.55,2.09,0.0,4.52,4.3,0.0,4.57,0.0,0.0,4.52,4.52,0.0,2.52,2.0,2.45,2.52,0.0,4.56,4.47,4.56,0.0,0.0,0.0,0.0,0.0,4.47,0.0,4.03,0.0,4.46,0.0,2.41,2.57,2.13,4.61,4.56,4.52,4.52,4.61,4.56,0.0,0.0,0.0,0.0,4.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47,4.56,0.0,0.0,0.0,0.0,0.0,4.56,0.0,0.0,4.52,0.0,4.57,0.0,4.56,0.0,0.0,4.56,4.52,0.0,0.0,0.0,4.52,0.0,0.0,4.52,0.0,0.0,0.0,0.0,0.0,4.52,0.0,0.0,4.61,0.0,0.0
314,2.05,0.0,4.57,4.57,0.0,0.0,0.0,0.0,0.57,0.0,0.0,4.52,4.56,4.52,4.52,4.56,0.0,0.57,0.0,0.57,4.31,0.57,0.52,0.0,0.52,0.51,0.0,0.0,2.09,4.43,0.0,2.0,0.0,0.0,11.39,0.0,4.56,4.56,0.57,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.59,2.03,0.0,4.52,0.0,0.0,4.52,0.0,4.56,4.47,0.0,0.0,4.56,1.98,0.0,2.06,2.0,4.56,0.0,0.0,0.0,4.61,4.56,4.47,4.47,4.47,0.0,4.56,0.58,4.61,0.0,4.57,2.11,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57,4.66,4.47,4.52,0.0,4.56,4.56,4.56,4.61,4.61,4.52,4.52,4.56,4.61,0.0,0.0,4.61,4.56,4.47,4.52,4.56,0.0,4.52,4.48,0.0,4.61,0.0,4.47,0.0,4.56,4.52,0.0,0.0,4.52,4.52,4.56,0.0,4.56,4.47,0.0,4.56,4.52,4.56,4.56,4.56,0.0,4.43,4.52,0.0,4.61,4.61
315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
