op_wip,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
113,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
114,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1
115,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,2,1,1,1
116,1,1,1,1,1,0,1,1,2,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,2,1,1,1,2,0,0,0,0
117,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,2,1,1,1,0,1
118,1,2,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,2,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0
119,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,2,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0
120,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,2,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0
121,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,2,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
122,1,0,0,0,2,0,0,1,2,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,2,0,1,1,1,1,0,2,1,1,0,1,0,0,1
123,0,1,0,0,1,1,1,1,1,0,1,0,2,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0
124,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,2,1,1,1,1,1
125,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
126,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1
127,1,1,0,1,0,1,2,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0
128,1,1,1,0,0,0,1,2,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,2,1,1,1,1,1,1,1,1
129,1,0,0,1,0,1,2,2,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,2,1,0,1,1
130,1,1,0,1,0,1,1,1,1,0,0,3,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,2,0,2,0,1,1,1
131,0,0,1,1,0,0,0,1,1,1,1,0,1,2,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,2,0,0,1,1,1,3,1,1,1
132,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1
133,0,1,0,1,3,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,2,1,1,1,1,0,1,0,1,1,1,0,0,0
134,3,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,2,1,1,0,1,1,0,1,1,1
135,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0
136,2,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,2
137,0,1,1,1,2,1,2,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,2,1,0,1,0,1,1,0,1,0,1,1,0,1,2,1,0,1
138,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,2,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1
139,0,1,0,1,2,1,1,1,1,1,0,1,2,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,2,0,1,1,0,1,1,1,1
140,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0
141,2,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,2,1,0,1,1,1,0,1,1,0,1
142,0,1,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1
143,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,2,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0
144,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,2,0,0,2,0,1,1,1,1,1,1,1,0,0,0
145,1,0,1,0,1,0,0,1,1,1,1,0,0,1,2,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,2
146,1,2,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,2,1,1,0,1,1,0,1,1,0,1,1,0,0,0,2,0,0,1,0,0
147,1,2,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0
148,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1
149,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1
150,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1
151,1,1,2,0,1,1,0,0,0,1,0,1,1,0,2,0,1,0,1,1,0,1,1,2,1,0,1,0,0,1,1,1,1,1,2,1,0,1,1,1
152,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,2,0,1,1,1,1,1
153,1,0,1,1,1,1,1,1,1,0,0,1,2,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1
154,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,2,1,0
155,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1
156,2,0,0,1,0,1,1,2,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0
157,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1
158,0,2,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,2,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1
159,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,0,1
160,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1
161,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0
162,1,0,0,0,0,1,1,0,0,0,0,1,2,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0
163,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1
164,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,1,1,0,1,1,0,0,1,1,0,1
165,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,2,1,1,0,1,2,2,1,0,2,1,0,1,0,1,0,0,1
166,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1
167,1,1,1,1,1,1,1,1,1,0,0,0,3,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,2,1,1,1,1,1,1,1,1,0
168,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0
169,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,2,1,1,2,1,1,2,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1
170,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1
171,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,2,0,0,1,2,0,0,1,1,0,1,1,0,0,1,0,1,1
172,0,1,0,0,1,0,1,1,1,2,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,2,0,1,0,0,1,0,1,0,0,0,1,1
173,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0
174,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,2,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1
175,0,1,1,1,1,0,1,1,2,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0
176,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1
177,0,1,1,1,1,0,0,0,1,1,1,2,0,1,1,1,0,2,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,2,1,1,0,0,1,1
178,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,2,1,0,0,1,0,1,0,0,1,1
179,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1
180,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,2,1,1,0,1,1,0,1,0,1,1,1,1,1
181,1,1,0,1,1,1,0,0,1,0,0,2,0,1,2,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1
182,0,1,1,0,2,0,0,0,1,0,1,1,1,1,2,0,0,1,0,1,0,1,1,1,0,1,2,0,1,1,1,0,0,0,0,0,1,0,1,1
183,1,0,0,1,0,1,1,1,1,1,1,1,0,1,2,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,2,1,1,0,0,0,1
184,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,2,1,0,0,1,1,0,0,1,1,1,0,1
185,2,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,2,1,0,0,0,2,1,1,1,1,1
186,0,1,1,0,2,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,2,0,1,0,1,2,1,1,1,0,2,1,1,1,1,0,1
187,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,2,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1
188,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,2,0,1,0,1,1,1,0,0,1,1,2,1,0,1,1,1,0,0,1,0,0
189,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,2,1,0,1
190,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1
191,1,1,1,2,1,1,1,1,0,0,1,0,1,0,1,2,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,2,1,1,0,1,1,1,0,1
192,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1
193,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0,1
194,1,1,0,0,2,0,0,1,0,0,0,1,1,2,1,0,1,0,0,2,1,2,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
195,0,0,1,2,3,0,0,1,0,1,1,0,2,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,2
196,1,1,0,1,2,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,2,1,0,0,0,1,1,1,1,1,0
197,2,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,2,1,0,1,0,1,0,0,1,1,1,1,1,0,2,0,1,1,1,0,1,0
198,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,2,0,1,0,1,0,1,0,1,1,0,1,0,1
199,1,1,2,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,2,1,1,1,1,0,0,0,0,0,1,1
200,0,0,0,0,0,2,1,0,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,2,1,0,1,1
201,1,0,2,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0
202,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,2,1,2,1,0,0,0,1,1,0,0,0,0,1
203,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1
204,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0
205,0,0,1,1,0,1,1,0,1,1,0,2,0,1,0,1,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0
206,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0
207,1,1,0,2,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,2,2,1,1,0,0,0,1,1
208,0,2,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,2,0,1,0,0,1
209,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,2,0,0,1,0,1,0,1,0
210,0,1,1,1,1,0,2,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1
211,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1
212,2,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,2,1,1,0,1,1,1,0
213,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,2,1,0,1
214,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0
215,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,2,0,0,1,1,1,1
216,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0
217,1,0,0,1,0,1,1,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1
218,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,2,2,1,1,1,1,1,0
219,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1
220,0,1,1,1,0,0,0,0,1,2,1,0,1,0,1,1,0,1,1,1,1,0,0,2,0,3,1,0,0,0,0,1,1,0,1,0,0,0,1,1
221,0,0,2,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,2,1,0,0,1,0,0,0,0,0,1,0
222,1,1,1,1,1,2,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1
223,2,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1
224,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,2,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1
225,1,1,1,0,1,1,0,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1
226,0,0,2,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,2,0,1,1,1,1,0,0,2,2,0,1
227,0,1,0,1,0,0,0,1,0,0,1,1,1,0,2,1,0,1,0,1,0,0,1,0,2,2,1,0,0,1,1,0,0,0,1,1,1,0,0,0
228,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,2,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0
229,0,0,1,1,1,1,0,2,1,0,3,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,2,0,0,0,1,2,1,1,0,0,1
230,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,2,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0
231,1,0,0,0,1,0,1,0,1,0,0,0,2,1,1,0,1,1,1,0,0,1,1,0,1,1,2,1,1,1,0,2,1,1,1,0,1,1,0,1
232,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,2,0,1,1,1,1,0,1,1,0,1,1,1,1
233,1,1,0,1,0,0,1,1,1,1,2,1,1,0,1,1,1,1,0,3,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1
234,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1
235,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,2,1,1,0,1,0,1,1,0,0,1
236,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0
237,0,0,0,2,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,2,0,0,1,0,1,0,0,1,1,1,1,0,1
238,0,1,1,0,0,1,1,0,1,0,0,2,0,1,0,1,1,1,1,1,0,0,2,0,0,1,1,1,1,1,2,0,1,1,0,1,1,1,0,1
239,1,2,1,1,0,1,2,1,1,1,0,1,1,1,1,1,0,1,1,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
240,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0
241,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1
242,2,1,0,0,1,0,1,1,1,1,1,0,1,1,1,2,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0
243,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1
244,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0
245,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0
246,1,0,0,0,1,1,1,2,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1
247,1,1,1,1,1,0,0,0,0,0,0,2,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,2,0,0,1
248,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,2
249,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,2,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1
250,2,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0
251,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,2,1,1,1,1,1,1,1,1,1,0,1,1,0,0,2,0,1,2
252,0,1,2,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,2,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1
253,1,0,1,1,1,0,1,0,0,0,2,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,2,1,1,1,1,1,1,0,0,0,1,0
254,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,2,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1
255,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,3,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0
257,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
259,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
260,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
261,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
262,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
263,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
264,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
