kbbuffers,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
209,24772.0,23404.0,24444.0,24440.0,24500.0,23920.0,23520.0,24028.0,24500.0,24316.0,24812.0,24888.0,24508.0,24708.0,24900.0,24072.0,25148.0,21740.0,24968.0,25144.0,24784.0,25548.0,25064.0,25460.0,27900.0,24964.0,25292.0,25168.0,25332.0,24916.0,24832.0,23740.0,24240.0,25148.0,24476.0,25024.0,24752.0,24420.0,25452.0,24500.0,26624.0,24688.0,24096.0,26232.0,24476.0,24816.0,24512.0,25896.0,27496.0,23852.0,23492.0,27540.0,23840.0,24396.0,25816.0,24664.0,24380.0,24256.0,23720.0,24432.0,24668.0,24568.0,24512.0,23924.0,25056.0,24664.0,24004.0,24588.0,24508.0,24632.0,24552.0,25220.0,24688.0,24116.0,24020.0,24648.0,24064.0,24340.0,24756.0,24860.0,24964.0,24388.0,24868.0,24820.0,24448.0,24508.0,24032.0,24284.0,24752.0,24588.0,24308.0,24396.0,24492.0,23440.0,23988.0,24904.0,24636.0,24908.0,24648.0,24640.0,24560.0,24508.0,24876.0,24284.0,24192.0,24128.0,24664.0,24252.0,24248.0,24696.0,24424.0,25532.0,24784.0,24924.0,25740.0,25248.0,24560.0,25228.0,25812.0,25380.0,25364.0,25020.0,25216.0,25620.0,24972.0,24812.0,25460.0,25496.0,25028.0,24364.0,24640.0,25712.0,25392.0,24652.0,25252.0,24736.0,24580.0,24972.0,24708.0,25640.0
210,24772.0,23404.0,24444.0,24440.0,24500.0,23920.0,23520.0,24028.0,24500.0,24316.0,24812.0,24896.0,24508.0,24716.0,24900.0,24080.0,25148.0,21740.0,24968.0,25144.0,24784.0,25548.0,25064.0,25460.0,27900.0,24964.0,25292.0,25168.0,25332.0,24924.0,24832.0,23740.0,24240.0,25156.0,24476.0,25024.0,24760.0,24428.0,25452.0,24500.0,26624.0,24688.0,24096.0,26232.0,24476.0,24816.0,24512.0,25896.0,27496.0,23852.0,23492.0,27548.0,23840.0,24396.0,25824.0,24664.0,24388.0,24256.0,23720.0,24432.0,24668.0,24568.0,24512.0,23924.0,25056.0,24664.0,24004.0,24588.0,24516.0,24632.0,24552.0,25224.0,24696.0,24124.0,24020.0,24648.0,24064.0,24340.0,24756.0,24860.0,24964.0,24388.0,24868.0,24820.0,24448.0,24508.0,24032.0,24284.0,24752.0,24596.0,24316.0,24404.0,24492.0,23440.0,23996.0,24912.0,24636.0,24908.0,24648.0,24648.0,24560.0,24508.0,24876.0,24284.0,24192.0,24128.0,24664.0,24252.0,24256.0,24696.0,24432.0,25532.0,24784.0,24924.0,25740.0,25248.0,24560.0,25228.0,25812.0,25380.0,25364.0,25020.0,25216.0,25620.0,24980.0,24812.0,25460.0,25504.0,25028.0,24364.0,24640.0,25712.0,25392.0,24652.0,25252.0,24736.0,24580.0,24972.0,24708.0,25640.0
211,24772.0,23404.0,24444.0,24440.0,24500.0,23920.0,23520.0,24028.0,24500.0,24316.0,24812.0,24896.0,24508.0,24716.0,24900.0,24080.0,25148.0,21740.0,24968.0,25144.0,24784.0,25548.0,25064.0,25460.0,27900.0,24964.0,25292.0,25168.0,25332.0,24924.0,24832.0,23740.0,24240.0,25156.0,24476.0,25024.0,24760.0,24428.0,25452.0,24500.0,26624.0,24688.0,24096.0,26232.0,24476.0,24816.0,24512.0,25896.0,27496.0,23852.0,23492.0,27548.0,23840.0,24396.0,25824.0,24664.0,24388.0,24256.0,23720.0,24432.0,24668.0,24568.0,24512.0,23924.0,25056.0,24664.0,24004.0,24588.0,24516.0,24632.0,24552.0,25228.0,24696.0,24124.0,24028.0,24648.0,24064.0,24340.0,24756.0,24860.0,24964.0,24388.0,24868.0,24820.0,24448.0,24508.0,24032.0,24284.0,24752.0,24596.0,24316.0,24404.0,24492.0,23440.0,23996.0,24912.0,24636.0,24908.0,24656.0,24648.0,24560.0,24508.0,24876.0,24284.0,24192.0,24128.0,24664.0,24252.0,24256.0,24704.0,24432.0,25532.0,24784.0,24924.0,25740.0,25248.0,24560.0,25228.0,25812.0,25380.0,25364.0,25028.0,25216.0,25620.0,24980.0,24812.0,25460.0,25504.0,25028.0,24364.0,24640.0,25712.0,25392.0,24652.0,25252.0,24736.0,24580.0,24972.0,24708.0,25640.0
212,24772.0,23412.0,24444.0,24440.0,24500.0,23920.0,23520.0,24028.0,24500.0,24316.0,24812.0,24896.0,24508.0,24716.0,24900.0,24080.0,25148.0,21740.0,24968.0,25144.0,24784.0,25548.0,25064.0,25460.0,27900.0,24964.0,25292.0,25168.0,25332.0,24924.0,24832.0,23740.0,24240.0,25156.0,24476.0,25024.0,24760.0,24428.0,25452.0,24500.0,26624.0,24688.0,24096.0,26232.0,24476.0,24816.0,24512.0,25896.0,27496.0,23852.0,23492.0,27548.0,23840.0,24396.0,25824.0,24664.0,24388.0,24256.0,23720.0,24432.0,24668.0,24568.0,24512.0,23924.0,25056.0,24664.0,24004.0,24588.0,24516.0,24640.0,24560.0,25228.0,24696.0,24124.0,24028.0,24656.0,24064.0,24340.0,24756.0,24860.0,24964.0,24388.0,24868.0,24820.0,24448.0,24508.0,24032.0,24284.0,24752.0,24596.0,24316.0,24404.0,24492.0,23440.0,23996.0,24912.0,24636.0,24908.0,24656.0,24648.0,24560.0,24508.0,24876.0,24284.0,24192.0,24128.0,24664.0,24252.0,24256.0,24704.0,24432.0,25540.0,24784.0,24924.0,25748.0,25248.0,24568.0,25236.0,25812.0,25380.0,25364.0,25028.0,25224.0,25620.0,24980.0,24812.0,25460.0,25504.0,25036.0,24364.0,24640.0,25712.0,25392.0,24652.0,25252.0,24736.0,24580.0,24972.0,24708.0,25640.0
213,24772.0,23412.0,24444.0,24440.0,24508.0,23928.0,23528.0,24036.0,24500.0,24324.0,24812.0,24896.0,24508.0,24716.0,24900.0,24080.0,25152.0,21740.0,24976.0,25144.0,24784.0,25548.0,25064.0,25468.0,27900.0,24964.0,25300.0,25176.0,25332.0,24924.0,24832.0,23740.0,24240.0,25156.0,24476.0,25024.0,24760.0,24428.0,25452.0,24508.0,26624.0,24696.0,24096.0,26240.0,24484.0,24824.0,24512.0,25904.0,27496.0,23852.0,23500.0,27548.0,23840.0,24396.0,25824.0,24672.0,24388.0,24256.0,23720.0,24432.0,24668.0,24568.0,24520.0,23924.0,25056.0,24664.0,24012.0,24588.0,24516.0,24640.0,24560.0,25228.0,24696.0,24124.0,24028.0,24656.0,24064.0,24340.0,24756.0,24860.0,24964.0,24388.0,24876.0,24828.0,24456.0,24516.0,24032.0,24292.0,24752.0,24596.0,24316.0,24404.0,24492.0,23448.0,23996.0,24912.0,24636.0,24908.0,24656.0,24648.0,24560.0,24508.0,24876.0,24284.0,24200.0,24128.0,24664.0,24252.0,24256.0,24704.0,24432.0,25540.0,24784.0,24924.0,25748.0,25248.0,24568.0,25236.0,25812.0,25380.0,25364.0,25028.0,25224.0,25620.0,24980.0,24812.0,25460.0,25504.0,25036.0,24364.0,24640.0,25712.0,25392.0,24652.0,25260.0,24736.0,24580.0,24980.0,24708.0,25640.0
214,24780.0,23412.0,24452.0,24448.0,24508.0,23928.0,23528.0,24036.0,24508.0,24324.0,24820.0,24896.0,24516.0,24716.0,24908.0,24080.0,25156.0,21748.0,24976.0,25152.0,24792.0,25556.0,25072.0,25468.0,27908.0,24972.0,25300.0,25176.0,25340.0,24924.0,24840.0,23748.0,24248.0,25156.0,24484.0,25032.0,24760.0,24428.0,25460.0,24508.0,26632.0,24696.0,24104.0,26240.0,24484.0,24824.0,24520.0,25904.0,27504.0,23860.0,23500.0,27548.0,23848.0,24404.0,25824.0,24672.0,24388.0,24264.0,23728.0,24440.0,24676.0,24576.0,24520.0,23932.0,25064.0,24672.0,24012.0,24596.0,24516.0,24640.0,24560.0,25228.0,24696.0,24124.0,24028.0,24656.0,24072.0,24348.0,24764.0,24868.0,24972.0,24396.0,24876.0,24828.0,24456.0,24516.0,24040.0,24292.0,24760.0,24596.0,24316.0,24404.0,24500.0,23448.0,23996.0,24912.0,24644.0,24916.0,24656.0,24648.0,24568.0,24516.0,24884.0,24292.0,24200.0,24136.0,24672.0,24260.0,24256.0,24704.0,24432.0,25540.0,24792.0,24932.0,25748.0,25256.0,24568.0,25236.0,25820.0,25388.0,25372.0,25028.0,25224.0,25628.0,24980.0,24820.0,25468.0,25504.0,25036.0,24372.0,24648.0,25720.0,25400.0,24660.0,25260.0,24744.0,24588.0,24980.0,24716.0,25648.0
215,24780.0,23412.0,24452.0,24448.0,24508.0,23928.0,23528.0,24036.0,24508.0,24324.0,24820.0,24904.0,24516.0,24724.0,24908.0,24088.0,25156.0,21748.0,24976.0,25152.0,24792.0,25556.0,25072.0,25468.0,27908.0,24972.0,25300.0,25176.0,25340.0,24932.0,24840.0,23748.0,24248.0,25164.0,24484.0,25032.0,24768.0,24436.0,25460.0,24508.0,26632.0,24696.0,24104.0,26240.0,24484.0,24824.0,24520.0,25904.0,27504.0,23860.0,23500.0,27556.0,23848.0,24404.0,25832.0,24672.0,24396.0,24264.0,23728.0,24440.0,24676.0,24576.0,24520.0,23932.0,25064.0,24672.0,24012.0,24596.0,24524.0,24640.0,24560.0,25228.0,24704.0,24132.0,24028.0,24656.0,24072.0,24348.0,24764.0,24868.0,24972.0,24396.0,24876.0,24828.0,24456.0,24516.0,24040.0,24292.0,24760.0,24604.0,24324.0,24412.0,24500.0,23448.0,24004.0,24920.0,24644.0,24916.0,24656.0,24656.0,24568.0,24516.0,24884.0,24292.0,24200.0,24136.0,24672.0,24260.0,24264.0,24704.0,24440.0,25540.0,24792.0,24932.0,25748.0,25256.0,24568.0,25236.0,25820.0,25388.0,25372.0,25028.0,25224.0,25628.0,24988.0,24820.0,25468.0,25512.0,25036.0,24372.0,24648.0,25720.0,25400.0,24660.0,25260.0,24744.0,24588.0,24980.0,24716.0,25648.0
216,24780.0,23412.0,24452.0,24448.0,24508.0,23928.0,23528.0,24036.0,24508.0,24324.0,24820.0,24904.0,24516.0,24724.0,24908.0,24088.0,25156.0,21748.0,24976.0,25152.0,24792.0,25556.0,25072.0,25468.0,27908.0,24972.0,25300.0,25176.0,25340.0,24932.0,24840.0,23748.0,24248.0,25164.0,24484.0,25032.0,24768.0,24436.0,25460.0,24508.0,26632.0,24696.0,24104.0,26240.0,24484.0,24824.0,24520.0,25904.0,27504.0,23860.0,23500.0,27556.0,23848.0,24404.0,25832.0,24672.0,24396.0,24264.0,23728.0,24440.0,24676.0,24576.0,24520.0,23932.0,25064.0,24672.0,24012.0,24596.0,24524.0,24640.0,24560.0,25236.0,24704.0,24132.0,24036.0,24656.0,24072.0,24348.0,24764.0,24868.0,24972.0,24396.0,24876.0,24828.0,24456.0,24516.0,24040.0,24292.0,24760.0,24604.0,24324.0,24412.0,24500.0,23448.0,24004.0,24920.0,24644.0,24916.0,24664.0,24656.0,24568.0,24516.0,24884.0,24292.0,24200.0,24136.0,24672.0,24260.0,24264.0,24712.0,24440.0,25540.0,24792.0,24932.0,25748.0,25256.0,24568.0,25236.0,25820.0,25388.0,25372.0,25036.0,25224.0,25628.0,24988.0,24820.0,25468.0,25512.0,25036.0,24372.0,24648.0,25720.0,25400.0,24660.0,25260.0,24744.0,24588.0,24980.0,24716.0,25648.0
217,24780.0,23420.0,24452.0,24448.0,24508.0,23928.0,23528.0,24036.0,24508.0,24324.0,24820.0,24904.0,24516.0,24724.0,24908.0,24088.0,25156.0,21748.0,24976.0,25152.0,24792.0,25556.0,25072.0,25468.0,27908.0,24972.0,25300.0,25176.0,25340.0,24932.0,24840.0,23748.0,24248.0,25164.0,24484.0,25032.0,24768.0,24436.0,25460.0,24508.0,26632.0,24696.0,24104.0,26240.0,24484.0,24824.0,24520.0,25904.0,27504.0,23860.0,23500.0,27556.0,23848.0,24404.0,25832.0,24672.0,24396.0,24264.0,23728.0,24440.0,24676.0,24576.0,24520.0,23932.0,25064.0,24672.0,24012.0,24596.0,24524.0,24648.0,24568.0,25236.0,24704.0,24132.0,24036.0,24664.0,24072.0,24348.0,24764.0,24868.0,24972.0,24396.0,24876.0,24828.0,24456.0,24516.0,24040.0,24292.0,24760.0,24604.0,24324.0,24412.0,24500.0,23448.0,24004.0,24920.0,24644.0,24916.0,24664.0,24656.0,24568.0,24516.0,24884.0,24292.0,24200.0,24136.0,24672.0,24260.0,24264.0,24712.0,24440.0,25548.0,24792.0,24932.0,25756.0,25256.0,24576.0,25244.0,25820.0,25388.0,25372.0,25036.0,25232.0,25628.0,24988.0,24820.0,25468.0,25512.0,25044.0,24372.0,24648.0,25720.0,25400.0,24660.0,25260.0,24744.0,24588.0,24980.0,24716.0,25648.0
218,24780.0,23420.0,24452.0,24448.0,24516.0,23936.0,23536.0,24044.0,24508.0,24332.0,24820.0,24904.0,24516.0,24724.0,24908.0,24088.0,25160.0,21748.0,24984.0,25152.0,24792.0,25556.0,25072.0,25476.0,27908.0,24972.0,25308.0,25184.0,25340.0,24932.0,24840.0,23748.0,24248.0,25164.0,24484.0,25032.0,24768.0,24436.0,25460.0,24516.0,26632.0,24704.0,24104.0,26248.0,24492.0,24832.0,24520.0,25912.0,27504.0,23860.0,23508.0,27556.0,23848.0,24404.0,25832.0,24680.0,24396.0,24264.0,23728.0,24440.0,24676.0,24576.0,24528.0,23932.0,25064.0,24672.0,24020.0,24596.0,24524.0,24648.0,24568.0,25236.0,24704.0,24132.0,24036.0,24664.0,24072.0,24348.0,24764.0,24868.0,24972.0,24396.0,24884.0,24836.0,24464.0,24524.0,24040.0,24300.0,24760.0,24604.0,24324.0,24412.0,24500.0,23456.0,24004.0,24920.0,24644.0,24916.0,24664.0,24656.0,24568.0,24516.0,24884.0,24292.0,24208.0,24136.0,24672.0,24260.0,24264.0,24712.0,24440.0,25548.0,24792.0,24932.0,25756.0,25256.0,24576.0,25244.0,25820.0,25388.0,25372.0,25036.0,25232.0,25628.0,24988.0,24820.0,25468.0,25512.0,25044.0,24372.0,24648.0,25720.0,25400.0,24660.0,25268.0,24744.0,24588.0,24988.0,24716.0,25648.0
219,24788.0,23420.0,24460.0,24456.0,24516.0,23936.0,23536.0,24044.0,24516.0,24332.0,24828.0,24904.0,24524.0,24724.0,24916.0,24088.0,25164.0,21756.0,24984.0,25160.0,24800.0,25564.0,25080.0,25476.0,27916.0,24980.0,25308.0,25184.0,25348.0,24932.0,24848.0,23756.0,24256.0,25164.0,24492.0,25040.0,24768.0,24436.0,25468.0,24516.0,26640.0,24704.0,24112.0,26248.0,24492.0,24832.0,24528.0,25912.0,27512.0,23868.0,23508.0,27556.0,23856.0,24412.0,25832.0,24680.0,24396.0,24272.0,23736.0,24448.0,24684.0,24584.0,24528.0,23940.0,25072.0,24680.0,24020.0,24604.0,24524.0,24648.0,24568.0,25236.0,24704.0,24132.0,24036.0,24664.0,24080.0,24356.0,24772.0,24876.0,24980.0,24404.0,24884.0,24836.0,24464.0,24524.0,24048.0,24300.0,24768.0,24604.0,24324.0,24412.0,24508.0,23456.0,24004.0,24920.0,24652.0,24924.0,24664.0,24656.0,24576.0,24524.0,24892.0,24300.0,24208.0,24144.0,24680.0,24268.0,24264.0,24712.0,24440.0,25548.0,24800.0,24940.0,25756.0,25264.0,24576.0,25244.0,25828.0,25396.0,25380.0,25036.0,25232.0,25636.0,24988.0,24828.0,25476.0,25512.0,25044.0,24380.0,24656.0,25728.0,25408.0,24668.0,25268.0,24752.0,24596.0,24988.0,24724.0,25656.0
220,24788.0,23420.0,24460.0,24456.0,24516.0,23936.0,23536.0,24044.0,24516.0,24332.0,24828.0,24912.0,24524.0,24732.0,24916.0,24096.0,25164.0,21756.0,24984.0,25160.0,24800.0,25564.0,25080.0,25476.0,27916.0,24980.0,25308.0,25184.0,25348.0,24940.0,24848.0,23756.0,24256.0,25172.0,24492.0,25040.0,24776.0,24444.0,25468.0,24516.0,26640.0,24704.0,24112.0,26248.0,24492.0,24832.0,24528.0,25912.0,27512.0,23868.0,23508.0,27564.0,23856.0,24412.0,25840.0,24680.0,24404.0,24272.0,23736.0,24448.0,24684.0,24584.0,24528.0,23940.0,25072.0,24680.0,24020.0,24604.0,24532.0,24648.0,24568.0,25236.0,24712.0,24140.0,24036.0,24664.0,24080.0,24356.0,24772.0,24876.0,24980.0,24404.0,24884.0,24836.0,24464.0,24524.0,24048.0,24300.0,24768.0,24612.0,24332.0,24420.0,24508.0,23456.0,24012.0,24928.0,24652.0,24924.0,24664.0,24664.0,24576.0,24524.0,24892.0,24300.0,24208.0,24144.0,24680.0,24268.0,24272.0,24712.0,24448.0,25548.0,24800.0,24940.0,25756.0,25264.0,24576.0,25244.0,25828.0,25396.0,25380.0,25036.0,25232.0,25636.0,24996.0,24828.0,25476.0,25520.0,25044.0,24380.0,24656.0,25728.0,25408.0,24668.0,25268.0,24752.0,24596.0,24988.0,24724.0,25656.0
221,24788.0,23420.0,24460.0,24456.0,24516.0,23936.0,23536.0,24044.0,24516.0,24332.0,24828.0,24912.0,24524.0,24732.0,24916.0,24096.0,25164.0,21756.0,24984.0,25160.0,24800.0,25564.0,25080.0,25476.0,27916.0,24980.0,25308.0,25184.0,25348.0,24940.0,24848.0,23756.0,24256.0,25172.0,24492.0,25040.0,24776.0,24444.0,25468.0,24516.0,26640.0,24704.0,24112.0,26248.0,24492.0,24832.0,24528.0,25912.0,27512.0,23868.0,23508.0,27564.0,23856.0,24412.0,25840.0,24680.0,24404.0,24272.0,23736.0,24448.0,24684.0,24584.0,24528.0,23940.0,25072.0,24680.0,24020.0,24604.0,24532.0,24648.0,24568.0,25244.0,24712.0,24140.0,24044.0,24664.0,24080.0,24356.0,24772.0,24876.0,24980.0,24404.0,24884.0,24836.0,24464.0,24524.0,24048.0,24300.0,24768.0,24612.0,24332.0,24420.0,24508.0,23456.0,24012.0,24928.0,24652.0,24924.0,24672.0,24664.0,24576.0,24524.0,24892.0,24300.0,24208.0,24144.0,24680.0,24268.0,24272.0,24720.0,24448.0,25548.0,24800.0,24940.0,25756.0,25264.0,24576.0,25244.0,25828.0,25396.0,25380.0,25044.0,25232.0,25636.0,24996.0,24828.0,25476.0,25520.0,25044.0,24380.0,24656.0,25728.0,25408.0,24668.0,25268.0,24752.0,24596.0,24988.0,24724.0,25656.0
222,24788.0,23428.0,24460.0,24456.0,24516.0,23936.0,23536.0,24044.0,24516.0,24332.0,24828.0,24912.0,24524.0,24732.0,24916.0,24096.0,25164.0,21756.0,24984.0,25160.0,24800.0,25564.0,25080.0,25476.0,27916.0,24980.0,25308.0,25184.0,25348.0,24940.0,24848.0,23756.0,24256.0,25172.0,24492.0,25040.0,24776.0,24444.0,25468.0,24516.0,26640.0,24704.0,24112.0,26248.0,24492.0,24832.0,24528.0,25912.0,27512.0,23868.0,23508.0,27564.0,23856.0,24412.0,25840.0,24680.0,24404.0,24272.0,23736.0,24448.0,24684.0,24584.0,24528.0,23940.0,25072.0,24680.0,24020.0,24604.0,24532.0,24656.0,24576.0,25244.0,24712.0,24140.0,24044.0,24672.0,24080.0,24356.0,24772.0,24876.0,24980.0,24404.0,24884.0,24836.0,24468.0,24524.0,24048.0,24300.0,24768.0,24612.0,24332.0,24420.0,24508.0,23456.0,24012.0,24928.0,24652.0,24924.0,24672.0,24664.0,24576.0,24524.0,24892.0,24300.0,24208.0,24144.0,24680.0,24268.0,24272.0,24720.0,24448.0,25556.0,24800.0,24940.0,25764.0,25264.0,24584.0,25252.0,25828.0,25396.0,25380.0,25044.0,25240.0,25636.0,24996.0,24828.0,25476.0,25520.0,25052.0,24380.0,24656.0,25728.0,25408.0,24668.0,25268.0,24752.0,24596.0,24988.0,24724.0,25656.0
223,24788.0,23428.0,24460.0,24456.0,24524.0,23944.0,23544.0,24052.0,24516.0,24340.0,24828.0,24912.0,24524.0,24732.0,24916.0,24096.0,25172.0,21756.0,24992.0,25160.0,24800.0,25564.0,25080.0,25484.0,27916.0,24980.0,25316.0,25192.0,25348.0,24940.0,24848.0,23756.0,24264.0,25172.0,24492.0,25040.0,24776.0,24444.0,25468.0,24524.0,26640.0,24712.0,24112.0,26256.0,24500.0,24840.0,24528.0,25920.0,27512.0,23868.0,23516.0,27564.0,23856.0,24412.0,25840.0,24688.0,24404.0,24272.0,23736.0,24448.0,24684.0,24584.0,24536.0,23940.0,25072.0,24680.0,24028.0,24608.0,24532.0,24656.0,24576.0,25244.0,24712.0,24140.0,24044.0,24672.0,24080.0,24356.0,24772.0,24876.0,24980.0,24404.0,24892.0,24844.0,24472.0,24532.0,24048.0,24308.0,24768.0,24612.0,24332.0,24420.0,24508.0,23464.0,24012.0,24928.0,24652.0,24924.0,24672.0,24664.0,24576.0,24524.0,24892.0,24300.0,24216.0,24144.0,24680.0,24268.0,24272.0,24720.0,24448.0,25556.0,24800.0,24940.0,25764.0,25264.0,24584.0,25252.0,25828.0,25396.0,25380.0,25044.0,25240.0,25636.0,24996.0,24828.0,25476.0,25520.0,25052.0,24380.0,24656.0,25728.0,25408.0,24668.0,25276.0,24752.0,24596.0,24996.0,24724.0,25656.0
224,24796.0,23428.0,24468.0,24464.0,24524.0,23944.0,23544.0,24052.0,24524.0,24340.0,24836.0,24912.0,24532.0,24732.0,24924.0,24096.0,25172.0,21764.0,24992.0,25168.0,24808.0,25572.0,25088.0,25484.0,27924.0,24988.0,25316.0,25192.0,25356.0,24940.0,24856.0,23764.0,24264.0,25172.0,24500.0,25048.0,24776.0,24444.0,25476.0,24524.0,26648.0,24712.0,24120.0,26256.0,24500.0,24840.0,24536.0,25920.0,27520.0,23876.0,23516.0,27564.0,23864.0,24420.0,25840.0,24688.0,24404.0,24280.0,23744.0,24456.0,24692.0,24592.0,24536.0,23948.0,25080.0,24688.0,24028.0,24612.0,24532.0,24656.0,24576.0,25244.0,24712.0,24140.0,24044.0,24672.0,24088.0,24364.0,24780.0,24884.0,24988.0,24412.0,24892.0,24844.0,24472.0,24532.0,24056.0,24308.0,24776.0,24612.0,24332.0,24420.0,24516.0,23464.0,24012.0,24928.0,24660.0,24932.0,24672.0,24664.0,24584.0,24532.0,24900.0,24308.0,24216.0,24152.0,24688.0,24276.0,24272.0,24720.0,24448.0,25556.0,24808.0,24948.0,25764.0,25272.0,24584.0,25252.0,25836.0,25404.0,25388.0,25044.0,25240.0,25644.0,24996.0,24836.0,25484.0,25520.0,25052.0,24388.0,24664.0,25736.0,25416.0,24676.0,25276.0,24760.0,24604.0,24996.0,24732.0,25664.0
225,24796.0,23428.0,24468.0,24464.0,24524.0,23944.0,23544.0,24052.0,24524.0,24340.0,24836.0,24920.0,24532.0,24740.0,24924.0,24104.0,25172.0,21764.0,24992.0,25168.0,24808.0,25572.0,25088.0,25484.0,27924.0,24988.0,25316.0,25192.0,25356.0,24948.0,24856.0,23764.0,24264.0,25180.0,24500.0,25048.0,24784.0,24452.0,25476.0,24524.0,26648.0,24712.0,24120.0,26256.0,24500.0,24840.0,24536.0,25920.0,27520.0,23876.0,23516.0,27572.0,23864.0,24420.0,25848.0,24688.0,24412.0,24280.0,23744.0,24456.0,24692.0,24592.0,24536.0,23948.0,25080.0,24688.0,24028.0,24612.0,24540.0,24656.0,24576.0,25244.0,24720.0,24148.0,24044.0,24672.0,24088.0,24364.0,24780.0,24884.0,24988.0,24412.0,24892.0,24844.0,24472.0,24532.0,24056.0,24308.0,24776.0,24620.0,24340.0,24428.0,24516.0,23464.0,24020.0,24936.0,24660.0,24932.0,24672.0,24672.0,24584.0,24532.0,24900.0,24308.0,24216.0,24152.0,24688.0,24276.0,24280.0,24720.0,24456.0,25556.0,24808.0,24948.0,25764.0,25272.0,24584.0,25252.0,25836.0,25404.0,25388.0,25044.0,25240.0,25644.0,25004.0,24836.0,25484.0,25528.0,25052.0,24388.0,24664.0,25736.0,25416.0,24676.0,25276.0,24760.0,24604.0,24996.0,24732.0,25664.0
226,24796.0,23428.0,24468.0,24464.0,24524.0,23944.0,23544.0,24052.0,24524.0,24340.0,24836.0,24920.0,24532.0,24740.0,24924.0,24104.0,25172.0,21764.0,24992.0,25168.0,24808.0,25572.0,25088.0,25484.0,27924.0,24988.0,25316.0,25192.0,25356.0,24948.0,24856.0,23764.0,24264.0,25180.0,24500.0,25048.0,24784.0,24452.0,25476.0,24524.0,26648.0,24712.0,24120.0,26256.0,24500.0,24840.0,24536.0,25920.0,27520.0,23876.0,23516.0,27572.0,23864.0,24420.0,25848.0,24688.0,24412.0,24280.0,23744.0,24456.0,24692.0,24592.0,24536.0,23948.0,25080.0,24688.0,24028.0,24612.0,24540.0,24656.0,24576.0,25252.0,24720.0,24148.0,24052.0,24672.0,24088.0,24364.0,24780.0,24884.0,24988.0,24412.0,24892.0,24844.0,24472.0,24532.0,24056.0,24308.0,24776.0,24620.0,24340.0,24428.0,24516.0,23464.0,24020.0,24936.0,24660.0,24932.0,24680.0,24672.0,24584.0,24532.0,24900.0,24308.0,24216.0,24152.0,24688.0,24276.0,24280.0,24728.0,24456.0,25556.0,24808.0,24948.0,25764.0,25272.0,24584.0,25252.0,25836.0,25404.0,25388.0,25052.0,25240.0,25644.0,25004.0,24836.0,25484.0,25528.0,25052.0,24388.0,24664.0,25736.0,25416.0,24676.0,25276.0,24760.0,24604.0,24996.0,24732.0,25664.0
