kbcached,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
209,101256.0,96152.0,96272.0,96228.0,96272.0,96288.0,96284.0,96352.0,96296.0,96240.0,101268.0,101256.0,101140.0,101428.0,101136.0,100840.0,101176.0,101252.0,101248.0,101260.0,96312.0,101504.0,101492.0,101252.0,101128.0,101252.0,101108.0,101416.0,101544.0,101412.0,101244.0,96176.0,101156.0,101388.0,101240.0,101460.0,101356.0,101396.0,101136.0,101252.0,101248.0,101136.0,96288.0,101576.0,101156.0,101156.0,101244.0,101260.0,101244.0,101376.0,101152.0,101112.0,101132.0,99168.0,101188.0,98880.0,98924.0,100900.0,97200.0,100772.0,98792.0,98852.0,101180.0,100892.0,100784.0,101068.0,101504.0,100860.0,100824.0,100980.0,100856.0,100912.0,100896.0,100996.0,101040.0,101136.0,100880.0,100768.0,100912.0,100900.0,100884.0,100884.0,100924.0,100900.0,100928.0,100772.0,100844.0,100860.0,100956.0,100916.0,100864.0,101004.0,100868.0,100992.0,100728.0,100852.0,100856.0,100912.0,100536.0,100676.0,100844.0,101140.0,100848.0,101024.0,100988.0,100972.0,100848.0,100964.0,100968.0,100836.0,100844.0,101256.0,100984.0,101156.0,101232.0,101280.0,101252.0,100996.0,101096.0,101528.0,100992.0,100964.0,100976.0,101264.0,101240.0,101108.0,100864.0,100952.0,100956.0,101364.0,101380.0,101248.0,101260.0,101568.0,101544.0,101484.0,101248.0,101132.0,101388.0,101256.0
210,101268.0,96192.0,96284.0,96252.0,96300.0,96288.0,96304.0,96380.0,96296.0,96284.0,101308.0,101280.0,101140.0,101460.0,101148.0,100880.0,101180.0,101272.0,101272.0,101284.0,96324.0,101524.0,101512.0,101292.0,101128.0,101276.0,101136.0,101416.0,101532.0,101432.0,101244.0,96176.0,101156.0,101408.0,101260.0,101492.0,101388.0,101416.0,101160.0,101252.0,101272.0,101156.0,96280.0,101596.0,101160.0,101160.0,101244.0,101260.0,101264.0,101396.0,101152.0,101156.0,101164.0,99176.0,101208.0,98900.0,98928.0,100908.0,97220.0,100796.0,98792.0,98852.0,101180.0,100900.0,100796.0,101068.0,101524.0,100884.0,100856.0,101020.0,100876.0,100912.0,100916.0,101000.0,101064.0,101136.0,100900.0,100776.0,100924.0,100940.0,100884.0,100904.0,100944.0,100924.0,100948.0,100796.0,100868.0,100884.0,100956.0,100940.0,100896.0,101036.0,100868.0,101012.0,100772.0,100884.0,100876.0,100952.0,100548.0,100716.0,100864.0,101152.0,100888.0,101044.0,101008.0,100992.0,100860.0,101004.0,100984.0,100860.0,100896.0,101300.0,101004.0,101184.0,101276.0,101296.0,101272.0,101016.0,101116.0,101540.0,101012.0,101008.0,100976.0,101276.0,101260.0,101132.0,100864.0,100996.0,101000.0,101384.0,101388.0,101268.0,101260.0,101580.0,101568.0,101484.0,101272.0,101160.0,101412.0,101276.0
211,101292.0,96196.0,96284.0,96272.0,96340.0,96328.0,96304.0,96380.0,96340.0,96300.0,101308.0,101300.0,101184.0,101472.0,101148.0,100904.0,101208.0,101272.0,101292.0,101300.0,96324.0,101548.0,101532.0,101312.0,101172.0,101276.0,101152.0,101440.0,101576.0,101456.0,101264.0,96216.0,101196.0,101432.0,101284.0,101504.0,101420.0,101416.0,101180.0,101272.0,101272.0,101172.0,96296.0,101612.0,101176.0,101176.0,101284.0,101296.0,101284.0,101420.0,101172.0,101176.0,101164.0,99176.0,101232.0,98920.0,98964.0,100928.0,97220.0,100796.0,98832.0,98892.0,101216.0,100924.0,100816.0,101108.0,101540.0,100908.0,100844.0,101024.0,100896.0,100948.0,100940.0,101040.0,101084.0,101176.0,100940.0,100816.0,100924.0,100944.0,100928.0,100928.0,100944.0,100940.0,100964.0,100816.0,100884.0,100900.0,100992.0,100960.0,100908.0,101048.0,100912.0,101032.0,100792.0,100888.0,100896.0,100956.0,100576.0,100720.0,100888.0,101172.0,100892.0,101044.0,101028.0,101012.0,100860.0,101008.0,101012.0,100872.0,100904.0,101320.0,101004.0,101184.0,101296.0,101312.0,101292.0,101032.0,101116.0,101560.0,101028.0,101000.0,100996.0,101300.0,101260.0,101152.0,100884.0,101016.0,101012.0,101384.0,101412.0,101288.0,101304.0,101600.0,101584.0,101528.0,101272.0,101176.0,101412.0,101300.0
212,101308.0,96204.0,96324.0,96288.0,96336.0,96328.0,96344.0,96420.0,96340.0,96300.0,101328.0,101316.0,101184.0,101472.0,101184.0,100920.0,101220.0,101312.0,101308.0,101316.0,96356.0,101564.0,101552.0,101312.0,101188.0,101312.0,101172.0,101476.0,101576.0,101472.0,101304.0,96216.0,101220.0,101448.0,101300.0,101524.0,101436.0,101440.0,101200.0,101288.0,101308.0,101196.0,96336.0,101636.0,101196.0,101196.0,101284.0,101336.0,101284.0,101420.0,101192.0,101192.0,101196.0,99216.0,101248.0,98940.0,98980.0,100952.0,97260.0,100836.0,98832.0,98904.0,101256.0,100924.0,100816.0,101108.0,101564.0,100928.0,100868.0,101044.0,100916.0,100956.0,100960.0,101040.0,101084.0,101208.0,100940.0,100816.0,100960.0,100960.0,100944.0,100944.0,100984.0,100980.0,100988.0,100856.0,100908.0,100940.0,101032.0,100960.0,100924.0,101064.0,100912.0,101052.0,100792.0,100904.0,100916.0,100976.0,100592.0,100740.0,100904.0,101192.0,100908.0,101060.0,101048.0,101036.0,100896.0,101008.0,101028.0,100896.0,100904.0,101352.0,101024.0,101224.0,101316.0,101336.0,101312.0,101048.0,101156.0,101580.0,101056.0,101044.0,101036.0,101316.0,101300.0,101172.0,100924.0,101016.0,101032.0,101420.0,101412.0,101308.0,101320.0,101616.0,101604.0,101528.0,101308.0,101196.0,101448.0,101316.0
213,101308.0,96232.0,96324.0,96312.0,96372.0,96368.0,96364.0,96440.0,96376.0,96348.0,101348.0,101340.0,101224.0,101512.0,101208.0,100920.0,101244.0,101312.0,101364.0,101336.0,96384.0,101588.0,101572.0,101348.0,101188.0,101336.0,101184.0,101496.0,101592.0,101492.0,101324.0,96256.0,101220.0,101488.0,101324.0,101548.0,101460.0,101480.0,101220.0,101328.0,101308.0,101212.0,96376.0,101668.0,101216.0,101228.0,101324.0,101336.0,101324.0,101456.0,101228.0,101216.0,101216.0,99256.0,101268.0,98956.0,99008.0,100968.0,97300.0,100876.0,98872.0,98928.0,101256.0,100964.0,100856.0,101148.0,101580.0,100944.0,100924.0,101060.0,100916.0,100956.0,100960.0,101040.0,101120.0,101216.0,100940.0,100856.0,101000.0,100980.0,100964.0,100964.0,101000.0,100980.0,101004.0,100888.0,100924.0,100940.0,101032.0,101000.0,100948.0,101064.0,100952.0,101084.0,100832.0,100932.0,100936.0,100976.0,100612.0,100756.0,100928.0,101192.0,100928.0,101100.0,101064.0,101052.0,100920.0,101048.0,101052.0,100920.0,100968.0,101360.0,101064.0,101244.0,101336.0,101352.0,101332.0,101072.0,101176.0,101580.0,101096.0,101068.0,101056.0,101336.0,101320.0,101188.0,100924.0,101056.0,101048.0,101444.0,101448.0,101328.0,101344.0,101640.0,101628.0,101568.0,101324.0,101216.0,101448.0,101336.0
214,101348.0,96256.0,96364.0,96336.0,96392.0,96368.0,96364.0,96440.0,96408.0,96360.0,101380.0,101380.0,101244.0,101552.0,101224.0,100960.0,101260.0,101356.0,101348.0,101368.0,96400.0,101620.0,101600.0,101372.0,101232.0,101368.0,101212.0,101496.0,101632.0,101520.0,101356.0,96284.0,101256.0,101488.0,101356.0,101564.0,101480.0,101520.0,101244.0,101328.0,101356.0,101236.0,96380.0,101652.0,101236.0,101236.0,101340.0,101356.0,101340.0,101480.0,101228.0,101256.0,101252.0,99256.0,101288.0,98980.0,99048.0,100992.0,97308.0,100876.0,98904.0,98948.0,101284.0,100980.0,100880.0,101180.0,101608.0,100976.0,100928.0,101084.0,100968.0,100996.0,101008.0,101076.0,101120.0,101256.0,100980.0,100860.0,100984.0,101008.0,100984.0,100992.0,101020.0,101000.0,101028.0,100896.0,100948.0,100960.0,101060.0,101040.0,100964.0,101112.0,100984.0,101096.0,100856.0,100956.0,100968.0,101016.0,100636.0,100796.0,100952.0,101236.0,100948.0,101132.0,101092.0,101068.0,100952.0,101080.0,101072.0,100944.0,100944.0,101388.0,101096.0,101276.0,101360.0,101372.0,101372.0,101096.0,101208.0,101636.0,101096.0,101068.0,101076.0,101368.0,101340.0,101216.0,100964.0,101084.0,101080.0,101476.0,101468.0,101344.0,101376.0,101672.0,101644.0,101600.0,101348.0,101240.0,101488.0,101356.0
215,101372.0,96272.0,96364.0,96356.0,96392.0,96388.0,96396.0,96472.0,96416.0,96376.0,101384.0,101388.0,101264.0,101560.0,101244.0,100980.0,101280.0,101376.0,101368.0,101380.0,96420.0,101624.0,101616.0,101372.0,101256.0,101372.0,101232.0,101536.0,101632.0,101532.0,101368.0,96300.0,101276.0,101508.0,101360.0,101580.0,101512.0,101516.0,101260.0,101368.0,101372.0,101256.0,96380.0,101692.0,101256.0,101256.0,101364.0,101376.0,101340.0,101496.0,101268.0,101256.0,101264.0,99256.0,101308.0,98996.0,99048.0,100992.0,97308.0,100892.0,98912.0,98968.0,101300.0,101004.0,100880.0,101192.0,101624.0,100984.0,100944.0,101124.0,100980.0,101020.0,101020.0,101100.0,101160.0,101260.0,100980.0,100876.0,101020.0,101020.0,101004.0,101004.0,101040.0,101020.0,101044.0,100896.0,100964.0,100980.0,101076.0,101036.0,100988.0,101128.0,100992.0,101096.0,100872.0,100964.0,100976.0,101036.0,100652.0,100828.0,100964.0,101252.0,100968.0,101120.0,101104.0,101092.0,100960.0,101088.0,101084.0,100956.0,100996.0,101400.0,101104.0,101280.0,101376.0,101392.0,101376.0,101116.0,101216.0,101644.0,101112.0,101104.0,101096.0,101380.0,101364.0,101236.0,100984.0,101096.0,101096.0,101480.0,101468.0,101368.0,101380.0,101680.0,101660.0,101584.0,101368.0,101256.0,101512.0,101376.0
216,101392.0,96300.0,96400.0,96372.0,96412.0,96404.0,96436.0,96500.0,96432.0,96376.0,101408.0,101396.0,101284.0,101568.0,101264.0,101000.0,101300.0,101396.0,101392.0,101400.0,96440.0,101644.0,101632.0,101412.0,101272.0,101392.0,101252.0,101536.0,101652.0,101552.0,101384.0,96316.0,101276.0,101508.0,101380.0,101604.0,101500.0,101516.0,101276.0,101368.0,101388.0,101276.0,96396.0,101712.0,101276.0,101256.0,101364.0,101416.0,101380.0,101516.0,101288.0,101272.0,101284.0,99292.0,101324.0,98996.0,99060.0,101024.0,97324.0,100912.0,98912.0,98988.0,101320.0,101020.0,100916.0,101208.0,101664.0,101004.0,100944.0,101124.0,100996.0,101012.0,101044.0,101100.0,101176.0,101276.0,101016.0,100896.0,101040.0,101020.0,101004.0,101020.0,101060.0,101040.0,101064.0,100912.0,100984.0,101000.0,101116.0,101056.0,100988.0,101128.0,101008.0,101132.0,100872.0,100984.0,100992.0,101052.0,100668.0,100816.0,100964.0,101268.0,100984.0,101160.0,101128.0,101108.0,100976.0,101108.0,101112.0,100968.0,100984.0,101416.0,101104.0,101300.0,101392.0,101412.0,101376.0,101132.0,101232.0,101660.0,101132.0,101128.0,101096.0,101380.0,101376.0,101256.0,100984.0,101096.0,101096.0,101500.0,101500.0,101384.0,101380.0,101700.0,101684.0,101624.0,101384.0,101280.0,101528.0,101396.0
217,101412.0,96308.0,96400.0,96392.0,96452.0,96444.0,96436.0,96500.0,96456.0,96416.0,101424.0,101396.0,101304.0,101588.0,101264.0,101000.0,101320.0,101396.0,101408.0,101420.0,96440.0,101664.0,101656.0,101428.0,101292.0,101412.0,101268.0,101556.0,101692.0,101572.0,101408.0,96316.0,101316.0,101548.0,101380.0,101620.0,101540.0,101536.0,101296.0,101388.0,101408.0,101276.0,96420.0,101732.0,101292.0,101292.0,101404.0,101416.0,101404.0,101536.0,101288.0,101272.0,101300.0,99292.0,101348.0,99036.0,99080.0,101052.0,97348.0,100932.0,98952.0,98988.0,101340.0,101048.0,100916.0,101208.0,101664.0,101020.0,100964.0,101144.0,101028.0,101060.0,101044.0,101140.0,101200.0,101308.0,101016.0,100896.0,101040.0,101060.0,101040.0,101044.0,101060.0,101056.0,101084.0,100932.0,101004.0,101000.0,101116.0,101056.0,101028.0,101164.0,101008.0,101132.0,100908.0,101004.0,101016.0,101092.0,100692.0,100840.0,101004.0,101288.0,101008.0,101160.0,101148.0,101132.0,101016.0,101128.0,101128.0,100996.0,101004.0,101440.0,101120.0,101300.0,101416.0,101432.0,101416.0,101144.0,101232.0,101684.0,101152.0,101144.0,101144.0,101420.0,101400.0,101272.0,101000.0,101136.0,101132.0,101524.0,101540.0,101408.0,101420.0,101720.0,101700.0,101644.0,101404.0,101296.0,101528.0,101416.0
218,101428.0,96336.0,96440.0,96412.0,96456.0,96476.0,96464.0,96540.0,96456.0,96444.0,101452.0,101432.0,101320.0,101604.0,101304.0,101036.0,101332.0,101432.0,101456.0,101436.0,96476.0,101680.0,101672.0,101452.0,101312.0,101412.0,101300.0,101600.0,101692.0,101572.0,101424.0,96356.0,101340.0,101568.0,101416.0,101644.0,101540.0,101572.0,101296.0,101440.0,101428.0,101320.0,96460.0,101756.0,101324.0,101320.0,101420.0,101448.0,101420.0,101536.0,101340.0,101312.0,101332.0,99336.0,101364.0,99060.0,99104.0,101052.0,97380.0,100956.0,98952.0,99024.0,101372.0,101048.0,100956.0,101248.0,101696.0,101048.0,100984.0,101160.0,101036.0,101076.0,101076.0,101156.0,101200.0,101316.0,101056.0,100932.0,101084.0,101076.0,101056.0,101060.0,101104.0,101088.0,101108.0,100976.0,101028.0,101044.0,101140.0,101092.0,101044.0,101184.0,101048.0,101160.0,100908.0,101028.0,101032.0,101092.0,100708.0,100856.0,101020.0,101308.0,101024.0,101180.0,101176.0,101148.0,101016.0,101128.0,101148.0,101016.0,101024.0,101440.0,101160.0,101340.0,101416.0,101452.0,101432.0,101176.0,101272.0,101700.0,101176.0,101168.0,101152.0,101420.0,101416.0,101292.0,101040.0,101136.0,101152.0,101524.0,101544.0,101428.0,101440.0,101740.0,101724.0,101644.0,101420.0,101328.0,101568.0,101432.0
219,101460.0,96352.0,96472.0,96440.0,96492.0,96496.0,96484.0,96568.0,96500.0,96460.0,101484.0,101472.0,101348.0,101632.0,101336.0,101076.0,101364.0,101464.0,101476.0,101464.0,96500.0,101712.0,101696.0,101492.0,101344.0,101456.0,101312.0,101620.0,101744.0,101616.0,101452.0,96388.0,101360.0,101608.0,101444.0,101664.0,101596.0,101600.0,101340.0,101452.0,101452.0,101360.0,96480.0,101776.0,101336.0,101360.0,101444.0,101456.0,101444.0,101580.0,101356.0,101336.0,101344.0,99368.0,101396.0,99080.0,99104.0,101084.0,97400.0,100948.0,98992.0,99048.0,101380.0,101088.0,100988.0,101280.0,101704.0,101068.0,101028.0,101188.0,101036.0,101076.0,101116.0,101196.0,101244.0,101316.0,101088.0,100964.0,101116.0,101104.0,101080.0,101088.0,101144.0,101100.0,101124.0,100992.0,101044.0,101060.0,101156.0,101120.0,101072.0,101184.0,101072.0,101176.0,100952.0,101048.0,101056.0,101116.0,100732.0,100880.0,101048.0,101340.0,101056.0,101220.0,101188.0,101172.0,101040.0,101172.0,101176.0,101040.0,101048.0,101480.0,101192.0,101360.0,101456.0,101472.0,101432.0,101192.0,101296.0,101724.0,101192.0,101188.0,101152.0,101460.0,101440.0,101312.0,101072.0,101176.0,101172.0,101548.0,101576.0,101460.0,101472.0,101764.0,101744.0,101688.0,101448.0,101340.0,101592.0,101460.0
220,101472.0,96380.0,96484.0,96480.0,96524.0,96496.0,96524.0,96568.0,96516.0,96484.0,101496.0,101452.0,101348.0,101624.0,101344.0,101080.0,101380.0,101476.0,101476.0,101480.0,96516.0,101724.0,101716.0,101500.0,101352.0,101472.0,101352.0,101640.0,101752.0,101648.0,101492.0,96400.0,101384.0,101608.0,101444.0,101692.0,101600.0,101616.0,101356.0,101480.0,101468.0,101368.0,96504.0,101800.0,101368.0,101364.0,101464.0,101496.0,101464.0,101620.0,101376.0,101328.0,101368.0,99384.0,101408.0,99108.0,99132.0,101124.0,97440.0,101004.0,98992.0,99064.0,101412.0,101100.0,101000.0,101292.0,101744.0,101096.0,101052.0,101204.0,101080.0,101120.0,101124.0,101200.0,101284.0,101360.0,101100.0,100976.0,101128.0,101120.0,101100.0,101104.0,101152.0,101132.0,101152.0,101020.0,101076.0,101092.0,101188.0,101112.0,101064.0,101224.0,101072.0,101220.0,100972.0,101064.0,101076.0,101156.0,100752.0,100916.0,101064.0,101352.0,101068.0,101260.0,101228.0,101192.0,101056.0,101172.0,101208.0,101056.0,101100.0,101480.0,101184.0,101400.0,101476.0,101504.0,101476.0,101224.0,101296.0,101744.0,101224.0,101228.0,101176.0,101480.0,101448.0,101340.0,101064.0,101196.0,101204.0,101588.0,101588.0,101468.0,101480.0,101764.0,101772.0,101704.0,101464.0,101368.0,101608.0,101476.0
221,101512.0,96396.0,96512.0,96484.0,96524.0,96516.0,96524.0,96592.0,96540.0,96504.0,101512.0,101504.0,101392.0,101664.0,101384.0,101104.0,101408.0,101500.0,101496.0,101504.0,96548.0,101756.0,101740.0,101512.0,101384.0,101496.0,101356.0,101660.0,101780.0,101652.0,101488.0,96416.0,101404.0,101628.0,101484.0,101704.0,101640.0,101644.0,101388.0,101496.0,101496.0,101384.0,96504.0,101816.0,101384.0,101380.0,101488.0,101500.0,101492.0,101616.0,101392.0,101376.0,101388.0,99384.0,101440.0,99108.0,99168.0,101136.0,97444.0,101020.0,99036.0,99096.0,101424.0,101124.0,101040.0,101316.0,101748.0,101108.0,101064.0,101244.0,101104.0,101152.0,101164.0,101240.0,101276.0,101388.0,101124.0,101016.0,101144.0,101144.0,101124.0,101128.0,101164.0,101144.0,101168.0,101020.0,101088.0,101104.0,101200.0,101168.0,101120.0,101252.0,101116.0,101236.0,100996.0,101092.0,101096.0,101160.0,100800.0,100956.0,101092.0,101392.0,101108.0,101248.0,101228.0,101232.0,101080.0,101216.0,101216.0,101088.0,101092.0,101520.0,101232.0,101404.0,101500.0,101516.0,101496.0,101240.0,101340.0,101768.0,101244.0,101244.0,101220.0,101520.0,101484.0,101356.0,101108.0,101220.0,101216.0,101600.0,101628.0,101488.0,101508.0,101808.0,101788.0,101744.0,101484.0,101384.0,101648.0,101500.0
222,101516.0,96428.0,96532.0,96504.0,96544.0,96536.0,96564.0,96624.0,96540.0,96504.0,101532.0,101504.0,101392.0,101680.0,101392.0,101124.0,101424.0,101520.0,101512.0,101528.0,96548.0,101756.0,101756.0,101536.0,101400.0,101516.0,101376.0,101660.0,101780.0,101676.0,101512.0,96440.0,101424.0,101652.0,101508.0,101728.0,101624.0,101644.0,101388.0,101496.0,101512.0,101404.0,96520.0,101816.0,101384.0,101380.0,101488.0,101540.0,101508.0,101640.0,101416.0,101396.0,101412.0,99424.0,101456.0,99148.0,99192.0,101152.0,97444.0,101044.0,99036.0,99096.0,101464.0,101144.0,101044.0,101316.0,101788.0,101128.0,101084.0,101248.0,101136.0,101164.0,101164.0,101240.0,101312.0,101400.0,101144.0,101020.0,101164.0,101144.0,101140.0,101148.0,101184.0,101164.0,101204.0,101036.0,101112.0,101124.0,101220.0,101180.0,101120.0,101252.0,101116.0,101260.0,101012.0,101108.0,101116.0,101176.0,100796.0,100944.0,101092.0,101392.0,101112.0,101284.0,101228.0,101232.0,101100.0,101216.0,101232.0,101100.0,101108.0,101544.0,101248.0,101424.0,101492.0,101536.0,101516.0,101252.0,101356.0,101792.0,101260.0,101252.0,101252.0,101528.0,101484.0,101384.0,101108.0,101240.0,101240.0,101632.0,101632.0,101508.0,101508.0,101824.0,101808.0,101732.0,101508.0,101384.0,101656.0,101524.0
223,101536.0,96436.0,96532.0,96504.0,96576.0,96572.0,96548.0,96640.0,96580.0,96540.0,101548.0,101520.0,101428.0,101720.0,101412.0,101144.0,101436.0,101520.0,101564.0,101548.0,96580.0,101772.0,101780.0,101552.0,101400.0,101516.0,101384.0,101700.0,101796.0,101676.0,101532.0,96464.0,101456.0,101672.0,101508.0,101744.0,101664.0,101664.0,101428.0,101548.0,101512.0,101424.0,96544.0,101856.0,101420.0,101416.0,101528.0,101540.0,101508.0,101660.0,101432.0,101396.0,101412.0,99424.0,101476.0,99164.0,99208.0,101180.0,97484.0,101044.0,99076.0,99128.0,101464.0,101168.0,101044.0,101356.0,101788.0,101144.0,101084.0,101268.0,101144.0,101164.0,101184.0,101280.0,101328.0,101400.0,101144.0,101060.0,101180.0,101184.0,101164.0,101168.0,101204.0,101184.0,101208.0,101088.0,101128.0,101156.0,101220.0,101180.0,101156.0,101288.0,101156.0,101252.0,101036.0,101128.0,101140.0,101216.0,100820.0,100960.0,101128.0,101416.0,101112.0,101284.0,101268.0,101232.0,101140.0,101252.0,101256.0,101140.0,101128.0,101544.0,101248.0,101444.0,101540.0,101556.0,101516.0,101280.0,101380.0,101812.0,101276.0,101252.0,101244.0,101548.0,101524.0,101396.0,101148.0,101260.0,101256.0,101632.0,101652.0,101532.0,101544.0,101844.0,101824.0,101772.0,101528.0,101420.0,101680.0,101544.0
224,101556.0,96456.0,96568.0,96540.0,96580.0,96572.0,96592.0,96664.0,96572.0,96540.0,101572.0,101560.0,101448.0,101716.0,101432.0,101164.0,101464.0,101556.0,101552.0,101568.0,96600.0,101812.0,101796.0,101576.0,101440.0,101548.0,101416.0,101720.0,101828.0,101712.0,101548.0,96480.0,101464.0,101688.0,101548.0,101768.0,101664.0,101684.0,101420.0,101536.0,101552.0,101444.0,96584.0,101856.0,101460.0,101440.0,101544.0,101540.0,101548.0,101680.0,101452.0,101436.0,101448.0,99460.0,101492.0,99164.0,99232.0,101172.0,97508.0,101080.0,99108.0,99148.0,101504.0,101188.0,101080.0,101348.0,101828.0,101180.0,101108.0,101288.0,101160.0,101200.0,101200.0,101280.0,101328.0,101440.0,101180.0,101060.0,101204.0,101200.0,101180.0,101184.0,101224.0,101184.0,101228.0,101096.0,101148.0,101164.0,101260.0,101220.0,101156.0,101308.0,101148.0,101276.0,101052.0,101148.0,101156.0,101216.0,100832.0,100980.0,101148.0,101448.0,101148.0,101324.0,101288.0,101252.0,101140.0,101284.0,101272.0,101140.0,101148.0,101580.0,101264.0,101476.0,101556.0,101576.0,101556.0,101300.0,101396.0,101828.0,101296.0,101292.0,101276.0,101540.0,101540.0,101424.0,101164.0,101276.0,101276.0,101644.0,101684.0,101548.0,101564.0,101876.0,101848.0,101788.0,101544.0,101460.0,101672.0,101560.0
225,101556.0,96456.0,96568.0,96564.0,96620.0,96612.0,96592.0,96664.0,96620.0,96580.0,101572.0,101592.0,101468.0,101756.0,101432.0,101184.0,101484.0,101556.0,101572.0,101588.0,96620.0,101812.0,101820.0,101592.0,101440.0,101572.0,101432.0,101720.0,101836.0,101736.0,101572.0,96480.0,101504.0,101712.0,101548.0,101784.0,101716.0,101724.0,101464.0,101572.0,101572.0,101460.0,96584.0,101880.0,101460.0,101456.0,101568.0,101576.0,101548.0,101680.0,101472.0,101468.0,101464.0,99460.0,101516.0,99204.0,99264.0,101212.0,97524.0,101100.0,99116.0,99168.0,101504.0,101188.0,101080.0,101396.0,101828.0,101168.0,101140.0,101308.0,101160.0,101224.0,101224.0,101312.0,101368.0,101440.0,101204.0,101060.0,101220.0,101224.0,101204.0,101224.0,101224.0,101220.0,101248.0,101116.0,101168.0,101164.0,101260.0,101240.0,101196.0,101340.0,101192.0,101296.0,101072.0,101172.0,101180.0,101256.0,100856.0,101032.0,101168.0,101452.0,101148.0,101344.0,101308.0,101292.0,101160.0,101292.0,101284.0,101160.0,101200.0,101604.0,101304.0,101484.0,101576.0,101592.0,101580.0,101320.0,101420.0,101852.0,101316.0,101308.0,101300.0,101588.0,101552.0,101436.0,101188.0,101300.0,101296.0,101692.0,101692.0,101572.0,101584.0,101884.0,101864.0,101808.0,101568.0,101460.0,101716.0,101584.0
226,101592.0,96512.0,96608.0,96576.0,96652.0,96652.0,96624.0,96688.0,96636.0,96616.0,101612.0,101592.0,101468.0,101756.0,101472.0,101200.0,101500.0,101596.0,101628.0,101604.0,96640.0,101848.0,101836.0,101616.0,101480.0,101588.0,101460.0,101776.0,101872.0,101752.0,101588.0,96516.0,101512.0,101740.0,101584.0,101808.0,101720.0,101724.0,101484.0,101600.0,101572.0,101500.0,96624.0,101936.0,101500.0,101484.0,101568.0,101616.0,101588.0,101716.0,101512.0,101476.0,101492.0,99512.0,101532.0,99244.0,99264.0,101212.0,97564.0,101120.0,99116.0,99192.0,101528.0,101228.0,101120.0,101412.0,101868.0,101220.0,101176.0,101308.0,101200.0,101240.0,101240.0,101320.0,101400.0,101480.0,101204.0,101096.0,101248.0,101224.0,101220.0,101224.0,101268.0,101248.0,101280.0,101148.0,101192.0,101208.0,101300.0,101240.0,101196.0,101348.0,101192.0,101348.0,101092.0,101172.0,101196.0,101256.0,100872.0,101036.0,101184.0,101472.0,101188.0,101376.0,101340.0,101312.0,101160.0,101308.0,101316.0,101192.0,101228.0,101620.0,101312.0,101524.0,101596.0,101620.0,101580.0,101340.0,101420.0,101868.0,101340.0,101340.0,101300.0,101604.0,101580.0,101456.0,101188.0,101316.0,101320.0,101692.0,101708.0,101588.0,101600.0,101884.0,101884.0,101828.0,101584.0,101480.0,101736.0,101600.0
