w/s,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
93,30.0,29.0,33.0,62.0,33.66,34.0,31.0,23.0,31.63,46.0,36.0,45.0,37.62,39.0,30.0,32.32,38.24,52.0,40.0,37.62,39.39,19.0,24.75,16.0,41.0,39.0,6.06,24.49,38.38,41.41,45.45,18.18,32.65,7.0,17.17,40.0,50.0,34.34,38.0,54.0,39.39,31.31,37.0,45.45,62.0,49.0,42.0,48.0,28.71,31.0,42.0,32.32,53.54,31.68,14.14,25.25,31.31,37.37,35.35,23.0,32.0,55.0,39.6,27.0,27.0,36.36,10.0,37.37,42.0,62.63,27.0,36.36,21.21,38.0,27.0,54.0,35.64,47.47,44.0,56.44,44.44,54.08,38.0,71.13,49.0,26.26,42.72,43.56,47.96,31.31,27.0,37.0,19.0,52.48,25.74,40.4,50.0,43.0,32.0,18.45,33.33,47.47,25.74,34.0,58.59,23.76,47.52,22.45,42.42,23.0,29.59,45.0,54.46,31.0,33.0,24.51,32.0,24.0,21.78,55.0,20.2,37.76,37.76,35.0,32.67,42.0,36.73,39.0,33.66,52.0,22.45,41.24,47.96,47.0,44.0,46.46,53.54,22.0,21.0,35.35
94,16.83,17.0,30.69,51.0,13.0,25.74,38.0,31.31,46.46,43.43,27.0,35.0,30.3,32.99,29.59,27.0,40.0,39.6,46.0,51.96,29.0,18.81,31.0,23.0,38.0,46.0,20.79,17.82,38.38,38.38,44.44,20.0,33.0,15.15,28.71,25.25,37.37,15.84,33.0,54.0,40.4,38.38,22.0,31.0,41.0,47.0,26.73,37.37,48.48,17.82,31.68,20.79,23.76,35.35,23.47,20.0,44.0,16.0,27.0,37.0,35.35,47.0,27.0,35.35,15.69,22.55,23.23,47.0,52.0,47.52,5.88,39.0,33.66,35.0,26.73,35.64,43.0,34.0,46.94,34.38,49.49,44.0,82.0,48.0,50.0,36.0,51.52,53.0,55.0,56.44,47.47,41.0,38.38,43.0,35.0,34.34,40.82,33.33,34.0,33.67,43.0,49.49,49.5,41.0,54.55,41.0,41.84,31.0,51.52,25.25,20.79,44.0,56.0,35.64,30.0,25.51,39.8,28.28,36.36,52.0,35.64,23.76,37.37,32.32,25.25,41.0,37.0,29.0,21.21,34.02,7.84,46.0,58.42,41.41,61.62,39.39,44.9,39.8,34.34,38.0
95,31.0,22.22,35.64,39.6,38.24,27.0,44.0,17.65,55.0,38.61,28.28,42.0,37.0,46.46,22.0,33.33,32.65,49.49,49.49,17.82,52.53,26.0,38.61,40.0,46.0,50.0,34.0,32.65,44.44,31.31,32.32,32.0,20.41,8.08,40.0,44.44,19.0,32.32,32.99,43.56,44.0,38.61,31.0,21.21,27.27,55.0,40.4,42.16,41.41,37.62,34.69,17.0,31.31,33.0,25.25,26.26,29.0,35.0,37.0,14.85,31.0,34.34,44.0,30.0,19.19,40.59,34.0,32.65,38.0,41.58,24.24,71.72,34.0,27.27,41.0,34.34,38.38,38.78,36.36,28.71,48.0,29.29,50.51,50.0,37.0,37.37,36.0,39.39,35.35,36.36,38.0,34.0,28.28,24.24,58.59,37.37,43.0,28.0,33.33,34.65,28.28,42.0,44.0,34.34,31.0,50.51,30.69,30.39,47.0,25.0,54.55,47.47,36.36,31.31,27.27,20.79,26.0,15.15,34.0,59.0,35.71,24.75,30.0,32.67,44.0,41.0,35.64,28.0,24.0,30.3,30.3,19.8,34.34,32.32,35.0,51.52,31.37,49.0,34.69,31.0
96,19.0,39.0,45.45,34.0,35.64,50.0,36.0,45.0,41.0,61.76,17.0,35.0,31.0,38.38,23.0,52.53,35.64,33.0,53.54,30.0,29.0,31.0,39.0,41.41,36.63,39.8,34.65,46.53,42.16,36.36,30.0,50.51,29.0,13.13,32.0,27.0,23.0,29.0,30.0,35.35,40.4,59.6,25.0,50.0,51.52,48.48,48.51,50.51,60.61,32.32,30.69,24.24,18.81,24.49,31.0,37.37,14.14,49.0,26.26,46.46,32.0,25.0,41.0,22.22,6.0,45.0,16.16,22.55,28.28,41.41,26.0,43.56,28.28,19.19,39.6,20.79,56.57,45.0,33.66,49.0,36.63,33.33,45.0,45.0,62.38,39.39,36.36,32.67,47.47,28.0,41.0,30.3,25.25,15.0,40.0,24.24,46.46,47.96,29.29,15.0,40.4,20.2,39.39,43.56,33.66,56.0,29.59,50.0,48.98,40.0,49.0,44.0,58.0,35.64,31.0,36.36,32.67,31.0,38.78,43.56,35.64,30.69,23.23,34.34,28.0,39.39,34.69,22.22,22.0,29.0,22.22,26.26,25.0,41.58,42.42,43.0,43.88,22.22,34.0,25.49
97,38.0,15.69,30.39,42.57,49.0,24.0,44.0,45.54,48.0,53.0,31.31,40.4,35.35,34.0,24.0,40.0,47.06,36.0,25.25,30.69,38.61,22.45,36.54,45.45,30.3,41.0,33.66,42.86,44.9,36.0,29.0,43.56,28.0,19.19,25.25,24.0,34.34,26.0,32.35,28.0,38.61,46.94,24.24,42.42,44.44,24.0,39.0,55.45,31.31,38.61,23.23,35.0,28.28,27.72,37.62,19.0,31.0,23.0,30.0,32.32,10.0,36.36,40.4,36.36,34.34,27.72,42.42,43.43,26.73,34.65,15.15,53.0,29.29,30.0,37.0,19.8,61.0,52.0,66.67,29.29,34.69,40.0,42.57,32.0,48.0,38.38,24.75,29.29,25.74,43.43,23.0,48.48,59.0,19.0,30.0,15.84,39.39,52.0,32.32,17.0,45.92,34.0,38.0,35.0,29.0,30.3,39.6,43.43,27.0,28.28,20.0,17.82,56.57,28.28,28.0,33.0,34.34,32.67,40.4,41.84,39.0,51.02,28.0,30.3,20.0,47.52,32.0,29.29,23.76,38.61,33.0,48.0,55.0,33.67,52.53,26.0,49.0,24.0,40.0,28.0
98,36.0,44.0,15.0,45.45,53.54,43.43,40.0,29.0,57.0,57.58,34.0,32.32,24.0,27.0,14.29,48.51,43.43,24.24,33.67,38.0,47.47,30.3,28.28,37.0,27.27,40.0,41.41,44.0,13.86,41.41,32.0,40.4,54.55,5.0,48.0,36.36,23.0,30.3,21.43,28.57,55.0,43.0,20.0,20.2,25.25,39.0,50.0,35.71,57.14,47.0,30.3,29.7,49.0,16.0,43.43,32.32,36.73,26.73,22.0,30.0,31.0,48.0,38.0,42.0,12.87,63.37,48.0,48.0,44.9,51.52,33.0,22.22,48.48,30.0,20.0,22.22,60.0,41.58,65.0,28.71,49.02,18.0,34.34,21.0,55.45,30.3,47.47,33.33,25.25,39.0,48.51,25.25,30.0,39.8,55.0,24.51,49.49,40.0,13.13,25.0,27.72,24.0,50.51,39.8,54.0,20.0,35.35,31.31,51.52,51.0,56.57,42.42,75.0,30.3,62.0,41.41,35.35,16.33,37.37,25.74,52.0,27.0,25.0,28.71,56.57,53.54,26.0,22.0,21.0,29.0,41.41,40.82,36.0,46.0,60.0,46.94,30.0,29.0,40.0,25.74
99,32.0,26.47,16.16,55.0,27.72,40.59,40.0,32.0,46.0,41.84,39.39,33.66,33.66,23.23,55.45,29.7,32.67,47.47,20.0,51.52,48.0,20.0,15.84,34.31,28.0,16.0,34.34,33.33,17.0,42.0,49.0,29.7,56.44,14.0,43.88,40.82,23.23,16.16,32.32,23.76,53.06,50.0,21.0,26.26,39.0,37.76,31.31,59.41,41.58,42.42,36.0,42.0,37.76,39.0,31.0,42.0,16.0,17.0,25.0,32.0,23.0,31.0,36.0,52.0,40.0,38.38,22.0,42.42,45.63,27.72,27.0,37.0,47.47,35.0,36.36,39.0,33.33,58.59,53.0,18.37,52.53,12.0,23.0,27.27,44.0,52.53,32.32,40.4,28.0,38.0,30.3,30.0,20.2,54.55,33.0,31.68,58.0,26.26,31.0,26.73,45.0,49.0,32.67,46.0,51.52,26.0,45.0,31.37,55.0,49.49,39.6,38.38,69.7,26.26,35.64,26.0,32.0,30.0,34.34,33.33,46.53,27.27,50.51,28.28,28.0,32.65,44.44,28.0,23.23,23.0,42.0,33.66,46.39,42.42,48.48,42.0,29.7,34.34,31.0,50.0
100,48.0,33.0,42.0,33.0,39.0,35.0,29.29,32.32,32.67,44.44,23.0,19.0,47.47,21.0,46.53,37.0,32.67,34.34,34.34,34.34,19.0,28.0,23.47,52.53,28.0,32.32,50.0,47.0,26.26,31.31,24.24,36.0,37.37,10.0,28.28,44.0,33.66,12.0,20.79,45.45,15.84,28.28,13.0,46.0,41.41,50.0,43.43,47.47,64.0,31.0,45.92,44.44,26.0,57.43,22.0,51.0,30.0,13.13,20.79,28.0,29.29,26.26,56.44,32.0,23.0,36.27,23.23,51.0,33.33,26.26,35.0,47.0,36.0,31.0,30.0,14.85,49.49,41.0,37.37,40.0,55.56,36.0,48.98,48.48,41.41,36.63,31.68,50.0,48.48,33.33,35.0,23.23,23.0,60.61,55.0,45.92,53.0,25.25,26.53,22.0,34.34,39.39,25.25,36.36,42.42,40.82,34.69,49.49,42.0,41.0,43.43,29.0,38.38,34.34,43.43,49.0,49.0,19.19,31.68,37.0,54.08,44.0,18.18,44.44,32.0,43.56,26.0,20.2,41.41,43.0,29.29,35.0,30.0,39.0,40.59,30.69,49.49,47.47,53.0,36.63
101,40.0,30.69,33.0,39.6,37.37,33.66,14.14,20.2,51.0,33.0,37.62,28.28,33.67,32.65,57.58,52.04,42.57,34.65,49.5,54.08,29.7,30.0,31.68,40.78,43.88,36.36,39.0,36.73,29.0,56.0,43.0,35.35,30.0,11.0,43.43,36.36,33.33,31.31,32.0,36.36,39.8,38.38,33.33,38.78,35.35,45.45,21.21,60.4,53.61,37.76,22.0,34.0,33.0,29.0,34.34,53.06,20.2,22.0,39.8,25.0,50.0,25.0,44.9,33.67,32.0,26.0,34.34,36.63,33.67,43.0,31.0,21.21,36.27,45.0,24.0,31.68,52.0,60.82,40.0,36.0,57.58,34.65,32.32,47.0,48.0,23.23,37.0,48.48,44.0,38.61,29.59,43.43,25.51,48.48,60.2,55.56,50.51,44.44,21.0,19.0,17.35,42.0,23.47,32.32,63.0,54.55,51.0,33.33,42.16,50.0,51.0,31.0,31.31,20.0,32.32,62.24,47.47,32.0,21.0,42.42,49.0,27.55,38.0,28.28,12.12,27.72,27.45,39.6,27.0,49.49,14.0,50.0,39.39,18.81,43.88,47.96,34.0,31.0,33.33,39.6
102,48.0,15.84,24.0,32.32,60.0,18.18,29.7,30.69,34.0,54.46,28.0,27.0,36.63,18.18,31.68,41.18,46.0,43.43,15.0,46.0,42.0,28.28,28.0,37.37,31.68,29.0,32.32,30.0,35.0,30.0,33.66,47.0,38.38,21.0,38.38,32.0,41.58,21.0,30.0,40.59,43.43,57.43,29.0,51.0,45.45,37.0,36.73,40.59,38.0,38.0,17.0,43.0,36.73,16.0,36.63,27.0,33.0,23.47,41.0,23.0,36.0,28.28,57.43,35.64,19.39,47.47,40.78,41.41,46.0,29.7,35.0,24.24,26.26,25.25,43.43,26.0,38.38,34.65,29.29,36.63,61.62,30.3,55.0,39.39,33.33,22.22,39.39,25.25,41.41,47.0,23.23,39.8,25.25,30.3,41.0,37.37,48.0,60.4,24.24,23.0,28.28,51.02,36.73,53.0,47.52,50.98,25.74,30.39,22.0,46.46,59.6,37.37,24.0,35.0,33.66,48.0,37.0,37.37,49.0,60.61,41.41,35.0,34.0,39.6,41.41,39.22,39.8,53.0,41.0,15.0,11.11,35.71,30.0,18.56,60.61,42.42,35.0,62.0,24.0,36.63
103,27.72,15.15,24.75,20.0,36.0,42.42,37.0,22.0,25.0,70.71,32.0,29.29,44.44,14.0,33.0,31.37,55.56,61.76,33.65,35.71,47.47,35.64,58.59,44.0,34.34,62.38,33.0,33.33,48.48,60.2,27.27,31.68,39.6,4.0,59.6,32.32,13.13,16.83,22.0,69.7,34.0,50.98,14.85,37.37,26.26,56.57,44.0,40.4,40.0,25.74,36.73,34.0,29.7,41.41,41.41,35.0,37.0,26.0,33.0,31.0,28.28,45.45,21.21,48.48,29.7,30.3,30.3,49.5,38.0,38.0,31.31,20.2,44.0,29.0,55.0,51.0,30.0,38.38,23.23,37.0,48.48,41.0,46.0,45.45,40.0,31.37,35.0,35.35,46.0,28.0,23.23,30.0,44.44,48.0,35.0,27.45,53.54,34.34,26.0,23.47,23.76,53.47,40.0,38.0,33.33,41.0,40.82,31.31,36.73,30.0,30.3,37.62,42.57,23.0,21.0,35.0,46.46,34.0,53.06,34.34,41.41,31.37,33.67,38.38,42.42,36.0,35.64,20.2,21.21,21.78,25.0,28.0,44.9,42.57,39.6,15.84,46.46,41.0,44.44,35.71
104,38.38,27.72,31.0,26.47,35.0,21.0,30.0,26.73,33.66,40.2,33.33,38.78,50.0,14.0,39.39,38.38,65.35,41.0,33.33,30.69,39.0,28.0,38.38,44.12,22.77,43.43,43.88,37.62,46.0,28.28,30.3,22.22,23.23,25.0,42.57,27.0,32.67,25.25,39.39,29.41,48.48,45.0,17.17,30.3,10.0,38.0,35.0,36.36,39.39,24.0,22.77,37.37,34.0,37.62,24.75,49.49,28.0,34.34,39.0,33.0,42.57,34.0,33.01,67.0,25.51,31.0,44.44,50.0,44.0,34.34,29.0,41.18,59.6,36.36,28.71,26.0,39.0,38.38,36.36,40.0,46.0,33.0,41.84,46.53,32.32,32.32,44.44,29.0,31.0,39.6,21.0,26.26,36.0,38.38,46.46,43.88,33.33,22.22,32.67,30.69,24.24,25.0,31.0,20.0,39.0,34.0,38.0,38.38,48.0,50.51,36.0,32.32,35.64,39.0,37.62,39.39,46.53,31.68,38.61,45.54,55.56,34.34,31.0,40.0,50.51,36.0,36.36,25.49,38.0,30.0,22.77,36.73,56.44,48.48,32.65,34.34,38.0,42.57,49.49,29.29
105,31.31,17.82,37.0,39.0,27.0,43.0,34.65,51.02,26.0,52.0,45.92,35.35,43.88,27.0,49.49,41.41,33.0,43.56,37.0,42.42,42.42,28.0,37.25,31.68,27.0,50.51,43.0,38.38,52.0,29.0,22.77,46.46,43.88,25.51,31.63,22.45,45.0,30.3,32.0,39.0,34.0,33.67,9.9,15.84,36.0,53.06,31.31,41.58,51.52,33.0,38.0,15.0,43.56,38.38,36.73,25.0,41.58,28.0,22.77,26.0,20.2,44.44,37.0,48.48,15.0,25.0,45.0,36.36,36.36,55.45,35.64,30.3,46.46,31.31,32.0,42.42,56.0,45.0,46.0,33.0,75.0,54.55,49.49,39.0,27.72,64.65,19.8,49.0,57.58,47.52,37.37,30.0,39.39,61.62,35.64,43.56,42.42,44.0,26.8,31.0,42.42,28.0,32.32,26.26,37.37,28.0,41.41,40.0,43.0,48.0,43.43,37.0,56.0,32.0,51.52,48.48,53.0,34.65,35.0,27.55,29.7,37.0,23.0,47.0,43.0,58.59,38.0,28.28,15.15,27.72,46.46,32.32,58.59,33.66,37.37,22.0,40.82,22.45,59.18,45.54
106,26.0,27.72,35.64,29.7,30.3,28.71,37.37,48.51,51.52,51.52,51.49,34.0,28.28,40.0,49.0,13.86,45.45,59.6,46.53,46.53,30.0,38.0,34.0,34.69,24.0,33.33,51.52,50.0,45.45,45.45,35.71,46.0,34.65,23.0,29.29,26.26,35.35,17.0,33.33,57.0,30.3,44.0,9.09,24.24,48.0,38.61,32.32,32.32,27.72,47.96,31.31,15.31,28.57,37.37,34.0,30.0,38.38,31.31,20.2,39.39,29.29,44.0,57.58,37.37,14.14,26.0,42.0,55.56,45.45,44.55,34.65,37.0,36.0,22.22,35.35,32.0,34.69,50.0,45.92,27.72,37.0,52.04,30.0,55.1,44.9,55.0,40.0,43.0,39.39,48.48,34.0,21.0,34.34,43.43,35.71,27.27,50.52,15.15,19.8,16.0,30.69,26.26,48.0,41.41,48.0,38.24,18.0,58.59,46.46,36.36,38.38,40.0,51.0,35.0,40.0,47.0,36.0,58.42,25.0,37.0,44.0,28.71,22.0,31.0,38.0,52.53,22.77,15.84,12.12,32.0,61.39,41.0,49.49,35.0,35.0,43.43,32.67,36.0,36.27,50.51
107,27.0,30.0,46.46,23.23,21.21,24.0,35.0,40.2,51.49,43.0,41.84,34.34,54.0,35.35,18.18,16.16,43.0,31.31,27.0,56.44,13.0,53.54,33.33,33.66,15.0,54.0,44.44,59.0,43.88,25.0,37.62,19.19,46.94,28.71,33.0,32.32,35.35,16.33,33.67,41.84,22.55,64.71,25.0,31.0,47.52,39.8,41.0,38.0,46.94,45.0,51.0,5.1,18.81,41.41,47.0,45.54,26.0,26.0,22.0,40.0,10.0,40.4,45.45,36.0,9.9,24.0,38.0,37.37,40.4,33.66,42.86,31.31,26.0,29.0,51.49,24.51,24.24,49.49,39.6,31.63,40.4,60.0,29.0,45.0,45.0,40.0,39.39,26.73,40.0,25.51,42.42,26.53,6.06,56.57,26.0,15.15,36.63,21.0,28.28,28.43,70.71,40.59,53.54,25.25,42.86,39.8,36.36,42.42,49.49,39.0,45.0,32.0,53.06,34.34,37.76,46.0,25.0,26.73,47.96,37.62,38.38,28.0,32.65,25.25,40.4,24.24,40.0,11.0,19.0,20.2,40.0,36.36,37.76,51.52,40.4,40.4,40.0,36.0,28.28,42.42
108,44.44,20.2,56.44,25.24,38.0,25.0,49.0,39.0,55.1,51.0,33.0,15.15,36.36,40.4,21.0,40.0,35.0,30.0,43.88,61.39,16.0,19.0,43.0,42.42,31.0,36.36,67.68,45.0,52.0,51.52,32.32,37.0,28.0,43.43,44.44,29.7,33.66,22.0,39.6,43.0,37.37,37.37,32.32,32.0,49.49,45.0,51.52,47.0,55.0,55.56,43.0,23.0,35.71,41.0,45.92,56.57,55.45,28.0,34.34,23.0,18.0,32.0,28.28,30.0,19.19,32.67,57.14,44.0,46.46,32.32,33.66,39.0,40.4,54.55,65.0,27.55,48.48,41.18,48.0,46.46,36.36,63.0,46.0,42.0,45.0,32.65,35.0,32.0,32.0,38.0,37.37,10.0,25.0,54.46,28.43,19.8,56.57,16.83,12.87,31.96,36.0,41.18,61.62,36.36,46.53,38.38,34.65,22.0,45.0,19.8,33.33,34.34,20.0,19.0,35.71,51.0,28.28,37.62,30.0,51.0,31.31,39.0,40.0,23.0,26.73,39.22,39.0,13.0,22.22,31.31,40.4,23.76,45.0,50.0,34.34,25.0,39.39,23.23,29.29,40.0
109,43.0,15.15,58.0,32.0,13.0,37.37,28.71,39.0,32.67,40.2,19.0,23.47,44.55,31.0,37.0,43.56,42.57,35.35,52.94,27.27,32.0,39.0,27.72,31.37,20.79,13.13,39.0,32.32,33.0,40.4,42.42,37.62,19.0,15.0,28.71,19.19,41.41,16.16,31.31,40.4,56.44,44.55,35.64,42.42,21.0,41.0,52.0,56.44,62.24,44.0,45.45,29.0,44.44,40.4,41.58,40.59,34.0,37.37,31.68,40.82,15.15,39.0,53.0,53.0,26.0,57.58,48.51,56.0,51.49,44.55,55.45,38.38,41.58,42.42,33.0,25.0,44.44,64.95,44.0,45.0,33.66,52.04,8.08,38.38,64.65,55.56,43.43,44.44,16.0,37.0,37.0,22.0,26.26,44.0,30.0,48.48,22.77,37.37,18.0,34.0,26.53,48.98,45.54,32.32,44.0,50.0,37.0,27.27,38.38,12.12,19.0,54.55,39.39,41.0,41.41,35.35,43.0,14.14,41.41,36.63,47.0,37.37,43.43,24.0,59.6,36.36,27.55,14.71,25.0,31.0,49.0,37.0,33.0,52.53,49.0,31.68,36.0,46.0,29.7,26.26
110,34.0,28.0,62.38,38.0,17.17,26.73,34.95,37.0,29.59,25.74,24.24,37.62,47.0,18.18,32.0,37.0,41.41,34.31,33.33,48.51,37.62,48.48,28.0,38.61,28.0,22.22,43.56,35.35,29.29,38.78,53.54,26.26,45.0,29.29,35.0,31.68,42.0,26.0,34.0,28.28,39.0,43.43,43.0,32.67,36.0,52.0,45.45,47.47,62.0,46.0,28.0,17.0,36.0,30.3,44.44,26.26,26.0,28.0,14.0,29.7,16.0,31.68,40.59,61.0,22.0,57.0,48.48,38.0,58.59,37.76,43.0,31.68,32.0,27.27,16.0,30.69,24.0,56.0,45.45,57.0,41.0,45.54,25.25,13.73,32.32,40.4,42.0,18.0,13.0,39.39,47.47,21.21,26.26,39.8,46.0,52.53,27.0,36.0,21.0,37.0,21.78,56.0,36.36,41.0,36.0,53.54,27.27,25.25,20.79,21.0,29.0,50.51,26.26,42.86,22.77,44.44,51.0,31.37,27.72,28.57,35.64,26.0,33.33,30.69,45.45,42.0,24.75,33.67,36.36,17.82,46.46,35.35,58.59,42.0,50.0,55.1,46.46,38.78,40.4,45.54
111,61.76,38.38,34.0,35.0,27.0,37.62,40.4,35.0,17.82,31.0,36.63,29.59,37.37,31.0,41.41,31.68,46.53,46.0,52.53,43.56,22.22,53.54,67.0,24.27,22.77,44.55,12.12,41.41,36.0,27.0,45.0,28.71,45.45,38.0,50.0,30.61,39.0,41.41,23.23,44.0,39.0,29.29,28.28,54.55,56.12,38.0,46.53,56.0,53.92,42.0,41.0,26.53,49.5,34.34,36.63,30.0,32.0,16.16,26.26,17.17,38.0,41.41,32.32,37.0,38.38,46.0,44.0,42.42,36.36,43.56,52.0,31.31,21.0,40.0,30.0,21.21,34.34,49.0,35.35,44.0,39.39,27.55,44.0,48.98,38.0,31.68,49.49,26.0,17.35,44.44,49.49,27.27,36.63,36.63,49.0,25.49,25.25,23.23,30.3,46.0,18.18,74.49,40.0,19.0,45.45,55.0,25.51,12.87,13.27,16.16,31.68,31.31,20.0,36.0,41.0,38.0,57.58,43.88,42.16,49.0,50.51,26.0,30.0,40.4,58.59,25.74,29.29,29.29,35.35,30.0,38.0,26.73,41.41,54.0,42.42,55.0,42.0,54.0,43.0,35.0
112,41.41,49.0,39.0,51.0,25.25,46.46,33.66,37.0,26.53,46.08,44.44,28.0,39.39,20.0,34.65,32.65,28.71,33.0,48.0,31.0,36.36,38.0,34.65,28.0,14.56,44.55,20.2,54.0,22.22,34.34,42.0,28.71,46.53,51.52,27.0,28.0,27.0,40.0,47.0,39.8,19.19,26.47,21.78,24.24,19.8,27.45,41.0,36.36,34.34,44.44,37.37,22.77,38.0,28.28,39.8,27.0,50.5,19.8,24.0,12.12,28.0,46.0,41.41,35.0,31.0,42.42,49.0,66.67,47.0,26.0,37.0,34.34,19.0,19.0,28.0,26.26,59.41,28.57,39.0,59.0,54.55,25.0,32.32,37.0,54.0,43.56,27.0,49.49,23.76,20.0,41.58,30.69,36.0,32.32,34.34,25.51,42.42,39.0,33.66,32.0,37.0,41.58,53.54,48.0,39.0,51.52,45.0,14.14,40.4,28.0,40.4,28.0,39.39,37.0,35.35,35.35,43.0,28.71,41.0,28.0,29.29,51.0,45.45,18.81,46.46,46.94,41.0,40.0,22.22,33.67,50.5,41.41,50.51,55.0,54.46,39.8,51.0,26.0,42.0,45.0
113,36.36,43.56,59.0,35.0,34.0,42.0,48.51,36.63,26.47,46.0,41.0,25.25,28.0,29.0,23.47,12.0,30.3,54.46,36.63,36.0,36.0,37.37,38.78,29.41,26.0,23.76,30.0,57.0,37.37,27.0,24.0,47.0,35.0,45.0,31.31,29.0,26.26,28.28,57.58,41.41,17.35,40.59,18.18,34.34,28.28,20.2,33.66,36.63,48.0,33.33,24.49,40.0,29.0,21.78,39.0,28.71,40.4,18.0,28.28,37.0,31.0,63.0,49.5,27.0,38.0,41.0,29.7,34.0,44.0,24.75,14.85,21.21,28.28,38.24,33.0,14.0,33.33,42.57,34.34,54.08,37.37,39.39,43.43,36.36,53.47,56.57,43.43,39.39,23.47,33.0,29.59,27.0,36.36,36.0,37.0,26.0,46.0,27.27,29.29,61.0,37.0,45.45,46.53,46.53,40.0,42.42,27.0,12.0,35.0,37.37,36.73,28.0,38.61,45.92,44.44,21.0,45.0,35.71,23.76,33.33,56.57,47.47,57.58,29.29,42.0,34.65,36.36,32.0,25.0,29.7,37.37,45.45,47.0,33.33,57.58,51.52,41.84,16.0,40.0,41.41
114,30.39,43.0,47.47,27.0,25.0,30.3,44.44,30.61,62.63,47.0,35.35,35.35,36.36,25.25,52.53,36.36,23.23,53.0,35.71,43.43,30.3,51.52,27.72,36.54,41.0,48.98,48.98,34.69,39.8,32.0,33.33,40.4,28.28,28.57,26.26,36.36,34.34,31.0,58.16,45.54,52.48,38.38,22.22,42.0,31.68,26.21,48.48,25.25,53.06,43.43,49.0,35.0,45.63,36.36,42.57,39.39,32.0,19.19,27.72,21.0,32.32,35.0,35.0,35.35,38.78,44.55,39.39,39.39,40.59,26.26,36.63,47.0,28.0,36.36,44.0,33.66,34.02,51.52,19.8,46.46,35.0,39.6,56.57,28.0,55.67,40.4,32.0,28.0,29.7,50.5,36.0,30.3,46.0,34.69,47.96,26.26,40.82,40.0,26.26,29.0,38.61,38.0,54.55,46.0,45.0,24.24,43.43,20.2,44.44,25.74,32.67,35.05,30.3,39.39,29.7,48.0,41.84,29.29,25.0,46.08,47.0,24.0,39.8,30.3,49.0,23.0,32.67,51.49,28.57,20.0,26.26,15.0,34.34,28.28,46.46,50.5,42.42,32.67,49.0,41.0
115,38.38,23.23,42.72,62.63,50.51,30.39,29.7,34.65,55.0,36.73,28.28,32.67,18.0,32.0,36.0,40.59,32.67,39.81,48.48,33.33,24.0,39.0,39.39,37.25,44.0,35.0,51.0,42.42,35.0,26.26,36.63,19.0,30.61,32.67,33.66,34.65,24.0,31.31,34.0,27.27,65.66,36.0,32.0,31.31,30.0,45.45,30.0,25.0,50.0,46.53,17.82,34.34,37.0,37.37,47.0,34.65,48.51,38.38,16.16,29.0,22.77,32.32,30.3,53.54,52.0,42.42,35.64,28.0,42.0,16.0,48.51,35.35,33.0,38.78,28.71,46.46,46.46,35.0,52.53,37.62,43.0,31.96,43.0,34.34,44.0,48.48,30.3,39.39,26.53,47.96,37.37,44.0,40.59,53.0,22.77,30.0,44.55,36.63,46.0,43.56,44.55,38.0,45.0,37.62,47.0,43.43,32.32,20.0,37.37,32.65,22.22,31.68,38.24,41.0,29.59,27.0,53.47,46.53,24.75,56.0,51.52,24.24,39.0,31.31,40.0,28.28,38.78,24.24,24.0,20.59,41.0,30.3,31.0,26.0,27.27,29.0,43.0,38.38,46.0,39.0
