kbmemfree,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
37,338324.0,346876.0,345712.0,345772.0,345984.0,346280.0,346824.0,346124.0,345348.0,346060.0,340364.0,340332.0,340656.0,339640.0,339972.0,341168.0,340080.0,343644.0,340280.0,340080.0,345208.0,339428.0,340104.0,339844.0,337436.0,340360.0,340132.0,339892.0,339196.0,340232.0,340268.0,346816.0,341140.0,339792.0,340612.0,339460.0,339824.0,340092.0,339876.0,340556.0,338784.0,340520.0,346252.0,338280.0,340644.0,340756.0,340792.0,339312.0,337444.0,341016.0,341712.0,337552.0,341128.0,342960.0,339372.0,342928.0,343200.0,340984.0,345152.0,341092.0,343256.0,343240.0,340916.0,341356.0,340044.0,340352.0,341108.0,340720.0,340756.0,340480.0,340828.0,340132.0,340792.0,341196.0,341536.0,340720.0,341028.0,340800.0,340648.0,339808.0,339952.0,340364.0,340048.0,340156.0,340520.0,341072.0,341304.0,341164.0,340188.0,340560.0,340672.0,340472.0,340228.0,341512.0,341544.0,340140.0,340348.0,340260.0,340260.0,340400.0,340680.0,340324.0,340504.0,340464.0,340932.0,340828.0,340652.0,340844.0,340532.0,340576.0,340616.0,339436.0,340768.0,340284.0,339344.0,339900.0,340768.0,340436.0,339668.0,339528.0,339900.0,340480.0,340240.0,339480.0,339736.0,340552.0,340156.0,339820.0,340000.0,340284.0,340356.0,338792.0,339520.0,340224.0,339504.0,340212.0,340684.0,340436.0,340388.0,339520.0
38,338324.0,346876.0,345712.0,345772.0,345984.0,346280.0,346824.0,346124.0,345348.0,346060.0,340364.0,340332.0,340656.0,339640.0,339972.0,341168.0,340080.0,343644.0,340280.0,340080.0,345208.0,339428.0,340104.0,339844.0,337436.0,340360.0,340132.0,339892.0,339196.0,340232.0,340268.0,346816.0,341140.0,339792.0,340612.0,339460.0,339824.0,340092.0,339876.0,340556.0,338784.0,340520.0,346252.0,338280.0,340644.0,340756.0,340792.0,339312.0,337444.0,341016.0,341712.0,337552.0,341128.0,342960.0,339372.0,342928.0,343200.0,340984.0,345152.0,341092.0,343256.0,343240.0,340916.0,341356.0,340044.0,340352.0,341108.0,340720.0,340756.0,340480.0,340828.0,340132.0,340792.0,341196.0,341536.0,340720.0,341028.0,340800.0,340648.0,339808.0,339952.0,340364.0,340048.0,340156.0,340520.0,341072.0,341304.0,341164.0,340188.0,340560.0,340672.0,340472.0,340228.0,341512.0,341544.0,340132.0,340348.0,340260.0,340260.0,340400.0,340680.0,340324.0,340504.0,340464.0,340932.0,340828.0,340644.0,340844.0,340532.0,340576.0,340616.0,339436.0,340768.0,340284.0,339344.0,339900.0,340768.0,340436.0,339668.0,339528.0,339900.0,340480.0,340240.0,339480.0,339736.0,340552.0,340156.0,339820.0,340000.0,340284.0,340356.0,338792.0,339520.0,340224.0,339504.0,340212.0,340684.0,340436.0,340388.0,339520.0
39,338324.0,346876.0,345712.0,345772.0,345984.0,346280.0,346824.0,346124.0,345348.0,346060.0,340364.0,340332.0,340656.0,339640.0,339972.0,341168.0,340080.0,343644.0,340280.0,340080.0,345208.0,339428.0,340104.0,339844.0,337436.0,340360.0,340132.0,339892.0,339196.0,340232.0,340268.0,346816.0,341140.0,339792.0,340612.0,339460.0,339824.0,340092.0,339876.0,340556.0,338784.0,340520.0,346252.0,338280.0,340644.0,340756.0,340792.0,339312.0,337444.0,341016.0,341712.0,337552.0,341128.0,342960.0,339372.0,342928.0,343200.0,340984.0,345152.0,341092.0,343248.0,343240.0,340916.0,341356.0,340044.0,340352.0,341108.0,340720.0,340756.0,340480.0,340828.0,340132.0,340792.0,341196.0,341536.0,340720.0,341028.0,340800.0,340648.0,339808.0,339952.0,340364.0,340048.0,340156.0,340520.0,341072.0,341304.0,341164.0,340188.0,340560.0,340672.0,340472.0,340228.0,341512.0,341544.0,340132.0,340348.0,340260.0,340260.0,340400.0,340680.0,340324.0,340504.0,340464.0,340932.0,340828.0,340644.0,340844.0,340532.0,340576.0,340616.0,339436.0,340768.0,340284.0,339344.0,339900.0,340768.0,340436.0,339668.0,339528.0,339900.0,340480.0,340240.0,339480.0,339736.0,340552.0,340156.0,339820.0,340000.0,340284.0,340356.0,338792.0,339520.0,340224.0,339504.0,340212.0,340684.0,340436.0,340388.0,339520.0
40,338324.0,346736.0,345712.0,345772.0,345844.0,346272.0,346840.0,346000.0,345348.0,345936.0,340240.0,340332.0,340656.0,339640.0,339972.0,341168.0,340080.0,343644.0,340156.0,340080.0,345208.0,339428.0,340104.0,339728.0,337436.0,340360.0,340016.0,339744.0,339196.0,340232.0,340268.0,346816.0,341048.0,339792.0,340612.0,339312.0,339824.0,340092.0,339876.0,340408.0,338784.0,340388.0,346128.0,338092.0,340560.0,340508.0,340792.0,339188.0,337444.0,341016.0,341596.0,337552.0,340948.0,342852.0,339372.0,342780.0,343200.0,340984.0,345152.0,340920.0,343248.0,343240.0,340776.0,341356.0,340044.0,340352.0,340836.0,340596.0,340508.0,340480.0,340828.0,340132.0,340792.0,341196.0,341364.0,340720.0,341028.0,340800.0,340524.0,339808.0,339952.0,340364.0,339900.0,340024.0,340380.0,340964.0,341164.0,340932.0,340040.0,340560.0,340672.0,340472.0,340228.0,341388.0,341544.0,340132.0,340348.0,340260.0,340260.0,340400.0,340680.0,340324.0,340504.0,340316.0,340784.0,340828.0,340644.0,340844.0,340532.0,340576.0,340468.0,339436.0,340768.0,340152.0,339344.0,339768.0,340768.0,340320.0,339668.0,339528.0,339792.0,340208.0,340240.0,339480.0,339736.0,340372.0,340156.0,339820.0,339852.0,340284.0,340356.0,338792.0,339520.0,340224.0,339388.0,340212.0,340684.0,340296.0,340388.0,339520.0
41,338216.0,346752.0,345572.0,345632.0,345860.0,346156.0,346856.0,346000.0,345176.0,345936.0,340240.0,340116.0,340468.0,339460.0,339856.0,341044.0,339964.0,343504.0,340156.0,339900.0,345076.0,339304.0,339832.0,339752.0,337288.0,340236.0,340040.0,339768.0,339048.0,340060.0,340120.0,346668.0,341048.0,339784.0,340512.0,339336.0,339732.0,340092.0,339744.0,340432.0,338512.0,340272.0,346128.0,338092.0,340560.0,340508.0,340660.0,339188.0,337320.0,340836.0,341620.0,337340.0,340948.0,342868.0,339224.0,342804.0,343028.0,340812.0,345028.0,340936.0,343132.0,343084.0,340776.0,341200.0,339912.0,340328.0,340860.0,340596.0,340508.0,340232.0,340704.0,339984.0,340700.0,341072.0,341380.0,340628.0,340936.0,340620.0,340524.0,339708.0,339852.0,340216.0,339924.0,340032.0,340272.0,340980.0,341180.0,340948.0,340064.0,340412.0,340532.0,340324.0,340112.0,341264.0,341412.0,339984.0,340200.0,340112.0,340160.0,340308.0,340532.0,340168.0,340380.0,340216.0,340808.0,340736.0,340372.0,340572.0,340384.0,340428.0,340492.0,339140.0,340588.0,340036.0,339244.0,339776.0,340620.0,340220.0,339412.0,339412.0,339808.0,340232.0,340092.0,339332.0,339588.0,340396.0,340008.0,339696.0,339876.0,340136.0,340232.0,338652.0,339396.0,340076.0,339412.0,340064.0,340560.0,340312.0,340264.0,339404.0
42,338108.0,346752.0,345588.0,345648.0,345860.0,346156.0,346856.0,346000.0,345192.0,345936.0,340240.0,340116.0,340468.0,339484.0,339880.0,341044.0,339988.0,343520.0,340156.0,339924.0,345084.0,339304.0,339856.0,339752.0,337312.0,340236.0,340040.0,339768.0,339072.0,339952.0,340144.0,346692.0,341048.0,339784.0,340520.0,339336.0,339732.0,340092.0,339752.0,340432.0,338536.0,340272.0,346128.0,338092.0,340584.0,340508.0,340668.0,339188.0,337320.0,340860.0,341620.0,337364.0,340972.0,342868.0,339224.0,342804.0,343044.0,340828.0,345028.0,340936.0,343156.0,343084.0,340792.0,341200.0,339920.0,340352.0,340860.0,340596.0,340508.0,340232.0,340704.0,340008.0,340700.0,340948.0,341380.0,340504.0,340936.0,340644.0,340524.0,339716.0,339860.0,340240.0,339924.0,340032.0,340272.0,340980.0,341180.0,340948.0,340064.0,340436.0,340548.0,340348.0,340136.0,341264.0,341420.0,340008.0,340224.0,340136.0,340168.0,340308.0,340556.0,340168.0,340380.0,340216.0,340808.0,340736.0,340396.0,340596.0,340384.0,340452.0,340492.0,339156.0,340612.0,340036.0,339252.0,339776.0,340644.0,340220.0,339420.0,339436.0,339808.0,340232.0,339992.0,339356.0,339612.0,340396.0,340032.0,339696.0,339876.0,340160.0,340108.0,338668.0,339396.0,340100.0,339412.0,340088.0,340560.0,340312.0,340264.0,339304.0
43,338108.0,346752.0,345588.0,345648.0,345860.0,346156.0,346856.0,346000.0,345192.0,345936.0,340240.0,340116.0,340468.0,339484.0,339880.0,341044.0,339988.0,343520.0,340156.0,339924.0,345084.0,339304.0,339856.0,339752.0,337312.0,340236.0,340040.0,339768.0,339072.0,339952.0,340144.0,346692.0,341048.0,339792.0,340520.0,339336.0,339732.0,340092.0,339752.0,340432.0,338536.0,340272.0,346128.0,338092.0,340584.0,340508.0,340668.0,339188.0,337320.0,340860.0,341620.0,337364.0,340972.0,342868.0,339248.0,342804.0,343044.0,340828.0,345028.0,340936.0,343156.0,343084.0,340792.0,341200.0,339920.0,340352.0,340860.0,340596.0,340508.0,340232.0,340704.0,340008.0,340700.0,340948.0,341380.0,340504.0,340936.0,340644.0,340524.0,339716.0,339860.0,340240.0,339924.0,340032.0,340272.0,340980.0,341180.0,340948.0,340064.0,340436.0,340548.0,340348.0,340136.0,341264.0,341420.0,340008.0,340224.0,340136.0,340168.0,340308.0,340556.0,340168.0,340380.0,340216.0,340808.0,340736.0,340396.0,340596.0,340408.0,340452.0,340492.0,339156.0,340612.0,340036.0,339252.0,339776.0,340644.0,340220.0,339420.0,339436.0,339808.0,340232.0,339992.0,339356.0,339612.0,340396.0,340032.0,339696.0,339876.0,340160.0,340108.0,338668.0,339396.0,340100.0,339412.0,340088.0,340560.0,340312.0,340264.0,339304.0
44,338108.0,346752.0,345588.0,345648.0,345860.0,346156.0,346856.0,346000.0,345192.0,345936.0,340240.0,340116.0,340468.0,339484.0,339880.0,341044.0,339988.0,343520.0,340156.0,339924.0,345084.0,339304.0,339856.0,339752.0,337312.0,340236.0,340040.0,339768.0,339072.0,339952.0,340144.0,346692.0,341048.0,339792.0,340520.0,339336.0,339732.0,340092.0,339752.0,340432.0,338536.0,340272.0,346128.0,338092.0,340584.0,340508.0,340668.0,339188.0,337320.0,340860.0,341620.0,337364.0,340972.0,342868.0,339248.0,342804.0,343044.0,340828.0,345028.0,340936.0,343156.0,343084.0,340792.0,341200.0,339920.0,340352.0,340860.0,340596.0,340508.0,340232.0,340704.0,340008.0,340700.0,340948.0,341380.0,340504.0,340936.0,340644.0,340524.0,339716.0,339860.0,340240.0,339924.0,340032.0,340272.0,340980.0,341180.0,340948.0,340064.0,340436.0,340548.0,340348.0,340136.0,341264.0,341420.0,340008.0,340224.0,340136.0,340168.0,340308.0,340556.0,340168.0,340380.0,340216.0,340808.0,340736.0,340396.0,340596.0,340408.0,340452.0,340492.0,339156.0,340612.0,340036.0,339252.0,339776.0,340644.0,340220.0,339420.0,339436.0,339808.0,340232.0,339992.0,339356.0,339612.0,340396.0,340032.0,339696.0,339876.0,340160.0,340108.0,338668.0,339396.0,340100.0,339412.0,340088.0,340560.0,340312.0,340264.0,339304.0
45,338108.0,346752.0,345588.0,345648.0,345860.0,346156.0,346856.0,346000.0,345192.0,345936.0,340240.0,340116.0,340468.0,339484.0,339880.0,341044.0,339988.0,343520.0,340156.0,339924.0,345084.0,339304.0,339856.0,339752.0,337312.0,340236.0,340040.0,339768.0,339072.0,339952.0,340144.0,346692.0,341048.0,339792.0,340520.0,339336.0,339732.0,340092.0,339752.0,340432.0,338536.0,340272.0,346128.0,338092.0,340584.0,340508.0,340668.0,339188.0,337320.0,340860.0,341620.0,337364.0,340972.0,342868.0,339248.0,342804.0,343044.0,340828.0,345028.0,340936.0,343156.0,343084.0,340792.0,341200.0,339920.0,340352.0,340860.0,340596.0,340508.0,340232.0,340704.0,340008.0,340700.0,340948.0,341380.0,340504.0,340936.0,340644.0,340524.0,339716.0,339860.0,340240.0,339924.0,340032.0,340272.0,340980.0,341180.0,340948.0,340064.0,340436.0,340548.0,340348.0,340136.0,341264.0,341420.0,340008.0,340224.0,340136.0,340168.0,340300.0,340556.0,340168.0,340380.0,340216.0,340808.0,340736.0,340396.0,340596.0,340408.0,340452.0,340492.0,339156.0,340612.0,340036.0,339252.0,339776.0,340644.0,340220.0,339420.0,339436.0,339808.0,340232.0,339992.0,339356.0,339612.0,340396.0,340032.0,339696.0,339876.0,340160.0,340108.0,338668.0,339396.0,340100.0,339412.0,340088.0,340560.0,340312.0,340264.0,339304.0
46,338108.0,346752.0,345588.0,345648.0,345860.0,346156.0,346856.0,346000.0,345192.0,345936.0,340240.0,340116.0,340468.0,339484.0,339880.0,341044.0,339988.0,343520.0,340156.0,339924.0,345084.0,339304.0,339856.0,339752.0,337312.0,340236.0,340040.0,339768.0,339072.0,339952.0,340144.0,346692.0,341048.0,339792.0,340520.0,339336.0,339732.0,340092.0,339752.0,340432.0,338536.0,340272.0,346128.0,338092.0,340584.0,340508.0,340668.0,339188.0,337320.0,340860.0,341620.0,337364.0,340972.0,342868.0,339248.0,342804.0,343044.0,340828.0,345028.0,340936.0,343156.0,343084.0,340792.0,341200.0,339920.0,340352.0,340860.0,340596.0,340508.0,340232.0,340704.0,340008.0,340700.0,340948.0,341380.0,340504.0,340936.0,340644.0,340524.0,339716.0,339860.0,340240.0,339924.0,340032.0,340272.0,340980.0,341180.0,340948.0,340064.0,340436.0,340548.0,340348.0,340136.0,341264.0,341420.0,340008.0,340224.0,340136.0,340168.0,340300.0,340556.0,340168.0,340380.0,340216.0,340808.0,340736.0,340396.0,340596.0,340408.0,340452.0,340492.0,339156.0,340612.0,340036.0,339252.0,339776.0,340644.0,340220.0,339420.0,339436.0,339808.0,340232.0,339992.0,339356.0,339612.0,340396.0,340032.0,339696.0,339876.0,340160.0,340108.0,338668.0,339396.0,340100.0,339412.0,340088.0,340560.0,340312.0,340264.0,339304.0
47,338108.0,346596.0,345588.0,345648.0,345680.0,346032.0,346668.0,345876.0,345192.0,345688.0,340116.0,340116.0,340468.0,339484.0,339880.0,341044.0,339988.0,343520.0,339908.0,339924.0,345084.0,339304.0,339856.0,339628.0,337312.0,340236.0,339768.0,339644.0,339072.0,339952.0,340144.0,346692.0,340924.0,339792.0,340520.0,339188.0,339732.0,340092.0,339752.0,340340.0,338536.0,340132.0,346004.0,338000.0,340428.0,340384.0,340668.0,339064.0,337320.0,340860.0,341464.0,337364.0,340824.0,342712.0,339248.0,342712.0,343044.0,340828.0,344880.0,340688.0,343156.0,343084.0,340568.0,341200.0,339920.0,340352.0,340768.0,340472.0,340384.0,340232.0,340704.0,340008.0,340700.0,340948.0,341256.0,340504.0,340936.0,340644.0,340376.0,339716.0,339860.0,340240.0,339800.0,339908.0,340148.0,340856.0,341056.0,340792.0,339924.0,340436.0,340548.0,340348.0,340136.0,341116.0,341420.0,340008.0,340224.0,340136.0,340168.0,340300.0,340556.0,340168.0,340380.0,340124.0,340684.0,340736.0,340396.0,340596.0,340408.0,340452.0,340344.0,339156.0,340612.0,339904.0,339252.0,339628.0,340644.0,340088.0,339420.0,339436.0,339684.0,340116.0,339992.0,339356.0,339612.0,340248.0,340032.0,339696.0,339728.0,340160.0,340108.0,338668.0,339396.0,340100.0,339288.0,340088.0,340560.0,340180.0,340264.0,339304.0
48,337960.0,346596.0,345464.0,345556.0,345704.0,346032.0,346668.0,345876.0,345068.0,345688.0,340116.0,339968.0,340376.0,339360.0,339544.0,340896.0,339708.0,343428.0,339908.0,339832.0,344928.0,339180.0,339732.0,339628.0,337188.0,339988.0,339792.0,339644.0,338916.0,339860.0,340020.0,346536.0,340924.0,339644.0,340364.0,339212.0,339616.0,339820.0,339604.0,340340.0,338380.0,340148.0,346004.0,338000.0,340428.0,340384.0,340544.0,339064.0,337196.0,340768.0,341464.0,337272.0,340848.0,342712.0,338976.0,342712.0,342920.0,340704.0,344904.0,340688.0,343000.0,342836.0,340576.0,341108.0,339796.0,340260.0,340768.0,340472.0,340384.0,340084.0,340580.0,339876.0,340544.0,340856.0,341132.0,340316.0,340780.0,340520.0,340400.0,339592.0,339736.0,340116.0,339800.0,339908.0,340148.0,340856.0,341056.0,340792.0,339816.0,340172.0,340400.0,340192.0,339956.0,341140.0,341272.0,339860.0,340100.0,339996.0,339988.0,340128.0,340464.0,340076.0,340256.0,340124.0,340684.0,340580.0,340272.0,340472.0,340260.0,340360.0,340368.0,339032.0,340464.0,339912.0,339096.0,339652.0,340512.0,340096.0,339296.0,339280.0,339684.0,340140.0,339892.0,339232.0,339464.0,340272.0,339932.0,339572.0,339752.0,340012.0,339984.0,338412.0,339240.0,339976.0,339288.0,339932.0,340468.0,340188.0,340016.0,339148.0
49,337984.0,346596.0,345464.0,345556.0,345704.0,346032.0,346668.0,345876.0,345068.0,345688.0,340116.0,339992.0,340376.0,339360.0,339568.0,340920.0,339708.0,343428.0,339908.0,339832.0,344928.0,339180.0,339732.0,339628.0,337188.0,339988.0,339792.0,339644.0,338916.0,339860.0,340020.0,346536.0,340924.0,339544.0,340364.0,339212.0,339640.0,339844.0,339628.0,340340.0,338380.0,340148.0,346004.0,338000.0,340428.0,340384.0,340544.0,339064.0,337196.0,340768.0,341464.0,337272.0,340848.0,342712.0,339000.0,342712.0,342920.0,340580.0,344904.0,340688.0,343000.0,342836.0,340576.0,341108.0,339796.0,340260.0,340768.0,340472.0,340384.0,340108.0,340580.0,339884.0,340420.0,340856.0,341132.0,340316.0,340780.0,340520.0,340400.0,339592.0,339736.0,340116.0,339800.0,339908.0,340148.0,340856.0,341056.0,340792.0,339816.0,340188.0,340300.0,340192.0,339980.0,341140.0,341172.0,339884.0,340100.0,340012.0,340012.0,340144.0,340464.0,340076.0,340256.0,340124.0,340684.0,340580.0,340272.0,340472.0,340284.0,340236.0,340360.0,339032.0,340488.0,339912.0,339096.0,339652.0,340520.0,340096.0,339296.0,339280.0,339684.0,340140.0,339900.0,339232.0,339488.0,340272.0,339816.0,339572.0,339752.0,340036.0,339984.0,338420.0,339240.0,339976.0,339288.0,339932.0,340468.0,340188.0,340016.0,339148.0
50,337984.0,346596.0,345464.0,345556.0,345704.0,346032.0,346668.0,345876.0,345068.0,345688.0,340116.0,339992.0,340376.0,339360.0,339568.0,340920.0,339708.0,343428.0,339908.0,339832.0,344928.0,339180.0,339732.0,339628.0,337188.0,339988.0,339792.0,339644.0,338916.0,339860.0,340020.0,346536.0,340924.0,339544.0,340364.0,339212.0,339640.0,339844.0,339628.0,340340.0,338380.0,340148.0,346004.0,338000.0,340428.0,340384.0,340544.0,339064.0,337196.0,340768.0,341464.0,337272.0,340848.0,342712.0,339000.0,342712.0,342920.0,340580.0,344904.0,340688.0,343000.0,342836.0,340576.0,341108.0,339796.0,340260.0,340768.0,340472.0,340384.0,340108.0,340580.0,339884.0,340420.0,340856.0,341132.0,340316.0,340780.0,340520.0,340400.0,339592.0,339736.0,340116.0,339800.0,339908.0,340148.0,340856.0,341056.0,340792.0,339816.0,340188.0,340300.0,340192.0,339980.0,341140.0,341172.0,339884.0,340100.0,340012.0,340012.0,340144.0,340464.0,340076.0,340256.0,340124.0,340684.0,340572.0,340272.0,340472.0,340284.0,340236.0,340360.0,339032.0,340488.0,339912.0,339096.0,339652.0,340520.0,340096.0,339296.0,339280.0,339684.0,340140.0,339900.0,339232.0,339488.0,340272.0,339816.0,339572.0,339752.0,340036.0,339984.0,338420.0,339240.0,339976.0,339288.0,339932.0,340468.0,340188.0,340016.0,339148.0
51,337984.0,346596.0,345464.0,345556.0,345704.0,346032.0,346668.0,345876.0,345068.0,345688.0,340116.0,339992.0,340376.0,339360.0,339568.0,340920.0,339708.0,343428.0,339908.0,339832.0,344928.0,339180.0,339732.0,339628.0,337188.0,339988.0,339792.0,339644.0,338916.0,339860.0,340020.0,346536.0,340924.0,339544.0,340364.0,339212.0,339632.0,339844.0,339628.0,340340.0,338380.0,340148.0,346004.0,338000.0,340428.0,340384.0,340544.0,339064.0,337196.0,340768.0,341464.0,337272.0,340848.0,342712.0,339000.0,342712.0,342920.0,340580.0,344904.0,340688.0,343000.0,342836.0,340576.0,341108.0,339796.0,340260.0,340768.0,340472.0,340384.0,340100.0,340580.0,339884.0,340420.0,340856.0,341132.0,340316.0,340780.0,340512.0,340400.0,339592.0,339736.0,340116.0,339800.0,339908.0,340148.0,340856.0,341056.0,340792.0,339816.0,340188.0,340300.0,340192.0,339980.0,341140.0,341172.0,339884.0,340100.0,340012.0,340004.0,340144.0,340464.0,340076.0,340256.0,340124.0,340684.0,340572.0,340272.0,340472.0,340284.0,340236.0,340360.0,339032.0,340488.0,339912.0,339096.0,339652.0,340520.0,340096.0,339296.0,339280.0,339684.0,340140.0,339900.0,339232.0,339488.0,340272.0,339816.0,339572.0,339752.0,340036.0,339984.0,338420.0,339240.0,339976.0,339288.0,339932.0,340468.0,340180.0,340016.0,339148.0
52,337984.0,346596.0,345464.0,345556.0,345704.0,346032.0,346668.0,345876.0,345068.0,345688.0,340116.0,339992.0,340376.0,339360.0,339568.0,340920.0,339708.0,343428.0,339908.0,339832.0,344928.0,339180.0,339732.0,339628.0,337188.0,339988.0,339792.0,339644.0,338916.0,339860.0,340020.0,346536.0,340924.0,339544.0,340364.0,339212.0,339632.0,339844.0,339628.0,340340.0,338380.0,340148.0,346004.0,338000.0,340428.0,340384.0,340544.0,339064.0,337196.0,340768.0,341464.0,337272.0,340848.0,342712.0,339000.0,342712.0,342920.0,340580.0,344904.0,340688.0,343000.0,342836.0,340576.0,341108.0,339796.0,340260.0,340768.0,340472.0,340384.0,340100.0,340580.0,339884.0,340420.0,340856.0,341132.0,340316.0,340780.0,340512.0,340400.0,339592.0,339736.0,340116.0,339800.0,339908.0,340148.0,340856.0,341056.0,340792.0,339816.0,340188.0,340300.0,340192.0,339980.0,341140.0,341172.0,339884.0,340100.0,340012.0,340004.0,340144.0,340464.0,340076.0,340256.0,340124.0,340684.0,340572.0,340272.0,340472.0,340284.0,340236.0,340360.0,339032.0,340488.0,339912.0,339096.0,339652.0,340520.0,340088.0,339296.0,339280.0,339684.0,340140.0,339900.0,339232.0,339488.0,340272.0,339816.0,339572.0,339752.0,340036.0,339984.0,338420.0,339240.0,339976.0,339288.0,339932.0,340468.0,340180.0,340016.0,339148.0
53,337984.0,344928.0,345464.0,345556.0,344012.0,344332.0,344876.0,344208.0,345068.0,338208.0,330528.0,339992.0,340376.0,339360.0,339568.0,340920.0,339708.0,343428.0,338380.0,339832.0,344928.0,339180.0,339732.0,337952.0,337188.0,339988.0,338116.0,337968.0,338916.0,339860.0,340020.0,346536.0,328600.0,339544.0,340364.0,326640.0,339632.0,339844.0,339628.0,338640.0,338380.0,338432.0,333432.0,336160.0,338736.0,338676.0,340544.0,337388.0,337196.0,340768.0,328892.0,337272.0,332284.0,340872.0,339000.0,330140.0,342920.0,340580.0,333332.0,330356.0,343000.0,342836.0,329004.0,341108.0,339796.0,340260.0,328164.0,327900.0,327936.0,340100.0,340580.0,339884.0,340420.0,340856.0,329560.0,340316.0,340780.0,340512.0,338724.0,339592.0,339736.0,340116.0,327228.0,327336.0,328204.0,329004.0,328484.0,329468.0,330972.0,340188.0,340300.0,340192.0,339980.0,334528.0,341172.0,339884.0,340100.0,340012.0,340004.0,340144.0,340464.0,340076.0,340256.0,333264.0,333948.0,340572.0,340272.0,340472.0,340284.0,340236.0,335236.0,339032.0,340488.0,327340.0,339096.0,327584.0,340520.0,328112.0,339296.0,339280.0,325748.0,332876.0,339900.0,339232.0,339488.0,333412.0,339816.0,339572.0,333140.0,340036.0,339984.0,338420.0,339240.0,339976.0,331776.0,339932.0,340468.0,332576.0,340016.0,339148.0
54,336244.0,346504.0,343756.0,343764.0,345580.0,345908.0,346452.0,345752.0,343376.0,345564.0,339992.0,333132.0,333392.0,334484.0,334692.0,335920.0,338024.0,341604.0,339816.0,338140.0,332364.0,337652.0,338032.0,339536.0,335488.0,338320.0,339668.0,339520.0,326344.0,328628.0,327448.0,333964.0,340768.0,328344.0,328040.0,339056.0,328308.0,328644.0,327056.0,340184.0,336712.0,339992.0,345880.0,337876.0,340304.0,340228.0,338876.0,338940.0,335388.0,328040.0,341216.0,328924.0,340756.0,342432.0,330280.0,342588.0,330224.0,330248.0,344780.0,340564.0,332420.0,330388.0,340420.0,329660.0,327820.0,328936.0,340612.0,340348.0,340292.0,328280.0,330156.0,329428.0,329964.0,331856.0,341008.0,330232.0,338972.0,327940.0,340252.0,327020.0,326172.0,338464.0,339676.0,339660.0,340024.0,340764.0,340932.0,340700.0,339692.0,331840.0,332108.0,331968.0,332128.0,341048.0,334560.0,333396.0,330140.0,333556.0,332400.0,332416.0,338608.0,334580.0,333396.0,339968.0,340560.0,333836.0,333784.0,333984.0,334912.0,335236.0,340212.0,327832.0,329908.0,339764.0,326492.0,339404.0,328420.0,339932.0,327600.0,329816.0,339560.0,340016.0,332296.0,331660.0,332132.0,340156.0,334040.0,332960.0,339628.0,331688.0,332752.0,329948.0,330892.0,332032.0,339132.0,332700.0,332120.0,340056.0,333436.0,331420.0
