txkB/s,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
299,0.0,2.58,0.0,0.0,2.6,3.51,3.44,3.51,0.0,3.51,2.63,0.0,0.0,0.0,0.0,0.0,1.14,0.0,3.48,0.0,0.0,0.0,0.0,2.86,0.0,0.0,3.48,3.51,0.0,0.0,1.33,0.0,0.0,0.0,0.0,3.41,0.0,0.0,0.0,3.51,0.0,3.51,2.95,3.55,3.44,3.38,0.0,3.51,0.0,0.0,3.45,0.0,2.6,3.45,0.0,3.19,0.0,0.0,3.41,3.41,0.0,0.0,2.58,0.0,0.0,0.0,2.6,2.6,2.6,0.0,0.0,0.0,0.0,0.0,2.66,0.0,0.0,0.0,3.44,0.0,0.0,0.0,2.63,2.6,2.58,2.6,2.63,2.66,2.63,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.66,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.0,3.41,0.0,3.51,0.0,3.45,0.0,0.0,3.48,3.35,0.0,0.0,0.0,2.63,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,2.6,0.0,0.0
300,3.51,0.88,2.6,2.63,0.87,0.0,0.0,0.0,3.51,0.0,0.81,2.58,2.66,2.63,2.63,2.63,0.0,2.66,0.0,2.6,3.48,2.58,2.92,0.56,2.95,3.48,0.0,0.0,3.55,3.41,0.0,3.48,0.0,0.0,7.08,0.0,3.48,3.38,3.41,0.0,3.55,0.0,0.56,0.0,0.0,0.07,3.55,0.0,3.51,3.48,0.0,3.45,0.87,0.0,2.63,0.26,3.41,2.63,0.0,0.0,2.95,3.41,0.88,2.63,2.63,2.6,0.83,0.81,0.82,2.58,2.6,2.58,2.63,2.58,0.81,2.58,3.48,3.38,0.0,3.45,2.89,2.6,0.87,0.87,0.88,0.88,0.88,0.87,0.89,2.66,2.63,2.63,2.56,0.83,2.6,2.58,3.48,2.63,2.58,2.63,3.45,2.63,2.66,0.83,0.81,2.63,2.6,2.58,2.6,2.58,0.82,2.6,2.66,0.0,3.41,0.0,3.45,0.0,3.48,2.6,0.0,0.06,2.63,2.6,2.66,0.8,2.6,2.6,0.81,2.58,2.66,2.6,2.63,2.6,0.82,2.63,2.63,0.82,2.6,2.63
301,0.0,0.0,0.89,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.82,0.81,0.82,0.81,0.0,0.88,0.0,0.8,0.0,0.82,0.57,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.81,0.0,0.0,0.5,0.0,0.0,0.83,0.81,0.82,0.0,0.0,0.0,0.81,0.81,0.81,0.8,0.81,0.0,0.82,0.0,0.0,0.0,0.0,0.56,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.88,0.81,0.88,0.0,0.8,0.81,0.0,0.81,0.82,0.82,0.0,0.8,0.8,0.0,0.0,0.82,0.82,0.82,0.89,0.82,0.0,0.82,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.79,0.81,0.81,0.0,0.82,0.81,0.0,0.8,0.8,0.81,0.82,0.82,0.0,0.8,0.82,0.0,0.82,0.81
302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,0.0,3.51,0.0,0.0,3.48,3.44,3.48,3.44,0.0,3.44,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.0,3.45,0.0,0.0,3.44,3.44,0.0,0.0,0.0,0.0,0.0,0.0,3.45,3.41,0.0,0.0,0.0,3.41,0.0,3.51,3.48,3.51,3.51,3.51,0.0,3.48,0.0,0.0,3.55,0.0,3.45,3.48,0.0,3.55,0.0,0.0,3.48,3.38,0.0,0.0,3.35,0.0,0.0,0.0,3.41,3.48,3.41,0.0,0.0,0.0,0.0,0.0,3.41,0.0,0.0,0.0,3.48,0.0,0.0,0.0,3.44,3.48,3.48,3.48,3.44,3.51,3.44,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48,3.35,0.0,0.0,0.0,0.0,0.0,3.38,0.0,0.0,3.55,0.0,3.48,0.0,3.51,0.0,0.0,3.48,3.48,0.0,0.0,0.0,3.48,0.0,0.0,3.41,0.0,0.0,0.0,0.0,0.0,3.45,0.0,0.0,3.41,0.0,0.0
307,3.51,0.0,3.44,3.48,0.0,0.0,0.0,0.0,3.48,0.0,0.0,3.45,3.41,3.45,3.41,3.52,0.0,3.48,0.0,3.48,3.48,3.38,3.41,0.0,3.45,3.41,0.0,0.0,3.48,3.45,0.0,3.41,0.0,0.0,0.0,0.0,3.45,3.41,3.48,0.0,3.51,0.0,0.0,0.0,0.0,0.0,3.48,0.0,3.51,3.48,0.0,3.41,0.0,0.0,3.41,0.0,3.45,3.48,0.0,0.0,3.41,3.48,0.0,3.38,3.38,3.41,0.0,0.0,0.0,3.45,3.48,3.38,3.45,3.48,0.0,3.41,3.55,3.48,0.0,3.51,3.51,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48,3.45,3.45,3.45,0.0,3.35,3.41,3.48,3.38,3.45,3.41,3.44,3.41,3.38,0.0,0.0,3.45,3.52,3.41,3.41,3.41,0.0,3.51,3.55,0.0,3.44,0.0,3.48,0.0,3.51,3.48,0.0,0.0,3.48,3.59,3.48,0.0,3.45,3.41,0.0,3.48,3.45,3.45,3.48,3.45,0.0,3.41,3.45,0.0,3.45,3.48
308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,6.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,0.0,0.0,0.0,0.0,0.0,2.56,2.54,2.54,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,2.56,0.0,0.0,0.0,0.0,2.54,0.0,0.0,2.71,1.68,0.0,0.0,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,0.0,2.54,0.0,2.56,2.56,2.51,0.0,2.59,0.0,0.0,1.7,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,1.7,3.48,0.0,0.0,3.48,0.94,0.94,0.93,2.54,1.76,3.48,0.0,0.0,0.0,0.0,0.0,0.0,2.54,0.94,2.62,0.24,2.56,2.59,0.94,2.56,2.63,0.81,1.8,1.7,0.0,0.0,1.68,0.0,0.0,4.22,3.41,0.0,0.0,2.58,0.93,2.54,0.94,3.55,0.95,0.94,0.96,2.54,0.94,2.54,1.72,1.82,0.0,3.41,3.24,0.0,3.48,0.0,0.0,3.41,3.41,0.0,1.7,1.71,1.33,1.7,0.0,3.45,3.41,3.45,0.0,0.0,0.0,0.0,0.0,3.41,0.0,2.56,0.0,3.41,0.0,1.66,1.73,2.17,3.51,3.45,3.41,3.41,3.48,3.45,0.0,0.0,0.0,0.0,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,3.45,0.0,0.0,0.0,0.0,0.0,3.45,0.0,0.0,3.44,0.0,3.48,0.0,3.45,0.0,0.0,3.45,3.41,0.0,0.0,0.0,3.41,0.0,0.0,3.41,0.0,0.0,0.0,0.0,0.0,3.41,0.0,0.0,3.48,0.0,0.0
314,1.78,0.0,3.48,3.48,0.0,0.0,0.0,0.0,0.94,0.0,0.0,3.41,3.45,3.41,3.41,3.45,0.0,0.94,0.0,0.93,3.27,0.94,0.87,0.0,0.87,0.79,0.0,0.0,1.82,3.35,0.0,1.71,0.0,0.0,6.15,0.0,3.45,3.45,0.88,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.96,1.76,0.0,3.41,0.0,0.0,3.41,0.0,3.45,3.38,0.0,0.0,3.45,1.7,0.0,2.08,1.71,3.45,0.0,0.0,0.0,3.48,3.48,3.38,3.38,3.38,0.0,3.45,0.95,3.51,0.0,3.48,1.78,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48,3.55,3.38,3.41,0.0,3.45,3.45,3.45,3.48,3.48,3.41,3.41,3.45,3.48,0.0,0.0,3.48,3.45,3.38,3.41,3.45,0.0,3.44,3.41,0.0,3.51,0.0,3.38,0.0,3.45,3.41,0.0,0.0,3.41,3.41,3.45,0.0,3.45,3.38,0.0,3.45,3.41,3.45,3.45,3.45,0.0,3.35,3.41,0.0,3.48,3.48
315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,0.0,3.48,0.0,0.0,2.63,2.55,2.63,2.6,0.0,2.6,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,2.58,0.0,0.0,2.63,2.6,0.0,0.0,0.0,0.0,0.0,0.0,2.56,2.6,0.0,0.0,0.0,2.66,0.0,2.66,2.63,2.6,2.63,2.6,0.0,2.6,0.0,0.0,2.63,0.0,2.63,2.6,0.0,2.63,0.0,0.0,2.58,2.63,0.0,0.0,2.63,0.0,0.0,0.0,2.63,2.63,2.6,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,2.63,0.0,0.0,0.0,2.63,2.6,2.6,2.63,2.58,2.6,2.6,0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.58,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,3.51,0.0,2.6,0.0,2.6,0.0,0.0,2.66,2.63,0.0,0.0,0.0,2.68,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,2.6,0.0,0.0
320,2.92,0.0,2.63,2.63,0.87,0.88,0.88,0.88,2.55,0.88,0.81,2.58,2.63,2.63,2.6,2.6,0.0,2.63,0.81,2.6,2.58,2.63,2.63,0.88,2.63,2.63,0.86,0.88,2.6,2.58,0.0,3.38,0.0,0.0,0.88,0.81,2.6,2.6,2.63,0.88,2.63,0.88,0.88,0.88,0.88,0.88,2.58,0.88,2.63,2.66,0.87,2.63,0.82,0.88,2.63,0.87,2.6,2.58,0.82,0.8,2.6,3.45,0.79,2.6,2.6,2.63,0.8,0.8,0.81,2.6,2.53,2.63,2.63,2.6,0.81,2.63,3.51,2.63,0.87,2.63,2.58,2.66,0.87,0.89,0.88,0.86,0.88,0.88,0.87,2.63,2.63,2.63,2.63,0.82,2.6,2.66,3.45,2.55,2.6,2.63,3.51,2.6,2.63,0.82,0.81,2.6,2.63,2.63,2.63,2.66,0.82,2.63,2.6,0.0,3.51,0.86,2.66,0.88,2.63,2.66,0.88,0.89,2.63,2.63,2.63,0.88,2.58,2.68,0.82,2.58,2.58,2.58,2.66,2.6,0.83,2.63,2.6,0.81,2.63,2.66
321,0.56,0.0,0.88,0.87,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.82,0.79,0.83,0.81,0.82,0.0,0.8,0.0,0.86,0.88,0.87,0.88,0.0,0.83,0.82,0.0,0.0,0.88,0.82,0.0,0.0,2.56,0.0,0.0,0.0,0.81,0.82,0.88,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.82,0.81,0.0,0.81,0.0,0.0,0.82,0.0,0.81,0.82,0.0,0.0,0.88,0.0,0.0,0.82,0.8,0.8,0.0,0.0,0.0,0.81,0.82,0.82,0.82,0.8,0.0,0.8,0.0,0.86,0.0,0.87,0.88,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.81,0.8,0.82,0.0,0.82,0.87,0.0,0.81,0.82,0.81,0.0,0.81,0.81,0.0,0.0,0.82,0.82,0.82,0.8,0.82,0.0,0.88,0.88,0.0,0.0,0.0,0.88,0.0,0.88,0.88,0.0,0.0,0.88,0.88,0.88,0.0,0.8,0.79,0.0,0.81,0.82,0.81,0.82,0.82,0.0,0.81,0.82,0.0,0.88,0.8
