bytes,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
0,116612429944,134375624770,131035103850,113420655639,136724446321,116790539191,119591302221,144553928293,132383053746,130366688290,119725890909,135590586656,111916024725,127991131072,141463980110,133332256399,126572228254,129612086442,111488682133,115077728544,137600068495,126668837798,125011455851,142167319266,123258319793,130732056183,127478338239,134543069141,126387487195,127852054128,118240115599,145209986262,128625234619,120560109933,123573610030,117416254557,127138260201,141640687444,138111843163,112102640746
1,116613905399,134377005269,131036563610,113421899699,136725863951,116791484030,119592366334,144554916728,132383058913,130367919521,119727434217,135592159993,111917690169,127992493674,141465156323,133333349807,126573398058,129613240515,111489644115,115078911916,137601923160,126668838746,125011456799,142169006848,123259913799,130733566635,127479509467,134543070090,126387488144,127853938854,118241889568,145209990673,128625239293,120561740373,123575269046,117417795017,127138265274,141641998635,138113508604,112104094812
2,116616604929,134379583414,131039045348,113424749957,136728278556,116794447830,119594639526,144557676281,132383058913,130370709758,119729816668,135595154522,111920680389,127995094662,141467676599,133336272192,126575861226,129615800109,111492065127,115081225134,137604219199,126668838746,125011456799,142171868507,123262578332,130735887675,127482020471,134543070090,126387488144,127855732843,118244959765,145209990673,128625239293,120564601317,123577915051,117419888247,127138265274,141644380328,138116297451,112107374294
3,116618981680,134382107984,131041247846,113427071711,136730491071,116796945989,119596963422,144559763074,132383058913,130373121498,119731962758,135598138315,111923367803,127997752779,141470329033,133338732510,126578070881,129618188979,111494971785,115083811159,137606428839,126668838746,125011456799,142174714481,123264706537,130738460117,127484483634,134543070090,126387488144,127858370291,118247328642,145209990673,128625239293,120566797391,123580574637,117422808507,127138265274,141646846333,138118129274,112109428966
4,116621688363,134384859666,131043980988,113429849098,136733504875,116800146208,119600025094,144562722623,132383058913,130376308142,119734425929,135600557230,111926470856,128000575875,141472540798,133340922160,126580901128,129620854240,111497892034,115086608564,137609177657,126668838746,125011456799,142177862536,123267542496,130741011136,127487461712,134543070090,126387488144,127861694762,118250483098,145209990673,128625239293,120570019740,123583239197,117425505909,127138265274,141649128770,138120386039,112111808595
5,116624650009,134387760619,131046681973,113432836455,136735931615,116802348729,119602259748,144565969967,132383058913,130379037687,119736827675,135603188250,111929332527,128003533934,141475248936,133343603883,126583604956,129623567347,111501087187,115088811060,137611206594,126668838746,125011456799,142180265001,123270114914,130743441440,127490084855,134543070090,126387488144,127863855118,118253035490,145209990673,128625239293,120572767825,123585746639,117427567001,127138265274,141651517645,138122812770,112114396761
6,116626894625,134389995228,131048795226,113435231738,136738432622,116804628379,119604879328,144567635397,132383058913,130381577246,119739395812,135605846387,111932051334,128006591992,141477759212,133347362574,126585898872,129625718407,111504041675,115091627018,137613553334,126668838746,125011456799,142182878881,123272241020,130745792487,127492381601,134543070090,126387488144,127866424713,118255934332,145209990673,128625239293,120575466684,123588437620,117430582220,127138265274,141654358554,138125667298,112117437708
7,116629387066,134392245527,131050833450,113437514192,136740786538,116806606621,119606055559,144569599355,132383058913,130383985407,119741714009,135608840925,111934481643,128009525055,141480570165,133349667930,126588733431,129628621453,111505909208,115094492978,137616241430,126668838746,125011456799,142185834838,123274819879,130748497753,127495384664,134543070090,126387488144,127869072158,118258657424,145209990673,128625239293,120578299788,123590987925,117432582600,127138265274,141656574611,138128350449,112119547357
8,116631906679,134395102220,131053925803,113440273736,136743588962,116808739150,119609132187,144571766859,132383058913,130387850483,119743920087,135611739026,111937618978,128012428842,141483525399,133352593160,126591273722,129631742386,111509420753,115097290387,137618463206,126668838746,125011456799,142188787245,123277897949,130751110851,127497658565,134543070090,126387488144,127871837414,118261526963,145209990673,128625239293,120581427171,123593721053,117435229301,127138265274,141659194152,138131141410,112122252672
9,116634341291,134397638942,131055862647,113442751174,136745602924,116811597986,119611266840,144574397162,132383058913,130389688731,119745665496,135613600159,111939271573,128014435656,141485299376,133354577864,126593574071,129633072875,111511025498,115099206500,137620648595,126668838746,125013145088,142191680324,123280425396,130753624712,127500364516,134543070090,126388591522,127874454120,118264382198,145211576148,128625239293,120583607526,123596219939,117437898876,127139393661,141661361625,138133241790,112125270048
10,116636926582,134400147101,131058582211,113445400733,136748413167,116814258291,119614028547,144576766055,132384310144,130392836084,119748227208,135616356165,111942612464,128017013781,141487756119,133357053910,126596245763,129635893119,111513556505,115101872493,137623256724,126668838746,125015478243,142194453439,123282794285,130755499379,127502846233,134543070090,126390652613,127876328825,118267269563,145214659942,128625239293,120586789840,123599165891,117440741988,127142236088,141663856907,138136142006,112128038160
11,116639884636,134402850910,131061103223,113447956716,136751040613,116816721465,119616433171,144579387063,132387151816,130395157832,119750105486,135619064326,111945156324,128019307707,141490266401,133360114147,126598301884,129637250026,111516658835,115104530609,137625606320,126670649162,125017928546,142197588644,123285132471,130758271081,127505827183,134543996351,126392716548,127878792011,118270452584,145216609646,128626876911,120589609363,123602126831,117443211585,127144897799,141666745004,138138541638,112130269223
12,116642607744,134405085519,131063669228,113450391324,136753460921,116818746868,119618263612,144581403128,132389407844,130397406049,119752600065,135621853189,111947831596,128022200035,141493243044,133362753001,126601302123,129640370953,111519340538,115107138032,137627895940,126673225915,125020713103,142200363180,123287862025,130761162026,127508654579,134546565202,126395302560,127881817951,118273946989,145219522025,128629265081,120592738854,123604927808,117446269667,127147085325,141669667357,138141423298,112133005218
13,116645578669,134408297828,131066434509,113453157309,136756140489,116822116352,119621010331,144584171262,132392143058,130400646252,119754641884,135624599174,111950051970,128024630337,141495049890,133365139782,126603797464,129642624854,111522540017,115109581911,137630326951,126675361287,125022841306,142203321995,123290225942,130763284538,127511371272,134549044073,126397325810,127884854646,118277043610,145221850234,128632113896,120595986172,123608092294,117449071356,127149406380,141672059083,138145115575,112135969053
14,116648357510,134410910937,131069363311,113456073946,136758625066,116824041743,119623566362,144586955087,132394274115,130403984300,119757198602,135627756527,111953279294,128027524111,141497972990,133367470118,126606016392,129644722376,111525128890,115111864401,137632497289,126678262255,125025280920,142205797295,123292466284,130765564878,127513525167,134551391551,126399566139,127887519924,118279558166,145224329115,128634828450,120599030692,123610462621,117451222438,127152036677,141674606503,138146973110,112138689346
15,116651329882,134413359111,131071595822,113458992762,136761339641,116826585640,119626023121,144588347725,132396710833,130406148957,119759150412,135630120456,111955517503,128029730880,141500561131,133369762611,126608588110,129647216941,111527392807,115114801082,137635066828,126680499738,125027875516,142208807511,123295337935,130768122335,127516750334,134553465468,126401595084,127889343206,118282240571,145226863014,128637179486,120602362300,123613391422,117453966314,127154625562,141677498157,138149622668,112141926677
16,116654317240,134416062931,131074708169,113461963690,136763957076,116829483770,119628747722,144591601483,132398641235,130409798357,119761479323,135632570777,111958731977,128032145487,141502862879,133372318639,126610135732,129649400154,111529672427,115117447079,137637562103,126683047206,125030328677,142211692768,123297872552,130771273255,127518862828,134555864352,126404118933,127892002053,118284944402,145229300488,128639910474,120604664038,123615513936,117456097393,127157708615,141679720637,138151587361,112144003516
17,116657116077,134419095288,131077316326,113464571099,136766417410,116832169072,119631020200,144594266755,132401452207,130412502913,119763939651,135635399583,111961545086,128034827891,141505442463,133375653844,126613087404,129651460515,111532427666,115119819559,137640474444,126685832460,125033058927,142215196446,123300184287,130773864965,127521682355,134558626757,126406394964,127895519349,118287731088,145231695096,128642212221,120608329869,123618507755,117458906936,127160013240,141682482308,138154549009,112146430974
18,116660479079,134422020464,131080158722,113467442753,136769526902,116835358540,119634144032,144596835621,132403867527,130416489401,119766267124,135638174121,111964737406,128037618844,141507944199,133378081302,126615430590,129654909932,111535090067,115122924037,137642997569,126688330640,125035524953,142218536599,123303530875,130776398108,127524552581,134561144911,126408273234,127897841122,118290525629,145234496805,128645119593,120610456690,123621038788,117461167271,127162607833,141684082717,138156607248,112149103425
19,116663530725,134425032066,131083141104,113470577932,136772196489,116838047402,119636143726,144600459313,132406667783,130419533168,119768576044,135640717298,111967072031,128040184127,141510635906,133380123126,126618117994,129656093319,111538223141,115125432929,137645482841,126690893073,125037860279,142221343270,123305656960,130779331213,127528066972,134563366674,126410375717,127900937764,118293365136,145236709317,128647306367,120613279775,123623566232,117463399058,127165097450,141686808664,138159426065,112151193808
20,116666383128,134427481639,131085859243,113473278183,136775144605,116840872640,119639331078,144602973891,132409642292,130422774769,119770709263,135643408298,111969757307,128042617280,141512452042,133382703480,126620407606,129658572922,111540345652,115128201765,137647648868,126693242685,125040615539,142223767150,123307840173,130781887209,127530582988,134565727000,126413089526,127902979581,118296217512,145239479623,128650358738,120616140742,123626335088,117466653542,127168097690,141689406795,138161216484,112154322606
21,116669203397,134430417606,131088485960,113476343396,136777549205,116843264384,119641805723,144605790575,132412381116,130425616439,119773091704,135646189276,111972550408,128044788351,141514554539,133385491605,126623382119,129661296041,111543382988,115131184153,137650134140,126695589457,125042820877,142227025948,123310663281,130784024697,127532833310,134567980923,126415404869,127905789111,118298772791,145242212764,128653184677,120618849613,123628871821,117468768890,127170878678,141692786198,138164959494,112157802806
22,116672038652,134433350674,131091284079,113479477827,136781279306,116846126803,119644834522,144608338041,132415255614,130429192288,119775178500,135648558889,111975115685,128047328643,141517790457,133387507010,126625275356,129663110040,111545714031,115133021746,137652730860,126698236176,125045592550,142229933323,123312940058,130786571412,127535659264,134570209828,126417105291,127908957160,118301219529,145244324574,128655762796,120621834133,123631474274,117471184214,127173344004,141694792278,138167002037,112159452544
23,116674703902,134435916666,131093945803,113482392347,136784192375,116848309293,119647034186,144611615393,132417620231,130432893823,119777705280,135651006376,111978183750,128049936035,141519562311,133390458684,126627087908,129665251829,111548235038,115135437089,137655132591,126700467227,125048181426,142233046367,123316201653,130790217982,127539441482,134573045800,126419490595,127912105226,118304348288,145247119115,128658368803,120624410141,123634692309,117474056605,127176232130,141697689657,138169413788,112162484932
24,116677756270,134438480533,131096548251,113485058337,136786665546,116851655871,119649525210,144614229259,132420926111,130435466258,119780087743,135654005870,111980987563,128052848386,141522401845,133392925442,126630023865,129668170636,111550878163,115138797975,137657572899,126702911831,125050742484,142236038023,123318526979,130792221955,127541222618,134575331852,126421948038,127914642678,118307617731,145249555131,128660597715,120627863144,123637903919,117476396940,127178203986,141700012122,138172365442,112165603735
25,116680489392,134441296476,131099159263,113487369366,136789145153,116853916224,119651734132,144616014692,132423253583,130438124383,119782133125,135656790427,111983755670,128055427975,141524466501,133395687138,126632569855,129670148175,111553449877,115141001173,137660336012,126705692806,125053372056,142239038246,123321077286,130794829374,127544618468,134577654342,126424514027,127916860882,118310599391,145251988305,128663160862,120630936931,123640668470,117479575710,127181526335,141703118733,138175747746,112168296186
26,116682893995,134443726770,131101609569,113489936081,136791286949,116856201564,119654080901,144618512871,132426449485,130440331186,119784503474,135659574983,111986492371,128057811130,141527058224,133398083193,126635328673,129672731325,111556459391,115144423511,137662703449,126707658944,125055801645,142241659249,123323956106,130797475346,127547408694,134579673311,126426420866,127919565462,118313430376,145254766439,128665524743,120633117307,123643246600,117482122448,127183671708,141705710436,138178744401,112171774917
27,116685624286,134446370607,131103987070,113492422090,136793592289,116859083978,119656087004,144621348835,132430066746,130443826311,119786882384,135662456679,111989385434,128060882055,141529896296,133400389979,126637815430,129674936652,111559124658,115146554582,137665550824,126710251407,125058988994,142245410074,123326356444,130800160622,127549804733,134582122879,126429402505,127922141510,118315610728,145257116050,128668449973,120635748306,123645163424,117484315671,127186270594,141707195181,138181430414,112173337537
28,116688470243,134448930193,131106758762,113495628710,136796755333,116861810679,119659205068,144623447761,132433214788,130446255925,119788482820,135664527056,111991460103,128062830291,141531924526,133402418946,126639721538,129677090578,111561410695,115148789227,137667894696,126713415191,125061294328,142248080354,123328761042,130802563086,127552119339,134584528194,126430784397,127924886771,118318363863,145260008446,128670835270,120638930616,123648246484,117487084517,127189070837,141710044686,138183153697,112175713599
29,116691309797,134452284617,131109818960,113499128117,136799494901,116864711660,119661356146,144626222306,132435273019,130448862626,119790878157,135667176649,111994157497,128065415574,141534431960,133404959259,126641796213,129680067932,111563996702,115151155986,137670332126,126715978358,125063702496,142251047742,123331661297,130805251930,127554909568,134587004218,126432964010,127927565632,118321118381,145262166683,128673671218,120641203781,123650724647,117489560560,127192507426,141712636387,138185706114,112178897384
30,116693405133,134454817744,131112764936,113502151167,136802053765,116867754045,119664352094,144629360358,132438408948,130452177055,119793302025,135669626957,111996987780,128068043019,141536576620,133407233204,126644495806,129681591956,111567289723,115153372054,137672396769,126718662252,125066142810,142253485184,123333693816,130807486556,127557597678,134589747354,126435391475,127930632252,118324172147,145264963379,128675917981,120643933308,123652994263,117491859473,127194487816,141714919537,138187866482,112181356973
31,116696302511,134457363723,131115473084,113504453640,136804764766,116870188676,119667021679,144631729993,132441427720,130455415109,119795498073,135672650045,111999827327,128070871810,141539111210,133409540001,126646627600,129683624471,111570128516,115156050190,137674949169,126721019025,125069032296,142257218143,123336710471,130810525352,127560221544,134591926988,126438704519,127932999013,118326523173,145267897193,128678948900,120646010824,123655643833,117494413347,127197323080,141717867571,138190995998,112184273656
32,116698771388,134459834762,131118004107,113507118898,136807654282,116873005362,119668966367,144634575234,132444550055,130458058237,119798019802,135675214615,112002544749,128073529921,141541750781,133412553126,126649357143,129685789838,111571581852,115158883322,137677318749,126723585042,125070916992,142260096260,123338925115,130813315605,127562655415,134594201639,126440359941,127935584314,118329606231,145270289663,128681106411,120649464535,123658479064,117497414272,127200499724,141720452837,138193372037,112187188932
33,116701291669,134462265778,131120030193,113510449781,136810247469,116875060030,119671573793,144637260531,132447096782,130461631209,119800537231,135677982725,112005435702,128076223740,141544706009,133415459070,126651818186,129688098732,111574083562,115161731410,137679703362,126726157486,125073720833,142263549266,123341941039,130816087286,127565514960,134596963320,126442340328,127938674551,118332682831,145273104239,128683750984,120652539030,123661437144,117499826738,127203561388,141723305206,138195950905,112189462172
34,116703902678,134464480386,131122441962,113512604422,136812469976,116877121114,119673450614,144638694581,132449167146,130464128635,119802724036,135680143082,112008153845,128078741880,141547101339,133418085796,126655094053,129690536207,111577047383,115164063187,137681970096,126728264301,125076565341,142266047417,123344207818,130818046260,127568593037,134598892266,126444832754,127941060608,118335482345,145275862373,128686696204,120655567085,123663852482,117502253465,127206345217,141725868346,138198292683,112192575988
35,116706760752,134467081347,131125281509,113515606759,136815242394,116879918518,119675569565,144641742652,132451572456,130467041726,119805103639,135683126906,112010465611,128081237180,141549388105,133420198313,126657233711,129692982939,111579489136,115166906319,137683833359,126730727473,125078885658,142268902648,123347053760,130820533005,127570306317,134601778909,126447118775,127943786582,118338417542,145277925607,128689394323,120658613019,123666232096,117505180112,127207995679,141728726429,138201629264,112195517668
36,116709323884,134469893703,131127638272,113518207749,136818174048,116882860196,119678871919,144644097274,132454361302,130469663447,119807331110,135685464390,112013212316,128083810329,141551501336,133422625787,126659195533,129695745336,111581752325,115168923144,137686203669,126733322040,125081310258,142271395813,123348897030,130822905464,127572705949,134604412031,126449202714,127946359026,118340803576,145280379515,128691928176,120661592485,123668993050,117507370472,127210920231,141730944621,138203896041,112198003720
37,116712061311,134472484683,131130712044,113521312916,136821099253,116885397678,119682286369,144646850416,132457552872,130472972168,119809290096,135687978979,112015579074,128086202054,141553870930,133424879711,126662200065,129697532893,111584398308,115171340584,137688605377,126735726655,125083569886,142274394585,123351115219,130825371501,127575690460,134606743072,126451173813,127948841473,118343298136,145282600564,128694294904,120664204229,123671175555,117508730252,127213158455,141732947121,138205757898,112200810406
38,116714508038,134475059953,131132956682,113523096902,136823077512,116888080118,119683910397,144648770102,132460445966,130475421777,119811194065,135690329311,112017765873,128088160270,141556266226,133427428594,126663699116,129699854628,111587109281,115173725903,137691155674,126738041985,125086077312,142276873455,123353906205,130828148902,127577755124,134609148386,126453258481,127951458190,118346185499,145285482976,128696721626,120667924327,123674337188,117511990432,127216115097,141735985157,138208548161,112204016327
39,116717167615,134477696650,131135251277,113526038534,136825585678,116891195312,119685964344,144651017594,132463558282,130478236346,119813280867,135692946010,112019939810,128090437038,141558475139,133429741083,126666487260,129701745014,111589138242,115176321901,137693421694,126740466596,125088949712,142280137178,123357177125,130831069152,127580703901,134611480140,126455567383,127954636912,118349052849,145287885455,128699416894,120670766712,123676445411,117514282927,127218496883,141738319752,138212191844,112206350956
40,116719758618,134480211227,131137798022,113528987319,136828815853,116893015013,119688750337,144653702147,132466214988,130480869475,119815599769,135695469890,112022865748,128093100157,141560989007,133432322124,126669065401,129704703088,111592796933,115179250038,137695798445,126743292574,125091393605,142282612464,123359032538,130833348786,127583324860,134613334828,126457567029,127956845849,118352090235,145290467160,128701976467,120674081189,123680133405,117517084617,127221071458,141741320667,138214108685,112209264779
41,116721908978,134483176427,131140736856,113531965392,136830880504,116896234521,119691914138,144655843224,132469088784,130484198960,119817847269,135698263714,112025316066,128095251944,141562269525,133434202539,126670802265,129706242797,111594140272,115181221134,137698730800,126745983548,125093984579,142286124043,123362054156,130835869795,127586506477,134615566601,126460367988,127959452566,118355022610,145293486677,128704548906,120677152848,123682454447,117519821312,127223436102,141744613686,138216899683,112211579418
42,116724732074,134485527447,131143254313,113534604950,136833904990,116898324175,119693635324,144657867888,132472133263,130487134912,119820256153,135701243944,112028595539,128098290729,141565472568,133437172755,126674036014,129709108776,111597474718,115184225656,137700891152,126748280337,125096269218,142288772895,123364600153,130837997999,127589119635,134618088342,126462168387,127962141437,118357732145,145296008437,128707172020,120680390894,123685625374,117522824405,127227114813,141746517643,138219752110,112214922457
43,116727288056,134488497618,131145901038,113537472286,136836753791,116900960908,119695877120,144660153205,132473500902,130490739314,119822570766,135703897086,112031480082,128100828154,141567997872,133439455252,126676680595,129711346256,111600148533,115186745954,137703698521,126750884194,125098063942,142292338028,123367301130,130840798971,127592045571,134620731480,126464272317,127965076682,118360638789,145298837250,128709629471,120682992604,123688300638,117525266146,127230117898,141749257178,138221987459,112217228528
44,116730196853,134491102907,131148778423,113540498221,136839611894,116903668337,119698443867,144663130576,132476564673,130493415318,119824846099,135706670223,112034430318,128103342023,141569859712,133441940579,126678975940,129713294507,111603188049,115189272740,137706239537,126753382380,125100777795,142295180446,123370155633,130844064826,127594962232,134623085386,126466712601,127968214745,118363535454,145301069029,128711979077,120685467905,123691367291,117527857147,127231686929,141751719592,138224988414,112219898113
45,116732766418,134493783865,131151219476,113543109216,136841952213,116906564986,119701379105,144665989387,132479451315,130496694763,119826937188,135708889160,112036539973,128105558807,141572673538,133444628709,126681158442,129715764100,111605413402,115191678064,137708731950,126755786991,125103237396,142298006395,123372860196,130846418010,127597940316,134625015076,126468610146,127970345820,118366379943,145302863030,128714768659,120688798806,123693569792,117530448132,127234182243,141754124896,138226913815,112222820485
46,116735096051,134496246311,131153889781,113546055164,136844951724,116908777500,119704017283,144667937661,132482158706,130499723546,119828994704,135711713736,112039448772,128108262615,141575088141,133447186179,126683385902,129717853025,111607543068,115193793448,137711217225,126758011611,125105844810,142301492985,123375484754,130849216122,127600776286,134627281844,126470600530,127973140401,118369250153,145305354052,128717126129,120691652642,123696715014,117532989165,127237513129,141757044398,138229636939,112226011425
47,116737777752,134498809450,131155860885,113547949131,136847369908,116911681332,119706103361,144670371571,132484698997,130503478641,119831492853,135714799664,112042674678,128110858636,141578027674,133450844881,126686293310,129721261032,111610505454,115197281472,137713698924,126760683303,125108539356,142303932552,123378478528,130851782116,127603004495,134629725724,126473137210,127975864256,118371889700,145308854227,128719176485,120694021522,123699531699,117535124536,127240224881,141758692002,138232582156,112228252511
48,116740209501,134501384006,131158374024,113551544245,136849595263,116914012380,119708522280,144673081847,132487632081,130505304033,119833981036,135717527825,112045417831,128113312518,141580757951,133452883119,126689467075,129723404945,111613603538,115199106880,137716074960,126763378612,125111092498,142307295571,123380993104,130853807485,127605801922,134632104598,126475011169,127978576720,118374519982,145310976735,128722031707,120696880334,123701994143,117537783366,127242686656,141761694305,138235068917,112230680712
49,116742724079,134503727898,131160709370,113553396079,136851899885,116916474829,119710789053,144674911559,132490258784,130507663637,119836448517,135720185942,112048166645,128116370572,141583095445,133455079190,126691393194,129725677397,111616211675,115202453441,137718488805,126765918921,125114132020,142310726409,123383727667,130857221909,127609116319,134634844865,126477317198,127982173972,118377433786,145313762027,128724289897,120699958417,123704541598,117540159390,127245169123,141764715239,138237229274,112233789492
50,116745045132,134506451747,131163660309,113556298408,136854565156,116919077303,119713402208,144677940333,132493193350,130510316044,119838486761,135723137588,112050757659,128119162259,141585761440,133457767340,126694399122,129727826331,111618787684,115205330144,137720800541,126768492809,125116460220,142313196721,123385843027,130858865208,127611149580,134636898803,126479871066,127984267192,118380007660,145316386626,128726923759,120702878663,123707742530,117542851092,127248117211,141766547779,138239543900,112235670635
51,116748067494,134509014883,131166152773,113558887252,136857736077,116921218375,119715716833,144680391384,132495945742,130513206998,119841044922,135725755025,112053742205,128121515436,141588452433,133460446920,126697065118,129729960967,111621649347,115207629057,137723060133,126771525201,125119311880,142316322650,123388873266,130861606185,127614168330,134639390528,126482299223,127987254570,118382676497,145318911937,128729393347,120705261129,123709551556,117545060741,127250664675,141769470850,138242004209,112238535885
52,116750677735,134511810149,131168828052,113561684633,136860417076,116924313583,119717883632,144682541726,132498509601,130516130091,119843603800,135728394585,112056272488,128124666341,141590814948,133463345046,126699874632,129732686918,111624148231,115210306441,137725124056,126773959117,125122058602,142319090763,123391022195,130863966513,127616830729,134641977262,126484593821,127989289218,118385508868,145321564360,128732259298,120708099210,123712395399,117547438917,127253694204,141771628332,138244515217,112241075484
53,116753494406,134514436141,131171549057,113564886936,136862982368,116927205275,119720914550,144685812627,132501881156,130520113739,119846092680,135731025593,112059296303,128127292313,141593611618,133466730991,126702610611,129734892976,111627674802,115212945287,137727223691,126776760134,125124808167,142321111164,123393411063,130866956752,127619133903,134644694689,126487361930,127992385871,118388634789,145324188933,128734646044,120711085857,123715012114,117550513422,127256478759,141774260035,138247302646,112243770779
54,116756166827,134517255657,131173862278,113567066551,136865937616,116929932711,119723436335,144688435765,132504525740,130522606187,119848677252,135734047950,112062507923,128130180407,141596067635,133469769813,126704932380,129737646091,111630189382,115215475572,137729574740,126779398979,125127209914,142324538473,123395767096,130869264945,127621809160,134646912887,126489583695,127994089884,118391560727,145326952082,128737187781,120713712543,123717786672,117552890897,127258916225,141776963120,138250304999,112246543220
55,116758562868,134519660239,131176492582,113569838223,136868050133,116932118782,119725944524,144690773242,132507892307,130525041520,119850823357,135736547548,112065373168,128132269327,141598450819,133471930897,126707317687,129741096241,111632397572,115218076576,137731867900,126782105690,125130128727,142326914518,123398505926,130871483856,127623998783,134649588145,126491619800,127996547359,118394355269,145329016032,128739953030,120716168576,123720298412,117554677724,127262070723,141779069911,138252623926,112249061405
56,116761255312,134522384054,131179274302,113572623483,136870509737,116934394123,119728379144,144693274999,132509239236,130527858210,119853057267,135739278541,112068176988,128135204543,141601004699,133475014702,126709843007,129742984495,111636089112,115221465299,137734537442,126784478875,125132575464,142330499633,123401217623,130874577631,127627203934,134651488556,126494136491,127999074811,118396921998,145331793429,128741712042,120718588885,123722603752,117557095163,127264385332,141781571638,138255475603,112251401735
57,116764307671,134525036464,131182160233,113575634413,136872997876,116936793021,119731154424,144696907980,132512383695,130531334055,119855211917,135741856690,112071084396,128137932686,141603159345,133476921546,126712502583,129745264847,111637866674,115223580661,137736515670,126786916351,125135774938,142333426323,123403632219,130876874419,127629734218,134654690149,126497345964,128002202875,118399688673,145334056648,128744792208,120721284175,123725181891,117559236231,127266629254,141784114052,138257520265,112253942787
58,116766596591,134527451036,131184453435,113578235387,136875718875,116940247494,119733118390,144698213479,132514923967,130534035043,119857680795,135744679822,112073714675,128140615821,141605242569,133480136051,126715090738,129747345931,111642145976,115226325912,137739025952,126789580982,125138439541,142336033024,123406351036,130880048183,127632254494,134657041185,126498864294,128004861012,118402653166,145336514125,128747566716,120724563631,123727905746,117561832259,127269568800,141787449179,138260197660,112256313133
59,116769448967,134530643335,131187279404,113581212026,136879190451,116942762821,119736212201,144701175140,132517369974,130537022382,119860159688,135747130139,112076238547,128143281069,141608352064,133482911326,126718348054,129750220447,111643431463,115229174750,137741189860,126791972726,125140895585,142339623845,123408897776,130881585074,127635293280,134660717756,126501331023,128007984847,118405434832,145338874466,128750277696,120727792372,123730703145,117564674648,127271924838,141789734479,138263249300,112258875572
60,116771772911,134533355034,131189738277,113583736598,136881354392,116945565901,119738427552,144703720428,132519773151,130540255444,119862217203,135749676159,112079041650,128145850639,141610624516,133485026692,126720281321,129752195846,111645891075,115232102858,137743725151,126794543033,125143111664,142341852034,123411492331,130883969652,127637447212,134662560323,126503646360,128010068070,118408276492,145341380511,128752900081,120730483344,123732777804,117567178504,127274272319,141792178340,138265680335,112262302145
61,116773931865,134535523237,131191763658,113586089753,136883936104,116947954801,119740434383,144705569396,132522474853,130542285115,119864334725,135752249327,112081434104,128148358784,141613153416,133487303493,126722656633,129754415504,111648344986,115234026125,137746116864,126797354033,125145674815,142344787274,123413675531,130886600674,127640627387,134664974919,126505525334,128012788342,118410998217,145343834417,128754998992,120733738530,123735757286,117570018790,127277021145,141794618620,138268182065,112264786753
62,116776455737,134538172068,131194403242,113588763565,136886621382,116950565826,119742788300,144708085437,132525999970,130545034689,119866704343,135755198140,112084933546,128151014767,141615728677,133490148762,126725498258,129756920084,111650479639,115236524298,137748412892,126799795101,125148112274,142348528774,123416302207,130889568052,127642707027,134666811042,126508107749,128015724309,118413477079,145346367583,128757654966,120736187396,123737541990,117572105591,127279982827,141796806110,138270324593,112266757168
63,116779490230,134540659485,131196714284,113590865331,136888729586,116952916898,119745630681,144710612876,132529260869,130548408450,119868818994,135757844142,112087223175,128153761449,141618388239,133492300568,126728259944,129759442526,111653463403,115239921591,137750962456,126801463395,125150401186,142351480427,123418872506,130892060510,127645243004,134669742728,126510014580,128018415307,118416865057,145348638670,128760185260,120739062627,123740952857,117574903016,127282141062,141800188366,138273366957,112269914508
64,116781724842,134543112671,131198683267,113593644145,136891421306,116955383659,119747903881,144712278342,132531479796,130551209437,119871121474,135760801509,112090601890,128156288155,141621340613,133495194402,126731324430,129762102797,111656435049,115242118386,137753753383,126804470059,125153434279,142354441377,123421702026,130895258530,127648558887,134672312323,126513010472,128021271995,118419766725,145350712616,128762927661,120742628484,123743923068,117577321927,127284893489,141802181587,138276501452,112272646928
