bytes,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
91,116851277702,134613032983,131267700767,113665678487,136961637847,117024015689,119812360939,144776995773,132604183281,130629162513,119931487410,135830166830,112161531133,128224906547,141684501016,133560940579,126794370595,129823842440,111724438796,115309157537,137819015655,126874383772,125222445257,142434776028,123490909287,130963995769,127720556102,134738464279,126573784444,128093976274,118493768564,145417368543,128830189854,120816586394,123813913138,117645628813,127353345524,141868078692,138343637724,112341461872
92,116853843705,134615065510,131270132541,113668629423,136964242437,117026642401,119815154797,144779768935,132606585002,130632206270,119933929849,135833205648,112164305662,128227868924,141687012754,133563610179,126797132996,129826498423,111727210475,115311723535,137821382364,126876959794,125225101236,142437721951,123493192480,130967438768,127723243498,134740796069,126576012619,128096882952,118496703096,145419699591,128832632282,120819753036,123816994073,117648265524,127356275065,141870666817,138346341560,112344092178
93,116856667555,134618251377,131272792845,113671950275,136966432083,117029279129,119817717239,144781647212,132609896585,130635041511,119936390174,135835905913,112167353723,128230425645,141689798747,133566289762,126800122497,129829417954,111729924314,115314182414,137824047618,126879272288,125227246599,142440877150,123496563357,130969493425,127726175839,134743176408,126578219387,128099311868,118499509748,145422464854,128835066890,120822838935,123819717907,117651454266,127358625406,141873287095,138349948107,112346980298
94,116859271406,134620708093,131275937326,113674164893,136969998673,117031995825,119820678909,144784693151,132612128362,130638663796,119938598373,135838541910,112170006868,128232910932,141691704871,133569341440,126802801354,129831437629,111733569470,115317101920,137826019416,126881599776,125230247528,142443713108,123498429495,130971786617,127728129097,134745346042,126580276875,128101344411,118502177847,145425197990,128837838577,120825237806,123822325335,117653935997,127361454957,141876080157,138351308600,112349662733
95,116861698832,134623334057,131278281241,113676523105,136971991917,117035473153,119822598596,144787332055,132614841458,130640885571,119940733023,135840704449,112172677146,128235393365,141694412304,133570884764,126804853189,129833452984,111735756978,115319222301,137828312619,126884202237,125232774255,142446549805,123500934792,130973735581,127730610817,134747364998,126582597190,128105010247,118505409450,145427801861,128840492453,120828926494,123825064892,117656774806,127363915298,141878679734,138353804630,112352829355
96,116864286963,134626041462,131280939368,113679240514,136974811463,117037579977,119825813799,144789701669,132617229632,130644581379,119942866945,135843720408,112175779477,128238445011,141697478928,133574065712,126807563457,129836552467,111738120877,115321737622,137830139449,126887147484,125235467410,142448823001,123502770923,130976151631,127733218233,134749692460,126585021772,128106731397,118508410393,145430120793,128843205579,120832008783,123827817291,117659031573,127366557748,141881653504,138356762712,112355372519
97,116866681534,134628317494,131283428261,113681977934,136977403180,117039715348,119828019888,144792717610,132620017007,130647181649,119945320813,135846057888,112178479730,128241129540,141699774264,133576326072,126809898062,129839064928,111741133216,115324490026,137832348344,126888954326,125237810612,142451634697,123505156230,130978650495,127735939223,134752843383,126587236393,128109023899,118511284913,145432666814,128845768001,120834371949,123830796105,117661234076,127368894506,141883975252,138360026490,112358215652
98,116868474797,134630769936,131284983708,113683952593,136979558549,117042340660,119830170241,144794975113,132622360172,130649468416,119947948242,135849193800,112181225706,128244014059,141702400979,133578818540,126812828335,129841115987,111743609241,115327178884,137834663663,126891587461,125240412334,142454717757,123507840768,130981451476,127738637353,134755016606,126589757386,128111653465,118513908752,145435272121,128848343281,120837101476,123833362847,117664294281,127371573393,141886564091,138361405545,112360782404
99,116870917967,134633126650,131287397600,113686402171,136981706052,117044533161,119832394881,144797010490,132625611775,130651735906,119950099295,135851824099,112184168788,128246525796,141704806292,133581639538,126814950856,129843859108,111746888682,115329792737,137836760433,126894445573,125242891215,142457097370,123510165373,130983916789,127740891986,134757493349,126591507086,128113940242,118516479715,145437757438,128850825724,120839773185,123836146660,117666466082,127374915757,141888744453,138363478778,112363000617
100,116873656773,134635824040,131290681362,113689109566,136984594172,117047755489,119834723095,144799911455,132629029766,130654983935,119952223957,135854150192,112186528387,128248973243,141707327294,133583796311,126817638271,129845765198,111749278283,115332263786,137838945105,126897211565,125245801457,142459736922,123512379984,130986260674,127743640803,134760335735,126593938119,128117010449,118519312828,145440239913,128853423127,120841792847,123837854257,117669272041,127377725309,141891436121,138366469733,112366057974
101,116876116347,134638220782,131292713170,113691157820,136986880954,117049511639,119837306273,144802201096,132630765901,130657491377,119954416442,135856543394,112188927307,128251547090,141709316950,133586720157,126820397107,129847938405,111751555044,115335286147,137841262533,126899346208,125248193207,142462753581,123514798149,130988835952,127745688300,134762648214,126596391984,128119661474,118521740256,145443001612,128855592745,120844683077,123840638805,117671557362,127379755006,141893615737,138368915071,112368688290
102,116878778769,134640902484,131295182788,113694000200,136988954899,117052191242,119840132977,144804837813,132633828264,130660665156,119956636092,135859096562,112191669009,128254015956,141711857230,133589031939,126822980266,129850018784,111754219584,115337205103,137843237171,126902027921,125250653505,142465165348,123516736407,130990955600,127748440708,134765164917,126598355933,128122178925,118524905464,145445329109,128858824346,120847419769,123843460503,117673943421,127382621695,141896290989,138371706058,112370679417
103,116881119795,134643298514,131297909491,113696302662,136991996526,117054030932,119842055518,144806619667,132637076281,130662366304,119958603622,135861970392,112194176439,128256510516,141713934749,133592117851,126825400557,129852818305,111757304773,115340012501,137846105256,126904433253,125253058816,142468231238,123520263698,130994436455,127751767990,134767670228,126600712675,128124999182,118527362200,145447730866,128861693167,120850322868,123846093641,117676346626,127384927752,141898721274,138373522911,112373300432
104,116883090157,134645166765,131300079848,113698452987,136994438285,117056420565,119844071632,144809317795,132639700121,130665568612,119960712555,135863815819,112196504640,128258540189,141716205083,133593478367,126827165969,129854220218,111759143779,115341942915,137847934225,126906650062,125255099906,142471042929,123522386204,130996458983,127754229025,134769535644,126602583055,128127480924,118530076750,145450477598,128863812102,120852938834,123848716778,117678936205,127388295805,141901094446,138376118926,112376024299
105,116885311245,134647562071,131302095953,113700889708,136996652897,117059668632,119845901361,144811221786,132642142614,130668143883,119963178588,135866612510,112199167086,128261585365,141719079605,133596401488,126829902656,129856792645,111761566261,115344358254,137850448069,126909030414,125257512379,142473852479,123524755090,130998725018,127756630773,134771905247,126604986924,128130225513,118532823424,145453065011,128866519512,120855675533,123850929297,117681274396,127390726132,141903753980,138378780627,112378335334
106,116887771560,134650578698,131304677670,113703886358,136999646013,117061669030,119848560225,144813710670,132645454198,130671242663,119965271815,135869140683,112201845933,128264282778,141721552043,133598852531,126832695101,129859773563,111764225864,115347409913,137852811216,126911110808,125259901270,142476605599,123526995442,131001124633,127759258927,134773976335,126607291532,128133237910,118535904361,145455414638,128869044826,120858421505,123854138064,117683541880,127393449241,141906065722,138381065947,112380914227
107,116890279692,134653259666,131307262952,113706683724,137002239869,117063967225,119850662740,144816150987,132647807370,130674227206,119966933683,135871516721,112204042011,128266138900,141723787378,133601119305,126834197733,129861441840,111765675622,115349120355,137855021554,126913520428,125261865220,142479260852,123529326465,131003627085,127761683531,134776345238,126609324066,128135683250,118538763162,145457828530,128871758660,120861458844,123856968344,117686277134,127396394482,141909432287,138384478260,112383830906
108,116892890673,134655648546,131309781126,113709205454,137004757329,117066556106,119853719427,144818790554,132649552802,130676845364,119969613263,135873888453,112206647310,128268909828,141726047723,133604528098,126837052965,129863480058,111768730110,115351597116,137857553275,126916108572,125264315546,142482794553,123532298128,131006026717,127764008144,134778720535,126611723684,128138612067,118541203457,145460472414,128874269689,120863815570,123859325120,117689685179,127398519140,141911419073,138386844307,112386039105
109,116895170295,134658498076,131312144326,113712045707,137007095530,117069259977,119856104762,144822006476,132652160204,130679603471,119971935028,135876747277,112209556799,128271475818,141728967253,133606689910,126839838233,129866244586,111771341115,115354366683,137859955743,126918493890,125266922973,142485392028,123534889852,131008274919,127767120462,134781211540,126613964735,128141406620,118543396668,145462587789,128876587887,120866430143,123861746158,117690724308,127400955884,141913692245,138389323191,112388882949
110,116897359212,134660826246,131314404667,113714081796,137009378002,117071720300,119858120873,144823909736,132654451954,130681487446,119974141096,135879622526,112212253477,128274073234,141731690370,133609073117,126842654917,129868964834,111774224921,115357227635,137862067522,126920893528,125269404715,142488182273,123537700100,131011637202,127769972123,134783176944,126616395757,128144734657,118546441161,145465102387,128879030311,120868913332,123864662825,117693491008,127403846138,141916675288,138392843327,112391326144
111,116899673136,134663317963,131316565033,113716716391,137011854767,117074202747,119860774012,144826407895,132657802850,130684936876,119976411440,135882345647,112215100150,128276503509,141733957150,133611246337,126844892402,129871188047,111776785953,115359466582,137864404947,126923438826,125272582066,142490919694,123539964005,131014123216,127772328872,134786090026,126618527544,128146773624,118549045739,145467433440,128881472055,120871523600,123867338114,117695786321,127406071510,141918778505,138393827468,112393950019
112,116902152739,134665842528,131319031789,113718938881,137014465051,117076898023,119863046511,144828376135,132659085490,130686963723,119978515419,135884983093,112217631189,128278706713,141736385320,133613458134,126847555576,129873631933,111779691867,115362418254,137866671693,126925711317,125274430322,142493650694,123542587833,131016361418,127774904147,134788096110,126620826447,128149602433,118551724569,145469762370,128883890930,120874325976,123870006957,117698742287,127408594679,141921366622,138396824125,112396902428
113,116905128689,134668604928,131321697822,113721819107,137017599545,117079492603,119865978162,144830875739,132662524929,130690166065,119981148546,135887841935,112220585707,128281656265,141738644930,133616441230,126850230854,129876777115,111782531410,115365289220,137869163414,126928585855,125276971355,142496367385,123545278838,131019065970,127777665107,134791090635,126622894668,128152243448,118553814932,145472152003,128886569060,120876721293,123872378725,117701041932,127411422112,141923476981,138399175905,112398932128
114,116907202630,134671296618,131324219572,113724591516,137020398393,117082148606,119868687737,144833820972,132665008093,130693049864,119983216787,135890281530,112222926772,128283933750,141740689579,133618595896,126852011253,129878481100,111784698204,115367488145,137871571578,126930829769,125279308850,142499515441,123547677738,131021099215,127779941141,134793106000,126625192854,128154567359,118556637301,145474431645,128889148643,120879988621,123874744771,117703517956,127413663181,141926137936,138401590518,112401063936
115,116910135746,134673626923,131326859143,113726923265,137022330929,117084309687,119870682441,144836120624,132667709044,130696172222,119985284295,135892601172,112225234960,128286184090,141743702664,133620694873,126854248743,129880269374,111787058530,115369658504,137874339662,126933377227,125281778440,142502589217,123550928610,131024085849,127783147758,134796034779,126626971105,128157811114,118558933349,145477383316,128891447560,120882606762,123877081512,117706041833,127417602538,141927748376,138403979420,112403827066
116,116912796031,134675725848,131329765816,113729679243,137025386865,117086428625,119873217066,144838415970,132669783700,130698771111,119987789618,135895962064,112228103066,128289217149,141745001014,133623425163,126856625508,129883025350,111790601527,115372340191,137876613567,126935841152,125284759404,142505548019,123553204668,131026651133,127785619457,134798080158,126629634207,128160235004,118561785005,145479367292,128894769134,120885697701,123879962472,117708305040,127419059464,141930964252,138406314023,112406440217
117,116915634122,134679111694,131332508972,113732713716,137028693487,117089653101,119875828809,144840949131,132673048899,130700980022,119990354912,135898819457,112231273975,128292045915,141748332601,133626461129,126859420039,129885484948,111792781172,115374847629,137878947434,126938361459,125287260415,142508656793,123555394291,131029229995,127788294005,134800111960,126631869547,128163038841,118564270298,145481621961,128896907334,120888391526,123882090681,117710993913,127421507670,141933646655,138408909351,112409086233
118,116918451520,134681759790,131334722918,113735446820,137030910962,117092496230,119878356275,144843889404,132675466340,130703902394,119992411024,135901317632,112233627866,128294226267,141750219429,133628566519,126861822510,129887436771,111794937948,115377552217,137881361272,126941096057,125289999968,142510990001,123558157414,131031631731,127791209931,134802699368,126633872765,128165167068,118566701321,145484020875,128899618295,120891469594,123884708106,117713428501,127423565921,141935653441,138411275393,112411684404
119,116920821126,134684120107,131337005422,113737575760,137033235578,117094808004,119880347391,144845461268,132677822383,130706429838,119994897053,135904265704,112236289586,128297107209,141752447628,133630906869,126864156402,129889948484,111798073884,115379764721,137883827249,126943282132,125292286029,142514244484,123560414174,131034121332,127793605229,134804978981,126636207371,128167739528,118569791507,145486515472,128902085036,120894311991,123887720474,117716572973,127426128393,141938220144,138413932118,112414473278
120,116923769920,134686758254,131339664262,113740173889,137036102966,117098146768,119882347065,144847987989,132680271965,130710252044,119997405941,135907070991,112239209112,128299547499,141754940090,133633781430,126867163059,129892778745,111800408491,115382449268,137885888338,126946008126,125294649947,142518016008,123563233706,131036684493,127796286939,134807470711,126638062767,128170772621,118572306106,145488528705,128904557476,120896318806,123889566604,117718816880,127429035094,141940798993,138416521003,112417000749
121,116926029521,134689253552,131342258844,113742792024,137039717395,117100822053,119884843115,144850279754,132682606599,130713035872,119999669119,135909961954,112241867227,128301959237,141757439676,133636417434,126869559099,129894628448,111803315857,115384516073,137888072249,126948020652,125297289511,142520276341,123565770412,131039016250,127798120933,134810118135,126640002458,128173823550,118575482709,145490869029,128906899955,120899501131,123892563986,117720855113,127431015484,141942975037,138419189858,112419556049
122,116928620533,134691600282,131344512787,113745425151,137041552797,117102256124,119887772653,144853112142,132685546850,130715703993,120002175134,135912640834,112244704653,128304623777,141760375623,133638732062,126872037987,129897554378,111806838830,115387466334,137890728213,126950236005,125299492020,142523438705,123568030745,131041520839,127801216859,134812339900,126642562736,128175976077,118578299355,145493560741,128909539515,120902134272,123894962886,117723691789,127433207979,141945596034,138421748725,112421527166
123,116931101587,134693877030,131347143809,113747942575,137044086657,117104677864,119890544339,144855783839,132688103555,130718243549,120004853253,135915311135,112247620627,128307159745,141763178730,133641671615,126874269769,129900240377,111809442663,115390335182,137893021401,126952624203,125302340119,142526168231,123570174665,131044444647,127804138500,134814442412,126645077308,128178641354,118581644533,145496010351,128911343498,120905266629,123898335174,117726502787,127435622590,141948019902,138424572568,112424491698
124,116933301944,134695903123,131348797126,113750325732,137045797103,117106803223,119891929839,144857414283,132690963761,130720368187,120007312836,135917915715,112250559434,128310197073,141765294802,133643924819,126876777216,129902606408,111811944388,115392996894,137895056771,126955393059,125304446197,142529097744,123573484128,131047158481,127806343849,134816975562,126647434028,128181183780,118584141970,145498620647,128914018031,120907359125,123900389121,117729308735,127438555738,141950920836,138427057855,112427271939
125,116935770085,134698456266,131350725370,113752872432,137048756643,117109184962,119894515897,144860519490,132693245518,130723686939,120009930997,135921273021,112253495371,128313424365,141767848664,133646648686,126880110286,129904991706,111814484655,115395842125,137897203527,126958116921,125307259300,142531555209,123576095857,131049116741,127808376375,134819576563,126649954306,128183567713,118586965812,145500501054,128916413351,120910451457,123903085135,117731964715,127441256765,141952962609,138429373915,112429580131
126,116938342523,134701115097,131353463559,113755272044,137051698311,117111956666,119897104798,144862435582,132696377873,130726625014,120012082066,135923514798,112256067834,128315621136,141770563942,133648737620,126882026395,129907963347,111817107070,115398665991,137899342452,126960970776,125309732475,142534700405,123578479056,131051759876,127811289471,134821821200,126651494034,128186295157,118589975304,145502771414,128919060791,120913558109,123906445301,117734797100,127443154335,141955515733,138432091325,112432599682
127,116940653574,134703555400,131356202415,113757902298,137053778688,117114573398,119899278750,144864600236,132698962428,130729426013,120014320272,135926122932,112258367465,128317905042,141773244160,133651219361,126884138167,129909805887,111820033742,115400637108,137901299947,126963221836,125312214212,142536952934,123580569444,131053663842,127813462669,134824294391,126653902201,128187985578,118592402750,145505722368,128921533949,120916854000,123908182894,117737923035,127445910333,141957883893,138434661630,112434789345
128,116943087466,134706204967,131357971421,113760352595,137055978346,117116251696,119900782785,144867673311,132701717695,130731435664,120016252804,135928546830,112260904194,128320670269,141775215268,133653437575,126886530629,129912069054,111822644725,115403170998,137903753100,126965557183,125314423144,142539547514,123582929748,131055419254,127815617305,134826619722,126656523194,128191435717,118595421511,145508088432,128923829985,120918814356,123911490187,117739382065,127448682774,141960437764,138437403339,112437681716
129,116945596355,134709161630,131360751662,113763421388,137058715058,117118599174,119903596618,144869153075,132704141558,130734544454,120018156068,135930820011,112263122397,128322851353,141777073532,133655422274,126888521014,129913712365,111824420882,115405255677,137905684916,126968129639,125317101983,142541862144,123585209374,131057857426,127818032616,134829022203,126658985632,128192969026,118598271053,145510365204,128926726639,120921889590,123913920500,117742127309,127450977397,141962898781,138439647976,112440201359
130,116948056665,134711310558,131362931312,113765437478,137061263912,117120997345,119906288317,144871179200,132706576155,130737399682,120020439262,135933298900,112265639862,128325511621,141779584560,133658261825,126890946324,129915992717,111827039026,115407870254,137908103062,126970662797,125319822269,142544643828,123587706125,131060607012,127820582909,134831598226,126661284519,128195312215,118601373382,145512885509,128928996975,120924886977,123917527022,117745118253,127453314880,141966094649,138442515371,112443402291
131,116950670507,134714046535,131365538758,113768295562,137063369259,117123359801,119908594390,144873950164,132708971462,130740638434,120022564631,135935845649,112268252988,128327350601,141781664949,133660735044,126892995296,129919034360,111829215812,115410416261,137909983419,126973028819,125322202597,142547120572,123590001460,131062762387,127822796853,134834064234,126663484140,128198022480,118604214311,145515864338,128931691543,120928028599,123919783782,117747783533,127456395100,141968956291,138445080655,112446161871
132,116953357919,134716661107,131368134763,113770906557,137066171685,117126009375,119911571056,144876678984,132711598148,130744024341,120024883551,135938280976,112270583322,128329962308,141784693712,133663097508,126896004794,129921025465,111832211736,115412628028,137912630113,126975681971,125324745744,142549910818,123592432507,131065109865,127825199325,134835909644,126665550925,128200289262,118606960297,145517781191,128934157555,120930999532,123922732590,117750368099,127459421051,141971597284,138447678821,112448922859
133,116955949615,134718988543,131371029294,113773763911,137068534887,117128922485,119914119911,144879125732,132713665658,130746744611,120027408866,135941081228,112273455729,128332551164,141787737521,133665627821,126898038048,129923343642,111834369240,115416531720,137914656921,126978078041,125326813263,142552254714,123594843532,131067473788,127827198267,134838427817,126667544153,128202566056,118609236326,145520444360,128937304850,120933562677,123925071506,117752773434,127461909953,141973969726,138450248400,112451472438
134,116959089779,134722342253,131374368058,113777014076,137071490852,117131549206,119916533799,144881562477,132716079542,130750365435,120029138569,135943522259,112276099600,128334921480,141789725051,133668039581,126900606914,129925581838,111837048813,115418127180,137916975802,126980601916,125328977205,142554790033,123597419529,131069947676,127830188488,134840559627,126669940903,128205173489,118612280096,145523375373,128940066533,120935688047,123928028873,117755478730,127464885218,141976587838,138452873710,112454453389
135,116961272258,134724715424,131376282050,113779485787,137074068988,117134289486,119919324054,144884685560,132718774817,130753323502,120031575306,135946247534,112278758469,128337647415,141792218210,133670270656,126903186520,129928084282,111839781937,115419669783,137919104722,126982827281,125330983306,142557646002,123599779124,131072503667,127831828210,134842472886,126671426361,128208069487,118614930388,145525713556,128942330442,120938728960,123930629146,117757724086,127467231306,141978976713,138454918371,112456720173
136,116963953238,134727699186,131379346558,113782066748,137076946386,117136684091,119921349441,144886805967,132722084256,130755728102,120033815636,135948561441,112281432288,128340608348,141794691369,133673450194,126905669699,129930253906,111842357938,115422865696,137921590722,126985212605,125333574317,142560339824,123601907336,131074960394,127834756992,134845488805,126673751694,128210640523,118617763497,145528398841,128945204227,120940976442,123932730924,117759662330,127469362398,141981578404,138457641488,112459823251
137,116966907728,134730210168,131381132702,113784532025,137079560231,117139239381,119923535509,144889515514,132724145336,130758628335,120035638930,135951107432,112283741915,128342476613,141796672479,133675404891,126907258013,129932314267,111844126940,115424833232,137923569697,126987452273,125335491150,142562625155,123604049131,131076490860,127836657389,134847250660,126675545671,128212765192,118620896546,145530984124,128947175338,120943909545,123935656165,117762563277,127472269812,141985188504,138460387471,112462479260
138,116969869397,134732913995,131384140075,113787214458,137082724022,117142785933,119926255781,144891538045,132726863444,130762008501,120037864278,135953708436,112286717148,128345144706,141799209205,133677951636,126910331786,129934673871,111846708645,115427232869,137926059277,126989949702,125338122162,142566036734,123606611574,131079480338,127839359099,134849269617,126677552471,128215725397,118623728218,145533682273,128949648507,120946626962,123938569252,117765190718,127475180064,141986844636,138463373399,112464701042
139,116972081163,134735169358,131386634673,113789690473,137085306457,117144749896,119928477597,144894425440,132729239474,130764255983,120039808939,135955940226,112288796795,128347469323,141801440262,133679961326,126912645014,129937079190,111849271800,115429969579,137928426019,126991867273,125339899720,142568432051,123609268286,131081686394,127841462340,134851722763,126679397861,128218393526,118626757726,145536424674,128952886516,120949491487,123941019578,117767727440,127478482396,141989038550,138465955851,112467487046
140,116974638617,134737621797,131389091434,113791676565,137087897458,117146971684,119931265023,144896875018,132731933280,130766999104,120042225661,135958602641,112291847715,128349977476,141803638464,133682369510,126915013879,129938801736,111851451436,115433402580,137930921294,126994953911,125342282191,142571541536,123612217797,131084033876,127844076911,134854398038,126681211855,128220650288,118629535815,145538929280,128955562504,120952469581,123943688444,117770424847,127480710610,141992342968,138468758970,112470325191
141,116977126771,134740480595,131390657619,113795055277,137090392784,117149521272,119933660351,144898711151,132735505534,130770597789,120044312468,135961692875,112294743650,128352579918,141806330886,133685216237,126917451340,129941351297,111853901741,115435094454,137933226601,126996912162,125344262572,142574242530,123614461696,131086679892,127846941429,134855931345,126684145655,128223151314,118631831131,145540948236,128958044954,120954859919,123946006633,117772128855,127483450190,141994381176,138470585817,112472287033
142,116979512075,134742743782,131393188640,113797538444,137093339476,117152526494,119936860539,144901887041,132737990833,130774026514,120046482825,135963985350,112297423950,128355110200,141809211131,133688062199,126920213757,129943743746,111857348301,115437374805,137935940400,126999112536,125346806468,142577116334,123617539781,131089583695,127849069648,134858315986,126685598979,128226054413,118634859892,145543481395,128960655944,120957204544,123948270541,117774360639,127486572545,141996200863,138472926866,112474618095
143,116981943112,134745461173,131395622537,113800278699,137095756928,117154536903,119938451714,144904044551,132741694507,130775956934,120048550339,135966451393,112299661423,128357798318,141811211512,133690162597,126921904888,129945644149,111858762348,115439747988,137938351396,127001450015,125348925396,142580141525,123619842271,131091766897,127851974153,134860385618,126687605777,128229018204,118637419454,145545648897,128962559193,120960119087,123951165093,117776916657,127488768617,141998902567,138475557177,112477264110
144,116983714226,134747621515,131397687204,113802704010,137097984393,117156942228,119940514258,144905720724,132744611179,130778357947,120050598574,135969326648,112302301724,128360319327,141813336138,133692670034,126924139517,129947615248,111861298347,115442422532,137940731000,127003881060,125351583517,142582771100,123622174048,131093773710,127854573002,134862923772,126689781828,128231340709,118640515346,145548176359,128965500841,120963009312,123953676111,117779591227,127490981134,142001325725,138477746083,112479705884
145,116986270235,134750283182,131400012547,113804790083,137100380436,117159473256,119943169538,144908469569,132746909350,130781264616,120052723937,135972041216,112304964159,128363113137,141815899283,133695313199,126926940489,129949859154,111863947910,115444804281,137943236257,127006227105,125353634612,142586170549,123625232122,131097406679,127857313246,134865309813,126691810051,128234514456,118643059198,145550889482,128967645464,120966509440,123956499222,117782332220,127494832667,142003990945,138480405652,112483059646
146,116989049056,134752958473,131402333584,113808175963,137103486355,117161767209,119945664141,144910948462,132749327513,130784611911,120054936428,135974397229,112307500880,128365409204,141818429586,133697392864,126929300812,129953087919,111866785993,115447768782,137945078789,127008646013,125356338460,142588635832,123627244643,131099449218,127859754996,134867328751,126693842564,128236776930,118645737291,145553349090,128970549971,120968564101,123959184501,117785293877,127496719504,142006438379,138483029500,112485178593
147,116991552240,134754987400,131404786757,113810543432,137105769543,117163751170,119948033040,144912840307,132752219189,130786666593,120057097508,135976748295,112310072599,128368099433,141820902022,133700250265,126931463361,129955177552,111869276989,115449921980,137948014731,127010753559,125358647383,142591614639,123630117039,131102259464,127862494536,134869321276,126696402138,128239590044,118648306157,145555443043,128972575339,120971477189,123961767662,117787427843,127498992713,142008891529,138485654815,112487790333
148,116994529597,134758035433,131407588470,113813225820,137108721209,117166839946,119950634069,144915479166,132754328833,130790321706,120059563515,135979179331,112312905699,128371056762,141823105242,133702493463,126933880818,129958049233,111871590210,115452590831,137950262194,127013538102,125361090541,142594250615,123632905153,131104676929,127864794148,134872130801,126697871157,128241779689,118651228518,145558253308,128975755515,120973789669,123964725030,117789333934,127501438754,142011614642,138488222300,112491188370
149,116997195591,134760530716,131409755982,113816280290,137112216379,117169660213,119952647337,144918028028,132757356204,130793225524,120061628176,135982043868,112315337470,128373736295,141825368423,133704779525,126936524691,129960016757,111874080546,115455561787,137952588951,127015319247,125363139506,142597125155,123634703442,131107370774,127867577953,134874410420,126700315036,128244879186,118653707394,145560442942,128978522204,120976381367,123967043960,117791931350,127504526151,142013832810,138490209836,112493050935
150,116999520950,134763073871,131412939784,113818698453,137114360300,117172161971,119955194074,144920506907,132760116469,130795785833,120064281310,135984723448,112317843506,128376607965,141827878695,133707618340,126938861436,129962374222,111876851502,115457842148,137954926390,127018187344,125365911213,142600461738,123637386605,131109882515,127870061117,134876675078,126702657523,128247351654,118656601215,145562671878,128980866098,120979188767,123968954365,117794555210,127506361568,142015993153,138492443756,112495487697
151,117002241952,134765668420,131415132283,113821582249,137116739913,117175011526,119957548008,144924018477,132763409504,130799168131,120066583801,135987992189,112320190258,128379653873,141830518246,133710197936,126941851655,129964608830,111879563221,115460813823,137957113162,127020524808,125368447920,142603183444,123639996873,131112036430,127872619952,134879156789,126704792129,128250304046,118659954197,145564977211,128983072898,120982498933,123972215252,117797818981,127508851192,142019141894,138495904651,112499713472
152,117004750102,134768172996,131417626883,113824289667,137119762262,117177217606,119959886221,144925568941,132765650549,130801993365,120068673456,135990221139,112323224748,128381944228,141832680029,133712606869,126944192703,129966814173,111882628442,115463052756,137959418482,127022971554,125370988219,142606080089,123642772185,131114824533,127875652330,134881885654,126706661846,128253037198,118662449499,145567626798,128985394656,120984778556,123974555611,117800192885,127511059413,142021409385,138497830772,112501863828
153,117007646097,134771213214,131420452843,113827267030,137122169717,117180056437,119962554370,144928480639,132768071579,130804780745,120070518870,135992756490,112325919292,128384298846,141835177474,133714971519,126946111654,129968865980,111884579554,115465373085,137961743071,127025996794,125373647071,142609318127,123644681879,131117079168,127878036242,134884306664,126709419929,128255634632,118665455403,145569925727,128987835678,120987809452,123977651519,117802906002,127514173211,142023758968,138500341788,112504734813
154,117010055013,134773389267,131422858186,113829540215,137124915723,117182521758,119965178968,144930323184,132770905422,130807610991,120072766344,135995332522,112328983066,128387044104,141837157864,133717150445,126948275582,129971789067,111887547626,115468046268,137963835551,127028666386,125375946702,142611662028,123647273604,131119303795,127880573691,134886496298,126711275336,128258714099,118668491338,145572229681,128990601655,120990812528,123980131843,117805826258,127516263591,142026247821,138502635007,112507168726
155,117012146104,134776051646,131424932144,113831779138,137127403887,117184415741,119967546453,144932914900,132774008484,130809942035,120074817426,135997505722,112331266998,128389255136,141839503193,133719819311,126950533067,129973892295,111890000797,115470293020,137966092293,127031298821,125378901924,142614310862,123649806035,131121725536,127882751181,134889735060,126713951324,128260746625,118671296611,145574749983,128993077670,120992937170,123982733558,117807900935,127518679645,142028573133,138505254561,112509849740
