%iowait,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
216,99.0,98.02,99.0,99.0,99.0,99.0,100.0,100.0,98.02,98.02,98.0,98.99,98.99,98.99,99.0,99.0,96.08,100.0,98.99,98.0,99.0,98.0,98.99,97.03,97.03,99.0,97.98,97.0,98.02,97.03,98.98,100.0,99.0,98.99,98.99,98.99,98.99,98.99,98.0,98.0,98.0,100.0,99.0,100.0,98.98,98.99,98.99,98.99,97.98,98.99,98.99,98.0,98.99,99.0,98.99,99.0,100.0,99.0,98.02,99.0,99.0,98.02,99.0,99.0,99.0,99.01,99.0,100.0,99.01,100.0,99.0,100.0,100.0,100.0,99.0,99.0,98.0,98.0,98.99,98.0,98.0,97.03,98.0,98.98,98.0,98.0,98.0,100.0,98.0,98.99,98.0,100.0,98.0,97.03,98.99,98.0,98.0,97.03,98.99,98.0,97.03,97.03,97.98,98.02,98.99,100.0,97.03,98.0,98.99,99.0,98.99,97.03,98.99,98.99,97.03,98.99,98.99,98.99,98.99,98.99,98.99,98.0,98.0,98.99,98.0,98.0,98.0,98.0,100.0,99.0,98.99,98.98,97.03,98.99,97.0,98.99,98.0,98.98,97.98,98.0
217,97.06,99.0,99.0,99.0,100.0,98.02,99.0,100.0,100.0,100.0,97.98,98.99,99.0,100.0,98.0,98.99,98.0,98.99,100.0,98.0,99.0,98.0,98.99,98.0,97.03,98.99,98.0,98.98,98.0,99.0,98.99,98.02,98.0,98.99,98.99,98.02,98.99,99.0,98.99,99.0,98.99,98.0,98.02,98.99,97.03,98.0,98.0,99.0,97.03,97.98,98.02,98.0,100.0,100.0,99.0,98.02,99.0,99.0,100.0,99.0,99.0,100.0,98.02,100.0,99.0,98.99,98.02,99.0,100.0,98.02,99.0,99.0,99.01,99.0,100.0,98.02,98.0,98.99,97.98,97.03,98.0,98.0,98.0,98.0,100.0,98.0,96.08,97.03,98.0,98.0,98.99,98.0,99.0,98.0,99.0,98.99,98.99,100.0,97.03,98.98,98.99,98.99,98.0,97.98,99.0,97.98,98.0,98.99,98.99,98.99,97.03,100.0,97.03,99.0,98.99,98.02,98.99,98.02,98.99,98.0,97.98,98.99,98.0,99.0,98.0,98.99,100.0,98.0,98.99,98.99,100.0,98.0,98.0,97.98,98.99,97.0,98.99,98.0,98.99,98.98
218,98.02,99.0,99.0,99.0,99.01,99.0,98.02,98.0,99.0,100.0,98.0,98.0,98.99,98.02,98.0,99.0,96.08,98.0,98.0,98.99,99.0,97.03,98.0,98.0,100.0,97.03,98.99,97.03,100.0,97.03,97.03,99.0,75.0,98.0,99.0,98.0,100.0,98.0,100.0,98.0,97.03,98.99,99.0,97.03,98.99,98.99,98.99,98.0,97.03,98.0,97.03,97.06,98.99,100.0,98.99,99.0,99.0,99.0,100.0,100.0,100.0,98.02,99.0,99.0,100.0,99.01,99.0,99.0,98.02,99.0,98.02,99.0,99.0,100.0,99.0,100.0,100.0,98.0,98.02,98.99,98.0,97.98,98.0,98.99,98.0,98.0,97.06,98.99,98.0,100.0,98.0,98.99,97.03,98.99,98.0,98.99,98.99,97.03,98.0,98.99,98.99,99.0,98.0,98.02,98.99,98.02,98.99,98.0,99.0,98.0,99.0,98.0,97.03,98.0,98.99,98.99,99.0,98.99,98.0,97.03,98.02,98.99,98.99,100.0,98.0,98.99,99.0,100.0,100.0,99.0,98.0,99.0,98.02,97.03,97.03,98.0,98.0,98.99,98.0,97.03
219,98.02,96.0,99.0,100.0,96.94,87.0,89.0,88.0,100.0,94.06,97.96,98.99,98.0,98.99,98.0,98.99,61.0,98.99,89.9,98.99,100.0,98.99,97.98,89.0,97.06,98.0,87.88,91.09,98.0,98.0,98.0,100.0,97.03,76.53,98.0,97.98,98.0,100.0,97.03,90.82,98.99,90.91,98.99,90.91,90.91,90.0,99.0,90.0,100.0,97.03,94.95,98.99,98.0,98.0,100.0,100.0,99.0,99.01,96.12,98.02,98.0,98.02,97.0,99.0,98.02,100.0,92.93,94.17,95.0,98.02,98.02,99.0,98.02,100.0,97.03,99.0,98.0,98.0,98.98,97.03,98.99,100.0,96.08,97.0,96.04,97.98,97.96,97.0,97.03,97.03,98.0,100.0,97.03,98.99,98.99,98.02,98.0,98.99,98.02,98.02,98.02,98.02,99.0,96.0,97.98,98.99,97.03,100.0,98.99,100.0,98.0,99.0,97.03,97.96,98.0,96.0,98.99,97.98,98.0,98.99,97.98,98.0,98.0,98.0,98.0,98.02,99.0,98.02,98.0,98.99,98.99,98.99,98.0,98.02,96.04,97.98,100.0,96.97,100.0,98.99
220,94.0,73.53,93.0,95.0,69.31,75.0,72.45,73.0,89.0,68.0,72.73,98.02,98.0,99.0,99.0,98.0,95.0,89.0,69.0,90.91,97.03,89.0,89.0,68.63,88.89,86.14,72.28,72.73,93.88,97.98,76.29,96.04,98.99,98.0,97.98,80.0,97.98,98.97,87.0,71.0,88.89,71.72,72.0,71.0,71.43,70.0,89.9,70.3,87.13,93.88,71.29,96.04,81.44,73.47,97.03,74.26,98.0,99.0,77.78,76.77,99.01,98.0,70.3,97.0,97.0,96.97,72.0,68.69,69.0,94.9,98.98,98.99,97.98,97.98,76.0,98.02,94.0,97.98,67.33,96.04,96.04,96.97,65.66,67.68,67.0,66.67,73.0,74.49,74.0,99.0,98.99,98.0,98.0,77.0,99.0,98.0,98.98,97.0,98.98,97.0,97.96,97.98,98.0,70.3,70.3,98.99,97.06,98.99,100.0,98.0,78.79,96.97,98.98,72.0,97.0,73.0,97.0,74.0,97.98,98.0,73.27,74.26,98.99,98.99,99.0,78.57,98.99,98.99,79.0,98.99,100.0,97.0,97.98,96.97,71.72,96.04,96.0,72.0,96.04,97.0
221,72.28,98.02,75.25,73.0,98.0,99.0,98.04,98.02,74.0,98.02,97.03,75.76,76.77,78.79,79.8,79.8,98.99,67.65,97.03,68.32,70.41,70.71,70.0,97.03,69.61,72.73,98.0,98.99,74.49,78.0,97.03,68.32,100.0,98.02,80.0,98.0,79.8,79.21,73.27,98.0,73.74,98.0,99.01,100.0,98.0,98.0,72.0,100.0,74.49,72.0,99.0,80.61,98.0,99.01,79.8,100.0,74.26,74.26,99.0,100.0,75.76,70.71,99.0,69.61,71.29,70.0,99.0,99.0,99.0,71.29,69.0,71.0,69.61,75.0,100.0,76.0,69.0,70.71,98.0,67.68,66.67,67.0,98.98,98.99,100.0,97.03,97.98,96.08,96.04,73.74,74.75,74.49,75.0,97.98,77.0,77.0,82.18,70.0,70.71,70.71,81.19,70.0,68.63,98.0,98.98,70.0,74.75,77.55,77.23,77.78,97.98,73.74,73.0,98.0,71.57,98.99,73.74,98.99,74.75,72.0,97.98,97.0,75.0,77.78,77.78,97.03,78.79,78.0,98.99,79.0,78.22,74.49,71.72,71.0,97.98,71.72,72.0,97.03,72.73,72.45
222,98.02,100.0,98.99,99.0,99.01,99.0,99.0,100.0,100.0,98.02,98.99,98.99,97.03,98.0,98.0,97.03,98.0,98.99,98.02,97.03,98.02,98.0,98.0,98.0,98.0,97.03,97.03,97.03,99.0,98.0,98.99,100.0,98.0,98.0,97.98,98.0,98.0,98.99,100.0,98.99,98.0,98.0,98.0,100.0,98.0,100.0,98.99,98.0,98.99,98.0,98.0,98.99,98.99,98.99,98.99,100.0,98.02,98.99,100.0,99.0,99.0,98.02,99.0,100.0,99.0,99.0,99.0,99.0,98.02,100.0,99.0,100.0,98.99,99.0,99.0,98.02,98.98,96.04,98.99,97.0,97.98,98.99,98.99,98.99,98.99,98.0,97.03,97.03,98.0,98.0,98.99,97.03,97.03,99.0,98.99,98.0,97.0,97.0,97.03,98.0,98.0,98.0,98.98,98.0,97.03,97.03,97.98,97.98,98.99,97.03,99.0,98.99,97.98,98.0,98.98,98.99,97.0,98.0,96.08,97.98,99.0,99.0,98.0,98.0,97.0,98.99,98.99,98.99,98.99,97.03,97.0,97.03,98.0,97.0,98.0,97.98,97.0,98.0,97.98,97.03
223,99.0,100.0,99.01,100.0,98.99,99.0,98.02,99.01,99.0,100.0,98.98,96.08,99.0,98.99,98.99,98.99,98.98,94.23,98.99,98.0,99.0,100.0,98.99,97.98,98.0,98.0,96.08,97.98,98.0,98.99,98.02,99.0,98.99,98.99,99.0,98.99,98.02,98.99,98.99,98.02,96.08,98.0,99.01,98.0,100.0,98.0,98.0,98.99,98.0,97.03,98.0,98.02,100.0,100.0,98.0,99.0,99.0,100.0,99.0,100.0,99.0,100.0,98.02,98.02,99.0,98.99,99.0,99.0,99.0,99.0,100.0,99.0,100.0,99.0,100.0,100.0,99.0,99.0,98.99,98.99,100.0,98.0,98.02,98.99,98.02,98.0,97.03,98.99,98.99,98.0,98.0,98.0,96.08,96.08,98.0,98.99,98.99,98.0,98.99,98.0,98.99,98.99,97.06,100.0,98.99,100.0,99.0,98.99,100.0,98.99,98.0,98.98,98.99,98.99,97.03,98.99,98.99,98.99,98.99,98.99,98.99,100.0,99.0,100.0,100.0,98.99,98.0,99.0,100.0,99.0,99.0,97.98,98.0,100.0,97.03,98.0,98.99,98.98,97.03,98.99
224,100.0,99.0,97.03,100.0,98.02,100.0,98.99,98.99,100.0,99.0,98.0,99.0,97.03,98.99,98.02,98.0,97.03,98.99,98.99,98.0,100.0,98.0,97.98,98.02,100.0,98.0,98.0,98.99,98.0,99.0,98.99,99.0,98.99,98.0,98.99,100.0,98.99,98.99,98.0,100.0,97.03,98.0,99.0,100.0,98.0,98.99,98.99,97.03,98.99,97.0,98.99,98.0,98.99,99.0,98.99,99.0,99.0,99.0,99.01,98.02,100.0,98.02,100.0,99.0,100.0,98.04,100.0,100.0,99.0,99.0,98.0,99.0,98.0,99.0,98.02,100.0,98.0,98.99,98.99,98.0,98.99,98.99,98.99,98.0,98.0,98.99,100.0,98.02,98.0,98.0,98.99,97.98,98.99,98.99,98.0,98.99,100.0,98.99,98.0,98.99,98.0,98.99,98.99,99.0,97.03,98.99,98.02,99.0,98.02,100.0,98.99,97.03,98.0,100.0,98.0,100.0,97.03,98.99,95.15,98.0,98.0,97.03,98.99,98.99,98.0,98.99,99.0,98.0,98.99,98.0,98.0,97.03,98.99,98.0,99.0,97.98,98.0,98.0,98.0,98.99
225,100.0,100.0,98.04,99.0,97.06,98.02,100.0,100.0,98.02,100.0,97.03,98.99,98.99,98.99,98.99,98.99,98.99,100.0,98.99,98.0,99.0,98.0,98.0,97.03,98.0,98.99,98.0,98.99,99.0,98.0,98.0,100.0,64.29,98.02,98.99,98.02,98.99,98.99,98.99,98.0,98.99,98.99,100.0,98.99,97.98,98.99,98.99,99.0,98.0,98.0,98.99,98.02,98.99,100.0,100.0,99.0,99.0,99.0,100.0,99.0,98.02,100.0,98.02,99.0,99.0,98.99,99.0,98.99,98.02,99.0,100.0,100.0,99.01,100.0,99.0,100.0,98.99,98.0,98.0,98.0,98.0,98.02,96.08,97.03,98.0,98.99,98.0,98.99,97.03,98.99,97.0,98.99,98.0,98.0,98.0,100.0,97.03,97.03,98.99,100.0,98.0,98.99,98.0,98.99,98.0,98.0,99.0,98.99,100.0,98.99,100.0,98.99,98.99,98.99,99.0,98.0,99.0,98.0,97.03,98.0,98.99,97.06,98.99,99.0,100.0,97.03,98.99,98.99,98.0,98.99,98.0,98.98,98.0,98.99,98.98,98.99,97.98,98.0,98.99,98.98
226,98.02,73.0,99.0,98.99,68.0,63.0,66.33,65.66,100.0,68.0,74.0,98.0,99.0,98.02,98.02,98.0,44.44,98.0,63.0,98.0,99.0,95.15,98.0,61.62,99.0,98.99,62.0,67.0,97.03,98.99,98.0,99.0,90.91,55.1,98.99,79.38,97.03,99.0,100.0,63.0,98.99,64.0,75.76,63.64,64.29,63.37,99.0,64.0,98.0,98.99,68.0,98.0,78.22,72.73,98.0,74.0,100.0,99.0,78.57,77.0,100.0,98.02,71.0,100.0,100.0,99.01,67.35,68.69,68.0,100.0,100.0,100.0,99.0,100.0,76.77,99.01,98.99,100.0,67.33,98.99,98.99,97.98,69.0,70.0,69.0,70.41,75.0,75.51,75.0,98.99,98.0,98.0,97.06,77.78,98.99,98.99,100.0,98.0,98.0,97.03,98.99,98.02,98.02,72.0,72.28,98.99,98.99,99.0,98.02,97.06,77.0,97.03,98.0,74.0,98.99,75.76,98.99,75.0,97.03,98.0,74.75,79.38,98.02,97.03,98.0,78.79,98.0,100.0,79.59,98.0,98.0,98.0,98.98,97.98,73.53,97.03,98.99,72.55,97.0,98.99
227,71.43,98.02,70.41,66.0,94.0,98.0,98.02,98.02,68.0,97.06,97.98,78.0,78.79,79.59,78.79,77.23,89.8,61.0,98.0,63.0,70.0,62.38,63.27,97.06,62.63,62.63,97.03,100.0,68.37,77.0,76.53,74.0,100.0,92.0,78.0,100.0,78.0,78.57,66.0,98.0,63.37,98.99,98.0,98.0,98.99,100.0,63.64,98.99,63.64,66.34,100.0,79.0,99.0,98.0,73.47,99.0,75.0,75.0,100.0,99.0,76.77,67.33,97.06,70.0,66.33,65.31,99.0,100.0,98.99,71.0,71.29,74.0,76.0,77.0,99.01,76.0,66.0,71.0,97.98,69.0,70.0,69.31,97.0,97.98,98.0,98.0,97.0,97.03,97.98,74.26,72.0,75.76,78.43,98.0,77.78,77.78,83.67,72.73,71.72,73.47,85.86,73.74,72.45,98.99,97.98,73.0,77.78,78.57,77.78,76.77,98.0,70.0,73.0,98.99,74.75,98.0,75.0,98.98,75.76,75.25,97.03,97.03,78.57,78.57,78.79,98.0,79.59,79.59,99.0,78.22,78.0,69.61,74.75,74.75,98.99,75.51,74.0,98.0,74.0,75.76
228,96.08,97.06,100.0,96.0,99.0,99.0,100.0,99.0,98.02,98.99,98.98,98.99,97.03,98.0,98.99,97.03,98.0,98.0,99.0,97.03,100.0,97.03,98.0,97.03,98.99,98.0,97.03,98.99,99.0,99.0,98.98,100.0,98.99,98.0,99.0,98.99,99.0,99.01,97.98,98.0,99.0,98.99,100.0,98.99,98.0,98.0,98.99,98.0,98.99,99.0,99.0,99.0,98.02,99.01,99.0,99.0,99.0,99.0,100.0,99.0,99.0,100.0,100.0,98.02,100.0,99.0,100.0,99.0,99.01,99.0,97.06,99.0,98.02,100.0,99.0,100.0,98.0,97.0,99.0,98.99,98.0,97.98,99.0,98.99,97.03,98.0,100.0,98.02,99.0,97.03,97.0,98.0,94.95,98.02,98.0,98.99,98.0,98.0,97.0,98.99,97.0,98.0,98.99,98.99,99.0,98.0,98.02,98.0,98.0,98.99,99.0,97.0,97.98,97.03,97.03,97.03,97.98,98.02,98.0,97.98,98.0,98.02,98.0,98.0,98.0,98.99,98.99,98.0,98.99,98.99,98.0,98.02,98.99,97.98,97.98,97.98,98.0,98.0,98.99,98.98
229,99.0,97.06,100.0,99.0,99.0,99.0,98.0,100.0,100.0,98.02,97.03,99.0,96.08,100.0,96.12,99.0,97.03,98.99,98.99,100.0,98.02,98.0,96.08,96.04,98.99,98.0,98.99,98.0,98.0,100.0,98.0,99.0,98.99,100.0,98.99,98.99,98.02,100.0,98.0,98.0,98.0,98.0,98.02,98.99,98.0,97.03,98.0,98.99,97.03,100.0,98.0,98.0,98.99,100.0,97.03,98.99,99.0,100.0,99.0,100.0,99.0,98.0,99.0,97.06,100.0,99.0,99.0,98.02,100.0,98.99,99.0,100.0,100.0,99.0,100.0,100.0,98.99,98.99,98.0,97.03,100.0,98.99,97.03,98.99,96.08,98.99,100.0,100.0,100.0,99.0,99.0,99.0,98.02,99.0,99.0,98.02,97.06,98.0,99.0,97.06,98.0,98.99,98.02,98.0,98.0,98.02,99.0,100.0,99.0,98.02,99.0,98.99,98.99,98.0,98.0,100.0,98.02,98.99,99.0,98.99,97.98,100.0,98.02,98.0,98.99,98.0,99.0,99.0,99.0,98.02,99.0,98.98,97.03,98.0,98.99,98.0,97.98,97.98,98.99,98.0
230,100.0,99.0,98.02,98.02,99.0,99.0,98.02,100.0,99.0,97.06,98.0,98.99,98.02,98.99,98.0,98.0,97.03,97.03,98.0,98.0,99.0,100.0,98.99,97.03,98.99,99.0,98.02,98.0,98.02,98.99,98.99,99.0,98.0,99.0,98.02,98.99,98.99,98.99,98.02,97.03,98.0,99.0,99.01,99.0,98.0,100.0,98.99,98.02,98.99,97.98,98.99,98.0,98.0,100.0,98.99,99.01,99.0,100.0,100.0,99.0,100.0,100.0,100.0,98.02,99.0,99.0,99.0,100.0,98.04,98.02,99.0,99.0,100.0,100.0,100.0,100.0,98.99,98.0,98.99,97.98,98.99,97.03,98.99,98.0,97.03,97.03,99.01,99.0,100.0,99.0,99.0,99.0,98.02,98.02,98.02,99.0,97.98,98.0,98.99,98.99,98.99,98.99,100.0,99.0,98.0,98.99,99.0,100.0,100.0,100.0,100.0,98.0,98.0,98.99,98.0,98.0,98.99,100.0,98.99,98.0,98.02,98.0,98.02,100.0,98.02,98.99,98.0,98.0,98.0,98.0,98.0,98.99,98.0,98.99,97.98,98.0,97.03,98.0,96.04,98.99
231,100.0,99.0,99.0,99.0,100.0,99.0,99.0,97.06,98.02,99.0,97.03,99.0,98.99,98.99,100.0,98.99,98.99,98.99,99.0,98.0,99.0,98.99,98.0,96.08,99.0,98.0,98.99,97.98,98.99,98.99,98.02,100.0,76.77,98.0,98.99,99.0,98.99,99.0,98.0,98.0,100.0,98.0,100.0,98.0,98.99,98.0,98.0,98.99,98.0,98.99,98.0,98.0,98.99,99.0,98.99,100.0,99.01,100.0,99.0,99.0,99.0,100.0,98.02,100.0,100.0,100.0,99.01,98.02,98.99,100.0,99.0,99.0,98.04,98.02,99.0,99.0,98.0,98.02,98.99,98.0,98.99,98.99,96.08,98.99,98.99,98.99,98.0,98.02,98.0,100.0,100.0,100.0,99.0,99.0,100.0,98.04,100.0,98.0,98.0,98.0,98.0,98.99,98.02,98.99,98.0,100.0,99.0,100.0,100.0,99.0,98.02,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.0,97.03,98.99,98.02,97.03,98.02,98.99,100.0,98.99,100.0,100.0,98.99,98.0,98.0,100.0,97.98,98.99,98.99,98.0,98.98,98.0,98.0
232,100.0,98.02,100.0,99.0,99.0,100.0,99.0,99.0,100.0,98.02,97.03,98.99,98.99,98.0,98.0,98.99,92.08,98.99,98.99,98.0,99.0,99.0,98.0,97.03,98.0,98.99,98.0,98.0,99.0,99.0,98.99,100.0,98.99,76.24,98.0,98.0,98.0,98.99,96.08,98.0,98.0,98.99,99.0,100.0,98.0,96.08,98.0,98.99,98.0,97.03,98.02,98.0,98.99,99.0,98.0,99.01,99.0,100.0,100.0,100.0,100.0,99.01,99.0,99.0,99.0,98.02,98.99,99.0,98.02,99.0,99.0,99.0,100.0,99.0,99.0,99.0,98.98,100.0,100.0,98.0,98.99,98.0,97.03,97.03,97.03,97.03,98.0,98.97,98.0,99.0,99.0,98.0,99.0,98.0,97.03,100.0,97.03,98.0,98.99,98.99,98.02,98.0,97.98,97.03,98.99,98.0,98.02,100.0,99.0,99.0,98.99,98.0,98.0,98.99,99.0,98.99,98.0,97.03,98.99,98.0,98.0,99.0,96.12,98.99,98.0,98.0,98.99,100.0,98.99,98.0,99.0,98.99,97.98,98.0,98.0,97.98,98.0,98.0,97.98,98.99
233,98.99,72.28,100.0,98.02,69.7,61.39,62.0,62.0,99.0,62.14,70.71,98.0,98.99,100.0,100.0,98.0,65.66,98.0,61.0,97.03,100.0,98.98,97.0,63.27,98.0,98.99,61.62,67.0,98.99,98.99,90.1,100.0,98.99,97.98,99.0,79.0,98.0,98.0,100.0,63.0,98.99,64.29,71.72,64.0,63.0,63.27,100.0,63.0,98.0,97.98,68.69,98.99,79.8,69.0,100.0,69.31,99.0,99.0,77.0,76.24,98.99,98.99,70.3,99.0,99.0,100.0,65.35,66.0,65.0,100.0,98.02,100.0,99.01,100.0,73.27,100.0,96.04,98.99,66.34,98.99,97.98,98.99,66.34,68.37,68.37,67.0,69.31,68.63,74.75,98.0,100.0,98.99,96.08,77.0,98.02,98.02,98.0,98.0,98.0,98.0,98.99,98.99,100.0,70.71,70.0,98.99,98.0,98.99,98.99,98.0,78.0,98.0,98.0,73.27,98.99,74.75,98.99,73.74,99.0,98.99,72.73,74.75,99.0,98.0,98.99,77.78,98.0,98.0,77.0,97.06,98.0,98.99,99.0,98.0,71.72,98.0,97.0,72.0,98.99,98.99
234,70.3,99.0,70.0,68.0,98.99,99.0,99.0,100.0,63.0,100.0,97.03,75.0,76.0,76.77,76.77,79.8,96.08,61.0,98.99,61.62,65.69,62.0,62.63,98.0,61.62,62.0,98.0,97.98,67.33,77.78,83.84,66.67,98.99,98.0,78.0,98.99,79.8,79.8,63.0,98.99,63.64,97.03,99.0,98.99,97.0,98.99,59.41,98.98,63.0,68.0,98.99,80.0,97.03,100.0,79.8,100.0,73.74,75.76,98.02,100.0,75.76,71.0,100.0,70.0,68.32,68.32,98.02,100.0,99.0,64.08,64.65,68.69,68.0,73.74,99.0,75.51,65.35,70.3,98.99,67.68,68.0,67.35,98.0,98.99,98.0,98.0,97.03,98.99,98.02,74.0,74.0,75.0,75.76,99.0,77.55,77.78,82.0,70.0,70.41,71.13,82.0,70.0,68.32,98.98,97.03,70.71,73.47,74.0,77.78,78.57,98.0,72.28,74.0,97.0,74.49,97.0,72.28,98.0,72.0,73.74,97.03,97.03,74.0,75.76,75.76,98.99,78.79,78.79,98.0,78.79,77.78,72.0,73.0,71.0,97.98,72.0,71.0,97.98,71.0,70.0
235,99.0,99.0,98.02,100.0,98.02,98.99,98.02,99.0,98.02,99.0,97.03,98.0,100.0,98.0,99.0,98.0,98.99,97.98,99.0,96.08,99.0,98.0,98.99,98.99,97.03,98.0,98.99,98.0,97.98,98.99,98.0,100.0,98.0,98.0,98.99,98.0,97.98,98.99,98.0,98.02,98.0,98.0,99.0,98.0,100.0,97.03,97.0,98.99,98.0,98.99,98.99,97.98,98.99,98.02,98.0,99.0,100.0,100.0,100.0,99.0,99.0,99.0,100.0,100.0,100.0,99.0,98.02,99.0,98.02,98.02,99.0,99.0,100.0,99.0,99.0,100.0,98.98,98.0,98.99,98.0,98.0,98.0,98.0,98.0,97.03,97.0,100.0,99.0,99.0,98.99,100.0,98.0,98.0,98.99,99.0,98.99,98.98,97.03,98.0,98.0,98.99,97.98,98.99,97.06,98.99,98.0,98.02,98.99,98.0,99.0,99.0,98.99,98.99,97.03,95.15,98.0,97.03,98.99,98.0,97.98,98.99,100.0,98.0,98.02,98.99,98.99,98.0,98.99,98.99,98.99,98.99,98.0,98.98,97.0,98.0,97.98,97.98,98.0,97.98,98.0
236,98.0,99.0,100.0,99.0,99.0,100.0,98.02,99.0,97.06,98.99,98.98,98.99,96.12,98.99,98.99,99.0,98.99,100.0,98.0,97.03,100.0,97.98,96.04,98.0,98.0,98.99,99.0,97.98,99.0,98.99,98.0,100.0,98.0,98.0,98.0,98.99,98.0,98.0,98.99,100.0,98.99,98.0,99.0,99.0,97.03,97.03,98.0,98.02,97.98,98.0,98.02,100.0,98.99,100.0,98.02,99.0,99.0,99.0,100.0,100.0,100.0,98.99,99.01,99.0,100.0,99.0,100.0,99.0,98.02,99.0,100.0,100.0,98.02,100.0,100.0,98.99,98.0,98.0,98.0,97.98,97.98,98.0,98.0,98.0,98.0,98.99,100.0,98.02,98.99,100.0,100.0,99.0,97.06,98.02,99.0,99.0,98.99,98.0,98.0,98.99,97.03,98.99,98.0,100.0,100.0,98.99,100.0,98.02,99.01,99.0,99.0,98.0,97.03,98.0,98.0,98.0,100.0,99.0,100.0,98.99,98.0,96.08,100.0,100.0,100.0,100.0,98.0,99.0,98.99,98.0,97.03,97.98,98.0,97.03,98.99,98.99,98.0,97.98,98.0,98.0
237,99.0,98.02,100.0,100.0,97.06,99.0,98.02,100.0,99.0,98.04,98.99,98.0,98.0,98.99,98.99,100.0,98.98,97.03,98.99,97.03,100.0,98.0,98.99,98.0,98.0,97.03,98.99,97.03,98.99,98.02,98.99,100.0,95.96,98.99,98.99,100.0,99.0,98.99,99.0,98.0,98.99,98.02,99.0,98.99,98.99,98.99,98.0,98.99,97.03,97.98,98.99,98.02,98.02,100.0,98.99,99.0,100.0,100.0,99.01,99.0,100.0,98.04,98.02,100.0,100.0,99.0,100.0,99.0,100.0,100.0,99.0,98.02,100.0,99.0,99.0,99.01,98.99,98.99,98.98,98.99,100.0,100.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,99.0,99.0,99.0,99.0,100.0,99.0,99.0,98.0,98.98,98.0,98.0,98.99,98.0,97.03,98.0,98.0,98.99,98.99,100.0,99.0,98.0,98.0,97.03,98.99,98.0,98.99,98.99,98.0,97.03,98.0,98.99,97.03,97.06,97.06,98.99,98.99,98.99,98.02,98.0,99.0,97.03,97.03,98.0,98.0,98.99,98.0,98.99,98.0,98.99,98.0,98.98
238,98.02,99.0,98.02,100.0,100.0,100.0,99.0,98.02,99.0,100.0,97.0,98.99,98.99,99.0,98.99,98.99,97.03,99.0,98.99,98.0,99.0,98.99,98.0,98.0,98.99,97.06,98.99,98.0,97.03,100.0,98.99,98.02,78.22,95.0,98.02,99.0,98.99,98.02,98.99,98.02,99.0,97.03,99.0,98.99,98.98,97.03,98.0,98.99,98.99,98.0,98.0,97.03,98.99,99.0,98.99,99.0,98.02,100.0,99.0,100.0,99.0,98.99,99.0,99.0,98.02,98.02,99.0,99.0,97.06,100.0,99.0,100.0,99.0,100.0,99.0,99.0,98.99,98.0,99.0,99.0,97.0,97.03,99.0,98.99,100.0,98.99,98.0,99.0,98.0,98.99,98.99,98.0,97.03,98.02,100.0,97.03,97.03,98.0,98.0,98.99,98.99,98.99,97.98,99.0,100.0,97.98,98.02,99.0,100.0,100.0,100.0,98.99,98.99,98.0,98.0,98.0,97.03,98.99,98.99,98.0,98.99,97.03,98.0,98.99,99.0,98.02,98.0,98.99,98.02,99.0,98.99,98.0,98.99,98.0,98.99,98.0,98.99,98.0,98.0,97.03
