kbmemused,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
222,169152.0,160452.0,161624.0,161664.0,161368.0,161064.0,160520.0,161204.0,161988.0,161300.0,166980.0,167104.0,166720.0,167580.0,167372.0,166176.0,167232.0,163668.0,167032.0,167296.0,162136.0,167916.0,167248.0,167460.0,169908.0,167000.0,167180.0,167420.0,168148.0,167112.0,167036.0,160560.0,166220.0,167420.0,166732.0,167884.0,167496.0,167260.0,167468.0,166756.0,168552.0,166948.0,161092.0,169088.0,166668.0,166596.0,166520.0,168032.0,170008.0,166320.0,165600.0,169808.0,166216.0,164352.0,167924.0,164376.0,164152.0,166344.0,162192.0,166376.0,164096.0,164228.0,166412.0,166004.0,167348.0,166960.0,166392.0,166624.0,166728.0,166840.0,166492.0,167180.0,166504.0,166280.0,165832.0,166624.0,166440.0,166552.0,166720.0,167504.0,167360.0,166700.0,167280.0,167164.0,166832.0,166264.0,165924.0,166156.0,167016.0,166776.0,166664.0,166896.0,167116.0,165840.0,165824.0,167228.0,166964.0,167052.0,167060.0,166920.0,166616.0,167068.0,166840.0,166972.0,166528.0,166524.0,166840.0,166492.0,166788.0,166776.0,166752.0,168032.0,166624.0,167184.0,168000.0,167444.0,166584.0,166900.0,167676.0,167784.0,167412.0,166832.0,167072.0,167864.0,167576.0,166792.0,167188.0,167524.0,167228.0,167060.0,167080.0,168552.0,167856.0,167120.0,167716.0,167164.0,166660.0,166792.0,166956.0,167784.0
223,169152.0,160452.0,161624.0,161664.0,161368.0,161064.0,160520.0,161204.0,161988.0,161300.0,166980.0,167104.0,166720.0,167580.0,167372.0,166176.0,167232.0,163668.0,167032.0,167296.0,162136.0,167916.0,167248.0,167460.0,169908.0,167000.0,167180.0,167420.0,168148.0,167112.0,167036.0,160560.0,166220.0,167420.0,166732.0,167884.0,167496.0,167260.0,167468.0,166756.0,168552.0,166948.0,161092.0,169088.0,166668.0,166596.0,166520.0,168032.0,170008.0,166320.0,165600.0,169808.0,166216.0,164352.0,167924.0,164376.0,164152.0,166344.0,162192.0,166376.0,164096.0,164228.0,166412.0,166004.0,167348.0,166960.0,166392.0,166624.0,166728.0,166840.0,166492.0,167180.0,166504.0,166280.0,165832.0,166624.0,166440.0,166552.0,166720.0,167504.0,167360.0,166700.0,167280.0,167164.0,166832.0,166264.0,165924.0,166156.0,167016.0,166776.0,166664.0,166896.0,167116.0,165840.0,165824.0,167228.0,166964.0,167052.0,167060.0,166920.0,166616.0,167068.0,166840.0,166972.0,166528.0,166524.0,166840.0,166492.0,166788.0,166776.0,166752.0,168032.0,166624.0,167184.0,168000.0,167444.0,166584.0,166900.0,167676.0,167784.0,167412.0,166832.0,167072.0,167864.0,167576.0,166792.0,167188.0,167524.0,167228.0,167060.0,167080.0,168552.0,167856.0,167120.0,167716.0,167164.0,166660.0,166792.0,166956.0,167784.0
224,169152.0,160452.0,161624.0,161664.0,161368.0,161064.0,160520.0,161204.0,161988.0,161300.0,166980.0,167104.0,166720.0,167580.0,167372.0,166176.0,167232.0,163668.0,167032.0,167296.0,162136.0,167916.0,167248.0,167460.0,169908.0,167000.0,167180.0,167420.0,168148.0,167112.0,167036.0,160560.0,166220.0,167420.0,166732.0,167884.0,167496.0,167260.0,167468.0,166756.0,168560.0,166948.0,161092.0,169088.0,166668.0,166596.0,166520.0,168032.0,170008.0,166320.0,165600.0,169808.0,166216.0,164352.0,167924.0,164376.0,164152.0,166344.0,162192.0,166376.0,164096.0,164228.0,166412.0,166004.0,167348.0,166960.0,166392.0,166624.0,166728.0,166840.0,166492.0,167180.0,166504.0,166280.0,165832.0,166624.0,166440.0,166552.0,166720.0,167504.0,167360.0,166700.0,167280.0,167164.0,166832.0,166264.0,165924.0,166156.0,167016.0,166776.0,166664.0,166896.0,167116.0,165840.0,165824.0,167228.0,166964.0,167052.0,167060.0,166920.0,166616.0,167068.0,166840.0,166972.0,166528.0,166524.0,166840.0,166492.0,166788.0,166784.0,166752.0,168032.0,166632.0,167184.0,168000.0,167444.0,166584.0,166900.0,167676.0,167784.0,167412.0,166832.0,167072.0,167864.0,167576.0,166792.0,167188.0,167524.0,167228.0,167060.0,167080.0,168552.0,167856.0,167120.0,167716.0,167164.0,166660.0,166792.0,166956.0,167784.0
225,169152.0,160452.0,161624.0,161664.0,161368.0,161064.0,160520.0,161204.0,161988.0,161300.0,166980.0,167104.0,166720.0,167580.0,167372.0,166176.0,167232.0,163668.0,167032.0,167296.0,162136.0,167916.0,167248.0,167460.0,169908.0,167000.0,167180.0,167420.0,168148.0,167112.0,167036.0,160560.0,180156.0,167420.0,166732.0,167884.0,167496.0,167260.0,167468.0,166756.0,168560.0,166948.0,161092.0,169088.0,166668.0,166596.0,166520.0,168032.0,170008.0,166320.0,165600.0,169808.0,166216.0,164352.0,167924.0,164376.0,164152.0,166344.0,162192.0,166376.0,164096.0,164228.0,166412.0,166004.0,167348.0,166960.0,166392.0,166624.0,166728.0,166840.0,166492.0,167180.0,166504.0,166280.0,165832.0,166624.0,166440.0,166552.0,166720.0,167504.0,167360.0,166700.0,167280.0,167164.0,166832.0,166264.0,165924.0,166156.0,167016.0,166776.0,166664.0,166896.0,167116.0,165840.0,165824.0,167228.0,166964.0,167052.0,167060.0,166920.0,166616.0,167068.0,166840.0,166972.0,166528.0,166524.0,166840.0,166492.0,166788.0,166784.0,166752.0,168032.0,166632.0,167184.0,168000.0,167444.0,166584.0,166900.0,167676.0,167784.0,167412.0,166832.0,167072.0,167864.0,167576.0,166792.0,167188.0,167524.0,167228.0,167060.0,167080.0,168552.0,167856.0,167120.0,167716.0,167164.0,166660.0,166792.0,166956.0,167784.0
226,169152.0,160600.0,161624.0,161664.0,163036.0,161164.0,160660.0,161344.0,161988.0,161556.0,167120.0,167104.0,166720.0,167580.0,167372.0,166176.0,167404.0,163668.0,167180.0,167296.0,162136.0,167916.0,167248.0,167552.0,169908.0,167000.0,167428.0,167568.0,168148.0,167112.0,167036.0,160560.0,166336.0,169072.0,166732.0,168032.0,167496.0,167260.0,167468.0,166880.0,168560.0,167088.0,161216.0,169220.0,166816.0,166868.0,166520.0,168132.0,170008.0,166320.0,165748.0,169808.0,166364.0,164508.0,167924.0,164532.0,164152.0,166344.0,162332.0,166376.0,164096.0,164228.0,166716.0,166004.0,167348.0,166960.0,166508.0,166716.0,166852.0,166840.0,166492.0,167180.0,166504.0,166280.0,165964.0,166624.0,166440.0,166552.0,166868.0,167504.0,167360.0,166700.0,167444.0,167296.0,166956.0,166412.0,166172.0,166412.0,167164.0,166776.0,166664.0,166896.0,167116.0,166112.0,165824.0,167228.0,166964.0,167052.0,167060.0,166920.0,166616.0,167068.0,166840.0,167096.0,166644.0,166524.0,166840.0,166492.0,166788.0,166784.0,166900.0,168032.0,166632.0,167348.0,168000.0,167592.0,166584.0,167040.0,167676.0,167784.0,167544.0,167104.0,167072.0,167864.0,167576.0,166884.0,167188.0,167524.0,167352.0,167060.0,167080.0,168552.0,167856.0,167120.0,167964.0,167164.0,166660.0,167064.0,166956.0,167784.0
227,169260.0,160576.0,161772.0,163356.0,161492.0,161156.0,160644.0,161328.0,162128.0,161532.0,167104.0,167228.0,166852.0,167704.0,167496.0,166300.0,167512.0,163824.0,167156.0,167444.0,162316.0,168064.0,167372.0,167552.0,170032.0,167148.0,167428.0,167544.0,168296.0,167236.0,167192.0,160676.0,166312.0,167544.0,166880.0,168008.0,167644.0,167384.0,167592.0,166880.0,168692.0,167072.0,161216.0,169212.0,166792.0,166844.0,166652.0,168124.0,170140.0,166592.0,165724.0,169924.0,166340.0,164508.0,168096.0,164532.0,164300.0,166468.0,162316.0,166500.0,164212.0,164376.0,166692.0,166072.0,167448.0,167116.0,166484.0,166716.0,166852.0,167980.0,166616.0,167304.0,166628.0,166412.0,165956.0,166780.0,166432.0,166692.0,166844.0,167644.0,167540.0,166996.0,167436.0,167288.0,167080.0,166412.0,166172.0,166404.0,167140.0,166908.0,166804.0,167044.0,168800.0,166112.0,165964.0,167376.0,167112.0,167176.0,167232.0,167100.0,166740.0,167192.0,166956.0,167096.0,166620.0,166648.0,166948.0,166708.0,166880.0,166932.0,166876.0,168188.0,166772.0,167340.0,168132.0,167692.0,166748.0,167024.0,167792.0,167932.0,167536.0,167080.0,167228.0,168012.0,167756.0,166884.0,167368.0,167672.0,167352.0,167208.0,167260.0,168676.0,167964.0,167244.0,167964.0,167256.0,166784.0,167040.0,167080.0,168064.0
228,169244.0,160576.0,161748.0,161788.0,161492.0,161156.0,160644.0,161328.0,162112.0,161532.0,167104.0,167228.0,166844.0,167704.0,167620.0,166300.0,167512.0,163824.0,167156.0,167420.0,162292.0,168040.0,167496.0,167552.0,170032.0,167248.0,167428.0,167544.0,168272.0,167236.0,167192.0,160652.0,166312.0,167544.0,166856.0,168008.0,167620.0,167384.0,167592.0,166880.0,168684.0,167072.0,161216.0,169212.0,166792.0,166844.0,166644.0,168124.0,170132.0,166568.0,165724.0,169900.0,166340.0,164508.0,168080.0,164532.0,164276.0,166468.0,162316.0,166500.0,164188.0,164352.0,166692.0,166064.0,167440.0,167116.0,166484.0,166716.0,166852.0,167088.0,166616.0,167304.0,166628.0,166404.0,165956.0,166780.0,166408.0,166676.0,166844.0,167628.0,167516.0,166980.0,167436.0,167288.0,167080.0,166388.0,166172.0,166404.0,167140.0,166900.0,166804.0,167020.0,167240.0,166088.0,165948.0,167352.0,167088.0,167176.0,167216.0,167076.0,166740.0,167192.0,166932.0,167096.0,166620.0,166648.0,166932.0,166708.0,166880.0,166908.0,166876.0,168156.0,166756.0,167340.0,168124.0,167692.0,166740.0,167024.0,167892.0,167908.0,167536.0,167080.0,167352.0,167988.0,167732.0,166884.0,167344.0,167648.0,167352.0,167184.0,167236.0,168800.0,167948.0,167244.0,167964.0,167256.0,166784.0,167040.0,167080.0,168064.0
229,169244.0,160576.0,161748.0,161788.0,161492.0,161156.0,160644.0,161328.0,162112.0,161532.0,167104.0,167228.0,166844.0,167704.0,167620.0,166300.0,167512.0,163824.0,167156.0,167420.0,162292.0,168040.0,167496.0,167552.0,170032.0,167248.0,167428.0,167544.0,168272.0,167236.0,167192.0,160652.0,166312.0,167544.0,166856.0,168008.0,167620.0,167384.0,167592.0,166880.0,168684.0,167072.0,161216.0,169212.0,166792.0,166844.0,166644.0,168124.0,170132.0,166568.0,165724.0,169900.0,166340.0,164508.0,168080.0,164532.0,164276.0,166468.0,162316.0,166500.0,164188.0,164352.0,166692.0,166064.0,167440.0,167116.0,166484.0,166716.0,166852.0,167088.0,166616.0,167304.0,166628.0,166404.0,165956.0,166780.0,166408.0,166676.0,166844.0,167628.0,167516.0,166980.0,167436.0,167288.0,167080.0,166388.0,166172.0,166404.0,167140.0,166900.0,166788.0,167020.0,167240.0,166088.0,165948.0,167352.0,167088.0,167176.0,167216.0,167076.0,166740.0,167192.0,166932.0,167096.0,166620.0,166648.0,166932.0,166708.0,166880.0,166908.0,166876.0,168156.0,166756.0,167340.0,168124.0,167692.0,166740.0,167024.0,167892.0,167908.0,167536.0,167080.0,167352.0,167988.0,167732.0,166884.0,167344.0,167648.0,167352.0,167184.0,167236.0,168800.0,167948.0,167244.0,167964.0,167256.0,166784.0,167040.0,167080.0,168064.0
230,169244.0,160576.0,161748.0,161788.0,161492.0,161156.0,160644.0,161328.0,162112.0,161532.0,167104.0,167228.0,166844.0,167704.0,167620.0,166300.0,167512.0,163824.0,167156.0,167420.0,162292.0,168040.0,167496.0,167552.0,170032.0,167248.0,167428.0,167544.0,168272.0,167236.0,167192.0,160652.0,166312.0,167544.0,166856.0,168008.0,167620.0,167384.0,167592.0,166880.0,168684.0,167072.0,161216.0,169212.0,166792.0,166844.0,166644.0,168124.0,170132.0,166568.0,165724.0,169900.0,166340.0,164508.0,168080.0,164532.0,164276.0,166468.0,162316.0,166500.0,164188.0,164352.0,166692.0,166064.0,167440.0,167116.0,166484.0,166716.0,166852.0,167088.0,166616.0,167304.0,166628.0,166404.0,165956.0,166780.0,166408.0,166676.0,166844.0,167628.0,167516.0,166980.0,167436.0,167288.0,167080.0,166388.0,166172.0,166404.0,167140.0,166900.0,166788.0,167020.0,167240.0,166088.0,165948.0,167352.0,167088.0,167176.0,167216.0,167076.0,166740.0,167192.0,166932.0,167096.0,166620.0,166648.0,166932.0,166708.0,166880.0,166908.0,166876.0,168156.0,166756.0,167340.0,168124.0,167692.0,166740.0,167024.0,167892.0,167908.0,167536.0,167080.0,167352.0,167988.0,167732.0,166884.0,167344.0,167648.0,167352.0,167184.0,167236.0,168800.0,167948.0,167244.0,167964.0,167256.0,166784.0,167040.0,167080.0,168064.0
231,169244.0,160576.0,161748.0,161788.0,161492.0,161156.0,160644.0,161328.0,162112.0,161532.0,167104.0,167228.0,166844.0,167704.0,167620.0,166300.0,167512.0,163824.0,167156.0,167420.0,162292.0,168040.0,167496.0,167552.0,170032.0,167248.0,167428.0,167544.0,168272.0,167236.0,167192.0,160652.0,166436.0,167544.0,166856.0,168008.0,167620.0,167384.0,167592.0,166880.0,168684.0,167072.0,161216.0,169212.0,166792.0,166844.0,166644.0,168124.0,170132.0,166568.0,165724.0,169900.0,166340.0,164508.0,168080.0,164532.0,164276.0,166468.0,162316.0,166500.0,164188.0,164352.0,166692.0,166064.0,167440.0,167116.0,166484.0,166716.0,166852.0,167088.0,166616.0,167304.0,166628.0,166404.0,165956.0,166780.0,166408.0,166676.0,166844.0,167628.0,167516.0,166980.0,167436.0,167288.0,167080.0,166388.0,166172.0,166404.0,167140.0,166900.0,166788.0,167020.0,167240.0,166088.0,165948.0,167352.0,167088.0,167176.0,167216.0,167076.0,166740.0,167192.0,166932.0,167096.0,166620.0,166648.0,166932.0,166708.0,166880.0,166908.0,166876.0,168156.0,166756.0,167340.0,168124.0,167692.0,166740.0,167024.0,167892.0,167908.0,167536.0,167080.0,167352.0,167988.0,167732.0,166884.0,167344.0,167648.0,167352.0,167184.0,167236.0,168800.0,167948.0,167244.0,167964.0,167256.0,166784.0,167040.0,167080.0,168064.0
232,169244.0,160576.0,161748.0,161788.0,161492.0,161156.0,160644.0,161328.0,162112.0,161532.0,167104.0,167228.0,166844.0,167704.0,167620.0,166300.0,170288.0,163824.0,167156.0,167420.0,162292.0,168040.0,167496.0,167552.0,170032.0,167248.0,167428.0,167544.0,168272.0,167236.0,167192.0,160652.0,166436.0,167684.0,166856.0,168008.0,167620.0,167384.0,167592.0,166880.0,168684.0,167072.0,161216.0,169212.0,166792.0,166844.0,166644.0,168124.0,170132.0,166568.0,165724.0,169900.0,166340.0,164508.0,168080.0,164532.0,164276.0,166468.0,162316.0,166500.0,164188.0,164352.0,166692.0,166064.0,167440.0,167116.0,166484.0,166716.0,166852.0,167088.0,166616.0,167304.0,166628.0,166404.0,165956.0,166780.0,166408.0,166676.0,166844.0,167628.0,167516.0,166980.0,167436.0,167288.0,167080.0,166388.0,166172.0,166404.0,167140.0,166900.0,166788.0,167020.0,167240.0,166088.0,165948.0,167352.0,167088.0,167176.0,167216.0,167076.0,166740.0,167192.0,166932.0,167096.0,166620.0,166648.0,166932.0,166708.0,166880.0,166908.0,166876.0,168156.0,166756.0,167340.0,168124.0,167692.0,166740.0,167024.0,167892.0,167908.0,167536.0,167080.0,167352.0,167988.0,167732.0,166884.0,167344.0,167648.0,167352.0,167184.0,167236.0,168800.0,167948.0,167244.0,167964.0,167256.0,166784.0,167040.0,167080.0,168064.0
233,169244.0,160668.0,161748.0,161788.0,161640.0,161312.0,160736.0,161484.0,162112.0,161656.0,167228.0,167228.0,166844.0,167704.0,167620.0,166300.0,167636.0,163824.0,167412.0,167420.0,162292.0,168040.0,167496.0,167708.0,170032.0,167248.0,167560.0,167792.0,168272.0,167236.0,173804.0,160652.0,166436.0,167668.0,166856.0,168132.0,167620.0,167384.0,167592.0,167012.0,168684.0,167204.0,161324.0,169336.0,166916.0,166968.0,166644.0,168304.0,170132.0,166568.0,165848.0,169900.0,166488.0,164600.0,168088.0,164632.0,164276.0,166468.0,162464.0,166648.0,164188.0,164352.0,166816.0,166064.0,167440.0,167116.0,166640.0,166840.0,166976.0,167088.0,166616.0,167304.0,166628.0,166404.0,166080.0,166780.0,166408.0,166676.0,166992.0,167628.0,167516.0,166980.0,167528.0,167412.0,167220.0,166480.0,166320.0,166528.0,167264.0,166900.0,166788.0,167020.0,167240.0,166212.0,165948.0,167352.0,167088.0,167176.0,167216.0,167076.0,166740.0,167192.0,166932.0,167228.0,166652.0,166648.0,166932.0,166708.0,166880.0,166908.0,167024.0,168156.0,166756.0,167472.0,168124.0,167840.0,166740.0,167280.0,167892.0,167908.0,167676.0,167228.0,167352.0,167988.0,167732.0,167072.0,167344.0,167648.0,167500.0,167184.0,167236.0,168800.0,167948.0,167244.0,168112.0,167256.0,166784.0,167132.0,167080.0,168064.0
234,169384.0,160668.0,161872.0,161928.0,161616.0,161312.0,160736.0,161484.0,162236.0,161656.0,167228.0,167352.0,166968.0,167852.0,167768.0,166416.0,167636.0,164048.0,167404.0,167544.0,162532.0,168188.0,167620.0,167708.0,170156.0,167388.0,167552.0,167792.0,168420.0,167360.0,167440.0,160800.0,166436.0,167668.0,166948.0,168132.0,167712.0,167476.0,167740.0,167012.0,168932.0,167204.0,161308.0,169336.0,166916.0,166968.0,166776.0,168280.0,170256.0,166692.0,165972.0,170080.0,166464.0,164600.0,168212.0,164756.0,164376.0,166624.0,162440.0,166624.0,164344.0,164500.0,166816.0,166220.0,167564.0,167208.0,166640.0,166840.0,166976.0,167212.0,166764.0,167436.0,166752.0,166528.0,166204.0,166996.0,166656.0,166800.0,166968.0,167784.0,167608.0,167104.0,167528.0,167536.0,167204.0,166480.0,166296.0,166528.0,167264.0,167048.0,166936.0,167168.0,167388.0,166212.0,166080.0,167444.0,167212.0,167300.0,167308.0,167200.0,166880.0,167316.0,167104.0,167220.0,166776.0,166772.0,167112.0,166888.0,167036.0,167032.0,167000.0,168304.0,166848.0,167464.0,168232.0,167816.0,166840.0,167272.0,168048.0,168040.0,167660.0,167204.0,167484.0,168136.0,167840.0,167048.0,167492.0,167796.0,167600.0,167332.0,167360.0,168940.0,168072.0,167368.0,168088.0,167412.0,166932.0,167132.0,167328.0,168204.0
235,169368.0,160668.0,161872.0,161912.0,161616.0,161312.0,160736.0,161484.0,162236.0,161656.0,167228.0,167352.0,166968.0,167952.0,167744.0,166392.0,167636.0,164040.0,167404.0,167544.0,162508.0,168164.0,167620.0,167708.0,170156.0,167372.0,167552.0,167792.0,168396.0,167484.0,167440.0,160900.0,166436.0,167668.0,167072.0,168132.0,167836.0,167460.0,167716.0,167012.0,168932.0,167204.0,161308.0,169336.0,166916.0,166968.0,166776.0,168280.0,170256.0,166692.0,165972.0,170056.0,166464.0,164600.0,168336.0,164756.0,164500.0,166624.0,162440.0,166624.0,164344.0,164476.0,166816.0,166220.0,167564.0,167208.0,166640.0,166840.0,166976.0,167212.0,166740.0,167428.0,166752.0,166528.0,166204.0,166996.0,166656.0,166800.0,166968.0,167784.0,167608.0,167104.0,167528.0,167536.0,167204.0,166480.0,166296.0,166528.0,167264.0,167148.0,166912.0,167144.0,167364.0,166212.0,166072.0,167444.0,167212.0,167300.0,167308.0,167324.0,166864.0,167316.0,167088.0,167220.0,166776.0,166896.0,167088.0,166864.0,167036.0,167032.0,167000.0,168280.0,166972.0,167464.0,168216.0,167816.0,166832.0,167272.0,168048.0,168032.0,167660.0,167204.0,167476.0,168112.0,167824.0,167048.0,167592.0,167772.0,167600.0,167308.0,167360.0,168924.0,168072.0,167368.0,168088.0,167412.0,166908.0,167132.0,167328.0,168188.0
236,169368.0,160668.0,161872.0,161912.0,161616.0,161312.0,160736.0,161484.0,162236.0,161656.0,167228.0,167352.0,166968.0,167952.0,167744.0,166392.0,167636.0,164040.0,167404.0,167544.0,162508.0,168164.0,167620.0,167708.0,170156.0,167372.0,167552.0,167792.0,168396.0,167484.0,167440.0,160900.0,166436.0,167668.0,167072.0,168132.0,167836.0,167460.0,167716.0,167012.0,168932.0,167204.0,161308.0,169336.0,166916.0,166968.0,166776.0,168280.0,170256.0,166692.0,165972.0,170056.0,166464.0,164600.0,168336.0,164756.0,164500.0,166624.0,162440.0,166624.0,164344.0,164476.0,166816.0,166220.0,167564.0,167208.0,166640.0,166840.0,166976.0,167212.0,166740.0,167428.0,166752.0,166528.0,166204.0,166996.0,166656.0,166800.0,166968.0,167784.0,167608.0,167104.0,167528.0,167536.0,167204.0,166480.0,166296.0,166528.0,167264.0,167148.0,166912.0,167144.0,167364.0,166212.0,166072.0,167444.0,167212.0,167300.0,167308.0,167324.0,166864.0,167316.0,167088.0,167220.0,166776.0,166896.0,167088.0,166864.0,167036.0,167032.0,167000.0,168280.0,166972.0,167464.0,168216.0,167816.0,166832.0,167272.0,168048.0,168032.0,167660.0,167204.0,167476.0,168112.0,167824.0,167048.0,167592.0,167772.0,167600.0,167308.0,167360.0,168924.0,168072.0,167368.0,168088.0,167412.0,166908.0,167132.0,167328.0,168188.0
237,169368.0,160668.0,161872.0,161912.0,161616.0,161312.0,160736.0,161484.0,162236.0,161656.0,167228.0,167352.0,166968.0,167952.0,167744.0,166392.0,167636.0,164040.0,167404.0,167544.0,162508.0,168164.0,167620.0,167708.0,170156.0,167372.0,167552.0,167792.0,168396.0,167484.0,167440.0,160900.0,168104.0,167668.0,167072.0,168132.0,167836.0,167460.0,167716.0,167012.0,168932.0,167204.0,161308.0,169336.0,166916.0,166968.0,166776.0,168280.0,170256.0,166692.0,165972.0,170056.0,166464.0,164600.0,168336.0,164756.0,164500.0,166624.0,162440.0,166624.0,164344.0,164476.0,166816.0,166220.0,167564.0,167208.0,166640.0,166840.0,166976.0,167212.0,166740.0,167428.0,166752.0,166528.0,166204.0,166996.0,166656.0,166800.0,166968.0,167784.0,167608.0,167104.0,167528.0,167536.0,167204.0,166480.0,166296.0,166528.0,167264.0,167148.0,166912.0,167144.0,167364.0,166212.0,166072.0,167444.0,167212.0,167300.0,167308.0,167324.0,166864.0,167316.0,167088.0,167220.0,166776.0,166896.0,167088.0,166864.0,167036.0,167032.0,167000.0,168280.0,166972.0,167464.0,168216.0,167816.0,166832.0,167272.0,168048.0,168032.0,167660.0,167204.0,167476.0,168112.0,167824.0,167048.0,167592.0,167772.0,167600.0,167308.0,167360.0,168924.0,168072.0,167368.0,168088.0,167412.0,166908.0,167132.0,167328.0,168188.0
238,169368.0,160668.0,161872.0,161912.0,161616.0,161312.0,160736.0,161484.0,162236.0,161656.0,167228.0,167352.0,166968.0,167952.0,167744.0,166392.0,167636.0,164040.0,167404.0,167544.0,162508.0,168164.0,167620.0,167708.0,170156.0,167372.0,167552.0,167792.0,168396.0,167484.0,167440.0,160900.0,166616.0,170732.0,167072.0,168132.0,167836.0,167460.0,167716.0,167012.0,168932.0,167204.0,161308.0,169336.0,166916.0,166968.0,166776.0,168280.0,170256.0,166692.0,165972.0,170056.0,166464.0,164600.0,168336.0,164756.0,164500.0,166624.0,162440.0,166624.0,164344.0,164476.0,166816.0,166220.0,167564.0,167208.0,166640.0,166840.0,166976.0,167212.0,166740.0,167428.0,166752.0,166528.0,166204.0,166996.0,166656.0,166800.0,166968.0,167784.0,167608.0,167104.0,167528.0,167536.0,167204.0,166480.0,166296.0,166528.0,167264.0,167148.0,166912.0,167144.0,167364.0,166212.0,166072.0,167444.0,167212.0,167300.0,167308.0,167324.0,166864.0,167316.0,167088.0,167220.0,166776.0,166896.0,167088.0,166864.0,167036.0,167032.0,167000.0,168280.0,166972.0,167464.0,168216.0,167816.0,166832.0,167272.0,168048.0,168032.0,167660.0,167204.0,167476.0,168112.0,167824.0,167048.0,167592.0,167772.0,167600.0,167308.0,167360.0,168924.0,168072.0,167368.0,168088.0,167412.0,166908.0,167132.0,167328.0,168188.0
239,169368.0,171188.0,161872.0,161912.0,170956.0,173876.0,172340.0,172932.0,162236.0,168300.0,168796.0,167352.0,166968.0,167952.0,167744.0,166392.0,167784.0,164040.0,176868.0,167544.0,162508.0,168164.0,167620.0,177172.0,170156.0,167372.0,178380.0,176544.0,168396.0,167484.0,167440.0,160900.0,166592.0,167916.0,167072.0,169700.0,167836.0,167460.0,167716.0,176476.0,168932.0,176296.0,162768.0,178800.0,175636.0,176308.0,166776.0,177744.0,170256.0,166692.0,172832.0,170056.0,167224.0,170004.0,168336.0,166052.0,164500.0,166624.0,163696.0,167508.0,164344.0,164476.0,171940.0,166220.0,167564.0,167208.0,173996.0,174692.0,172100.0,167212.0,166740.0,167428.0,166752.0,166528.0,167912.0,166996.0,166656.0,166800.0,172124.0,167784.0,167608.0,167104.0,172652.0,172040.0,172080.0,169288.0,167436.0,167832.0,167900.0,167148.0,166912.0,167144.0,167364.0,166848.0,166072.0,167444.0,167212.0,167300.0,167308.0,167324.0,166864.0,167316.0,167088.0,168788.0,167916.0,166896.0,167088.0,166864.0,167036.0,167032.0,167000.0,168280.0,166972.0,171100.0,168216.0,170756.0,166832.0,168280.0,168048.0,168032.0,168800.0,167840.0,167476.0,168112.0,167824.0,167808.0,167592.0,167772.0,168360.0,167308.0,167360.0,168924.0,168072.0,167368.0,169796.0,167412.0,166908.0,168396.0,167328.0,168188.0
