op_r_out_bytes,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
191,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
192,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
193,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
194,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
195,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
196,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
197,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
198,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
199,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
200,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
201,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
202,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
203,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
204,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
205,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
206,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
207,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
208,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
209,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
210,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
211,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
212,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
213,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
214,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
215,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
216,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
217,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
218,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
219,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
220,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
221,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
222,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
223,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
224,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
225,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
226,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
227,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
228,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
229,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
230,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
231,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
232,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
233,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
234,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
235,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
236,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
237,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
238,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
239,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
240,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
241,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
242,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
243,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
244,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
245,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
246,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
247,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
248,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
249,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
250,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
251,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
252,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
253,105866876895,50357550201,77548989301,95067864987,59798991320,62568280686,47179809008,59785034870,74972578289,52901874624,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
254,105867931615,50357735601,77549920421,95068804347,59799024280,62568280686,47180550608,59785063710,74973056209,52902142424,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
255,105868018135,50358547241,77550880381,95069430587,59799893600,62568309526,47180550608,59786316190,74973319889,52902871664,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105994038719,62005208807,74803310823,110347018017,75964714712,64561921715,68594875700,119295810831,40861150103
