op_r_out_bytes,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
92,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
93,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
94,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
95,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
96,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
97,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
98,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
99,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
100,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
101,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
102,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
103,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
104,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
105,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
106,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
107,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
108,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
109,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
110,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
111,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
112,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
113,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
114,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
115,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
116,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
117,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
118,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
119,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
120,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
121,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
122,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
123,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
124,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
125,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
126,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
127,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
128,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
129,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
130,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
131,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
132,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
133,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
134,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
135,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
136,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
137,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
138,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
139,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
140,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
141,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
142,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
143,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
144,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
145,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
146,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
147,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
148,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
149,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
150,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
151,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
152,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
153,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
154,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
155,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
156,105866876895,50357550201,77548886301,95067864987,59798991320,62567967566,47179582408,59785034870,74972578289,52901845784,28664308597,74883189885,59742591594,38412803408,132382183417,60710977192,37264288929,79693189546,53232820677,66805289689,47206361605,58149968720,100309104890,47218127191,72602170432,85502808194,40404692202,81436220635,74979549317,52058156868,52196067608,105993672039,62004829767,74802968863,110346989177,75964644672,64561892875,68594875700,119295810831,40861145983
