subop_w_in_bytes,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
190,73295763103,97122820626,87283262966,78225557095,92011168340,75780021136,76760764311,104120169679,92918206330,84570957153,77135181813,80418353649,68136185191,88464630780,82360686600,85616669948,86202503961,84742441166,72484015126,76203849511,88650458255,85954240593,79413811200,93494578350,74905260521,87384623116,82015620906,94032029559,82108865706,87236577281,77056532350,96082058377,80697982251,77532780043,82133134815,77059301117,89353793020,103181205851,83534658967,76466273119
191,73296791192,97123814586,87284047443,78226677751,92012040516,75780903052,76761845994,104121139306,92919458539,84572399395,77136161182,80419240436,68137130444,88465527305,82361558759,85617444669,86203527177,84743308454,72485009097,76204609611,88651281697,85955215086,79414610285,93495601551,74905791616,87385568382,82016434608,94032999180,82109635542,87237566407,77057813782,96082969536,80699044448,77534090731,82134469873,77060416938,89355132957,103182316747,83535638350,76467150162
192,73297858262,97124715999,87285007330,78227593764,92013044254,75782004232,76762528155,104121948138,92920242990,84573325169,77136823828,80420156468,68138046470,88466438457,82362240904,85618331481,86204311647,84744136764,72485934847,76205574356,88652431585,85955955712,79415550674,93496624767,74906902539,87386689044,82017301910,94033851870,82110507714,87238570157,77058773636,96083710151,80699921484,77535123697,82135195869,77061308618,89355927170,103183232754,83536466669,76468071063
193,73298793783,97125670997,87285874643,78228641339,92014164927,75783085929,76763229798,104122995733,92921324671,84574572509,77137759340,80421160218,68138899138,88467451929,82363127693,85619359571,86205286150,84745057650,72487118852,76206646308,88653113734,85956564770,79416330271,93497555400,74907687000,87387400413,82018305641,94034675323,82111243451,87239417978,77059952755,96084655420,80701032392,77536293076,82136311660,77062487769,89357140412,103184645737,83537397313,76469230731
194,73299743904,97126708830,87286727344,78229508632,92015027354,75784021443,76764408934,104124018949,92921962950,84575585971,77138563290,80422115240,68139717715,88468319228,82363956026,85620402287,86206017029,84745608226,72488029992,76207435663,88654000515,85957334635,79417182959,93498559122,74908607869,87388335931,82019153448,94035294131,82111954834,87240251186,77060722587,96085361941,80701811978,77537038553,82137062022,77063345342,89357910258,103185259655,83538405935,76469912878
195,73300396819,97127376363,87287584903,78230673144,92015787465,75784762058,76765076458,104124998318,92923473401,84576882032,77139464699,80423162830,68140536291,88469376577,82364828196,85621191625,86206835609,84746767856,72489131155,76208322451,88654858073,85958133738,79418050274,93499387436,74909328999,87389144749,82019952526,94036317353,82112734433,87241035668,77061541153,96086209757,80702611071,77538159210,82138012166,77064198038,89358602156,103185868699,83539312214,76470950731
196,73301424919,97128287515,87288578883,78231672004,92016859401,75785634228,76765972983,104125592767,92923897299,84578182972,77140273545,80424000911,68141413335,88470126936,82365607782,85622214857,86207551858,84747679003,72490032550,76209165396,88655949494,85959049767,79418878598,93500590931,74910113454,87390124126,82020970872,94037213891,82113572492,87241980952,77062720279,96087169648,80703497856,77539226287,82139049991,77065050727,89359820267,103187247574,83540018717,76471764451
197,73302448137,97129335097,87289436452,78232549047,92017663360,75786340716,76766679498,104126674463,92924978961,84579649594,77141048270,80424887711,68142319610,88471028346,82366382509,85623121141,86208555606,84748336796,72491245783,76209891404,88656797293,85959707556,79419784894,93501755458,74910863809,87391171692,82021711494,94037993476,82114279004,87242755674,77063733739,96088022336,80704160505,77540307966,82139936773,77066151926,89360819132,103188051501,83541007817,76472865636
198,73303412881,97130372931,87290420713,78233757404,92018749923,75787315210,76767926855,104127697685,92926177563,84580624087,77141803501,80425852460,68143284363,88471846920,82367186461,85623959214,86209257258,84749233317,72491893820,76210734331,88657878975,85960360477,79420666818,93502837133,74911555692,87391975643,82022817542,94038890003,82115034235,87243603491,77064566904,96088753217,80705096031,77541072932,82140774851,77066912043,89361657192,103189206225,83541802023,76473752427
199,73304392236,97131376652,87291268535,78234878075,92019763392,75788294579,76768760071,104128818353,92927191022,84582178413,77142519752,80426934168,68144039598,88472680125,82367878350,85624884985,86209978391,84750022650,72492926767,76211474954,88658717044,85961291129,79421563351,93503782380,74912554529,87392862430,82023694590,94039937586,82115877171,87244709561,77065536523,96089649749,80706148491,77542354385,82141495980,77067735507,89362656042,103190092988,83542557270,76474478437
200,73305332626,97132453469,87292340477,78235716131,92020728139,75789030323,76769719944,104129773361,92928175258,84583269827,77143260368,80427791732,68144872784,88473698459,82368701789,85625752289,86210767749,84750748632,72493886633,76212464080,88659579464,85962036614,79422264998,93504625324,74913338986,87393851538,82024634971,94040722060,82116554440,87245498898,77066705888,96090595015,80707098619,77543333748,82142704367,77068797724,89363611060,103191452368,83543483042,76475633218
201,73306487402,97133593620,87293480641,78237099912,92021809845,75790131508,76770845490,104130747868,92929159476,84584595130,77143981492,80428649291,68145623149,88474336745,82369305978,85626307750,86211513229,84751411285,72494510314,76213136484,88660588057,85963020872,79423317450,93505853183,74914186791,87394835766,82025492521,94041691680,82117553288,87246590332,77067690110,96091296655,80707809993,77544527495,82143659359,77069538340,89364429640,103191910366,83543980026,76476256898
202,73307335201,97134592485,87294382070,78238015919,92022798958,75791042666,76771756648,104131673650,92930172954,84585920413,77144649031,80429584820,68146534295,88475179680,82370129422,85627121451,86212141782,84752147023,72495392219,76213838108,88661674617,85963805336,79424252953,93506988449,74915024832,87395849224,82026481630,94042378687,82118420589,87247603807,77068830256,96092256539,80708779599,77545321699,82144521777,77070517733,89365262837,103193021273,83544905793,76476992665
203,73308285328,97135581583,87295327333,78239195049,92023880650,75792051268,76772916302,104132726109,92931405678,84587138531,77145340917,80430242609,68147318762,88475964143,82370835936,85627944895,86213106540,84753014319,72496332593,76214690797,88662678342,85964697011,79425232331,93508235784,74916169862,87396794458,82027383046,94043548076,82119385348,87248748856,77069765754,96093050750,80709564064,77546218236,82145618080,77071346071,89366290929,103193859304,83545807193,76478098727
204,73309352401,97136546328,87296472377,78240354679,92024962338,75792972170,76773846948,104133686003,92932594542,84588712342,77146120514,80431041699,68148142202,88476724238,82371625278,85628924271,86213891005,84754071634,72497404532,76215528860,88663360485,85965213504,79425992458,93509068980,74916847133,87397393774,82028133398,94044069428,82119809254,87249231242,77070842568,96094034990,80710523934,77547460715,82146641298,77072442397,89367265418,103194828908,83546732955,76479024493
205,73310312278,97137642638,87297437131,78241241449,92025985573,75793946664,76774850685,104134728723,92933588531,84589979196,77146827017,80431904141,68149072848,88477308929,82372361020,85629889031,86214519569,84754719665,72498237718,76216040472,88664456783,85966022342,79426772053,93509833958,74917670574,87398285426,82029171231,94044956226,82120710670,87250176515,77071841409,96094912041,80711410701,77548347497,82147513467,77073426673,89368444553,103195783889,83547731820,76480291353
206,73311038279,97138456325,87298192375,78242191566,92026979560,75794833451,76775771594,104135561937,92934806650,84590617484,77147728430,80433180721,68150032721,88478288300,82373340383,85630468855,86215469706,84755791608,72499329135,76217092927,88665553074,85967133271,79427658836,93511164127,74918645053,87399406082,82030096997,94046018420,82121514625,87251160760,77072918206,96095808578,80712404673,77549390196,82148302786,77074118586,89369341090,103196841171,83548457814,76480773728
207,73311993278,97139630610,87299191250,78243317107,92027710435,75795583823,76776726591,104136468247,92935293892,84592118192,77148702926,80434203963,68151041324,88479355379,82374168697,85631609013,86216380857,84756541950,72500401059,76218135643,88666454477,85968020062,79428813618,93512314033,74919419777,87400258748,82031217642,94046978300,82122420906,87252188844,77074038862,96096554075,80713345044,77550238004,82149267534,77075234405,89370627416,103197971580,83549398212,76482006454
208,73313104196,97140619722,87300112168,78244208761,92028714182,75796709370,76777666993,104137423257,92936560733,84593341167,77149589705,80435178462,68151874509,88480120352,82375143174,85632466563,86217374840,84757691832,72501390159,76219158856,88667458214,85968945825,79429715034,93513498047,74920311438,87401267339,82032367539,94048006385,82123297947,87253202331,77074993853,96097494467,80714153876,77551266085,82150183561,77076057859,89371314441,103198551389,83550621216,76482761684
209,73314156640,97141623449,87301047681,78245314798,92029508402,75797220977,76778509933,104138412387,92937681392,84594627478,77150388794,80436230930,68152663856,88481002283,82375835069,85633465423,86218115453,84759017140,72502418245,76220191821,88668379109,85969886206,79430572590,93514467665,74920964342,87402183357,82033449219,94048785986,82124145760,87254089129,77075997566,96098264320,80715099126,77552133375,82151231146,77076930048,89372298675,103199978988,83551025619,76483677698
210,73315160366,97142710004,87302041687,78246308781,92030492645,75798556041,76779586746,104139567172,92938836148,84595670176,77151041698,80437220054,68153643220,88481893960,82376746227,85634625100,86218948657,84759450789,72503421977,76221093231,88669363353,85970699918,79431478887,93515549351,74922002166,87403040902,82034360376,94049643547,82125017931,87255073376,77076996412,96099092640,80716000540,77553015286,82152346942,77077758392,89373117243,103200778054,83552078084,76484554754
211,73316017918,97143616282,87302884645,78247297895,92031379444,75799433095,76780761016,104140278555,92939669342,84596898022,77151991830,80438248151,68154656689,88482965909,82377511198,85635541125,86220044956,84760288838,72504474414,76222009264,88670347591,85971542858,79432375434,93516747977,74922742771,87404078726,82035437203,94050549833,82125826763,87255965050,77077970886,96100067138,80716858086,77553994634,82153004724,77078567235,89374120967,103201650196,83552877176,76485368459
212,73316899831,97144507934,87303771462,78248248022,92032271107,75800392976,76781223912,104141384602,92940790008,84598325635,77152829899,80439354220,68155582456,88483979387,82378456457,85636510754,86220663767,84761097659,72505541470,76222857067,88671248988,85972663539,79433325566,93517863771,74923800083,87404994758,82036338616,94051480479,82126596618,87257144209,77078998972,96100949062,80717691281,77555339416,82154120521,77079561237,89375270872,103202512593,83554139149,76486401431
213,73317806107,97145350880,87304570563,78249266364,92033133534,75801309003,76782008369,104142086238,92941628072,84599227040,77153736163,80440562615,68156644650,88484900298,82379362721,85637343962,86221725975,84762111116,72506623144,76223841304,88672272204,85973623442,79434241593,93519013671,74924730722,87406130041,82037205907,94052323421,82127556496,87257982280,77080095268,96101962543,80718753465,77556547762,82155324027,77080404186,89376518238,103203901206,83554733586,76487531858
214,73318600316,97146330237,87305335565,78250216501,92034054450,75802117822,76782987733,104143021760,92942695139,84600435403,77154452417,80441386079,68157351156,88485869925,82379986403,85638357455,86222393510,84763066106,72507505042,76224616022,88673271067,85974529728,79435362273,93520051504,74925700337,87407007085,82038404533,94053332028,82128379942,87259063972,77080991799,96102722651,80719703587,77557376068,82156313130,77081290998,89377721756,103204685658,83555673978,76488598931
215,73319516350,97147290117,87306159023,78251176371,92034785328,75803219005,76783884273,104144015745,92943718339,84601785076,77155295351,80442448284,68158408496,88486863912,82380946275,85639317344,86223153626,84763743368,72508464910,76225585643,88674191964,85975382413,79436088277,93521103951,74926431213,87407791552,82039344911,94054165213,82129203388,87260087198,77082073463,96103521743,80720692693,77558077702,82157131714,77082207042,89378691388,103205504214,83556677716,76489427286
216,73320388520,97148323077,87307011704,78252141119,92035969349,75804135022,76784644378,104144770992,92944449201,84602662113,77156026228,80443525103,68159417096,88487638640,82381755125,85640140800,86223972203,84764649636,72509658650,76226638105,88675176199,85976259467,79436970211,93522278227,74927508020,87409058369,82040260927,94055120228,82130080434,87261032467,77083164872,96104408533,80721438177,77559256827,82158062358,77083240022,89379690249,103206507919,83557486547,76490323822
217,73321363003,97149239105,87307708471,78253154570,92036641734,75804982833,76785599386,104145740615,92945150831,84604128734,77156893519,80444489865,68160225930,88488583900,82382758853,85640954520,86224712819,84765682580,72510628266,76227573641,88676072733,85977194994,79437954474,93523316061,74928316837,87409940283,82041147709,94055821859,82131059804,87262016726,77084280654,96105358685,80722607560,77560348242,82159134300,77084082963,89380820658,103207662677,83558222297,76491351923
218,73322254669,97150306190,87308819416,78254226486,92037747792,75805928093,76786359500,104146666383,92946135075,84605064230,77157541564,80445371792,68161307620,88489611998,82383635901,85641904656,86225550880,84766471903,72511412725,76228362978,88677017987,85978115899,79438851012,93524431852,74929218242,87411060930,82041995526,94056791472,82131922239,87262981489,77085474391,96106133413,80723538188,77561274020,82160084433,77084911284,89381848761,103208466616,83559099347,76492180255
219,73323487399,97151543784,87309764682,78255186357,92038654069,75806800289,76787460681,104147519067,92947509099,84606686749,77158335773,80446292682,68162199272,88490206429,82384493455,85642698865,86226140451,84767158908,72512348216,76229123084,88678080163,85979031933,79439879109,93525708427,74930197603,87412006181,82043111324,94057824433,82132604402,87263892649,77086580433,96106966601,80724537049,77562282626,82160703233,77085720125,89382862238,103209450838,83560171298,76493042683
220,73324335205,97152708299,87310763556,78256482405,92039998883,75808223066,76788537493,104148556911,92948410494,84607831766,77159110497,80447379262,68163090940,88491229645,82385209705,85643629513,86227105194,84768055433,72513303206,76229975762,88678781785,85979782296,79440683074,93526619573,74931025922,87412766276,82043993236,94058540687,82133427847,87264842785,77087608503,96107790050,80725526159,77563286353,82161828765,77086655652,89384075480,103210673796,83561009350,76494114626
221,73325338913,97153668177,87311548038,78257461767,92040836941,75809041643,76789550979,104149341399,92949287533,84608650334,77160138578,80448270927,68164162882,88492126180,82386018524,85644720956,86227845811,84768971440,72514721097,76230925895,88679736781,85980683699,79441374973,93527837687,74931888344,87413618961,82045021321,94059325142,82134183077,87266060929,77088573255,96108720694,80726393457,77564031837,82163037155,77087386530,89384762498,103211355923,83561452744,76494889363
222,73326181849,97154593942,87312498190,78258533708,92041670125,75809947924,76790320833,104150296410,92950330235,84609819708,77160942536,80449323392,68164806041,88492925251,82386934559,85645529788,86228552323,84769941051,72515583514,76231685996,88680730769,85981536387,79442607714,93529279929,74932818981,87414754244,82046244295,94060616353,82135103968,87266782066,77089640311,96109446703,80727353332,77565206098,82163836235,77088346417,89385688277,103212398613,83562373644,76495615367
223,73327117368,97155631769,87313638373,78259620267,92042527684,75810766503,76791456133,104151222198,92951343700,84610842922,77161868298,80450322260,68165829264,88494011801,82387796996,85646669950,86229434238,84770939879,72516548249,76232723836,88681724741,85982315985,79443470154,93530025416,74933574194,87415538703,82047033639,94061040251,82135820227,87267396008,77090595303,96110391959,80728201138,77566229299,82164747401,77089096776,89386925874,103213509524,83563328644,76496818873
224,73328101593,97156713466,87314710327,78260843232,92043638608,75811872565,76792474479,104152260046,92952366901,84612290045,77162725849,80451384462,68166774527,88494874221,82388795864,85647478779,86230374639,84771938723,72517571466,76233859150,88682796686,85983124815,79444522610,93531009652,74934460958,87416483945,82048017864,94062131710,82136716768,87268584899,77091711087,96111298245,80729126893,77567218401,82165536739,77090085906,89387876005,103214503496,83564269042,76497725158
225,73329129679,97157527166,87315762794,78262012605,92044910324,75812769100,76793356402,104153127350,92953526536,84613854077,77163578527,80452573341,68167807484,88495882826,82389375683,85648360696,86231339390,84773000914,72518711599,76234663110,88683990441,85984026229,79445575066,93532110811,74935342866,87417575372,82048880295,94063174419,82137613302,87269535040,77092583244,96112019375,80729906492,77567934657,82166287098,77090763201,89388718939,103215458477,83565404329,76498451159
226,73330128549,97158784271,87316371858,78262855529,92045724041,75813587686,76794360132,104154282151,92954705646,84615306060,77164265536,80453528348,68168640674,88496837842,82390535328,85649169540,86232104372,84773790242,72519671451,76235564525,88684843111,85985029955,79446500848,93533246097,74936146817,87418432926,82050064299,94063910170,82138621890,87270597259,77093669802,96113027987,80731007647,77569079680,82167568544,77091727980,89389688572,103216437820,83566354471,76499225884
227,73330903272,97159641828,87317375602,78263868997,92046693663,75814342929,76795173841,104154886348,92955553458,84615924864,77164903829,80454356672,68169585923,88497661280,82391227226,85650075821,86232913206,84774696505,72520499755,76236465941,88685968636,85985907000,79447353535,93534439844,74937077439,87419563326,82051009549,94064801836,82139625614,87271571745,77094878147,96113763731,80732172146,77570136999,82168596633,77092912007,89390935919,103217519503,83567441038,76500253995
228,73331955717,97160587077,87318004159,78264887339,92047814330,75815312547,76796046014,104155943661,92956372022,84617357358,77165595718,80455399391,68170355775,88498406780,82391753453,85650860287,86233722045,84775286066,72521284225,76237289399,88686879785,85986628123,79448123391,93535312020,74937930111,87420352664,82051818373,94065347557,82140322369,87272502386,77095847761,96114621289,80732922517,77570697322,82169390852,77093735459,89391661912,103218430652,83568040348,76501208995
229,73332788908,97161366679,87319046887,78265564611,92048740103,75815863137,76796923071,104156669663,92957497546,84618400064,77166287613,80456446980,68171227956,88499264334,82392723082,85651825020,86234516259,84776090018,72522458480,76238005664,88687732474,85987588011,79449195330,93536695799,74939031283,87421015311,82052822092,94066195383,82141077596,87273335587,77096797863,96115396013,80733877509,77571915440,82170029146,77094690472,89392714358,103219390513,83569068451,76502144507
230,73333651330,97162331438,87319992152,78266485500,92049636638,75816964328,76797863460,104157415159,92958286889,84619632786,77167115932,80457626137,68172066021,88500238830,82393566023,85652950546,86235320207,84776903706,72523393986,76239004522,88688848266,85988499168,79450164972,93537504615,74940127573,87422023916,82053952502,94067267323,82141901034,87274407533,77097665143,96116180494,80734808160,77572709648,82171203408,77095401861,89393503708,103220199321,83569731107,76502938719
231,73334586838,97163369275,87320898432,78267396654,92050669611,75817768287,76798794088,104158453009,92959163928,84620558548,77167934509,80458746819,68172957681,88501242548,82394467435,85653929909,86236319075,84777922044,72524573113,76239935163,88689895852,85989400576,79451003038,93538839671,74940863303,87422891206,82054849025,94068095642,82142651391,87275352811,77098717582,96116935730,80735748540,77573742602,82171963507,77096274036,89394570776,103221110467,83570690986,76504074013
232,73335283589,97164085535,87321687791,78268200607,92051234809,75818513775,76799281336,104159169263,92960050717,84621620742,77168753089,80459628751,68173922428,88502051394,82395183692,85654748490,86236947624,84778852678,72525513491,76240958387,88690938564,85990365325,79451962927,93539994430,74941701363,87424075208,82055662726,94069031159,82143679478,87276673270,77099648208,96117837128,80736625572,77574644014,82172996478,77097136479,89395218802,103221963125,83571568026,76504800020
233,73336404257,97165040540,87322803580,78269394360,92052423685,75819688033,76800440978,104160241223,92960864408,84622682929,77169659367,80460676346,68174697163,88502874845,82396016888,85655698644,86237907509,84779719974,72526371036,76241674648,88691898444,85991247254,79452864336,93540998153,74942500427,87424859680,82056661583,94069869228,82144376248,87277428518,77100642188,96118592365,80737502615,77575750060,82173907613,77098052524,89396305359,103222922967,83572386597,76505633211
234,73337393364,97166248909,87323846294,78270456555,92053378696,75820657653,76801342379,104161210863,92961980191,84624105673,77170429203,80461650843,68175603441,88503771377,82396908549,85656673160,86238691991,84780533658,72527403980,76242327566,88692931417,85992124304,79453926545,93542279589,74943591849,87425960838,82057538626,94070775513,82145428714,87278563808,77101572816,96119552243,80738355278,77576588128,82174687205,77098812634,89397274977,103223980288,83573249048,76506495642
235,73338304514,97167169794,87324689245,78271289741,92054245991,75821320312,76802141465,104162199984,92962720791,84625153249,77171184438,80462557130,68176641276,88504663039,82397415285,85657296842,86239500827,84781410694,72528417434,76243380012,88693857192,85993123172,79454813337,93543366136,74944580954,87426881721,82058751866,94071818230,82146451921,87279606540,77102732433,96120624186,80739198211,77577738026,82175856587,77099694562,89398459007,103225251943,83573916571,76507713786
236,73339410574,97168173527,87325610154,78272410400,92055132780,75822358159,76803301121,104163111148,92963924283,84626390843,77172080977,80463638837,68177479352,88505520599,82398594414,85658446747,86240348626,84782365694,72529518596,76244447069,88694690383,85993829685,79455563705,93544462425,74945345927,87427865952,82059463243,94072661164,82147231506,87280795448,77103784875,96121491477,80740382214,77578887924,82176777493,77100907830,89399574794,103226197184,83575266225,76508615209
237,73340370437,97169318544,87326662627,78273531051,92056282677,75823215715,76804265866,104164090518,92965142387,84627881799,77172997004,80464637700,68178307674,88506446376,82399266820,85659314047,86241123360,84783193993,72530473592,76245124334,88695835412,85994658013,79456586923,93545734143,74946023198,87428864800,82060354896,94073586922,82148045209,87281886908,77104944509,96122388020,80741400549,77579838048,82177805597,77101726435,89400398232,103227332455,83576036078,76509492268
238,73341340068,97170293037,87327651764,78274334997,92057325394,75824156097,76805293966,104165313507,92966370247,84629021964,77173874055,80465821732,68179145739,88507201613,82400275415,85660376249,86241912701,84784158734,72531223949,76246176786,88696863509,85995525316,79457600399,93546752504,74946934331,87429805180,82061217315,94074298308,82148878406,87282486222,77106011565,96123323525,80742336059,77580685843,82178784970,77102730178,89401421456,103228189975,83576922850,76510252383
239,73342207362,97171233413,87327914873,78275523866,92058217082,75824979549,76806107671,104165907955,92967120607,84630147493,77174726733,80466801110,68180183577,88508293050,82401040390,85661136359,86242760527,84784948057,72531901225,76247019724,88697930575,85996421858,79458482319,93547702639,74947874721,87430823526,82062299001,94075277681,82149672608,87283587393,77107205309,96124312656,80743344645,77582025757,82179929995,77103597497,89402624962,103229339850,83577804762,76511431535
240,73343152625,97172110455,87329230443,78276478857,92059167215,75825837103,76806877531,104166633964,92967973278,84631497166,77175754825,80467863313,68181201925,88509291901,82402048985,85662125477,86243968909,84785932288,72532909810,76247813926,88699070712,85997435334,79459685818,93548876905,74948873544,87431880865,82063297856,94076179092,82150671475,87284508292,77108077467,96125350507,80744358116,77583126930,82181001934,77104727924,89403609194,103230275343,83578706172,76512430400
241,73344253805,97173240882,87330243932,78277565410,92060273274,75827035746,76807803308,104167701048,92969132926,84632866326,77176417489,80468828062,68181986405,88510115356,82402862687,85663022026,86244436662,84786877513,72534064579,76248905363,88700084169,85998307509,79460431308,93549778298,74949575184,87432792013,82064335689,94077299763,82151460817,87285521775,77109154276,96126242189,80745532376,77583969873,82182088493,77105687808,89404817563,103231337518,83579812217,76513424384
242,73345174700,97174088691,87331120973,78278364471,92061077236,75827829957,76808938595,104168743765,92970024576,84633972371,77177153231,80469880536,68183077826,88511133702,82403856662,85664069602,86245537857,84787759414,72534888028,76249689816,88701097662,85999155329,79461474030,93550986677,74950413232,87433556987,82065300431,94077884458,82152347609,87286364711,77110265173,96127085135,80746404542,77585036957,82183048376,77106477160,89405402262,103232813841,83580684388,76514496344
243,73346134585,97175058296,87332051615,78279567937,92061959169,75828931135,76809854624,104169893672,92970999072,84635132018,77177854863,80470606538,68184018215,88512005879,82404373150,85664625059,86246229758,84788636448,72536164589,76250747146,88701857755,85999876458,79462224383,93552136571,74951295146,87434375542,82066235942,94078844342,82153029751,87287665675,77111239653,96128069366,80747413129,77586089419,82184169038,77107417561,89406561916,103233457003,83581400634,76515714485
244,73347299113,97175867136,87333045607,78280727566,92062933670,75829774067,76810726812,104170892529,92972129471,84636413458,77178580856,80471595667,68184700364,88512809846,82405147868,85665570322,86247072709,84789698647,72536822378,76251414679,88702993028,86000875330,79463101439,93553305956,74952113712,87435247702,82067205565,94079697031,82153716768,87288430653,77112423656,96128985393,80748421722,77587258805,82185255614,77108202041,89407395104,103234519182,83582258195,76516240718
245,73348146920,97177046271,87333927534,78281682549,92064068949,75830675477,76811813376,104171677011,92973128312,84637631581,77179331208,80472326553,68185577418,88513774594,82406112613,85666418133,86247910765,84790195640,72537894311,76252437902,88704055233,86001752389,79464139274,93554412005,74953234371,87436280659,82068243396,94080681258,82154598692,87289819305,77113495589,96129925785,80749430332,77588345351,82186371404,77109303226,89408739905,103235376716,83583359380,76517142131
246,73349238353,97178132840,87334960498,78282812948,92064931371,75831752293,76812899945,104172709985,92974146640,84638659652,77180261859,80473515428,68186547036,88514661387,82406940933,85667436491,86248778064,84791150638,72538975992,76253227247,88705190503,86002736635,79465108896,93555761663,74954296558,87437201553,82069237374,94081611902,82155490364,87290628140,77114699075,96130871037,80750546125,77589524477,82187540797,77110448279,89409992139,103236604554,83584260790,76518321276
247,73350281069,97179307099,87335915505,78283914107,92066154375,75832907094,76813913423,104173962222,92975384238,84640350396,77181051203,80474402229,68187433821,88515479971,82407744890,85668255067,86249747693,84792047153,72539950478,76254104301,88706150383,86003745241,79466078514,93556843335,74955168716,87438336830,82070075425,94082586409,82156450238,87291578278,77115507893,96131675000,80751359832,77590416142,82188291153,77111252242,89410718137,103237418238,83585327862,76519295772
248,73351119128,97180281593,87336763323,78284951917,92067060661,75833949814,76815014610,104174814904,92976334366,84641417455,77181772340,80475298770,68188120830,88516308290,82408612190,85668961577,86250712451,84792729283,72540959078,76254786439,88707207695,86004632041,79466965311,93557988346,74956182185,87439394151,82071137625,94083609630,82157341902,87292650243,77116667532,96132493576,80752173522,77591507565,82189036643,77112158546,89411580555,103238446297,83586180550,76520085121
249,73352210544,97181290214,87337552673,78285989739,92068103389,75834783000,76815959870,104175945321,92977357565,84642630689,77182512958,80476263547,68189070962,88517185344,82409347929,85670057884,86251311769,84793698904,72541855582,76255843761,88708074999,86005494470,79468012890,93559128485,74957044604,87440222464,82072170590,94084384361,82157931466,87293644238,77117812530,96133448591,80753084671,77592340751,82190206045,77113118445,89412647634,103239430507,83587042977,76520903701
250,73353146065,97182332920,87338429715,78286988593,92069043794,75835772118,76816885643,104176734666,92978263821,84644136250,77183375379,80477291639,68190006482,88518057520,82410312682,85671300358,86252266777,84794707509,72542883659,76256920571,88708966657,86006425118,79468914300,93560244284,74957950879,87441294393,82073413073,94085266276,82158667215,87294647958,77118889319,96134364609,80754132244,77593412692,82191024608,77114088078,89413680619,103240351384,83588105182,76521732023
251,73354101061,97183273308,87339272666,78288031281,92069852633,75836848939,76817923490,104177753024,92979408857,84645437204,77184223188,80478241794,68191044315,88519256137,82411194593,85672109182,86253251025,84795511442,72543765562,76257753767,88710009365,86007263187,79470039845,93561530613,74958779181,87442034997,82074265758,94086045874,82159529649,87295539624,77120141517,96135587598,80755004401,77594801346,82192423006,77114979763,89414674601,103241564604,83588948135,76522799103
252,73354948868,97184447588,87340349494,78289117827,92070851489,75837701623,76818873613,104178839598,92980402837,84646908679,77184885842,80479148072,68191555932,88520206275,82411857239,85672898527,86254059849,84796354362,72545100602,76258772114,88711144657,86008286402,79470868169,93562393028,74959617222,87442994862,82075323087,94086952178,82160382329,87296499511,77121145239,96136440284,80755822965,77595439629,82193202590,77115910405,89415658845,103242690098,83590234446,76523875937
253,73355947736,97185383103,87341241177,78290214132,92071933192,75838646889,76819760407,104179789748,92981318841,84648136517,77185797006,80480039736,68192744822,88521054107,82412690418,85673960733,86254654298,84797499381,72545977641,76259478622,88712011947,86009158570,79471686748,93563338277,74960445534,87443842662,82076180647,94087863329,82161205774,87297425288,77122051495,96137448895,80756836424,77596628505,82194167340,77116728992,89416716162,103243498924,83590989688,76524709135
254,73356649363,97185962930,87341859992,78290925501,92072586102,75839392371,76820452309,104180544978,92982234863,84648974573,77186732515,80481048340,68193456210,88521921411,82413557722,85674784177,86255580080,84797918399,72547034959,76260433620,88712952329,86009943047,79472563789,93564181217,74961244607,87444812275,82076969976,94088691655,82161912274,87298170784,77122801836,96138038458,80757625763,77597612753,82195049257,77117528101,89417753996,103244673142,83591696197,76525620288
