subop_w_in_bytes,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
0,73116013097,96932214872,87105820461,78028492487,91825082985,75598082432,76579887697,103935755029,92723713870,84337036208,76980987587,80227404217,67960528025,88288441770,82199714941,85444553835,86040483332,84572228299,72292567820,76032337971,88460959056,85789140343,79234308249,93281745175,74736055801,87203534561,81830282567,93856751934,81944244600,87051831255,76856909818,95910678054,80518734939,77334880865,81946909164,76878626937,89158207095,102992703888,83360009671,76288826078
1,73116558809,96932853170,87106385662,78028940743,91825628706,75598423504,76580301856,103936164320,92724244970,84337591666,76981552789,80228032774,67961137076,88288958244,82200070625,85444899782,86040848771,84572657066,72292913760,76032742379,88461704524,85789798125,79234917309,93282349363,74736659984,87204114376,81830701600,93857117363,81944678243,87052450082,76857606570,95911194541,80519309897,77335450930,81947532844,76879187287,89158665107,102993200873,83360608995,76289391288
2,73117582023,96933798435,87107248102,78030071150,91826554474,75599539301,76581125291,103937260623,92725292553,84338926705,76982371356,80229260662,67962145680,88289893770,82200996396,85445932749,86041735563,84573577969,72293800525,76033551217,88462727740,85790714168,79235813839,93283484637,74737649072,87204957305,81831593258,93858184434,81945496819,87053151721,76858751593,95912120308,80520152838,77336610568,81948487862,76879918164,89159678581,102994126607,83361593230,76290585060
3,73118512667,96934826521,87108052062,78031006650,91826905286,75600469955,76582138765,103938074318,92726218313,84340003507,76983189933,80230244914,67963037334,88290887758,82201863701,85446731837,86042471318,84574523210,72294950416,76034476989,88463668131,85791420674,79236720113,93284629669,74738375060,87205970783,81832499540,93859095579,81946281293,87054092113,76859614014,95912880418,80521224782,77337521717,81949447752,76881082709,89160789511,102995130312,83362304603,76291345165
4,73119482284,96935796153,87109089909,78032054226,91828678874,75601639355,76583386125,103939336297,92727173294,84341401908,76984032861,80231151204,67964050807,88291901240,82202628678,85447506555,86043436072,84575502564,72296012618,76035436876,88464847277,85792443904,79237792072,93285735711,74739383662,87206925782,81833508144,93859919024,81947333750,87055276135,76860851594,95914269078,80522218764,77338890885,81950461222,76882110810,89161617831,102996085285,83363128044,76292168611
5,73120486013,96936965551,87110040050,78033194374,91829541308,75602414083,76584263182,103940608030,92728152648,84342576163,76984827078,80232154958,67965064278,88293114490,82203671385,85448515166,86044415449,84576545264,72297284316,76036148259,88465646365,85793330693,79238610643,93286671210,74740319152,87207871030,81834409552,93860688862,81948069500,87056114196,76861830935,95915165621,80523076316,77340026148,81951411354,76882900163,89162460770,102997035388,83364014830,76293143108
6,73121241242,96937896195,87110873258,78034222438,91830447592,75603252159,76585354617,103941260935,92729244060,84343682190,76985762578,80233197672,67965955931,88294132845,82204494822,85449830734,86045175555,84577402807,72298414709,76037205591,88466650098,85794207753,79239551046,93287684685,74741040283,87208762680,81835213498,93861570779,81948970906,87057049722,76863019806,95916135243,80524177484,77341034757,81952483305,76884089074,89163479118,102998170643,83365116006,76294210183
7,73122191381,96938792712,87111638244,78035079972,91831227185,75603983013,76585788267,103942060030,92729896965,84344622565,76986571410,80234415803,67966779394,88295219401,82205415711,85450668807,86046008750,84578464984,72299218659,76038204451,88467736648,85795206607,79240476828,93288878434,74741961169,87209751779,81836304921,93862623230,81949779738,87058038849,76864052746,95917173090,80525035028,77342038479,81953423693,76884863793,89164497464,102999125634,83366158709,76294999522
8,73123126893,96939893894,87112749188,78036127530,91832182187,75604738249,76587025861,103942937070,92731115081,84346245084,76987297408,80235429289,67967924433,88296174401,82206404819,85451711526,86046793209,84579673350,72300500095,76039208181,88468652688,85796020314,79241407480,93290047816,74742998983,87210833447,81837079631,93863568489,81950822445,87059003599,76865178260,95918011156,80526194674,77343256589,81954490760,76885896769,89165774046,103000197563,83367191679,76296032496
9,73123955214,96940863524,87113363129,78037126354,91832898440,75605868670,76587873676,103944033391,92732055463,84347141613,76987964932,80236155291,67968528624,88296939379,82207091847,85452374188,86047519211,84580141106,72301045800,76039900078,88469563845,85796921723,79242406322,93291226940,74743861405,87211812809,81838185688,93864426033,81951699486,87060065800,76866255061,95918819982,80527037604,77344201843,81955426267,76886783579,89166670579,103001059966,83367951789,76297060586
10,73124866357,96941901356,87114556895,78038081351,91834014223,75606901635,76588911519,103945022512,92733166380,84348510788,76988915075,80237217510,67969712641,88297796937,82207964021,85453314591,86048420613,84581256892,72302083619,76040957394,88470665022,85797730553,79243283370,93292274510,74744694599,87212514433,81839204032,93865395656,81952435236,87060679735,76867380587,95919804228,80528085188,77345429697,81956522572,76887870151,89167766895,103001868780,83369072447,76297976606
11,73125909045,96942983024,87115521641,78039158153,91834988724,75607739695,76589915252,103945997025,92734194461,84349592458,76989611846,80238221255,67970657883,88298649625,82208748488,85454367052,86049161237,84581783112,72303316352,76041941632,88471673625,85798617365,79244121434,93293560823,74745493671,87213688692,81840363693,93866262969,81953214820,87061537310,76868632773,95920617939,80529132758,77346530872,81957570150,76888776439,89168726777,103003208690,83370012853,76298731841
12,73126942007,96943903917,87116437668,78040093672,91835880393,75608568025,76590626638,103946732753,92735168946,84350605938,76990537620,80239278589,67971515436,88299775168,82209825308,85455253846,86050208831,84582962227,72304407779,76042867401,88472696843,85799479799,79245130041,93294657120,74746399951,87214843447,81841401525,93867057174,81954252636,87062653104,76869884985,95921529092,80530180325,77347651532,81958646964,76889858155,89169852321,103004270873,83371099411,76299716094
13,73127994449,96945117163,87117568099,78041233814,91836859758,75609849510,76591649854,103947819330,92736284729,84351897160,76991307474,80240296948,67972334011,88300657096,82210458731,85456091913,86051173606,84583897724,72305703851,76043690840,88473739547,85800308113,79245924252,93295724201,74747223395,87215627897,81842507572,93868124247,81955202784,87063817645,76871142069,95922488980,80531232764,77348757572,81959806603,76890857026,89170934012,103005225866,83372419857,76300744180
14,73128983563,96946125752,87118610816,78042295988,91837946318,75610551147,76592663335,103948876658,92737200747,84353514823,76992277089,80241471230,67973493663,88301607225,82211525799,85456842274,86051958079,84584711418,72306692954,76044524039,88474626330,85801141298,79247005935,93296849725,74748056588,87216509806,81843184837,93869035396,81955914164,87064777531,76872106794,95923244230,80532114673,77349780801,81960785977,76891661001,89171869532,103006273427,83373048404,76301762533
15,73130011650,96947075881,87119487871,78043387409,91838847727,75611413586,76593545252,103949441873,92738418857,84354372379,76993003080,80242367785,67974205040,88302396557,82212456435,85457704701,86052864366,84585651796,72307589482,76045591119,88475785956,85802081696,79248043776,93298053213,74749060295,87217474557,81844466288,93869931931,81956898406,87065445063,76873144609,95924213847,80533035563,77350916085,81961838430,76892669623,89172975590,103007481775,83374027768,76302849091
16,73131107950,96948279379,87120628049,78044600646,91840022004,75612558623,76594524626,103950737956,92739286162,84355975422,76993821641,80243317926,67975301342,88303249239,82213250644,85458747424,86053356491,84586480109,72308515237,76046512021,88476833528,85802880790,79249091387,93299178750,74749961695,87218575737,81845318967,93870706664,81957853401,87066390326,76874211663,95925178601,80533868735,77351710284,81962686245,76893532066,89173774675,103008324692,83374651452,76303599475
17,73132092189,96949434171,87121475873,78045526411,91840962401,75613703667,76595313966,103951761180,92740489655,84357071721,76994596370,80244482458,67976217364,88304218858,82214069216,85459970431,86054340742,84587240204,72309621273,76047359836,88478114975,85803660405,79250177963,93300601499,74750785115,87219491747,81846444500,93871710387,81958866867,87067691296,76875254350,95926123862,80534935811,77353142779,81963811791,76894672257,89175168206,103009474568,83375737997,76304432666
18,73133461350,96950506103,87122713496,78046515510,91842097673,75615004616,76596463880,103952818509,92741970872,84358650397,76995463673,80245544667,67977376998,88305256704,82215068065,85460842600,86055139845,84588521654,72310707810,76048407420,88479045612,85804946751,79251152474,93301863471,74751852176,87220514957,81847355649,93872631290,81959622111,87068495250,76876297047,95927186068,80535817711,77353927241,81964835014,76895330045,89176069609,103010093346,83376527335,76305348692
19,73134523549,96951709608,87123746471,78047962615,91843008835,75615993725,76597262973,103954216913,92743247445,84359863640,76996292000,80246494822,67978200438,88306201974,82215945115,85461607581,86056109472,84588935815,72311930793,76049182151,88480122418,85805867659,79252297516,93302959773,74752607412,87221635617,81848763776,93873571687,81960791500,87069679266,76877383576,95927980287,80536889652,77354901721,81965799762,76896304550,89177170789,103011223734,83377457983,76306123408
20,73135517541,96952801039,87124706359,78049024802,91844149016,75617036415,76598675999,103955215765,92744031898,84361310749,76997061834,80247503442,67979238279,88307001061,82216593161,85462528495,86056952400,84589934672,72312710379,76050244346,88481053049,85806608287,79253223281,93303822195,74753411362,87222541876,81849674908,93874590048,81961332347,87070439366,76878484742,95929096106,80537752083,77356075996,81966857095,76897595779,89178267081,103012281033,83378115778,76307248961
21,73136521267,96953882718,87125627266,78050350096,91845084531,75617976805,76599592039,103956385170,92745225661,84362528858,76997890143,80248560788,67980173793,88307741683,82217231452,85463580944,86057956127,84590884789,72313870016,76051374775,88482149349,85807460984,79254188037,93305113403,74754390720,87223404294,81850459367,93875423246,81962170413,87071696464,76879468974,95929890319,80538858136,77357104090,81967846206,76898336403,89179699594,103013645282,83379445988,76308486577
22,73137515249,96954983880,87126616384,78051538955,91846478063,75619160822,76600800414,103957457127,92746297590,84363980849,76998703835,80249481688,67981104432,88308686946,82218415456,85464311828,86058686996,84591571809,72314703206,76052017942,88483231037,85808381887,79255104067,93306141481,74755160562,87224393396,81851492334,93876290563,81963140045,87072729428,76880404479,95930879440,80539657228,77358166280,81968810957,76899223198,89180410972,103014454095,83380167122,76309085893
23,73138553071,96955880403,87127610384,78052635236,91847564603,75620047616,76601682331,103958767836,92747603394,84365613120,76999483438,80250451327,67982074044,88309622454,82219019641,85465413008,86059291190,84592366019,72315741035,76052948596,88484234756,85809341773,79256156513,93307305977,74756281211,87225728458,81852895594,93877313782,81964518963,87073884214,76881642077,95932019590,80540651211,77359194360,81969994955,76900236688,89181614475,103015623473,83380985701,76310216322
24,73139561656,96956913368,87128526410,78053707184,91848466015,75621285219,76602637346,103959864145,92748587630,84366733773,77000404334,80251596362,67982970565,88310723635,82219964902,85466270566,86060358275,84593506171,72316851949,76054113109,88485394410,85810023924,79256892265,93308460748,74757114386,87226449582,81853533894,93878030027,81965196237,87074824611,76882938137,95932857656,80541791360,77360563530,81971178952,76901211194,89182900808,103016544348,83382047896,76311337004
25,73140653091,96957995054,87129603236,78054676792,91849406400,75622084308,76603446175,103960531671,92749450050,84367854428,77001115718,80252658569,67983998658,88311649413,82220671405,85467259675,86061240195,84594251659,72317816680,76054853721,88486563804,85810891231,79257852151,93309698343,74758006054,87227428945,81854766607,93879092213,81966009955,87075609091,76884068538,95933876015,80542717131,77361630605,81972119352,76902439085,89184021482,103017898875,83383144204,76312223798
26,73141530142,96958915950,87130485148,78055626918,91850137274,75622980844,76604352456,103961554909,92750395280,84368843542,77002056112,80253730524,67984982893,88312531320,82221563075,85468170829,86062185461,84595201768,72319044547,76056091337,88487538277,85811841363,79258821780,93310760531,74759082857,87228447280,81855838548,93880120300,81966930853,87076651808,76885150220,95934845650,80543691614,77362454062,81973215644,76903418471,89185171381,103018897720,83384308725,76313461423
27,73142616718,96959807606,87131303728,78056669611,91850911996,75624067406,76605185638,103962714565,92751389266,84370290650,77002869826,80254826848,67985937893,88313720217,82222469350,85468950424,86063043018,84596083674,72320048254,76056861189,88488741756,85812684314,79259757294,93312280725,74759955020,87229519224,81856749698,93881046075,81967841995,87077538607,76885968781,95935527800,80544593016,77363472408,81973853929,76904305269,89185868143,103019477540,83385292959,76314012022
28,73143610693,96961103680,87132400044,78057902319,91852183714,75624973686,76606359915,103963732913,92752602489,84371313853,77003381437,80255655178,67986615161,88314363380,82223136879,85469695917,86063695935,84596965581,72320900932,76057670025,88489735726,85813600344,79260692814,93313386764,74760763853,87230381641,81857621862,93882010819,81968631336,87078576455,76886957883,95936492567,80545484669,77364700265,81974969719,76905401609,89186974189,103020525100,83385989717,76314806253
29,73144585194,96962375376,87133559690,78059286075,91853211808,75626069990,76607163869,103964790249,92753684168,84372307840,77004302342,80256590708,67987638367,88315371990,82224048026,85470665542,86064480417,84598008271,72321914397,76058537332,88490734567,85814521254,79261521136,93314512306,74761830928,87231297656,81858708406,93882848882,81969406063,87079516833,76887946972,95937301404,80546468896,77365591907,81975895493,76906288423,89187953564,103021484966,83386808293,76315897703
30,73145520698,96963340111,87134553690,78060465193,91854157074,75627200407,76608445337,103965998632,92754809688,84373735454,77005208618,80257565208,67988651855,88316273423,82224778897,85471469508,86065489030,84598651430,72323220202,76059399762,88491611595,85815388563,79262617441,93315408816,74762586146,87232121084,81859702393,93883584623,81970224632,87080691111,76888984799,95938305144,80547443378,77366785649,81976772531,76907233706,89189113208,103022274280,83387563531,76316735757
31,73146651113,96964324339,87135576919,78061356841,91855190040,75628116448,76609419835,103967075471,92755750064,84374846375,77005949240,80258744372,67989660456,88317252793,82225738772,85472327067,86066215037,84599392036,72324409070,76060408372,88492644540,85816294830,79263747856,93316846184,74763643463,87233236877,81860774349,93884520142,81971169886,87081558409,76889891051,95939148087,80548486088,77367696793,81977844487,76908178983,89190082826,103023502109,83388713449,76317724871
32,73147591523,96965386539,87136546546,78062306962,91856232743,75629144538,76610160456,103968162032,92756792756,84376259373,77006918864,80259709126,67990615455,88318207789,82226649930,85473369790,86067145678,84600215470,72324959656,76061304911,88493643391,85817040318,79264654142,93317918127,74764413323,87234440373,81861612415,93885484894,81971983587,87082503680,76891153006,95939991018,80549436213,77368992850,81978950531,76909333753,89191140147,103024535051,83389570998,76318728602
33,73148556267,96966224602,87137296908,78063749208,91857178003,75629977734,76611208031,103969326567,92757971870,84377833150,77007737450,80260771326,67991585072,88319148183,82227678018,85474456352,86067978873,84601077896,72325982855,76062386583,88494705588,85817995339,79265662747,93319160601,74765563214,87235502566,81862664866,93886532480,81973026302,87083512295,76892254169,95941136056,80550425324,77370147615,81980007857,76910244907,89192158490,103025645954,83390477280,76319639778
34,73149438183,96967004202,87138461452,78064577512,91857981974,75630747578,76611904799,103969867426,92758590666,84378836867,77008575534,80261604516,67992569308,88319995995,82228525841,85475362640,86069192116,84601989049,72327152218,76063273372,88495684941,85818799316,79266544665,93320135093,74766352563,87236223693,81863727061,93887409525,81973674338,87084364995,76893218915,95941983873,80551248773,77371248788,81980938503,76911243777,89193513043,103026737360,83391290977,76320892014
35,73150510114,96968105372,87139406713,78065776118,91859034431,75631931590,76612621056,103970944248,92759901349,84380074465,77009389234,80262783681,67993339151,88320980246,82229324927,85476098385,86069961959,84602870952,72328053616,76064228394,88496513245,85819627640,79267270671,93321216773,74767400109,87237154325,81864360480,93888159888,81974410072,87085310264,76894339569,95942963241,80552354827,77372145325,81981951981,76912286488,89194731160,103027916479,83392426261,76321866521
36,73151562565,96969196814,87140483533,78066852931,91860101501,75632979182,76613965880,103971860272,92761109712,84381253593,77010173695,80263733825,67994245428,88321847540,82230109398,85476975429,86070683090,84603962374,72328877056,76064973880,88497565696,85820421854,79268245184,93322166896,74768043267,87238036232,81865286250,93889007701,81975350446,87086255526,76895060684,95943762316,80553202639,77373105193,81982980074,76913163551,89195247643,103028769149,83393162009,76322724087
37,73152429859,96970156688,87141516502,78068085647,91861080858,75633997548,76615237598,103972912749,92762152414,84382651971,77010904575,80264796040,67995171193,88322549161,82230981555,85477755026,86071759916,84604644520,72329948977,76065821678,88498588899,85821401212,79269175824,93323307051,74768871570,87238913279,81866489745,93890001677,81976110551,87087230024,76896293402,95944454206,80553967610,77374045579,81983886354,76913655684,89196241626,103029563345,83393780816,76323635237
38,73153277659,96971228627,87142393559,78068811637,91861977390,75635006139,76615861278,103973692354,92763195108,84383758025,77011572096,80265702327,67995906941,88323294636,82231868335,85478792871,86072261784,84605531291,72331020896,76066703599,88499709563,85822356231,79270169810,93324301027,74769860687,87239960862,81867249844,93890917698,81976851173,87088199653,76897404301,95945565136,80555073639,77375356266,81985026511,76914898190,89197601030,103030864261,83394896621,76324716928
39,73154276518,96972276209,87143265729,78069985888,91862810583,75636195008,76616577527,103974637621,92764296273,84385044369,77012356560,80266671956,67996701157,88324142443,82232657662,85479635814,86073168084,84606296263,72331771260,76067726806,88500615835,85823199180,79271066346,93325553240,74770976487,87241076650,81868467952,93891989635,81977869506,87089383650,76898573673,95946656565,80555945797,77376359986,81985669687,76915794745,89198653502,103031716928,83396221933,76325550133
40,73155212042,96973328662,87144220752,78071116293,91864048194,75636867417,76617605623,103975797265,92765402315,84386204007,77013194615,80267661084,67997661021,88325116926,82233495742,85480629822,86074166954,84607519242,72333116057,76068720791,88501624442,85824217517,79271953135,93326522849,74771595290,87241992674,81869374211,93892671789,81978493182,87090158382,76899718694,95947460522,80556925162,77377636556,81987326344,76916832593,89199686464,103032837555,83396904077,76326529505
41,73156054992,96974371350,87145360936,78072295423,91864813169,75638114789,76618809140,103976674314,92766484010,84387758322,77014008323,80268728174,67998572181,88325867286,82233778342,85481297357,86074746781,84608128281,72333617921,76069471140,88502930259,85825221265,79273112790,93327950479,74772686710,87242913550,81870416905,93893704749,81979438440,87091074419,76900824752,95948454512,80557846051,77378805938,81988213138,76917880194,89200636586,103034080011,83397883456,76327367578
42,73157117180,96975209410,87146306213,78073406345,91865963069,75638928491,76619442573,103977609839,92767653391,84389020282,77014822021,80269824491,67999634383,88326934363,82235006206,85482383899,86075891827,84609156369,72334913985,76070577196,88503870646,85826088591,79274028821,93328988317,74773622221,87243771094,81871342669,93894742577,81980403185,87092146372,76901877202,95949365673,80558874126,77380019187,81989372794,76919044742,89201728010,103034786507,83398921312,76328585717
43,73157979594,96976481115,87147270971,78074595208,91867093474,75639995576,76620329373,103978501504,92768554783,84390516114,77015630855,80270789245,68000642986,88327879611,82235922228,85483270686,86076778624,84610130864,72336024883,76071439619,88505064381,85827136203,79274954599,93330450063,74774518742,87244813796,81872390238,93895785297,81981314333,87093169605,76902997847,95950306066,80559814494,77380974185,81990322920,76919926663,89202756101,103035902287,83399686289,76329423787
44,73159080781,96977548186,87148420887,78075647661,91868180049,75641033426,76621255146,103979519852,92769958041,84391651397,77016444558,80271861203,68001695425,88328839491,82236618989,85484147742,86077519251,84610851974,72337174763,76072267951,88506136329,85828047355,79276026558,93331585353,74775468857,87246065997,81873525521,93896676961,81982264471,87094314639,76904011322,95951314671,80560759742,77381860975,81991414357,76920876816,89203998574,103036886511,83400753357,76330393416
45,73159982173,96978620125,87149332050,78076490591,91868906044,75642105362,76622478130,103980674621,92770952021,84393044916,77017214406,80272747999,68002323965,88329604463,82237632458,85485175826,86078328090,84611811840,72337993331,76073086531,88507218005,85829016992,79277010804,93332930145,74776389748,87246894314,81874573092,93897763508,81983277946,87095123475,76905117345,95952201460,80561802451,77383220406,81992101369,76921929290,89205133852,103037831748,83401401405,76331518963
46,73160937170,96979555640,87150384513,78077806153,91870012100,75642845979,76623589051,103981502955,92772228582,84394360464,77017969641,80273751755,68003288717,88330574081,82238455908,85486043125,86079102812,84612620672,72338836269,76073802797,88508309430,85829733237,79277941453,93334157997,74777388582,87247975987,81875654790,93898518748,81984140359,87096117473,76906233137,95953278285,80562353039,77384180275,81993451038,76922889187,89206137577,103038942654,83402405134,76332600662
47,73161897049,96980505771,87151056921,78078517522,91870898902,75643947169,76624451472,103982462853,92772769427,84395866049,77018778476,80274969895,68004385019,88331602181,82239571708,85487368441,86080140672,84614033674,72339976413,76075020935,88509410594,85830498225,79279071896,93335117857,74778460502,87248945586,81876483104,93899848938,81984910211,87097155313,76907241721,95953970177,80563722188,77385159637,81994561963,76923634688,89207336199,103039571191,83403462464,76333414389
48,73162632791,96981538734,87152114234,78079920778,91871766211,75644863193,76625430845,103983471457,92773963156,84396699233,77019694517,80276129562,68005296176,88332464601,82240526715,85488040837,86081275974,84614798640,72341272482,76075664102,88510428955,85831370421,79280061008,93336360337,74779347282,87249725169,81877433230,93900784445,81985962657,87098129823,76908221082,95954988518,80564760005,77386241318,81995516972,76924570210,89208242468,103040745414,83404383368,76334315795
49,73163553679,96982328077,87153044887,78080695499,91872633522,75645788963,76626366353,103984192586,92775000973,84397746804,77020591049,80277182019,68006236557,88333604752,82241418387,85488888643,86081982492,84615622066,72342305433,76076906588,88511452169,85832227981,79281176818,93337558940,74780336381,87251055339,81878685423,93902221827,81987190526,87099425904,76909254038,95955768125,80565646794,77387498415,81996506076,76925481372,89209192601,103041890417,83405177575,76335407246
50,73164401492,96983424390,87154155823,78081840512,91873612886,75646856048,76627326242,103985488660,92776014433,84398852839,77021248832,80278176008,68007206191,88334584132,82242334409,85489945975,86082995963,84616367544,72343309158,76077920076,88512324335,85833275563,79282146445,93338416484,74781096471,87251674144,81879426039,93902947840,81987770350,87100254226,76910228528,95956650038,80566611534,77388589847,81997641368,76926519220,89210269410,103042611530,83406030258,76336084533
51,73165541640,96984515834,87155062109,78082829601,91874772535,75647698985,76628232530,103986507022,92776945060,84400114795,77022164847,80279204112,68008200174,88335392972,82243216331,85491071526,86083921750,84617181239,72344395704,76078704544,88513196514,85834254944,79283130698,93339658958,74782168393,87252677852,81880536951,93903849244,81988778949,87101486972,76911232241,95957497844,80567430101,77389544851,81998279665,76927357289,89211219537,103043810142,83406990130,76337088256
52,73166550230,96985641380,87156007369,78083784593,91875834751,75648839145,76629021876,103987325594,92777943903,84401396255,77023041899,80280358898,68009145425,88336538011,82244059282,85491953441,86084837772,84618297021,72345418916,76079630311,88514093040,85835097896,79284061338,93340701657,74782947970,87253603626,81881457833,93904687315,81989714473,87102227590,76912352899,95958418740,80568370472,77390621659,81999263906,76928341546,89212223261,103044692039,83407842810,76337979924
53,73167607550,96986732796,87157050082,78085173222,91876862852,75649915956,76630210754,103988538838,92779454342,84403130852,77023948181,80281265188,68010217371,88337507628,82245043519,85493054644,86085812289,84619159431,72346744202,76080526864,88515004182,85835833648,79285074806,93341539717,74783683688,87254738909,81882349481,93905671557,81990396619,87103319043,76913595371,95959325025,80569305979,77391683857,82000228660,76929442734,89213280583,103045822421,83408846558,76338930062
54,73168596661,96987731646,87157829693,78086045373,91877905574,75650929438,76631195014,103989601049,92780638343,84404217397,77024995760,80282332277,68011406263,88338579586,82245910817,85494150965,86086470082,84620231365,72347645604,76081496488,88516022534,85836842255,79285966467,93342996583,74784492508,87255523367,81883358070,93906660678,81991405218,87103918365,76914672175,95960211817,80570343823,77392668073,82001203160,76930397747,89214571788,103046947934,83409874651,76340002030
55,73169488321,96988667141,87158867548,78087058838,91878787495,75651699283,76632179274,103990453735,92781437425,84405284464,77025692533,80283370118,68012414863,88339344570,82246821963,85494842866,86087259422,84621391005,72348430064,76082446630,88517021367,85837816771,79286824027,93343800542,74785505981,87256185999,81884230232,93907279480,81992160456,87104785668,76915841561,95961083995,80571220865,77393579227,82002172778,76931089641,89215390360,103047761626,83410737080,76340893704
56,73170540780,96989782929,87159803081,78088096667,91879742522,75652469141,76633173262,103991491582,92782538589,84406453858,77026511109,80284417710,68013408831,88340401907,82247645408,85496104832,86088302140,84622175454,72350003854,76083616032,88518142037,85838796141,79287920347,93345198932,74786339155,87257296909,81885336277,93908400140,81993329845,87105774775,76916806296,95961819738,80571888384,77394719381,82003083925,76931995927,89216457431,103048838424,83411848010,76341726895
57,73171607842,96990776915,87160840920,78089212458,91880663410,75653390029,76634352397,103992914360,92783761588,84408042273,77027300450,80285353236,68014422320,88341342306,82248381151,85496830835,86089271767,84623062237,72350681132,76084536934,88518980090,85839746280,79288967934,93346222149,74787230801,87258130101,81886305889,93909340557,81993924289,87106939316,76917848976,95962696778,80572945703,77395601298,82004058425,76932770662,89217368584,103049871372,83412651965,76342608826
58,73172543364,96991673444,87161761814,78090289257,91881730493,75654739725,76635000443,103993469826,92784589889,84409167813,77028216480,80286366729,68015348089,88342229107,82249180236,85497956391,86090129331,84623934387,72352172105,76085413986,88520013062,85840574601,79289927821,93347313574,74788254015,87259333583,81887304741,93910276088,81994947502,87107884590,76918852691,95963690769,80573871444,77396809676,82005008556,76933813387,89218484377,103051201529,83413587484,76343500498
59,73173707882,96992954892,87162809416,78091434281,91882972989,75655719098,76636335506,103994546656,92785968782,84410410264,77029127634,80287282757,68016205642,88343257190,82250169355,85499052691,86091108700,84625050166,72352683712,76086422601,88520958319,85841588093,79291033897,93348672970,74789116437,87259962120,81888469253,93911435733,81996063288,87109034518,76919812554,95964621431,80574831315,77397983917,82005987921,76934895088,89219468618,103052088297,83414625307,76344416522
60,73174614160,96994036577,87163803413,78092369781,91883664894,75656752046,76637285628,103995569885,92786918899,84411764797,77029882862,80288310865,68017233735,88344178092,82250919707,85499686111,86091839570,84625800521,72353560757,76087533543,88522078973,85842445668,79291920681,93349579238,74790183497,87260863518,81889239096,93912229930,81996920824,87109877457,76920869877,95965508223,80575718105,77399007127,82006655441,76935879347,89220862150,103053033529,83415560820,76345600541
61,73175442480,96994816158,87164534290,78093344262,91884717346,75657707054,76638118829,103996354346,92787713099,84412612596,77030696554,80289236646,68018008450,88345094128,82251738284,85500485204,86092721488,84626653201,72354486527,76088269291,88523170401,85843381196,79293114445,93350787615,74790894860,87261813646,81890418233,93913029007,81997617578,87110837341,76922039268,95966477840,80576614632,77400191123,82007883297,76936980546,89221968206,103054134677,83416496340,76346419123
62,73176392613,96995883234,87165581880,78094338232,91885691845,75658705918,76639000756,103997382449,92788828875,84413786859,77031549238,80290381683,68019231448,88346102733,82252673788,85501503558,86093588779,84627652046,72355197913,76089131720,88524135149,85844458017,79294069462,93352142146,74791801118,87262939179,81891266048,93914042474,81998772346,87112026236,76922955275,95967194079,80577272408,77401150983,82008472861,76937696810,89222489556,103054924003,83417339281,76347140264
63,73177523027,96996760284,87166371233,78095127558,91886466575,75659636572,76640165273,103998434904,92789759503,84414985476,77032387316,80291443897,68020030535,88347101591,82253609309,85502253926,86094602266,84628504716,72356411129,76090335238,88525138873,85845305821,79294961118,93353262812,74792609931,87263874689,81892230786,93914856174,81999722471,87113039716,76924290308,95968280650,80578461266,77402237527,82009759204,76938763909,89223766138,103056278504,83418338135,76348226825
64,73178429298,96997759159,87167321375,78096243342,91887465452,75660572099,76641037442,103999121939,92790582945,84416349772,77033303334,80292491479,68021238907,88348051732,82254593546,85503340496,86095747296,84629605880,72357580504,76091139204,88526288766,85846202367,79295979456,93354402971,74793686739,87265029442,81893590222,93916015822,82000575154,87114062934,76925352492,95969206407,80579464993,77403596959,82010952949,76939738411,89224730875,103057175022,83419414964,76349274414
