%usr,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
214,19.42,1.0,16.83,17.82,1.0,0.0,0.0,1.0,23.0,0.0,0.0,18.0,16.0,9.09,12.24,10.2,0.99,23.76,1.0,24.0,13.0,23.23,21.43,0.99,23.76,21.0,1.0,1.98,21.21,16.0,12.12,15.0,0.0,1.0,12.0,2.0,14.0,11.11,22.0,1.0,22.22,1.0,0.0,1.0,1.98,0.0,22.22,1.0,19.39,20.41,1.0,11.11,1.0,1.0,12.12,0.0,15.0,15.15,0.0,0.0,15.0,21.43,1.0,17.82,19.61,19.8,1.0,0.0,1.0,22.22,22.0,19.0,19.8,13.86,0.0,12.87,17.0,17.35,1.98,19.0,21.0,17.0,1.0,1.0,1.0,1.0,0.0,1.0,2.02,13.13,15.15,17.17,14.0,1.0,13.27,16.0,7.07,18.18,20.0,18.37,7.0,18.18,17.82,1.0,1.01,18.0,15.15,16.0,13.86,13.13,0.0,14.85,15.84,1.0,14.14,1.01,15.0,2.0,14.0,17.0,1.02,1.01,14.0,13.13,12.12,0.0,13.27,14.14,2.0,13.13,11.0,18.18,17.65,17.17,0.0,16.33,18.37,0.99,15.15,16.0
215,1.01,0.0,0.0,0.99,0.0,0.0,0.99,0.0,0.0,0.99,2.0,1.0,1.0,0.99,0.0,1.0,0.0,0.0,0.99,0.0,0.99,0.99,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.01,1.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,1.01,0.99,1.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.99,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.01,1.01,0.0,1.01,0.0,1.01,0.0,1.98,0.0,1.0,0.99,0.0,1.01,1.01,1.01,1.01,0.0,1.01,1.98,2.0,1.01,1.01,1.0,1.0,1.02,1.0,1.0,2.0,1.01,1.0,1.01,1.0,2.02,1.0,1.01,2.02,1.0,0.99,0.0,1.0,0.0,1.01,1.0,0.0,1.01,0.0,0.0,0.99,0.0,1.0,0.99,0.0,0.98,0.0,1.0,1.01,1.98,1.0,1.0,1.01,1.0,1.01,0.0
216,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.99,0.99,0.0,0.0,0.0,0.0,1.0,1.0,0.98,0.0,1.01,0.0,0.0,0.0,0.0,0.99,0.99,1.0,0.0,1.0,0.99,0.0,1.02,0.0,1.0,1.01,1.01,1.01,1.01,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.01,1.0,0.0,0.0,0.99,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.99,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.99,1.01,0.0,1.0,1.98,0.0,1.0,0.99,0.99,0.0,0.0,0.0,0.0,0.99,1.0,0.0,0.0,0.0,0.99,0.0,1.01,0.99,1.01,0.0,0.0,0.0,1.01,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.01,0.0,0.99,0.0,1.0,0.0,1.0,0.0,1.01,1.0
217,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.01,0.0,0.99,0.0,1.0,1.02,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.01,0.0,1.01,0.0,1.01,1.0,0.99,1.01,1.98,0.0,0.0,0.0,0.99,1.01,0.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.99,0.0,0.0,0.0,1.0,0.0,0.99,1.0,0.0,0.0,1.98,1.0,0.0,1.0,1.0,0.0,1.0,0.98,1.98,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.01,0.0,0.99,0.0,1.01,0.0,1.0,1.01,1.0,0.0,0.0,0.0,0.0,1.01,1.98,0.0,0.0,0.0,1.01,0.99,0.0,0.99,0.0,1.0,1.01,0.0,1.0,1.0,0.0,1.01,0.0,1.0,1.01,1.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.02
218,0.99,0.0,0.0,1.0,0.0,0.0,0.99,2.0,0.0,0.0,1.0,1.0,0.0,0.99,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,1.01,0.99,0.0,0.0,0.99,0.0,15.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.98,0.0,0.0,0.99,1.01,0.0,0.0,1.0,0.99,2.0,1.98,1.96,1.01,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.99,0.0,0.0,0.99,0.0,0.99,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,1.0,0.0,0.0,1.01,0.0,1.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.99,1.01,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.01,0.0,1.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.99,1.98,0.0,1.0,1.01,1.0,0.99
219,0.0,2.0,0.0,0.0,3.06,11.0,8.0,10.0,0.0,1.98,0.0,0.0,0.0,0.0,1.0,1.01,22.0,1.01,5.05,0.0,0.0,1.01,0.0,6.0,0.0,1.0,8.08,3.96,1.0,0.0,0.0,0.0,0.99,11.22,0.0,2.02,1.0,0.0,0.99,5.1,1.01,4.04,0.0,6.06,7.07,6.0,0.0,6.0,0.0,0.99,2.02,1.01,1.0,2.0,0.0,0.0,1.0,0.0,0.97,0.99,0.0,0.99,2.0,1.0,0.99,0.0,3.03,0.97,2.0,0.99,0.99,1.0,0.99,0.0,0.0,0.0,1.0,1.0,0.0,0.99,1.01,0.0,1.96,1.0,1.98,1.01,2.04,1.0,0.99,0.99,1.0,0.0,0.99,0.0,0.0,0.99,1.0,1.01,0.99,0.99,0.0,0.99,1.0,1.0,1.01,0.0,0.99,0.0,1.01,0.0,1.0,1.0,1.98,1.02,1.0,3.0,0.0,1.01,2.0,1.01,1.01,0.0,1.0,1.0,1.0,0.0,1.0,0.99,1.0,0.0,0.0,1.01,1.0,0.99,0.99,1.01,0.0,1.01,0.0,1.01
220,3.0,15.69,5.0,3.0,15.84,10.0,14.29,11.0,9.0,16.0,18.18,0.99,1.0,0.0,0.0,1.0,2.0,6.0,18.0,5.05,1.98,6.0,5.0,17.65,6.06,9.9,15.84,13.13,4.08,1.01,13.4,1.98,0.0,1.0,1.01,10.0,1.01,0.0,8.0,19.0,6.06,18.18,16.0,15.0,19.39,16.0,7.07,17.82,6.93,3.06,19.8,0.0,10.31,15.31,0.99,17.82,1.0,1.0,13.13,12.12,0.99,0.0,15.84,1.0,2.0,1.01,17.0,20.2,21.0,1.02,0.0,1.01,0.0,0.0,14.0,0.0,2.0,1.01,17.82,1.98,0.99,1.01,17.17,17.17,16.0,17.17,18.0,12.24,14.0,0.0,1.01,0.0,0.0,13.0,1.0,0.0,1.02,1.0,1.02,0.0,1.02,0.0,0.0,18.81,16.83,0.0,0.98,0.0,0.0,0.0,13.13,2.02,0.0,14.0,1.0,15.0,1.0,15.0,0.0,0.0,16.83,13.86,1.01,0.0,1.0,12.24,0.0,1.01,13.0,1.01,0.0,1.0,1.01,1.01,18.18,0.99,2.0,15.0,1.98,1.0
221,13.86,0.0,12.87,14.0,1.0,0.0,0.0,0.99,10.0,0.99,1.98,13.13,14.14,12.12,12.12,12.12,0.0,16.67,0.99,18.81,15.31,15.15,17.0,0.99,16.67,16.16,0.0,0.0,16.33,15.0,1.98,17.82,0.0,0.99,13.0,1.0,13.13,13.86,13.86,1.0,16.16,1.0,0.0,0.0,1.0,1.0,15.0,0.0,16.33,19.0,0.0,13.27,2.0,0.99,11.11,0.0,14.85,15.84,0.0,0.0,16.16,18.18,0.0,18.63,16.83,18.0,1.0,1.0,0.0,17.82,18.0,19.0,18.63,14.0,0.0,15.0,15.0,16.16,2.0,19.19,17.17,14.0,1.02,0.0,0.0,0.0,0.0,1.96,0.99,13.13,13.13,11.22,13.0,0.0,14.0,14.0,6.93,20.0,17.17,19.19,6.93,20.0,16.67,1.0,1.02,18.0,11.11,16.33,11.88,14.14,2.02,12.12,16.0,2.0,13.73,1.01,15.15,0.0,15.15,15.0,1.01,2.0,14.0,13.13,11.11,0.99,13.13,13.0,1.01,12.0,11.88,15.31,17.17,20.0,0.0,19.19,18.0,1.98,16.16,16.33
222,0.99,0.0,1.01,1.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,1.98,1.0,1.0,1.98,1.0,0.0,0.99,0.99,0.99,1.0,1.0,1.0,1.0,0.0,0.99,0.99,0.0,1.0,1.01,0.0,1.0,0.0,2.02,1.0,1.0,1.01,0.0,1.01,0.0,0.0,1.0,0.0,0.0,0.0,1.01,1.0,1.01,1.0,1.0,0.0,0.0,0.0,1.01,0.0,0.99,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,1.0,0.0,0.0,0.99,0.0,1.0,0.0,1.01,1.0,0.0,0.99,1.02,1.98,0.0,1.0,1.01,0.0,1.01,0.0,0.0,1.0,0.99,0.99,1.0,1.0,1.01,0.99,0.0,0.0,0.0,1.0,1.0,1.0,0.99,2.0,1.0,1.0,0.0,1.0,1.98,0.99,0.0,1.01,0.0,1.98,1.0,1.01,1.01,0.0,1.02,0.0,1.0,0.0,0.98,1.01,0.0,0.0,0.0,1.0,2.0,1.01,1.01,1.01,0.0,0.99,1.0,0.99,1.0,2.0,1.0,1.01,2.0,0.0,0.0,0.0
223,0.0,0.0,0.0,0.0,1.01,1.0,0.99,0.0,1.0,0.0,0.0,0.98,0.0,1.01,0.0,0.0,0.0,0.96,0.0,1.0,0.0,0.0,1.01,0.0,1.0,1.0,0.98,0.0,1.0,0.0,0.99,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.99,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.99,0.99,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,1.01,0.0,1.0,0.0,1.01,0.0,1.0,0.99,0.0,0.0,1.0,0.0,1.0,0.98,0.98,1.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.01,1.0,0.0,1.98,1.0,0.0,0.0,0.99,0.0
224,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.99,0.0,1.98,1.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.01,0.0,1.01,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.99,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.01,0.0,1.0,0.0,0.0,0.0,1.98,1.0,1.0,1.01,1.01,1.01,0.0,0.0,1.01,0.0,1.01,1.0,0.0,1.0,1.01,0.0,0.0,1.98,0.0,0.0,0.0,0.99,0.0,0.0,0.99,1.0,0.0,1.0,0.0,1.98,0.0,0.97,1.0,1.0,0.99,0.0,1.01,0.0,0.0,0.0,1.0,1.01,0.0,0.0,0.0,1.01,1.0,0.0,1.01,0.0,1.0,1.0,0.0
225,0.0,0.0,0.0,0.0,0.98,0.99,0.0,0.0,0.0,0.0,0.99,0.0,1.01,0.0,0.0,1.01,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.01,0.0,1.01,0.0,1.0,0.0,0.0,23.81,0.99,0.0,0.99,0.0,0.0,1.01,1.0,0.0,1.01,0.0,0.0,1.01,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,1.0,0.0,1.01,1.0,2.0,1.0,1.0,0.0,0.98,1.98,0.0,1.01,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.98,1.98,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.99,0.0,0.0,0.98,0.0,1.0,0.0,0.99,0.0,1.01,1.0,0.0,1.0,1.02,1.0,0.0,0.0,1.01,1.01,1.0,0.0,0.0
226,0.99,14.0,0.0,0.0,22.0,20.0,19.39,18.18,0.0,20.0,15.0,0.0,0.0,0.0,0.99,1.0,27.16,1.0,22.0,1.0,0.0,0.0,0.0,23.23,0.0,0.0,22.0,18.0,1.98,0.0,1.0,0.0,5.05,18.37,0.0,13.4,0.99,1.0,0.0,22.0,0.0,21.0,14.14,22.22,20.41,20.79,1.0,20.0,1.0,0.0,21.0,1.0,11.88,16.16,1.0,14.0,0.0,1.0,13.27,14.0,0.0,0.0,19.0,0.0,0.0,0.0,20.41,21.21,18.0,0.0,0.0,0.0,0.0,0.0,12.12,0.0,0.0,0.0,17.82,0.0,1.01,1.01,14.0,19.0,14.0,14.29,14.0,13.27,12.0,0.0,0.0,1.0,0.98,13.13,1.01,1.01,0.0,0.0,1.0,0.99,1.01,0.99,0.99,13.0,17.82,0.0,1.01,0.0,0.99,1.96,15.0,0.99,1.0,18.0,0.0,14.14,0.0,13.0,0.99,0.0,15.15,13.4,0.99,0.99,1.0,12.12,1.0,0.0,13.27,1.0,0.0,0.0,0.0,1.01,14.71,0.99,0.0,14.71,1.0,1.01
227,14.29,0.99,15.31,19.0,3.0,1.0,0.0,0.0,15.0,0.98,1.01,12.0,11.11,14.29,13.13,16.83,4.08,22.0,1.0,21.0,17.0,19.8,19.39,0.98,25.25,23.23,0.99,0.0,19.39,13.0,13.27,15.0,0.0,3.0,14.0,0.0,12.0,14.29,22.0,1.0,20.79,0.0,1.0,1.0,0.0,0.0,21.21,1.01,20.2,17.82,0.0,10.0,1.0,1.0,18.37,0.0,15.0,16.0,0.0,0.0,15.15,17.82,0.0,19.0,23.47,22.45,0.0,0.0,0.0,18.0,17.82,14.0,12.0,10.0,0.99,16.0,15.0,17.0,0.0,16.0,15.0,14.85,1.0,1.01,1.0,1.0,1.0,0.99,1.01,14.85,13.0,15.15,12.75,1.0,15.15,15.15,6.12,16.16,17.17,17.35,5.05,14.14,15.31,1.01,0.0,17.0,14.14,16.33,14.14,15.15,1.0,21.0,16.0,1.01,12.12,0.0,13.0,1.02,15.15,14.85,0.99,0.99,13.27,11.22,11.11,1.0,13.27,11.22,1.0,10.89,11.0,17.65,14.14,15.15,1.01,16.33,16.0,1.0,13.0,13.13
228,0.0,0.98,0.0,1.0,0.0,1.0,0.0,0.0,0.99,0.0,0.0,0.0,1.98,1.0,0.0,1.98,0.0,1.0,0.0,0.99,0.0,0.99,1.0,0.99,1.01,0.0,0.99,1.01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.01,1.0,0.99,1.01,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.01,0.0,1.01,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.99,0.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,0.99,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.02,0.0,0.0,0.99,0.0,0.0,0.99,1.0,0.0,1.0,0.0,2.02,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.01,1.01,1.0,1.0,1.98,1.0,1.0,0.0,0.0,1.0,1.01,0.99,0.99,0.99,1.01,0.0,1.0,1.01,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.01,1.01,1.0,0.99,1.01,1.01,2.02,1.01,1.0,1.0,0.0,0.0
229,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,1.94,0.0,0.99,1.01,0.0,0.0,0.0,0.0,0.98,0.0,1.01,1.0,1.01,0.0,1.0,0.0,1.0,0.0,1.01,0.0,1.01,0.0,0.99,0.0,1.0,1.0,1.0,1.0,0.0,1.01,0.0,0.99,0.0,0.0,0.99,0.0,1.0,1.0,0.0,0.0,0.99,1.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.98,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,1.01,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,1.0,0.98,0.0,0.0,0.0,0.0,1.0,0.99,1.0,0.0,0.0,0.99,0.0,1.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,1.0,1.01,2.0,1.0,1.0,0.0,0.0,0.0,1.02,0.99,1.0,0.0,1.0,1.01,0.0,0.0,1.0
230,0.0,1.0,0.0,0.99,0.0,0.0,0.99,0.0,0.0,0.98,0.0,1.01,0.99,0.0,0.0,0.0,0.99,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.01,1.01,1.0,1.0,1.0,0.99,1.01,0.0,0.0,0.0,0.99,1.0,0.0,0.99,0.0,1.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.01,0.0,0.99,1.01,1.0,0.0,0.99,0.99,0.0,0.0,1.0,1.0,0.0,0.0,0.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.01,1.0,0.0,1.01,1.0,0.99,1.0,1.98,0.0
231,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.98,0.99,0.0,0.99,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.01,1.01,0.0,0.99,0.0,13.13,1.0,0.0,0.0,1.01,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.01,1.0,1.0,0.0,1.0,1.01,0.0,1.0,0.0,1.0,1.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.99,1.01,0.0,0.0,1.0,0.98,0.99,0.0,1.0,1.0,0.99,0.0,1.0,1.01,0.0,0.98,0.0,1.01,1.01,0.0,0.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,1.0,0.0,0.0,0.0,0.99,1.01,1.0,0.0,0.0,0.0,0.0,0.0,0.99,1.01,1.01,0.0,0.0,1.01,0.0,0.0,1.0,0.0,1.01,0.0,0.99,0.99,1.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.01,1.0,1.02,0.0,0.0
232,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,1.01,1.0,0.0,0.0,1.98,0.0,1.01,0.0,0.0,1.0,1.0,0.99,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.01,13.86,1.0,1.0,1.0,1.01,0.98,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.01,1.0,0.0,0.99,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.0,0.0,0.0,0.99,1.01,0.0,0.99,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.01,0.0,0.0,1.98,0.0,0.99,1.0,1.03,0.0,0.0,0.0,1.0,0.0,1.0,0.99,0.0,0.99,1.0,1.01,1.01,0.99,1.0,1.01,1.98,0.0,1.0,0.99,0.0,1.0,0.0,1.01,0.0,0.0,0.0,1.0,0.0,0.0,0.99,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.01,1.0,1.0,0.0,0.0,0.0,2.02,0.0
233,0.0,14.85,0.0,0.0,15.15,22.77,22.0,22.0,0.0,17.48,15.15,1.0,0.0,0.0,0.0,2.0,23.23,1.0,22.0,1.98,0.0,0.0,1.0,23.47,0.0,0.0,20.2,20.0,1.01,1.01,5.94,0.0,0.0,1.01,0.0,13.0,0.0,0.0,0.0,24.0,1.01,20.41,19.19,20.0,24.0,19.39,0.0,23.0,0.0,1.01,19.19,0.0,12.12,16.0,0.0,14.85,0.0,0.0,14.0,15.84,1.01,0.0,16.83,0.0,0.0,0.0,22.77,22.0,21.0,0.0,0.99,0.0,0.0,0.0,16.83,0.0,1.98,0.0,15.84,0.0,0.0,1.01,17.82,16.33,16.33,18.0,15.84,15.69,15.15,1.0,0.0,0.0,0.98,14.0,0.0,0.99,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.16,19.0,1.01,0.0,0.0,0.0,2.0,13.0,1.0,1.0,12.87,0.0,13.13,0.0,17.17,1.0,0.0,16.16,15.15,0.0,0.0,1.01,13.13,0.0,1.0,12.0,0.98,0.0,0.0,0.0,0.0,18.18,1.0,1.0,16.0,0.0,0.0
234,16.83,1.0,15.0,18.0,0.0,0.0,0.0,0.0,21.0,0.0,0.99,14.0,15.0,13.13,13.13,10.1,0.98,21.0,0.0,23.23,14.71,21.0,21.21,0.0,23.23,22.0,0.0,1.01,19.8,15.15,8.08,15.15,0.0,1.0,13.0,1.01,12.12,12.12,23.0,1.01,22.22,0.99,0.0,1.01,2.0,0.0,19.8,1.02,23.0,18.0,1.01,11.0,0.99,0.0,11.11,0.0,17.17,15.15,0.99,0.0,13.13,17.0,0.0,20.0,17.82,17.82,0.99,0.0,0.0,20.39,20.2,18.18,21.0,14.14,0.0,15.31,18.81,16.83,0.0,20.2,17.0,16.33,0.0,1.01,0.0,1.0,0.0,1.01,0.99,16.0,14.0,17.0,12.12,0.0,13.27,16.16,6.0,14.0,19.39,19.59,8.0,16.0,17.82,1.02,0.99,18.18,18.37,16.0,11.11,13.27,1.0,15.84,14.0,1.0,14.29,1.0,16.83,2.0,16.0,17.17,0.99,0.99,14.0,15.15,14.14,1.01,14.14,15.15,2.0,13.13,14.14,18.0,13.0,17.0,0.0,17.0,17.0,1.01,19.0,18.0
235,1.0,0.0,0.99,0.0,0.99,1.01,0.0,0.0,0.99,0.0,0.99,0.0,0.0,1.0,0.0,1.0,0.0,1.01,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.01,0.0,1.0,0.99,0.0,1.0,1.0,0.0,0.0,0.99,1.0,0.0,1.0,0.0,0.0,1.01,1.01,0.99,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.99,0.99,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.01,1.0,0.0,1.0,0.0,0.0,0.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.02,1.98,1.0,1.0,0.0,1.01,0.0,0.98,1.01,1.0,0.0,1.01,1.0,0.0,0.0,0.0,1.01,0.99,0.97,1.0,0.99,0.0,1.0,1.01,1.01,0.0,1.0,0.99,0.0,0.0,1.0,0.0,0.0,1.01,0.0,1.0,0.0,2.0,1.0,1.01,1.01,1.0,1.01,1.0
236,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.98,0.0,1.02,1.01,1.94,0.0,1.01,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.98,0.0,1.0,1.01,0.0,2.02,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,1.0,0.99,0.0,1.0,0.99,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,1.01,1.0,1.0,1.0,0.0,1.01,1.0,1.0,0.0,0.0,1.01,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.99,0.0,1.0,0.0,0.0,0.0,0.0,0.99,1.01,1.0,0.0,0.0,1.01,0.0,0.99,0.99,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.99,1.01,1.0,1.98,0.0,1.01,1.0,1.01,0.0,1.0
