op_w_in_bytes,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
191,35745859456,33961635840,31674793600,32326742272,37169466112,33913232384,33937076352,30427970304,32559262080,33969001600,33861005824,38367973632,33555221376,36631771136,42663935232,34763687936,34435223808,38621338752,34702958592,31795838208,33537587840,34091061632,34960190208,38105032576,37191172736,34430551040,34454251008,36013364480,32818921472,34077833344,33928596480,35003536512,33887790464,38080586496,35674026112,32855917440,33989363200,34662598912,39402047616,30909558016
192,35746723712,33962242048,31675805312,32327454976,37170289408,33913924608,33937690752,30428556032,32560060800,33969624192,33861685760,38368788736,33556138880,36632643584,42664647936,34764417024,34436034816,38622055552,34703687680,31796788480,33538275968,34092020096,34960980736,38105814912,37192299136,34431431680,34455086592,36014011648,32819560448,34078619776,33929432064,35004257408,33888523648,38081508096,35674669184,32856613760,33990002176,34663254272,39402637440,30910262528
193,35747719040,33962979328,31676530304,32328446208,37171088128,33914747904,33938129024,30429358848,32560912768,33970422912,33862529536,38369640704,33557097344,36633475072,42665594112,34765219840,34436968704,38622985344,34704691200,31797742848,33538804352,34092712320,34961562368,38106544000,37192884864,34432029696,34455991808,36014638336,32820125696,34079275136,33930460160,35005031552,33889424768,38082618112,35675779200,32857654144,33990759936,34664335616,39403489408,30911474944
194,35748673408,33963847680,31677353600,32329117952,37171845888,33915661312,33938944128,30430137088,32561625472,33971016832,33863131648,38370443520,33557883776,36634310656,42666310912,34766190592,34437714176,38623382656,34705436672,31798406400,33539455616,34093572480,34962242304,38107326336,37193806464,34432713728,34456823296,36015138048,32820785152,34080233600,33931303936,35005678720,33890133376,38083277568,35676377216,32858321792,33991443968,34664937728,39404378240,30912158976
195,35749242752,33964408832,31678180992,32329875712,37172669184,33916357632,33939513472,30430718720,32562743680,33971774592,33863897600,38371291392,33558641536,36635273216,42667207936,34766854144,34438537472,38624459904,34706124800,31799266560,33539967616,34094346624,34962959104,38108063616,37194592896,34433459200,34457572864,36015670528,32821407744,34080946304,33932045312,35006370944,33890952576,38084166400,35677212800,32858981248,33991960064,34665326848,39405045888,30913154304
196,35750242176,33965146112,31678901888,32330764544,37173615360,33916935168,33940205696,30431288064,32563091840,33972495488,33864569344,38372049152,33559501696,36636039168,42668051712,34767828992,34439168256,38625152128,34706964480,31800196352,33540684416,34095280512,34963667712,38108882816,37195440768,34434298880,34458420736,36016391424,32822112256,34081831040,33932975104,35007235200,33891804544,38085010176,35678228608,32859796352,33992791552,34666178816,39405725824,30913867008
197,35751040896,33965989888,31679626880,32331407616,37174291200,33917664256,33940660352,30432127744,32563984768,33973396608,33865277952,38373019904,33560492928,36636817408,42668797184,34768685056,34440184064,38625885312,34707861504,31800843520,33541130880,34095980928,34964425472,38109767552,37196149376,34435040256,34459084288,36017018112,32822726656,34082445440,33933806592,35007984768,33892271488,38085878528,35678949504,32860644224,33993639424,34666862848,39406676096,30914964736
198,35751737216,33966870528,31680523904,32332439808,37175237376,33918524416,33941901440,30432934656,32564857216,33973896320,33866035712,38373839104,33561373568,36637489152,42669636864,34769418240,34440880384,38626495616,34708336640,31801572608,33541814912,34096689536,34965105408,38110574464,37196878464,34435716096,34459932160,36017796352,32823300096,34083231872,33934552064,35008570496,33893016960,38086546176,35679449216,32861361024,33994155520,34667624704,39407392896,30915853568
199,35752978304,33967611904,31681146496,32333316352,37176060672,33919532032,33942405248,30433741568,32565750144,33974830208,33866699264,38374613248,33562102656,36638185472,42670222592,34770216960,34441625856,38627175552,34709159936,31802277120,33542412928,34097660288,34966039296,38111238016,37197804160,34436477952,34460689920,36018525440,32824008704,34084165760,33935461376,35009492096,33893848448,38087648000,35680227456,32862159744,33994974720,34668312832,39408060544,30916369664
200,35753691008,33968394240,31681949312,32333873408,37176875776,33920117760,33942962304,30434368256,32566626688,33975424128,33867358720,38375325952,33562831744,36639082496,42671074560,34771023872,34442518784,38627863680,34709893120,31803243776,33542843008,34098475392,34966706944,38112008064,37198369408,34437227520,34461353472,36019193088,32824594432,34084923520,33936432128,35010401408,33894692224,38088430336,35681255552,32863048576,33995662848,34669308160,39408937088,30917459200
201,35754600320,33969324032,31682928256,32334852352,37177744128,33920941056,33943867520,30435085056,32567617920,33976272000,33867948544,38375977216,33563478912,36639602688,42671697152,34771527680,34443235584,38628379776,34710396928,31803923712,33543522944,34099274112,34967489280,38112917376,37199323776,34437907456,34462066176,36019762432,32825356288,34085722240,33937153024,35011007616,33895363968,38089364224,35682152576,32863757184,33996404224,34669652224,39409367168,30918036736
202,35755386752,33970057216,31683681920,32335601920,37178747648,33921887232,33944780928,30435707648,32568342912,33977062528,33868583424,38376653056,33564265344,36640540672,42672479488,34772408320,34443751680,38629043328,34711060480,31804656896,33544137344,34100179328,34968214272,38113793920,37199999616,34438714368,34462832128,36020397312,32826011648,34086574208,33937992704,35011875968,33896248704,38090121984,35682795648,32864617344,33997026816,34670536960,39410219136,30918745344
203,35756369792,33970995200,31684607616,32336568576,37179554560,33922735104,33945587840,30436416256,32569104768,33977902208,33869173248,38377300224,33565072256,36641318912,42673175808,34773190656,34444714240,38629616768,34711855104,31805345024,33544866432,34101043584,34969053952,38114686848,37201035904,34439554048,34463757824,36021376256,32826716160,34087520384,33938652160,35012654208,33897006464,38090945280,35683692672,32865182592,33997895168,34671192320,39411103872,30919691520
204,35757225856,33971748864,31685406336,32337510656,37180537600,33923415040,33946226816,30436915968,32570104192,33978778752,33869947392,38377898240,33565924224,36642068480,42674052352,34773960704,34445402368,38630370432,34712518656,31806188800,33545394816,34101625216,34969676544,38115198848,37201662592,34440016896,34464364032,36021667072,32827121664,34088016000,33939635200,35013665920,33897854336,38091862784,35684593792,32866042752,33998525952,34671941888,39412086912,30920559872
205,35757926272,33972551680,31686196864,32338182400,37181217536,33924209664,33947066496,30437903104,32570722688,33979651200,33870553600,38378590464,33566841728,36642854912,42674830592,34774898688,34446086400,38630923392,34713235456,31806795008,33546074752,34102337920,34970364672,38115891072,37202371200,34440864768,34465154560,36022371584,32827871232,34088884352,33940417536,35014354048,33898526080,38092768000,35685261440,32866857856,33999336960,34672736512,39412975744,30921915648
206,35758626688,33973075968,31686667904,32338911488,37182024448,33925012480,33947705472,30438681344,32571767168,33980187776,33871303168,38379520256,33567857536,36643686400,42675764480,34775406592,34447077632,38631681152,34714083328,31807749376,33546906240,34103239040,34971294464,38116833152,37203292800,34441786368,34465994240,36023198976,32828456960,34089662592,33941224448,35015206016,33899357568,38093738752,35685965952,32867484544,34000127488,34673428736,39413663872,30922308864
207,35759441792,33973968896,31687655040,32339714304,37182634752,33925712896,33948512384,30439455488,32572139904,33980888192,33872077312,38380220672,33568836480,36644562944,42676473088,34776442880,34448015616,38632262784,34714943488,31808617728,33547479680,34103939456,34972224256,38117721984,37204230784,34442482688,34466854400,36023981312,32829112320,34090580096,33942232064,35015820416,33900332416,38094463744,35686838400,32868475776,34001094144,34674313472,39414597760,30923328768
208,35760240512,33974792192,31688347264,32340492544,37183548160,33926732800,33949302912,30440233728,32573032832,33981494400,33872835072,38381064448,33569889152,36645414912,42677480704,34777143296,34448888064,38633127040,34715660288,31809457408,33548176000,34104750464,34972994304,38118737792,37205090944,34443310080,34467710464,36024939776,32829804544,34091468928,33943084032,35016766592,33901102464,38095401728,35687755904,32869102464,34001626624,34674714880,39415703680,30924176640
209,35761092480,33975496704,31689264768,32341295360,37184187136,33927236608,33949905024,30440950528,32573929856,33982411904,33873793536,38381928704,33570814848,36646279168,42678246656,34777958400,34449654016,38634237056,34716516352,31810383104,33548790400,34105631104,34973752064,38119413632,37205828224,34444121088,34468570624,36025701632,32830603264,34092345472,33943931904,35017458816,33901897088,38096089856,35688497280,32869864320,34002376192,34675771648,39416105088,30925085952
210,35762026368,33976320000,31690047104,32342061312,37185133312,33928223744,33950695552,30441687808,32574724480,33983095936,33874440704,38382784768,33571851136,36647057408,42679172352,34778867712,34450473216,38634663040,34717163520,31811067136,33549380224,34106397056,34974345984,38120306560,37206680192,34444837888,34469348864,36026299648,32831389696,34093127808,33944751104,35018298496,33902593408,38096925440,35689324672,32870581120,34003035648,34676332800,39416862848,30925876480
211,35762726784,33976942592,31690657408,32342839552,37185858304,33929051136,33951649920,30442322688,32575347072,33983714432,33875288576,38383587584,33572916096,36648015872,42679799040,34779695104,34451460352,38635330688,34717978624,31811915008,33550080640,34107175296,34975107840,38121301888,37207523968,34445800448,34470254080,36027065600,32831987712,34093811840,33945795584,35019084928,33903453568,38097654528,35689853056,32871314304,34003674624,34676979968,39417460864,30926593280
212,35763730304,33977708544,31691316864,32343662848,37186743040,33929718784,33952055424,30443121408,32576092544,33984779392,33876181504,38384546048,33573710720,36648900608,42680712448,34780665856,34452189440,38636113024,34718781440,31812828416,33550752384,34108211584,34975824640,38122260352,37208502912,34446513152,34471056896,36027782400,32832602112,34094807168,33946741760,35020018816,33904354688,38098772736,35690668160,32872014720,34004547072,34677684480,39418738816,30927523072
213,35764443008,33978372096,31692258944,32344469760,37187562240,33930492928,33952653440,30443633408,32576821632,33985385600,33876996608,38385402112,33574849408,36649670656,42681732352,34781440000,34453172480,38636993664,34719723520,31813885184,33551387264,34108952960,34976873216,38123169664,37209350784,34447410176,34471839232,36028499200,32833347584,34095552640,33947732992,35020878976,33905149312,38099915520,35691761792,32872944512,34005304832,34678561024,39419304064,30928313600
214,35765188480,33979232256,31692910208,32345182464,37188332288,33931152384,33953497216,30444276480,32577743232,33986139264,33877701120,38386123008,33575611264,36650575872,42682445056,34782119936,34453721344,38637743232,34720407552,31814745344,33552157312,34109854080,34977708800,38124156800,37210432128,34448118784,34472769024,36029330688,32834093056,34096375936,33948634112,35021567104,33906054528,38100411136,35692466304,32873735040,34006156800,34679208192,39420168320,30929259776
215,35765970816,33979981824,31693831808,32345968896,37189008128,33932151808,33954218112,30445161216,32578759040,33986933888,33878540800,38386954496,33576598400,36651436032,42683219200,34783057920,34454421760,38638292096,34721177600,31815470336,33552747136,34110472576,34978396928,38124947328,37211054720,34448757760,34473473536,36029928704,32834666496,34097182848,33949363200,35022259328,33906943360,38101021440,35693191296,32874546048,34006947328,34679773440,39420999808,30929964288
216,35766859648,33980698624,31694741120,32346673408,37189847808,33932819456,33954689152,30445726464,32579406208,33987507328,33879257600,38387790080,33577634688,36652152832,42684013824,34783873024,34455167232,38639213696,34722136064,31816461568,33553492608,34111205760,34979183360,38125754240,37212082816,34449617920,34474288640,36030731520,32835313664,34097965184,33950026752,35022931072,33907459456,38101988096,35693879424,32875516800,34007610880,34680506624,39421814912,30930889984
217,35767732096,33981378560,31695216256,32347439360,37190478592,33933384704,33955360896,30446484224,32580237696,33988433024,33880044032,38388596992,33578453888,36652972032,42684800256,34784610304,34456015104,38639967360,34722877440,31817334016,33554098816,34112233856,34979937024,38126577536,37212795520,34450424832,34475300352,36031276288,32835981312,34098829440,33950927872,35023783040,33908614528,38102811392,35694805120,32876237696,34008430080,34681297152,39422535808,30931905792
218,35768469376,33982107648,31696318080,32348139776,37191379712,33934167040,33956040832,30447307520,32581265792,33988908160,33880834560,38389461248,33579568000,36653955072,42685598976,34785433600,34456936704,38640614528,34723545088,31818132736,33554762368,34113167744,34980702976,38127560576,37213770368,34451190784,34476045824,36032148736,32836665344,34099705984,33951775744,35024479360,33909372288,38103679744,35695665280,32876913536,34009110016,34682042624,39423223936,30932819200
219,35769538432,33982865408,31697108608,32348860672,37192002304,33934859264,33956868224,30447926016,32582478208,33989960832,33881494016,38390243584,33580346240,36654561280,42686418176,34786134016,34457567488,38641155200,34724233216,31818849536,33555405440,34114105728,34981530368,38128494464,37214552704,34451985408,34476963328,36032996608,32837390336,34100455552,33952590848,35025212544,33910203776,38104707840,35696136320,32877745024,34009888256,34682689792,39424149632,30933540096
220,35770251136,33983537152,31697985152,32349851904,37193243392,33935834112,33957642368,30448753408,32583076224,33990771840,33882194432,38391128320,33581181824,36655470592,42687175936,34786912256,34458509568,38641872000,34725060608,31819795712,33555913344,34114908544,34982370048,38129215360,37215298176,34452542464,34477749760,36033590528,32838049792,34101274752,33953397760,35025949824,33910875520,38105735936,35696943232,32878564224,34010834432,34683668736,39424923776,30934404352
221,35771148160,33984237568,31698587264,32350474496,37194066688,33936505856,33958457472,30449302272,32583776640,33991279744,33882939904,38391931136,33582271360,36656265216,42687823104,34787907584,34459365632,38642547840,34725945344,31820664064,33556650624,34115899776,34982939392,38130141056,37216088704,34453210112,34478487040,36034180352,32838586368,34102356096,33954212864,35026707584,33911829888,38106448640,35697995904,32879084416,34011436544,34684160256,39425198208,30935117056
222,35771770752,33984962560,31699353216,32351265024,37194939136,33937394688,33958977664,30450199296,32584681856,33991914624,33883595264,38392799488,33582906240,36657092608,42688658688,34788521984,34460111104,38643346560,34726768640,31821331712,33557359232,34116690304,34983934720,38131042176,37216961152,34454172672,34479437312,36035265792,32839315456,34103015552,33955081216,35027440768,33912722816,38107276032,35698610304,32879874944,34012194304,34685040896,39426287744,30935792896
223,35772778368,33985716224,31700205184,32352133376,37195787008,33937984512,33959764096,30450850560,32585525632,33992709248,33884471808,38393610496,33583876992,36657932288,42689608960,34789541888,34461106432,38644132992,34727571456,31822200064,33557961344,34117566848,34984508160,38131758976,37217821312,34454889472,34480170496,36035634432,32839823360,34103568512,33955843072,35028382848,33913525632,38108066560,35699462272,32880550784,34013169152,34685798656,39427373184,30936775936
224,35773458304,33986494464,31700995712,32353190144,37196696320,33938820096,33960579200,30451731200,32586426752,33993569408,33885237760,38394384640,33585105792,36658784256,42690538752,34790316032,34462019840,38644894848,34728341504,31823260928,33558547072,34118443392,34985446144,38132578176,37218677376,34455647232,34481051136,36036457728,32840396800,34104539264,33956756480,35029419136,33914316160,38109029120,35700359296,32881394560,34013894144,34686548224,39428302976,30937611520
225,35774662528,33987166208,31701884544,32354038016,37197658880,33939803136,33961099392,30452312832,32587344256,33994605696,33886142976,38395302144,33586072448,36659701760,42691214592,34791024640,34462937344,38645755008,34729234432,31823985920,33559214720,34119238016,34986257152,38133659520,37219533440,34456486912,34481767936,36037354752,32841158656,34105333888,33957436416,35029996672,33915045248,38109676288,35700859008,32881927040,34014422528,34687219968,39429167232,30938356992
226,35775248256,33988091904,31702384256,32354844928,37198322432,33940757504,33961844864,30453263104,32588274048,33995547776,33886917120,38395949312,33586879360,36660467712,42692193536,34791876608,34463572224,38646447232,34730082304,31824837888,33559747200,34120208768,34986949376,38134478720,37220418176,34457138176,34482673152,36038083840,32841912320,34106341504,33958235136,35030897792,33915995520,38110778112,35701977216,32882938752,34015139328,34687990016,39430166656,30939077888
227,35775887232,33988923392,31703314048,32355541248,37199178496,33941396480,33962471552,30453754624,32588888448,33996018816,33887543808,38396584192,33587657600,36661192704,42692910336,34792757248,34464338176,38647188608,34730823680,31825775872,33560394368,34121105792,34987653888,38135347072,37221233280,34458059776,34483521024,36038857984,32842641408,34107222144,33959066624,35031688320,33916962176,38111908608,35702833280,32883704704,34016179712,34688936192,39431043200,30940216576
228,35776771968,33989689344,31703719552,32356393216,37200153344,33942289408,33963454592,30454508288,32589420928,33996817536,33888248320,38397292800,33588460416,36661831680,42693459200,34793441280,34465067264,38647798912,34731413504,31826533632,33561070208,34121945472,34988452608,38136088448,37221954176,34458690560,34484246016,36039353600,32843202560,34108131456,33959836672,35032429696,33917613440,38112555776,35703574656,32884614016,34016773632,34689595648,39431530624,30941052160
229,35777431424,33990434816,31704399488,32356864256,37200829184,33942707200,33964286080,30455020288,32590403968,33997530240,33889120768,38398169344,33589357440,36662695936,42694339840,34794158080,34465812736,38648478848,34732208128,31827225856,33561557632,34122830208,34989284096,38137059200,37223039616,34459292672,34485126656,36040017152,32843870208,34108999808,33960623104,35033216128,33918473600,38113424128,35704139904,32885547904,34017629696,34690455808,39432444032,30941859072
230,35778303872,33991151616,31705456256,32357728512,37201545984,33943821312,33965006976,30455556864,32591030656,33998365824,33889808896,38399009024,33590324096,36663449600,42695134464,34795067392,34466447616,38649216128,34733031424,31828229376,33562389120,34123784576,34990099200,38137890688,37224137344,34460091392,34485999104,36040832256,32844500992,34109970560,33961393152,35033949312,33919255936,38114140928,35705004160,32886190976,34018235904,34691004672,39433123968,30942547200
231,35779049344,33991856128,31706119808,32358457600,37202230016,33944574976,33965764736,30456195840,32591866240,33999008896,33890587136,38399824128,33591323520,36664317952,42696002816,34795841536,34467401984,38650113152,34733903872,31828970752,33562999424,34124611968,34990828288,38138726272,37224960640,34460791808,34486818304,36041446656,32845209600,34110814336,33962114048,35034559616,33920005504,38114878208,35705819264,32887059328,34019014144,34691971328,39433947264,30943608064
232,35779606400,33992450048,31706828416,32359121152,37202668288,33945152512,33966133376,30456883968,32592714112,33999680640,33891189248,38400557312,33592372096,36665206784,42696805632,34796611584,34468122880,38650895488,34734583808,31829908736,33563581056,34125578624,34991692544,38139549568,37225689728,34461774848,34487608832,36042171648,32846016512,34111637632,33962777600,35035362432,33920820608,38115705600,35706654848,32887677824,34019526144,34692552960,39434655872,30944275712
233,35780552576,33993138176,31707655808,32359936256,37203737344,33946106880,33966907520,30457580288,32593451392,34000422016,33892012544,38401368320,33593170816,36665927680,42697723136,34797504512,34469097728,38651620480,34735325184,31830576384,33564162688,34126336384,34992446208,38140213120,37226418816,34462442496,34488649216,36042851584,32846548992,34112379008,33963539456,35036017792,33921623424,38116569856,35707445376,32888398720,34020341248,34693183744,39435372672,30945053952
234,35781293952,33994084352,31708573312,32360718592,37204572928,33946856448,33967693952,30458206976,32594401664,34001245312,33892672000,38402220288,33594116992,36666886144,42698493184,34798323712,34469822720,38652439680,34736009216,31831366912,33564850816,34127225216,34993232640,38141151104,37227336320,34463286272,34489398784,36043560192,32847187968,34113329280,33964502016,35036705920,33922381184,38117348096,35708133504,32889062272,34021152256,34693998848,39436146816,30945918208
235,35781982080,33994833920,31709331072,32361361664,37205289728,33947573248,33968296064,30459042560,32594905472,34001847424,33893384704,38403162368,33595108224,36667705344,42699017472,34798880768,34470621440,38653156480,34736738304,31832370432,33565514368,34128028032,34993965824,38141966208,37228122752,34464171008,34490455552,36044391680,32847814656,34114173056,33965603840,35037693056,33923102080,38118437632,35709145216,32889889664,34022118912,34694891776,39436884096,30947044608
236,35782948736,33995546624,31710064256,32362209536,37206055680,33948470272,33969066112,30459669248,32595831168,34002605184,33894191616,38404051200,33595988864,36668479488,42700205312,34799863808,34471510272,38653774976,34737586176,31833177344,33566042752,34128785792,34994674432,38142859136,37228851840,34464818176,34491065856,36044973312,32848498688,34115012736,33966431232,35038516352,33924040064,38119359232,35709763712,32890872704,34022942208,34695575808,39438006400,30947884288
237,35783841664,33996386304,31711096448,32362987776,37206850304,33949297664,33969729664,30460443392,32596785536,34003342464,33894912512,38404772096,33596853120,36669216768,42700840192,34800596992,34472202496,38654454912,34738343936,31833709824,33566759552,34129682816,34995501824,38143694720,37229486720,34465596416,34491778560,36045735168,32849219584,34115954816,33967164416,35039253632,33924846976,38120305408,35710673024,32891700096,34023499264,34696370432,39438710912,30948830464
238,35784783744,33997099008,31711936128,32363733248,37207669504,33950088192,33970450560,30461451008,32597731712,34003915904,33895604736,38405583104,33597840256,36670007296,42701761792,34801444864,34473218304,38655245440,34739208192,31834873088,33567345280,34130538880,34996366080,38144608128,37230338688,34466370560,34492556800,36046390528,32849883136,34116528256,33968081920,35040056448,33925539200,38121083648,35711533184,32892580736,34024220160,34696972544,39439648896,30949600512
239,35785467776,33997942784,31712292480,32364601600,37208320768,33950813184,33971069056,30461852416,32598325632,34004362368,33896436224,38406381824,33598815104,36670875648,42702499072,34802415616,34474086656,38655790208,34739744768,31835712768,33567898240,34131284352,34997259008,38145406848,37231219328,34467103744,34493416960,36047082752,32850485248,34117486720,33969134592,35040908416,33926387072,38122078976,35712401536,32893387648,34025137664,34697861376,39440447616,30950608128
240,35786307456,33998753792,31713300096,32365457664,37209234176,33951566848,33971744896,30462495488,32599030144,34005329024,33897193984,38407311616,33599744896,36671596544,42703572224,34803283968,34475192576,38656621696,34740719616,31836478720,33568565888,34132275584,34998139648,38146328448,37232161408,34467951616,34494227968,36047799552,32851243008,34118219904,33970109440,35041956992,33927185792,38122922752,35713220736,32894210944,34025981440,34698684672,39441229952,30951546112
241,35787249536,33999564800,31714233984,32366309632,37210159872,33952586752,33972351104,30463195904,32599837056,34006385792,33897878016,38408155392,33600514944,36672481280,42704239872,34804078592,34475741440,38657469568,34741723136,31837523200,33569299072,34133086592,34998885120,38147086208,37232861824,34468779008,34495079936,36048700672,32851886080,34119207040,33971002368,35042821248,33928074624,38123811584,35714023552,32895083392,34026857984,34699458816,39442192512,30952451328
242,35788027776,34000351232,31715049088,32366833920,37210794752,33953381376,33973178496,30463974144,32600582528,34007016576,33898443264,38408925440,33601575808,36673488896,42705280256,34804930560,34476736768,38658165888,34742501376,31838149888,33569901184,34133918080,34999700224,38147786624,37233554048,34469471232,34495915520,36049151232,32852529152,34119981184,33971874816,35043538048,33928725888,38124675840,35715035264,32895779712,34027324928,34700482816,39442905216,30953487616
243,35788781440,34001145856,31715827328,32367677696,37211605760,33954290688,33974022272,30464912128,32601213312,34007737472,33899139584,38409605376,33602505600,36674332672,42705882368,34805532672,34477510912,38658845824,34743435264,31839030528,33570409088,34134593920,35000306432,38148675456,37234307712,34470208512,34496693760,36049904896,32853143552,34120984704,33972694016,35044381824,33929536896,38125593344,35715768448,32896598912,34028099072,34700888320,39443601536,30954839296
244,35789694848,34001874944,31716630144,32368632064,37212351232,33954946048,33974751360,30465575680,32602093952,34008609920,33899876864,38410477824,33603238784,36675065856,42706578688,34806392832,34478330112,38659603584,34743881728,31839743232,33571179136,34135564672,35001056000,38149629824,37235212928,34470982656,34497525248,36050470144,32853712896,34121627776,33973709824,35045188736,33930225024,38126412544,35716542592,32897217408,34028725760,34701682944,39444387968,30955416832
245,35790604160,34002673664,31717494400,32369500416,37213424384,33955666944,33975541888,30466255616,32603076992,34009449600,33900487168,38411108608,33604160384,36675979264,42707475712,34807175168,34479173888,38659980416,34744729600,31840849152,33571949184,34136482176,35001895680,38150518656,37236200064,34471695360,34498418176,36051150080,32854573056,34122750080,33974656000,35046020224,33931171200,38127407872,35717472384,32898188160,34029585920,34702338304,39445436544,30956252416
246,35791521664,34003480576,31718428288,32370413824,37214051072,33956547584,33976320128,30467152640,32603777408,34010170496,33901470208,38411899136,33605208960,36676855808,42708425984,34808174592,34479927552,38660881536,34745417728,31841664256,33572731520,34137465216,35002886912,38151550848,37237129856,34472367104,34499405312,36051965184,32855330816,34123462784,33975614464,35046818944,33931912576,38128358144,35718447232,32899072896,34030487040,34703251712,39446222976,30957202688
247,35792385920,34004467712,31719214720,32371273984,37214960384,33957403648,33977266304,30467906304,32604871040,34011214976,33902125568,38412648704,33606167424,36677658624,42709126400,34809001984,34480898304,38661569664,34746187776,31842548992,33573423744,34138354048,35003628288,38152349568,37238022784,34473317376,34500122112,36052849920,32856137728,34124474496,33976404992,35047490688,33932600704,38129029888,35719106688,32899752832,34031158784,34703898880,39447083136,30958075136
248,35793082240,34005229568,31720021632,32372007168,37215755008,33958280192,33978069120,30468565760,32605858176,34012021888,33902830080,38413422848,33606978432,36678379520,42709933312,34809460736,34481737984,38662048896,34746982400,31843261696,33574001280,34139263360,35004418816,38153062272,37239026304,34474251264,34501084672,36053640448,32856862720,34125359232,33977252864,35048264832,33933174144,38129939200,35719807104,32900543360,34031883776,34704709888,39447840896,30958800128
249,35794061184,34005975040,31720709760,32372662528,37216742144,33959046144,33978859648,30469430016,32606837120,34012775552,33903530496,38414127360,33607990144,36679227392,42710670592,34810300416,34482217216,38662786176,34747752448,31844203776,33574550144,34140074368,35005078272,38154000256,37239939712,34474918912,34501989888,36054385920,32857444352,34126112896,33978055680,35049075840,33934308736,38130733824,35720745088,32901346176,34032719360,34705389824,39448651904,30959635712
250,35794732928,34006892544,31721651840,32373661952,37217651456,33959881728,33979715712,30470101760,32607738240,34013729920,33904341504,38415048960,33608956800,36680071168,42711526656,34811267072,34483069184,38663646336,34748727296,31845235968,33575271040,34140848512,35005836032,38154692480,37240894080,34475955200,34503001600,36055074048,32858058752,34126952576,33979038720,35049858176,33935140224,38131544832,35721547904,32902157184,34033456640,34706061568,39449532544,30960409856
251,35795724160,34007662592,31722245760,32374341888,37218482944,33960717312,33980407936,30470941440,32608565632,34014426240,33905132032,38415819008,33609968512,36681025536,42712325376,34812057600,34484125952,38664346752,34749509632,31846087936,33575885440,34141630848,35006778112,38155765632,37241725568,34476479488,34503771648,36055713024,32858836992,34127681664,33980136448,35050779776,33935955328,38132675328,35722612864,32903000960,34034230784,34706909440,39450310784,30961425664
252,35796387712,34008305664,31723286144,32375292160,37219306240,33961536512,33981149312,30471789312,32609433984,34015413376,33905857024,38416564480,33610513280,36681832448,42713083136,34812700672,34485022976,38665030784,34750398464,31846960384,33576483456,34142544256,35007490816,38156679040,37242598016,34477310976,34504746496,36056392960,32859529216,34128554112,33981029376,35051684992,33936831872,38133191424,35723456640,32903775104,34034779648,34707794176,39451355264,30962203904
253,35797325696,34009018368,31724129920,32376185088,37220170496,33962302464,33981673600,30472506112,32610101632,34016236672,33906549248,38417371392,33611660160,36682557440,42713783552,34813618176,34485661952,38666009728,34751184896,31847562496,33577020032,34143302016,35008293632,38157465472,37243417216,34478085120,34505549312,36057261312,32860205056,34129463424,33981746176,35052455040,33937679744,38134227712,35724193920,32904459136,34035754496,34708367616,39452018816,30962900224
254,35797927808,34009485312,31724666496,32376684800,37220694784,33962990592,33982230656,30472973056,32610904448,34016732288,33907225088,38418145536,33612426112,36683364352,42714807552,34814375936,34486567168,38666337408,34752073728,31848385792,33577659008,34143920512,35009100544,38158313344,37244134016,34478896128,34506266112,36058006784,32860774400,34130151552,33982561280,35053147264,33938400640,38135034624,35724955776,32904962944,34036590080,34709186816,39452764288,30963838208
255,35798075264,34009661440,31724818048,32376885504,37220977408,33963187200,33982558336,30473173760,32611277184,34017059968,33907720704,38418972928,33613294464,36684027904,42715454720,34815080448,34487050496,38667099264,34752589824,31849225472,33578273408,34144899456,35009972992,38159280000,37245010560,34479657984,34507019776,36058879232,32861548544,34131101824,33983441920,35054093440,33939154304,38135931648,35725766784,32905921408,34037380608,34709477632,39453485184,30964608256
