op_in_bytes,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
193,41583140524,35669471671,42176254682,34006062783,43373659070,39345125858,41088996907,37935655633,37967881349,44036474147,40717266681,53245481946,42153594661,38051563107,57264833242,46528156633,38938774473,43256811690,38054784985,37339148377,47406086558,38628436136,44363633765,46776519496,46946294449,41585494725,43656242261,38398907786,42396673387,38868897313,39553443204,47409264509,46343835764,41818988192,39691748504,39059103124,36182315289,36810480610,52302441566,34254720631
194,41584094892,35670340023,42177077978,34006734527,43374416830,39346039266,41089812011,37936433873,37968594053,44037068067,40717868793,53246284762,42154381093,38052398691,57265550042,46529127385,38939519945,43257209002,38055530457,37339811929,47406737822,38629296296,44364313701,46777301832,46947216049,41586178757,43657073749,38399407498,42397332843,38869855777,39554286980,47409911677,46344544372,41819647648,39692346520,39059770772,36182999321,36811082722,52303330398,34255404663
195,41584664236,35670901175,42177905370,34007492287,43375240126,39346735586,41090381355,37937015505,37969712261,44037825827,40718634745,53247132634,42155138853,38053361251,57266447066,46529790937,38940343241,43258286250,38056218585,37340672089,47407249822,38630070440,44365030501,46778039112,46948002481,41586924229,43657823317,38399939978,42397955435,38870568481,39555028356,47410603901,46345363572,41820536480,39693182104,39060430228,36183515417,36811471842,52303998046,34256399991
196,41585663660,35671638455,42178626266,34008381119,43376186302,39347313122,41091073579,37937584849,37970060421,44038546723,40719306489,53247890394,42155999013,38054127203,57267290842,46530765785,38940974025,43258978474,38057058265,37341601881,47407966622,38631004328,44365739109,46778858312,46948850353,41587763909,43658671189,38400660874,42398659947,38871453217,39555958148,47411468157,46346215540,41821380256,39694197912,39061245332,36184346905,36812323810,52304677982,34257112695
197,41586462380,35672482231,42179351258,34009024191,43376862142,39348042210,41091528235,37938424529,37970953349,44039447843,40720015097,53248861146,42156990245,38054905443,57268036314,46531621849,38941989833,43259711658,38057955289,37342249049,47408413086,38631704744,44366496869,46779743048,46949558961,41588505285,43659334741,38401287562,42399274347,38872067617,39556789636,47412217725,46346682484,41822248608,39694918808,39062093204,36185194777,36813007842,52305628254,34258210423
198,41587158700,35673362871,42180248282,34010056383,43377808318,39348902370,41092769323,37939231441,37971825797,44039947555,40720772857,53249680346,42157870885,38055577187,57268875994,46532355033,38942686153,43260321962,38058430425,37342978137,47409097118,38632413352,44367176805,46780549960,46950288049,41589181125,43660182613,38402065802,42399847787,38872854049,39557535108,47412803453,46347427956,41822916256,39695418520,39062810004,36185710873,36813769698,52306345054,34259099255
199,41588399788,35674104247,42180870874,34010932927,43378631614,39349909986,41093273131,37940038353,37972718725,44040881443,40721436409,53250454490,42158599973,38056273507,57269461722,46533153753,38943431625,43261001898,38059253721,37343682649,47409695134,38633384104,44368110693,46781213512,46951213745,41589942981,43660940373,38402794890,42400556395,38873787937,39558444420,47413725053,46348259444,41824018080,39696196760,39063608724,36186530073,36814457826,52307012702,34259615351
200,41589112492,35674886583,42181673690,34011489983,43379446718,39350495714,41093830187,37940665041,37973595269,44041475363,40722095865,53251167194,42159329061,38057170531,57270313690,46533960665,38944324553,43261690026,38059986905,37344649305,47410125214,38634199208,44368778341,46781983560,46951778993,41590692549,43661603925,38403462538,42401142123,38874545697,39559415172,47414634365,46349103220,41824800416,39697224856,39064497556,36187218201,36815453154,52307889246,34260704887
201,41590021804,35675816375,42182652634,34012468927,43380315070,39351319010,41094735403,37941381841,37974586501,44042323235,40722685689,53251818458,42159976229,38057690723,57270936282,46534464473,38945041353,43262206122,38060490713,37345329241,47410805150,38634997928,44369560677,46782892872,46952733361,41591372485,43662316629,38404031882,42401903979,38875344417,39560136068,47415240573,46349774964,41825734304,39698121880,39065206164,36187959577,36815797218,52308319326,34261282423
202,41590808236,35676549559,42183406298,34013218495,43381318590,39352265186,41095648811,37942004433,37975311493,44043113763,40723320569,53252494298,42160762661,38058628707,57271718618,46535345113,38945557449,43262869674,38061154265,37346062425,47411419550,38635903144,44370285669,46783769416,46953409201,41592179397,43663082581,38404666762,42402559339,38876196385,39560975748,47416108925,46350659700,41826492064,39698764952,39066066324,36188582169,36816681954,52309171294,34261991031
203,41591791276,35677487543,42184331994,34014185151,43382125502,39353113058,41096455723,37942713041,37976073349,44043953443,40723910393,53253141466,42161569573,38059406947,57272414938,46536127449,38946520009,43263443114,38061948889,37346750553,47412148638,38636767400,44371125349,46784662344,46954445489,41593019077,43664008277,38405645706,42403263851,38877142561,39561635204,47416887165,46351417460,41827315360,39699661976,39066631572,36189450521,36817337314,52310056030,34262937207
204,41592647340,35678241207,42185130714,34015127231,43383108542,39353792994,41097094699,37943212753,37977072773,44044829987,40724684537,53253739482,42162421541,38060156515,57273291482,46536897497,38947208137,43264196778,38062612441,37347594329,47412677022,38637349032,44371747941,46785174344,46955072177,41593481925,43664614485,38405936522,42403669355,38877638177,39562618244,47417898877,46352265332,41828232864,39700563096,39067491732,36190081305,36818086882,52311039070,34263805559
205,41593347756,35679044023,42185921242,34015798975,43383788478,39354587618,41097934379,37944199889,37977691269,44045702435,40725290745,53254431706,42163339045,38060942947,57274069722,46537835481,38947892169,43264749738,38063329241,37348200537,47413356958,38638061736,44372436069,46785866568,46955780785,41594329797,43665405013,38406641034,42404418923,38878506529,39563400580,47418587005,46352937076,41829138080,39701230744,39068306836,36190892313,36818881506,52311927902,34265161335
206,41594048172,35679568311,42186392282,34016528063,43384595390,39355390434,41098573355,37944978129,37978735749,44046239011,40726040313,53255361498,42164354853,38061774435,57275003610,46538343385,38948883401,43265507498,38064177113,37349154905,47414188446,38638962856,44373365861,46786808648,46956702385,41595251397,43666244693,38407468426,42405004651,38879284769,39564207492,47419438973,46353768564,41830108832,39701935256,39068933524,36191682841,36819573730,52312616030,34265554551
207,41594863276,35680461239,42187379418,34017330879,43385205694,39356090850,41099380267,37945752273,37979108485,44046939427,40726814457,53256061914,42165333797,38062650979,57275712218,46539379673,38949821385,43266089130,38065037273,37350023257,47414761886,38639663272,44374295653,46787697480,46957640369,41595947717,43667104853,38408250762,42405660011,38880202273,39565215108,47420053373,46354743412,41830833824,39702807704,39069924756,36192649497,36820458466,52313549918,34266574455
208,41595661996,35681284535,42188071642,34018109119,43386119102,39357110754,41100170795,37946530513,37980001413,44047545635,40727572217,53256905690,42166386469,38063502947,57276719834,46540080089,38950693833,43266953386,38065754073,37350862937,47415458206,38640474280,44375065701,46788713288,46958500529,41596775109,43667960917,38409209226,42406352235,38881091105,39566067076,47420999549,46355513460,41831771808,39703725208,39070551444,36193181977,36820859874,52314655838,34267422327
209,41596513964,35681989047,42188989146,34018911935,43386758078,39357614562,41100772907,37947247313,37980898437,44048463139,40728530681,53257769946,42167312165,38064367203,57277485786,46540895193,38951459785,43268063402,38066610137,37351788633,47416072606,38641354920,44375823461,46789389128,46959237809,41597586117,43668821077,38409971082,42407150955,38881967649,39566914948,47421691773,46356308084,41832459936,39704466584,39071313300,36193931545,36821916642,52315057246,34268331639
210,41597447852,35682812343,42189771482,34019677887,43387704254,39358601698,41101563435,37947984593,37981693061,44049147171,40729177849,53258626010,42168348453,38065145443,57278411482,46541804505,38952278985,43268489386,38067257305,37352472665,47416662430,38642120872,44376417381,46790282056,46960089777,41598302917,43669599317,38410569098,42407937387,38882749985,39567734148,47422531453,46357004404,41833295520,39705293976,39072030100,36194591001,36822477794,52315815006,34269122167
211,41598148268,35683434935,42190381786,34020456127,43388429246,39359429090,41102517803,37948619473,37982315653,44049765667,40730025721,53259428826,42169413413,38066103907,57279038170,46542631897,38953266121,43269157034,38068072409,37353320537,47417362846,38642899112,44377179237,46791277384,46960933553,41599265477,43670504533,38411335050,42408535403,38883434017,39568778628,47423317885,46357864564,41834024608,39705822360,39072763284,36195229977,36823124962,52316413022,34269838967
212,41599151788,35684200887,42191041242,34021279423,43389313982,39360096738,41102923307,37949418193,37983061125,44050830627,40730918649,53260387290,42170208037,38066988643,57279951578,46543602649,38953995209,43269939370,38068875225,37354233945,47418034590,38643935400,44377896037,46792235848,46961912497,41599978181,43671307349,38412051850,42409149803,38884429345,39569724804,47424251773,46358765684,41835142816,39706637464,39073463700,36196102425,36823829474,52317690974,34270768759
213,41599864492,35684864439,42191983322,34022086335,43390133182,39360870882,41103521323,37949930193,37983790213,44051436835,40731733753,53261243354,42171346725,38067758691,57280971482,46544376793,38954978249,43270820010,38069817305,37355290713,47418669470,38644676776,44378944613,46793145160,46962760369,41600875205,43672089685,38412768650,42409895275,38885174817,39570716036,47425111933,46359560308,41836285600,39707731096,39074393492,36196860185,36824706018,52318256222,34271559287
214,41600609964,35685724599,42192634586,34022799039,43390903230,39361530338,41104365099,37950573265,37984711813,44052190499,40732438265,53261964250,42172108581,38068663907,57281684186,46545056729,38955527113,43271569578,38070501337,37356150873,47419439518,38645577896,44379780197,46794132296,46963841713,41601583813,43673019477,38413600138,42410640747,38885998113,39571617156,47425800061,46360465524,41836781216,39708435608,39075184020,36197712153,36825353186,52319120478,34272505463
215,41601392300,35686474167,42193556186,34023585471,43391579070,39362529762,41105085995,37951458001,37985727621,44052985123,40733277945,53262795738,42173095717,38069524067,57282458330,46545994713,38956227529,43272118442,38071271385,37356875865,47420029342,38646196392,44380468325,46794922824,46964464305,41602222789,43673723989,38414198154,42411214187,38886805025,39572346244,47426492285,46361354356,41837391520,39709160600,39075995028,36198502681,36825918434,52319951966,34273209975
216,41602281132,35687190967,42194465498,34024289983,43392418750,39363197410,41105557035,37952023249,37986374789,44053558563,40733994745,53263631322,42174132005,38070240867,57283252954,46546809817,38956973001,43273040042,38072229849,37357867097,47420774814,38646929576,44381254757,46795729736,46965492401,41603082949,43674539093,38415000970,42411861355,38887587361,39573009796,47427164029,46361870452,41838358176,39709848728,39076965780,36199166233,36826651618,52320767070,34274135671
217,41603153580,35687870903,42194940634,34025055935,43393049534,39363762658,41106228779,37952781009,37987206277,44054484259,40734781177,53264438234,42174951205,38071060067,57284039386,46547547097,38957820873,43273793706,38072971225,37358739545,47421381022,38647957672,44382008421,46796553032,46966205105,41603889861,43675550805,38415545738,42412529003,38888451617,39573910916,47428015997,46363025524,41839181472,39710774424,39077686676,36199985433,36827442146,52321487966,34275151479
218,41603890860,35688599991,42196042458,34025756351,43393950654,39364544994,41106908715,37953604305,37988234373,44054959395,40735571705,53265302490,42176065317,38072043107,57284838106,46548370393,38958742473,43274440874,38073638873,37359538265,47422044574,38648891560,44382774373,46797536072,46967179953,41604655813,43676296277,38416418186,42413213035,38889328161,39574758788,47428712317,46363783284,41840049824,39711634584,39078362516,36200665369,36828187618,52322176094,34276064887
219,41604959916,35689357751,42196832986,34026477247,43394573246,39365237218,41107736107,37954222801,37989446789,44056012067,40736231161,53266084826,42176843557,38072649315,57285657306,46549070809,38959373257,43274981546,38074327001,37360255065,47422687646,38649829544,44383601765,46798469960,46967962289,41605450437,43677213781,38417266058,42413938027,38890077729,39575573892,47429445501,46364614772,41841077920,39712105624,39079194004,36201443609,36828834786,52323101790,34276785783
220,41605672620,35690029495,42197709530,34027468479,43395814334,39366212066,41108510251,37955050193,37990044805,44056823075,40736931577,53266969562,42177679141,38073558627,57286415066,46549849049,38960315337,43275698346,38075154393,37361201241,47423195550,38650632360,44384441445,46799190856,46968707761,41606007493,43678000213,38417859978,42414597483,38890896929,39576380804,47430182781,46365286516,41842106016,39712912536,39080013204,36202389785,36829813730,52323875934,34277650039
221,41606569644,35690729911,42198311642,34028091071,43396637630,39366883810,41109325355,37955599057,37990745221,44057330979,40737677049,53267772378,42178768677,38074353251,57287062234,46550844377,38961171401,43276374186,38076039129,37362069593,47423932830,38651623592,44385010789,46800116552,46969498289,41606675141,43678737493,38418449802,42415134059,38891978273,39577195908,47430940541,46366240884,41842818720,39713965208,39080533396,36202991897,36830305250,52324150366,34278362743
222,41607192236,35691454903,42199077594,34028881599,43397510078,39367772642,41109845547,37956496081,37991650437,44057965859,40738332409,53268640730,42179403557,38075180643,57287897818,46551458777,38961916873,43277172906,38076862425,37362737241,47424641438,38652414120,44386006117,46801017672,46970370737,41607637701,43679687765,38419535242,42415863147,38892637729,39578064260,47431673725,46367133812,41843646112,39714579608,39081323924,36203749657,36831185890,52325239902,34279038583
223,41608199852,35692208567,42199929562,34029749951,43398357950,39368362466,41110631979,37957147345,37992494213,44058760483,40739208953,53269451738,42180374309,38076020323,57288848090,46552478681,38962912201,43277959338,38077665241,37363605593,47425243550,38653290664,44386579557,46801734472,46971230897,41608354501,43680420949,38419903882,42416371051,38893190689,39578826116,47432611709,46367936628,41844436640,39715431576,39081999764,36204724505,36831943650,52326325342,34280021623
224,41608879788,35692986807,42200720090,34030806719,43399267262,39369198050,41111447083,37958027985,37993395333,44059620643,40739974905,53270225882,42181603109,38076872291,57289777882,46553252825,38963825609,43278721194,38078435289,37364666457,47425829278,38654167208,44387517541,46802553672,46972086961,41609112261,43681301589,38420727178,42416944491,38894161441,39579739524,47433652093,46368727156,41845399200,39716328600,39082843540,36205449497,36832693218,52327255134,34280857207
225,41610084012,35693658551,42201608922,34031654591,43400229822,39370181090,41111967275,37958609617,37994312837,44060656931,40740880121,53271143386,42182569765,38077789795,57290453722,46553961433,38964739017,43279581354,38079328217,37365391449,47426496926,38654961832,44388328549,46803635016,46972943025,41609951941,43682018389,38421624202,42417706347,38894956065,39580419460,47434229629,46369456244,41846046368,39716828312,39083376020,36205977881,36833364962,52328119390,34281602679
226,41610669740,35694584247,42202108634,34032461503,43400893374,39371135458,41112712747,37959559889,37995242629,44061599011,40741654265,53271790554,42183376677,38078555747,57291432666,46554813401,38965377993,43280273578,38080176089,37366243417,47427029406,38655932584,44389020773,46804454216,46973827761,41610603205,43682923605,38422353290,42418460011,38895963681,39581218180,47435130749,46370406516,41847148192,39717946520,39084387732,36206694681,36834135010,52329118814,34282323575
227,41611308716,35695415735,42203038426,34033157823,43401749438,39371774434,41113339435,37960051409,37995857029,44062070051,40742280953,53272425434,42184154917,38079280739,57292149466,46555694041,38966143945,43281014954,38080917465,37367181401,47427676574,38656829608,44389725285,46805322568,46974642865,41611524805,43683771477,38423127434,42419189099,38896844321,39582049668,47435921277,46371373172,41848278688,39718802584,39085153684,36207735065,36835081186,52329995358,34283462263
228,41612193452,35696181687,42203443930,34034009791,43402724286,39372667362,41114322475,37960805073,37996389509,44062868771,40742985465,53273134042,42184957733,38079919715,57292698330,46556378073,38966873033,43281625258,38081507289,37367939161,47428352414,38657669288,44390524005,46806063944,46975363761,41612155589,43684496469,38423623050,42419750251,38897753633,39582819716,47436662653,46372024436,41848925856,39719543960,39086062996,36208328985,36835740642,52330482782,34284297847
229,41612852908,35696927159,42204123866,34034480831,43403400126,39373085154,41115153963,37961317073,37997372549,44063581475,40743857913,53274010586,42185854757,38080783971,57293578970,46557094873,38967618505,43282305194,38082301913,37368631385,47428839838,38658554024,44391355493,46807034696,46976449201,41612757701,43685377109,38424286602,42420417899,38898621985,39583606148,47437449085,46372884596,41849794208,39720109208,39086996884,36209185049,36836600802,52331396190,34285104759
230,41613725356,35697643959,42205180634,34035345087,43404116926,39374199266,41115874859,37961853649,37997999237,44064417059,40744546041,53274850266,42186821413,38081537635,57294373594,46558004185,38968253385,43283042474,38083125209,37369634905,47429671326,38659508392,44392170597,46807866184,46977546929,41613556421,43686249557,38425101706,42421048683,38899592737,39584376196,47438182269,46373666932,41850511008,39720973464,39087639956,36209791257,36837149666,52332076126,34285792887
231,41614470828,35698348471,42205844186,34036074175,43404800958,39374952930,41116632619,37962492625,37998834821,44065060131,40745324281,53275665370,42187820837,38082405987,57295241946,46558778329,38969207753,43283939498,38083997657,37370376281,47430281630,38660335784,44392899685,46808701768,46978370225,41614256837,43687068757,38425716106,42421757291,38900436513,39585097092,47438792573,46374416500,41851248288,39721788568,39088508308,36210569497,36838116322,52332899422,34286853751
232,41615027884,35698942391,42206552794,34036737727,43405239230,39375530466,41117001259,37963180753,37999682693,44065731875,40745926393,53276398554,42188869413,38083294819,57296044762,46559548377,38969928649,43284721834,38084677593,37371314265,47430863262,38661302440,44393763941,46809525064,46979099313,41615239877,43687859285,38426441098,42422564203,38901259809,39585760644,47439595389,46375231604,41852075680,39722624152,39089126804,36211081497,36838697954,52333608030,34287521399
233,41615974060,35699630519,42207380186,34037552831,43406308286,39376484834,41117775403,37963877073,38000419973,44066473251,40746749689,53277209562,42189668133,38084015715,57296962266,46560441305,38970903497,43285446826,38085418969,37371981913,47431444894,38662060200,44394517605,46810188616,46979828401,41615907525,43688899669,38427121034,42423096683,38902001185,39586522500,47440250749,46376034420,41852939936,39723414680,39089847700,36211896601,36839328738,52334324830,34288299639
234,41616715436,35700576695,42208297690,34038335167,43407143870,39377234402,41118561835,37964503761,38001370245,44067296547,40747409145,53278061530,42190614309,38084974179,57297732314,46561260505,38971628489,43286266026,38086103001,37372772441,47432133022,38662949032,44395304037,46811126600,46980745905,41616751301,43689649237,38427829642,42423735659,38902951457,39587485060,47440938877,46376792180,41853718176,39724102808,39090511252,36212707609,36840143842,52335098974,34289163895
235,41617403564,35701326263,42209055450,34038978239,43407860670,39377951202,41119163947,37965339345,38001874053,44067898659,40748121849,53279003610,42191605541,38085793379,57298256602,46561817561,38972427209,43286982826,38086832089,37373775961,47432796574,38663751848,44396037221,46811941704,46981532337,41617636037,43690706005,38428661130,42424362347,38903795233,39588586884,47441926013,46377513076,41854807712,39725114520,39091338644,36213674265,36841036770,52335836254,34290290295
236,41618370220,35702038967,42209788634,34039826111,43408626622,39378848226,41119933995,37965966033,38002799749,44068656419,40748928761,53279892442,42192486181,38086567523,57299444442,46562800601,38973316041,43287601322,38087679961,37374582873,47433324958,38664509608,44396745829,46812834632,46982261425,41618283205,43691316309,38429242762,42425046379,38904634913,39589414276,47442749309,46378451060,41855729312,39725733016,39092321684,36214497561,36841720802,52336958558,34291129975
237,41619263148,35702878647,42210820826,34040604351,43409421246,39379675618,41120597547,37966740177,38003754117,44069393699,40749649657,53280613338,42193350437,38087304803,57300079322,46563533785,38974008265,43288281258,38088437721,37375115353,47434041758,38665406632,44397573221,46813670216,46982896305,41619061445,43692029013,38430004618,42425767275,38905576993,39590147460,47443486589,46379257972,41856675488,39726642328,39093149076,36215054617,36842515426,52337663070,34292076151
238,41620205228,35703591351,42211660506,34041349823,43410240446,39380466146,41121318443,37967747793,38004700293,44069967139,40750341881,53281424346,42194337573,38088095331,57301000922,46564381657,38975024073,43289071786,38089301977,37376278617,47434627486,38666262696,44398437477,46814583624,46983748273,41619835589,43692807253,38430659978,42426430827,38906150433,39591064964,47444289405,46379950196,41857453728,39727502488,39094029716,36215775513,36843117538,52338601054,34292846199
239,41620889260,35704435127,42212016858,34042218175,43410891710,39381191138,41121936939,37968149201,38005294213,44070413603,40751173369,53282223066,42195312421,38088963683,57301738202,46565352409,38975892425,43289616554,38089838553,37377118297,47435180446,38667008168,44399330405,46815382344,46984628913,41620568773,43693667413,38431352202,42427032939,38907108897,39592117636,47445141373,46380798068,41858449056,39728370840,39094836628,36216693017,36844006370,52339399774,34293853815
240,41621728940,35705246135,42213024474,34043074239,43411805118,39381944802,41122612779,37968792273,38005998725,44071380259,40751931129,53283152858,42196242213,38089684579,57302811354,46566220761,38976998345,43290448042,38090813401,37377884249,47435848094,38667999400,44400211045,46816303944,46985570993,41621416645,43694478421,38432069002,42427790699,38907842081,39593092484,47446189949,46381596788,41859292832,39729190040,39095659924,36217536793,36844829666,52340182110,34294791799
241,41622671020,35706057143,42213958362,34043926207,43412730814,39382964706,41123218987,37969492689,38006805637,44072437027,40752615161,53283996634,42197012261,38090569315,57303479002,46567015385,38977547209,43291295914,38091816921,37378928729,47436581278,38668810408,44400956517,46817061704,46986271409,41622244037,43695330389,38432970122,42428433771,38908829217,39593985412,47447054205,46382485620,41860181664,39729992856,39096532372,36218413337,36845603810,52341144670,34295697015
242,41623449260,35706843575,42214773466,34044450495,43413365694,39383759330,41124046379,37970270929,38007551109,44073067811,40753180409,53284766682,42198073125,38091576931,57304519386,46567867353,38978542537,43291992234,38092595161,37379555417,47437183390,38669641896,44401771621,46817762120,46986963633,41622936261,43696165973,38433420682,42429076843,38909603361,39594857860,47447771005,46383136884,41861045920,39731004568,39097228692,36218880281,36846627810,52341857374,34296733303
243,41624202924,35707638199,42215551706,34045294271,43414176702,39384668642,41124890155,37971208913,38008181893,44073788707,40753876729,53285446618,42199002917,38092420707,57305121498,46568469465,38979316681,43292672170,38093529049,37380436057,47437691294,38670317736,44402377829,46818650952,46987717297,41623673541,43696944213,38434174346,42429691243,38910606881,39595677060,47448614781,46383947892,41861963424,39731737752,39098047892,36219654425,36847033314,52342553694,34298084983
244,41625116332,35708367287,42216354522,34046248639,43414922174,39385324002,41125619243,37971872465,38009062533,44074661155,40754614009,53286319066,42199736101,38093153891,57305817818,46569329625,38980135881,43293429930,38093975513,37381148761,47438461342,38671288488,44403127397,46819605320,46988622513,41624447685,43697775701,38434739594,42430260587,38911249953,39596692868,47449421693,46384636020,41862782624,39732511896,39098666388,36220281113,36847827938,52343340126,34298662519
245,41626025644,35709166007,42217218778,34047116991,43415995326,39386044898,41126409771,37972552401,38010045573,44075500835,40755224313,53286949850,42200657701,38094067299,57306714842,46570111961,38980979657,43293806762,38094823385,37382254681,47439231390,38672205992,44403967077,46820494152,46989609649,41625160389,43698668629,38435419530,42431120747,38912372257,39597639044,47450253181,46385582196,41863777952,39733441688,39099637140,36221141273,36848483298,52344388702,34299498103
246,41626943148,35709972919,42218152666,34048030399,43416622014,39386925538,41127188011,37973449425,38010745989,44076221731,40756207353,53287740378,42201706277,38094943843,57307665114,46571111385,38981733321,43294707882,38095511513,37383069785,47440013726,38673189032,44404958309,46821526344,46990539441,41625832133,43699655765,38436234634,42431878507,38913084961,39598597508,47451051901,46386323572,41864728224,39734416536,39100521876,36222042393,36849396706,52345175134,34300448375
247,41627807404,35710960055,42218939098,34048890559,43417531326,39387781602,41128134187,37974203089,38011839621,44077266211,40756862713,53288489946,42202664741,38095746659,57308365530,46571938777,38982704073,43295396010,38096281561,37383954521,47440705950,38674077864,44405699685,46822325064,46991432369,41626782405,43700372565,38437119370,42432685419,38914096673,39599388036,47451723645,46387011700,41865399968,39735075992,39101201812,36222714137,36850043874,52346035294,34301320823
248,41628503724,35711721911,42219746010,34049623743,43418325950,39388658146,41128937003,37974862545,38012826757,44078073123,40757567225,53289264090,42203475749,38096467555,57309172442,46572397529,38983543753,43295875242,38097076185,37384667225,47441283486,38674987176,44406490213,46823037768,46992435889,41627716293,43701335125,38437909898,42433410411,38914981409,39600235908,47452497789,46387585140,41866309280,39735776408,39101992340,36223439129,36850854882,52346793054,34302045815
249,41629482668,35712467383,42220434138,34050279103,43419313086,39389424098,41129727531,37975726801,38013805701,44078826787,40758267641,53289968602,42204487461,38097315427,57309909722,46573237209,38984022985,43296612522,38097846233,37385609305,47441832350,38675798184,44407149669,46823975752,46993349297,41628383941,43702240341,38438655370,42433992043,38915735073,39601038724,47453308797,46388719732,41867103904,39736714392,39102795156,36224274713,36851534818,52347604062,34302881399
250,41630154412,35713384887,42221376218,34051278527,43420222398,39390259682,41130583595,37976398545,38014706821,44079781155,40759078649,53290890202,42205454117,38098159203,57310765786,46574203865,38984874953,43297472682,38098821081,37386641497,47442553246,38676572328,44407907429,46824667976,46994303665,41629420229,43703252053,38439343498,42434606443,38916574753,39602021764,47454091133,46389551220,41867914912,39737517208,39103606164,36225011993,36852206562,52348484702,34303655543
251,41631145644,35714154935,42221970138,34051958463,43421053886,39391095266,41131275819,37977238225,38015534213,44080477475,40759869177,53291660250,42206465829,38099113571,57311564506,46574994393,38985931721,43298173098,38099603417,37387493465,47443167646,38677354664,44408849509,46825741128,46995135153,41629944517,43704022101,38439982474,42435384683,38917303841,39603119492,47455012733,46390366324,41869045408,39738582168,39104449940,36225786137,36853054434,52349262942,34304671351
252,41631809196,35714798007,42223010522,34052908735,43421877182,39391914466,41132017195,37978086097,38016402565,44081464611,40760594169,53292405722,42207010597,38099920483,57312322266,46575637465,38986828745,43298857130,38100492249,37388365913,47443765662,38678268072,44409562213,46826654536,46996007601,41630776005,43704996949,38440662410,42436076907,38918176289,39604012420,47455917949,46391242868,41869561504,39739425944,39105224084,36226335001,36853939170,52350307422,34305449591
253,41632747180,35715510711,42223854298,34053801663,43422741438,39392680418,41132541483,37978802897,38017070213,44082287907,40761286393,53293212634,42208157477,38100645475,57313022682,46576554969,38987467721,43299836074,38101278681,37388968025,47444302238,38679025832,44410365029,46827440968,46996826801,41631550149,43705799765,38441530762,42436752747,38919085601,39604729220,47456687997,46392090740,41870597792,39740163224,39105908116,36227309849,36854512610,52350970974,34306145911
254,41633349292,35715977655,42224390874,34054301375,43423265726,39393368546,41133098539,37979269841,38017873029,44082783523,40761962233,53293986778,42208923429,38101452387,57314046682,46577312729,38988372937,43300163754,38102167513,37389791321,47444941214,38679644328,44411171941,46828288840,46997543601,41632361157,43706516565,38442276234,42437322091,38919773729,39605544324,47457380221,46392811636,41871404704,39740925080,39106411924,36228145433,36855331810,52351716446,34307083895
255,41633496748,35716153783,42224542426,34054502079,43423548350,39393565154,41133426219,37979470545,38018245765,44083111203,40762457849,53294814170,42209791781,38102115939,57314693850,46578017241,38988856265,43300925610,38102683609,37390631001,47445555614,38680623272,44412044389,46829255496,46998420145,41633123013,43707270229,38443148682,42438096235,38920724001,39606424964,47458326397,46393565300,41872301728,39741736088,39107370388,36228935961,36855622626,52352437342,34307853943
256,41633496748,35716153783,42224542426,34054502079,43423548350,39393565154,41133426219,37979470545,38018245765,44083111203,40763363065,53295641562,42210733861,38102980195,57315459802,46578738137,38989843401,43301572778,38103605209,37391425625,47446231454,38681348264,44412847205,46830041928,46999173809,41633831621,43707962453,38443820426,42438792555,38921592353,39607068036,47458908029,46393909364,41872961184,39742125208,39107788180,36229603609,36856404962,52353059934,34308542071
257,41633496748,35716153783,42224542426,34054502079,43423548350,39393565154,41133426219,37979470545,38018245765,44083111203,40763961081,53296427994,42211737381,38103840355,57316127450,46579565529,38990760905,43302346922,38104428505,37392425049,47446886814,38682048680,44413678693,46830938952,46999902897,41634564805,43709015125,38444467594,42439382379,38922411553,39607211396,47458948989,46393995380,41873137312,39742252184,39107956116,36229771545,36856540130,52353211486,34308869751
